English,Punjabi
systematic sampling,ਯੋਜਨਾਬੱਧ ਨਮੂਨਾ
table,ਮੇਜ਼
tableau,ਝਾਂਕੀ
table of integrals,ਅਟੁੱਟ ਸਾਰਣੀ
tabular,ਸਾਰਣੀਦਾਰ
tabular form,ਸਾਰਣੀ ਫਾਰਮ
tabular logarithm,ਸਾਰਣੀਦਾਰ ਲਘੂਗਣਕ
tabulate,ਸਾਰਣੀ
tabulated value,ਸਾਰਣੀਬੱਧ ਮੁੱਲ
tabulation,ਸਾਰਣੀ
tabulator,ਟੇਬੂਲੇਟਰ
tail,ਪੂਛ
tail area (of distribution),ਪੂਛ ਦਾ ਖੇਤਰ (ਵੰਡ ਦਾ)
tangency,ਸਪਰਸ਼
tangent,ਸਪਰਸ਼
tangent hyperplane,ਸਪਰਸ਼ ਹਾਈਪਰਪਲੇਨ
tangential,ਸਪਰਸ਼
tangential component,ਟੈਂਜੈਂਸ਼ੀਅਲ ਕੰਪੋਨੈਂਟ
tangential section,ਸਪਰਸ਼ ਭਾਗ
tangent line,ਸਪਰਸ਼ ਲਾਈਨ
tangent plane,ਸਪਰਸ਼ ਜਹਾਜ਼
tangent space,ਸਪਰਸ਼ ਸਪੇਸ
tape punch,ਟੇਪ ਪੰਚ
tape reader,ਟੇਪ ਰੀਡਰ
Tauberian theorem,ਟੌਬੇਰੀਅਨ ਥਿਊਰਮ
Taylor's theorem,ਟੇਲਰ ਦਾ ਸਿਧਾਂਤ
Tchebychev metric,Tchebychev ਮੈਟ੍ਰਿਕ
t-distribution,t-ਵੰਡ
telescopic series,ਦੂਰਬੀਨ ਲੜੀ
temporal coordinates,ਅਸਥਾਈ ਧੁਰੇ
temporal relationship,ਅਸਥਾਈ ਸਬੰਧ
temporal variable,ਅਸਥਾਈ ਵੇਰੀਏਬਲ
tensile strength,ਲਚੀਲਾਪਨ
tensor,ਟੈਂਸਰ
tensor analysis,ਟੈਂਸਰ ਵਿਸ਼ਲੇਸ਼ਣ
tensor product,tensor ਉਤਪਾਦ
tentative formulation,ਅਸਥਾਈ ਫਾਰਮੂਲਾ
term,ਮਿਆਦ
terminal condition,ਟਰਮੀਨਲ ਸਥਿਤੀ
terminal velocity dive,ਟਰਮੀਨਲ ਵੇਗ ਡੁਬਕੀ
terminating decimal,ਦਸ਼ਮਲਵ ਨੂੰ ਖਤਮ ਕਰਨਾ
term values,ਮਿਆਦ ਮੁੱਲ
termwise differentiation,ਮਿਆਦ ਦੇ ਅਨੁਸਾਰ ਅੰਤਰ
termwise integration,ਮਿਆਦ ਅਨੁਸਾਰ ਏਕੀਕਰਣ
ternary,ਤਿਨਾੜੀ
test,ਟੈਸਟ
test for homogeneity of variances,ਵਿਭਿੰਨਤਾਵਾਂ ਦੀ ਸਮਰੂਪਤਾ ਲਈ ਟੈਸਟ
test function,ਟੈਸਟ ਫੰਕਸ਼ਨ
test of hypothesis,ਪਰਿਕਲਪਨਾ ਦਾ ਟੈਸਟ
test of significance,ਮਹੱਤਤਾ ਦਾ ਟੈਸਟ
test statistics,ਟੈਸਟ ਦੇ ਅੰਕੜੇ
tetrahedral,tetrahedral
tetrahedral angle,tetrahedral ਕੋਣ
tetrahedron,tetrahedron
theorem,ਪ੍ਰਮੇਯ
theorem of residues,ਰਹਿੰਦ-ਖੂੰਹਦ ਦਾ ਸਿਧਾਂਤ
theoretical demand function,ਸਿਧਾਂਤਕ ਮੰਗ ਫੰਕਸ਼ਨ
theoretical discrete distribution,ਸਿਧਾਂਤਕ ਵੱਖਰੀ ਵੰਡ
theoretical error,ਸਿਧਾਂਤਕ ਗਲਤੀ
theoretical fit,ਸਿਧਾਂਤਕ ਫਿੱਟ
theoretical formulation,ਸਿਧਾਂਤਕ ਬਣਤਰ
theoretical frequency,ਸਿਧਾਂਤਕ ਬਾਰੰਬਾਰਤਾ
theoretically,ਸਿਧਾਂਤਕ ਤੌਰ &#39;ਤੇ
theoretical model,ਸਿਧਾਂਤਕ ਮਾਡਲ
theoretical treatment,ਸਿਧਾਂਤਕ ਇਲਾਜ
theory of equations,ਸਮੀਕਰਨਾਂ ਦਾ ਸਿਧਾਂਤ
theory of errors,ਗਲਤੀਆਂ ਦਾ ਸਿਧਾਂਤ
theory of estimation,ਅਨੁਮਾਨ ਦੀ ਥਿਊਰੀ
theory of functions,ਫੰਕਸ਼ਨ ਦੀ ਥਿਊਰੀ
theory of games,ਖੇਡਾਂ ਦਾ ਸਿਧਾਂਤ
theory of gravitation,ਗਰੈਵੀਟੇਸ਼ਨ ਦਾ ਸਿਧਾਂਤ
theory of information,ਜਾਣਕਾਰੀ ਦਾ ਸਿਧਾਂਤ
theory of replacement (= theory of failure),ਬਦਲਣ ਦਾ ਸਿਧਾਂਤ (= ਅਸਫਲਤਾ ਦਾ ਸਿਧਾਂਤ)
theory of sets,ਸੈੱਟ ਦੀ ਥਿਊਰੀ
theory of waiting lines(= queuing theory),ਉਡੀਕ ਲਾਈਨਾਂ ਦਾ ਸਿਧਾਂਤ (= ਕਤਾਰ ਸਿਧਾਂਤ)
theory of waves,ਲਹਿਰਾਂ ਦਾ ਸਿਧਾਂਤ
Thermodynamic,ਥਰਮੋਡਾਇਨਾਮਿਕ
thread of a screw,ਇੱਕ ਪੇਚ ਦਾ ਧਾਗਾ
three dimensional,ਤਿੰਨ ਅਯਾਮੀ
three dimensional vector analysis,ਤਿੰਨ ਅਯਾਮੀ ਵੈਕਟਰ ਵਿਸ਼ਲੇਸ਼ਣ
three-way classification,ਤਿੰਨ-ਤਰੀਕੇ ਵਰਗੀਕਰਣ
throw,ਸੁੱਟੋ
thrust,ਜ਼ੋਰ
time,ਸਮਾਂ
time axis,ਸਮਾਂ ਧੁਰਾ
time dependence,ਸਮੇਂ ਦੀ ਨਿਰਭਰਤਾ
time-dependent constitutive equation,ਸਮਾਂ-ਨਿਰਭਰ ਸੰਵਿਧਾਨਕ ਸਮੀਕਰਨ
time-dependent process,ਸਮਾਂ-ਨਿਰਭਰ ਪ੍ਰਕਿਰਿਆ
time-independent term,ਸਮਾਂ-ਸੁਤੰਤਰ ਮਿਆਦ
time interval,ਸਮਾਂ ਅੰਤਰਾਲ
time series,ਸਮਾਂ ਲੜੀ
time series analysis,ਸਮਾਂ ਲੜੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
time series data,ਟਾਈਮ ਸੀਰੀਜ਼ ਡਾਟਾ
time sharing system,ਟਾਈਮ ਸ਼ੇਅਰਿੰਗ ਸਿਸਟਮ
tolerance,ਸਹਿਣਸ਼ੀਲਤਾ
tolerance interval,ਸਹਿਣਸ਼ੀਲਤਾ ਅੰਤਰਾਲ
tolerance level,ਸਹਿਣਸ਼ੀਲਤਾ ਦਾ ਪੱਧਰ
tolerance limit,ਸਹਿਣਸ਼ੀਲਤਾ ਸੀਮਾ
topological,ਟੌਪੋਲੋਜੀਕਲ
topological dual,ਟੌਪੋਲੋਜੀਕਲ ਦੋਹਰਾ
topological group,ਟੌਪੋਲੋਜੀਕਲ ਗਰੁੱਪ
topological isomorphism,ਟੌਪੋਲੋਜੀਕਲ ਆਈਸੋਮੋਰਫਿਜ਼ਮ
topological linear space,ਟੌਪੋਲੋਜੀਕਲ ਰੇਖਿਕ ਸਪੇਸ
topologically,ਟੌਪੋਲੋਜੀਕਲ ਤੌਰ &#39;ਤੇ
topological mapping,ਟੌਪੋਲੋਜੀਕਲ ਮੈਪਿੰਗ
topological property,ਟੌਪੋਲੋਜੀਕਲ ਜਾਇਦਾਦ
topological space,ਟੌਪੋਲੋਜੀਕਲ ਸਪੇਸ
topological vector space,ਟੌਪੋਲੋਜੀਕਲ ਵੈਕਟਰ ਸਪੇਸ
topology,ਟੌਪੋਲੋਜੀ
torsion,torsion
torus,ਟੋਰਸ
total,ਕੁੱਲ
total derivative,ਕੁੱਲ ਡੈਰੀਵੇਟਿਵ
total differential,ਕੁੱਲ ਅੰਤਰ
total differential equation,ਕੁੱਲ ਅੰਤਰ ਸਮੀਕਰਨ
total inspection,ਕੁੱਲ ਨਿਰੀਖਣ
totally bounded,ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾਲ ਬੰਨ੍ਹਿਆ ਹੋਇਆ
totally ordered set,ਪੂਰੀ ਤਰ੍ਹਾਂ ਆਰਡਰ ਕੀਤਾ ਸੈੱਟ
total ordering,ਕੁੱਲ ਆਰਡਰਿੰਗ
trace,ਟਰੇਸ
trace of matrix,ਮੈਟ੍ਰਿਕਸ ਦਾ ਟਰੇਸ
tracing,ਟਰੇਸਿੰਗ
trade off function,ਵਪਾਰ ਬੰਦ ਫੰਕਸ਼ਨ
trajectory,ਟ੍ਰੈਜੈਕਟਰੀ
transcendental,ਪਾਰਦਰਸ਼ੀ
transcendental equation,ਪਾਰਦਰਸ਼ੀ ਸਮੀਕਰਨ
transcendental function,ਪਾਰਦਰਸ਼ੀ ਫੰਕਸ਼ਨ
transcendental number,ਪਾਰਦਰਸ਼ੀ ਨੰਬਰ
transfer,ਤਬਾਦਲਾ
transfer function,ਤਬਾਦਲਾ ਫੰਕਸ਼ਨ
transfinite induction,ਪਰਿਵਰਤਨਸ਼ੀਲ ਇੰਡਕਸ਼ਨ
transfinite number,ਪਰਿਵਰਤਨਸ਼ੀਲ ਸੰਖਿਆ
transform,ਬਦਲਣਾ
transformation formula,ਪਰਿਵਰਤਨ ਫਾਰਮੂਲਾ
transformation matrix,ਪਰਿਵਰਤਨ ਮੈਟ੍ਰਿਕਸ
transformation of coordinates,ਕੋਆਰਡੀਨੇਟਸ ਦੀ ਤਬਦੀਲੀ
transformed function,ਬਦਲਿਆ ਫੰਕਸ਼ਨ
transformed matrix,ਪਰਿਵਰਤਿਤ ਮੈਟ੍ਰਿਕਸ
transshipment problem,ਟ੍ਰਾਂਸਸ਼ਿਪਮੈਂਟ ਸਮੱਸਿਆ
transient behaviour,ਅਸਥਾਈ ਵਿਵਹਾਰ
transient solution,ਅਸਥਾਈ ਹੱਲ
transition,ਤਬਦੀਲੀ
transition matrix,ਪਰਿਵਰਤਨ ਮੈਟ੍ਰਿਕਸ
transitive,ਪਰਿਵਰਤਨਸ਼ੀਲ
transitive law,ਪਰਿਵਰਤਨਸ਼ੀਲ ਕਾਨੂੰਨ
transitive relation,ਪਰਿਵਰਤਨਸ਼ੀਲ ਸਬੰਧ
transitivity,ਪਰਿਵਰਤਨਸ਼ੀਲਤਾ
transitivity set,ਪਰਿਵਰਤਨਸ਼ੀਲਤਾ ਸੈੱਟ
translation,ਅਨੁਵਾਦ
transportation cost,ਆਵਾਜਾਈ ਦੀ ਲਾਗਤ
transportation problem,ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ
transportation time,ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ
transport equation,ਆਵਾਜਾਈ ਸਮੀਕਰਨ
transposed matrix,ਟ੍ਰਾਂਸਪੋਜ਼ਡ ਮੈਟ੍ਰਿਕਸ
transpose of a matrix,ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਸੰਚਾਰ
transposition,ਤਬਦੀਲੀ
transversality,ਪਰਿਵਰਤਨਸ਼ੀਲਤਾ
transversality condition,ਪਰਿਵਰਤਨ ਸਥਿਤੀ
transverse,ਟ੍ਰਾਂਸਵਰਸ
transverse motion,ਟ੍ਰਾਂਸਵਰਸ ਮੋਸ਼ਨ
trapezium,ਟ੍ਰੈਪੀਜ਼ੀਅਮ
trapezoid,trapezoid
trapezoidal prism,trapezoidal ਪ੍ਰਿਜ਼ਮ
treatment,ਇਲਾਜ
tree diagram,ਰੁੱਖ ਚਿੱਤਰ
trend,ਰੁਝਾਨ
trend line,ਰੁਝਾਨ ਲਾਈਨ
trend value,ਰੁਝਾਨ ਮੁੱਲ
triadic,ਤਿਕੜੀ
trial,ਮੁਕੱਦਮਾ
trial function,ਟ੍ਰਾਇਲ ਫੰਕਸ਼ਨ
triangle,ਤਿਕੋਣ
triangle inequality,ਤਿਕੋਣ ਅਸਮਾਨਤਾ
triangle of velocity,ਵੇਗ ਦਾ ਤਿਕੋਣ
triangle symbol,ਤਿਕੋਣ ਪ੍ਰਤੀਕ
triangle system,ਤਿਕੋਣ ਸਿਸਟਮ
triangulability,ਤਿਕੋਣੀ ਯੋਗਤਾ
triangular,ਤਿਕੋਣੀ
triangular matrix,ਤਿਕੋਣੀ ਮੈਟ੍ਰਿਕਸ
triangulation,ਤਿਕੋਣ
trichotomy,trichotomy
tridiagonal,ਤਿਕੋਣੀ
trigonometric,ਤਿਕੋਣਮਿਤੀ
trigonometric curve,ਤਿਕੋਣਮਿਤੀ ਵਕਰ
trigonometric equation,ਤਿਕੋਣਮਿਤੀ ਸਮੀਕਰਨ
trigonometric function,ਤਿਕੋਣਮਿਤੀ ਫੰਕਸ਼ਨ
trigonometric identity,ਤਿਕੋਣਮਿਤੀ ਪਛਾਣ
trigonometric series,ਤਿਕੋਣਮਿਤੀ ਲੜੀ
trigonometric solution,ਤਿਕੋਣਮਿਤੀ ਹੱਲ
trigonometric transformation,ਤਿਕੋਣਮਿਤੀ ਪਰਿਵਰਤਨ
trigonometry,ਤਿਕੋਣਮਿਤੀ
triple,ਤਿੰਨ ਗੁਣਾ
triple integration,ਟ੍ਰਿਪਲ ਏਕੀਕਰਣ
triplet,ਤਿੰਨ
trisect,trisect
trisection,ਟ੍ਰਾਈਸੈਕਸ਼ਨ
trisection of an angle,ਇੱਕ ਕੋਣ ਦਾ ਤਿੰਨ ਭਾਗ
trivial form,ਮਾਮੂਲੀ ਰੂਪ
trivial topology,ਮਾਮੂਲੀ ਟੌਪੋਲੋਜੀ
tropic of Cancer,ਕਸਰ ਦਾ ਖੰਡੀ
tropic of Capricorn,ਮਕਰ ਦਾ ਖੰਡੀ
troposphere,troposphere
true mean,ਸੱਚਾ ਮਤਲਬ
true mode,ਸੱਚਾ ਮੋਡ
truncated,ਕੱਟਿਆ
truncated cone,ਕੱਟਿਆ ਹੋਇਆ ਕੋਨ
truncated distribution,ਕੱਟੀ ਹੋਈ ਵੰਡ
truncated frequency distribution,ਕੱਟੀ ਹੋਈ ਬਾਰੰਬਾਰਤਾ ਵੰਡ
truncation,ਕੱਟਣਾ
truncation error,ਕੱਟਣ ਦੀ ਗਲਤੀ
truth,ਸੱਚਾਈ
truth function,ਸੱਚਾਈ ਫੰਕਸ਼ਨ
truth table,ਸੱਚਾਈ ਸਾਰਣੀ
truth value,ਸੱਚ ਦਾ ਮੁੱਲ
t-statistic,t-ਅੰਕੜਾ
t-test,ਟੀ-ਟੈਸਟ
turbulence theory,ਗੜਬੜ ਥਿਊਰੀ
turning point,ਮੋੜ
twist,ਮਰੋੜ
twisted curve,ਮਰੋੜਿਆ ਕਰਵ
two dimensional,ਦੋ ਅਯਾਮੀ
two dimensional continuous distribution,ਦੋ-ਅਯਾਮੀ ਨਿਰੰਤਰ ਵੰਡ
two dimensional vector,ਦੋ-ਅਯਾਮੀ ਵੈਕਟਰ
two fold classification,ਦੋ ਗੁਣਾ ਵਰਗੀਕਰਨ
two parameter family,ਦੋ ਪੈਰਾਮੀਟਰ ਪਰਿਵਾਰ
two person game,ਦੋ ਵਿਅਕਤੀ ਦੀ ਖੇਡ
two phase method,ਦੋ ਪੜਾਅ ਵਿਧੀ
two phase sampling,ਦੋ ਪੜਾਅ ਦਾ ਨਮੂਨਾ
two point boundary condition,ਦੋ ਬਿੰਦੂ ਸੀਮਾ ਸਥਿਤੀ
two sided F-test,ਦੋ ਪਾਸਾ F-ਟੈਸਟ
two sided normal test,ਦੋ ਪਾਸਾ ਆਮ ਟੈਸਟ
two sided X-test,ਦੋ ਪਾਸੇ ਵਾਲਾ X-ਟੈਸਟ
ultimate value,ਅੰਤਮ ਮੁੱਲ
unbiased estimate,ਨਿਰਪੱਖ ਅੰਦਾਜ਼ਾ
unbiased estimate of population variance,ਆਬਾਦੀ ਦੇ ਅੰਤਰ ਦਾ ਨਿਰਪੱਖ ਅੰਦਾਜ਼ਾ
unbiased linear estimate,ਨਿਰਪੱਖ ਰੇਖਿਕ ਅਨੁਮਾਨ
unbiased point estimate,ਨਿਰਪੱਖ ਬਿੰਦੂ ਅਨੁਮਾਨ
unbiased test,ਨਿਰਪੱਖ ਟੈਸਟ
unbounded region,ਬੇਅੰਤ ਖੇਤਰ
unbounded set,ਬੇਅੰਤ ਸੈੱਟ
unbounded solution,ਬੇਅੰਤ ਹੱਲ
uncertainity principle,ਅਨਿਸ਼ਚਿਤਤਾ ਦੇ ਸਿਧਾਂਤ
unconditional probability,ਬਿਨਾਂ ਸ਼ਰਤ ਸੰਭਾਵਨਾ
unconstrained relative maximum,ਬੇਰੋਕ ਰਿਸ਼ਤੇਦਾਰ ਅਧਿਕਤਮ
uncountable,ਅਣਗਿਣਤ
uncountable subset,ਅਣਗਿਣਤ ਉਪ ਸਮੂਹ
undetermined,ਅਨਿਸ਼ਚਿਤ
undetermined coefficient,ਅਨਿਸ਼ਚਿਤ ਗੁਣਾਂਕ
unequal,ਅਸਮਾਨ
ungrouped,ਅਣਗਰੁੱਪ
ungrouped data,ਗੈਰ-ਗਰੁੱਪ ਡਾਟਾ
uniform,ਵਰਦੀ
uniform acceleration,ਇਕਸਾਰ ਪ੍ਰਵੇਗ
uniform boundedness,ਇਕਸਾਰ ਸੀਮਾ
uniform convergence,ਯੂਨੀਫਾਰਮ ਕਨਵਰਜੈਂਸ
uniform convexity,ਇਕਸਾਰ convexity
uniform density,ਇਕਸਾਰ ਘਣਤਾ
uniform distribution,ਇਕਸਾਰ ਵੰਡ
uniform gravitational field,ਇਕਸਾਰ ਗਰੈਵੀਟੇਸ਼ਨਲ ਫੀਲਡ
uniformity,ਇਕਸਾਰਤਾ
uniformly best,ਇਕਸਾਰ ਵਧੀਆ
uniformly continuous extension,ਇਕਸਾਰ ਨਿਰੰਤਰ ਵਿਸਤਾਰ
uniformly convergent,ਇਕਸਾਰ ਰੂਪ ਵਿਚ ਇਕਸਾਰ
uniformly most powerful test,ਇਕਸਾਰ ਸਭ ਤੋਂ ਸ਼ਕਤੀਸ਼ਾਲੀ ਟੈਸਟ
uniform motion,ਇਕਸਾਰ ਮੋਸ਼ਨ
uniform probability distribution,ਇਕਸਾਰ ਸੰਭਾਵਨਾ ਵੰਡ
uniform speed,ਇਕਸਾਰ ਗਤੀ
uniform topology,ਯੂਨੀਫਾਰਮ ਟੌਪੋਲੋਜੀ
unimodal,ਇਕਸਾਰ
unimodular,unimodular
unimodular matrix,ਯੂਨੀਮੋਡਿਊਲਰ ਮੈਟਰਿਕਸ
unimodular property,ਇਕਸਾਰ ਸੰਪਤੀ
union,ਯੂਨੀਅਨ
union of family of subsets,ਉਪ ਸਮੂਹਾਂ ਦੇ ਪਰਿਵਾਰ ਦਾ ਸੰਘ
union of sets,ਸੈੱਟ ਦੀ ਯੂਨੀਅਨ
unique factorization domain,ਵਿਲੱਖਣ ਫੈਕਟਰਾਈਜ਼ੇਸ਼ਨ ਡੋਮੇਨ
unique factorization theorem,ਵਿਲੱਖਣ ਫੈਕਟਰਾਈਜ਼ੇਸ਼ਨ ਥਿਊਰਮ
uniquely defined(=uniquely determined),ਵਿਲੱਖਣ ਤੌਰ &#39;ਤੇ ਪਰਿਭਾਸ਼ਿਤ (= ਵਿਲੱਖਣ ਤੌਰ &#39;ਤੇ ਨਿਰਧਾਰਤ)
uniqueness,ਵਿਲੱਖਣਤਾ
uniqueness of the solution,ਹੱਲ ਦੀ ਵਿਲੱਖਣਤਾ
uniqueness problem,ਵਿਲੱਖਣਤਾ ਸਮੱਸਿਆ
uniqueness theorem,ਵਿਲੱਖਣਤਾ ਸਿਧਾਂਤ
unique solution,ਵਿਲੱਖਣ ਹੱਲ
unique vector,ਵਿਲੱਖਣ ਵੈਕਟਰ
unit,ਯੂਨਿਟ
unitary,ਇਕਸਾਰ
unitary group,ਇਕਸਾਰ ਸਮੂਹ
unitary matrix,ਯੂਨਿਟੀ ਮੈਟ੍ਰਿਕਸ
unitary method,ਇਕਸਾਰ ਢੰਗ
unit ball,ਯੂਨਿਟ ਬਾਲ
unit cell,ਯੂਨਿਟ ਸੈੱਲ
unit circle,ਯੂਨਿਟ ਚੱਕਰ
unit element,ਯੂਨਿਟ ਤੱਤ
unit function,ਯੂਨਿਟ ਫੰਕਸ਼ਨ
unit mass,ਯੂਨਿਟ ਪੁੰਜ
unit matrix,ਯੂਨਿਟ ਮੈਟ੍ਰਿਕਸ
unit normal variate(=standard normal variate),ਯੂਨਿਟ ਸਧਾਰਣ ਵੇਰੀਏਟ (=ਮਿਆਰੀ ਆਮ ਵੇਰੀਏਟ)
unit sphere,ਯੂਨਿਟ ਗੋਲਾ
unit step function,ਯੂਨਿਟ ਸਟੈਪ ਫੰਕਸ਼ਨ
unit vector,ਯੂਨਿਟ ਵੈਕਟਰ
unit volume,ਯੂਨਿਟ ਵਾਲੀਅਮ
unity,ਏਕਤਾ
unity element(=identity element =unit element),ਏਕਤਾ ਤੱਤ (= ਪਛਾਣ ਤੱਤ = ਇਕਾਈ ਤੱਤ)
univariate,ਇਕਸਾਰ
univariate normal distribution,ਇਕਸਾਰ ਆਮ ਵੰਡ
universal,ਯੂਨੀਵਰਸਲ
universal constant,ਯੂਨੀਵਰਸਲ ਸਥਿਰ
universal gravitation,ਯੂਨੀਵਰਸਲ ਗਰੈਵੀਟੇਸ਼ਨ
universal set,ਯੂਨੀਵਰਸਲ ਸੈੱਟ
universe,ਬ੍ਰਹਿਮੰਡ
unknown,ਅਗਿਆਤ
unknown quantity,ਅਣਜਾਣ ਮਾਤਰਾ
unlike,ਉਲਟ
unlike terms,ਸ਼ਰਤਾਂ ਦੇ ਉਲਟ
unlimited,ਅਸੀਮਤ
unstable,ਅਸਥਿਰ
unsymmetrical,ਗੈਰ-ਸਮਰੂਪ
unsymmetric dual problem,ਅਸਮਿਤ ਦੋਹਰੀ ਸਮੱਸਿਆ
upper bar,ਉਪਰਲੀ ਪੱਟੀ
upper bound,ਉਪਰਲੀ ਸੀਮਾ
upper derivative,ਉਪਰਲਾ ਡੈਰੀਵੇਟਿਵ
upper integral,ਉਪਰਲਾ ਅਟੁੱਟ
upper limit of integration,ਏਕੀਕਰਨ ਦੀ ਉਪਰਲੀ ਸੀਮਾ
upper quartile,ਉਪਰਲਾ ਚੌਥਾਈ
upper Rieman integral,ਅੱਪਰ ਰੀਮੈਨ ਅਟੁੱਟ
upper semicontinuity,ਉਪਰਲੀ ਅਰਧ ਨਿਰੰਤਰਤਾ
upper sum,ਉਪਰਲੀ ਰਕਮ
upper triangle matrices,ਉੱਪਰੀ ਤਿਕੋਣ ਮੈਟ੍ਰਿਕਸ
upward acceleration,ਉੱਪਰ ਵੱਲ ਪ੍ਰਵੇਗ
upward motion,ਉੱਪਰ ਵੱਲ ਮੋਸ਼ਨ
Urysohn's lemma,ਯੂਰੀਸੋਹਨ ਦਾ ਲੇਮਾ
U-shaped curve,U-ਆਕਾਰ ਵਾਲਾ ਵਕਰ
usual metric,ਆਮ ਮਾਪਕ
usual topology,ਆਮ ਟੌਪੋਲੋਜੀ
utility,ਉਪਯੋਗਤਾ
utility function,ਉਪਯੋਗਤਾ ਫੰਕਸ਼ਨ
utility maximization,ਉਪਯੋਗਤਾ ਅਧਿਕਤਮੀਕਰਨ
uv-method,uv- ਵਿਧੀ
vacuous set,ਖਾਲੀ ਸੈੱਟ
validity,ਵੈਧਤਾ
validity of test,ਟੈਸਟ ਦੀ ਵੈਧਤਾ
value,ਮੁੱਲ
value function,ਮੁੱਲ ਫੰਕਸ਼ਨ
value of a game,ਇੱਕ ਖੇਡ ਦਾ ਮੁੱਲ
variable,ਵੇਰੀਏਬਲ
variable field,ਵੇਰੀਏਬਲ ਖੇਤਰ
variable of integration,ਏਕੀਕਰਣ ਦਾ ਵੇਰੀਏਬਲ
variable parameter,ਵੇਰੀਏਬਲ ਪੈਰਾਮੀਟਰ
variance,ਪਰਿਵਰਤਨ
variance-covariance matrix,variance-covariance ਮੈਟ੍ਰਿਕਸ
variance estimate,ਪਰਿਵਰਤਨ ਅਨੁਮਾਨ
variance matrix,ਪਰਿਵਰਤਨ ਮੈਟ੍ਰਿਕਸ
variate,ਪਰਿਵਰਤਨ
variation of parameter,ਪੈਰਾਮੀਟਰ ਦੀ ਪਰਿਵਰਤਨ
vary directly as,ਸਿੱਧੇ ਤੌਰ &#39;ਤੇ ਵੱਖੋ-ਵੱਖਰੇ ਹੁੰਦੇ ਹਨ
vary indirectly as,ਅਸਿੱਧੇ ਤੌਰ &#39;ਤੇ ਵੱਖੋ-ਵੱਖਰੇ ਹੁੰਦੇ ਹਨ
varying,ਵੱਖ-ਵੱਖ
vector,ਵੈਕਟਰ
vector addition,ਵੈਕਟਰ ਜੋੜ
vector algebra,ਵੈਕਟਰ ਅਲਜਬਰਾ
vector analysis,ਵੈਕਟਰ ਵਿਸ਼ਲੇਸ਼ਣ
vector calculus,ਵੈਕਟਰ ਕੈਲਕੂਲਸ
vector component,ਵੈਕਟਰ ਕੰਪੋਨੈਂਟ
vector composition,ਵੈਕਟਰ ਰਚਨਾ
vector derivative,ਵੈਕਟਰ ਡੈਰੀਵੇਟਿਵ
vector diagram,ਵੈਕਟਰ ਚਿੱਤਰ
vector field,ਵੈਕਟਰ ਖੇਤਰ
vector function,ਵੈਕਟਰ ਫੰਕਸ਼ਨ
vector integration,ਵੈਕਟਰ ਏਕੀਕਰਣ
vector multiplication,ਵੈਕਟਰ ਗੁਣਾ
vector operator,ਵੈਕਟਰ ਆਪਰੇਟਰ
vector space,ਵੈਕਟਰ ਸਪੇਸ
vector sum,ਵੈਕਟਰ ਜੋੜ
vector to enter basis,ਆਧਾਰ ਦਰਜ ਕਰਨ ਲਈ ਵੈਕਟਰ
vector to leave basis,ਆਧਾਰ ਛੱਡਣ ਲਈ ਵੈਕਟਰ
vector triangle,ਵੈਕਟਰ ਤਿਕੋਣ
vector valued form,ਵੈਕਟਰ ਮੁੱਲ ਵਾਲਾ ਫਾਰਮ
velocity,ਗਤੀ
velocity component,ਵੇਗ ਕੰਪੋਨੈਂਟ
velocity constant,ਗਤੀ ਸਥਿਰ
velocity curve,ਵੇਗ ਵਕਰ
velocity equation,ਵੇਗ ਸਮੀਕਰਨ
velocity profile,ਵੇਗ ਪ੍ਰੋਫ਼ਾਈਲ
velocity vector,ਵੇਗ ਵੈਕਟਰ
Venn diagram,ਵੇਨ ਚਿੱਤਰ
verifiable,ਪ੍ਰਮਾਣਿਤ
Vernier callipers,ਵਰਨੀਅਰ ਕੈਲੀਪਰ
vertex,ਸਿਖਰ
vertical angle,ਲੰਬਕਾਰੀ ਕੋਣ
vertical axis,ਲੰਬਕਾਰੀ ਧੁਰਾ
vertically opposite angles,ਖੜ੍ਹਵੇਂ ਤੌਰ &#39;ਤੇ ਉਲਟ ਕੋਣ
very close encounter,ਬਹੁਤ ਨਜ਼ਦੀਕੀ ਮੁਲਾਕਾਤ
very slow motion,ਬਹੁਤ ਹੌਲੀ ਗਤੀ
vibration,ਵਾਈਬ੍ਰੇਸ਼ਨ
vicinity,ਆਸ ਪਾਸ
virtual,ਵਰਚੁਅਲ
virtual displacement,ਵਰਚੁਅਲ ਵਿਸਥਾਪਨ
virtual velocity,ਵਰਚੁਅਲ ਵੇਗ
virtual work,ਵਰਚੁਅਲ ਕੰਮ
viscosity,ਲੇਸ
visual display,ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ
visual display unit,ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇ ਯੂਨਿਟ
vital statistics,ਮਹੱਤਵਪੂਰਨ ਅੰਕੜੇ
void,ਬੇਕਾਰ
void intersection,ਖਾਲੀ ਇੰਟਰਸੈਕਸ਼ਨ
