Punjabi,Odiya
ਨਿਰੀਖਣ ਕੀਤੀ ਸਿਖਲਾਈ,ତଦାରଖ ଶିକ୍ଷଣ |
ਸਹਾਇਤਾ ਚਿੱਪ,ସମର୍ଥନ ଚିପ୍ |
ਸਰਫ,ସର୍ଫ୍ |
ਸਰਫਿੰਗ,ସର୍ଫିଂ
ਸਵੈਪ,ସ୍ ap ାପ୍
ਵਿੱਚ ਸਵੈਪ,ଅଦଳବଦଳ କରନ୍ତୁ |
ਸਵੈਪ ਬਾਹਰ,ଅଦଳବଦଳ କରନ୍ତୁ |
ਸਵੈਪਿੰਗ,ଅଦଳବଦଳ
ਬਦਲਿਆ ਨੈੱਟਵਰਕ,ସୁଇଚ୍ ନେଟୱାର୍କ |
ਬਦਲੀ ਜਾ ਰਹੀ ਹੈ,ସୁଇଚ୍
ਸਵਿਚਿੰਗ ਥਿਊਰੀ,ସୁଇଚ୍ ସିଦ୍ଧାନ୍ତ |
ਪ੍ਰਤੀਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ସାଙ୍କେତିକ ପ୍ରୋଗ୍ରାମିଂ |
ਸਮਕਾਲੀਕਰਨ,ସିଙ୍କ୍ରୋନାଇଜେସନ୍
ਸਿੰਕ੍ਰੋਨਾਈਜ਼ਰ,ସିଙ୍କ୍ରୋନାଇଜର
ਸਮਕਾਲੀ,ସମକାଳୀନ |
ਸਮਕਾਲੀ ਡਿਜੀਟਲ ਲੜੀ (SDH),ସିଙ୍କ୍ରୋନସ୍ ଡିଜିଟାଲ୍ ହାଇରାର୍କି (SDH)
ਸੰਟੈਕਸ ਵਿਸ਼ਲੇਸ਼ਣ,ବାକ୍ୟବିନ୍ୟାସ ବିଶ୍ଳେଷଣ |
ਸਿਸਟਮ ਵਿਸ਼ਲੇਸ਼ਣ,ସିଷ୍ଟମ୍ ବିଶ୍ଳେଷଣ |
ਸਿਸਟਮ ਇੰਜੀਨੀਅਰਿੰਗ,ସିଷ୍ଟମ୍ ଇଞ୍ଜିନିୟରିଂ
ਸਿਸਟਮ ਹੈਕਰ,ସିଷ୍ଟମ୍ ହ୍ୟାକର୍ |
ਸਿਸਟਮ ਇੰਟੀਗਰੇਟਰ,ସିଷ୍ଟମ୍ ଇଣ୍ଟିଗ୍ରେଟର
ਸਿਸਟਮ ਲਾਗ,ସିଷ୍ଟମ୍ ଲଗ୍ |
ਸਿਸਟਮ ਮਾਸਕ,ସିଷ୍ଟମ୍ ମାସ୍କ |
ਸਿਸਟਮ ਨੈੱਟਵਰਕ ਆਰਕੀਟੈਕਚਰ (SNA),ସିଷ୍ଟମ୍ ନେଟୱାର୍କ ସ୍ଥାପତ୍ୟ (SNA)
ਸਿਸਟਮ ਪ੍ਰੋਗਰਾਮਰ,ସିଷ୍ଟମ୍ ପ୍ରୋଗ୍ରାମର୍ |
ਸਿਸਟਮ ਨੂੰ ਮੁੜ ਚਾਲੂ ਕਰੋ,ସିଷ୍ଟମ୍ ପୁନ rest ଆରମ୍ଭ କରନ୍ତୁ |
ਸਿਸਟਮ ਬੰਦ,ସିଷ୍ଟମ୍ ବନ୍ଦ |
ਸਿਸਟਮ ਟੈਸਟਿੰਗ,ସିଷ୍ଟମ୍ ପରୀକ୍ଷା
ਸਿਸਟਮ ਸਹੂਲਤ,ସିଷ୍ଟମ୍ ଉପଯୋଗୀତା |
ਯੋਜਨਾਬੱਧ ਕੋਡ,ବ୍ୟବସ୍ଥିତ କୋଡ୍ |
ਟੈਬ ਕਮਾਂਡ,ଟ୍ୟାବ୍ କମାଣ୍ଡ୍ |
ਟੇਬਲ,ସାରଣୀ
ਸਾਰਣੀ ਉੱਪਰ ਦੇਖੋ,ଟେବୁଲ୍ ଦେଖ |
ਟੇਬਲ ਸਪੇਸ,ଟେବୁଲ୍ ସ୍ପେସ୍ |
ਟੈਬਲੇਟ,ଟାବଲେଟ୍ |
ਸਾਰਣੀਬੱਧ ਐਰੇ,ଟାବୁଲାର୍ ଆରେ |
ਟੇਬਲਿੰਗ ਫੰਕਸ਼ਨ,ଟ୍ୟାବୁଲିଂ ଫଙ୍କସନ୍
ਟੈਗ ਕੀਤਾ ਆਰਕੀਟੈਕਚਰ,ଟ୍ୟାଗ୍ ହୋଇଥିବା ସ୍ଥାପତ୍ୟ |
ਟੈਗਡ ਚਿੱਤਰ ਫਾਈਲ ਫਾਰਮੈਟ (TIFF),ଟ୍ୟାଗ୍ ହୋଇଥିବା ପ୍ରତିଛବି ଫାଇଲ୍ ଫର୍ମାଟ୍ (TIFF)
ਟੈਂਡਮ ਸਿਸਟਮ,ଟାଣ୍ଡମ୍ ସିଷ୍ଟମ୍ |
ਟੇਪ ਦੀ ਘਣਤਾ,ଟେପ୍ ସାନ୍ଧ୍ରତା |
ਟੇਪ ਮਾਸਕ,ଟେପ୍ ମାସ୍କ |
tar ਫਾਈਲ,ଟାର୍ ଫାଇଲ୍ |
ਟਾਸਕ,କାର୍ଯ୍ୟ
ਟਾਸਕ ਬਾਰ,ଟାସ୍କ ବାର୍ |
ਕਾਰਜ ਅਨੁਸੂਚੀ,କାର୍ଯ୍ୟ ନିର୍ଧାରକ |
TCP/IP (ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ/ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ),TCP / IP (ଟ୍ରାନ୍ସମିସନ୍ କଣ୍ଟ୍ରୋଲ୍ ପ୍ରୋଟୋକଲ୍ / ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍)
ਤੋੜਨ ਦੀ ਕਾਰਵਾਈ,ଲୁହବୁହା ଅପରେସନ୍ |
ਟੈਲੀਕਾਮ,ଟେଲିକମ୍ |
ਦੂਰਸੰਚਾਰ,ଟେଲି ଯୋଗାଯୋଗ |
ਟੈਲੀਕਾਨਫਰੰਸ,ଟେଲି କନଫରେନ୍ସ |
ਟੈਲੀਕਾਨਫਰੈਂਸਿੰਗ,ଟେଲି କନଫରେନ୍ସିଂ |
ਟੈਲੀਗ੍ਰਾਫੀ,ଟେଲିଗ୍ରାଫି |
ਟੈਲੀਮੈਟਰੀ,ଟେଲିମେଟ୍ରି |
ਟੈਲੀਫ਼ੋਨ,ଟେଲିଫୋନ୍
ਟੈਲੀਫੋਨੀ,ଟେଲିଫୋନି
ਟੈਲੀਪ੍ਰਿੰਟਰ,ଟେଲିପ୍ରିଣ୍ଟର୍
ਟੈਲੀਪ੍ਰੋਸੈਸਿੰਗ,ଟେଲି ପ୍ରୋସେସିଂ |
ਟੈਲੀਵਿਜ਼ਨ,ଟେଲିଭିଜନ
ਟੇਲੈਕਸ,ଟେଲକ୍ସ |
ਟੈਲਨੈੱਟ,ଟେଲନେଟ୍ |
ਤਾਪਮਾਨ,ତାପମାତ୍ରା
ਟੈਂਪਲੇਟ,ଟେମ୍ପଲେଟ୍ |
ਦਸ ਦਾ ਪੂਰਕ,ଦଶର ସଂପନ୍ନ |
tera ਬਾਈਟ,ଟେରା ବାଇଟ୍ |
ਤੇਰਾ ਫਲਾਪ,ଟେରା ଫ୍ଲପ୍ |
ਟਰਮੀਨਲ ਕਰਸਰ,ଟର୍ମିନାଲ୍ କର୍ସର୍ |
ਟਰਮੀਨਲ ਨੋਡ,ଟର୍ମିନାଲ୍ ନୋଡ୍
ਟਰਮੀਨਲ ਵਿੰਡੋ,ଟର୍ମିନାଲ୍ ୱିଣ୍ଡୋ |
ਸਮਾਪਤੀ,ସମାପ୍ତି
ਟਰਨਰੀ,ଟେର୍ନାରୀ |
ਤ੍ਰਿਏਕ ਓਪਰੇਸ਼ਨ,ଟର୍ନାରୀ ଅପରେସନ୍
ਟੈਸਟ,ପରୀକ୍ଷା
ਟੈਸਟ ਕਵਰੇਜ,ପରୀକ୍ଷା କଭରେଜ୍ |
ਟੈਸਟ ਰਨ,ପରୀକ୍ଷା ରନ୍
ਟੈਸਟ-ਡਾਟਾ,ପରୀକ୍ଷା-ତଥ୍ୟ |
ਟੈਕਸਟ,ପାଠ
ਟੈਕਸਟ ਬਾਕਸ,ଟେକ୍ସଟ୍ ବକ୍ସ
ਟੈਕਸਟ ਕਰਸਰ,ପାଠ୍ୟ କର୍ସର୍ |
ਟੈਕਸਟ ਐਡੀਟਰ,ପାଠ୍ୟ ସମ୍ପାଦକ |
ਟੈਕਸਟ ਫਾਈਲ,ଟେକ୍ସଟ୍ ଫାଇଲ୍ |
ਟੈਕਸਟ ਮੋਡ,ପାଠ୍ୟ ମୋଡ୍
ਟੈਕਸਟ ਪ੍ਰੋਸੈਸਿੰਗ,ପାଠ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ਟੈਕਸਟ ਟੂ ਸਪੀਚ (TTS),ଭାଷଣକୁ ପାଠ (TTS)
ਟੈਕਸਟ ਮੈਪਿੰਗ,ଟେକ୍ସଚର୍ ମ୍ୟାପିଙ୍ଗ୍ |
ਟੀ-ਫਲਿਪ-ਫਲਾਪ,ଟି-ଫ୍ଲିପ୍-ଫ୍ଲପ୍ |
ਥਰਮਲ ਪ੍ਰਿੰਟਰ,ଥର୍ମାଲ୍ ପ୍ରିଣ୍ଟର୍ |
ਪਤਲੀ ਫਿਲਮ ਮੈਮੋਰੀ,ପତଳା ଚଳଚ୍ଚିତ୍ର ସ୍ମୃତି
ਪਤਲੀ ਫਿਲਮ ਟਰਾਂਜ਼ਿਸਟਰ,ପତଳା ଚଳଚ୍ଚିତ୍ର ଟ୍ରାନଜିଷ୍ଟର |
ਥਰੈਸ਼ਿੰਗ,ଥ୍ରାସ କରିବା |
ਥਰਿੱਡ,ଥ୍ରେଡ୍
ਥਰਿੱਡਿੰਗ,ଥ୍ରେଡିଂ
ਤੀਹਰੀ ਨੈੱਟਵਰਕ,ଥ୍ରୀଟିଅର୍ ନେଟୱାର୍କ |
ਥ੍ਰੂਪੁੱਟ,ଥ୍ରୋପପୁଟ
ਸਮੇਂ ਦੀ ਗੁੰਝਲਤਾ,ସମୟ ଜଟିଳତା |
ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ਟੀਡੀਐਮ),ସମୟ ବିଭାଜନ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (TDM)
ਸਮਾ ਸੀਮਾ,ସମୟ ସୀମା
ਸਮਾ ਸੀਮਾ,ସମୟ ସୀମା
ਟਾਈਮ ਮਸ਼ੀਨ,ସମୟ ମେସିନ୍ |
ਸਮਾਂ ਖ਼ਤਮ,ସମୟ ଶେଷ
ਸਮੇਂ ਦੀ ਮਾਤਰਾ,ସମୟ ପରିମାଣ
ਸਮਾਂ ਲੜੀ,ସମୟ କ୍ରମ |
ਸਮਾਂ ਸਾਂਝਾ ਕਰਨਾ,ସମୟ ବାଣ୍ଟିବା |
ਟਾਈਮ ਸ਼ੇਅਰਿੰਗ ਸਿਸਟਮ,ସମୟ ବଣ୍ଟନ ପ୍ରଣାଳୀ |
ਟਾਈਮ ਸਟੈਂਪ,ଟାଇମ୍ ଷ୍ଟାମ୍ପ୍ |
ਸਮਾਂ ਚਿੱਤਰ,ସମୟ ଚିତ୍ର
ਰੰਗਤ,ଟିଣ୍ଟ୍ |
ਟੌਗਲ ਕਰੋ,ଟୋଗଲ୍ କରନ୍ତୁ |
ਟੌਗਲ ਕਰਨ ਦੀ ਗਤੀ,ଟୋଗଲ୍ ଗତି
ਟੋਕਨ,ଟୋକେନ୍ |
ਟੋਕਨ ਬੱਸ,ଟୋକେନ୍ ବସ୍ |
ਟੋਕਨ ਬੱਸ,ଟୋକେନ୍ ବସ୍ |
ਟੋਕਨ ਬੱਸ ਨੈੱਟਵਰਕ,ଟୋକେନ୍ ବସ୍ ନେଟୱାର୍କ |
ਟੋਕਨ ਰਿੰਗ,ଟୋକନ୍ ରିଙ୍ଗ୍ |
ਟੋਕਨ ਗੱਲਬਾਤ,ଟୋକନ୍ କଥାବାର୍ତ୍ତା |
ਟੂਲ,ସାଧନ
ਹੇਠੋ ਉੱਤੇ,ଉପର ତଳ
ਉੱਪਰ ਤੋਂ ਹੇਠਾਂ ਡਿਜ਼ਾਈਨ,ଟପ୍ ଡାଉନ୍ ଡିଜାଇନ୍ |
ਉੱਪਰ ਹੇਠਾਂ ਪਾਰਸਿੰਗ,ଉପର ତଳ ପାର୍ସିଙ୍ଗ୍ |
ਟੌਪੋਲੋਜੀ,ଟପୋଲୋଜି |
ਟੱਚ ਪੈਡ,ଟଚ୍ ପ୍ୟାଡ୍ |
ਟਚ ਸਕਰੀਨ,ଟଚ୍ ସ୍କ୍ରିନ୍
ਟਰੇਸ,ଟ୍ରେସ
ਟਰੇਸਿੰਗ,ଅନୁସନ୍ଧାନ
ਟਰੈਕ,ଟ୍ରାକ୍ କରନ୍ତୁ |
ਟਰੈਕ ਡਿਸਕ,ଡିସ୍କ ଟ୍ରାକ୍ କରନ୍ତୁ |
ਟਰੈਕ ਟੇਪ,ଟ୍ରାକ୍ ଟେପ୍ |
ਟਰੈਕਿੰਗ,ଟ୍ରାକିଂ
ਟ੍ਰੇਲਰ,ଟ୍ରେଲର
ਟ੍ਰੈਜੈਕਟਰੀ,ବ ject ଶିଷ୍ଟ୍ୟ
ਲੈਣ-ਦੇਣ,କାରବାର
ਲੈਣ-ਦੇਣ ਫਾਈਲ,କାରବାର ଫାଇଲ
ਲੈਣ-ਦੇਣ ਦਾ ਲਾਗ,କାରବାର ଲଗ୍
ਪ੍ਰਤੀਲਿਪੀ,ଟ୍ରାନ୍ସକ୍ରିପସନ୍ କରନ୍ତୁ |
ਟ੍ਰਾਂਸਡਿਊਸਰ,ଟ୍ରାନ୍ସଡ୍ୟୁସର
ਤਬਾਦਲਾ ਦਰ,ସ୍ଥାନାନ୍ତର ହାର
ਟ੍ਰਾਂਸਫਰ ਦਾ ਸਮਾਂ,ସ୍ଥାନାନ୍ତର ସମୟ
ਪਰਿਵਰਤਨ,ପରିବର୍ତ୍ତନ
ਅਸਥਾਈ ਗਲਤੀ,କ୍ଷଣସ୍ଥାୟୀ ତ୍ରୁଟି |
ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ,ଗମନାଗମନ ସମୟ |
ਤਬਦੀਲੀ,ସ୍ଥାନାନ୍ତରଣ
ਪਰਿਵਰਤਨਸ਼ੀਲ,ଗତିଶୀଳ
ਪਰਿਵਰਤਨਸ਼ੀਲਤਾ,ଗମନାଗମନ
ਅਨੁਵਾਦ,ଅନୁବାଦ
ਸੰਚਾਰ,ପ୍ରସାରଣ
ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ (TCP),ଟ୍ରାନ୍ସମିସନ୍ କଣ୍ଟ୍ରୋଲ୍ ପ୍ରୋଟୋକଲ୍ (TCP)
ਸੰਚਾਰ ਲਾਈਨ,ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |
ਟ੍ਰਾਂਸਮੀਟਰ,ଟ୍ରାନ୍ସମିଟର
ਪਾਰਦਰਸ਼ਤਾ,ସ୍ୱଚ୍ଛତା
ਟ੍ਰਾਂਸਪੌਂਡਰ,ଟ୍ରାନ୍ସପଣ୍ଡର |
ਆਵਾਜਾਈ,ପରିବହନ
ਤਬਦੀਲੀ,ସ୍ଥାନାନ୍ତରଣ
ਟ੍ਰਾਂਸਪਿਊਟਰ,ଟ୍ରାନ୍ସପ୍ୟୁଟର
ਟ੍ਰਾਂਸਰੀਵਰ,ଟ୍ରାନ୍ସସିଭର୍ |
ਫਸਾਉਣਾ,ଟ୍ରାପିଙ୍ଗ୍ |
ਟ੍ਰੈਵਰਸ,ଟ୍ରାଭର୍
ਰੁੱਖ (ਟਰੈਵਰਸਲ),ଗଛ (ଟ୍ରାଭର୍ସାଲ୍)
ਰੁੱਖ ਨੈੱਟਵਰਕ,ବୃକ୍ଷ ନେଟୱାର୍କ |
ਸਹਾਇਕ ਨਦੀ ਸਰਕਟ,ଉପନଦୀ ସର୍କିଟ |
ਮਾਮੂਲੀ ਗ੍ਰਾਫ਼,ତ୍ରୁଟି ଗ୍ରାଫ୍
ਸਮੱਸਿਆ ਸ਼ੂਟ,ଅସୁବିଧା ସୁଟ୍
ਕੱਟੋ,କାଟିବା |
ਸੱਚਾਈ ਸਾਰਣੀ,ସତ୍ୟ ସାରଣୀ
ਟਿਊਨਰ,ଟ୍ୟୁନର୍ |
ਟਨਲਿੰਗ,ଟନେଲିଂ
ਟਨਿੰਗ,ଚାଲୁଛି |
ਟੂਪਲ,ଟୁପଲ୍ |
ਟਰਬੋ ਪਾਸਕਲ,ଟର୍ବୋ ପାସ୍କାଲ୍ |
ਟਿਊਰਿੰਗ ਮਸ਼ੀਨ,ଟୁରିଂ ମେସିନ୍ |
ਵਾਰ ਵਾਰੀ,ଜୋରରେ ସମୟ ବୁଲାନ୍ତୁ |
ਦਸਤਾਵੇਜ਼ ਨੂੰ ਮੋੜੋ,ଡକ୍ୟୁମେଣ୍ଟ୍ ବୁଲାନ୍ତୁ |
ਤਬਦੀਲੀ ਕ੍ਰਮ,ଟର୍ନାରାଉଣ୍ଡ କ୍ରମ |
ਜੁੜਵਾਂ ਕੇਬਲ,ଯାଆଁଳା କେବୁଲ୍ |
ਮਰੋੜਿਆ ਜੋੜਾ,ମୋଡ଼ାଯାଇଥିବା ଯୋଡି |
ਦੋ ਭਾਗ ਅਸੈਂਬਲਰ,ଦୁଇଟି ଅଂଶ ଏକତ୍ରକାରୀ |
ਦੋ ਦੇ ਪੂਰਕ,ଦୁଇଟିର ସଂପନ୍ନ |
ਕਿਸਮ,ଟାଇପ୍ କରନ୍ତୁ |
ਚਿਹਰਾ ਟਾਈਪ ਕਰੋ,ଚେହେରା ଟାଇପ୍ କରନ୍ତୁ |
ਸਿਰ ਦੀ ਕਿਸਮ,ମୁଣ୍ଡ ଟାଇପ୍ କରନ୍ତୁ |
ਕਿਸਮ ਦਾ ਚੱਕਰ,ଚକ ଟାଇପ୍ କରନ୍ତୁ |
ਟਾਈਪਿੰਗ,ଟାଇପିଂ
ਅਨ ਇੰਟਰਪਟੇਬਲ ਪਾਵਰ ਸੋਰਸ (UPS),un interruptable power source (UPS)
unary ਕਾਰਵਾਈ,unary ଅପରେସନ୍ |
unary ਕਾਰਵਾਈ,unary ଅପରେସନ୍ |
unary ਆਪਰੇਟਰ,unary ଅପରେଟର୍ |
ਅਨਿਸ਼ਚਿਤਤਾ,ଅନିଶ୍ଚିତତା |
ਬਿਨਾਂ ਸ਼ਰਤ ਬਿਆਨ,ସର୍ତ୍ତମୂଳକ ବିବୃତ୍ତି |
ਅਣਗਿਣਤ,ଅଗଣିତ
ਬੇਨਕਾਬ,ଖୋଲନ୍ତୁ |
ਨਿਰਣਾਇਕ,ଅଜ୍ଞାତ
ਪਰਿਭਾਸ਼ਿਤ,ଅଜ୍ଞାତ |
ਪਰਿਭਾਸ਼ਿਤ ਰਿਕਾਰਡ,ଅଜ୍ଞାତ ରେକର୍ଡ |
ਅਣਡਿਲੀਟ ਕਰੋ,ବିଲୋପ କରନ୍ତୁ |
ਅੰਡਰਸਕੋਰ,ଅଣ୍ଡରସ୍କୋର |
ਨਿਰਦੇਸਿਤ,ନିର୍ଦ୍ଦେଶିତ
ਨਿਰਦੇਸ਼ਿਤ ਗ੍ਰਾਫ਼,ନିର୍ଦ୍ଦେଶିତ ଗ୍ରାଫ୍ |
ਦਿਸ਼ਾਹੀਣ ਸੇਵਾ ਸਮਾਂ,ଅନିର୍ଦ୍ଦିଷ୍ଟ ସେବା ସମୟ |
ਵਾਪਿਸ,ପୂର୍ବବତ୍ କରନ୍ତୁ |
ਗੈਰ-ਫਾਰਮੈਟਿਡ ਡਿਸਕ,ଅସଂଯୁକ୍ତ ଡିସ୍କ |
ਯੂਨੀਕਾਸਟਿੰਗ,ୟୁନିକାଷ୍ଟିଂ |
ਯੂਨੀਕੋਡ,ୟୁନିକୋଡ୍
ਨਿਰਦੇਸਿਤ ਰੁੱਖ,ଅବିଭକ୍ତ ଗଛ |
ਯੂਨੀਫਾਰਮ ਰਿਸੋਰਸ ਲੋਕੇਟਰ (URL),ସମାନ ଉତ୍ସ ଲୋକେଟର (URL)
ਯੂਨੀਪ੍ਰੋਸੈਸਿੰਗ,ଅଣ ପ୍ରକ୍ରିୟାକରଣ |
ਵਿਲੱਖਣ,ଅନନ୍ୟ |
ਅਨਿਸ਼ਿਲਡ ਟਵਿਸਟਡ ਪੇਅਰ (UTP),ଅବିଭକ୍ତ ମୋଡ଼ାଯାଇଥିବା ଯୋଡି (UTP)
ਯੂਨਿਟ,ୟୁନିଟ୍
ਯੂਨਿਟ ਦਾ ਪਤਾ,ଏକକ ଠିକଣା
ਯੂਨਿਟ ਅੰਤਰਾਲ,ଏକକ ବ୍ୟବଧାନ
ਯੂਨਿਟ ਟੈਸਟਿੰਗ,ଏକକ ପରୀକ୍ଷା
ਇਕਸਾਰ ਕੋਡ,ୟୁନିଟାରୀ କୋଡ୍
ਯੂਨੀਟਰਮ,ୟୁନିଟର୍ମ |
ਯੂਨੀਵਰਸਲ ਅਸਿੰਕ੍ਰੋਨਸ ਰਿਸੀਵਰ/ਟ੍ਰਾਂਸਮੀਟਰ (UART),ସର୍ବଭାରତୀୟ ଅସନ୍ତୁଳିତ ରିସିଭର୍ / ଟ୍ରାନ୍ସମିଟର (UART)
ਯੂਨੀਵਰਸਲ ਫਲਿੱਪ ਫਲਾਪ,ୟୁନିଭର୍ସାଲ୍ ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
ਯੂਨੀਵਰਸਲ ਸੈੱਟ,ସର୍ବଭାରତୀୟ ସେଟ୍ |
ਯੂਨੀਵਰਸਟਲ ਅੱਖਰ ਸੈੱਟ,ୟୁନିଭର୍ଷ୍ଟଲ୍ ବର୍ଣ୍ଣ ସେଟ୍ |
ਯੂਨਿਕਸ,ୟୁନିକ୍ସ |
ਅਨਲੌਕ ਕਰੋ,ଅନଲକ୍ କରନ୍ତୁ |
ਅਸੁਰੱਖਿਅਤ ਖੇਤਰ,ଅସୁରକ୍ଷିତ କ୍ଷେତ୍ର |
ਅਸੁਰੱਖਿਅਤ ਫਾਇਲ,ଅସୁରକ୍ଷିତ ଫାଇଲ୍ |
ਪਹੁੰਚ ਤੋਂ ਬਾਹਰ,ଅପହଞ୍ଚ |
ਅਣਛਾਇਆ,ଅନ୍ଶେଡ୍ |
ਅਸੁਰੱਖਿਅਤ,ଅଣସଂରକ୍ଷିତ |
ਅਸਫਲ ਕਾਲ,ଅସଫଳ କଲ୍
ਅਨਤਾਰ,ଅଣ୍ଟାର |
ਅਸੰਗਤੀਆਂ ਨੂੰ ਅੱਪਡੇਟ ਕਰੋ,ଅସ୍ପୃଶ୍ୟତା ଅଦ୍ୟତନ କରନ୍ତୁ |
ਅੱਪਡੇਟ ਕੀਤੀ ਫਾਇਲ,ଅଦ୍ୟତନ ଫାଇଲ୍ |
ਅੱਪਡੇਟ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ,ଅଦ୍ୟତନ
ਅੱਪਗ੍ਰੇਡ ਕਰੋ,ନବୀକରଣ କରନ୍ତୁ |
ਅੱਪਗ੍ਰੇਡ ਕਰੋ,ନବୀକରଣ କରନ୍ତୁ |
ਅੱਪਲਿੰਕ,ଅପଲିଙ୍କ୍ |
ਅੱਪਲੋਡ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ,ଅପଲୋଡ୍ କରୁଛି |
ਉੱਪਰੀ ਮੈਮੋਰੀ ਖੇਤਰ,ଉପର ସ୍ମୃତି କ୍ଷେତ୍ର
ਅੱਪਸਟਰੀਮ,ଅପଷ୍ଟ୍ରିମ୍ |
ਅਪਟਾਈਮ,ଅପଟାଇମ୍ |
ਉੱਪਰ ਵੱਲ,ଉପରକୁ
ਯੂਜ਼ਨੈੱਟ,ୟୁଜେନେଟ୍ |
ਉਪਭੋਗਤਾ,ଉପଯୋଗକର୍ତ୍ତା |
ਉਪਭੋਗਤਾ ਏਜੰਟ,ବ୍ୟବହାରକାରୀ ଏଜେଣ୍ଟ
ਉਪਭੋਗਤਾ ਪ੍ਰਮਾਣਿਕਤਾ,ଉପଯୋଗକର୍ତ୍ତା ପ୍ରାମାଣିକିକରଣ |
ਉਪਭੋਗਤਾ ਡੇਟਾਗ੍ਰਾਮ ਪ੍ਰੋਟੋਕੋਲ (UDP),ବ୍ୟବହାରକାରୀ ଡାଟାଗ୍ରାମ୍ ପ୍ରୋଟୋକଲ୍ (UDP)
ਉਪਭੋਗਤਾ ਨਾਲ ਅਨੁਕੂਲ,ଉପଭୋକ୍ତା ଅନୁକୁଳ
ਉਪਭੋਗਤਾ ਦੀ ਪਛਾਣ,ବ୍ୟବହାରକାରୀ ପରିଚୟ
ਉਪਭੋਗਤਾ ਪਛਾਣ (UID),ବ୍ୟବହାରକାରୀ ପରିଚୟ (UID)
ਯੂਜ਼ਰ ਇੰਟਰਫੇਸ,ବ୍ୟବହାରକାରୀ ଇଣ୍ଟରଫେସ୍
ਉਪਭੋਗਤਾ ਨਾਮ,ବ୍ୟବହାରକାରୀ ନାମ
ਉਪਭੋਗਤਾ ਪ੍ਰੋਫਾਈਲ,ଉପଯୋଗକର୍ତ୍ତା ପ୍ରୋଫାଇଲ୍ |
ਉਪਯੋਗਤਾ,ଉପଯୋଗିତା
ਉਪਯੋਗਤਾ ਸਾਫਟਵੇਅਰ,ଉପଯୋଗୀ ସଫ୍ଟୱେର୍ |
ਵੈਧ,ବ id ଧ |
ਪ੍ਰਮਾਣਿਕਤਾ,ବ id ଧତା
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,ବ valid ଧତା ପ୍ରୋଟୋକଲ୍ |
ਪ੍ਰਮਾਣਿਕਤਾ ਟੈਸਟਿੰਗ,ବ valid ଧତା ପରୀକ୍ଷା
ਵੈਧਤਾ ਦੀ ਜਾਂਚ,ବ valid ଧତା ଯାଞ୍ଚ |
ਮੁੱਲ ਜੋੜਿਆ ਨੈੱਟਵਰਕ (VAN),ମୂଲ୍ୟ ଯୋଗ ନେଟୱାର୍କ (VAN)
ਮੁੱਲ ਜੋੜਿਆ ਮੁੜ ਵਿਕਰੇਤਾ (VAR),ମୂଲ୍ୟ ଯୋଗ ବିକ୍ରେତା (VAR)
ਅਲੋਪ ਹੋਣ ਦਾ ਬਿੰਦੂ,ଅଦୃଶ୍ୟ ବିନ୍ଦୁ |
ਭਾਫ਼ ਦਾ ਸਮਾਨ,ବାଷ୍ପ ସଫ୍ଟୱେର୍ |
ਵੇਰੀਏਬਲ,ଭେରିଏବଲ୍
ਵੇਰੀਏਬਲ ਪਤਾ,ଭେରିଏବଲ୍ ଠିକଣା
ਵੇਰੀਏਬਲ ਬਿੱਟ ਰੇਟ,ଭେରିଏବଲ୍ ବିଟ୍ ରେଟ୍
ਵੇਰੀਏਬਲ ਫੀਲਡ ਦੀ ਲੰਬਾਈ,ଭେରିଏବଲ୍ ଫିଲ୍ଡ ଲମ୍ବ |
ਵੇਰੀਏਬਲ ਲੰਬਾਈ ਕੋਡ,ଭେରିଏବଲ୍ ଲମ୍ବ କୋଡ୍
ਵੇਰੀਏਬਲ ਨਾਮ,ଭେରିଏବଲ୍ ନାମ
ਵੇਰੀਏਲ,ବିଭିନ୍ନ
ਵੈਕਟਰ,ଭେକ୍ଟର
ਵੈਕਟਰ ਗਰਾਫਿਕਸ,ଭେକ୍ଟର ଗ୍ରାଫଡିକ୍ସ |
ਵੈਕਟਰ ਪ੍ਰੀਸੈਸਿੰਗ,ଭେକ୍ଟର ପୂର୍ବ
vectored interrupts,ଭେକ୍ଟର ବାଧା
