Assamese,Bengali
আংশিক প্ৰস্তুতি,অস্থায়ী সূত্র
কাল,মেয়াদ
টাৰ্মিনেল অৱস্থা,টার্মিনাল অবস্থা
টাৰ্মিনেল বেগ ডাইভ,টার্মিনাল বেগ ডুব
দশমিক সমাপ্ত কৰা,শেষ করা দশমিক
টাৰ্ম মূল্যসমূহ,মেয়াদী মান
টাৰ্মৱাইজ পাৰ্থক্য,শব্দগত পার্থক্য
টাৰ্মৱাইজ সংহতি,টার্মওয়াইজ ইন্টিগ্রেশন
ternary,তিরনারি
পৰীক্ষা,পরীক্ষা
ভ্যাৰিয়েন্সৰ একাকাৰীতাৰ বাবে পৰীক্ষা কৰা,বৈচিত্র্যের একজাতীয়তার জন্য পরীক্ষা
পৰীক্ষা কাৰ্য্য,পরীক্ষার ফাংশন
অনুমানৰ পৰীক্ষা,অনুমানের পরীক্ষা
তাৎপৰ্য্যৰ পৰীক্ষা,তাৎপর্য পরীক্ষা
পৰীক্ষাৰ পৰিসংখ্যা,পরীক্ষার পরিসংখ্যান
চতুৰ্ভুজ,টেট্রাহেড্রাল
চতুৰ্ভুজ কোণ,টেট্রাহেড্রাল কোণ
টেট্ৰাহেড্ৰন,টেট্রাহেড্রন
উপপাদ্য,উপপাদ্য
অৱশিষ্টৰ উপপাদ্য,অবশিষ্টাংশের উপপাদ্য
তাত্ত্বিক চাহিদাৰ ফলন,তাত্ত্বিক চাহিদা ফাংশন
তাত্ত্বিক বিচ্ছিন্ন বিতৰণ,তাত্ত্বিক বিচ্ছিন্ন বিতরণ
তাত্ত্বিক ভুল,তাত্ত্বিক ত্রুটি
তাত্ত্বিক ফিট,তাত্ত্বিক ফিট
তাত্ত্বিক প্ৰণয়ন,তাত্ত্বিক গঠন
তাত্ত্বিক কম্পাঙ্ক,তাত্ত্বিক ফ্রিকোয়েন্সি
তাত্ত্বিকভাৱে,তাত্ত্বিকভাবে
তাত্ত্বিক আৰ্হি,তাত্ত্বিক মডেল
তাত্ত্বিক চিকিৎসা,তাত্ত্বিক চিকিত্সা
সমীকৰণৰ তত্ত্ব,সমীকরণ তত্ত্ব
ভুলৰ তত্ত্ব,ত্রুটির তত্ত্ব
অনুমানৰ তত্ত্ব,অনুমান তত্ত্ব
ফলনৰ তত্ত্ব,ফাংশন তত্ত্ব
খেলৰ তত্ত্ব,গেমের তত্ত্ব
মহাকৰ্ষণ তত্ত্ব,মহাকর্ষ তত্ত্ব
তথ্যৰ তত্ত্ব,তথ্য তত্ত্ব
প্ৰতিস্থাপনৰ তত্ত্ব (= বিফলতাৰ তত্ত্ব),প্রতিস্থাপনের তত্ত্ব (= ব্যর্থতার তত্ত্ব)
সমষ্টিৰ তত্ত্ব,সেটের তত্ত্ব
&#39;ৱেইটিং লাইন&#39;ৰ তত্ত্ব(= queuing theory),অপেক্ষার লাইনের তত্ত্ব (= সারিবদ্ধ তত্ত্ব)
তৰংগ তত্ত্ব,তরঙ্গ তত্ত্ব
তাপগতিবিদ্যা,থার্মোডাইনামিক
এটা স্ক্ৰুৰ সূতা,একটি স্ক্রু এর থ্রেড
ত্ৰিমাত্ৰিক,ত্রিমাত্রিক
ত্ৰিমাত্ৰিক ভেক্টৰ বিশ্লেষণ,ত্রিমাত্রিক ভেক্টর বিশ্লেষণ
ত্ৰিমুখী শ্ৰেণীবিভাজন,ত্রিমুখী শ্রেণীবিভাগ
দলিওৱা,নিক্ষেপ
থ্ৰাষ্ট,খোঁচা
সময়,সময়
সময় অক্ষ,সময় অক্ষ
সময়ৰ ওপৰত নিৰ্ভৰশীলতা,সময় নির্ভরতা
সময়-নিৰ্ভৰশীল গঠনমূলক সমীকৰণ,সময়-নির্ভর গঠনমূলক সমীকরণ
সময়-নিৰ্ভৰশীল প্ৰক্ৰিয়া,সময় নির্ভর প্রক্রিয়া
সময়-স্বাধীন শব্দ,সময়-স্বাধীন শব্দ
সময়ৰ ব্যৱধান,সময়ের ব্যবধান
সময় শৃংখলা,সময় সিরিজ
সময় শৃংখলা বিশ্লেষণ,সময় সিরিজ বিশ্লেষণ
সময় শৃংখলাৰ তথ্য,সময় সিরিজের তথ্য
সময় ভাগ-বতৰা কৰা ব্যৱস্থা,সময় ভাগ করে নেওয়ার সিস্টেম
সহনশীলতা,সহনশীলতা
সহনশীলতাৰ ব্যৱধান,সহনশীলতা ব্যবধান
সহনশীলতাৰ স্তৰ,সহ্যসীমা
সহনশীলতাৰ সীমা,সহনশীলতার সীমা
টপোলজিকেল,টপোলজিকাল
টপোলজিকেল ডুৱেল,টপোলজিক্যাল দ্বৈত
টপোলজিকেল গোট,টপোলজিকাল গ্রুপ
টপোলজিকেল সমৰূপতা,টপোলজিকাল আইসোমরফিজম
টপোলজিকেল ৰৈখিক স্থান,টপোলজিক্যাল লিনিয়ার স্পেস
টপোলজিকেলভাৱে,টপোলজিক্যালি
টপোলজিকেল মেপিং,টপোলজিক্যাল ম্যাপিং
টপোলজিকেল বৈশিষ্ট্য,টপোলজিকাল সম্পত্তি
টপোলজিকেল স্থান,টপোলজিকাল স্পেস
টপোলজিকেল ভেক্টৰ স্থান,টপোলজিক্যাল ভেক্টর স্পেস
টপোলজি,টপোলজি
টৰ্চন,টর্শন
torus,টরাস
মুঠ,মোট
মুঠ ব্যুৎপত্তি,মোট ডেরিভেটিভ
মুঠ পাৰ্থক্য,মোট ডিফারেনশিয়াল
মুঠ অৱভেদ্য সমীকৰণ,মোট ডিফারেনশিয়াল সমীকরণ
মুঠ পৰিদৰ্শন,মোট পরিদর্শন
সম্পূৰ্ণৰূপে সীমাবদ্ধ,সম্পূর্ণরূপে আবদ্ধ
সম্পূৰ্ণৰূপে অৰ্ডাৰ কৰা চেট,সম্পূর্ণ অর্ডার সেট
মুঠ অৰ্ডাৰ দিয়া,মোট অর্ডারিং
দাগ,ট্রেস
মেট্ৰিক্সৰ ট্ৰেচ,ম্যাট্রিক্সের ট্রেস
ট্ৰেচিং,ট্রেসিং
ট্ৰেড অফ ফাংচন,ট্রেড অফ ফাংশন
ট্ৰেজেক্টৰী,গতিপথ
অতিক্ৰমণীয়,অতীন্দ্রিয়
অতিক্ৰমণীয় সমীকৰণ,অতীন্দ্রিয় সমীকরণ
অতিক্ৰমণীয় কাৰ্য্য,অতীন্দ্রিয় ফাংশন
অতিক্ৰমণীয় সংখ্যা,অতীন্দ্রিয় সংখ্যা
বদলিকৰ,স্থানান্তর
স্থানান্তৰ কাৰ্য্য,স্থানান্তর ফাংশন
ট্ৰেন্সফিনিট ইণ্ডাকচন,ট্রান্সফিনিট আনয়ন
ট্ৰেন্সফিনিট সংখ্যা,অন্তহীন সংখ্যা
ৰূপান্তৰ,রূপান্তর
ৰূপান্তৰ সূত্ৰ,রূপান্তর সূত্র
ৰূপান্তৰ মেট্ৰিক্স,রূপান্তর ম্যাট্রিক্স
স্থানাংকৰ ৰূপান্তৰ,স্থানাঙ্কের রূপান্তর
ৰূপান্তৰিত ফলন,রূপান্তরিত ফাংশন
ৰূপান্তৰিত মেট্ৰিক্স,রূপান্তরিত ম্যাট্রিক্স
ট্ৰেন্সশ্বিপমেণ্টৰ সমস্যা,ট্রান্সশিপমেন্ট সমস্যা
ক্ষণস্থায়ী আচৰণ,ক্ষণস্থায়ী আচরণ
ক্ষণস্থায়ী সমাধান,ক্ষণস্থায়ী সমাধান
স্থানান্তৰ,স্থানান্তর
ট্ৰেঞ্জিচন মেট্ৰিক্স,রূপান্তর ম্যাট্রিক্স
ট্ৰেন্সিটিভ,ট্রানজিটিভ
ট্ৰেন্সিটিভ ল&#39;,ট্রানজিটিভ আইন
ক্ৰিয়াশীল সম্পৰ্ক,ট্রানজিটিভ সম্পর্ক
ট্ৰেন্সজিটিভিটি,ট্রানজিটিভিটি
ট্ৰেন্সিটিভিটি ছেট,ট্রানজিটিভিটি সেট
অনুবাদ,অনুবাদ
পৰিবহণ খৰচ,পরিবহন খরচ
পৰিবহণৰ সমস্যা,পরিবহন সমস্যা
পৰিবহণৰ সময়,পরিবহন সময়
