Tamil,English
வெப்ப ஒழுங்குமுறை,Thermal regulation
வெப்ப அடுக்கு,Thermal stratification
தெர்மோஅசிடோபில்,Thermoacidophile
தெர்மோக்லைன்,Thermocline
தெர்மோக்லைன்,Thermocline
வெப்ப இயக்கவியல்,Thermodynamic
தெர்மோனோஸ்டி,Thermonasty
தெர்மோநியூக்ளியர் வெடிப்பு,Thermonuclear explosion
தெர்மோபெரியோடிசம்,Thermoperiodism
தெர்மோர்செப்டர்,Thermoreceptor
தெர்மோர்குலேஷன்,Thermoregulation
தெர்மோஸ்டேப்,Thermostabe
தெர்மோஸ்டேட்,Thermostate
தெர்மோடாக்சிஸ்,Thermotaxis
தெர்மஸ் அக்வாடிகஸ்,Thermus aquaticus
மெல்லிய பிரிவு,Thin segment
தியோபாசில்லஸ்,Thiobacillus
தொராசிக் பெருநாடி,Thoracic aorta
தொராசி குழி,Thoracic cavity
தொராசிக் கேங்க்லியா,Thoracic ganglia
தொராசிக் பிரிவு,Thoracic segment
தொராசி முதுகெலும்பு,Thoracic vertebra
தோரகோலும்பர் வெளிச்சம்,Thoracolumbar outflow
தோரகோலும்பர் பகுதி,Thoracolumbar region
தோராக்ஸ்,Thorax
முள்,Thorn
முப்பரிமாண அமைப்பு,Three dimensional structure
வாசல் தூண்டுதல்,Threshold stimulus
த்ரோம்போசைட்,Thrombocyte
த்ரோம்போபிளாஸ்டின்,Thromboplastin
த்ரோம்போசிஸ்,Thrombosis
தைலாசினஸ்,Thylacinus
தைலாகாய்டு,Thylakoid
தைலாகாய்டு சவ்வு,Thylakoid membrane
தைமின்,Thymine
தைமோசின்,Thymosin
தைமஸ்,Thymus
தைரோகல்கிட்டோனின்,Thyrocalcitonin
தைராய்டு நுண்ணறை,Thyroid follicle
தைராய்டு சுரப்பி,Thyroid gland
தைராய்டு சுரப்பி தீங்கு,Thyroid gland harmone
தைராய்டு ஹார்மோன்,Thyroid hormone
தைராய்டு தூண்டுதல் ஹார்மோன் (டி.எஸ்.எச்),Thyroid stimulating hormone (TSH)
தைரோட்ராஃப்,Thyrotroph
தைரோட்ரோபின் வெளியிடும் ஹார்மோன் (டிஆர்ஹெச்),Thyrotropin releasing hormone (TRH)
Ti (கட்டி தூண்டுதல்) பிளாஸ்மிட்,Ti (tumor inducing) plasmid
திபியா,Tibia
டிக்,Tick
காய்ச்சல் டிக்,Tick fever
டைடல் மார்ஷ்,Tidal marsh
அலை ஒலி,Tidal volume
டைகெல்லம்,Tigellum
புலி பூனை,Tiger cat
டினோஸ்போரா,Tinospora
டின்ஸல் வகை ஃபிளாஜெல்லம்,Tinsel type flagellum
சிறிய துருவ மூலக்கூறு,Tiny polar molecule
திசு நிலை,Tissue level
திசு பிளாஸ்மினோஜென் ஆக்டிவேட்டர்,Tissue plasminogen activator
திசு தட்டச்சு,Tissue typing
டி-கில்லர் செல்,T-killer cell
தேரை,Toad
டோட்ஸ்டூல்,Toadstool
புகையிலை புட்வோர்ம்,Tobacco budworm
புகையிலை மொசைக்,Tobacco mosaic
புகையிலை மொசைக் வைரஸ் (டி.எம்.வி),Tobacco mosaic virus (TMV)
கத்தி,Toddy
கால்,toe
சகிப்புத்தன்மை கொண்ட இனங்கள்,Tolerant species
தக்காளி மொசைக் வைரஸ்,Tomato mosaic virus
நாக்கு,Tongue
நாக்கு ஒட்டுதல்,Tongue grafting
டோனோபிளாஸ்ட்,Tonoplast
தொண்டை சதை வளர்ச்சி,Tonsils
பல்,Tooth
பல் பயாப்ஸி ஃபோர்ஸ்பெப்,Toothed biopsy forcep
சிறந்த கார்னிவோர்,Top carnivore
மேல் மண்,Top soil
நிலப்பரப்பு,Topography
டோபோயோசோமரேஸ்,Topoisomerase
டார்பிடோ (மின்சார கதிர்),Torpedo (electric ray)
மொத்த கருவுறுதல் விகிதம்,Total fertility rate
மொத்தம்,Totipotency
நச்சு,Toxic
நச்சு உயிரியல் தயாரிப்பு,Toxic biological product
நச்சு வளர்சிதை மாற்ற கழிவுகள்,Toxic metabolic waste
நச்சுத்தன்மை,Toxicity
நச்சு,Toxin
டாக்ஸோபிளாஸ்மா,Toxoplasma
சுவடு உறுப்பு,Trace element
மூச்சுக்குழாய்,Trachea
மூச்சுக்குழாய் அமைப்பு,Tracheal system
மூச்சுக்குழாய் குழாய்,Tracheal tube
ட்ரச்சீட்,Tracheid
டிராக்கோபைட்,Tracheophyte
டிராக்கோபைட் மூதாதையர்கள்,Tracheophyte ancestors
பாரம்பரிய வேளாண் வனவியல் அமைப்பு,Traditional agroforestry system
பாதை பிரிப்பான்,Trajectory separator
அமைதியான,Tranquiliser
டிரான்ஸ்மினேஸ்,Transaminase
டிரான்ஸ் சவ்வு பம்ப்,Trans membrane pump
இடமாற்றம்,Transamination
படியெடுத்தல்,Transcription
ஆர்.என்.ஏவை மாற்றவும்,Transfer RNA
டிரான்ஸ்ஃபர்ரின்,Transferrin
உருமாறும்,Transformant
மாற்றும் கொள்கை,Transforming principle
டிரான்ஸ்ஜெனிக்,Transgenic
டிரான்ஸ்ஜெனிக் பயிர்,Transgenic crop
டிரான்ஸ்ஜெனிக் உயிரினம்,Transgenic organism
டிரான்ஸ்ஜெனிக் ஆலை,Transgenic plant
மாற்றம் மண்டலம்,Transition zone
இடைக்கால எபிட்டிலியம்,Transitional epithelium
மொழிபெயர்ப்பு,Translation
கரைசலின் இடமாற்றம்,Translocation of solute
டிரான்ஸ்மேம்பிரேன் பாதை,Transmembrane pathway
டிரான்ஸ்மேம்பிரேன் புரதம்,Transmembrane protein
பரவும் முறை,Transmission
பரவும் முறை,Transmission
டிரான்ஸ்மிஷன் எலக்ட்ரான் நுண்ணோக்கி,Transmission electron microscope
நரம்பு பயன்பாடு பரவுதல்,Transmission of nerve impluse
ஆவியுயிர்ப்பு,Transpiration
டிரான்ஸ்பிரேஷனல் புல்,Transpirational pull
போக்குவரத்து,Transport
மாற்று அறுவை சிகிச்சை,Transplantation
டிரான்ஸ்போசன்,Transposon
குறுக்கு பைனரி பிளவு,Transverse binary fission
குறுக்கு பெருங்குடல்,Transverse colon
சிக்கிய பூச்சி,Trapped insect
பொறி,Trapping
அதிர்ச்சி,Trauma
மரம் ஃபெர்ன்,Tree fern
மர பல்லி,Tree lizard
நடுங்கும்,Trembling
ட்ரெபோனெமா பாலிடியம்,Treponema pallidium
முக்கோண,Triandria
ட்ரயாசிக் காலம்,Triassic period
ட்ரிபுலஸ்,Tribulus
டிரிகார்பாக்சிலிக் அமில சுழற்சி,Tricarboxylic acid cycle
டிரிகார்பாக்சிலிக் அமிலம்,Tricarboxylic acid
டிரிகார்பெல்லரி,Tricarpellary
ட்ரைசெல்லுலர்,Tricellular
ட்ரைக்கோமோனாஸ் வஜினலிஸ்,Trichomonas vaginalis
ட்ரைக்கோடெர்மா,Trichoderma
முக்கோண,Trichome
ட்ரைக்கோமோனியாசிஸ்,Trichomoniasis
ட்ரைக்கோஃபைட்டன்,Trichophyton
ட்ரைகோடெர்மா பாலிஸ்போரம்,Tricoderma polysporum
ட்ரைகுஸ்பிட் வால்வு,Tricuspid valve
ட்ரிடாக்ஸ்,Tridax
ட்ரைஃபோலியேட்,Trifoliate
ட்ரிஃபோலியம்,Trifolium
ட்ரைஃபர்கேட்,Trifurcate
முக்கோண நரம்பு,Trigeminal nerve
தூண்டுதல் மண்டலம்,Trigger zone
