English,Hindi,Assamese,Bengali,Gujarati,Kannada,Malayalam,Marathi,Odiya,Punjabi,Tamil,Telugu 
roller blind shutter,"बेलनकपाट, रोलर शटर",ৰোলাৰ ব্লাইণ্ড শাটাৰ,রোলার ব্লাইন্ড শাটার,રોલર બ્લાઇન્ડ શટર,ರೋಲರ್ ಬ್ಲೈಂಡ್ ಶಟರ್,റോളർ ബ്ലൈൻഡ് ഷട്ടർ,रोलर ब्लाइंड शटर,ରୋଲର୍ ଅନ୍ଧ ସଟର |,ਰੋਲਰ ਅੰਨ੍ਹੇ ਸ਼ਟਰ,ரோலர் குருட்டு ஷட்டர்,రోలర్ బ్లైండ్ షట్టర్
Roman Buddhist school,रोम-बौद्ध शैली,ৰোমান বৌদ্ধ বিদ্যালয়,রোমান বৌদ্ধ বিদ্যালয়,રોમન બૌદ્ધ શાળા,ರೋಮನ್ ಬೌದ್ಧ ಶಾಲೆ,റോമൻ ബുദ്ധിസ്റ്റ് സ്കൂൾ,रोमन बौद्ध शाळा,ରୋମାନ୍ ବ h ଦ୍ଧ ବିଦ୍ୟାଳୟ |,ਰੋਮਨ ਬੋਧੀ ਸਕੂਲ,ரோமன் புத்த பள்ளி,రోమన్ బౌద్ధ పాఠశాల
Roman Doric,रोमन डॉरिक,ৰোমান ডৰিক,রোমান ডরিক,રોમન ડોરિક,ರೋಮನ್ ಡೋರಿಕ್,റോമൻ ഡോറിക്,रोमन डोरिक,ରୋମାନ୍ ଡୋରିକ୍ |,ਰੋਮਨ ਡੋਰਿਕ,ரோமன் டோரிக்,రోమన్ డోరిక్
Roman figure,रोमन अंक,ৰোমান আকৃতি,রোমান ফিগার,રોમન આકૃતિ,ರೋಮನ್ ವ್ಯಕ್ತಿ,റോമൻ രൂപം,रोमन आकृती,ରୋମାନ୍ ଚିତ୍ର,ਰੋਮਨ ਚਿੱਤਰ,ரோமானிய உருவம்,రోమన్ ఫిగర్
Roman ionic,रोमन आयोनी,ৰোমান আয়নিক,রোমান আয়নিক,રોમન આયનીય,ರೋಮನ್ ಅಯಾನಿಕ್,റോമൻ അയോണിക്,रोमन आयनिक,ରୋମାନ୍ ଆୟନିକ୍ |,ਰੋਮਨ ਆਇਓਨਿਕ,ரோமன் அயனி,రోమన్ అయానిక్
Roman order,रोमन स्तंभ शैली,ৰোমান ক্ৰম,রোমান অর্ডার,રોમન ઓર્ડર,ರೋಮನ್ ಆದೇಶ,റോമൻ ക്രമം,रोमन ऑर्डर,ରୋମାନ୍ କ୍ରମ |,ਰੋਮਨ ਆਰਡਰ,ரோமானிய ஒழுங்கு,రోమన్ ఆర్డర్
romanesque,"रोम प्रभावित, रोमैनेस्क",ৰোমানেস্ক,রোমানস্ক,રોમનસ્ક,ರೋಮ್ಯಾನ್ಸ್ಕ್,റൊമാനസ്ക്,रोमनेस्क,romanesque,ਰੋਮਾਂਸਕੀ,ரொமான்ஸ்க்,రొమనెస్క్
Romonesque style,मध्ययुगीन रोमन साम्राज्य की स्थापत्य शैली,ৰোমনেস্ক শৈলী,রোমোনেস্ক শৈলী,રોમોનેસ્ક શૈલી,ರೋಮೋನೆಸ್ಕ್ ಶೈಲಿ,റൊമോനെസ്ക് ശൈലി,रोमोनेस्क शैली,ରୋମୋନସ୍କ ଶ style ଳୀ,ਰੋਮੋਨਸਕ ਸ਼ੈਲੀ,ரோமோனெஸ்க் பாணி,రోమోనెస్క్ శైలి
rood beam,"क्रूस-धरणी, आड़ी शहतीर",ৰুড বিম,কাঠের মরীচি,રૂડ બીમ,ಮರದ ಕಿರಣ,റൂഡ് ബീം,रॉड बीम,ରୁଡ୍ ବିମ୍ |,ਰੂਡ ਬੀਮ,மரக் கற்றை,కడ్డీ పుంజం
rood loft,क्रूस-दीर्घा,rood loft,কাঠের মাচা,રૂડ લોફ્ટ,ಮರದ ಮೇಲಂತಸ್ತು,തടി തട്ടിൽ,rood loft,ରୁଡ୍ ଲଫ୍ଟ |,ਛੱਤ ਦੀ ਛੱਤ,மர மாடி,రాడ్ గడ్డివాము
rood screen,"क्रूस-पर्दा, क्रूस-पट",rood স্ক্ৰীণ,রুড পর্দা,રોડ સ્ક્રીન,ಮರದ ಪರದೆ,റൂഡ് സ്ക്രീൻ,रॉड स्क्रीन,ରୁଡ୍ ସ୍କ୍ରିନ୍ |,ਰੂਡ ਸਕਰੀਨ,சாலை திரை,చెక్క తెర
rood spire,क्रूस-शिखर,rood শিখৰ,rood spire,રોડ સ્પાયર,ರೂಡ್ ಸ್ಪೈರ್,മരക്കൊമ്പ്,रॉड स्पायर,ରୁଡ୍ ସ୍ପାୟର୍ |,rood spire,மரக் கோபுரம்,కడ్డీ శిఖరం
rood tower,क्रूस-स्तंभ,ৰুড টাৱাৰ,কাঠের টাওয়ার,રોડ ટાવર,ಮರದ ಗೋಪುರ,റൂഡ് ടവർ,रॉड टॉवर,ରୁଡ୍ ଟାୱାର୍ |,ਰੂਡ ਟਾਵਰ,சாலை கோபுரம்,రూడ్ టవర్
roof,"छत, आच्छादन",ছাদ,ছাদ,છાપરું,ಛಾವಣಿ,മേൽക്കൂര,छप्पर,ଛାତ,ਛੱਤ,கூரை,పైకప్పు
roof girder,"छत-गर्डर, लोह धारण, लोह गर्डर",ছাদৰ গাৰ্ডাৰ,ছাদের গার্ডার,છત ગર્ડર,ಛಾವಣಿಯ ಕವಚ,മേൽക്കൂര ഗർഡർ,छताचा गर्डर,ଛାତ ଗାର୍ଡର୍ |,ਛੱਤ ਦਾ ਗਰਡਰ,கூரை கர்டர்,పైకప్పు తొడుగు
roof light,"छत-मोखा, आकाश-गवाक्ष",ছাদৰ পোহৰ,ছাদের আলো,છત પ્રકાશ,ಛಾವಣಿಯ ಬೆಳಕು,മേൽക്കൂര വെളിച്ചം,छतावरील प्रकाश,ଛାତ ଆଲୋକ,ਛੱਤ ਦੀ ਰੋਸ਼ਨੀ,கூரை விளக்கு,పైకప్పు కాంతి
roof pitch,छत-ढाल,ছাদৰ পিটচ,ছাদের পিচ,છતની પીચ,ಛಾವಣಿಯ ಪಿಚ್,മേൽക്കൂര പിച്ച്,छतावरील खेळपट्टी,ଛାତ ପିଚ୍,ਛੱਤ ਦੀ ਪਿੱਚ,கூரை சுருதி,పైకప్పు పిచ్
roof rib,गोपानसी,ছাদৰ পাঁজৰ,ছাদের পাঁজর,છતની પાંસળી,ಛಾವಣಿಯ ಪಕ್ಕೆಲುಬು,മേൽക്കൂര വാരിയെല്ല്,छताची बरगडी,ଛାତ ପଟି,ਛੱਤ ਦੀ ਪੱਸਲੀ,கூரை விலா எலும்பு,పైకప్పు పక్కటెముక
roof truss,छत-कैंची,ছাদৰ ট্ৰাছ,ছাদের ট্রাস,છત ટ્રસ,ಛಾವಣಿಯ ಟ್ರಸ್,മേൽക്കൂര ട്രസ്,छप्पर ट्रस,ଛାତ ଟ୍ରସ୍,ਛੱਤ ਦੀ ਟਰਾਸ,கூரை டிரஸ்,పైకప్పు ట్రస్
roof valley,छत-दरी,ছাদৰ উপত্যকা,ছাদ উপত্যকা,છતની ખીણ,ಛಾವಣಿಯ ಕಣಿವೆ,മേൽക്കൂര താഴ്വര,छप्पर दरी,ଛାତ ଉପତ୍ୟକା,ਛੱਤ ਦੀ ਘਾਟੀ,கூரை பள்ளத்தாக்கு,పైకప్పు లోయ
roofing,"खपरैल, छत-अस्तर",ছাদ নিৰ্মাণ কৰা,ছাদ,છત,ಛಾವಣಿ,മേൽക്കൂര,छप्पर घालणे,ଛାତ,ਛੱਤ,கூரை,రూఫింగ్
roofing tile,खपरैल,ছাদৰ টাইলছ,ছাদ টালি,છતની ટાઇલ,ಛಾವಣಿಯ ಟೈಲ್,മേൽക്കൂര ടൈൽ,छतावरील टाइल,ଛାତ ଟାଇଲ୍ |,ਛੱਤ ਵਾਲੀ ਟਾਇਲ,கூரை ஓடு,రూఫింగ్ టైల్
room,कक्ष,কোঠা,রুম,ઓરડો,ಕೊಠಡಿ,മുറി,खोली,କୋଠରୀ,ਕਮਰਾ,அறை,గది
rosace (=rose-rosette),"वलयाकार अलंकरण, पाटलांकरण",গোলাপ (=গোলাপ-ৰোজেট),রোসেস (=গোলাপ-গোলাপ),ગુલાબ (=ગુલાબ-રોઝેટ),ರೋಸಾಸ್ (=ಗುಲಾಬಿ-ರೋಸೆಟ್),റോസാപ്പൂവ് (=റോസ്-റോസറ്റ്),रोसेस (=गुलाब-रोसेट),ରୋଜେସ୍ (= ଗୋଲାପ-ରୋଜେଟ୍),ਗੁਲਾਬ (=ਗੁਲਾਬ-ਗੁਲਾਬ),ரோசாஸ் (=ரோஜா-ரொசெட்),రోసాస్ (=గులాబీ-రోసెట్టే)
rose window,गोल खिडक़ी,গোলাপ খিৰিকী,গোলাপ জানালা,ગુલાબની બારી,ಗುಲಾಬಿ ಕಿಟಕಿ,റോസ് വിൻഡോ,गुलाबाची खिडकी,ଗୋଲାପ ୱିଣ୍ଡୋ |,ਗੁਲਾਬ ਵਿੰਡੋ,ரோஜா ஜன்னல்,గులాబీ కిటికీ
Rosetta stone,रोजिटा-पाषाण(मि‍श्र),ৰ&#39;জেটা ষ্টোন,রোসেটা পাথর,રોઝેટા પથ્થર,ರೊಸೆಟ್ಟಾ ಕಲ್ಲುಗಳು,റോസെറ്റ കല്ല്,रोझेटा दगड,ରୋଜେଟା ପଥର |,ਰੋਸੇਟਾ ਪੱਥਰ,ரொசெட்டா கல்,రోసెట్టా రాయి
rosette,"फुल्लिका, पाटल, गुच्छा, पाटलालंकरण",ৰ&#39;জেট,রোসেট,રોઝેટ,ರೋಸೆಟ್,റോസാപ്പൂവ്,रोझेट,ରୋଜେଟ୍,ਗੁਲਾਬ,ரொசெட்,రోసెట్టే
rostral column (=columna rostrata),नौ-कीर्ति स्तंभ,rostral স্তম্ভ (=স্তম্ভ rostrata),রোস্ট্রাল কলাম (=কলামনা রোস্ট্রাটা),રોસ્ટ્રલ કૉલમ (=કોલમના રોસ્ટ્રેટા),ರೋಸ್ಟ್ರಲ್ ಕಾಲಮ್ (=ಕಾಲಮ್ನಾ ರೋಸ್ಟ್ರಾಟಾ),റോസ്‌ട്രൽ കോളം (=കോളം റോസ്‌ട്രാറ്റ),रोस्ट्रल स्तंभ (=स्तंभ स्तंभ),ରୋଷ୍ଟ୍ରାଲ୍ ସ୍ତମ୍ଭ (= columna rostrata),ਰੋਸਟਰਲ ਕਾਲਮ (=ਕਾਲਮਨਾ ਰੋਸਟਰਾਟਾ),ரோஸ்ட்ரல் நெடுவரிசை (=கோலம்னா ரோஸ்ட்ராட்டா),రోస్ట్రల్ కాలమ్ (=columna rostrata)
rostro-carinate tool,"चंचुमुखी औजार, चंचुमुखी उपकरण",ৰষ্ট্ৰ&#39;-কেৰিনেট সঁজুলি,রোস্ট্রো-ক্যারিনেট টুল,રોસ્ટ્રો-કેરિનેટ સાધન,ರೋಸ್ಟ್ರೋ-ಕ್ಯಾರಿನೇಟ್ ಉಪಕರಣ,റോസ്ട്രോ-കാരിനേറ്റ് ഉപകരണം,रोस्ट्रो-कॅरिनेट साधन,ରୋଷ୍ଟ୍ରୋ-କାରିନାଟ୍ ଟୁଲ୍ |,rostro-carinate ਸੰਦ ਹੈ,ரோஸ்ட்ரோ-கரினேட் கருவி,రోస్ట్రో-కారినేట్ సాధనం
rotunda,"गोल भवन,रोटन्डा टाइप",ৰটাণ্ডা,রোটুন্ডা,રોટુન્ડા,ರೋಟುಂಡಾ,റോട്ടണ്ട,रोटुंडा,ରୋଟୁଣ୍ଡା |,ਰੋਟੁੰਡਾ,ரோட்டுண்டா,రోటుండా
rough arch,"इंर्टी मेहराब, इष्टिका-चाप",ৰুক্ষ খিলান,রুক্ষ খিলান,રફ કમાન,ಒರಟು ಕಮಾನು,പരുക്കൻ കമാനം,खडबडीत कमान,ରୁଗ୍ ଆର୍,ਮੋਟਾ arch,கரடுமுரடான வளைவு,కఠినమైన వంపు
rough layout,"कच्चा विन्यास, कच्चा अभिन्यास",ৰুক্ষ বিন্যাস,রুক্ষ বিন্যাস,રફ લેઆઉટ,ಒರಟು ವಿನ್ಯಾಸ,പരുക്കൻ ലേഔട്ട്,उग्र मांडणी,ରୁଗ୍ ଲେଆଉଟ୍ |,ਮੋਟਾ ਖਾਕਾ,கடினமான தளவமைப்பு,కఠినమైన లేఅవుట్
rouletted decoration,चक्र‍िल अलंकरण,ৰুলেটেড সজ্জা,রুলেটেড প্রসাধন,રુલેટેડ શણગાર,ರೂಲೆಟ್ ಅಲಂಕಾರ,Roulletted അലങ്കാരം,रूलेट सजावट,ରୁଲେଟ୍ ସାଜସଜ୍ଜା |,Rouletted ਸਜਾਵਟ,சில்லி அலங்காரம்,రౌలెట్ అలంకరణ
rouletted ware,"चक्रि‍ल भांड़, बेलनाकार भांड",ৰুলেটেড ৱেৰ,রুলেটেড পাত্র,રુલેટેડ વેર,ರೂಲೆಟ್ ಸಾಮಾನು,റൗലറ്റഡ് വെയർ,रुलेट वेअर,ରୁଲେଟ୍ ୱେୟାର୍ |,Rouletted ਮਾਲ,ரவுலட்டட் சரக்கு,రౌలెట్ సామాను
round barrow,गोल स्तूप,ঘূৰণীয়া বাৰ&#39;,বৃত্তাকার ব্যারো,રાઉન્ડ બેરો,ಸುತ್ತಿನ ಬಾರೋ,വൃത്താകൃതിയിലുള്ള ബാരോ,गोल बॅरो,ଗୋଲାକାର ବାରୋ |,ਗੋਲ ਬੈਰੋ,சுற்று பாரோ,రౌండ్ బారో
Round table corrferencee,गोलमेज सम्मेलन,গোল টেবুল corrferencee,বৃত্তাকার টেবিল সংশোধনকারী,રાઉન્ડ ટેબલ કોર્ફ્રેન્સી,ರೌಂಡ್ ಟೇಬಲ್ ದೋಷಾರೋಪಣೆ,റൗണ്ട് ടേബിൾ കോറഫറൻസ്,राउंड टेबल कॉन्फरन्सी,ଗୋଲାକାର ଟେବୁଲ୍ ସଂଶୋଧନ |,ਗੋਲ ਟੇਬਲ ਸੁਧਾਰ,வட்ட மேசை திருத்தம்,రౌండ్ టేబుల్ సరిదిద్దబడింది
