Punjabi,Telugu
"ਕ੍ਰਮਵਾਰ ਫਾਈਲ
 ਸੰਗਠਨ","సీక్వెన్షియల్ ఫైల్
 సంస్థ"
"ਕ੍ਰਮਵਾਰ
 ਫੰਕਸ਼ਨ","సీక్వెన్షియల్
 ఫంక్షన్"
"ਕ੍ਰਮਵਾਰ ਤਰਕ
 ਤੱਤ","సీక్వెన్షియల్ లాజిక్
 మూలకం"
"ਕ੍ਰਮਵਾਰ
 ਮਸ਼ੀਨ","సీక్వెన్షియల్
 యంత్రం"
"ਕ੍ਰਮਵਾਰ
 ਓਪਰੇਸ਼ਨ","సీక్వెన్షియల్
 ఆపరేషన్"
"ਕ੍ਰਮਵਾਰ
 ਸੰਗਠਨ","సీక్వెన్షియల్
 సంస్థ"
ਕ੍ਰਮਵਾਰ ਪ੍ਰਕਿਰਿਆ,సీక్వెన్షియల్ ప్రాసెస్
"ਕ੍ਰਮਵਾਰ
 ਕਾਰਵਾਈ","సీక్వెన్షియల్
 ప్రాసెసింగ్"
ਕ੍ਰਮਵਾਰ ਕਤਾਰ,సీక్వెన్షియల్ క్యూ
ਕ੍ਰਮਵਾਰ ਪੜ੍ਹਨਾ,సీక్వెన్షియల్ రీడింగ్
"ਕ੍ਰਮਵਾਰ
 ਤਹਿ ਕਰਨਾ
 ਸਿਸਟਮ","సీక్వెన్షియల్
 షెడ్యూలింగ్
 వ్యవస్థ"
"ਕ੍ਰਮਵਾਰ ਖੋਜ
 ਐਲਗੋਰਿਦਮ","సీక్వెన్షియల్ సెర్చ్
 అల్గోరిథం"
"ਕ੍ਰਮਵਾਰ
 ਟ੍ਰਾਂਸਡਿ cer ਸਰ","సీక్వెన్షియల్
 ట్రాన్స్‌డ్యూసెర్"
ਸੀਰੀਅਲ ਐਕਸੈਸ,సీరియల్ యాక్సెస్
"ਸੀਰੀਅਲ ਐਕਸੈਸ
 ਯਾਦਦਾਸ਼ਤ","సీరియల్ యాక్సెస్
 మెమరీ"
"ਸੀਰੀਅਲ-ਐਕਸੈਸ
 ਸਟੋਰੇਜ","సీరియల్-యాక్సెస్
 నిల్వ"
ਸੀਰੀਅਲ ਐਡਰ,సీరియల్ యాడర్
ਸੀਰੀਅਲ ਜੋੜ,సీరియల్ అదనంగా
"ਸੀਰੀਅਲ ਬਿੱਟ
 ਸੰਚਾਰ","సీరియల్ బిట్
 ప్రసార"
ਸੀਰੀਅਲ-ਦੁਆਰਾ-ਬਿੱਟ,సీరియల్-బై-బిట్
ਸੀਰੀਅਲ ਕੰਪਿਟਰ,సీరియల్ కంప్యూటర్
ਸੀਰੀਅਲ ਡੇਟਾ,సీరియల్ డేటా
"ਸੀਰੀਅਲ ਡੇਟਾ
 ਕੰਟਰੋਲਰ","సీరియల్ డేటా
 నియంత్రిక"
ਸੀਰੀਅਲ ਫਾਈਲ,సీరియల్ ఫైల్
ਸੀਰੀਅਲ ਪ੍ਰਵਾਹ,సీరియల్ ప్రవాహం
ਸੀਰੀਅਲ-ਇਨਪੁਟ-ਆਉਟਪੁੱਟ,సీరియల్-ఇన్పుట్-అవుట్పుట్
ਸੀਰੀਅਲ ਵਿਚ ਸੀਰੀਅਲ,సీరియల్ ఇన్ సీరియల్ అవుట్
ਸੀਰੀਅਲ ਇੰਟਰਫੇਸ,సీరియల్ ఇంటర్ఫేస్
ਸੀਰੀਅਲ ਓਪਰੇਸ਼ਨ,సీరియల్ ఆపరేషన్
ਸੀਰੀਅਲ-ਪੈਰਲਲ,సీరియల్-సమాంతర
ਸੀਰੀਅਲ ਪੋਰਟ,సీరియల్ పోర్ట్
ਸੀਰੀਅਲ ਪ੍ਰਿੰਟਰ,సీరియల్ ప్రింటర్
ਸੀਰੀਅਲ ਪ੍ਰਕ੍ਰਿਆ,సీరియల్ ప్రక్రియ
ਸੀਰੀਅਲ ਪ੍ਰੋਸੈਸਿੰਗ,సీరియల్ ప్రాసెసింగ్
"ਸੀਰੀਅਲ
 ਪ੍ਰੋਗਰਾਮਿੰਗ","క్రమ
 ప్రోగ్రామింగ్"
ਸੀਰੀਅਲ ਲੜੀਬੱਧ,సీరియల్ సార్ట్
ਸੀਰੀਅਲ ਸਟੋਰੇਜ,సీరియల్ స్టోరేజ్
ਸੀਰੀਅਲ ਟਰਮੀਨਲ,సీరియల్ టెర్మినల్
"ਸੀਰੀਅਲ-ਟੂ-ਪੈਰਲਲ
 ਕਨਵਰਟਰ","సీరియల్-టు-పారలెల్
 కన్వర్టర్"
ਸੀਰੀਅਲ ਟ੍ਰਾਂਸਫਰ,సీరియల్ బదిలీ
ਸੀਰੀਅਲ ਸੰਚਾਰ,సీరియల్ ట్రాన్స్మిషన్
"ਸੀਰੀਅਲ ਸ਼ਬਦ
 ਓਪਰੇਸ਼ਨ","సీరియల్ పదం
 ఆపరేషన్"
ਸਰਵਰ,సర్వర్
ਸੇਵਾ ਬਿੱਟ,సేవా బిట్
ਸਰਵਿਸ ਬਿ ureau ਰੋ,సర్వీస్ బ్యూరో
ਸਰਵਿਸ ਸਰਕਟ,సేవా సర్క్యూట్
ਸੇਵਾ ਕੋਡ,సేవా కోడ్
"ਸੇਵਾ
 ਇੰਜੀਨੀਅਰਿੰਗ","సేవ
 ఇంజనీరింగ్"
ਸਰਵਿਸ ਆਰਡਰ ਟੇਬਲ,సేవా ఆర్డర్ పట్టిక
ਸੇਵਾ ਪ੍ਰੋਗਰਾਮ,సేవా కార్యక్రమం
ਸੇਵਾ ਦੀ ਦਰ,సేవా రేటు
"ਸੇਵਾ ਬੇਨਤੀ
 ਵਿਘਨ","సేవ కోసం వినతి
 అంతరాయం"
ਸੇਵਾ ਰੁਟੀਨ,సేవా దినచర్య
ਸਰਵੋ ਵਿਧੀ,సర్వో మెకానిజం
ਸਰਮੀਵੀਂਪੀਲਾਇਰ,సర్వోమల్టిప్లియర్
ਸਰਵੋ ਸਤਹ,సర్వో ఉపరితలం
ਸੈਸ਼ਨ ਕੰਟਰੋਲ,సెషన్ నియంత్రణ
ਸੈਸ਼ਨ ਪਰਤ,సెషన్ పొర
ਅਲਬੇਬਰਾ ਸੈਟ ਕਰੋ,బీజగణితం సెట్ చేయండి
ਬਰੇਕ ਪੁਆਇੰਟ ਸੈਟ ਕਰੋ,సెట్ బ్రేక్ పాయింట్
ਸਟ੍ਰੀਟ,వ్యత్యాసాన్ని సెట్ చేయండి
ਸੈੱਟ ਪੁਆਇੰਟ,సెట్ పాయింట్
ਪ੍ਰਤੀਕ ਨਿਰਧਾਰਤ ਕਰੋ,సెట్ చిహ్నం
ਸਮਾਂ ਸੈਟ ਕਰਨਾ,సమయం సెట్ చేస్తుంది
ਸਥਾਪਨਾ ਕਰਨਾ,ఏర్పాటు
ਚਿੱਤਰ ਸੈਟ ਅਪ ਕਰੋ,రేఖాచిత్రాన్ని సెటప్ చేయండి
ਸੱਤ-ਬਿੱਟ-ਬਾਈਟ,ఏడు-బిట్-బైట్
"ਸੱਤ ਪਰਤ
 ਹਵਾਲਾ ਮਾਡਲ","ఏడు పొరలు
 రిఫరెన్స్ మోడల్"
"ਸੱਤ-ਖੰਡ
 ਡਿਸਪਲੇਅ","ఏడు సెగ్మెంట్
 ప్రదర్శన"
ਤੀਬਰਤਾ ਕੋਡ,తీవ్రత కోడ్
ਸੈਕੇਟਟ,సెక్స్‌టెట్
ਸ਼ੇਡਿੰਗ,షేడింగ్
ਸ਼ੈਨਨ,షానన్
"ਸ਼ੈਨਨ-ਫੈਨੋ
 ਕੋਡਿੰਗ","షానన్-ఫానో
 కోడింగ్"
"ਸ਼ੈਨਨ-ਹਾਰਟਲੀ
 ਕਾਨੂੰਨ","షానన్-హార్ట్లీ
 చట్టం"
"ਸ਼ੈਨਨ ਦਾ
 ਚਿੱਤਰ","షానన్
 రేఖాచిత్రం"
ਸ਼ੈਨਨ ਦਾ ਮਾਡਲ,షానన్ మోడల్
ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ,షానన్ సిద్ధాంతం
ਸ਼ੇਪਿੰਗ ਨੈਟਵਰਕ,నెట్‌వర్క్ ఆకృతి
ਸਾਂਝਾ ਬੈਚ ਖੇਤਰ,షేర్డ్ బ్యాచ్ ప్రాంతం
ਸਾਂਝੀ ਡਿਸਕ,షేర్డ్ డిస్క్
ਸ਼ੇਅਰਡ ਫਾਈਲ,షేర్డ్ ఫైల్
ਸਾਂਝਾ ਤਰਕ,షేర్డ్ లాజిక్
"ਸਾਂਝਾ ਤਰਕ
 ਸਿਸਟਮ","షేర్డ్ లాజిక్
 వ్యవస్థ"
ਸਾਂਝੀ ਮੈਮੋਰੀ,షేర్డ్ మెమరీ
ਸਾਂਝਾ ਸਰੋਤ,భాగస్వామ్య వనరు
ਸਾਂਝਾ ਭੰਡਾਰ,భాగస్వామ్య నిల్వ
ਸਾਂਝਾ ਸਿਸਟਮ,షేర్డ్ సిస్టమ్
ਮਨਜੂਰ ਵਰਚੁਅਲ ਖੇਤਰ,షేర్డ్ వర్చువల్ ఏరియా
ਸਾਂਝਾ ਕਰਨਾ,భాగస్వామ్యం
ਸ਼ੀਟ,షీట్
ਸ਼ੀਟ ਫੀਡਰ,షీట్ ఫీడర్
ਸ਼ੈਫਰ ਸਟਰੋਕ,షెఫర్ స్ట్రోక్
ਸ਼ੈੱਲ ਦਾ ਤਰੀਕਾ,షెల్ యొక్క పద్ధతి
ਸ਼ੈੱਲ ਲੜੀਬੱਧ,షెల్ సార్ట్
ਸ਼ਿਫਟ,మార్పు
ਸ਼ਿਫਟ ਅੱਖਰ,షిఫ్ట్ అక్షరం
ਸ਼ਿਫਟ ਕਾਉਂਟਰ,షిఫ్ట్ కౌంటర్
ਸ਼ਿਫਟ ਡਾਉਨ ਮੋਡ,మోడెమ్ డౌన్ షిఫ్ట్
ਸ਼ਿਫਟ ਇਨ ਅੱਖਰ,షిఫ్ట్-ఇన్ అక్షరం
ਸ਼ਿਫਟ ਹਦਾਇਤ,షిఫ్ట్ సూచన
ਸ਼ਿਫਟ ਕੀਿੰਗ,షిఫ్ట్ కీయింగ్
ਅੱਖਰ ਨੂੰ ਸ਼ਿਫਟ ਕਰੋ,అక్షరాన్ని మార్చండి
ਸ਼ਿਫਟ ਪਲਸ,షిఫ్ట్ పల్స్
"ਸ਼ਿਫਟ ਘਟਾਓ
 ਪਾਰਸਿੰਗ","షిఫ్ట్ తగ్గించండి
 పార్సింగ్"
ਸ਼ਿਫਟ ਰਜਿਸਟਰ,షిఫ్ట్ రిజిస్టర్
ਸ਼ੂਟਿੰਗ ਵਿਧੀ,షూటింగ్ పద్ధతి
ਦੁਕਾਨ,అంగడి
ਛੋਟਾ ਬਲਾਕ,చిన్న బ్లాక్
ਛੋਟਾ ਕਾਰਡ,చిన్న కార్డు
ਛੋਟਾ ਕੋਡ ਡਾਇਲਿੰਗ,చిన్న కోడ్ డయలింగ్
ਛੋਟਾ ਡਾਇਲਿੰਗ,చిన్న డయలింగ్
"ਛੋਟਾ ਰਸਤਾ
 ਐਲਗੋਰਿਦਮ","చిన్న మార్గం
 అల్గోరిథం"
ਛੋਟੀ ਹਦਾਇਤ,చిన్న సూచన
"ਘੱਟ ਸਮੇਂ ਲਈ
 ਤਹਿ ਕਰਨਾ","తక్కువ సమయం
 షెడ్యూలింగ్"
ਥੋੜ੍ਹੇ ਸਮੇਂ ਦੀ ਸਟੋਰੇਜ,స్వల్పకాలిక నిల్వ
ਛੋਟਾ ਸ਼ਬਦ,చిన్న పదం
ਮੋ er ੇ ਦਾ ਟੈਪ,భుజం ట్యాప్
ਕ੍ਰਮ ਬੰਦ ਕਰਨਾ,షట్ ఆఫ్ సీక్వెన్స్
ਭੈਣ-ਭਰਾ,తోబుట్టువు
ਸਾਈਡ ਬੈਂਡ,సైడ్ బ్యాండ్
ਸਾਈਡ ਸਰਕਟ,సైడ్ సర్క్యూట్
ਨੁਕਸਾਨ,దుష్ప్రభావాన్ని
ਸਾਈਡ ਲੋਬ,సైడ్ లోబ్
ਸਿਫਟਿੰਗ ਤਕਨੀਕ,జల్లెడ సాంకేతికత
ਨਜ਼ਰ ਚੈੱਕ,దృష్టి తనిఖీ
ਸਿਗਮਾ ਦੀ ਭਾਸ਼ਾ,సిగ్మా భాష
ਸਿਗਮਾ ਮੈਮੋਰੀ,సిగ్మా మెమరీ
ਸਿਗਮਾ ਸਟੋਰੇਜ,సిగ్మా నిల్వ
ਸਿਗਮਾ ਟ੍ਰੀ,సిగ్మా చెట్టు
ਸਿਗਮਾ ਸ਼ਬਦ,సిగ్మా పదం
ਦਸਤਖਤ,సైన్
ਇਸ਼ਾਰਾ,సిగ్నల్
ਸਿਗਨਲ ਕੰਡੀਸ਼ਨਿੰਗ,సిగ్నల్ కండిషనింగ్
"ਸਿਗਨਲ ਤਬਦੀਲੀ
 ਉਪਕਰਣ","సిగ్నల్ మార్పిడి
 పరికరాలు"
ਸਿਗਨਲ ਕਨਵਰਟਰ,సిగ్నల్ కన్వర్టర్
ਸੰਕੇਤ ਦੂਰੀ,సిగ్నల్ దూరం
ਸਿਗਨਲ ਡਿਸਟ੍ਰੀਬਿ .ਟਰ,సిగ్నల్ డిస్ట్రిబ్యూటర్
ਸੰਕੇਤ ਤੱਤ,సిగ్నల్ ఎలిమెంట్
ਸੰਕੇਤ ਯੋਗ ਕਰਨਾ,సిగ్నల్ ఎనేబుల్
ਸੰਕੇਤ ਰੋਕਣਾ,సిగ్నల్ ఇన్హిబిటింగ్
ਸੰਕੇਤ ਦਾ ਪੱਧਰ,సిగ్నల్ స్థాయి
ਸਿਗਨਲ ਰੇਟ,సిగ్నలింగ్ రేటు
ਸੰਕੇਤ ਕਾਰਵਾਈ,సిగ్నల్ ఆపరేషన్
ਸੰਕੇਤ ਪ੍ਰੋਸੈਸਿੰਗ,సిగ్నల్ ప్రాసెసింగ్
ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਰ,సిగ్నల్ ప్రాసెసర్
ਸੰਕੇਤ ਅਨੁਪਾਤ,సిగ్నల్ నిష్పత్తి
"ਇਸ਼ਾਰਾ
 ਪੁਨਰਜਨਮ","సిగ్నల్
 పునరుత్పత్తి"
"ਇਸ਼ਾਰਾ
 ਮਾਨਕੀਕਰਨ","సిగ్నల్
 ప్రామాణీకరణ"
ਸੰਕੇਤ ਸ਼ਕਤੀ,సిగ్నల్ బలం
"ਸ਼ੋਰ ਨੂੰ ਸੰਕੇਤ
 ਅਨੁਪਾਤ","శబ్దానికి సిగ్నల్
 నిష్పత్తి"
"ਸਿਗਨਲ ਟ੍ਰਾਂਸਫਰ
 ਬਿੰਦੂ","సిగ్నల్ బదిలీ
 పాయింట్"
"ਇਸ਼ਾਰਾ
 ਤਬਦੀਲੀ","సిగ్నల్
 పరివర్తన"
ਦਸਤਖਤ ਵਿਸ਼ਲੇਸ਼ਣ,సంతకం విశ్లేషణ
ਦਸਤਖਤ ਟੈਸਟਿੰਗ,సంతకం పరీక్ష
ਬਿੱਟ,సైన్ బిట్
ਸਾਈਨ ਅੱਖਰ,సైన్ క్యారెక్టర్
ਦਸਤਖਤ ਦੀ ਸਥਿਤੀ,సైన్ కండిషన్
ਸਾਈਨ ਡਿਜਿਟ,సంతకం అంకె
ਦਸਤਖਤ ਕੀਤੇ ਬਾਈਨਰੀ,సంతకం చేసిన బైనరీ
ਦਸਤਖਤ ਕੀਤੇ ਖੇਤਰ,సంతకం చేసిన ఫీల్డ్
"ਦਸਤਖਤ ਕੀਤੇ ਤੀਬਰਤਾ
 ਪ੍ਰਤੀਨਿਧਤਾ","సంతకం చేసిన పరిమాణం
 ప్రాతినిథ్యం"
"ਦਸਤਖਤ ਕੀਤੇ ਪੈਕੇਟ
 ਦਸ਼ਮਲਵ","సంతకం చేసిన ప్యాకెట్
 దశాంశం"
ਮਹੱਤਵਪੂਰਨ ਅੰਕ,ముఖ్యమైన అంకె
"ਮਹੱਤਵਪੂਰਨ ਅੰਕ
 ਹਿਸਾਬ","ముఖ్యమైన అంకె
 అంకగణితం"
ਮਹੱਤਵਪੂਰਣ ਚਿੱਤਰ,ముఖ్యమైన సంఖ్య
ਮਹੱਤਵਪੂਰਨ ਅੰਤਰਾਲ,ముఖ్యమైన విరామం
ਦਸਤਖਤ ਮਾਪ,సంకేత పరిమాణం
ਦਸਤਖਤ ਸਥਿਤੀ,సైన్ స్థానం
ਸਿਲੀਕਾਨ ਚਿੱਪ,సిలికాన్ చిప్
ਸਿਲੀਕਾਨ ਗੇਟ,సిలికాన్ గేట్
ਸਮਾਨ ਰੁੱਖ,ఇలాంటి చెట్లు
ਸਧਾਰਨ ਬਫਰਿੰਗ,సాధారణ బఫరింగ్
ਸਧਾਰਣ ਸਥਿਤੀ,సాధారణ పరిస్థితి
ਸਧਾਰਣ ਹਦਾਇਤ,సాధారణ సూచన
"ਸਧਾਰਣ ਹਦਾਇਤ
 ਮਲਟੀਪਲ ਡੇਟਾ","సాధారణ సూచన
 బహుళ డేటా"
ਸਧਾਰਨ ਪੈਰਾਮੀਟਰ,సాధారణ పరామితి
"ਸਧਾਰਣ ਸਮਾਨਤਾ
 ਚੈਕ","సాధారణ సమానత్వం
 తనిఖీ"
ਸਧਾਰਣ ਚੈਨਲ,సింప్లెక్స్ ఛానల్
ਸਧਾਰਣ ਸਰਕਟ,సింప్లెక్స్ సర్క్యూట్
ਸਧਾਰਨ ਕੋਡ,సింప్లెక్స్ కోడ్
"ਸਧਾਰਨ
 ਸੰਚਾਰ","సింప్లెక్స్
 కమ్యూనికేషన్"
ਸਧਾਰਣ ਐਕਸ ਵਿਧੀ,సింప్లెక్స్ పద్ధతి
ਸਧਾਰਨ ਸਿਸਟਮ,సింప్లెక్స్ సిస్టమ్
"ਸਧਾਰਨ
 ਸੰਚਾਰ","సింప్లెక్స్
 ప్రసార"
ਸਿਮਕ੍ਰਿਪਟ,సిమ్‌స్క్రిప్ట్
"ਸਿਮੂਲੇਸ਼ਨ
 ਭਾਸ਼ਾ","అనుకరణ
 భాష"
ਸਿਮੂਲੇਟਰ,సిమ్యులేటర్
"ਸਿਮਟਲ
 ਪਹੁੰਚ","ఏకకాలంలో
 యాక్సెస్"
"ਸਿਮਟਲ
 ਕੰਪਿ computer ਟਰ","ఏకకాలంలో
 కంప్యూటర్"
"ਸਿਮਟਲ ਇੰਪੁੱਟ
 ਆਉਟਪੁੱਟ","ఏకకాల ఇన్పుట్
 అవుట్పుట్"
"ਸਿਮਟਲ
 ਓਪਰੇਸ਼ਨ","ఏకకాలంలో
 ఆపరేషన్"
"ਸਿਮਟਲ
 ਕਾਰਵਾਈ","ఏకకాలంలో
 ప్రాసెసింగ్"
"ਸਿਮਟਲ
 ਸੰਚਾਰ","ఏకకాలంలో
 ప్రసార"
ਇਕੋ ਪਤਾ,ఒకే చిరునామా
"ਇਕੋ ਪਤਾ
 ਕੋਡ","ఒకే చిరునామా
 కోడ్"
"ਇਕੋ ਪਤਾ
 ਹਦਾਇਤ","ఒకే చిరునామా
 సూచన"
"ਇਕੋ ਪਤਾ
 ਸੁਨੇਹਾ","ఒకే చిరునామా
 సందేశం"
"ਇਕੋ ਅਸਾਈਨਮੈਂਟ
 ਭਾਸ਼ਾ","సింగిల్ అసైన్‌మెంట్
 భాష"
ਸਿੰਗਲ ਬਫਰਿੰਗ,సింగిల్ బఫరింగ్
ਸਿੰਗਲ ਸਰਕਟ,సింగిల్ సర్క్యూట్
ਸਿੰਗਲ ਚੱਕਰ ਕੁੰਜੀ,సింగిల్ సైకిల్ కీ
"ਸਿੰਗਲ ਡੋਮੇਨ
 ਨੈੱਟਵਰਕ","సింగిల్ డొమైన్
 నెట్‌వర్క్"
ਇਕੋ ਗਲਤੀ,ఒకే లోపం
"ਇਕੋ ਬਾਰੰਬਾਰਤਾ
 ਸੰਕੇਤ","సింగిల్ ఫ్రీక్వెన్సీ
 సిగ్నలింగ్"
"ਇਕੋ ਹਦਾਇਤ
 ਮਲਟੀਪਲ ਡਾਟਾ","ఒకే సూచన
 బహుళ డేటా"
"ਇਕੋ ਲੰਬਾਈ
 ਕੰਮ ਕਰਨਾ","ఒకే పొడవు
 పని"
"ਸਿੰਗਲ ਦਫਤਰ
 ਐਕਸਚੇਂਜ","ఒకే కార్యాలయం
 మార్పిడి"
"ਸਿੰਗਲ ਓਪਰੇਂਡ
 ਸੰਬੋਧਨ ਕਰਨਾ","సింగిల్ ఒపెరాండ్
 చిరునామా"
"ਸਿੰਗਲ ਓਪਰੇਂਡ
 ਹਦਾਇਤ","సింగిల్ ఒపెరాండ్
 సూచన"
ਸਿੰਗਲ ਓਪਰੇਸ਼ਨ,ఒకే ఆపరేషన్
"ਸਿੰਗਲ ਪਾਸ
 ਪ੍ਰੋਗਰਾਮ","సింగిల్ పాస్
 ప్రోగ్రామ్"
"ਸਿੰਗਲ ਪੁਆਇੰਟ
 ਜ਼ਮੀਨ","సింగిల్ పాయింట్
 గ్రౌండ్"
ਇਕੋ ਸ਼ੁੱਧਤਾ,ఒకే ఖచ్చితత్వం
ਸਿੰਗਲ ਸੈਟ ਅਪ,సింగిల్ సెటప్
"ਸਿੰਗਲ ਸ਼ੀਟ
 ਖਿਲਾਉਣਾ","సింగిల్ షీట్
 దాణా"
ਸਿੰਗਲ ਸ਼ਾਟ ਸਰਕਟ,సింగిల్ షాట్ సర్క్యూట్
"ਸਿੰਗਲ ਸਾਈਡ ਬੈਂਡ
 ਸੰਚਾਰ","సింగిల్ సైడ్ బ్యాండ్
 ప్రసార"
ਇਕੋ ਕਦਮ,ఒకే దశ
"ਇਕੋ ਕਦਮ
 ਓਪਰੇਸ਼ਨ","ఒకే దశ
 ఆపరేషన్"
ਸਿੰਗਲ ਥ੍ਰੈਡਿੰਗ,సింగిల్ థ్రెడింగ్
ਸਿੰਗਲ ਵਰਟੀਕਲ ਕੁੰਜੀ,ఒకే నిలువు కీ
ਸਿੰਗਲ ਲਿੰਕਡ ਲਿਸਟ,సింగిల్ లింక్డ్ లిస్ట్
ਸਿੰਕ ਮੌਜੂਦਾ,సింక్ కరెంట్
ਡੁੱਬ ਰਹੀ ਤਕਨੀਕ,మునిగిపోతున్న సాంకేతికత
"ਇਕੋ ਲੰਬਾਈ
 ਕੰਮ ਕਰਨਾ","ఒకే పొడవు
 పని"
ਛੇ ਬਿੱਟ ਬਾਈਟ,ఆరు బిట్ బైట్
ਛੇ ਅੰਕ ਦਾ ਅਨੁਵਾਦ,ఆరు అంకెల అనువాదం
ਆਕਾਰ,సైజింగ్
