ab initio,আৰম্ভৰপৰা
trace,"1. অনুলিপি তোল 2. সন্ধান উলিয়া 3. শুঙসূত্র উলিয়া 4. গমন চিহ্ন, লিক, পটি"
tract,ভূভাগ
traction,কর্ষণ
trade agreement,বাণিজ্য চুক্তি
trade union,শ্রমিক সংঘ
tradition,পৰম্পৰা
train,1.ৰেলগাড়ী 2. প্রশিক্ষিত কৰ
trainee,প্রশিক্ষার্থী
traineeship,প্রশিক্ষণবৃত্তি
trainer,প্রশিক্ষক
training,প্রশিক্ষণ
training centre,প্রশিক্ষণ কেন্দ্র
training college,প্রশিক্ষণ কলেজ
training division,প্রশিক্ষণ প্রভাগ
training institute,প্রশিক্ষণ প্রতিষ্ঠান
training period,প্রশিক্ষণ কাল
training programme,প্রশিক্ষণ কার্য্যক্রম
training unit,প্রশিক্ষণ একক
trait,1.বিশেষ লক্ষণ 2. বিশেষ চিন
traitor,বিশ্বাসঘাতক
tranquility,প্রশান্তি
transaction,"লেন-দেন, কর্ম সঞ্চালন"
transaction of business,1.কাম কৰা 2. ব্যৱসায় সঞ্চালন
transcription,"প্রতিলেখন, অনুলেখন, লিপ্যংকন"
transfer,"1.স্থানান্তৰণ, বদলি 2. হস্তান্তৰণ"
transfer entry,হস্তান্তৰ প্রৱিষ্টি
transfer fee,হস্তান্তৰ শুল্ক
transfer memorandum,স্থানান্তৰণ জ্ঞাপন
transfer on deputation,প্রতিনিযক্তিত স্থানান্তৰণ
transfer order,স্থানান্তৰণ আদেশ
transferable goods,হস্তান্তৰযোগ্য সামগ্রী
transformation,ৰূপান্তৰণ
transit,1.সংক্রমণ 2. পাৰগমন 3. পাৰবহন
transit duty,সংক্রমণ শুল্ক
transit pass,পাৰগমন পাচ
transit visa,পাৰগমন ভীজা
transit workshop,পাৰগমন কর্মশালা
transitional,সংক্রমণকালীন
translation,অনুবাদ
transliteration,লিপ্যন্তৰণ
transmission,1.সঞ্চৰণ 2. প্রেৰণ
transmit,"1. প্রেৰণ কৰ 2. বিস্তৃত কৰ, সংক্রমন কৰ 3. প্রবিষ্ট হ’বলৈ দে 4. সম্প্রচাৰ কৰ"
transport,পৰিবহণ কৰ
transport allowance,পৰিবহণ ভাট্টা
transportation,পৰিবহণ
transposition,"পক্ষান্তৰ কৰ, স্থান বিনিময় কৰ"
trap,"ফান্দ পাত, জালত পেলা"
travel,"যাত্রা, যাত্রা কৰ"
travel expenses,যাত্রা ব্যয়
traveller’s cheque,যাত্রী চেক
travelling allowance,যাত্রা ভাট্টা
travelling allowance bill,যাত্রা ভাট্টা বিল
travelling concession,যাত্রা সম্বন্ধীয় ৰেহাই
treachery,বিশ্বাসঘাতকতা
treason,"দেশদ্রোহ, ৰাজদ্রোহ"
treasury,কোষ
treasury bench,"শাসক পক্ষ, চৰকাৰী পক্ষ"
treasury deposit recipt(T.D.R.),কোষ জমা ৰছিদ
treasury receipt,কোষ ৰছিদ
treasury voucher,কোষ প্রমাণক
treat,1.উপচাৰ কৰ 2. ব্যৱহাৰ কৰ 3. মানি ল 4. সৎকাৰ কৰ
treaty,সন্ধি
treaty of extradition,প্রত্যর্পণ সন্ধি
trek,1. দুর্গম পদযাত্রা 2. দুর্গম যাত্রা
trend,"প্রবাহ, স্রোত"
trespass,"আইন উলংঘন, অনধিকাৰ প্রবেশ"
trial,"বিচাৰ, পৰীক্ষা"
trial balance,কেঁচা শেষ
trial period,পৰীক্ষণ অৱধি
tribal area development,জনজাতীয় ক্ষেত্র বিকাশ
tribal welfare,জনজাতীয় কল্যাণ
tribe,জনজাতি
tribunal,ন্যায়াধিকৰণ
tribute,শ্রদ্ধার্ঘ
trim,নিয়াৰি কৰ
trip,ভ্রমণ
tripartite,ত্রিপাক্ষিক
triple,ত্রি
triplicate,"তিনিটা প্রতি, তৃতীয় প্রতি"
true copy,শুদ্ধ প্রতিলিপি
trunk call,ট্রাংক্‌ কল
trust,"1. আস্থা, বিশ্বাস 2. ন্যাস"
trustee,ন্যাসৰক্ষী
trustworthy,"আস্থাযোগ্য, বিশ্বস্ত"
turn down,"অস্বীকাৰ কৰ, প্রত্যাখ্যান কৰ"
turnkey basis,আদ্যোপান্ত আধাৰ
turnout,1. দ্রুত উৎপাদন 2. উপস্থিতি
turnover,1.সমুচ্চয় ধন 2. লুটিয়াই পেলা
turpitude,"অধমতা, নীচত্ব"
tutelage,1.অভিভাৱকতা 2. শিকনি 3. আধিপত্য
twin city,দ্বৈত চহৰ
twin sharing basis,দ্বিভাগিতা আধাৰ
type,"1. ছপা, মুদ্রলেখ 2. প্রৰূপ 3. টাইপ কৰ"
typescript,টাইপ প্রতি
typewriter,টাইপৰাইটাৰ
typewriting,টাইপ কৰা
typical,প্রৰূপী
typing,টাইপিঙ
typing machine,মুদ্রলেখযন্ত্র
typing pool,টাইপিঙ পুল
typographical error,মুদ্রণ ভুল
ulterior motive,গুপ্ত অভিপ্রায়
ultimate,1.অন্তিম 2. চৰম
ultimate consignee,অন্তিমপ্রাপক
ultimate cost,অন্তিম ব্যয়
ultimate goal,অন্তিম লক্ষ্য
ultimate objective,অন্তিম উদ্দেশ্য
ultimately,অৱশেষত
ultimatum,অন্তিম সতর্কবাণী
ultimo,বিগত মাহৰ
ultravires,"শক্তিবিৰুদ্ধ, ক্ষমতা বর্হিভূত"
umpire,"অধিনির্ণায়ক, আম্পায়াৰ"
unacceptable,"অস্বীকার্য্য, অগ্রহণীয়"
unaccompanied baggage,অসংগী আচবাব
unaided,অসাহায্যপ্রাপ্ত
unambiguous,অদ্ব্যর্থক
unanimity,সর্বসন্মতি
unanimous,সর্বসন্মত
unanimous decision,সর্বসন্মত সিদ্ধান্ত
unassuming,বিনম্র
unattached,অসংবদ্ধ
unauthorized,"অপ্রাধিকৃত, অকর্ত্তৃত্বশীল"
unavoidable,অপৰিহার্য্য
unavoidable circumstances,অপৰিহার্য্য পৰিস্থিতি
unavoidable delay,অপৰিহার্য্য বিলম্ব
unbecoming,অশোভনীয়
uncashed,বিনা ভঙন
uncertain,অনিশ্চিত
unclaimed,কোনেও দাবী নকৰা
unclaimed baggage,কোনেও দাবী নকৰা সামগ্রী
unclassified,"অবর্গীকৃত, অগোপনীয়"
uncommitted,অদায়বদ্ধ
uncommon,অসাধাৰণ
uncompromising,আপোচবিহীন
unconditional,চর্তবিহীন
unconfirmed,নিশ্চিত কৰিব নোৱৰা
unconfirmed report,নিশ্চিত কৰিব নোৱৰা বাতৰি
unconstitutional,অসাংবিধানিক
uncontested,নির্বিৰোধ
uncontrolled,অনিয়ন্ত্রিত
uncorroborated,অসংপুষ্ট
uncovered demand,মানি নোলোৱা দাবী
undated,তাৰিখবিহীন
undelivered letter,হাতত নপৰা চিঠি
under,"1.অধীন, (পদনাম) অৱৰ 2. কম, ন্যূন, অল্প"
under assessment,অৱনির্দ্ধাৰণ
under billing,কম ধনৰাশিৰ বিল তৈয়াৰ কৰা
under certificate of posting,দাক-প্রমাণিত
under consideration,বিবেচনাধীন
under employed,অৱনিয়োজিত
under employment,অৱনিয়োজন
under examination,পৰীক্ষাধীন
under invoicing,অৱবীজকন
under reference,প্রসংগাধীন
under-age,অল্প বয়স
under-estimate,কম অনুমান
under-hand dealing,গোপন বুজাবুজি
under-manned,অৱসংখ্যক
under-paid,কম বেতনপ্রাপ্ত
under-population,কম জনসংখ্যা
under-production,1.কম উৎপাদন 2. উৎপাদন অধীন
under-utilization,অল্প উপযোগ
under-valuation,অল্পমূল্যন
underconsumption,অল্প উপভোগ
underdeveloped,অল্পবিকশিত
undergraduate,"প্রাক স্নাতক, পূর্বস্নাতক"
underground,ভুমিগত
underlined,ৰেখাঙ্কিত
undersigned,নিম্ন স্বাক্ষৰকাৰী
understanding,বুজাবুজি
undertake,1.দায়িত্ব ল 2. প্রতিশ্রুতি দে
undertaking,1.প্রতিষ্ঠান 2. প্রতিশ্রুতি
undertrial,বিচাৰাধীন
undesirable,অবাঞ্চনীয়
undignified,"অশোভনীয়, অভদ্র, মর্য্যাদাহীন"
undisbursed loan,অসংবিতৰিত ঋণ
undisputed,অবিসম্বাদী
undivided,অবিভক্ত
undoubtedly,নিসন্দেহে
undue,অনুচিত
undue delay,অনুচিত বিলম্ব
undue influence,অনুচিত প্রভাৱ
unearned income,অনর্জিত আয়
unearth,"খবৰ কৰ, সন্ধান কৰ, অন্বেষণ কৰ"
uneconomical,অলাভকৰ
unemployment,"কর্মসংস্থানহীনতা, নিবনুৱা"
uneven land,অসমতল ভূমি
unexpected delay,অপ্রত্যাশিত বিলম্ব
unexpired,অসমাপ্ত
unfair,অনুচিত
unfair dismissal,অনুচিত বর্খাস্তকৰণ
unfair labour practices,অনুচিত শ্রম ব্যৱহাৰ
unfair means,"অনুচিত উপায়, অনুচিত সাধন"
unfavourable,প্রতিকূল
unfit,"অযোগ্য, অনুপযুক্ত"
unfit for promotion,পদোন্নতিৰ বাবে অনুপযুক্ত
unforeseen,"অদৃষ্ট, অপ্রত্যাশিত"
unforeseen charges,অদৃষ্ট প্রভাৰ
unforeseen circumstances,অপ্রত্যাশিত পৰিস্থিতি
unicameral,একসদনীয়
unicameral legislature,একসদনীয় বিধান মণ্ডল
unification,"একীকৰণ, একত্রিকৰণ"
unified scale,একীকৃত বেতনমান
