Hindi,Telugu
क्वान्टमीकरण रव,పరిమాణ శబ్దం
क्वान्टमीकरण अनिश्चितता,"పరిమాణీకరణ
 అనిశ్చితి"
क्वान्टमन,పరిమాణీకరణ
क्वान्टमक,క్వాంటైజర్
क्वान्टमक रव,క్వాంటైజర్ శబ్దం
क्वान्टमीकरण त्रुटि,పరిమాణ లోపం
क्वान्टम घड़ी,క్వాంటం గడియారం
क्वान्टम कालांश,క్వాంటం సమయం
चतुर्थाश चाल,క్వార్టర్ స్పీడ్
चतुर्थांश वर्ग गुणक,"క్వార్టర్-స్క్వేర్స్
 గుణకం"
चतुष्टय,క్వార్టెట్
क्वार्ट्ज विलंब लाइन,క్వార్ట్జ్ ఆలస్యం లైన్
छद्म अनुदेश,"పాక్షిక సూచన
 (= నకిలీ
 సూచన)"
चतुराधारी तर्क,క్వాటర్నరీ లాజిక్
चतुष्टय संकारक,"క్వాటర్నరీ
 ఆపరేటర్"
पृच्छा,ప్రశ్న
पृच्छा भाषा,ప్రశ్న భాష
पृच्छा संसाधन,ప్రశ్న ప్రాసెసింగ్
पृच्छा केन्द्र,ప్రశ్న స్టేషన్
पंक्ति,క్యూ
पंक्ति संकुलन,క్యూ రద్దీ
पंक्ति नियंत्रण खंडक,"క్యూ నియంత్రణ
 బ్లాక్"
पंक्तिबद्ध अभिगम विधि,"క్యూడ్ యాక్సెస్
 విధానం"
पंक्ति आँकड़ा समुच्चय,క్యూ డేటా సెట్
पंक्तिबद्ध सूचित अनुक्रमिक विधि,"క్యూడ్ ఇండెక్స్
 సీక్వెన్షియల్
 విధానం"
पंक्तिबद्ध दूर संचार अभिगम विधि,క్యూడ్ టెలికమ్యూనికేషన్ యాక్సెస్ పద్ధతి
पंक्ति अवयव,క్యూ ఎలిమెంట్
पंक्ति कड़ी शब्द,క్యూ లింక్ పదం
पंक्ति प्रबंध,"క్యూ
 నిర్వహణ"
पंक्तियन,క్యూయింగ్
पंक्ति विश्लेषण,క్యూయింగ్ విశ్లేషణ
पंक्ति सूची,క్యూయింగ్ జాబితా
पंक्ति सिद्धांत,క్యూయింగ్ సిద్ధాంతం
पंक्ति काल,క్యూయింగ్ సమయం
द्विपंचक कूट,"క్విబరీ కోడ్
 (= బిక్వరీ
 సంకేతము)"
दूत अभिगम स्मृति,"శీఘ్ర-యాక్సెస్
 మెమరీ"
"दुत छँटाई, द्रुत शाटन",శీఘ్ర క్రమబద్ధీకరణ
द्रुत प्रारंभ,త్వరగా ప్రారంభించు
अक्रियण,QUISCE
निष्पंद,క్విసెంట్
निष्पंद दशा,"క్విసెంట్
 కండిషన్"
पंचाधारी,క్వార్టర్
पंचाधारी पद्धति,క్వార్టర్ సిస్టమ్
पंचतय,క్విన్టెట్
रैक,రాక్
पंक्तिशः प्रदर्श,ర్యాకింగ్
त्रिज्य स्थानांतरण,రేడియల్ బదిలీ
रेडियो सामान्य वाहक,"రేడియో కామన్
 క్యారియర్"
रेडियो रिले तंत्र,రేడియో రిలే వ్యవస్థ
रेडियो टेलिटाइपराइटर,"రేడియో
 టెలిటైప్రైటర్"
मूलांक,రాడిక్స్
मूलांक पूरक,రాడిక్స్ కాంప్లిమెంట్
मूलांक विनिमय,రాడిక్స్ మార్పిడి
ह्रासित मूलांक पूरक,"రాడిక్స్-మైనస్-వన్
 పూరక
 (= తగ్గిపోయింది
 రాడిక్స్
 పూర్తి)"
मूलांक अंकन-पद्धति,రాడిక్స్ సంజ్ఞామానం
मूलांक संख्यान पद्धति,"రాడిక్స్ సంఖ్య
 వ్యవస్థ"
मूलांक बिन्दु,రాడిక్స్ పాయింట్
मूलांक शाटन,రాడిక్స్ సార్టింగ్
विषम सरणी,చిరిగిపోయిన శ్రేణి
रैम सन्निक्षेप,రామ్ డంప్
रैम भारक,రామ్ లోడర్
रैम सदिश पेटी,రామ్ మెయిల్ బాక్స్
रैम (यादृच्छिक अभिगम स्मृति),"రామ్ (రాండమ్
 యాక్సెస్ మెమరీ)"
