Gujarati,Bengali
ચેપ,সংক্রমণ
ટ્રાન્સફર,স্থানান্তর
અર્ધપારદર્શકતા,স্বচ্ছতা
પ્રસારણક્ષમતા,সংক্রমণযোগ্যতা
"ટ્રાન્સમિશન, ટ્રાન્સમિશન, ટ્રાન્સમિશન, ટ્રાન્ઝિટ","ট্রান্সমিশন, ট্রান্সমিশন, ট্রান্সমিশন, ট্রানজিট"
અભેદ્યતા,ব্যাপ্তিযোগ্যতা
"ટ્રાન્સમિટ કરો, વાતચીત કરો","প্রেরণ করা, যোগাযোগ করা"
ગુણાતીત,অতিক্রান্ত
"મોકલનાર, મોકલનાર, સંદેશાવ્યવહાર કરનાર","প্রেরক, প্রেরক, যোগাযোগকারী"
અભેદ્યતા સૂચકાંક,ব্যাপ্তিযোগ্যতা সূচক
"પારદર્શિતા, પારદર્શિતા, પારદર્શક ચિત્ર","স্বচ্ছতা, স্বচ্ছতা, স্বচ্ছ ছবি"
"પારદર્શક, પારદર્શક","স্বচ্ছ, স্বচ্ছ"
"શ્વાસોચ્છવાસ, શ્વાસોચ્છવાસ","শ্বাস প্রশ্বাস, শ্বাস প্রশ্বাস"
ટ્રાન્સપોન્ડર,ট্রান্সপন্ডার
પેરાયુરેનિયમ,প্যারাউরানেমিক
"ત્રાંસી, ત્રાંસી","ট্রান্সভার্স, ট্রান্সভার্স"
"કેપ્ચર, કેજ, ડિમોલિશન, રાચરચીલું","ক্যাপচার, খাঁচা, ধ্বংস, গৃহসজ্জার সামগ্রী"
જંગમ માઇક્રોસ્કોપ,চলমান মাইক্রোস্কোপ
પ્રગતિશીલ તરંગ,প্রগতিশীল তরঙ্গ
"ટ્રાયડ, ટ્રાયડ, ટ્રાયડ","triad, triad, triad"
"ટ્રિગર, રિલીઝ","ট্রিগার, মুক্তি"
ત્રિસમાનાતાક્ષ,trismanataksha
ત્રિકોણમિતિ,ত্রিকোণমিতিক
triode,triode
"ચાલુ કરો, ચાલુ કરો, ટ્રિગર કરો","চালু, চালু, ট্রিগার"
ટ્રિપલ આયનીકરણ,ট্রিপল আয়নকরণ
ટ્રિપલ ઉત્પાદન,ট্রিপল পণ্য
ભૌગોલિક ઉત્તર,ভৌগলিক উত্তর
"ચોકસાઈ, ચોકસાઈ","নির্ভুলতা, নির্ভুলতা"
"સૂર (સં.), સુમેળ, સુમેળ (વિ.)","সুর (সম্পাদনা), সুরেলা করা, সুরেলা করা (v.)"
ટ્યુનર,টিউনার
ટનલ અસર,টানেল প্রভাব
ટર્બાઇન,টারবাইন
ગરબડ,অশান্তি
ચકિત,বিভ্রান্ত
ઉપર વળગી રહેવું,ভাষা পরিবর্তন
"yaml, yaml","ইয়ামল, ইয়ামল"
"ખેંચાણ, ટ્વિસ્ટ, ટ્વિસ્ટ, ટ્વિસ્ટ","cramps, twists, twists, twists"
આત્યંતિક,চরম
chmm શૂન્યાવકાશ,chmm ভ্যাকুয়াম
અંતિમ મૂલ્ય,চূড়ান্ত মান
અતિ ઉચ્ચ આવર્તન,অতি উচ্চ ফ্রিকোয়েন্সি
સખત તાપમાન,উচ্চ তাপমাত্রা
અલ્ટ્રાસોનિક,অতিস্বনক
અલ્ટ્રાસોનિક,অতিস্বনক
અલ્ટ્રા-વાયોલેટ,অতিবেগুনি
"પડછાયો, રોશની કેન્દ્ર, છત્ર","ছায়া, আলোকসজ্জা কেন্দ্র, ছাতা"
ઉમકલપ,উমক্লাপ
અન-એનિલ્ડ,আন-নিল
નિષ્પક્ષ,পক্ষপাতশূন্য
અવિશ્વસનીય,অদম্য
અપૂર્ણ ભંડોળ,অসম্পূর্ণ তহবিল
અણગમતું,অবাঞ্ছিত
ઓછી ભીનાશ,কম স্যাঁতসেঁতে
અંતિમ જમીન,শেষ জমি
લહેર,তরঙ্গ
"અક્ષીય, અક્ષીય","uniaxial, uniaxial"
યુનિફોર્મ,ইউনিফর্ম
"સમાનતા, આસપાસની, આસપાસની-કુટુંબ","মিল, পরিবেষ্টিত, পরিবেষ্টিত-পরিবার"
"એકપક્ષીય, એકપક્ષીય","একতরফা, একতরফা"
"અવાજ, સ્વર","কণ্ঠস্বর, সুর"
"એકમ, એકમ, એકમ, એકમ, એકમ, એકમ, એકમ","একক, একক, একক, একক, একক, একক, একক"
એકલુ,একক
વિશ્વ વસ્તી,বিশ্ব জনসংখ্যা
"વિજાતીય, વિરુદ્ધ","heterogeneous, বিপরীত"
"જોડી કરેલ, જોડી વગરનું, જોડી વગરનું","paired, unpaired, unpaired"
ગુસ્સે,ক্ষুব্ধ
અસંતૃપ્તિ,অসম্পৃক্ততা
ઉત્સાહ,উচ্ছ্বাস
શૂન્યાવકાશ,শূন্যস্থান
વેક્યુમ-,শূন্যস্থান-
શૂન્યાવકાશ,শূন্যস্থান
કનેક્ટિવિટી,সংযোগ
કનેક્ટિવિટી,সংযোগ
"માન્ય, માન્ય","বৈধ, বৈধ"
"માન્યતા, માન્યતા","বৈধতা, স্বীকৃতি"
કિંમત કિંમત,মূল্য মান
"વાલ્વ, વાલ્વ","ভালভ, ভালভ"
વેપોરાઇઝર,vaporizer
વરાળ,বাষ্প
"ચલ, ચલ, ચલ","পরিবর্তনশীল, পরিবর্তনশীল, পরিবর্তনশীল"
variac,variac
વેરિસ્ટર,Varistor
"વેક્ટર, વેક્ટર, વેક્ટર, વેક્ટર","ভেক্টর, ভেক্টর, ভেক্টর, ভেক্টর"
વેગ,বেগ
વેગ પ્રોફાઇલ,বেগ প্রোফাইল
વેટુરીમીટર,ভাটুরিমিটার
"ચકાસો, તપાસો","যাচাই করা, যাচাই করা"
વેર્નિયર,ভার্নিয়ার
વેર્નિયર કેલિપર્સ,একপ্রকার সুক্ষ্ম স্কেল ব্যাস মাপিবার যঁত্রবিশেষ
સૌથી ઓછી ગણતરી,vernier অন্তত গণনা
ટોપ,শীর্ষ
"ઊભી, ઊભી, ઊભી, ઊભી (v.), ઊભી રેખા (n.)","উল্লম্ব, উল্লম্ব, উল্লম্ব, উল্লম্ব (v.), উল্লম্ব লাইন (n.)"
ઝડપી,দ্রুত
ઉચ્ચ આવર્તન,উচ্চ তরঙ্গ
બહુ જ ઓછું,খুবই নিন্ম
અલ્ટ્રા શોર્ટ રેડિયેશન,অতি সংক্ষিপ্ত বিকিরণ
કંપન,কম্পন
વાઇબ્રેશનલ ઉત્તેજના,কম্পন উদ্দীপনা
કંપની-સ્પેક્ટ્રમ,কোম্পানি-স্পেকট্রাম
કંપન રહિત,কম্পনহীন
કંપન ગતિ,কম্পন গতি
વાઇબ્રેટિંગ સ્તર,কম্পন স্তর
વિડિયો,ভিডিও
"જાંબ, જાંબલી, વાયોલેટ","জাম্ব, বেগুনি, বেগুনি"
વાયોલિન,বেহালা
અસ્પૃશ્ય ન્યુટ્રોન,অপরিচ্ছন্ন নিউট্রন
"વર્ચ્યુઅલ, વર્ચ્યુઅલ","ভার্চুয়াল, ভার্চুয়াল"
વિસ્કોએલાસ્ટીસીટી,viscoelasticity
વિસ્કોમીટર,ভিসকোমিটার
સ્નિગ્ધતા,সান্দ্রতা
ચીકણું,সান্দ্রতা
દૃશ્યતા,দৃশ্যমানতা
દૃષ્ટિ,দৃষ্টিশক্তি
દ્રષ્ટિ,দৃষ্টি
"દ્રશ્ય આવર્તન, દ્રશ્ય આવર્તન","ভিজ্যুয়াল ফ্রিকোয়েন্সি, ভিজ্যুয়াল ফ্রিকোয়েন্সি"
(v.) દ્રશ્ય,(v.) চাক্ষুষ
દ્રષ્ટિ શ્રેણી,দৃষ্টি সীমার
વાણી તંતુઓ,বক্তৃতা ফাইবার
"ભાષણ, ભાષણ","বক্তৃতা, বক্তৃতা"
અવાચક,নির্বাক
અસ્થિરતા,অস্থিরতা
વિદ્યુત્સ્થીતિમાન,"ভোল্টেজ, বৈদ্যুতিক একক বিশেষ"
વિદ્યુત્સ્થીતિમાન,"ভোল্টেজ, বৈদ্যুতিক একক বিশেষ"
