Marathi,Hindi
पलीकडे,पारगत
"प्रेषक, प्रेषक, कम्युनिकेटर","प्रेषी, प्रेषित्र, संचारी"
पारगम्यता निर्देशांक,पारगम्यतांक
"पारदर्शकता, पारदर्शकता, पारदर्शक चित्र","पारदर्शिता, पारदर्शकता, पारदर्शी चित्र"
"पारदर्शक, पारदर्शक","पारदर्शी, पारदर्शक"
"बाष्पोत्सर्जन, श्वासोच्छवास","वाष्पोत्सर्जन, पारश्वसन पारसरण"
ट्रान्सपॉन्डर,प्रेषानुकर
पॅराउरेनेमिक,परायूरेनिमय
"आडवा, आडवा","अनुप्रस्थ, आड़आ"
"कॅप्चर, पिंजरा, विध्वंस, सामान","प्रग्रहण, पिंजरन, विपाशन, साज-सामान"
जंगम सूक्ष्मदर्शक,चल-सूक्ष्मदर्शी
प्रगतीशील लाट,प्रगामी तरंग
"ट्रायड, ट्रायड, ट्रायड","त्रिसंयुज, त्रय, त्रिक"
"ट्रिगर, सोडणे","ट्रिगर, विमोचक"
त्रिसमानाक्ष,त्रिसमनताक्ष
त्रिकोणमितीय,त्रिकोणमितीय
triode,ट्रायोड
"चालू करा, चालू करा, ट्रिगर करा","फेरा, चालू करना, प्रवृत्त करना"
तिहेरी आयनीकरण,त्रित: आयनन
तिप्पट उत्पादन,त्रिक गुणनफल
भौगोलिक उत्तर,भौगोलिक उत्तर
"अचूकता, अचूकता","यथार्थता, सत्यता"
"ट्यून (सं.), सुसंवाद, सुसंवाद (v.)","धुन (सं.), सुर मिलाना, समस्वरित करना (क्रि.)"
ट्यूनर,समस्वरित्र
बोगदा प्रभाव,सुरंग प्रभाव
टर्बाइन,टरबाइन
गोंधळ,प्रक्षोभ
आश्चर्याने,प्रक्षुब्ध
वर काढणे,उलटना
"yaml, yaml","यमल, यमज"
"पेटके, twists, twists, twists","ऐंठन, मरोड़, व्यावर्तन, ट्विस्ट"
अत्यंत,चरम
chmm व्हॅक्यूम,चम्म निर्वात
अंतिम मूल्य,अंतिम मान
अति उच्च वारंवारता,परा अति आवृत्ति
उच्च तापमान,अत्युच्च ताप
प्रचंड कंपनसंख्या असलेल्या (ध्वनिलहरी),पराश्रव्य
प्रचंड कंपनसंख्या असलेल्या (ध्वनिलहरी),पराश्रव्यिकी
अल्ट्रा-व्हायोलेट,परा-बैंगनी
"सावली, प्रदीपन केंद्र, छत्री","प्रच्छाया, अदीप्ति केन्द्र, अम्ब्रा"
उमकलप,उमक्लाप
अन-अ‍ॅनेल केलेले,अन-अनीलित
