English,Assamese
transient behaviour,ক্ষণিক আচৰণ
transient solution,ক্ষণিক সমাধান
transition,ৰোগ বিয়পা অৱস্থা
transition matrix,ট্ৰেঞ্জিচন মেট্ৰিক্স
transitive,সংক্ৰামক
transitive law,পৰিৱৰ্তন নিয়ম
transitive relation,সংক্ৰামক সম্পৰ্ক
transitivity,সংক্ৰামকতা
transitivity set,সংক্ৰামক সমষ্টি
translation,বদলিকৰ
transportation cost,পৰিবহণৰ খৰচ
transportation problem,পৰিবহণৰ সমস্যা
transportation time,পৰিবহণৰ সময়
transport equation,প্ৰৱেশ সমীকৰণ
transposed matrix,ৰূপান্তৰিত মেট্ৰিক্স
transpose of a matrix,মেট্ৰিক্স চলক
transposition,ট্ৰেন্সপজিচন
transversality,অনুপ্ৰস্থ
transversality condition,অনুপ্ৰস্থ নিষেধাজ্ঞা
transverse,"অনুপ্ৰস্থ, অনুপ্ৰস্থ"
transverse motion,অনুপ্ৰস্থ গতি
trapezium,"ট্ৰেপেজিয়াম, ট্ৰেপেজিয়াম"
trapezoid,ট্ৰেপেজ&#39;ইড
trapezoidal prism,ট্ৰেপেজিয়াম প্ৰিজম
treatment,"চিকিৎসা, চিকিৎসা"
tree diagram,গছৰ ডায়েগ্ৰাম
trend,"ট্ৰেণ্ড, ট্ৰেণ্ড"
trend line,ৰাইজ লাইন
trend value,বৃদ্ধি পোৱা মূল্য
triadic,triad
trial,"পৰীক্ষা, পৰীক্ষা, পৰীক্ষা"
trial function,অভিযোগকাৰী কাৰ্য্য
triangle,"ত্ৰিভুজ, ত্ৰিভুজ"
triangle inequality,ত্ৰিভুজ বৈষম্য
triangle of velocity,বেগ ত্ৰিভুজ
triangle symbol,ত্ৰিভুজ চিহ্ন
triangle system,ত্ৰিভুজ ব্যৱস্থা
triangulability,ত্ৰিকোণীয়কৰণ
triangular,"ত্ৰিকোণীয়, ত্ৰিকোণীয়, ত্ৰিকোণীয়"
triangular matrix,ত্ৰিকোণীয় মেট্ৰিক্স
triangulation,"ত্ৰিকোণীয়কৰণ, ত্ৰিকোণীয়কৰণ"
trichotomy,triad
tridiagonal,ত্ৰিবিকৰ্ণী
trigonometric,ত্ৰিকোণমিতিক
trigonometric curve,ত্ৰিকোণমিতিক বক্ৰ
trigonometric equation,ত্ৰিকোণমিতিক সমীকৰণ
trigonometric function,ত্ৰিকোণমিতিক ফলন
trigonometric identity,ত্ৰিকোণমিতিক পৰিচয়সমূহ
trigonometric series,ত্ৰিকোণমিতিক শৃংখলা
trigonometric solution,ত্ৰিকোণমিতিক সমাধান
trigonometric transformation,ত্ৰিকোণমিতিক ৰূপান্তৰ
trigonometry,ত্ৰিকোণমিতি
triple,"ত্ৰিগুণ, ত্ৰিধা, ত্ৰি-, তৃষা, ত্ৰিকা, ত্ৰিয়া"
triple integration,ট্ৰিপল ইন্টিগ্ৰেচন
triplet,ট্ৰিপল
trisect,bisect
trisection,ট্ৰাইছেকচন
trisection of an angle,কোণটো দুভাগ কৰক
trivial form,সূক্ষ্ম ৰূপ
trivial topology,তুচ্ছ অৱস্থান
tropic of Cancer,ট্ৰপিক অৱ কেন্সাৰ
tropic of Capricorn,মকৰ ৰাশিৰ ট্ৰপিক
troposphere,ট্ৰপ&#39;স্ফিয়াৰ
true mean,সঁচা অৰ্থ
true mode,true মোড
truncated,"লুনাগ্ৰা, ৰুণ্ডিত"
truncated cone,"ছেদ কৰা শঙ্কু, ছেদ কৰা শঙ্কু"
truncated distribution,ভঙা বিতৰণ
truncated frequency distribution,ভগ্ন কম্পাঙ্ক বিতৰণ
truncation,"বিন্ধা, ছিদ্ৰ কৰা, ঘঁহি, লুনাগ্ৰেভিটি"
truncation error,জৰাজীৰ্ণ
truth,"সঠিকতা, সত্যতা"
truth function,সত্য কাৰ্য্য
truth table,সত্য টেবুল
truth value,সত্যমন
t-statistic,t-নমুনা
t-test,t-টেষ্ট
turbulence theory,বিক্ষিপ্ততা তত্ত্ব
turning point,টাৰ্ণ পইণ্ট
twist,"টুইচ, টুইষ্ট, টুইষ্ট, টুইষ্ট"
twisted curve,"টুইষ্টেড বক্ৰ, অসমতাপূৰ্ণ বক্ৰ"
two dimensional,দ্বিমাত্ৰিক
two dimensional continuous distribution,দ্বিমাত্ৰিক অবিৰত বিতৰণ
two dimensional vector,দ্বিমাত্ৰিক ভেক্টৰ
two fold classification,দ্বিশ্ৰেণীবিভাজন
two parameter family,দ্বি-পিতৃ-মাতৃৰ পৰিয়াল
two person game,ডাবল খেল
two phase method,দুটা পদক্ষেপৰ পদ্ধতি
two phase sampling,দুটা পৰ্যায়ৰ নমুনা সংগ্ৰহ কৰা
two point boundary condition,ডাবল পইণ্ট সীমা নিষেধাজ্ঞা
two sided F-test,দুটা ঠেংযুক্ত এফ-টেষ্ট
two sided normal test,দুটা ঠেংযুক্ত স্বাভাৱিক পৰীক্ষা
two sided X-test,দুটা ঠেংযুক্ত এক্স-টেষ্ট
ultimate value,চূড়ান্ত মূল্য
unbiased estimate,নিৰপেক্ষ মূল্যায়ন
unbiased estimate of population variance,জনসংখ্যাৰ ভ্যাৰিয়েন্সৰ নিৰপেক্ষ অনুমান
unbiased linear estimate,নিৰপেক্ষ ৰৈখিক অনুমান
unbiased point estimate,নিৰপেক্ষ বিন্দু অনুমান
unbiased test,নিৰপেক্ষ পৰীক্ষা
unbounded region,সীমাহীন ভূখণ্ড
unbounded set,সীমাহীন ছেট
unbounded solution,সীমাহীন সমাধান
uncertainity principle,অনিশ্চয়তা নীতি
unconditional probability,অ-বাধ্যতা সম্ভাৱনা
unconstrained relative maximum,বাধাপ্ৰাপ্ত আপেক্ষিক সৰ্বোচ্চ
uncountable,অগণনযোগ্য
uncountable subset,অগণনযোগ্য উপগোট
undetermined,অনিৰ্দিষ্ট
undetermined coefficient,অনিৰ্দিষ্ট সহগ
unequal,অসমান
ungrouped,অশ্ৰেণীভুক্ত
ungrouped data,অশ্ৰেণীভুক্ত আস্থা
uniform,আনুষ্ঠানিক পোছাক
uniform acceleration,"একেধৰণৰ ত্বৰণ, স্থিৰ ত্বৰণ"
uniform boundedness,ইউনিফৰ্ম বান্ধি
uniform convergence,একেধৰণৰ অভিসৰণ
uniform convexity,একেধৰণৰ অভিমুখীতা
uniform density,একে ঘনত্ব
uniform distribution,একেধৰণৰ বিতৰণ
uniform gravitational field,একেধৰণৰ মহাকৰ্ষণ ক্ষেত্ৰ
uniformity,"সাদৃশ্য, পৰিৱেশ, পৰিৱেশ-পৰিয়াল"
uniformly best,ইউনিফৰ্ম শ্ৰেষ্ঠ
uniformly continuous extension,একেধৰণৰ অবিৰত প্ৰসাৰণ
uniformly convergent,একেধৰণৰ অভিসৰণ
uniformly most powerful test,একেধৰণৰ শক্তি পৰীক্ষা
uniform motion,একেধৰণৰ গতি
uniform probability distribution,একেধৰণৰ সম্ভাৱনা বিতৰণ
uniform speed,uniform move
uniform topology,একেধৰণৰ অৱস্থান
unimodal,একচেটিয়া অধিকাৰ
unimodular,মনোমিটাৰ
unimodular matrix,মনোমিটাৰ মেট্ৰিক্স
unimodular property,মনোমিটাৰ বৈশিষ্ট্য
union,"সংঘ, সংঘ, কাকতলীয়া"
union of family of subsets,উপগোটৰ পৰিয়ালৰ সংঘ
union of sets,গোটৰ সংমিশ্ৰণ
unique factorization domain,অনন্য গণনা প্ৰদেশ
unique factorization theorem,একক গুণনীয়ক উপপাদ্য
uniquely defined(=uniquely determined),অনন্যভাৱে নিৰ্ধাৰিত
uniqueness,স্বকীয়তা
uniqueness of the solution,সমাধানৰ স্বকীয়তা
uniqueness problem,স্বকীয়তা সমস্যা
uniqueness theorem,স্বকীয়তা উপপাদ্য
unique solution,অনন্য সমাধান
unique vector,একক ভেক্টৰ
unit,"একক, একক, একক, একক, একক, একক, একক, বিপৰীত"
unitary,একক
unitary group,একক গোট
unitary matrix,একক মেট্ৰিক্স
unitary method,একক পদ্ধতি
unit ball,ইউনিট বল
unit cell,"একক কোষ, একক কোষ, একক কোষ"
unit circle,একক বৃত্ত
unit element,সংশ্লিষ্ট উপাদান
unit function,একক কাৰ্য্য
unit mass,একক ভৰ
unit matrix,"একক মেট্ৰিক্স, একে মেট্ৰিক্স"
unit normal variate(=standard normal variate),প্ৰামাণিককৃত স্বাভাৱিক ভ্যাৰিয়েন্স
unit sphere,ইউনিট বল
unit step function,ইউনিট ষ্টেপ ফাংচন
unit vector,একক ভেক্টৰ
unit volume,একক আয়তন
unity,"এটা, একেধৰণৰ"
unity element(=identity element =unit element),সংশ্লিষ্ট উপাদান
univariate,একুইচাৰ
univariate normal distribution,একচলকীয় স্বাভাৱিক বিতৰণ
universal,সাৰ্বজনীন
universal constant,সাৰ্বজনীন ধ্ৰুৱক
universal gravitation,সাৰ্বজনীন মাধ্যাকৰ্ষণ
universal set,জনসংখ্যাৰ গোট
universe,"বিশ্ব, জনসংখ্যা"
unknown,অজ্ঞাত
unknown quantity,অজ্ঞাত পৰিমাণ
unlike,"বিপৰীত, বৈষম্যপূৰ্ণ"
unlike terms,বিষমজাতীয় শব্দ
unlimited,সীমাহীন
unstable,অস্থায়ী
unsymmetrical,অসমতাপূৰ্ণ
unsymmetric dual problem,অসমতাপূৰ্ণ দ্বৈততা সমস্যা
upper bar,হেড লাইন
