Kannada,Punjabi
"1. ಕಾಲ್ ಮೆಷಿನ್, 2. ಕಾಲ್ ಮೆಷಿನ್, 3. ಟೈಮ್ ಮೆಷಿನ್","1. ਕਾਲ ਮਸ਼ੀਨ, 2. ਕਾਲ ਮਸ਼ੀਨ, 3. ਟਾਈਮ ਮਸ਼ੀਨ"
ಸಮಯ ಮುಗೀತು,ਟਾਈਮ ਅੱਪ
"1. ಕ್ಯಾಲೊಕೇಶನ್, 2. ಕ್ಯಾಲ್ ಕ್ವಾಂಟೈಸೇಶನ್","1.ਕੈਲੋਕੇਸ਼ਨ, 2.ਕੈਲ ਦੀ ਮਾਤਰਾ"
ಸಮಯದ ಸರಣಿ,ਸਮਾਂ ਲੜੀ
"1. ಸಮಯ ವಿಭಾಗ, 2. ಸಮಯ ಹಂಚಿಕೆ","1. ਸਮਾਂ ਵੰਡ, 2. ਸਮਾਂ ਸਾਂਝਾ ਕਰਨਾ"
ಸಮಯ ಹಂಚಿಕೆ ವ್ಯವಸ್ಥೆ,ਟਾਈਮ ਸ਼ੇਅਰਿੰਗ ਸਿਸਟਮ
ಕರೆ ಹಂತ,ਕਾਲ ਕਦਮ
ಸಮಯ ರೇಖಾಚಿತ್ರ,ਸਮਾਂ ਚਿੱਤਰ
ಪಾತ್ರ,ਅੱਖਰ
ಟಾಗಲ್,ਟੌਗਲ
ಚಲಿಸುವಿಕೆಯನ್ನು ಟಾಗಲ್ ಮಾಡಿ,ਟੌਗਲ ਮੂਵ
"1.ಚಿಹ್ನೆ, 2.ಟೋಕನ್","1. ਚਿੰਨ੍ਹ, 2. ਟੋਕਨ"
ಟೋಕನ್ ಬಸ್,ਟੋਕਨ ਬੱਸ
ಟೋಕನ್ ಬಸ್,ਟੋਕਨ ਬੱਸ
ಟೋಕನ್ ಬಸ್ ನೆಟ್ವರ್ಕ್,ਟੋਕਨ ਬੱਸ ਨੈੱਟਵਰਕ
"1.ಚಿಹ್ನೆ ಉಂಗುರ, 2.ಚಿಹ್ನೆ ಉಂಗುರ","1. ਸਿੰਬਲ ਰਿੰਗ, 2. ਸਿੰਬਲ ਰਿੰਗ"
ಟೋಕನ್ ಸಮಾಲೋಚನೆ,ਟੋਕਨ ਗੱਲਬਾਤ
"1.ಉಪಕರಣಗಳು, 2.ಉಪಕರಣಗಳು","1.ਟੂਲ, 2.ਟੂਲ"
ಮೇಲಿನ ಕಾಲು,ਚੋਟੀ ਦੇ ਪੈਰ
ಮೇಲಿನ ಕಾಲು ವಿನ್ಯಾಸ,ਚੋਟੀ ਦੇ ਪੈਰ ਡਿਜ਼ਾਈਨ
"1. ಉಗುರು ರಿಡ್ಜ್ ಕಾನ್ಫಿಗರೇಶನ್, 2. ಕೆಳಗೆ ಎಳೆಯಿರಿ","1. ਨੇਲ ਰਿਜ ਕੌਂਫਿਗਰੇਸ਼ਨ, 2. ਹੇਠਾਂ ਖਿੱਚੋ"
"1. ಸ್ಥಳ, 2. ಸ್ಥಳ ವಿಜ್ಞಾನ","1. ਸਥਾਨ, 2. ਸਥਾਨ ਵਿਗਿਆਨ"
ಟಚ್ ಪ್ಯಾಡ್ಗಳು,ਟੱਚ ਪੈਡ
ಟಚ್ ಸ್ಕ್ರೀನ್,ਟਚ ਸਕਰੀਨ
"1.ಮಾರ್ಕ್, 2.ಮಾರ್ಕ್, 3.ಟ್ರೇಸಿಂಗ್","1.ਨਿਸ਼ਾਨ, 2.ਨਿਸ਼ਾਨ, 3.ਟਰੇਸਿੰਗ"
ಪತ್ತೆ ಹಚ್ಚುವುದು,ਟਰੇਸਿੰਗ
"1.ದಾರಿ, 2.ಮಾರ್ಗ, 3.ಸೋರಿಕೆ","1.ਰਾਹ, 2.ਪਾਥ, 3.ਲੀਕ"
"1.ಟ್ರ್ಯಾಕ್ ಡಿಸ್ಕ್, 2.ಪಾತ್ ಡಿಸ್ಕ್","1.ਟਰੈਕ ਡਿਸਕ, 2.ਪਾਥ ਡਿਸਕ"
ಮಾರ್ಗ ಟೇಪ್,ਮਾਰਗ ਟੇਪ
"1. ಅನುಸರಿಸಿ, 2. ಅನುಸರಿಸಿ","1. ਅਨੁਸਰਣ ਕਰੋ, 2. ਅਨੁਸਰਣ ਕਰੋ"
"1. ಅನುಸರಿಸಿ, 2. ಅನುಸರಿಸಿ","1. ਪਾਲਣਾ ਕਰੋ, 2. ਪਾਲਣਾ ਕਰੋ"
ಪಥವನ್ನು,ਟ੍ਰੈਜੈਕਟਰੀ
"1. ವಹಿವಾಟು, 2. ಒಪ್ಪಂದ, 3. ವಹಿವಾಟು, 4. ವಿನಿಮಯ","1. ਟ੍ਰਾਂਜੈਕਸ਼ਨ, 2. ਡੀਲ, 3. ਟ੍ਰਾਂਜੈਕਸ਼ਨ, 4. ਐਕਸਚੇਂਜ"
"1. ಡೀಲ್ ಫೈಲ್, 2. ಚಟುವಟಿಕೆ ಫೈಲ್","1. ਡੀਲ ਫਾਈਲ, 2. ਐਕਟੀਵਿਟੀ ਫਾਈਲ"
"1.ವಹಿವಾಟು ದಾಖಲೆ, 2.ವಹಿವಾಟು ಲಾಗ್","1. ਟ੍ਰਾਂਜੈਕਸ਼ਨ ਦਸਤਾਵੇਜ਼, 2. ਟ੍ਰਾਂਜੈਕਸ਼ਨ ਲੌਗ"
"1. ಲಿಪ್ಯಂತರ, 2. ಲಿಪ್ಯಂತರ","1. ਲਿਪੀਅੰਤਰਿਤ ਕਰੋ, 2. ਲਿਪੀਅੰਤਰਿਤ ਕਰੋ"
ಸಂಜ್ಞಾಪರಿವರ್ತಕ,ਟ੍ਰਾਂਸਡਿਊਸਰ
ವರ್ಗಾವಣೆ ಪ್ರಮಾಣ,ਤਬਾਦਲਾ ਦਰ
ವರ್ಗಾವಣೆ ಸಮಯ,ਟ੍ਰਾਂਸਫਰ ਦਾ ਸਮਾਂ
ಪರಿವರ್ತನೆ,ਤਬਦੀਲੀ
ಕ್ಷಣಿಕ ದೋಷ,ਪਲ ਦੀ ਗਲਤੀ
ಪರಿವರ್ತನೆಯ ಅವಧಿ,ਤਬਦੀਲੀ ਦੀ ਮਿਆਦ
"1. ಸಂಕ್ರಮಣ, 2. ಸಂಕ್ರಾಂತಿ","1. ਪਰਿਵਰਤਨ, 2. ਸੰਕ੍ਰਮਣ"
ಅಂಟುರೋಗ,ਛੂਤਕਾਰੀ
ಸೋಂಕಿತ,ਸੰਕਰਮਿਤ
"1.ಅನುವಾದ, 2.ಅನುವಾದ, 3.ವ್ಯಾಖ್ಯಾನ","1. ਅਨੁਵਾਦ, 2. ਅਨੁਵਾਦ, 3. ਵਿਆਖਿਆ"
"1. ಪ್ರಸರಣ, ಪ್ರಸರಣ, 2. ಪ್ರಸಾರ","1. ਪ੍ਰਸਾਰਣ, ਸੰਚਾਰਿਤ, 2. ਸੰਚਾਰਿਤ"
ಸಂವಹನ ನಿಯಂತ್ರಣ ಪ್ರೋಟೋಕಾಲ್ (TCP),ਸੰਚਾਰ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ (TCP)
"1.ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್, 2. ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್","1. ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ, 2. ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ"
ಟ್ರಾನ್ಸ್ಮಿಟರ್,ਟ੍ਰਾਂਸਮੀਟਰ
ಪಾರದರ್ಶಕತೆ,ਪਾਰਦਰਸ਼ਤਾ
ಟ್ರಾನ್ಸ್ಪಾಂಡರ್,ਟ੍ਰਾਂਸਪੋਂਡਰ
"1.ಸಾರಿಗೆ, 2. ಹಿಂಜರಿಕೆ","1.ਟਰਾਂਸਪੋਰਟ, 2.ਰਿਗਰੈਸ਼ਨ"
ಸ್ಥಳಾಂತರ,ਤਬਦੀਲੀ
ಟ್ರಾನ್ಸ್‌ಪ್ಯೂಟರ್,ਟ੍ਰਾਂਸਪਿਊਟਰ
"1.ಟ್ರಾನ್ಸ್ಮಿಷನ್ ರಿಸೀವರ್, 2.ಟ್ರಾನ್ಸ್ ರಿಸೀವರ್","1.ਟ੍ਰਾਂਸਮਿਟ ਰੀਸੀਵਰ, 2.ਟ੍ਰਾਂਸ ਰਿਸੀਵਰ"
"1. ಬಲೆ, 2. ಬಲೆ, 3. ಹಿಡಿಯು","1. ਜਾਲ, 2. ਜਾਲ, 3. ਫੜਨਾ"
ಸುತ್ತುವುದು,ਰੋਟੇਸ਼ਨ
ಮರ (ಪರಿವರ್ತನೆ),ਰੁੱਖ (ਪਰਿਵਰਤਨ)
ಮರದ ಜಾಲ,ਰੁੱਖ ਨੈੱਟਵਰਕ
ಸಹಾಯಕ ಸರ್ಕ್ಯೂಟ್,ਸਹਾਇਕ ਸਰਕਟ
ಕ್ಷುಲ್ಲಕ ರೇಖಾಚಿತ್ರ,ਮਾਮੂਲੀ ਚਿੱਤਰ
ದೋಷನಿವಾರಣೆ,ਸਮੱਸਿਆ ਨਿਪਟਾਰਾ
ಸುಲಿಯಲ್ಪಟ್ಟಿದೆ,ਬੰਦ ਕਰ ਦਿੱਤਾ
ಸತ್ಯ ಟೇಬಲ್,ਸੱਚਾਈ ਸਾਰਣੀ
"1. ಟ್ಯೂನರ್, 2. ಟ್ಯೂನರ್, 3. ಟ್ಯೂನರ್","1. ਟਿਊਨਰ, 2. ਟਿਊਨਰ, 3. ਟਿਊਨਰ"
"1.ಸುರಂಗ, 2.ಸುರಂಗ","1. ਸੁਰੰਗ, 2. ਸੁਰੰਗ"
"1. ಹೊಂದಾಣಿಕೆ, 2. ಶ್ರುತಿ, 3. ಶ್ರುತಿ","1. ਐਡਜਸਟਮੈਂਟ, 2. ਟਿਊਨਿੰਗ, 3. ਟਿਊਨਿੰਗ"
tuple,tuple
ಟರ್ಬೊ ಪ್ಯಾಸ್ಕಲ್,ਟਰਬੋ ਪਾਸਕਲ
ಟ್ಯೂರಿಂಗ್ ಯಂತ್ರ,ਟਿਊਰਿੰਗ ਮਸ਼ੀਨ
ತಿರುವು ಸಮಯ,ਬਦਲਣ ਦਾ ਸਮਾਂ
ತಿರುವು ದಾಖಲೆ,ਤਬਦੀਲੀ ਦਸਤਾਵੇਜ਼
ತಿರುವು ಅನುಕ್ರಮ,ਵਾਰੀ ਕ੍ਰਮ
ಒಂದೆರಡು ಕೇಬಲ್,ਜੋੜੇ ਦੀ ਕੇਬਲ
"1. ವಿಲೋಮ ಜೋಡಿ, 2. ವಿಲೋಮ ಜೋಡಿ","1. ਉਲਟਾ ਜੋੜਾ, 2. ਉਲਟਾ ਜੋੜਾ"
ಡಬಲ್ ಪಾಸ್ ಜ್ಞಾಪನೆ,ਡਬਲ ਪਾਸ ਰੀਮਾਈਂਡਰ
ಎರಡು ಪೂರಕ,ਦੋ ਦੇ ਪੂਰਕ
ಮಾದರಿ,ਕਿਸਮ
"1.ಪ್ರಕಾರ ಮುಖ, 2.ಪಾತ್ರ","1. ਚਿਹਰਾ ਕਿਸਮ, 2. ਅੱਖਰ"
ಮುದ್ರಣದ ಮೇಲ್ಭಾಗ,ਟਾਈਪੋਗ੍ਰਾਫਿਕਲ ਸਿਖਰ
ಮುದ್ರಕ ಚಕ್ರ,ਪ੍ਰਿੰਟਰ ਵ੍ਹੀਲ
ಟೈಪಿಂಗ್,ਟਾਈਪਿੰਗ
ತಡೆರಹಿತ ವಿದ್ಯುತ್ ಮೂಲ,ਨਿਰਵਿਘਨ ਸ਼ਕਤੀ ਸਰੋਤ
"1. ಏಕ ಕಾರ್ಯಾಚರಣೆ, 2. ಒಂದು ಭಾಗದ ವ್ಯವಸ್ಥೆ","1. ਸਿੰਗਲ ਓਪਰੇਸ਼ਨ, 2. ਇੱਕ-ਭਾਗ ਸਿਸਟਮ"
ಒಂದೇ ಕಾರ್ಯಾಚರಣೆ,ਸਿੰਗਲ ਓਪਰੇਸ਼ਨ
"1.ಏಕ ನಿರ್ವಾಹಕ, 2.ಏಕ ನಿರ್ವಾಹಕ","1. ਸਿੰਗਲ ਓਪਰੇਟਰ, 2. ਸਿੰਗਲ ਓਪਰੇਟਰ"
ಅನಿಶ್ಚಿತತೆ,ਅਨਿਸ਼ਚਿਤਤਾ
ಅನಿರ್ಬಂಧಿತ ಹೇಳಿಕೆ,ਬੇਰੋਕ ਬਿਆਨ
ಎಣಿಸಲಾಗದ,ਅਣਗਿਣਤ
ಅನಾವರಣ,ਉਦਘਾਟਨ
ಅನಿರ್ದಿಷ್ಟ,ਨਿਰਣਾਇਕ
ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿಲ್ಲ,ਪਰਿਭਾਸ਼ਿਤ
ವ್ಯಾಖ್ಯಾನಿಸದ ದಾಖಲೆ,ਪਰਿਭਾਸ਼ਿਤ ਰਿਕਾਰਡ
ಸರ್ವನಾಶ,ਵਿਨਾਸ਼
"1. ಬಲವಂತ, 2. ಸಂಯೋಜಕ, 3, ಸಂಯೋಜಕ","1. ਜ਼ਬਰਦਸਤੀ, 2. ਕੋਆਰਡੀਨੇਟਰ, 3, ਕੋਆਰਡੀਨੇਟਰ"
ಅನಿರ್ದಿಷ್ಟ,ਅਣ-ਨਿਰਧਾਰਤ
"1.ಅನಿರ್ದಿಷ್ಟ ಗ್ರಾಫ್, 2.ಅನಿರ್ದಿಷ್ಟ ಗ್ರಾಫ್","1.ਅਨਿਰਧਾਰਿਤ ਗ੍ਰਾਫ਼, 2.ਅਨਿਰਧਾਰਿਤ ਗ੍ਰਾਫ਼"
ಅದೇ ದಿಕ್ಕಿನಲ್ಲಿ ಸೇವೆ ಸಮಯ,ਉਸੇ ਦਿਸ਼ਾ ਸੇਵਾ ਦਾ ਸਮਾਂ
ರದ್ದುಪಡಿಸಿ,ਰੱਦ ਕਰੋ
"1.ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್, 2.ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್","1.ਅਨਫਾਰਮੈਟਿਡ ਡਿਸਕ, 2.ਅਨਫਾਰਮੈਟਿਡ ਡਿਸਕ"
ಮ್ಯಾಪಿಂಗ್,ਮੈਪਿੰਗ
"1.ಯುನಿಕೋಡ್, 2.ಏಕ ಸಂಕೇತ","1. ਯੂਨੀਕੋਡ, 2. ਸਿੰਗਲ ਕੋਡ"
ಅನಿರ್ದಿಷ್ಟ ಮರ,ਅਣ-ਨਿਰਧਾਰਤ ਰੁੱਖ
ಸಮಾನ ಸಂಪನ್ಮೂಲ ಸ್ಥಳ ಮೌಲ್ಯಮಾಪಕ (YRL),ਯੂਨੀਫਾਰਮ ਰਿਸੋਰਸ ਲੋਕੇਸ਼ਨ ਅਸੈਸਰ (YRL)
ಒಂದು ಸಂಸ್ಕರಣೆ,ਇੱਕ ਪ੍ਰੋਸੈਸਿੰਗ
ಅನನ್ಯ,ਵਿਲੱਖਣ
ರಕ್ಷಣೆಯಿಲ್ಲದ ಟ್ವಿಸ್ಟೆಡ್ ಡಬಲ್ಸ್ (UTP),ਅਨਸ਼ੀਲਡ ਟਵਿਸਟਡ ਡਬਲਜ਼ (UTP)
"1.ಘಟಕ, 2. ಘಟಕ","1. ਯੂਨਿਟ, 2. ਯੂਨਿਟ"
ಘಟಕ ವಿಳಾಸ,ਯੂਨਿਟ ਦਾ ਪਤਾ
ಘಟಕ ಮಧ್ಯಂತರ,ਯੂਨਿਟ ਅੰਤਰਾਲ
ಘಟಕ ಪರೀಕ್ಷೆ,ਯੂਨਿਟ ਟੈਸਟ
ಘಟಕ ಕೋಡ್,ਯੂਨਿਟ ਕੋਡ
ಒಂದು ಪೋಸ್ಟ್,ਇੱਕ ਪੋਸਟ
ಯುನಿವರ್ಸಲ್ ಅಸಿಂಕ್ರೊನಸ್ ರಿಸೀವರ್/ಕಳುಹಿಸುವವರು (UART),ਯੂਨੀਵਰਸਲ ਅਸਿੰਕ੍ਰੋਨਸ ਰਿਸੀਵਰ/ਪ੍ਰੇਸ਼ਕ (UART)
ಸಾರ್ವತ್ರಿಕ ಫ್ಲಿಪ್-ಫ್ಲಾಪ್,ਯੂਨੀਵਰਸਲ ਫਲਿੱਪ-ਫਲਾਪ
ಸಾಮಾನ್ಯ ಸೆಟ್,ਆਮ ਸੈੱਟ
ಸಾರ್ವತ್ರಿಕ ಅಕ್ಷರ ಸೆಟ್,ਯੂਨੀਵਰਸਲ ਅੱਖਰ ਸੈੱਟ
ಯುನಿಕ್ಸ್,ਯੂਨਿਕਸ
ವಿಪಾಶಾ,ਵਿਪਾਸ਼ਾ
ಕಾಯ್ದಿರಿಸದ ಪ್ರದೇಶ,ਅਣਰਾਖਵਾਂ ਖੇਤਰ
ಕಾಯ್ದಿರಿಸದ ಫೈಲ್ (ಫೈಲ್),ਅਣਰਿਜ਼ਰਵਡ ਫਾਈਲ (ਫਾਇਲ)
ತಲುಪಲಾಗದ,ਪਹੁੰਚ ਤੋਂ ਬਾਹਰ
ಅನಪೇಕ್ಷಿತ,ਅਣਚਾਹੇ
ಕಾಯ್ದಿರಿಸಲಾಗಿಲ್ಲ,ਅਣਰੱਖਿਅਤ
ವಿಫಲವಾದ ಕರೆ,ਅਸਫਲ ਕਾਲ
untar,untar
ಅಸಂಗತತೆಯನ್ನು ನವೀಕರಿಸಿ,ਅਸੰਗਤਤਾਵਾਂ ਨੂੰ ਅਪਡੇਟ ਕਰੋ
ನವೀಕರಿಸಿದ ಫೈಲ್,ਅੱਪਡੇਟ ਕੀਤੀ ਫਾਇਲ
ನವೀಕರಿಸಿ,ਅੱਪਡੇਟ
ಅಪ್ಗ್ರೇಡ್,ਅੱਪਗਰੇਡ
ಅಪ್ಗ್ರೇಡ್,ਅੱਪਗਰੇਡ
ಅಪ್ಲಿಂಕ್,ਅੱਪਲਿੰਕ
ಹೆಚ್ಚಿನ ಹೊರೆ,ਉੱਚ ਲੋਡ
ಓವರ್ಹೆಡ್ ಮೆಮೊರಿ ಪ್ರದೇಶ,ਓਵਰਹੈੱਡ ਮੈਮੋਰੀ ਖੇਤਰ
"1. ಪ್ರತಿ ಹರಿವು, 2. ಪ್ರತಿಕೂಲ","1. ਪ੍ਰਤੀ ਵਹਾਅ, 2. ਪ੍ਰਤੀਕੂਲ"
ಹೆಚ್ಚುವರಿ ಸಮಯ,afikun asiko
"1.ಮೇಲಿನ, 2.ಮೇಲಿನ, 3.ಮೇಲಿನ","1.ਉੱਪਰ, 2.ਉੱਪਰ, 3.ਉੱਪਰ ਵੱਲ"
"1.ಯುಸೆನೆಟ್, 2.ಬಳಕೆ","1.Usenet, 2.Use"
"1.ನೆಟ್ ಬಳಕೆದಾರ, 2.ಬಳಕೆದಾರ","1.ਨੈੱਟ ਉਪਭੋਗਤਾ, 2.ਉਪਭੋਗਤਾ"
ಬಳಕೆದಾರ ಏಜೆಂಟ್,ਉਪਭੋਗਤਾ ਏਜੰਟ
ಬಳಕೆದಾರ ದೃಢೀಕರಣ,ਉਪਭੋਗਤਾ ਪ੍ਰਮਾਣਿਕਤਾ
ಬಳಕೆದಾರರ ಡೇಟಾ ಮಾನಿಟರಿಂಗ್ ಪ್ರೋಟೋಕಾಲ್ (UDP),ਯੂਜ਼ਰ ਡਾਟਾ ਮਾਨੀਟਰਿੰਗ ਪ੍ਰੋਟੋਕੋਲ (UDP)
ಬಳಕೆದಾರ ಸ್ನೇಹಿ,ਉਪਭੋਗਤਾ ਨਾਲ ਅਨੁਕੂਲ
ಬಳಕೆದಾರ ಗುರುತು,ਉਪਭੋਗਤਾ ਦੀ ਪਛਾਣ
ಬಳಕೆದಾರ ಗುರುತು (UID),ਉਪਭੋਗਤਾ ਪਛਾਣ (UID)
ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್,ਯੂਜ਼ਰ ਇੰਟਰਫੇਸ
ಬಳಕೆದಾರ ಹೆಸರು,ਉਪਭੋਗਤਾ ਨਾਮ
"1. ಬಳಕೆದಾರರ ಪ್ರೊಫೈಲ್, 2. ಬಳಕೆದಾರರ ಪ್ರೊಫೈಲ್","1. ਯੂਜ਼ਰ ਪ੍ਰੋਫ਼ਾਈਲ, 2. ਯੂਜ਼ਰ ਪ੍ਰੋਫ਼ਾਈਲ"
ಉಪಯುಕ್ತತೆ,ਉਪਯੋਗਤਾ
ಉಪಯುಕ್ತತೆ ಸಾಫ್ಟ್ವೇರ್,ਉਪਯੋਗਤਾ ਸਾਫਟਵੇਅਰ
"1. ಮಾನ್ಯ, 2. ಮಾನ್ಯ","1.ਵੈਧ, 2.ਵੈਧ"
"1ಮೌಲ್ಯಮಾಪನ, 2.ಮೌಲ್ಯಮಾಪನ","1 ਪ੍ਰਮਾਣਿਕਤਾ, 2. ਪ੍ਰਮਾਣਿਕਤਾ"
ಮೌಲ್ಯೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
ಮೌಲ್ಯಮಾಪನ ಪರೀಕ್ಷೆ,ਪ੍ਰਮਾਣਿਕਤਾ ਟੈਸਟ
"1.ವ್ಯಾಲಿಡಿಟಿ ಚೆಕ್, 2.ವ್ಯಾಲಿಡಿಟಿ ಚೆಕ್","1. ਵੈਧਤਾ ਜਾਂਚ, 2. ਵੈਧਤਾ ਜਾਂਚ"
ಮೌಲ್ಯಯುತ ನೆಟ್‌ವರ್ಕ್ (VAN),ਕੀਮਤੀ ਨੈੱਟਵਰਕ (VAN)
ಮೌಲ್ಯಯುತ ಮರುಮಾರಾಟಗಾರ (VAR),ਕੀਮਤੀ ਮੁੜ ਵਿਕਰੇਤਾ (VAR)
ಕಾಣೆಯಾದ ಬಿಂದು,ਗੁੰਮ ਬਿੰਦੂ
"1. ವೇಪರ್‌ವೇರ್, 2. ಉಗಿ ಪಾತ್ರೆ","1. ਭਾਫ਼ ਦਾ ਸਮਾਨ, 2. ਭਾਫ਼ ਵਾਲਾ ਭਾਂਡਾ"
ವ್ಯತ್ಯಾಸ,ਪਰਿਵਰਤਨ
ವೇರಿಯಬಲ್ ವಿಳಾಸ,ਵੇਰੀਏਬਲ ਪਤਾ
ವೇರಿಯಬಲ್ ಬಿಟ್ ದರ,ਵੇਰੀਏਬਲ ਬਿੱਟ ਰੇਟ
ವೇರಿಯಬಲ್ ಕ್ಷೇತ್ರದ ಉದ್ದ,ਵੇਰੀਏਬਲ ਫੀਲਡ ਦੀ ਲੰਬਾਈ
"1.ವೇರಿಯಬಲ್ ಲೆಂಗ್ತ್ ಕೋಡ್, 2.ವೇರಿಯಬಲ್ ಲೆಂತ್ ಕೋಡ್","1. ਵੇਰੀਏਬਲ ਲੈਂਥ ਕੋਡ, 2. ਵੇਰੀਏਬਲ ਲੈਂਥ ਕੋਡ"
"1.ವೇರಿಯಬಲ್ ಹೆಸರು, 2.ವೇರಿಯಬಲ್ ಹೆಸರು, 3.ವೇರಿಯಬಲ್ ಹೆಸರು","1. ਵੇਰੀਏਬਲ ਨਾਮ, 2. ਵੇਰੀਏਬਲ ਨਾਮ, 3. ਵੇਰੀਏਬਲ ਨਾਮ"
"1. ವೇರಿಯಬಲ್, 2. ವೇರಿಯಬಲ್","1. ਵੇਰੀਏਬਲ, 2. ਵੇਰੀਏਬਲ"
ವೆಕ್ಟರ್,ਵੈਕਟਰ
"1.ವೆಕ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್, 2.ವೆಕ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್","1. ਵੈਕਟਰ ਗ੍ਰਾਫਿਕਸ, 2. ਵੈਕਟਰ ਗ੍ਰਾਫਿਕਸ"
ವೆಕ್ಟರ್ ಸಂಸ್ಕರಣೆ,ਵੈਕਟਰ ਪ੍ਰੋਸੈਸਿੰਗ
ವೆಕ್ಟರೈಸ್ಡ್ ಅಡಚಣೆ,ਵੈਕਟਰਾਈਜ਼ਡ ਰੁਕਾਵਟ
ವೆನ್ ಚಿತ್ರ,ਵੇਨ ਚਿੱਤਰ
ಪರಿಶೀಲನೆ ಮತ್ತು ಮೌಲ್ಯೀಕರಣ (V&amp;V),ਤਸਦੀਕ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ (V&amp;V)
ಪರಿವರ್ತನೆ ನಿಯಂತ್ರಣ,ਪਰਿਵਰਤਨ ਨਿਯੰਤਰਣ
"1.ಪರಿವರ್ತನೆ ಸಂಖ್ಯೆ, 2.ಪರಿವರ್ತನೆ ಸಂಖ್ಯೆ","1. ਪਰਿਵਰਤਨ ਨੰਬਰ, 2. ਪਰਿਵਰਤਨ ਨੰਬਰ"
ಟಾಪ್,ਸਿਖਰ
ಲಂಬ ಪ್ರೊಸೆಸರ್,ਲੰਬਕਾਰੀ ਪ੍ਰੋਸੈਸਰ
ಎಕ್ಸ್ಟ್ರೀಮ್ ಇಂಟಿಗ್ರೇಷನ್ (VLSI),ਬਹੁਤ ਵੱਡਾ ਏਕੀਕਰਣ (VLSI)
ಬಹಳ ಉದ್ದವಾದ ಸೂಚನಾ ಪದಗಳು (VLIW),ਬਹੁਤ ਲੰਬੇ ਨਿਰਦੇਸ਼ ਸ਼ਬਦ (VLIW)
ವಿ ಎಚ್ ಡಿ ಎಲ್,ਵੀ ਐੱਚ ਡੀ ਐੱਲ
ವೀಡಿಯೊ ಕ್ಯಾಮೆರಾ,ਵੀਡੀਓ ਕੈਮਰਾ
ವೀಡಿಯೊ ದೂರಸಂಪರ್ಕ,ਵੀਡੀਓ ਟੈਲੀਕਾਨਫਰੰਸ
ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಟರ್ಮಿನಲ್,ਵੀਡੀਓ ਡਿਸਪਲੇਅ ਟਰਮੀਨਲ
"1.ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಘಟಕ, 2.ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಘಟಕ","1.ਵੀਡੀਓ ਡਿਸਪਲੇ ਯੂਨਿਟ, 2.ਵੀਡੀਓ ਡਿਸਪਲੇ ਯੂਨਿਟ"
ವೀಡಿಯೊ ಆಟಗಳು,ਵੀਡੀਓ ਖੇਡ
ವೀಡಿಯೊ ಗ್ರಾಫಿಕ್ ಅರೇ (VGA),ਵੀਡੀਓ ਗ੍ਰਾਫਿਕ ਐਰੇ (VGA)
ವೀಡಿಯೊ ಗ್ರಾಫಿಕ್ಸ್ ಅರೇ (VGA),ਵੀਡੀਓ ਗ੍ਰਾਫਿਕਸ ਐਰੇ (VGA)
ವೀಡಿಯೊ ಸರ್ವರ್,ਵੀਡੀਓ ਸਰਵਰ
ದೃಷ್ಟಿ,ਨਜ਼ਰ
ದೃಶ್ಯ ದ್ಯುತಿರಂಧ್ರ,ਦਿੱਖ ਅਪਰਚਰ
ಗೋಚರಿಸುವ ಬಾಗಿಲು,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਦਰਵਾਜ਼ਾ
ವರ್ಚುವಲ್ ಸರ್ಕ್ಯೂಟ್,ਵਰਚੁਅਲ ਸਰਕਟ
ವರ್ಚುವಲ್ ಕಾರ್ಯ,ਵਰਚੁਅਲ ਫੰਕਸ਼ਨ
ವರ್ಚುವಲ್ ಮೆಮೊರಿ,ਵਰਚੁਅਲ ਮੈਮੋਰੀ
ವರ್ಚುವಲ್ ಖಾಸಗಿ ನೆಟ್‌ವರ್ಕ್,ਵਰਚੁਅਲ ਪ੍ਰਾਈਵੇਟ ਨੈੱਟਵਰਕ
ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ,ਵਰਚੁਅਲ ਅਸਲੀਅਤ
