Bengali,Tamil
"1. অবস্থান, 2. অবস্থান বিজ্ঞান","1. இடம், 2. இருப்பிட அறிவியல்"
স্পর্শ প্যাড,தொடு பட்டைகள்
স্পর্শ পর্দা,தொடு திரை
"1.মার্ক, 2.মার্ক, 3.ট্রেসিং","1.குறி, 2.குறி, 3.தேடுதல்"
ট্রেসিং,தடமறிதல்
"1.পথ, 2.পথ, 3.ফাঁস","1.வழி, 2.பாதை, 3.கசிவு"
"1.ট্র্যাক ডিস্ক, 2.পাথ ডিস্ক","1.டிராக் டிஸ்க், 2.பாத் டிஸ்க்"
পথ টেপ,பாதை நாடா
"1.অনুসরণ করুন, 2.অনুসরণ করুন","1.பின்தொடர், 2.பின்தொடர்"
"1. অনুসরণ করুন, 2. অনুসরণ করুন","1. பின்பற்றவும், 2. பின்பற்றவும்"
গতিপথ,பாதை
"1. লেনদেন, 2. চুক্তি, 3. লেনদেন, 4. বিনিময়","1. பரிவர்த்தனை, 2. ஒப்பந்தம், 3. பரிவர்த்தனை, 4. பரிமாற்றம்"
"1. চুক্তি ফাইল, 2. কার্যকলাপ ফাইল","1. ஒப்பந்தக் கோப்பு, 2. செயல்பாட்டுக் கோப்பு"
"1.লেনদেন নথি, 2.লেনদেন লগ৷","1.பரிவர்த்தனை ஆவணம், 2.பரிவர்த்தனை பதிவு"
"1. প্রতিলিপি, 2. প্রতিলিপি করা","1. ஒலிபெயர்ப்பு, 2. ஒலிபெயர்ப்பு"
ট্রান্সডিউসার,மின்மாற்றி
স্থানান্তর হার,பரிமாற்ற விகிதம்
স্থানান্তর সময়,பரிமாற்ற நேரம்
রূপান্তর,மாற்றம்
ক্ষণস্থায়ী ত্রুটি,தற்காலிக பிழை
রূপান্তর সময়ের,நிலைமாற்ற காலம்
"1. উত্তরণ, 2. অয়নকাল","1. மாற்றம், 2. சங்கிராந்தி"
সংক্রামক,தொற்றும் தன்மை கொண்டது
সংক্রামিত,நோய்த்தொற்றுக்கு உள்ளானவர்
"1.অনুবাদ, 2.অনুবাদ, 3.ব্যাখ্যা","1.மொழிபெயர்ப்பு, 2.மொழிபெயர்ப்பு, 3.விளக்கம்"
"1. ট্রান্সমিশন, ট্রান্সমিট, 2. ট্রান্সমিট","1. பரிமாற்றம், கடத்துதல், 2. கடத்துதல்"
কমিউনিকেশন কন্ট্রোল প্রোটোকল (TCP),டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால் (TCP)
"1.ট্রান্সমিশন লাইন, 2.ট্রান্সমিশন লাইন","1. டிரான்ஸ்மிஷன் லைன், 2. டிரான்ஸ்மிஷன் லைன்"
ট্রান্সমিটার,டிரான்ஸ்மிட்டர்
স্বচ্ছতা,வெளிப்படைத்தன்மை
ট্রান্সপন্ডার,டிரான்ஸ்பாண்டர்
"1.পরিবহন, 2.রিগ্রেশন","1.போக்குவரத்து, 2. பின்னடைவு"
স্থানান্তর,இடமாற்றம்
ট্রান্সপুটার,டிரான்ஸ்பியூட்டர்
"1.ট্রান্সমিশন রিসিভার, 2.ট্রান্স রিসিভার","1.டிரான்ஸ்மிட் ரிசீவர், 2.டிரான்ஸ் ரிசீவர்"
"1. ফাঁদ, 2. ফাঁদ, 3. ধরা","1. பொறி, 2. பொறி, 3. பிடி"
ঘূর্ণন,சுழற்சி
গাছ (পরিবর্তন),மரம் (மாற்றம்)
গাছ নেটওয়ার্ক,மரம் நெட்வொர்க்
অক্জিলিয়ারী সার্কিট,துணை சுற்று
তুচ্ছ চিত্র,அற்பமான வரைபடம்
সমস্যা সমাধান,பழுது நீக்கும்
ছিঁড়ে ফেলা,அகற்றி
সঠিক তালিকা,உண்மை அட்டவணை
"1. টিউনার, 2. টিউনার, 3. টিউনার","1. ட்யூனர், 2. ட்யூனர், 3. ட்யூனர்"
"1.টানেলিং, 2.টানেলিং","1. சுரங்கப்பாதை, 2. சுரங்கப்பாதை"
"1. সমন্বয়, 2. টিউনিং, 3. টিউনিং","1. சரிசெய்தல், 2. ட்யூனிங், 3. டியூனிங்"
টিপল,tuple
টার্বো প্যাসকেল,டர்போ பாஸ்கல்
টুরিং মেশিন,டூரிங் இயந்திரம்
পরিবর্তনের সময়,திரும்பும் நேரம்
পরিবর্তন দলিল,திருப்பு ஆவணம்
পালা ক্রম,திருப்பு வரிசை
দম্পতি তারের,ஜோடி கேபிள்
"1. উল্টানো জোড়া, 2. উল্টানো জোড়া","1. தலைகீழ் ஜோடி, 2. தலைகீழ் ஜோடி"
ডবল পাস অনুস্মারক,இரட்டை பாஸ் நினைவூட்டல்
দুই এর পরিপূরক,இரண்டின் நிரப்பு
প্রকার,வகை
"1.প্রকার মুখ, 2.চরিত্র","1.வகை முகம், 2. பாத்திரம்"
টাইপোগ্রাফিক্যাল শীর্ষ,அச்சுக்கலை மேல்
প্রিন্টার চাকা,அச்சுப்பொறி சக்கரம்
টাইপিং,தட்டச்சு
নিরবচ্ছিন্ন শক্তির উৎস,தடையில்லா சக்தி ஆதாரம்
"1. একক অপারেশন, 2. এক অংশ সিস্টেম","1. ஒற்றை செயல்பாடு, 2. ஒரு பகுதி அமைப்பு"
একক অপারেশন,ஒற்றை செயல்பாடு
"1.একক অপারেটর, 2.একক অপারেটর","1.ஒற்றை இயக்குபவர், 2.ஒற்றை இயக்குபவர்"
