Bengali,Assamese
সমর্থন ব্যবধান,সমৰ্থন ব্যৱধান
সমতল,সহ-মজিয়া
"সহনশীলতার সীমা, সহনশীলতার সীমা","সহনশীলতাৰ সীমা, সহনশীলতাৰ সীমা"
টপোলজিকাল,টপোলজিকেল
টপোলজিকাল দ্বৈততা,টপোলজিকেল দ্বৈততা
টপোলজিকাল গ্রুপ,টপোলজিকেল গোট
টপোলজিকাল আইসোমরফিজম,টপোলজিকেল সমৰূপতা
টপোলজিক্যাল লিনিয়ার স্পেস,টপোলজিকেল ৰৈখিক স্থান
টপোলজিক্যালি,টপোলজিকেলভাৱে
টপোগ্রাফিক ম্যাপিং,ট&#39;প&#39;গ্ৰাফিক মেপিং
টপোলজিকাল সম্পত্তি,টপোলজিকেল বৈশিষ্ট্য
টপোলজিকাল জনসংখ্যা,টপোলজিকেল জনসংখ্যা
টপোলজিক্যাল ভেক্টর স্পেস,টপোলজিকেল ভেক্টৰ স্থান
"টপোলজি, টপোলজি","টপোলজি, টপোলজি"
"খিঁচুনি, খিঁচুনি, খিঁচুনি","কনভলচন, স্পাম, কনভলচন"
"বৃত্তাকার কঠিন-রিং, টরাস","বৃত্তাকাৰ কঠিন-আঙঠি, torus"
"মোট, যোগফল (s.), সমগ্র, সম্পূর্ণ (v.)","মুঠ, যোগফল (স.), সম্পূৰ্ণ, সম্পূৰ্ণ (v.)"
সম্পূর্ণ ডেরিভেটিভ,সম্পূৰ্ণ ডেৰাইভেটিভ
নিখুঁত পার্থক্য,নিখুঁত পাৰ্থক্য
সম্পূর্ণ ডিফারেনশিয়াল সমীকরণ,সম্পূৰ্ণ অৱভেদ্য সমীকৰণ
পুঙ্খানুপুঙ্খ পরিদর্শন,পুংখানুপুংখ পৰিদৰ্শন কৰা
সম্পূর্ণরূপে আবদ্ধ,সম্পূৰ্ণৰূপে বান্ধ খাই আছে
পুরোপুরি অর্ডার করা সেট,নিখুঁতভাৱে অৰ্ডাৰ কৰা চেট
সম্পূর্ণ সিরিয়ালাইজেশন,সম্পূৰ্ণ ক্ৰমিককৰণ
"ট্রেস করা, ট্রেস করা (n.), ছিদ্র করা (n.), ট্রেস করা (v.)","ট্ৰেচ কৰা, ট্ৰেচ কৰা (n.), বিন্ধা (n.), ট্ৰেচ কৰা (v.)"
ম্যাট্রিক্স ট্রেস,মেট্ৰিক্স ট্ৰেচ
"ট্রেসিং, চিহ্নিত করা","ট্ৰেচিং, চিহ্নিত কৰা"
নিয়ন্ত্রণ ফাংশন,নিয়ন্ত্ৰণ কাৰ্য্য
"trajectory, trajectory, trajectory","ট্ৰেজেক্টৰী, ট্ৰেজেক্টৰী, ট্ৰেজেক্টৰী"
অতীন্দ্রিয়,অতিক্ৰমণীয়
বীজগণিত সমীকরণ,বীজগণিতীয় সমীকৰণ
বীজগণিতের ফাংশন,বীজগণিতীয় ফলন
বীজগণিত সংখ্যা,বীজগণিতীয় সংখ্যা
"স্থানান্তর, স্থানান্তর","স্থানান্তৰ, স্থানান্তৰ"
ডিফারেনশিয়াল ফাংশন,ডিফাৰেন্সিয়েল ফাংচন
সীমিত আগমন,সসীম আগমন
অসীম সংখ্যা,অসীম সংখ্যা
প্রকরণ,ভিন্নতা
রূপান্তর সূত্র,ৰূপান্তৰ সূত্ৰ
রূপান্তর ম্যাট্রিক্স,ৰূপান্তৰ মেট্ৰিক্স
স্থানাঙ্কের রূপান্তর,স্থানাংকৰ ৰূপান্তৰ
রূপান্তর ফাংশন,ৰূপান্তৰ কাৰ্য্য
রূপান্তরিত ম্যাট্রিক্স,ৰূপান্তৰিত মেট্ৰিক্স
শিপিং সমস্যা,শিপিং সমস্যা
ক্ষণস্থায়ী আচরণ,ক্ষণিক আচৰণ
ক্ষণস্থায়ী সমাধান,ক্ষণিক সমাধান
সংক্রমণ,ৰোগ বিয়পা অৱস্থা
রূপান্তর ম্যাট্রিক্স,ট্ৰেঞ্জিচন মেট্ৰিক্স
সংক্রামক,সংক্ৰামক
রূপান্তর নিয়ম,পৰিৱৰ্তন নিয়ম
সংক্রামক সম্পর্ক,সংক্ৰামক সম্পৰ্ক
সংক্রামকতা,সংক্ৰামকতা
সংক্রামক সমষ্টি,সংক্ৰামক সমষ্টি
স্থানান্তর,বদলিকৰ
পরিবহন খরচ,পৰিবহণৰ খৰচ
পরিবহন সমস্যা,পৰিবহণৰ সমস্যা
পরিবহন সময়,পৰিবহণৰ সময়
অ্যাক্সেস সমীকরণ,প্ৰৱেশ সমীকৰণ
রূপান্তরিত ম্যাট্রিক্স,ৰূপান্তৰিত মেট্ৰিক্স
ম্যাট্রিক্স পরিবর্তনশীল,মেট্ৰিক্স চলক
স্থানান্তর,ট্ৰেন্সপজিচন
অনুপ্রস্থ,অনুপ্ৰস্থ
তির্যক সীমাবদ্ধতা,অনুপ্ৰস্থ নিষেধাজ্ঞা
"ট্রান্সভার্স, ট্রান্সভার্স","অনুপ্ৰস্থ, অনুপ্ৰস্থ"
তির্যক গতি,অনুপ্ৰস্থ গতি
"trapezium, trapezium","ট্ৰেপেজিয়াম, ট্ৰেপেজিয়াম"
ট্র্যাপিজয়েড,ট্ৰেপেজ&#39;ইড
ট্র্যাপিজিয়াম প্রিজম,ট্ৰেপেজিয়াম প্ৰিজম
"চিকিত্সা, চিকিত্সা","চিকিৎসা, চিকিৎসা"
গাছের নকশা,গছৰ ডায়েগ্ৰাম
"প্রবণতা, প্রবণতা","ট্ৰেণ্ড, ট্ৰেণ্ড"
উত্থান লাইন,ৰাইজ লাইন
বর্ধিত মান,বৃদ্ধি পোৱা মূল্য
ত্রয়ী,triad
"পরীক্ষা, পরীক্ষা, পরীক্ষা","পৰীক্ষা, পৰীক্ষা, পৰীক্ষা"
অভিযুক্ত ফাংশন,অভিযোগকাৰী কাৰ্য্য
"ত্রিভুজ, ত্রিভুজ","ত্ৰিভুজ, ত্ৰিভুজ"
ত্রিভুজ অসমতা,ত্ৰিভুজ বৈষম্য
বেগ ত্রিভুজ,বেগ ত্ৰিভুজ
ত্রিভুজ প্রতীক,ত্ৰিভুজ চিহ্ন
ত্রিভুজ সিস্টেম,ত্ৰিভুজ ব্যৱস্থা
ত্রিভুজ,ত্ৰিকোণীয়কৰণ
"triangular, triangular, triangular","ত্ৰিকোণীয়, ত্ৰিকোণীয়, ত্ৰিকোণীয়"
ত্রিভুজাকার ম্যাট্রিক্স,ত্ৰিকোণীয় মেট্ৰিক্স
"triangulation, triangulation","ত্ৰিকোণীয়কৰণ, ত্ৰিকোণীয়কৰণ"
ত্রয়ী,triad
ত্রিভিকর্ণি,ত্ৰিবিকৰ্ণী
ত্রিকোণমিতিক,ত্ৰিকোণমিতিক
ত্রিকোণমিতিক বক্ররেখা,ত্ৰিকোণমিতিক বক্ৰ
ত্রিকোণমিতিক সমীকরণ,ত্ৰিকোণমিতিক সমীকৰণ
ত্রিকোণমিতিক ফাংশন,ত্ৰিকোণমিতিক ফলন
ত্রিকোণমিতিক পরিচয়,ত্ৰিকোণমিতিক পৰিচয়সমূহ
ত্রিকোণমিতিক সিরিজ,ত্ৰিকোণমিতিক শৃংখলা
ত্রিকোণমিতিক সমাধান,ত্ৰিকোণমিতিক সমাধান
ত্রিকোণমিতিক রূপান্তর,ত্ৰিকোণমিতিক ৰূপান্তৰ
ত্রিকোণমিতি,ত্ৰিকোণমিতি
"ত্রিগুণ, ত্রিধা, ত্রি-, ত্রিশাহ, ত্রিকা, ত্রিহ","ত্ৰিগুণ, ত্ৰিধা, ত্ৰি-, তৃষা, ত্ৰিকা, ত্ৰিয়া"
ট্রিপল ইন্টিগ্রেশন,ট্ৰিপল ইন্টিগ্ৰেচন
তিনগুণ,ট্ৰিপল
দ্বিখণ্ডিত করা,bisect
trisection,ট্ৰাইছেকচন
কোণকে দ্বিখণ্ডিত করুন,কোণটো দুভাগ কৰক
সূক্ষ্ম চেহারা,সূক্ষ্ম ৰূপ
অসার অবস্থান,তুচ্ছ অৱস্থান
কর্কটক্রান্তি,ট্ৰপিক অৱ কেন্সাৰ
দক্ষিণায়ণ,মকৰ ৰাশিৰ ট্ৰপিক
ট্রপোস্ফিয়ার,ট্ৰপ&#39;স্ফিয়াৰ
