Assamese,Punjabi
সোঁহাতৰ নিয়ম,ਸੱਜੇ ਹੱਥ ਦਾ ਨਿਯਮ
সোঁফালৰ স্ক্ৰু,ਸੱਜੇ ਪਾਸੇ ਦਾ ਪੇਚ
সমতুল্য প্ৰিজম,ਬਰਾਬਰ ਪ੍ਰਿਜ਼ਮ
শক্তিশালী,ਮਜ਼ਬੂਤ
অধ্যৱসায়,ਲਗਨ
"সঠিক প্ৰমাণ, সঠিক প্ৰমাণ","ਸਹੀ ਸਬੂਤ, ਸਹੀ ਸਬੂਤ"
"শব্দ, বাদ্যযন্ত্ৰ","ਆਵਾਜ਼, ਸਾਧਨ"
উৰ্মিকা,ਉਰਮਿਕਾ
উত্থানৰ দিন,ਉੱਤਮ ਦਿਨ
ৰবো,ਰੋਬੋ
ৰকেটৰ ক্ৰিয়া,ਰਾਕੇਟ ਕਾਰਵਾਈ
ৰকেট,ਰਾਕੇਟ
ৰকেট বিজ্ঞান,ਰਾਕੇਟ ਵਿਗਿਆਨ
"শিল, গতি, দোলনা","ਚੱਟਾਨ, ਅੰਦੋਲਨ, ਸਵਿੰਗ"
ৰয়েন্টজেন,roentgen
"ৰয়েণ্টজেন-ৰে, এক্স-ৰে","roentgen-ਰੇ, ਐਕਸ-ਰੇ"
"ৰোলিং, ৰোলিং, (সম্পা.), ৰাউণ্ডিং, ৰোলিং (সম্পা.)","ਰੋਲਿੰਗ, ਰੋਲ, (ਐਡ.), ਗੋਲਿੰਗ, ਰੋਲਿੰਗ (ਐਡ.)"
"বেলনি, লটনি, লটনিক (ভ.), ভেলান, লোটান (সম্পা.)","ਬੇਲਨੀ, ਲੋਟਨੀ, ਲੋਟਨਿਕ (ਵੀ.), ਵੇਲਨ, ਲੋਟਨ (ਐਡੀ.)"
ঘূৰ্ণনীয়,ਰੋਟੇਸ਼ਨਲ
"to spin, to spin (v.), বৃত্তাকাৰ, চকাযুক্ত (v.)","ਘੁੰਮਣਾ, ਘੁੰਮਣਾ (v.), ਗੋਲਾਕਾਰ, ਪਹੀਏ ਵਾਲਾ (v.)"
ঘূৰ্ণনীয়,ਰੋਟੇਸ਼ਨਲ
"ঘূৰণ, ঘূৰণ","ਰੋਟੇਸ਼ਨ, ਰੋਟੇਸ਼ਨ"
"ঘূৰ্ণনশীল, ঘূৰ্ণনশীল, ঘূৰ্ণনশীল","ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ"
"ঘূৰ্ণনশীল,ঘূৰ্ণনকাৰী","ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਟਰ"
"ঘূৰ্ণনশীল, ঘূৰ্ণনশীল","ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ"
"ৰোটাৰ, ৰোটাৰ","ਰੋਟਰ, ਰੋਟਰ"
"ৰুক্ষ, ৰুক্ষ","ਮੋਟਾ, ਮੋਟਾ"
"বন্ধ, বন্ধ","ਬੰਦ ਕਰੋ, ਬੰਦ ਕਰੋ"
ট্ৰেনজিট সময়,ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ
পথ,ਰਾਹ
"ৰুটিন, ৰুটিন","ਰੁਟੀਨ, ਰੁਟੀਨ"
"পদ্মৰাগ, ৰুবি, ৰঙা, য়াকুট","ਪਦਮਰਾਗ, ਰੂਬੀ, ਲਾਲ, ਯਾਕੁਤ"
"ৰুবি লেজাৰ, ৰুবি লেজাৰ","ਰੂਬੀ ਲੇਜ਼ਰ, ਰੂਬੀ ਲੇਜ਼ਰ"
"rudder, নিয়ন্ত্ৰণ","ਪਤਵਾਰ, ਕੰਟਰੋਲ"
নিয়মসমূহ,ਨਿਯਮ
আণ্ডাৰলাইন কৰা গ্ৰেটিং,ਰੇਖਾਂਕਿਤ grating
"গ্ৰাফ, ৰেখা","ਗ੍ਰਾਫ਼, ਲਾਈਨਾਂ"
"ৰান, পৰম্পৰা","ਚਲਾਓ, ਪਰੰਪਰਾ"
দৌৰবিদ,ਦੌੜਾਕ
"চুক্তি, চুক্তি, বিস্ফোৰণ","ਇਕਰਾਰਨਾਮਾ, ਇਕਰਾਰਨਾਮਾ, ਫਟਣਾ"
ৰাদাৰফোৰ্ড বিক্ষিপ্ততা,ਰਦਰਫੋਰਡ ਸਕੈਟਰਿੰਗ
ৰাদাৰফোৰ্ড,ਰਦਰਫੋਰਡ
rydberg,ਰਾਈਡਬਰਗ
নিৰাপদ বোজা,ਸੁਰੱਖਿਅਤ ਲੋਡ
"নিৰাপদ, সুৰক্ষিত","ਸੁਰੱਖਿਅਤ, ਸੁਰੱਖਿਅਤ"
"ছেফটি ফিউজ, বিকফোৰ্ড ফিউজ","ਸੇਫਟੀ ਫਿਊਜ਼, ਬਿੱਕਫੋਰਡ ਫਿਊਜ਼"
সুৰক্ষা ভালভ,ਸੁਰੱਖਿਆ ਵਾਲਵ
"নমুনা, নমুনা","ਨਮੂਨਾ, ਨਮੂਨਾ"
"নমুনা (v.), নমুনা সংগ্ৰহ (n.)","ਨਮੂਨਾ (v.), ਨਮੂਨਾ (n.)"
চেণ্ডউইচ,ਸੈਂਡਵਿਚ
"উপগ্ৰহ, সহযোগী, ট্ৰেইলিং","ਸੈਟੇਲਾਈਟ, ਸਹਾਇਕ ਕੰਪਨੀ, ਪਿੱਛੇ"
উপনৈৰ ৰেখা,ਸਹਾਇਕ ਲਾਈਨ
সন্তুষ্ট কৰা,ਸੰਤੁਸ਼ਟ ਕਰਨ ਲਈ
শনিৰ আঙঠি,ਸ਼ਨੀ ਰਿੰਗ
savart,savart
স্কেলাৰ,ਸਕੇਲਰ
ষ্টেপ মাল্টিপ্লাইয়াৰ,ਕਦਮ ਗੁਣਕ
"বিক্ষিপ্ত, বিক্ষিপ্ত","ਖਿਲਾਰ, ਖਿਲਾਰ"
বিক্ষিপ্তকৰণ প্ৰক্ৰিয়া,ਫੈਲਾਉਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
দৃষ্টি,ਨਜ਼ਰ
বৃদ্ধি পায়,ਫੈਲਾਉਣਾ
"scratch (ধ্বনি), scratch","scratch (ਆਵਾਜ਼), scratch"
"ছালনী, চালনী (ed.), ড্ৰাইভ","sieve, sieve (ed.), drive"
sku দৃষ্টি,sku ਨਿਗਾਹ
"বন্ধ কৰা, ছীল কৰা, ছীল কৰা (ver.)","ਬੰਦ ਕਰਨਾ, ਸੀਲ ਕਰਨਾ, ਸੀਲ ਕਰਨਾ (ਵਰਤ.)"
"ঋতুভিত্তিক তাৰতম্য, ঋতুভিত্তিক উঠা-নমা","ਮੌਸਮੀ ਪਰਿਵਰਤਨ, ਮੌਸਮੀ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ"
secant নিয়ম,secant ਨਿਯਮ
"দ্বিতীয় (সম্পা.), দ্বিতীয় (প.)","ਦੂਜਾ (ਐਡੀ.), ਦੂਜਾ (v.)"
"মাধ্যমিক, মাধ্যমিক","ਸੈਕੰਡਰੀ, ਸੈਕੰਡਰੀ"
"১ধাৰা,ধাৰা,ধাৰা,ধাৰা,ধাৰা","1 ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ"
"খণ্ড, খণ্ড, খণ্ড","ਸੈਕਟਰ, ਸੈਕਟਰ, ਸੈਕਟਰ"
দীৰ্ঘস্থায়ী,ਲੰਮਾ ਸਮਾਂ
বীজ সিঁচা,ਬੀਜਣ
ভূমিকম্পবিজ্ঞান,ਭੂਚਾਲ ਵਿਗਿਆਨ
ভূমিকম্পবিজ্ঞান,ਭੂਚਾਲ ਵਿਗਿਆਨ
ভূমিকম্পবিজ্ঞান,ਭੂਚਾਲ ਵਿਗਿਆਨ
নিৰ্বাচনশীলতা,ਚੋਣਯੋਗਤਾ
"self, self","ਆਪਣੇ ਆਪ ਨੂੰ, ਆਪਣੇ ਆਪ ਨੂੰ"
অন্তৰ্নিহিত শক্তি,ਅੰਦਰੂਨੀ ਊਰਜਾ
স্বতঃস্ফূৰ্ত দোলন,ਸਵੈ-ਚਾਲਤ ਦੋਲਨ
অৰ্ধপৰিবাহী,ਸੈਮੀਕੰਡਕਟਰ
অৰ্ধ অভিজ্ঞতাভিত্তিক,ਅਰਧ ਅਨੁਭਵੀ
অৰ্ধ-অসীম,ਅਰਧ-ਅਨੰਤ
অৰ্ধ-লগ গ্ৰাফ শ্বীট,ਅਰਧ-ਲਾਗ ਗ੍ਰਾਫ ਸ਼ੀਟ
গোলাকাৰ প্লাছ এংগেল,ਗੋਲਾਕਾਰ ਪਲੱਸ ਕੋਣ
জ্ঞান,ਭਾਵਨਾ
সংবেদনশীল,ਸੰਵੇਦਨਸ਼ੀਲ
"সংবেদনশীল, সংবেদনশীল, সংবেদনশীল, সংবেদনশীল","ਸੰਵੇਦਨਸ਼ੀਲ, ਸੰਵੇਦਨਸ਼ੀਲ, ਸੰਵੇਦਨਸ਼ੀਲ, ਸੰਵੇਦਨਸ਼ੀਲ"
"শব্দ গ্ৰহণকাৰী লেম্পৰ শিখৰ, শব্দ গ্ৰহণকাৰী শিখা","ਸਾਊਂਡ ਰਿਸੀਵਰ ਲੈਂਪ ਕਰੈਸਟ, ਸਾਊਂਡ ਰਿਸੀਵਰ ਫਲੇਮ"
"সংবেদনশীলতা, সংবেদনশীলতা, সংবেদনশীলতা","ਸੰਵੇਦਨਸ਼ੀਲਤਾ, ਸੰਵੇਦਨਸ਼ੀਲਤਾ, ਸੰਵੇਦਨਸ਼ੀਲਤਾ"
"সক্ৰিয়কৰণ, সংবেদন","ਸਰਗਰਮੀ, ਸੰਵੇਦਨਾ"
চেন্সৰ,ਸੈਂਸਰ
পৃথক কৰিব পৰা,ਵੱਖ ਕਰਨ ਯੋਗ
"পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ, ব্যৱধান","ਵਿਛੋੜਾ, ਵਿਛੋੜਾ, ਵਿਛੋੜਾ, ਪਾੜਾ"
অষ্টক,ਅਸ਼ਟੈਵ
চেপ্টোড,septode
সূচীভুক্ত কৰা,ਇੰਡੈਕਸਿੰਗ
শৃংখলা শৃংখলা শৃংখলা (মানচিত্র),ਸੀਰੀਜ਼ ਸੀਰੀਜ਼ ਸੀਰੀਜ਼ (ਨਕਸ਼ੇ)
চাৰ্ভো মটৰ,ਸਰਵੋ ਮੋਟਰ
"ছেট আপ, ছেট আপ, ছেট আপ, ছেট আপ","ਸੈਟ ਅਪ ਕਰੋ, ਸੈਟ ਅਪ ਕਰੋ, ਸੈਟ ਅਪ ਕਰੋ, ਸੈਟ ਅਪ ਕਰੋ"
"অৱক্ষয়ী, ছাঁয়াযুক্ত","ਘਟੀਆ, ਰੰਗਤ"
ছাঁ,ਸ਼ੈਡੋ
শৰীৰ,ਚਿੱਤਰ
চোকা শেষ,ਤਿੱਖਾ ਅੰਤ
স্পাউট ৰেঞ্জ,ਸਪਾਊਟ ਸੀਮਾ
"ছিয়াৰ বল, ছিয়াৰ","ਸ਼ੀਅਰ ਫੋਰਸ, ਸ਼ੀਅਰ"
ৰক্ষা কৰা নিউক্লাইড,ਢਾਲ nuclide
"সৃষ্টি, বিচ্যুতি, হস্তান্তৰ","ਰਚਨਾ, ਵਿਸਥਾਪਨ, ਤਬਾਦਲਾ"
শ্বক বেগ,ਸਦਮੇ ਦੀ ਗਤੀ
শ্বক তৰংগ,ਸਦਮੇ ਦੀ ਲਹਿਰ
"চুটি, জৰাজীৰ্ণ, অসংলগ্ন","ਛੋਟਾ, ਖਰਾਬ, ਅਸੰਗਤ"
উচ্চ মাত,ਉੱਚੀ ਆਵਾਜ਼
"পাৰ্শ্বীয় পথ, শ্বাণ্ট (ed.), কাষৰ পথ, শ্বাণ্ট (v.)","ਲੇਟਰਲ ਮਾਰਗ, ਸ਼ੰਟ (ਐਡੀ.), ਸਾਈਡ ਪਾਥ, ਸ਼ੰਟ (ਵੀ.)"
"কাষ, কাষ, কাষ","ਪਾਸੇ, ਪਾਸੇ, ਪਾਸੇ"
sidereal,sidereal
"sighting, aiming, sighting, লক্ষ্য কৰা, লক্ষ্য কৰা, স্থান নিৰ্ণয় কৰা","ਦੇਖਣਾ, ਨਿਸ਼ਾਨਾ ਬਣਾਉਣਾ, ਦੇਖਣਾ, ਨਿਸ਼ਾਨਾ ਰੱਖਣਾ, ਨਿਸ਼ਾਨਾ ਬਣਾਉਣਾ, ਪਤਾ ਲਗਾਉਣਾ"
ৰাশিফল,ਰਾਸ਼ੀ ਚਿੰਨ੍ਹ
"সংকেত, সংকেত","ਸੰਕੇਤ, ਸੰਕੇਤ"
নিস্তব্ধ সময়,ਚੁੱਪ ਦੀ ਮਿਆਦ
ছিলিকন ডাইঅ&#39;ড,ਸਿਲੀਕਾਨ ਡਾਇਡ
ছিলিকন,ਸਿਲੀਕਾਨ
"ছিলিকন প্লেক, ছিলিকন ৱেফাৰ","ਸਿਲੀਕਾਨ ਪਲਾਕ, ਸਿਲੀਕਾਨ ਵੇਫਰ"
উপমা,ਸਮਾਨਤਾ
অনুকৰণকাৰী,ਨਕਲ ਕਰਨ ਵਾਲਾ
একে লগে,ਇੱਕੋ ਸਮੇਂ
"চিহ্ন, sine","ਚਿੰਨ੍ਹ, ਸਾਈਨ"
একক আয়নীয়কৰণ,ਸਿੰਗਲ ionization
একক ৰেখা একক ৰেখা,ਸਿੰਗਲ ਲਾਈਨ ਸਿੰਗਲ ਲਾਈਨ
একক পদক্ষেপ,ਸਿੰਗਲ ਕਦਮ
"প্ৰৱেশ, ডুব যোৱা, বিসৰ্জন, একত্ৰীকৰণ ট্ৰাফ, ডুব যোৱা, চিষ্টাৰ","ਪਹੁੰਚ, ਡੁੱਬਣਾ, ਡੁੱਬਣਾ, ਅਭੇਦ ਹੋਣਾ, ਸਿੰਕ, ਟੋਆ"
চাইন&#39;ইডাল,sinusoidal
ছাইফন,ਸਾਈਫਨ
ছাইৰেন,ਸਾਇਰਨ
"আকাৰ, আকাৰ (n.), আকাৰ, খোদিত (v.)","ਆਕਾਰ, ਆਕਾਰ (n.), ਆਕਾਰ, ਉੱਕਰੀ (v.)"
"অসমতাপূৰ্ণ, তিৰ্যক","ਅਸਮਿਤ, ਤਿਰਛੀ"
"এপিডাৰ্মিছ প্ৰভাৱ, ছালৰ প্ৰভাৱ","epidermis ਪ੍ਰਭਾਵ, ਚਮੜੀ ਪ੍ਰਭਾਵ"
আকাশ নীলা,ਅਸਮਾਨੀ ਨੀਲਾ
হেলনীয়া পৰিসৰ,ਝੁਕੀ ਸੀਮਾ
সাপ,ਸੱਪ
"স্লিপ, স্লিপ, স্লিপ, স্লিপ, সমাধান","ਤਿਲਕਣਾ, ਤਿਲਕਣਾ, ਤਿਲਕਣਾ, ਤਿਲਕਣਾ, ਹੱਲ"
গ আঙঠি,c ਰਿੰਗ
"slit, slit, স্লিট","ਕੱਟਣਾ, ਕੱਟਣਾ, ਕੱਟਣਾ"
"ঢাল, ঢাল, ঢাল","ਢਲਾਨ, ਢਲਾਨ, ਢਲਾਨ"
স্লটযুক্ত লাইন,ਸਲਾਟਡ ਲਾਈਨ
লেহেমীয়া ৰিয়েক্টৰ,ਹੌਲੀ ਰਿਐਕਟਰ
ধূমপান কৰা,ਪੀਤੀ
ইনডাক্টিভ কেপাচিটৰ,ਪ੍ਰੇਰਕ ਕੈਪਸੀਟਰ
"বক্ৰৰ সংবহন, বক্ৰৰ একত্ৰীকৰণ","ਕਰਵ ਦਾ ਸੰਚਾਲਨ, ਕਰਵ ਦਾ ਵਿਲੀਨਤਾ"
সোডাৰ,ਸੋਡਰ
"কোমল, কোমল, কোমল","ਨਰਮ, ਨਰਮ, ਕੋਮਲ"
হ্ৰস্বম্যাদী উপাদান,ਛੋਟੀ ਮਿਆਦ ਦੇ ਹਿੱਸੇ
চুপাৰ কণ্ডাক্টৰ,ਸੁਪਰ ਕੰਡਕਟਰ
অসুৰক্ষিত লক্ষ্য,ਅਸੁਰੱਖਿਅਤ ਟੀਚਾ
কম নিৰ্গমন নলী,ਘੱਟ ਡਿਸਚਾਰਜ ਟਿਊਬ
সৌৰশক্তি,ਸੂਰਜੀ
"ছল্ডাৰ কৰা, ছল্ডাৰ কৰা (ed.), ছল্ডাৰ কৰা, ছল্ডাৰ কৰা (n.)","ਸੋਲਡਰ ਕਰਨ ਲਈ, ਸੋਲਡਰ ਕਰਨ ਲਈ (ਐਡੀ.), ਸੋਲਡਰ, ਸੋਲਡਰ (ਐਨ.)"
ছ&#39;লেন&#39;ইড উপাদান,solenoid ਤੱਤ
"কঠিন, ভৰ, ঘনক","ਠੋਸ, ਪੁੰਜ, ਘਣ"
"সমাধান, অৰ্থ, সমাধান, সমাধান","ਹੱਲ, ਮਤਲਬ, ਹੱਲ, ਹੱਲ"
সোনিক বুম,ਸੋਨਿਕ ਬੂਮ
"ফ&#39;ন&#39;মিটাৰ,ছ&#39;নোমিটাৰ","ਫੋਨੋਮੀਟਰ, ਸੋਨੋਮੀਟਰ"
একাউষ্টিক,ਧੁਨੀ
"সজাই পৰাই তোলা, নিৰ্বাচন কৰা, পৃথক কৰা","ਛਾਂਟੀ, ਚੋਣ, ਵਿਛੋੜਾ"
"আকাশ, মহাকাশ, মহাকাশ, মহাকাশ, মহাকাশ, মহাকাশ","ਅਸਮਾਨ, ਸਪੇਸ, ਸਪੇਸ, ਸਪੇਸ, ਸਪੇਸ, ਸਪੇਸ"
আকাশী কেবিন,ਆਕਾਸ਼ੀ ਕੈਬਿਨ
ব্যৱধান,ਅੰਤਰਾਲ
আকাশী,ਆਕਾਸ਼ੀ
স্থানান্তৰ ব্যৱধান,ਤਬਾਦਲਾ ਅੰਤਰਾਲ
ঝলমলীয়া,ਚਮਕਦਾਰ
"আকাশী, স্থানীয়","ਆਕਾਸ਼ੀ, ਸਥਾਨਿਕ"
"নিৰ্দিষ্ট আপেক্ষিকতাবাদ, নিৰ্দিষ্ট আপেক্ষিকতাবাদ","ਖਾਸ ਰਿਲੇਟੀਵਿਟੀ, ਖਾਸ ਰਿਲੇਟੀਵਿਟੀ"
"আপেক্ষিক, নিৰ্দিষ্ট, বিশেষ","ਰਿਸ਼ਤੇਦਾਰ, ਖਾਸ, ਖਾਸ"
স্পেচিফিকেশন,ਨਿਰਧਾਰਨ
নিৰ্দিষ্ট কৰা হৈছে,ਨਿਰਧਾਰਤ
বৰ্ণালী,ਸਪੈਕਟ੍ਰਲ
বৰ্ণালীবিজ্ঞান,ਸਪੈਕਟ੍ਰੋਮੈਟਰੀ
"বৰ্ণালীবিজ্ঞান, বৰ্ণালীবিজ্ঞান","ਸਪੈਕਟਰੋਸਕੋਪ, ਸਪੈਕਟਰੋਸਕੋਪ"
"বৰ্ণালীবিজ্ঞানী, বৰ্ণালীবিজ্ঞানী","ਸਪੈਕਟ੍ਰਮ ਵਿਗਿਆਨੀ, ਸਪੈਕਟ੍ਰਮ ਵਿਗਿਆਨੀ"
নিয়মিত,ਰੋਜਾਨਾ
বক্তৃতা,ਭਾਸ਼ਣ
স্পীডমিটাৰ,ਸਪੀਡੋਮੀਟਰ
ঘূৰণীয়া বল,ਗੋਲ ਗੇਂਦ
"গোলাকাৰ, গোলাকাৰ","ਗੋਲਾਕਾਰ, ਗੋਲਾਕਾਰ"
"গোলকমাপক, গোলকমাপক","ਗੋਲਾਮਾਪੀ, ਗੋਲਾਮਾਪਕ"
স্পিন ৰিবাউণ্ড,ਸਪਿਨ ਰੀਬਾਉਂਡ
স্পিনিং টপ,ਕਤਾਈ ਸਿਖਰ
ঘূৰ্ণন,ਸਪਿਨ
সৰ্পিল গতি,ਚੂੜੀਦਾਰ ਮੋਸ਼ਨ
"split, split (v.) বিভক্ত, বিভক্ত (n.)","ਵੰਡਣਾ, ਵੰਡਣਾ (ਵਿ.) ਵੰਡਣਾ, ਵੰਡਣਾ (ਐਨ.)"
স্বয়ংক্ৰিয়ভাৱে,ਆਪਣੇ ਆਪ
"স্পুল, উইঞ্চ, ৰিল, ভলী","ਸਪੂਲ, ਵਿੰਚ, ਰੀਲ, ਵਾਲੀ"
ৰেণ্ডম ইভেন্ট,ਬੇਤਰਤੀਬ ਘਟਨਾ
"বিন্দু, দাগ (no.), দাগ, দাগ, চিনাক্ত কৰা, বিচাৰি উলিওৱা (ver.)","ਬਿੰਦੂ, ਸਪਾਟ (ਸੰ.), ਸਪਾਟ, ਸਪਾਟ, ਪਛਾਣ, ਲੱਭੋ (ਵਰਸ.)"
শক্তি জটিল,ਊਰਜਾ ਕੰਪਲੈਕਸ
"বসন্ত, বসন্ত, বসন্ত, জলপ্ৰপাত, বসন্ত","ਬਸੰਤ, ਬਸੰਤ, ਬਸੰਤ, ਝਰਨਾ, ਬਸੰਤ"
মিছা আবেগ,ਝੂਠਾ ਜਨੂੰਨ
অতিৰিক্ত প্ৰতিধ্বনি,ਵਾਧੂ ਗੂੰਜ
স্পুটনিক,ਸਪੁਟਨਿਕ
"বৰ্গ, বৰ্গ, বৰ্গ","ਵਰਗ, ਵਰਗ, ਵਰਗ"
স্থায়িত্ব,ਟਿਕਾਊਤਾ
স্থিতিশীল কৰা,ਸਥਿਰ ਕਰਨਾ
স্তূপ,ਸਟੈਕ
"পৰ্যায়, পৰ্যায়, পদবী, সম্প্ৰদায়, পৰ্যায়","ਪੜਾਅ, ਪੜਾਅ, ਦਰਜਾ, ਭਾਈਚਾਰਾ, ਪੜਾਅ"
সমান্তৰাল বিতৰণ,ਸਮਾਨਾਂਤਰ ਵੰਡ
"মানক, প্ৰমাণিত, পতাকা (নং), মানক","ਮਿਆਰੀ, ਪ੍ਰਮਾਣਿਤ, ਝੰਡਾ (ਨੰਬਰ), ਮਿਆਰੀ"
প্ৰামাণিককৃত,ਮਿਆਰੀ
প্ৰামাণিককৰণ,ਮਾਨਕੀਕਰਨ
"তৰা, তৰা","ਤਾਰਾ, ਤਾਰਾ"
ষ্টাৰক ইফেক্ট,ਸਖਤ ਪ੍ਰਭਾਵ
"উৎপত্তিকাৰী, ষ্টাৰ্টাৰ, বিস্ফোৰক","ਪੈਦਾ ਕਰਨ ਵਾਲਾ, ਸਟਾਰਟਰ, ਵਿਸਫੋਟਕ"
statampier গেস্টবুক,statampier
"অৱস্থান, অৱস্থা, অৱস্থা","ਸਥਿਤੀ, ਰਾਜ, ਰਾਜ"
বিবৃতি,ਬਿਆਨ
ষ্টেটিক ষ্টেটিক ইলেক্ট্ৰষ্টেটিক শব্দ,ਸਥਿਰ ਸਥਿਰ ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਸ਼ੋਰ
স্থিতিশীল,ਸਥਿਰ
"পৰ্যবেক্ষণ কেন্দ্ৰ, ষ্টেচন, চন্দ্ৰ","ਨਿਰੀਖਣ ਸਟੇਸ਼ਨ, ਸਟੇਸ਼ਨ, ਚੰਦਰਮਾ"
প্ৰগতিশীল,ਪ੍ਰਗਤੀਸ਼ੀਲ
স্তম্ভিত হৈ পৰিল,ਹੈਰਾਨ
অজ্ঞানতা পৰ্যায়,ਸੁੰਨ ਹੋਣ ਦਾ ਪੜਾਅ
নিৰ্দিষ্ট এলেকা,ਸਥਿਰ ਖੇਤਰ
প্ৰগতিশীল কণা,ਪ੍ਰਗਤੀਸ਼ੀਲ ਕਣ
স্তম্ভিত মনোভাৱ,ਹੈਰਾਨ ਰਵੱਈਆ
নমুনা,ਨਮੂਨਾ
পৰিসংখ্যাগত,ਅੰਕੜਾ
পৰিসংখ্যাগত ওজন,ਅੰਕੜਾ ਭਾਰ
ষ্টেটাৰ,ਸਟੇਟਰ
"অপৰিৱৰ্তিত, স্থিৰ, স্থিৰ, স্থায়ী","ਨਾ ਬਦਲਣ ਵਾਲਾ, ਸਥਿਰ, ਨਿਰੰਤਰ, ਸਥਾਈ"
বাষ্প বাষ্প,ਭਾਫ਼ ਭਾਫ਼
ভাপ টাৰ্বাইন,ਭਾਫ਼ ਟਰਬਾਈਨ
তীখা,ਸਟੀਲ
ষ্টিয়াৰিং বক্স,ਸਟੀਅਰਿੰਗ ਬਾਕਸ
stellar,ਤਾਰਾ
"খোজ, খোজ, খোজ, খোজ","ਕਦਮ, ਕਦਮ, ਕਦਮ, ਕਦਮ"
ক্ৰমান্বয়ে,ਕਦਮ ਦਰ ਕਦਮ
ষ্টেপ ফাংচন,ਕਦਮ ਫੰਕਸ਼ਨ
ষ্টেৰেডিয়ান,ਸਟੈਰੇਡੀਅਨ
ষ্টেৰিঅ&#39;স্কোপিক,ਸਟੀਰੀਓਸਕੋਪਿਕ
ষ্টেৰিঅ&#39;স্কোপিক শব্দ,ਸਟੀਰੀਓਸਕੋਪਿਕ ਆਵਾਜ਼
সংলগ্নতা সংঘৰ্ষ,ਅਟੈਚਮੈਂਟ ਟੱਕਰ
"অপৰ্য নিউক্লিয়াছ, কৃষ্ণ নিউক্লিয়াছ","ਅਪਰਿਆ ਨਿਊਕਲੀਅਸ, ਕ੍ਰਿਸ਼ਨ ਨਿਊਕਲੀਅਸ"
"কঠিন, কঠিন, দৃঢ়, দৃঢ়","ਸਖ਼ਤ, ਸਖ਼ਤ, ਪੱਕਾ, ਪੱਕਾ"
নমনীয়তা,ਕਮਜ਼ੋਰੀ
"বিন্দু, কলংক","ਬਿੰਦੀ, ਕਲੰਕ"
pointiness,ਇਸ਼ਾਰਾ
"ভাভাক, অশোত্ৰ (সম্পা.), স্থাৱৰ (ভি.), স্থাৱৰ দৃশ্য","ਭਾਭਾਕਾ, ਅਸੋਤਰਾ (ਸੰਪਾਦਕ), ਅਚੱਲ (ਵੀ.), ਅਚੱਲ ਦ੍ਰਿਸ਼"
উত্তেজনা কৰা,ਭੜਕਾਉਣ ਲਈ
উদ্দীপক,ਉਤੇਜਨਾ
লৰচৰকাৰী,stirrer
ষ্টক,ਸਟੋਕ
"ব্ৰেক-ৱাচ, ষ্টক-ঘড়ী","ਤੋੜ-ਘੜੀ, ਸਟਾਕ-ਘੜੀ"
ইনচুলেটেড,ਇੰਸੂਲੇਟਡ
"limiter, বন্ধ কৰক","ਸੀਮਾ, ਰੋਕੋ"
বন্ধ কৰাৰ সম্ভাৱনা,ਰੋਕਣ ਦੀ ਸੰਭਾਵਨਾ
