Hindi,Tamil
वायु पट्टिका सस्यन,விண்ட் ஸ்ட்ரிப் பயிர்
वायु वेग,காற்றின் வேகம்
वायु,காற்று
विंड्रो,விண்ட்ரோ
विंड्रोअर,விண்ட்ரோவர்
वात दिग्दर्शी,காற்று திசைகாட்டி
ओसाईयंत्र,வின்னவர்
ओसाई,வின்னிங்
वॉबल परिकल्पना,தள்ளாட்டம் கருதுகோள்
गर्भाशय,கருவில்
काष्ठ राख,வூட் சாம்பல்
काष्ठ गैस,மர வாயு
कार्य,வேலை
अखरोट,வால்நட்
ब्राह्मी साग,நீர் க்ரெஸ்
जलकुंभी,நீர் பதுமராகம்
तरबूज,தர்பூசணி
टिवरा,நீர் புதினா
मजनून,அழுகை வில்லோ
महोगनी,மேற்கு இந்திய மஹோகனி
गेहूं,கோதுமை
संफतल,வெள்ளை க்ளோவர்
तून,வெள்ளை முல்பெரி
सुबवूल,வெள்ளை பாபினெக்
बिस,வெள்ளை வில்லோ
"सतरा, बनतुलसी",காட்டு மார்ஜோரிம்
जंगली जई,காட்டு ஓட்
पंखिया बीन,சிறகுகள் பீன்
विलायती कद्दू,குளிர்கால ஸ்குவாஷ்
अश्वगंधा,விதானியா
खट्टी बूटी,"வூட் சோரல், ஆக்சாலிஸ்"
"बर्र, ततैया",குளவி
बया,வீவர் பறவை
घुन,அந்துப்பூச்சி
सफेद सूंड़ी,வெள்ளை கிரப்
रुईया माहू,கம்பளி அஃபிட்
जैंथीनमेह,சாந்தினூரியா
पीतवर्णक,சாந்தோபில்
एक्स' गुणसूत्र,எக்ஸ்-குரோமோசோம்
अपर पराग प्रभाव,ஜீனியா
जीरोडर्मा पिग्मेंटोसम,ஜெரோடெர்மா பிக்மென்டோசம்
मरुपादप,ஜெரோஃபைட்
मरुद्भिद्ता,ஜெரோஃபைட்டிசம்
"एक्स-किरण विवर्तन, एक्स-रे विवर्तन",எக்ஸ்ரே வேறுபாடு
जाइलम- दारु,சைலேம்
"ज़ाइलोफाइट, काष्ठीय पादप",சைலோபைட்
वाई' जाल,Y 'குறுக்கு நெடுக்காக அடிக்கப்பட்ட தட்டி
वाई-गुणसूत्र,ஒய்-குரோமோசோம்
"खमीर, यीस्ट",ஈஸ்ட்
यीस्ट निष्कर्ष,ஈஸ்ட் சாறு
पीत क्रांति,மஞ்சள் புரட்சி
पीला पड़ना,மஞ்சள்
