Marathi,Kannada
मजकूर प्रक्रिया,ಪಠ್ಯ ಪ್ರಕ್ರಿಯೆ
स्पीच-टेक्स्ट (TTS),ಭಾಷಣ-ಪಠ್ಯ (TTS)
टेक्सचर मॅपिंग,ವಿನ್ಯಾಸ ಮ್ಯಾಪಿಂಗ್
"1.T फ्लिप फ्लॉप, 2.T-बिनोमीटर","1.T ಫ್ಲಿಪ್ ಫ್ಲಾಪ್, 2.T-ಬೈನೋಮೀಟರ್"
थर्मल सीलर,ಥರ್ಮಲ್ ಸೀಲ್ ಥರ್ಮಲ್
"1.प्रिंटर पातळ फिल्म मेमरी, 2.थिन फिल्म मेमरी","1.ಪ್ರಿಂಟರ್ ಥಿನ್ ಫಿಲ್ಮ್ ಮೆಮೊರಿ, 2.ಥಿನ್ ಫಿಲ್ಮ್ ಮೆಮೊರಿ"
(TFT) पातळ फिल्म ट्रान्झिस्टर (TFT),(TFT) ಥಿನ್ ಫಿಲ್ಮ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ (TFT)
"1.जेमिंग, 2.हॅशिंग","1.ಜೆಮಿಂಗ್, 2.ಹ್ಯಾಶಿಂಗ್"
धाग्याची बांगडी,ದಾರದ ಬಳೆ
थ्रेडिंग,ಥ್ರೆಡಿಂಗ್
"1.त्रिपक्षीय नेटवर्क, 2.त्रिपक्षीय नेटवर्क","1.ತ್ರಿಪಕ್ಷೀಯ ಜಾಲ, 2.ತ್ರಿಪಕ್ಷೀಯ ಜಾಲ"
प्रवाह क्षमता,ಹರಿವಿನ ಸಾಮರ್ಥ್ಯ
वेळेची जटिलता,ಸಮಯದ ಸಂಕೀರ್ಣತೆ
टाइम डिव्हिजन मल्टिप्लेक्सिंग (टीडीएम),ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (TDM)
वेळ फ्रेम,ಕಾಲಮಿತಿಯೊಳಗೆ
त्याच वेळी,ಅದೇ ಸಮಯದಲ್ಲಿ
"1. कॉल मशीन, 2. कॉल मशीन, 3. टाइम मशीन","1. ಕಾಲ್ ಮೆಷಿನ್, 2. ಕಾಲ್ ಮೆಷಿನ್, 3. ಟೈಮ್ ಮೆಷಿನ್"
वेळ संपला,ಸಮಯ ಮುಗೀತು
"1.कॅलोकेशन, 2.कॅल क्वांटायझेशन","1. ಕ್ಯಾಲೊಕೇಶನ್, 2. ಕ್ಯಾಲ್ ಕ್ವಾಂಟೈಸೇಶನ್"
वेळ मालिका,ಸಮಯದ ಸರಣಿ
"1. वेळेची विभागणी, 2. वेळ सामायिकरण","1. ಸಮಯ ವಿಭಾಗ, 2. ಸಮಯ ಹಂಚಿಕೆ"
वेळ सामायिकरण प्रणाली,ಸಮಯ ಹಂಚಿಕೆ ವ್ಯವಸ್ಥೆ
कॉल चरण,ಕರೆ ಹಂತ
वेळ आकृती,ಸಮಯ ರೇಖಾಚಿತ್ರ
वर्ण,ಪಾತ್ರ
टॉगल,ಟಾಗಲ್
हलवा टॉगल करा,ಚಲಿಸುವಿಕೆಯನ್ನು ಟಾಗಲ್ ಮಾಡಿ
"1.प्रतीक, 2.टोकन","1.ಚಿಹ್ನೆ, 2.ಟೋಕನ್"
टोकन बस,ಟೋಕನ್ ಬಸ್
टोकन बस,ಟೋಕನ್ ಬಸ್
टोकन बस नेटवर्क,ಟೋಕನ್ ಬಸ್ ನೆಟ್ವರ್ಕ್
"1. प्रतीक रिंग, 2. प्रतीक रिंग","1.ಚಿಹ್ನೆ ಉಂಗುರ, 2.ಚಿಹ್ನೆ ಉಂಗುರ"
टोकन वाटाघाटी,ಟೋಕನ್ ಸಮಾಲೋಚನೆ
"1.साधने, 2.साधने","1.ಉಪಕರಣಗಳು, 2.ಉಪಕರಣಗಳು"
वरचा पाय,ಮೇಲಿನ ಕಾಲು
वरच्या पायाचे डिझाइन,ಮೇಲಿನ ಕಾಲು ವಿನ್ಯಾಸ
"1. नेल रिज कॉन्फिगरेशन, 2. खाली खेचा","1. ಉಗುರು ರಿಡ್ಜ್ ಕಾನ್ಫಿಗರೇಶನ್, 2. ಕೆಳಗೆ ಎಳೆಯಿರಿ"
"1. स्थान, 2. स्थान विज्ञान","1. ಸ್ಥಳ, 2. ಸ್ಥಳ ವಿಜ್ಞಾನ"
टच पॅड,ಟಚ್ ಪ್ಯಾಡ್ಗಳು
टच स्क्रीन,ಟಚ್ ಸ್ಕ್ರೀನ್
"1.चिन्ह, 2.चिन्ह, 3.ट्रेसिंग","1.ಮಾರ್ಕ್, 2.ಮಾರ್ಕ್, 3.ಟ್ರೇಸಿಂಗ್"
ट्रेसिंग,ಪತ್ತೆ ಹಚ್ಚುವುದು
"1.मार्ग, 2.पथ, 3.गळती","1.ದಾರಿ, 2.ಮಾರ್ಗ, 3.ಸೋರಿಕೆ"
"1.ट्रॅक डिस्क, 2.पाथ डिस्क","1.ಟ್ರ್ಯಾಕ್ ಡಿಸ್ಕ್, 2.ಪಾತ್ ಡಿಸ್ಕ್"
पथ टेप,ಮಾರ್ಗ ಟೇಪ್
"1. अनुसरण करा, 2. अनुसरण करा","1. ಅನುಸರಿಸಿ, 2. ಅನುಸರಿಸಿ"
"1. अनुसरण करा, 2. अनुसरण करा","1. ಅನುಸರಿಸಿ, 2. ಅನುಸರಿಸಿ"
मार्गक्रमण,ಪಥವನ್ನು
"1.व्यवहार, 2.सौदा, 3.व्यवहार, 4.विनिमय","1. ವಹಿವಾಟು, 2. ಒಪ್ಪಂದ, 3. ವಹಿವಾಟು, 4. ವಿನಿಮಯ"
"1. डील फाइल, 2. क्रियाकलाप फाइल","1. ಡೀಲ್ ಫೈಲ್, 2. ಚಟುವಟಿಕೆ ಫೈಲ್"
"1.व्यवहार दस्तऐवज, 2.व्यवहार लॉग","1.ವಹಿವಾಟು ದಾಖಲೆ, 2.ವಹಿವಾಟು ಲಾಗ್"
"1. लिप्यंतरण, 2. लिप्यंतरण","1. ಲಿಪ್ಯಂತರ, 2. ಲಿಪ್ಯಂತರ"
ट्रान्सड्यूसर,ಸಂಜ್ಞಾಪರಿವರ್ತಕ
हस्तांतरण दर,ವರ್ಗಾವಣೆ ಪ್ರಮಾಣ
हस्तांतरण वेळ,ವರ್ಗಾವಣೆ ಸಮಯ
रूपांतरण,ಪರಿವರ್ತನೆ
क्षणिक त्रुटी,ಕ್ಷಣಿಕ ದೋಷ
संक्रमण कालावधी,ಪರಿವರ್ತನೆಯ ಅವಧಿ
"1. संक्रमण, 2. संक्रांती","1. ಸಂಕ್ರಮಣ, 2. ಸಂಕ್ರಾಂತಿ"
सांसर्गिक,ಅಂಟುರೋಗ
संसर्गित,ಸೋಂಕಿತ
"1.अनुवाद, 2.अनुवाद, 3.व्याख्या","1.ಅನುವಾದ, 2.ಅನುವಾದ, 3.ವ್ಯಾಖ್ಯಾನ"
"1. प्रसारित करणे, प्रसारित करणे, 2. प्रसारित करणे","1. ಪ್ರಸರಣ, ಪ್ರಸರಣ, 2. ಪ್ರಸಾರ"
कम्युनिकेशन कंट्रोल प्रोटोकॉल (TCP),ಸಂವಹನ ನಿಯಂತ್ರಣ ಪ್ರೋಟೋಕಾಲ್ (TCP)
"1.ट्रान्समिशन लाइन, 2.ट्रान्समिशन लाइन","1.ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್, 2. ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್"
ट्रान्समीटर,ಟ್ರಾನ್ಸ್ಮಿಟರ್
पारदर्शकता,ಪಾರದರ್ಶಕತೆ
ट्रान्सपॉन्डर,ಟ್ರಾನ್ಸ್ಪಾಂಡರ್
"1.वाहतूक, 2.रिग्रेशन","1.ಸಾರಿಗೆ, 2. ಹಿಂಜರಿಕೆ"
हस्तांतरण,ಸ್ಥಳಾಂತರ
ट्रान्सपुटर,ಟ್ರಾನ್ಸ್‌ಪ್ಯೂಟರ್
"1.ट्रान्समिशन रिसीव्हर, 2.ट्रान्स रिसीव्हर","1.ಟ್ರಾನ್ಸ್ಮಿಷನ್ ರಿಸೀವರ್, 2.ಟ್ರಾನ್ಸ್ ರಿಸೀವರ್"
"1. सापळा, 2. सापळा, 3. पकडणे","1. ಬಲೆ, 2. ಬಲೆ, 3. ಹಿಡಿಯು"
रोटेशन,ಸುತ್ತುವುದು
झाड (संक्रमण),ಮರ (ಪರಿವರ್ತನೆ)
वृक्ष नेटवर्क,ಮರದ ಜಾಲ
सहाय्यक सर्किट,ಸಹಾಯಕ ಸರ್ಕ್ಯೂಟ್
क्षुल्लक आकृती,ಕ್ಷುಲ್ಲಕ ರೇಖಾಚಿತ್ರ
समस्यानिवारण,ದೋಷನಿವಾರಣೆ
फाडून टाकले,ಸುಲಿಯಲ್ಪಟ್ಟಿದೆ
सत्य सारणी,ಸತ್ಯ ಟೇಬಲ್
"1. ट्यूनर, 2. ट्यूनर, 3. ट्यूनर","1. ಟ್ಯೂನರ್, 2. ಟ್ಯೂನರ್, 3. ಟ್ಯೂನರ್"
"1.बोगदा, 2.बोगदा","1.ಸುರಂಗ, 2.ಸುರಂಗ"
"1. समायोजन, 2. ट्यूनिंग, 3. ट्यूनिंग","1. ಹೊಂದಾಣಿಕೆ, 2. ಶ್ರುತಿ, 3. ಶ್ರುತಿ"
टपल,tuple
टर्बो पास्कल,ಟರ್ಬೊ ಪ್ಯಾಸ್ಕಲ್
ट्युरिंग मशीन,ಟ್ಯೂರಿಂಗ್ ಯಂತ್ರ
कार्यवाही पूर्ण,ತಿರುವು ಸಮಯ
टर्नअराउंड दस्तऐवज,ತಿರುವು ದಾಖಲೆ
वळण क्रम,ತಿರುವು ಅನುಕ್ರಮ
जोडपे केबल,ಒಂದೆರಡು ಕೇಬಲ್
"1. उलटी जोडी, 2. उलटी जोडी","1. ವಿಲೋಮ ಜೋಡಿ, 2. ವಿಲೋಮ ಜೋಡಿ"
दुहेरी पास स्मरणपत्र,ಡಬಲ್ ಪಾಸ್ ಜ್ಞಾಪನೆ
दोन पूरक,ಎರಡು ಪೂರಕ
प्रकार,ಮಾದರಿ
"1. प्रकार चेहरा, 2. वर्ण","1.ಪ್ರಕಾರ ಮುಖ, 2.ಪಾತ್ರ"
टायपोग्राफिकल शीर्ष,ಮುದ್ರಣದ ಮೇಲ್ಭಾಗ
प्रिंटर चाक,ಮುದ್ರಕ ಚಕ್ರ
टायपिंग,ಟೈಪಿಂಗ್
अखंड उर्जा स्त्रोत,ತಡೆರಹಿತ ವಿದ್ಯುತ್ ಮೂಲ
"1. सिंगल ऑपरेशन, 2. एक-भाग प्रणाली","1. ಏಕ ಕಾರ್ಯಾಚರಣೆ, 2. ಒಂದು ಭಾಗದ ವ್ಯವಸ್ಥೆ"
एकल ऑपरेशन,ಒಂದೇ ಕಾರ್ಯಾಚರಣೆ
"1. सिंगल ऑपरेटर, 2. सिंगल ऑपरेटर","1.ಏಕ ನಿರ್ವಾಹಕ, 2.ಏಕ ನಿರ್ವಾಹಕ"
अनिश्चितता,ಅನಿಶ್ಚಿತತೆ
अप्रतिबंधित विधान,ಅನಿರ್ಬಂಧಿತ ಹೇಳಿಕೆ
अगणित,ಎಣಿಸಲಾಗದ
अनावरण,ಅನಾವರಣ
अनिर्णय,ಅನಿರ್ದಿಷ್ಟ
अपरिभाषित,ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿಲ್ಲ
अपरिभाषित रेकॉर्ड,ವ್ಯಾಖ್ಯಾನಿಸದ ದಾಖಲೆ
उच्चाटन,ಸರ್ವನಾಶ
"1. जबरदस्ती, 2. समन्वयक, 3, समन्वयक","1. ಬಲವಂತ, 2. ಸಂಯೋಜಕ, 3, ಸಂಯೋಜಕ"
अनिर्दिष्ट,ಅನಿರ್ದಿಷ್ಟ
"1.अनिर्दिष्ट आलेख, 2.अनिर्दिष्ट आलेख","1.ಅನಿರ್ದಿಷ್ಟ ಗ್ರಾಫ್, 2.ಅನಿರ್ದಿಷ್ಟ ಗ್ರಾಫ್"
त्याच दिशेने सेवा वेळ,ಅದೇ ದಿಕ್ಕಿನಲ್ಲಿ ಸೇವೆ ಸಮಯ
रद्द करा,ರದ್ದುಪಡಿಸಿ
"1.अस्वरूपित डिस्क, 2.अनस्वरूपित डिस्क","1.ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್, 2.ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್"
मॅपिंग,ಮ್ಯಾಪಿಂಗ್
"1.युनिकोड, 2.एकल कोड","1.ಯುನಿಕೋಡ್, 2.ಏಕ ಸಂಕೇತ"
अनिर्दिष्ट झाड,ಅನಿರ್ದಿಷ್ಟ ಮರ
युनिफॉर्म रिसोर्स लोकेशन असेसर (YRL),ಸಮಾನ ಸಂಪನ್ಮೂಲ ಸ್ಥಳ ಮೌಲ್ಯಮಾಪಕ (YRL)
एक प्रक्रिया,ಒಂದು ಸಂಸ್ಕರಣೆ
अद्वितीय,ಅನನ್ಯ
अनशिल्डेड ट्विस्टेड दुहेरी (UTP),ರಕ್ಷಣೆಯಿಲ್ಲದ ಟ್ವಿಸ್ಟೆಡ್ ಡಬಲ್ಸ್ (UTP)
"1.एकक, 2. युनिट","1.ಘಟಕ, 2. ಘಟಕ"
युनिट पत्ता,ಘಟಕ ವಿಳಾಸ
युनिट अंतराल,ಘಟಕ ಮಧ್ಯಂತರ
युनिट चाचणी,ಘಟಕ ಪರೀಕ್ಷೆ
युनिट कोड,ಘಟಕ ಕೋಡ್
एक पोस्ट,ಒಂದು ಪೋಸ್ಟ್
युनिव्हर्सल असिंक्रोनस रिसीव्हर/प्रेषक (UART),ಯುನಿವರ್ಸಲ್ ಅಸಿಂಕ್ರೊನಸ್ ರಿಸೀವರ್/ಕಳುಹಿಸುವವರು (UART)
सार्वत्रिक फ्लिप-फ्लॉप,ಸಾರ್ವತ್ರಿಕ ಫ್ಲಿಪ್-ಫ್ಲಾಪ್
सामान्य संच,ಸಾಮಾನ್ಯ ಸೆಟ್
सार्वत्रिक वर्ण संच,ಸಾರ್ವತ್ರಿಕ ಅಕ್ಷರ ಸೆಟ್
युनिक्स,ಯುನಿಕ್ಸ್
विपाशा,ವಿಪಾಶಾ
अनारक्षित क्षेत्र,ಕಾಯ್ದಿರಿಸದ ಪ್ರದೇಶ
अनारक्षित फाइल (फाइल),ಕಾಯ್ದಿರಿಸದ ಫೈಲ್ (ಫೈಲ್)
अगम्य,ತಲುಪಲಾಗದ
अनिष्ट,ಅನಪೇಕ್ಷಿತ
अनारक्षित,ಕಾಯ್ದಿರಿಸಲಾಗಿಲ್ಲ
अयशस्वी कॉल,ವಿಫಲವಾದ ಕರೆ
untar,untar
विसंगती अद्यतनित करा,ಅಸಂಗತತೆಯನ್ನು ನವೀಕರಿಸಿ
अद्यतनित फाइल,ನವೀಕರಿಸಿದ ಫೈಲ್
अद्यतन,ನವೀಕರಿಸಿ
श्रेणीसुधारित करा,ಅಪ್ಗ್ರೇಡ್
श्रेणीसुधारित करा,ಅಪ್ಗ್ರೇಡ್
अपलिंक,ಅಪ್ಲಿಂಕ್
उच्च भार,ಹೆಚ್ಚಿನ ಹೊರೆ
ओव्हरहेड मेमरी क्षेत्र,ಓವರ್ಹೆಡ್ ಮೆಮೊರಿ ಪ್ರದೇಶ
"1. प्रति प्रवाह, 2. प्रतिकूल","1. ಪ್ರತಿ ಹರಿವು, 2. ಪ್ರತಿಕೂಲ"
जादा वेळ,ಹೆಚ್ಚುವರಿ ಸಮಯ
"1.वरचा, 2.वरचा, 3.वरचा","1.ಮೇಲಿನ, 2.ಮೇಲಿನ, 3.ಮೇಲಿನ"
"1.Usenet, 2.Use","1.ಯುಸೆನೆಟ್, 2.ಬಳಕೆ"
"1.नेट वापरकर्ता, 2.वापरकर्ता","1.ನೆಟ್ ಬಳಕೆದಾರ, 2.ಬಳಕೆದಾರ"
वापरकर्ता एजंट,ಬಳಕೆದಾರ ಏಜೆಂಟ್
वापरकर्ता प्रमाणीकरण,ಬಳಕೆದಾರ ದೃಢೀಕರಣ
वापरकर्ता डेटा मॉनिटरिंग प्रोटोकॉल (UDP),ಬಳಕೆದಾರರ ಡೇಟಾ ಮಾನಿಟರಿಂಗ್ ಪ್ರೋಟೋಕಾಲ್ (UDP)
वापरकर्ता अनुकूल,ಬಳಕೆದಾರ ಸ್ನೇಹಿ
वापरकर्ता ओळख,ಬಳಕೆದಾರ ಗುರುತು
वापरकर्ता ओळख (UID),ಬಳಕೆದಾರ ಗುರುತು (UID)
वापरकर्ता इंटरफेस,ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್
वापरकर्तानाव,ಬಳಕೆದಾರ ಹೆಸರು
"1. वापरकर्ता प्रोफाइल, 2. वापरकर्ता प्रोफाइल","1. ಬಳಕೆದಾರರ ಪ್ರೊಫೈಲ್, 2. ಬಳಕೆದಾರರ ಪ್ರೊಫೈಲ್"
उपयुक्तता,ಉಪಯುಕ್ತತೆ
उपयुक्तता सॉफ्टवेअर,ಉಪಯುಕ್ತತೆ ಸಾಫ್ಟ್ವೇರ್
"१.वैध, २.वैध","1. ಮಾನ್ಯ, 2. ಮಾನ್ಯ"
"1 प्रमाणीकरण, 2. प्रमाणीकरण","1ಮೌಲ್ಯಮಾಪನ, 2.ಮೌಲ್ಯಮಾಪನ"
प्रमाणीकरण प्रोटोकॉल,ಮೌಲ್ಯೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
प्रमाणीकरण चाचणी,ಮೌಲ್ಯಮಾಪನ ಪರೀಕ್ಷೆ
"1.वैधता तपासणी, 2.वैधता तपासणी","1.ವ್ಯಾಲಿಡಿಟಿ ಚೆಕ್, 2.ವ್ಯಾಲಿಡಿಟಿ ಚೆಕ್"
मूल्यवान नेटवर्क (VAN),ಮೌಲ್ಯಯುತ ನೆಟ್‌ವರ್ಕ್ (VAN)
मूल्यवान पुनर्विक्रेता (VAR),ಮೌಲ್ಯಯುತ ಮರುಮಾರಾಟಗಾರ (VAR)
गहाळ बिंदू,ಕಾಣೆಯಾದ ಬಿಂದು
"1. बाष्पपात्र, 2. वाफेचे भांडे","1. ವೇಪರ್‌ವೇರ್, 2. ಉಗಿ ಪಾತ್ರೆ"
फरक,ವ್ಯತ್ಯಾಸ
व्हेरिएबल पत्ता,ವೇರಿಯಬಲ್ ವಿಳಾಸ
व्हेरिएबल बिट दर,ವೇರಿಯಬಲ್ ಬಿಟ್ ದರ
व्हेरिएबल फील्ड लांबी,ವೇರಿಯಬಲ್ ಕ್ಷೇತ್ರದ ಉದ್ದ
"1.व्हेरिएबल लेन्थ कोड, 2.व्हेरिएबल लेन्थ कोड","1.ವೇರಿಯಬಲ್ ಲೆಂಗ್ತ್ ಕೋಡ್, 2.ವೇರಿಯಬಲ್ ಲೆಂತ್ ಕೋಡ್"
"1.व्हेरिएबल नेम, 2.व्हेरिएबल नेम, 3.व्हेरिएबल नेम","1.ವೇರಿಯಬಲ್ ಹೆಸರು, 2.ವೇರಿಯಬಲ್ ಹೆಸರು, 3.ವೇರಿಯಬಲ್ ಹೆಸರು"
"1. चल, 2. चल","1. ವೇರಿಯಬಲ್, 2. ವೇರಿಯಬಲ್"
वेक्टर,ವೆಕ್ಟರ್
"1.वेक्टर ग्राफिक्स, 2.वेक्टर ग्राफिक्स","1.ವೆಕ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್, 2.ವೆಕ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್"
वेक्टर प्रक्रिया,ವೆಕ್ಟರ್ ಸಂಸ್ಕರಣೆ
वेक्टराइज्ड व्यत्यय,ವೆಕ್ಟರೈಸ್ಡ್ ಅಡಚಣೆ
वेन आकृती,ವೆನ್ ಚಿತ್ರ
पडताळणी आणि प्रमाणीकरण (V&amp;V),ಪರಿಶೀಲನೆ ಮತ್ತು ಮೌಲ್ಯೀಕರಣ (V&amp;V)
रूपांतरण नियंत्रण,ಪರಿವರ್ತನೆ ನಿಯಂತ್ರಣ
"1.रूपांतरण क्रमांक, 2.रूपांतरण क्रमांक","1.ಪರಿವರ್ತನೆ ಸಂಖ್ಯೆ, 2.ಪರಿವರ್ತನೆ ಸಂಖ್ಯೆ"
शीर्षस्थानी,ಟಾಪ್
