Bengali,Assamese
ভোল্টেজ এমপ্লিফায়ার/বাফার,ভোল্টেজ এম্প্লিফায়াৰ / বাফাৰ
ভোল্টেজ তুলনাকারী,ভল্টেজ তুলনাকাৰী
ভোল্টেজ কন্ট্রোলার অসিলেটর (VCO),ভোল্টেজ নিয়ন্ত্ৰক দোলক (VCO)
ভোল্টেজ নিয়ন্ত্রিত বর্তমান উৎস (VCCS),ভোল্টেজ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (VCCS)
ভোল্টেজ নিয়ন্ত্রিত বর্তমান উৎস (VCCS),ভোল্টেজ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (VCCS)
ভোল্টেজ নিয়ন্ত্রণ ডিভাইস,ভল্টেজ নিয়ন্ত্ৰণ যন্ত্ৰ
ভোল্টেজ নিয়ন্ত্রিত প্রতিরোধের,ভল্টেজ নিয়ন্ত্ৰিত ৰেজিষ্টেন্স
ভোল্টেজ নিয়ন্ত্রিত ভোল্টেজ সোর্স (VCVS),ভোল্টেজ নিয়ন্ত্ৰিত ভোল্টেজ উৎস (VCVS)
ভোল্টেজ বিভাগ,ভল্টেজ বিভাজন
ভোল্টেজ দ্বিগুণ,ভল্টেজ ডাবলাৰ
ভোল্টেজ দ্বিগুণ,ভল্টেজ ডাবলাৰ
ভোল্টেজ রিসেট,ভল্টেজ ৰিছেট
ভোল্টেজ ট্রেলিং,ভল্টেজ ট্ৰেইলিং
ভোল্টেজ প্রতীক,ভল্টেজ চিহ্ন
ভোল্টেজ ম্যাগনিফিকেশন গুণক,ভল্টেজ বৃদ্ধি বহুগুণক
ভোল্টেজ মাল্টিপ্লায়ার সার্কিট,ভল্টেজ বহুগুণক বৰ্তনী
ভোল্টেজ চতুর্ভুজ,ভল্টেজ কোৱাড্ৰেচাৰ
ভোল্টেজ হার,ভল্টেজ ৰেটিং
ভোল্টেজ নির্দেশনা,ভল্টেজৰ নিৰ্দেশনা
ভোল্টেজ প্রবিধান,ভল্টেজ নিয়ন্ত্ৰণ
বিভব উৎস,ভল্টেজৰ উৎস
ভোল্টেজ স্পাইক/শক,ভোল্টেজ স্পাইক/শ্বুক
ভোল্টেজ স্টেবিলাইজার,ভল্টেজ ষ্টেবিলাইজাৰ
ভোল্টেজ প্রগতি তরঙ্গ,ভোল্টেজ প্ৰগ্ৰেছিং তৰংগ
ভোল্টেজ প্রগতি তরঙ্গ অনুপাত (VSWR),ভোল্টেজ প্ৰগ্ৰেছিং তৰংগ অনুপাত (VSWR)
ভোল্টেজ সমন্বয়কারী,ভল্টেজ এডজাষ্টাৰ
ভোল্টেজ-কারেন্ট কনভার্টার,ভল্টেজ-কাৰেণ্ট কনভাৰ্টাৰ
ভোল্টেজ-ফ্রিকোয়েন্সি কনভার্টার,ভল্টেজ-ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ
ভোল্টেজ স্থানান্তর ফাংশন,ভল্টেজ স্থানান্তৰ কাৰ্য্য
ভোল্টেজ স্থানান্তর অনুপাত,ভল্টেজ স্থানান্তৰ অনুপাত
ভোল্টেজ ট্রান্সফরমার/ট্রান্সফরমার,ভল্টেজ ট্ৰেন্সফৰ্মাৰ/ট্ৰেন্সফৰ্মাৰ
ভোল্টেজ ট্রিপলার,ভল্টেজ ট্ৰিপল
ডিজিটাল ভিডিও ডিস্ক,ডিজিটেল ভিডিঅ&#39; ডিস্ক
তাপ সমতুল্য ভোল্ট,তাপৰ সমতুল্য ভল্ট
"লাউডনেস কন্ট্রোলার, সাউন্ড কন্ট্রোলার","উচ্চতা নিয়ন্ত্ৰক, শব্দ নিয়ন্ত্ৰক"
ভিওএস,VOS
ভিআর টিউব,ভি আৰ টিউব
ভিএসডব্লিউআর মাপা,ভি এছ ডব্লিউ আৰ জুখিব পৰা
"plaque, unfertilized","প্লেক, নিষিক্ত নোহোৱা"
অপেক্ষার অবস্থা,অপেক্ষাৰ অৱস্থা
প্রাচীর প্লেট,দেৱালৰ ফলক
ওয়াট,ৱাট
ওয়াট ঘন্টা / ওয়াট ঘন্টা,ৱাট ঘণ্টা / ৱাট ঘণ্টা
"ওয়াটমিটার, ওয়াটমিটার","ৱাটমিটাৰ, ৱাটমিটাৰ"
ওয়াটেজ রেটিং,ৱাটেজ ৰেটিং
তরঙ্গ বিশ্লেষক,তৰংগ বিশ্লেষক
তরঙ্গ ফর্ম,তৰংগ ৰূপ
তরঙ্গরূপ বিকৃতি,তৰংগ আকৃতিৰ বিকৃতি
তরঙ্গরূপ জেনারেটর,তৰংগ আকৃতিৰ উৎপাদক
তরঙ্গরূপ সংশ্লেষণ,তৰংগ আকৃতি সংশ্লেষণ
তরঙ্গ সামনে,wave front
তরঙ্গ পথ,তৰংগ পথ
তরঙ্গ পথ সমাপ্তি,তৰংগ পথৰ সমাপ্তি
তরঙ্গ প্রতিবন্ধকতা,তৰংগ প্ৰতিৰোধ ক্ষমতা
তরঙ্গদৈর্ঘ্য,তৰংগদৈৰ্ঘ্য
তরঙ্গদৈর্ঘ্য বিভাগ মাল্টিপ্লেক্সিং (WDM),তৰংগদৈৰ্ঘ্য বিভাজন মাল্টিপ্লেক্সিং (WDM)
তরঙ্গ মিটার,তৰংগ মিটাৰ
তরঙ্গ সংক্রমণ,তৰংগ সংবহন
তরঙ্গ প্রতিফলন,তৰংগ প্ৰতিফলন
তরঙ্গ কনফিগারেশন,তৰংগ সংৰূপ
"তরঙ্গ লুপ, তরঙ্গ ফাঁদ","তৰংগ লুপ, তৰংগ ফান্দ"
তরঙ্গ পথ বিচ্ছুরণ,তৰংগ পথ বিক্ষিপ্ততা
ওয়েবার,ৱেবাৰ
ওয়েবসাইট,ৱেবছাইট
ওজনযুক্ত কোড,ওজনযুক্ত ক&#39;ড
ভিজা কোষ,ভিজা-কোষ
গম পাথরের সেতু,ঘেঁহুৰ শিলৰ দলং
বাঁশির আওয়াজ,হুইচেলৰ শব্দ
সাদা গোলমাল,বগা শব্দ
ওয়াইড এরিয়া নেটওয়ার্ক (WAN),ৱাইড এৰিয়া নেটৱাৰ্ক (WAN)
প্রশস্ত ব্যান্ড,বহল বেণ্ড
ওয়াইড-ব্যান্ড পরিবর্ধক,ৱাইড-বেণ্ড এম্প্লিফায়াৰ
প্রশস্ত ব্যান্ড ফিল্টার,ৱাইড বেণ্ড ফিল্টাৰ
ওয়াইড ব্যান্ড হাই ক্ল্যারিটি টেলিভিশন,ৱাইড বেণ্ড হাই ক্লেৰিটি টেলিভিছন
widler বৈদ্যুতিক বর্তমান আয়না,ৱাইডলাৰ ইলেক্ট্ৰিক কাৰেণ্ট মিৰ&#39;ৰ
সেতু অসিলেটর,দলং দোলক
উইলসন বৈদ্যুতিক বর্তমান আয়না,wilson বৈদ্যুতিক কাৰেণ্ট মিৰ&#39;ৰ
উইনচেস্টার হার্ড ডিস্ক,ৱিনচেষ্টাৰ হাৰ্ড ডিস্ক
কুণ্ডলী,কইলিং
কয়েল গুণক,কইল বহুগুণক
উইন্ডোজ,উইণ্ড’জ
"ওয়াইপার, ফ্যান","ৱাইপাৰ, ফেন"
তার,তাঁৰ
তারের পরিমাপক / তারের পরিমাপক,তাঁৰৰ গেজ / তাঁৰৰ গেজ
তারযুক্ত শেষ যুক্তি,তাঁৰযুক্ত শেষ যুক্তি
তারযুক্ত যুক্তি,তাঁৰযুক্ত যুক্তি
তারযুক্ত বা যুক্তি,তাঁৰযুক্ত বা যুক্তিযুক্ত
ওয়্যারলেস অ্যাক্সেস প্রোটোকল/মেসেজিং (WAP),বেতাঁৰ অভিগম প্ৰটোকল/বাৰ্তা প্ৰেৰণ (WAP)
তারবিহীন যোগাযোগ,বেতাঁৰ যোগাযোগ
তারের কয়েল প্রতিরোধক,তাঁৰৰ কইল ৰেজিষ্টৰ
তারের ক্যাপাসিট্যান্স,তাঁৰৰ ধাৰণক্ষমতা
নক্ষত্রের চিত্র,তৰাৰ ডায়েগ্ৰাম
তারের আবেশন,তাঁৰৰ ইণ্ডাক্টেন্স
স্তব্ধ,stagger
বুফার,boofer
শব্দ,শব্দ
শব্দের দৈর্ঘ্য,শব্দৰ দৈৰ্ঘ্য
শব্দ প্রক্রিয়াকরণ,ৱৰ্ড প্ৰচেছিং
শব্দের দৈর্ঘ্য,শব্দৰ দৈৰ্ঘ্য
শব্দ তারকা,শব্দ তৰা
ফাংশন ফাংশন,ফাংচন ফাংচন
"ওয়ার্ক স্টেশন, শক্তিশালী কম্পিউটার","ৱৰ্ক ষ্টেচন, শক্তিশালী কম্পিউটাৰ"
বিশ্বমানের স্যাটেলাইট নেটওয়ার্ক,বিশ্বমানৰ উপগ্ৰহ নেটৱৰ্ক
ওয়ার্ল্ড ওয়াইড ওয়েব (W.W.W.),ৱৰ্ল্ড ৱাইড ৱেব (W.W.W.)
ন্যূনতম ইনপুট ভোল্টেজ,নূন্যতম ইনপুট ভল্টেজ
