Gujarati,English
અનિશ્ચિતતા સિદ્ધાંત,uncertainity principle
બિન-અવરોધ સંભાવના,unconditional probability
વિક્ષેપિત સંબંધિત મહત્તમ,unconstrained relative maximum
અગણિત,uncountable
અગણિત સબસેટ,uncountable subset
અનિશ્ચિત,undetermined
અનિર્ધારિત ગુણાંક,undetermined coefficient
અસમાન,unequal
અવર્ગીકૃત,ungrouped
અવર્ગીકૃત ટ્રસ્ટ,ungrouped data
યુનિફોર્મ,uniform
"સમાન પ્રવેગક, સતત પ્રવેગક",uniform acceleration
સમાન બંધાયેલ,uniform boundedness
સમાન સંકલન,uniform convergence
સમાન અભિગમ,uniform convexity
સમાન ઘનતા,uniform density
સમાન વિતરણ,uniform distribution
સમાન ગુરુત્વાકર્ષણ ક્ષેત્ર,uniform gravitational field
"સમાનતા, આજુબાજુ, આસપાસનું-કુટુંબ",uniformity
શ્રેષ્ઠ ગણવેશ,uniformly best
સમાન સતત વિસ્તરણ,uniformly continuous extension
સમાન સંકલન,uniformly convergent
સમાન શક્તિ પરીક્ષણ,uniformly most powerful test
સમાન ગતિ,uniform motion
સમાન સંભાવના વિતરણ,uniform probability distribution
સમાન ચાલ,uniform speed
સમાન સ્થિતિ,uniform topology
એકાધિકાર,unimodal
મોનોમીટર,unimodular
મોનોમીટર મેટ્રિક્સ,unimodular matrix
મોનોમીટર મિલકત,unimodular property
"સંઘ, સંઘ, સંયોગ",union
ઉપગણોનું કુટુંબ સંઘ,union of family of subsets
સમૂહોનું સંયોજન,union of sets
અનન્ય ગણતરી પ્રાંત,unique factorization domain
અનન્ય ફેક્ટરાઇઝેશન પ્રમેય,unique factorization theorem
અનન્ય રીતે નિર્ધારિત,uniquely defined(=uniquely determined)
વિશિષ્ટતા,uniqueness
ઉકેલની વિશિષ્ટતા,uniqueness of the solution
વિશિષ્ટતાની સમસ્યા,uniqueness problem
વિશિષ્ટતા પ્રમેય,uniqueness theorem
અનન્ય ઉકેલ,unique solution
અનન્ય વેક્ટર,unique vector
"એકમ, એકમ, એકમ, એકમ, એકમ, એકમ, એકમ, , વ્યસ્ત",unit
એકલુ,unitary
એક જૂથ,unitary group
સિંગલ મેટ્રિક્સ,unitary matrix
એક પદ્ધતિ,unitary method
એકમ બોલ,unit ball
"એકમ કોષ, એકમ કોષ, એકમ કોષ",unit cell
એકમ વર્તુળ,unit circle
અનુરૂપ તત્વ,unit element
એકમ કાર્ય,unit function
એકમ સમૂહ,unit mass
"એકમ મેટ્રિક્સ, સમાન મેટ્રિક્સ",unit matrix
પ્રમાણિત સામાન્ય વિચલન,unit normal variate(=standard normal variate)
એકમ બોલ,unit sphere
એકમ પગલું કાર્ય,unit step function
એકમ વેક્ટર,unit vector
એકમ વોલ્યુમ,unit volume
"એક, સમાન",unity
અનુરૂપ તત્વ,unity element(=identity element =unit element)
એકવિચર,univariate
અવિભાજ્ય સામાન્ય વિતરણ,univariate normal distribution
સાર્વત્રિક,universal
સાર્વત્રિક સ્થિર,universal constant
સાર્વત્રિક ગુરુત્વાકર્ષણ,universal gravitation
વસ્તી સમૂહ,universal set
"વિશ્વ, વસ્તી",universe
અજ્ઞાત,unknown
અજ્ઞાત રકમ,unknown quantity
"વિરુદ્ધ, વિજાતીય",unlike
વિજાતીય શબ્દ,unlike terms
અમર્યાદિત,unlimited
કામચલાઉ,unstable
અસમપ્રમાણ,unsymmetrical
અસમપ્રમાણ દ્વૈત સમસ્યા,unsymmetric dual problem
હેડલાઇન,upper bar
મહત્તમ મર્યાદા,upper bound
ઉચ્ચ વ્યુત્પન્ન,upper derivative
ઉચ્ચ અભિન્ન,upper integral
એકીકરણની થ્રેશોલ્ડ,upper limit of integration
ગુરુચતુર્થક,upper quartile
ઓવરહેડ રીમેન એકીકરણ,upper Rieman integral
ઓવરહેડ સાતત્ય,upper semicontinuity
ઓવરહેડ રકમ,upper sum
ઓવરહેડ ત્રિકોણ મેટ્રિક્સ,upper triangle matrices
વર્ટિકલ પ્રવેગક,upward acceleration
ઉપરની ગતિ,upward motion
યુરિઝોન લેમ્મા,Urysohn's lemma
યુ-ફોર્મ વળાંક,U-shaped curve
સરળ અંતર,usual metric
સરળ સ્થિતિ,usual topology
"ઉપયોગિતા, ઉપયોગ",utility
ઉપયોગિતા કાર્ય,utility function
ઉપયોગિતા મહત્તમતા,utility maximization
યુવી-પદ્ધતિ,uv-method
ખાલી સેટ,vacuous set
"માન્યતા, માન્યતા",validity
પરીક્ષણ માન્યતા,validity of test
કિંમત કિંમત,value
મૂલ્ય કાર્ય,value function
રમતનું મૂલ્ય,value of a game
"ચલ, ચલ, ચલ",variable
ચલ ક્ષેત્ર,variable field
એકીકરણ ચલ,variable of integration
ચલ પરિમાણ,variable parameter
તફાવત,variance
variance-covariance મેટ્રિક્સ,variance-covariance matrix
તફાવત અંદાજ,variance estimate
વિચલનો મેટ્રિક્સ,variance matrix
જાદુગર,variate
પરિમાણ તફાવત,variation of parameter
સાથે સુસંગત રહો,vary directly as
પરોક્ષ રીતે પ્રમાણસર બનો,vary indirectly as
ચલ,varying
વેક્ટર વેક્ટર,vector
વેક્ટર સરવાળો,vector addition
વેક્ટર બીજગણિત,vector algebra
વેક્ટર વિશ્લેષણ,vector analysis
વેક્ટર કેલ્ક્યુલસ,vector calculus
વેક્ટર ઘટક,vector component
વેક્ટર સંયોજન,vector composition
વેક્ટર વ્યુત્પન્ન,vector derivative
વેક્ટર ડાયાગ્રામ,vector diagram
વેક્ટર ક્ષેત્ર,vector field
વેક્ટર કાર્ય,vector function
વેક્ટર એકીકરણ,vector integration
વેક્ટર ગુણાકાર,vector multiplication
"વેક્ટર ઓપરેટર, વેક્ટર ઓપરેટર",vector operator
વેક્ટર જગ્યા,vector space
વેક્ટર સરવાળો,vector sum
બેઝ એન્ટ્રી વેક્ટર,vector to enter basis
બેઝ સોલિટેર વેક્ટર,vector to leave basis
વેક્ટર ત્રિકોણ,vector triangle
વેક્ટર મૂલ્ય ફોર્મ,vector valued form
વેગ,velocity
વેગ ઘટક,velocity component
ગતિ સ્થિર,velocity constant
વેગ વળાંક,velocity curve
વેગ સમીકરણ,velocity equation
વેગ પ્રોફાઇલ,velocity profile
વેગ વેક્ટર,velocity vector
વેગ ડાયાગ્રામ,Venn diagram
ચકાસી શકાય તેવું,verifiable
વેર્નિયર કેલિપર્સ,Vernier callipers
ટોપ,vertex
ટોચનો ખૂણો,vertical angle
ઊભી અક્ષ ઊભી અક્ષ,vertical axis
ઊભી વિરુદ્ધ કોણ,vertically opposite angles
ખૂબ નજીકની બેઠક,very close encounter
આત્યંતિક ઝડપ,very slow motion
કંપન,vibration
"આસપાસ, નિકટતા, પડોશી",vicinity
"કાલ્પનિક, વર્ચ્યુઅલ",virtual
ધાર્યું વિસ્થાપન,virtual displacement
ધારેલ વેગ,virtual velocity
કલ્પના કરેલ કામ,virtual work
સ્નિગ્ધતા,viscosity
દ્રશ્ય પ્રદર્શન,visual display
દ્રશ્ય પ્રદર્શન એકમ,visual display unit
જન્મ અને મૃત્યુના આંકડા,vital statistics
"શૂન્ય, રદબાતલ, જગ્યા",void
શૂન્ય આંતરછેદ,void intersection
શૂન્ય સમૂહ,void set
અવકાશ પ્રતીક,void symbol
"વોલ્યુમ, તાકાત, વોલ્યુમ",volume
વોલ્યુમ અભિન્ન,volume integral
એકીકરણ વોલ્યુમ,volume integration
રાહ જોવી,waiting line (=queue)
