Marathi,Assamese
स्टोक्स प्रमेय,ষ্টোকছ উপপাদ্য
"सरळ रेषा, सरळ रेषा, सरळ रेषा","সৰলৰেখা, সৰলৰেখা, সৰলৰেখা"
"स्तर चार्ट, बार चार्ट","স্তৰৰ লেখচিত্ৰ, বাৰ লেখচিত্ৰ"
"स्तरीकरण, स्तरीकरण","স্তৰবিন্যাস, স্তৰবিন্যাস"
स्तरित नमुना,স্তৰযুক্ত নমুনা সংগ্ৰহ কৰা
"प्रवाह-रेषा, प्रवाह-रेषा","ফ্ল&#39;-লাইন, ষ্ট্ৰিম-লাইন"
ताण,চাপ
जोरदार कलते कार्य,শক্তিশালীভাৱে হেলনীয়া কাৰ্য্য
सतत कमी होत आहे,নিৰন্তৰ হ্ৰাস পাই আহিছে
सतत वाढ,নিৰন্তৰ বৃদ্ধি
सतत ऑर्डिनेट फंक्शन,অবিৰত অৰ্ডিনেট ফলন
विद्यार्थी चाचणी (विद्यार्थी &#39;टी&#39; चाचणी),ছাত্ৰ পৰীক্ষা (ছাত্ৰ &#39;t&#39; পৰীক্ষা)
उपसंग्रह,উপসংগ্ৰহ
उप-निर्णयवादी,উপ-নিৰ্দিষ্টতাবাদী
उप-प्रदेश,উপ-অঞ্চল
"उपवर्ग, उपसमूह, उपसमूह","উপশ্ৰেণী, উপগোট, উপগোট"
मध्यांतर,ব্যৱধান
"सबमॅट्रिक्स, सबमॅट्रिक्स","উপমেট্ৰিক্স, উপমেট্ৰিক্স"
"तळटीप, तळटीप, तळटीप","ফুটনোট, ফুটনোট, ফুটনোট"
उत्तराधिकार,উত্তৰাধিকাৰ
उपसंच,উপগোট
उपलोकसंख्या,উপজনসংখ্যা
बदली,সলনি কৰা
अर्ध स्पर्शिक,অৰ্ধস্পৰ্শযোগ্য
"हस्तांतरित करणे, हस्तांतरित करणे","স্থানান্তৰ কৰা, স্থানান্তৰ কৰা"
"वजाबाकी, वजाबाकी","বিয়োগ, বিয়োগ"
"वजाबाकी, वजाबाकी","বিয়োগ, বিয়োগ"
हळूहळू,লাহে লাহে
प्रगतीशील भिन्नता,প্ৰগতিশীল পাৰ্থক্য
प्रगतीशील एकीकरण,প্ৰগতিশীল সংহতি
नंतरचा,পাছৰটো
संलग्न,সংলগ্ন কৰা হৈছে
"बेरीज, बेरीज, बेरीज, बेरीज, बेरीज","যোগফল, যোগফল, যোগফল ফলাফল, যোগফল"
बेरीज फंक्शन,যোগফল ফলন
संकलित,সংকলনযোগ্য
योग ब्लॉक,যোগাসন ব্লক
संकलन,সংকলন
संकलन अधिवेशन,সংগ্ৰহ সন্মিলন
संकलन सूत्र,সংকলন সূত্ৰ
ग्रेड संग्रह,গ্ৰেড সংগ্ৰহ
संकलन चिन्ह,সংকলন চিহ্ন
अनंतापर्यंत योग,যোগ অসীমলৈ
"मूर्ख, मूर्ख","idiot, মূৰ্খ"
ओव्हरसेट,অভাৰছেট
सुपरसोनिक प्रवाह,ছুপাৰছনিক প্ৰবাহ
पूरक कोन,পৰিপূৰক কোণ
lacquered लोकर फ्लॅट,লেকৰ লোমৰ সমতল
फंक्शनचे समर्थन,কাৰ্য্যৰ সমৰ্থন
"कल्पना करा, गृहीत धरा","imagine, ধৰি লওক"
उच्च,ওখ
करणी,কৰ্ণী
"पृष्ठभाग, पृष्ठभाग, पृष्ठभाग","পৃষ্ঠ, পৃষ্ঠ, পৃষ্ঠ"
पृष्ठीय क्षेत्र,পৃষ্ঠীয় অংশ
पृष्ठ अविभाज्य,পৃষ্ঠা অবিচ্ছেদ্য
कव्हर,আৱৰণ
कव्हर,আৱৰণ
कव्हर नकाशा,কভাৰ মেপ
सही करा,চিহ্ন
प्रतीकात्मक तर्क,প্ৰতীকী যুক্তি
प्रतीकात्मक मॉडेल,প্ৰতীকী আৰ্হি
सममितीय,প্ৰতিসম
सममितीय,সমমিতি
"सममितीय निर्धारक, सममित निर्धारक","প্ৰতিসম নিৰ্ণায়ক, প্ৰতিসম নিৰ্ণায়ক"
सममितीय फरक,প্ৰতিসম পাৰ্থক্য
सममित मॅट्रिक्स,প্ৰতিসম মেট্ৰিক্স
प्रणाली विश्लेषण प्रणाली विश्लेषण,ব্যৱস্থা বিশ্লেষণ ব্যৱস্থা বিশ্লেষণ
अनुक्रमांक नमुना,ক্ৰমিক নমুনা সংগ্ৰহ
"टेबल, टेबल","টেবুল, টেবুল"
"टेबल, टेबल","টেবুল, টেবুল"
अविभाज्य सारणी,অবিচ্ছেদ্য টেবুল
"सारणीबद्ध, सपाट","টেবুলাৰ, সমতল"
सारणी फॉर्म,টেবুলাৰ ৰূপ
"सारणी लॉगरिदम, सारणी लॉगरिदम","টেবুলাৰ লগাৰিদম, টেবুলাৰ লগাৰিদম"
सारणी,টেবুলত লিখা
सारणी मूल्ये,টেবুলাৰ মানসমূহ
सारणी,টেবুলেচন
"टॅब्युलेटर, टॅब्युलर मशीन, टॅब्युलर","টেবুলাৰ, টেবুলাৰ মেচিন, টেবুলাৰ"
"शेपटी, शेपटी","ঠেং, ঠেং"
शेपटीचे क्षेत्र (वितरणाचे),ঠেংৰ অঞ্চল (বিতৰণৰ)
स्पर्श,স্পৰ্শ
"स्पर्शिका, स्पर्शिका, स्पर्शिका, स्पर्शिका","স্পৰ্শক, স্পৰ্শক, স্পৰ্শক, স্পৰ্শক"
फ्लॅट फ्लीस स्पर्श करा,লোম সমতল স্পৰ্শ কৰক
"स्पर्शिक, स्पर्शिक","স্পৰ্শযোগ্য, স্পৰ্শক"
स्पर्शिका घटक,স্পৰ্শক উপাদান
स्पर्शिका कट,স্পৰ্শক কাটি
स्पर्शरेषा,স্পৰ্শক ৰেখা
"स्पर्शिक विमान, स्पर्शिक विमान","স্পৰ্শযোগ্য সমতল, স্পৰ্শযোগ্য সমতল"
स्पर्श लोकसंख्या,স্পৰ্শ জনসংখ্যা
टेप पंच,টেপ পাঞ্চ
टेप रीडर,টেপ ৰিডাৰ
टॉब्रीचे प्रमेय,টাউব্ৰিৰ উপপাদ্য
टेलर प्रमेय,টেইলৰ উপপাদ্য
Shebyshev अंतर,শ্বেবিশ্বেভৰ দূৰত্ব
टी-वितरण,t-বিতৰণ
आंतरप्रजाती मालिका,আন্তঃপ্ৰজাতিৰ শৃংখলা
ऐहिक निर्देशांक,টেম্প&#39;ৰেল স্থানাংক
ऐहिक संबंध,লৌকিক সম্পৰ্ক
