Kannada,Telugu
ಗುರುತಿಸಿದ ಕುಸ್ಕಸ್,మచ్చల కుస్కస్
ವಸಂತ ಮರ,వసంత కలప
ಸ್ಪ್ರೂಸ್ (ಪಿಸಿಯಾ ಸ್ಮಿಥಿಯಾನಾ),స్ప్రూస్
ಉತ್ತೇಜಿಸು,స్పర్
ಚಾಚು,పొలుసుల ఎపిథీలియం
ಚೂರು,స్క్వాష్
ಚಾಚು,స్క్విడ్
ಸಣ್ಣ,స్క్విల్లా
ಸ್ಥಿರೀಕರಣ,స్థిరీకరణ
ಆಯ್ಕೆ ಸ್ಥಿರಗೊಳಿಸುವುದು,ఎంపికను స్థిరీకరించడం
ಮಣ್ಣನ್ನು ಸ್ಥಿರಗೊಳಿಸುವುದು,మట్టిని స్థిరీకరించడం
ಹಿಸುಕು,స్టాక్
ಹಿಸುಕು,స్టాక్
ಹಿಸುಕು,స్టాక్
ರಂಗಪಡೆ,స్టేజ్ క్లిప్
ಬಣ್ಣದ ಮಾದರಿಯ,స్టెయిన్డ్ స్పెసిమాన్
ಕಾಂಡ,కొమ్మ
ಕೇಡು,స్టామెన్
ಸ್ಟಮಿನೋಡ್,స్టామినోడ్
ನಿಂತಿರುವ ಬೆಳೆ,నిలబడి పంట
ನಿಂತ ರಾಜ್ಯ,నిలబడి ఉన్న రాష్ట్రం
ಚಿರತೆ,స్టేప్స్
ಸ್ಟ್ಯಾಫಿಲೋಕೊಕಸ್ ಆಲ್ಬಸ್,స్టెఫిలోకాకస్ ఆల్బస్
ನಕ್ಷತ್ರ ಮೀನು,స్టార్ ఫిష్
ಪಿಷ್ಟ,పిండి
ಸ್ಥಾಯಿ ನ್ಯೂಕ್ಲಿಯಸ್,స్థిరమైన కేంద్రకం
ಪದದ,స్టాటిన్
ಸ್ಥಾಯಿ ಹಂತ,స్టేషన్ దశ
ಸ್ಟ್ಯಾಟೊಸಿಸ್ಟ್ (ಬ್ಯಾಲೆನ್ಸ್ ಆರ್ಗನ್),అదుపు
ಶಾಸನಬದ್ಧ ನಿಷೇಧ,చట్టబద్ధమైన నిషేధం
ಕಡಿದಾದ ಸಾಂದ್ರತೆಯ ಗ್ರೇಡಿಯಂಟ್,నిటారుగా సాంద్రత ప్రవణత
ಹಲ್ಲು,స్టీల్
ನಾಕ್ಷತ್ರಿಕ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,నక్షత్ర గ్యాంగ్లియన్
ನಾಕ್ಷತ್ರಿಕ ವಿಕಸನ,నక్షత్ర పరిణామం
ಕಾಂಡಕೋಶ,మూల కణ
ಸ್ಟೆನೊಹಾಲಿನ್,స్టెనోహాలిన్
ಬಗೆಗಿನ,స్టెనోథర్మల్
ಉಗುಳು,స్టెంట్
ಹಂತ,దశ
ಹುಲ್ಲುಗಾವಲು,స్టెప్పీ
ಬರಡಾದ,శుభ్రమైన
ಬರಡಾದ,శుభ్రమైన
ಬರಡಾದ,శుభ్రమైన
ಬರಡಾದ,శుభ్రమైన పరిసర
ಬರಡಾದ ಕೆಲಸಗಾರ ಜೇನುನೊಣ,శుభ్రమైన కార్మికుడు తేనెటీగ
ಕ್ರಿಮಿಕೀಕರಣ,స్టెరిలైజేషన్
ಕ್ರಿಮಿಕೀಕರಣ,స్టెరిలైజేషన్
ಕ್ರಿಮಿಕೀಕರಣ,స్టెరిలైజేషన్
ಚಂಚಲ,స్టెర్నమ్
ಚಂಚಲ,స్టెర్నమ్
ಚಿರಾಯಿಗೆ,స్టెరాయిడ్
ಚಿರತೆ ಉಂಗುರ,స్టెరాయిడ్ హార్మోన్
ಕಬ್ಬಿಣದ,స్టెరాల్
ಸ್ಟೆರಾಲ್ ಅಣುವಿನ,స్టెరాల్ అణువు
ದರ್ಜೆ -ದರ್ಶಕ,స్టెతస్కోప్
ಜಿಗುಟಾದ,అంటుకునే
ಗಟ್ಟಿಮುಟ್ಟ,గట్టి జుట్టు
ಕಳಂಕ,కళంకం
ಕಳಂಕ,కళంకం
ಕಳಂಕ,కళంకం
ಕಳಂಕ,కళంకం
ಕಳಂಕ,కళంకం
ಇನ್ನೂ ಜನನ,ఇప్పటికీ జననం
ಸ್ಟಿಲ್ಟ್ ಬೇರು,స్టిల్ట్ రూట్
ಉತ್ತೇಜಕ,ఉద్దీపన
ಪ್ರಚೋದನೆ,ఉద్దీపన
ಪ್ರಚೋದಕ,ఉద్దీపన
ಕುಟುಕು,స్టింగ్ రే
ಕುಟುಕುವ ಕೋಶ,స్టింగ్ సెల్
ಗಬ್ಬು ನಾರುವ ಕಾಂಪೋಸ್ಟನ್,దుర్వాసన కంపోస్టెన్
ಹೊಯ್ದಾಟ,స్టిపుల్
ಪ್ರಚೋದಿಸುವ ಪ್ರಕಾರ,కదిలించే రకం
ಸ್ಟಾಕ್,స్టాక్
ಸ್ಟಾಕ್,స్టాక్
ಸ್ಟಾಕ್,స్టాక్
ಕಟಾವು,స్టోలన్
ಹೊಟ್ಟೆ,కడుపు
ಕಸಕ,స్టోమాటా
ಸ್ಟೊಮಾಟಲ್ ಸಾಂದ್ರತೆ,స్టోమాటల్ సాంద్రత
ಕಸಾಯಿಖಾನೆ,స్టోమోచార్డాటా
ಚಂಡಮಾರುತದ ಹಂತ,తుఫాను దశ
ನಿಲ್ಲಿಸು,ఆపు
ಬ ೦ ದಿಸು,జాతి
ಸಸ್ಯದಲ್ಲಿ ರೂಪಾಂತರದ ಕಾರ್ಯತಂತ್ರ,మొక్కలో అనుసరణ యొక్క వ్యూహం
ಸಸ್ಯವರ್ಗದ ಶ್ರೇಣೀಕರಣ,వృక్షసంపద యొక్క స్తరీకరణ
ಶ್ರೇಣೀಕೃತ ಸ್ಕ್ವಾಮಸ್ ಕೆರಟಿನೈಸ್ಡ್ ಎಪಿಥೀಲಿಯಂ,స్ట్రాటిఫైడ్ స్క్వామస్ కెరాటిన్ ఎపిథీలియం
ತತ್ತ್ವ,స్ట్రాటోపాజ్
ವಾಯುಮಂಡಲ,స్ట్రాటో ఆవరణ
ವಾಯುಭಾಷೆಯ,స్ట్రాటో ఆవరణ
ಸ್ಟ್ರಾಟಮ್ ಕಾರ್ನಿಯಮ್,స్ట్రాటమ్ కార్నియం
ತಾರತಮ್ಯ,స్ట్రాటమ్ జెర్మినటివమ్
ಗ್ರ್ಯಾಟುಲೋಸಂ,స్ట్రాటమ్ గ్రాన్యులోసమ్
ತುತ್ತೂರಿ ಲುಸಿಡಮ್,స్ట్రాటమ్ లూసిడమ్
ಸ್ಟ್ರಾಬೆರಿ,స్ట్రాబెర్రీ
ಸ್ಟ್ರೀಮಿಂಗ್ ಚಲನೆ,స్ట్రీమింగ్ కదలిక
ಸ್ಟ್ರೆಪ್ಟೊಬಾಸಿಲಸ್,స్ట్రెప్టోబాసిల్లస్
ಸ್ಟ್ರೆಪ್ಟೊಕೊಕಸ್,స్ట్రెప్టోకోకస్
ಸ್ಟ್ರೆಪ್ಟೋಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ,స్ట్రెప్టోకోకస్ న్యుమోనియా
ಸ್ಟ್ರೆಪ್ಟೋಕಿನೇಸ್,స్ట్రెప్టోకినేస్
ಹತೋಟಿ ನೋಟ,చారల ప్రదర్శన
ಹಿಸುಕುವ,స్ట్రైటెడ్ కండరాలు
ಶತ್ರು,Striation
ಶತ್ರು,Striation
ಕಟ್ಟುನಿಟ್ಟಾದ ಆಸ್ಮೋರ್ಗ್ಯುಲೇಟರ್,కఠినమైన ఓస్మోరెగ్యులేటర్
ಪಟಲ,స్ట్రిగా
ಸ್ಟ್ರಿಪ್ ಬೆಳೆ,స్ట్రిప్ పంట
ಚೂರು,స్ట్రోబిలస్
ಹಲ್ಲು ನೀರು,స్ట్రోమ్ వాటర్
ಚೂರು,స్ట్రోమా
ಅಂಗುಳು,స్ట్రోమల్ టిష్యూ
ಬಲವಾದ ಕಡಿಮೆಗೊಳಿಸುವ ಏಜೆಂಟ್,బలమైన తగ్గించే ఏజెంట్
ಸ್ಟ್ರಾಂಷಿಯಂ -90,స్ట్రోంటియం -90
ರಚನಾ ಪ್ರೋಟೀನ್,నిర్మాణ ప్రోటీన్
ಅಸ್ತಿತ್ವಕ್ಕಾಗಿ ಹೋರಾಟ,ఉనికి కోసం పోరాటం
ಗಡಿ,స్ట్రుతియో
ಕಂಟಕಿಯ,స్ట్రైక్నిన్
ಕುಂಠಿತ ಬೆಳವಣಿಗೆ,కుంగిపోయిన పెరుగుదల
ಕುತೂಹಲ,స్టంటింగ్
ಶೈಲಿ,శైలి
ಶೈಲಿ,శైలి
ಶೈಲಪೂಧದ,స్టైలోపోడియం
ಶೈಲಪೂಧದ,స్టైలోపోడియం
ಉಪ ವೈಮಾನಿಕ ಮಾರ್ಪಾಡು,ఉప వైమానిక సవరణ
ಉಪ ಸಂಸ್ಕರಣೆ,ఉప సంస్కృతి
ಉಪ ಮಣ್ಣು,ఉప నేల
ಉಪ ಘಟಕ,ఉప యూనిట్
ಉಪ ಘಟಕ,ఉప యూనిట్
ಉಪವರ್ಗ,సబ్‌క్లాస్
ಸಬ್‌ಕ್ಲಾವಿಯನ್ ಅಪಧಮನಿ,సబ్‌క్లేవియన్ ఆర్టరీ
ಸುಧಾರಣೆಯ,సబ్కటానియస్
ಚಿರತೆ,సబ్‌ఫైబ్రే
ವ್ಯಕ್ತಿನಿಷ್ಠ ವಿಧಾನ,ఆత్మాశ్రయ విధానం
ಸೃಜನಶಾಧಿ ಗ್ರಂಥಿ,సబ్లింగ్యువల్ గ్రంథి
ಸಬ್‌ಮ್ಯಾಂಡಿಬ್ಯುಲರ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,సబ్‌మాండిబ్యులర్ గ్యాంగ్లియన్
ಸಬ್‌ಮ್ಯಾಂಡಿಬ್ಯುಲರ್ ಲಾಲಾರಸ ಗ್ರಂಥಿ,సబ్‌మాండిబ్యులర్ లాలాజల గ్రంథి
ಮುಳುಗಿದ,మునిగిపోయింది
ಮುಳುಗಿದ ಎಲೆ,మునిగిపోయిన ఆకు
ಮುಳುಗುವಿಕೆ,మునిగిపోవడం
ಮೊದಲಿನ,సబ్‌మెటసెంట్రిక్
ಸಬ್‌ಕೊಸಾ,సబ్‌ముకోసా
ಸಬ್‌ಕೊಸಾ,సబ్‌ముకోసా
ನೆಗೆಲು,సబ్న్యూరల్ పాత్ర
ಸಬೊಸೊಫೇಜಿಲ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,సబ్‌యోసోఫాగియల్ గ్యాంగ్లియన్
ಸ್ಥಳಾವಕಾಶ,ఉప జనాభా
ಉಪಜಾತಿಗಳು,ఉపజాతులు
ಸಜ್ಜುಗೊಂಡು,సబ్‌స్టేజ్ కండెన్సర్
ಬದಲಾವಣೆ,ప్రత్యామ్నాయం
ಸಕಲಿಯ ಕೋಣೆ,సబ్‌స్టోమాటల్ చాంబర్
ತಲಾಧಾರ-ಬಂಧಿಸುವ ತಾಣ,సబ్‌స్ట్రేట్-బైండింగ్ సైట్
ತಲಾಧಾರ,ఉపరితలం
ತಲಾಧಾರ,ఉపరితలం
ತಲೆಗುರುಕು,సబ్‌స్ట్రాటమ్
ಉಪಪ್ರದೇಶದ,ఉపఉష్ణమండల
ಉಪನಾಯ,సబ్‌టూబ్యూల్
ಸತತ ಹೆಚ್ಚಿನ ಟ್ರೋಫಿಕ್ ಮಟ್ಟ,వరుస అధిక ట్రోఫిక్ స్థాయి
ನಿರ್ಜಲೀಕರಣ,సక్సినేట్ డీహైడ్రోజినేస్
ಕರ್ಣೀಯ ಡಿಹೈಡ್ರೋಜಿನೇಸ್,సుక్సినిక్ డీహైడ్రోజినేస్
ಸಕ್ಸಿನೈಲ್ ಕೋನ್ಜೈಮ್,సుక్సినైల్ కోఎంజైమ్
ತುತ್ತವಾಗಿರುವುದು,సక్యూలెన్స్
ರಸವತ್ತಾದ,రసంతో
ಮುಳುಗುವವನು,సక్కర్
ಮುಳುಗುವವನು,సక్కర్
ಸಕ್ಕರೆ ಮೀನು,సక్కర్ ఫిష్
ಹೀರುವ ಮೂಲ,రూట్ పీల్చటం
ಸ್ರೋಸ್,సుక్రోజ్
ಸಕ್ಕರೆ,చక్కెర
ಸಲ್ಕಸ್ (ಸಣ್ಣ ತೋಡು),(చిన్న గ్రోవ్)
ಗಂಧಕ,సల్ఫర్
ಗಂಧಕದ ಹರಳು,సల్ఫర్ కణిక
ಸನ್ಹೆಂಪ್,సన్‌హెంప్
ಸುದ್ರು,సుందే
ಮುಳುಗಿದ ಸ್ಟೊಮಾಟ,మునిగిపోయిన స్టోమాటా
ಬಿಸಿಲು,సూర్యరశ్మి
ಸೂಪರ್ ಕ್ಲಾಸ್,సూపర్ క్లాస్
ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್,సూపర్ కాయిలింగ్
ಶ್ರೇಷ್ಠ ಮತ್ತು ಕೆಳಮಟ್ಟದ ಪಾಲಿಯಾ,ఉన్నతమైన మరియు నాసిరకం
ಉನ್ನತ ಸೆರೆಬೆಲ್ಲಾರ್ ಪೆಡಂಕಲ್,సుపీరియర్ సెరెబెల్లార్ పెడన్కిల్
ಉನ್ನತ ಕೊಲಿಕ್ಯುಲಸ್,సుపీరియర్ కోలిక్యులస్
ಶ್ರೇಷ್ಠ ಹೆಣ್ಣು,ఉన్నతమైన ఆడ
ಶ್ರೇಷ್ಠ ಪುರುಷ,ఉన్నతమైన మగ
ಉನ್ನತ ಮೆಸೆಂಟೆರಿಕ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,సుపీరియర్ మెసెంటెరిక్ గ్యాంగ్లియన్
ಶ್ರೇಷ್ಠ ಅಂಡಾಶಯ,ఉన్నతమైన అండాశయం
ಶ್ರೇಷ್ಠ,సూపర్నాటెంట్
ಅತಿರೇಕದ,సూపర్పోస్డ్
ಸೂಪರ್‌ಸ್ಕ್ರಿಪ್ಟ್,సూపర్‌స్క్రిప్ట్
ಸೂಪರ್‌ಸ್ಕ್ರಿಪ್ಟ್,సూపర్‌స్క్రిప్ట్
ಸುಪ್ರಾವೆಸೊಫೇಜಿಲ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,సుప్రోసోఫాగియల్ గ్యాంగ్లియన్
ಸುಪ್ರಾಸ್ಕಪುಲಾ,సుప్రాస్కపులా
ಮೇಲ್ಮೈ ಪ್ರತಿಜನಕ,ఉపరితల యాంటిజెన్
ಮೇಲ್ಮೈ ಪ್ರದೇಶದ,ఉపరితలం
ಮೇಲ್ಮೈ ನಿವಾಸಿ,ఉపరితల నివాసి
ಮೇಲ್ಮೈ ಕ್ರಿಮಿನಾಶಕ,ఉపరితల స్టెరిలైజేషన్
ಶಸ್ತ್ರದಳರಿ,శస్త్రచికిత్స
ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ಹಸ್ತಕ್ಷೇಪ,శస్త్రచికిత్స జోక్యం
ಬಾಡಿಗೆ ತಾಯಿ,సర్రోగేట్ తల్లి
ಉಳಿ,మనుగడ
ಪ್ರಭಾವಕ್ಕೆ,ససెప్టబిలిటీ
ಅಮಾನತು ಸಂಸ್ಕೃತಿ,సస్పెన్షన్ సంస్కృతి
ಅಮಾನತುಗೊಲು,సస్పెన్సరీ లిగమెంట్
ಸುಸ್ಥಿರ ಕೃಷಿ,స్థిరమైన వ్యవసాయం
ಸುಸ್ಥಿರ ಅಭಿವೃದ್ಧಿ,స్థిరమైన అభివృద్ధి
ಹೊಲಿಗೆ,కుట్టు
ಸ್ವೆಡ್ಬರ್ಗ್ ಘಟಕ,SVEDBERG యూనిట్
ಟೈಲ್ಡ್ ಚಿಟ್ಟೆಯನ್ನು ನುಂಗಿಕೊಳ್ಳಿ,మింగడం తోక సీతాకోకచిలుక
ನುಂಗುವುದು,మింగడం
ಜಗಳ,చిత్తడి
ಹಿಂಡು,సమూహ
ಬೆವರು,చెమట
ಬೆವರು ಗ್ರಂಥಿ,చెమట గ్రంథి
ಬೆವರುವುದು,చెమట
ಬೆವರುವುದು,చెమట
ಸಿಹಿ ಕ್ಲೋವರ್,తీపి క్లోవర్
ಸ್ವಿಸ್ ಚೀಸ್,స్విస్ చీజ్
ಕತ್ತಿ ಮೀನು,కత్తి చేప
ಕತ್ತಿ ಬೇರಿನ ಮೀನು,స్వోర్డ్‌టైల్ చేప
ಸಿನ್ಕಾನ್,సైకాన్
ಸಿನೊನಸ್,సైకోనస్
ಸಂಕೇತ,సింబియోంట్
ಸಹಜೀವನದ,సహజీవనం
ಸಹಜೀವನ,సహజీవనం
ಸಹಜೀವನದ ಸಾರಜನಕ ಫಿಕ್ಸರ್,సహజీవన నత్రజని ఫిక్సర్
ಸಹಜೀವನದ ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ,సహజీవన నత్రజని స్థిరీకరణ
ಚಿಹ್ನೆ,చిహ్నం
ಸಾಂಕೇತಿಕ,సింబాలిక్
ಸಮ್ಮಿತೀಯ,సుష్ట
ಸಹಾನುಭೂತಿಯ,సానుభూతి
ಸಹಾನುಭೂತಿಯ ಗ್ಯಾಂಗ್ಲಿಯಾನ್ ಸರಪಳಿ,సానుభూతి గ్యాంగ్లియన్ గొలుసు
ಸಹಾನುಭೂತಿ ವಿವರಣೆ,సానుభూతి స్పెసియేషన్
ಸಿಂಫಿಸಿಕೆ,సింఫిసిస్
ಸಂಕೇತ,సింప్లాస్మ్
ಸಿಂಪ್ಲಾಸ್ಟಿಕ್ ಹಾದಿ,సింప్లాస్టిక్ మార్గం
ನ ೦ ಬಿಕೆ,సింపోర్ట్
ಸ ೦ ತಕಾಯ,సినాప్సే
ಸಿನಾಪ್ಸಿಮಿ,సినాప్సిడ్
ಸಿನಾಪ್ಸಿಸ್,సినాప్సిస్
ಸಿನಾಪ್ಸಿಸ್,సినాప్సిస్
ಸಿನಾಪ್ಟಿಕ್ ಸೀಳು,సినాప్టిక్ చీలిక
ಸಿನಾಪ್ಟಿಕ್ ನಾಬ್ (ಗಂಟು),నాన్ జానళ్ళు
ಸಿನಾಪ್ಟಿಕ್ ಕೋಶಕ,సినాప్టిక్ వెసికిల్
ಸಿನಾಪ್ಟೋನ್ಮಲ್ ಸಂಕೀರ್ಣ,సినాప్టోనెమల్ కాంప్లెక్స్
ಸಿಂಕೆ,సింకర్పస్
ಸನ್ನಿ,సిన్సిటియం
ಸನ್ನಿ,సిన్సిటియం
ರೋಗಗಳು,సిండ్రోమ్
ಸೈನಿಕಾಲಜಿ,సినెకాలజీ
ಸಹರಿ,సినర్గిడ్
ಸಹಕ್ರಿಯೆಯ,సినర్జిస్టిక్
ಸೇನಾ,సింగామి
ಸೈದೋವಿಯಲ್ ಕುಹರ,సైనోవియల్ కుహరం
ಸೈನೋವಿಯಲ್ ದ್ರವ,సినోవియల్ ద్రవం
ಸಂಶ್ಲೇಷಣೆ,సంశ్లేషణ
ಸಂಶ್ಲೇಷಿತ,సింథటిక్
ಸಂಶ್ಲೇಷಿತ ಪಾತ್ರ,సింథటిక్ పాత్ర
ಸಿಫಿಲಿಸ್,సిఫిలిస్
ವ್ಯವಸ್ಥಿತತಾವಾದಿ,సిస్టమాటిక్స్
ವ್ಯವಸ್ಥಿತ ಪರಿಚಲನೆ,దైహిక ప్రసరణ
