Assamese,English
মহাকৰ্ষণ তত্ত্ব,theory of gravitation
তথ্য তত্ত্ব,theory of information
প্ৰতিস্থাপন নীতি,theory of replacement (= theory of failure)
ছেট তত্ত্ব,theory of sets
শাৰী তত্ত্ব,theory of waiting lines(= queuing theory)
তৰংগ তত্ত্ব,theory of waves
তাপগতিবিদ্যা,Thermodynamic
স্ক্ৰু বেংগল,thread of a screw
ষ্টেৰিঅ&#39;স্কোপিক,three dimensional
ষ্টেৰিঅ&#39;স্কোপিক ভেক্টৰ বিশ্লেষণ,three dimensional vector analysis
ট্ৰাইড শ্ৰেণীবিভাজন,three-way classification
"প্ৰজেকচন, ড্ৰপ",throw
"ঠেলা, ঠেলা",thrust
"সময়, সময়সীমা, সময়সীমা",time
সময় অক্ষ,time axis
ক&#39;লা নিৰ্ভৰশীলতা,time dependence
সময় নিৰ্ভৰশীল গঠন সমীকৰণ,time-dependent constitutive equation
সময় নিৰ্ভৰশীল প্ৰক্ৰিয়া,time-dependent process
পোষ্টৰ বন্ধৰ সময়,time-independent term
সময়ৰ ব্যৱধান,time interval
সময় শৃংখলা,time series
সময় শৃংখলা বিশ্লেষণ,time series analysis
সময় শৃংখলা বিশ্বাস,time series data
সময় ব্যৱস্থা,time sharing system
"সহনশীলতা, সহনশীলতা",tolerance
সমৰ্থন ব্যৱধান,tolerance interval
সহ-মজিয়া,tolerance level
"সহনশীলতাৰ সীমা, সহনশীলতাৰ সীমা",tolerance limit
টপোলজিকেল,topological
টপোলজিকেল দ্বৈততা,topological dual
টপোলজিকেল গোট,topological group
টপোলজিকেল সমৰূপতা,topological isomorphism
টপোলজিকেল ৰৈখিক স্থান,topological linear space
টপোলজিকেলভাৱে,topologically
ট&#39;প&#39;গ্ৰাফিক মেপিং,topological mapping
টপোলজিকেল বৈশিষ্ট্য,topological property
টপোলজিকেল জনসংখ্যা,topological space
টপোলজিকেল ভেক্টৰ স্থান,topological vector space
"টপোলজি, টপোলজি",topology
"কনভলচন, স্পাম, কনভলচন",torsion
"বৃত্তাকাৰ কঠিন-আঙঠি, torus",torus
"মুঠ, যোগফল (স.), সম্পূৰ্ণ, সম্পূৰ্ণ (v.)",total
সম্পূৰ্ণ ডেৰাইভেটিভ,total derivative
নিখুঁত পাৰ্থক্য,total differential
সম্পূৰ্ণ অৱভেদ্য সমীকৰণ,total differential equation
পুংখানুপুংখ পৰিদৰ্শন কৰা,total inspection
সম্পূৰ্ণৰূপে বান্ধ খাই আছে,totally bounded
নিখুঁতভাৱে অৰ্ডাৰ কৰা চেট,totally ordered set
সম্পূৰ্ণ ক্ৰমিককৰণ,total ordering
"ট্ৰেচ কৰা, ট্ৰেচ কৰা (n.), বিন্ধা (n.), ট্ৰেচ কৰা (v.)",trace
মেট্ৰিক্স ট্ৰেচ,trace of matrix
"ট্ৰেচিং, চিহ্নিত কৰা",tracing
নিয়ন্ত্ৰণ কাৰ্য্য,trade off function
"ট্ৰেজেক্টৰী, ট্ৰেজেক্টৰী, ট্ৰেজেক্টৰী",trajectory
অতিক্ৰমণীয়,transcendental
বীজগণিতীয় সমীকৰণ,transcendental equation
বীজগণিতীয় ফলন,transcendental function
বীজগণিতীয় সংখ্যা,transcendental number
"স্থানান্তৰ, স্থানান্তৰ",transfer
ডিফাৰেন্সিয়েল ফাংচন,transfer function
সসীম আগমন,transfinite induction
অসীম সংখ্যা,transfinite number
ভিন্নতা,transform
ৰূপান্তৰ সূত্ৰ,transformation formula
ৰূপান্তৰ মেট্ৰিক্স,transformation matrix
স্থানাংকৰ ৰূপান্তৰ,transformation of coordinates
ৰূপান্তৰ কাৰ্য্য,transformed function
ৰূপান্তৰিত মেট্ৰিক্স,transformed matrix
শিপিং সমস্যা,transshipment problem
ক্ষণিক আচৰণ,transient behaviour
ক্ষণিক সমাধান,transient solution
ৰোগ বিয়পা অৱস্থা,transition
ট্ৰেঞ্জিচন মেট্ৰিক্স,transition matrix
সংক্ৰামক,transitive
পৰিৱৰ্তন নিয়ম,transitive law
সংক্ৰামক সম্পৰ্ক,transitive relation
সংক্ৰামকতা,transitivity
সংক্ৰামক সমষ্টি,transitivity set
বদলিকৰ,translation
পৰিবহণৰ খৰচ,transportation cost
পৰিবহণৰ সমস্যা,transportation problem
পৰিবহণৰ সময়,transportation time
প্ৰৱেশ সমীকৰণ,transport equation
ৰূপান্তৰিত মেট্ৰিক্স,transposed matrix
মেট্ৰিক্স চলক,transpose of a matrix
ট্ৰেন্সপজিচন,transposition
অনুপ্ৰস্থ,transversality
অনুপ্ৰস্থ নিষেধাজ্ঞা,transversality condition
"অনুপ্ৰস্থ, অনুপ্ৰস্থ",transverse
অনুপ্ৰস্থ গতি,transverse motion
"ট্ৰেপেজিয়াম, ট্ৰেপেজিয়াম",trapezium
ট্ৰেপেজ&#39;ইড,trapezoid
ট্ৰেপেজিয়াম প্ৰিজম,trapezoidal prism
"চিকিৎসা, চিকিৎসা",treatment
গছৰ ডায়েগ্ৰাম,tree diagram
"ট্ৰেণ্ড, ট্ৰেণ্ড",trend
ৰাইজ লাইন,trend line
বৃদ্ধি পোৱা মূল্য,trend value
triad,triadic
"পৰীক্ষা, পৰীক্ষা, পৰীক্ষা",trial
অভিযোগকাৰী কাৰ্য্য,trial function
"ত্ৰিভুজ, ত্ৰিভুজ",triangle
ত্ৰিভুজ বৈষম্য,triangle inequality
বেগ ত্ৰিভুজ,triangle of velocity
ত্ৰিভুজ চিহ্ন,triangle symbol
ত্ৰিভুজ ব্যৱস্থা,triangle system
ত্ৰিকোণীয়কৰণ,triangulability
"ত্ৰিকোণীয়, ত্ৰিকোণীয়, ত্ৰিকোণীয়",triangular
ত্ৰিকোণীয় মেট্ৰিক্স,triangular matrix
"ত্ৰিকোণীয়কৰণ, ত্ৰিকোণীয়কৰণ",triangulation
triad,trichotomy
ত্ৰিবিকৰ্ণী,tridiagonal
ত্ৰিকোণমিতিক,trigonometric
ত্ৰিকোণমিতিক বক্ৰ,trigonometric curve
ত্ৰিকোণমিতিক সমীকৰণ,trigonometric equation
ত্ৰিকোণমিতিক ফলন,trigonometric function
ত্ৰিকোণমিতিক পৰিচয়সমূহ,trigonometric identity
ত্ৰিকোণমিতিক শৃংখলা,trigonometric series
ত্ৰিকোণমিতিক সমাধান,trigonometric solution
ত্ৰিকোণমিতিক ৰূপান্তৰ,trigonometric transformation
ত্ৰিকোণমিতি,trigonometry
"ত্ৰিগুণ, ত্ৰিধা, ত্ৰি-, তৃষা, ত্ৰিকা, ত্ৰিয়া",triple
ট্ৰিপল ইন্টিগ্ৰেচন,triple integration
ট্ৰিপল,triplet
bisect,trisect
ট্ৰাইছেকচন,trisection
কোণটো দুভাগ কৰক,trisection of an angle
সূক্ষ্ম ৰূপ,trivial form
তুচ্ছ অৱস্থান,trivial topology
ট্ৰপিক অৱ কেন্সাৰ,tropic of Cancer
মকৰ ৰাশিৰ ট্ৰপিক,tropic of Capricorn
ট্ৰপ&#39;স্ফিয়াৰ,troposphere
সঁচা অৰ্থ,true mean
true মোড,true mode
"লুনাগ্ৰা, ৰুণ্ডিত",truncated
"ছেদ কৰা শঙ্কু, ছেদ কৰা শঙ্কু",truncated cone
ভঙা বিতৰণ,truncated distribution
ভগ্ন কম্পাঙ্ক বিতৰণ,truncated frequency distribution
"বিন্ধা, ছিদ্ৰ কৰা, ঘঁহি, লুনাগ্ৰেভিটি",truncation
জৰাজীৰ্ণ,truncation error
"সঠিকতা, সত্যতা",truth
সত্য কাৰ্য্য,truth function
সত্য টেবুল,truth table
সত্যমন,truth value
t-নমুনা,t-statistic
t-টেষ্ট,t-test
বিক্ষিপ্ততা তত্ত্ব,turbulence theory
টাৰ্ণ পইণ্ট,turning point
"টুইচ, টুইষ্ট, টুইষ্ট, টুইষ্ট",twist
"টুইষ্টেড বক্ৰ, অসমতাপূৰ্ণ বক্ৰ",twisted curve
দ্বিমাত্ৰিক,two dimensional
দ্বিমাত্ৰিক অবিৰত বিতৰণ,two dimensional continuous distribution
দ্বিমাত্ৰিক ভেক্টৰ,two dimensional vector
দ্বিশ্ৰেণীবিভাজন,two fold classification
দ্বি-পিতৃ-মাতৃৰ পৰিয়াল,two parameter family
ডাবল খেল,two person game
দুটা পদক্ষেপৰ পদ্ধতি,two phase method
দুটা পৰ্যায়ৰ নমুনা সংগ্ৰহ কৰা,two phase sampling
ডাবল পইণ্ট সীমা নিষেধাজ্ঞা,two point boundary condition
দুটা ঠেংযুক্ত এফ-টেষ্ট,two sided F-test
দুটা ঠেংযুক্ত স্বাভাৱিক পৰীক্ষা,two sided normal test
দুটা ঠেংযুক্ত এক্স-টেষ্ট,two sided X-test
চূড়ান্ত মূল্য,ultimate value
নিৰপেক্ষ মূল্যায়ন,unbiased estimate
জনসংখ্যাৰ ভ্যাৰিয়েন্সৰ নিৰপেক্ষ অনুমান,unbiased estimate of population variance
নিৰপেক্ষ ৰৈখিক অনুমান,unbiased linear estimate
নিৰপেক্ষ বিন্দু অনুমান,unbiased point estimate
নিৰপেক্ষ পৰীক্ষা,unbiased test
সীমাহীন ভূখণ্ড,unbounded region
সীমাহীন ছেট,unbounded set
সীমাহীন সমাধান,unbounded solution
