English,Telugu
Single side band  Transmission,సింగిల్ సైడ్ బ్యాండ్  ప్రసార
Single step,ఒకే దశ
Single step  Operation,ఒకే దశ  ఆపరేషన్
Single threading,సింగిల్ థ్రెడింగ్
Single vertical key,ఒకే నిలువు కీ
Singly linked list,సింగిల్ లింక్డ్ లిస్ట్
Sink current,సింక్ కరెంట్
Sinking technique,మునిగిపోతున్న సాంకేతికత
Single length  Working,ఒకే పొడవు  పని
Six bit byte,ఆరు బిట్ బైట్
Six digit translation,ఆరు అంకెల అనువాదం
Sizing,సైజింగ్
Skeletal code,అస్థిపంజర కోడ్
Skew character,వక్ర పాత్ర
Skewed overload,వక్రీకృత ఓవర్లోడ్
Skewed tree  (= Unbalanced  Tree),వక్రీకృత చెట్టు  (= అసమతుల్య  చెట్టు)
Skew failure,వక్రీకృత వైఫల్యం
Skip,దాటవేయి
Skip code,కోడ్ దాటవేయండి
Skip flag,జెండాను దాటవేయండి
Skip instruction,సూచనలను దాటవేయండి
Skip key,కీని దాటవేయి
Skipping,దాటవేయడం
Skip sequential  Access method,సీక్వెన్షియల్ దాటవేయి  యాక్సెస్ పద్ధతి
Slack byte,స్లాక్ బైట్
Slave computer,బానిస కంప్యూటర్
Slave machine,బానిస యంత్రం
Slave mode,బానిస మోడ్
Slave station,బానిస స్టేషన్
Slave tube,బానిస గొట్టం
Slew rate,స్లీవ్ రేట్
Slice,స్లైస్
Slice architecture,స్లైస్ ఆర్కిటెక్చర్
Slicer,స్లైసర్
Slicing,స్లైసింగ్
Slope equaliser,వాలు ఈక్వలైజర్
Slot,స్లాట్
Slot antenna,స్లాట్ యాంటెన్నా
Slot reader,స్లాట్ రీడర్
Slow death,నెమ్మదిగా మరణం
Slow storage,నెమ్మదిగా నిల్వ
Slow time scale,నెమ్మదిగా సమయ స్కేల్
Small scale  Integration,చిన్న స్థాయి  అనుసంధానం
Smart machines,స్మార్ట్ యంత్రాలు
Smart terminal,స్మార్ట్ టెర్మినల్
S-mode record,S- మోడ్ రికార్డ్
Smoke test,పొగ పరీక్ష
Smoothed data,సున్నితమైన డేటా
Smoothing,సున్నితంగా
Smudge,స్మడ్జ్
Snap shot,స్నాప్ షాట్
Snapshot debug,స్నాప్‌షాట్ డీబగ్
Snapshot dump,స్నాప్‌షాట్ డంప్
Snapshot  Programme,స్నాప్‌షాట్  ప్రోగ్రామ్
Sneak current,స్నీక్ కరెంట్
Sniffing,స్నిఫింగ్
SNOBOL,స్నోబోల్
Socket,సాకెట్
Soft copy,సాఫ్ట్ కాపీ
Soft error  (= Transient  Error),మృదువైన లోపం  (= తాత్కాలిక  లోపం)
Soft keyboard,మృదువైన కీబోర్డ్
Soft sector,మృదువైన రంగం
Soft sectored disk,మృదువైన సెక్టార్ డిస్క్
Soft sectored disk  System,మృదువైన సెక్టార్ డిస్క్  వ్యవస్థ
Soft sector  Formating,మృదువైన రంగం  ఫార్మేటింగ్
Soft software,మృదువైన సాఫ్ట్‌వేర్
Software,సాఫ్ట్‌వేర్
Software  Compatible,సాఫ్ట్‌వేర్  అనుకూలంగా
Software control,సాఫ్ట్‌వేర్ నియంత్రణ
Software device,సాఫ్ట్‌వేర్ పరికరం
Software  Documentation,సాఫ్ట్‌వేర్  డాక్యుమెంటేషన్
Software driver,సాఫ్ట్‌వేర్ డ్రైవర్
Software  Emulation,సాఫ్ట్‌వేర్  ఎమ్యులేషన్
Software  Engineering,సాఫ్ట్‌వేర్  ఇంజనీరింగ్
Software  Engineering  Environment,సాఫ్ట్‌వేర్  ఇంజనీరింగ్  పర్యావరణం
Software house,సాఫ్ట్‌వేర్ హౌస్
Software life cycle,సాఫ్ట్‌వేర్ జీవిత చక్రం
Software  Maintenance,సాఫ్ట్‌వేర్  నిర్వహణ
Software monitor,సాఫ్ట్‌వేర్ మానిటర్
Software package,సాఫ్ట్‌వేర్ ప్యాకేజీ
Software  Prototyping,సాఫ్ట్‌వేర్  ప్రోటోటైపింగ్
Software quality  Assurance,సాఫ్ట్‌వేర్ నాణ్యత  హామీ
Software recording  Facility,సాఫ్ట్‌వేర్ రికార్డింగ్  సౌకర్యం
Software reliability,సాఫ్ట్‌వేర్ విశ్వసనీయత
Software specification,సాఫ్ట్‌వేర్ స్పెసిఫికేషన్
Software stack,సాఫ్ట్‌వేర్ స్టాక్
Software support  System,సాఫ్ట్‌వేర్ మద్దతు  వ్యవస్థ
Software tool,సాఫ్ట్‌వేర్ సాధనం
Software trace  Mode,సాఫ్ట్‌వేర్ ట్రేస్  మోడ్
Solder mask,సోల్డర్ మాస్క్
Solid error,ఘన లోపం
Solid font printer,ఘన ఫాంట్ ప్రింటర్
Solid logic  Technology,ఘన తర్కం  సాంకేతికం
Solid state,ఘన స్థితి
Solid state  Component,ఘన స్థితి  భాగం
Solid state  Computer,ఘన స్థితి  కంప్యూటర్
Solid state memory,సాలిడ్ స్టేట్ మెమరీ
Solvable,పరిష్కరించగల
Sonic delay line,సోనిక్ ఆలస్యం లైన్
Sort blocking  Factor,క్రమబద్ధీకరించడం  కారకం
Sorter,సర్టర్
Sort generation,క్రమబద్ధీకరణ తరం
Sortign scratch  Tape,స్క్రాచ్ క్రమబద్ధీకరించండి  టేప్
Sorting,సార్టింగ్
Sorting item,అంశాన్ని క్రమబద్ధీకరించడం
Sorting program,సార్టింగ్ ప్రోగ్రామ్
Sorting rewind  Time,సార్టింగ్ రివైండ్  సమయం
Sorting sequencing  Key,సార్టింగ్ సీక్వెన్సింగ్  కీ
Sorting string,స్ట్రింగ్ క్రమబద్ధీకరించడం
Sorting work tape (= sorting scratch tape),సార్టింగ్ వర్క్ టేప్ (= సార్టింగ్ స్క్రాచ్ టేప్)
Sort key,కీ క్రమబద్ధీకరించండి
Sort merge,క్రమబద్ధీకరించండి
Sort merge facility,విలీన సౌకర్యాన్ని క్రమబద్ధీకరించండి
Sort merge  Generator,క్రమబద్ధీకరించండి  జనరేటర్
Sort merge  Program,క్రమబద్ధీకరించండి  ప్రోగ్రామ్
Sort pass,పాస్ క్రమబద్ధీకరించండి
Sort program,క్రమబద్ధీకరించిన ప్రోగ్రామ్
Sort selection,ఎంపిక ఎంపిక
Sort utility,క్రమబద్ధీకరణ యుటిలిటీ
Source alphabet,మూలం వర్ణమాల
