Marathi,English
व्ही-चॅनल स्विचिंग,V channel switching
व्ही-मॉड्युलेटर,V modulator
V-F (व्होल्टेज/फ्रिक्वेंसी कनव्हर्टर),V/F converter (voltage/frequency)
व्हॅक्यूम उष्णता जंक्शन,Vacuo-thermo junction
व्हॅक्यूम बाउंड इलेक्ट्रोस्टॅटिक व्होल्टमीटर,Vaccum enclosed electrostatic voltmeter
व्हॅक्यूम गेज,Vacuum gauge
व्हॅक्यूम रबरी नळी,Vacuum tube
व्हॅक्यूम ट्यूब सर्किट,Vacuum tube sweep circuit
व्हॅक्यूम ट्यूब व्होल्टमीटर (VTVM),Vacuum tube volt meter(VTVM)
व्हॅलेन्स बँड,Valence band
व्हॅलेन्स इलेक्ट्रॉन,Valence electron
ड्रॉप-ऑफ पॉइंट,Valley current
झडप सुधारक,Valve rectifier
वाफ फेज सॉल्व्हेंट,Vapour phase degresser
वेक्टर डायोड,Varactor diode
वेक्टर डायोड मॉड्युलेटर,Varactor diode modulator
वर्ण ट्यूनर,Varactor tuner
व्हेरिएबल कॅपेसिटर,Variable capacitor
परिवर्तनीय प्रेरणक,Variable inductor
व्हेरिएबल मॉड्यूलस विभाजक,Variable module divider
व्हेरिएबल बॅकलाइट,Variable persistence
परिवर्तनीय प्रतिक्रिया,Variable reactance
परिवर्तनीय प्रतिकार,Variable resistance
"व्हेरिएबल ट्रान्सफॉर्मर, व्हेरिएबल ट्रान्सफॉर्मर",Variable transformer
variac,Variac
varicap,Varicap
varistor,Varistor
वारली लूप चाचणी,Varley loop test
व्हॅरोमीटर (प्रतिक्रिया पोटेंशियोमीटर),Varmeter (reactive powermeter)
मेण,VAX
VBE गुणक,VBE multiplier
VCP (व्हिडिओ कॅसेट प्लेअर),VCP (video cassette player)
VCR (व्हिडिओ कॅसेट रेकॉर्डर),VCR (video cassette recorder)
v-मॉड्युलेटर,V-demodulator
वेक्टर,Vector
वेक्टर प्रदर्शन,Vector display
वेक्टर ग्राफिक्स,Vector graphics
वेक्टर प्रतिबाधा मीटर,Vector impedance meter
वेक्टर सूचना,Vector instruction
वेक्टर नेटवर्क विश्लेषक,Vector network analyser
वेक्टर दर्शक,Vector scope
वेक्टर व्यत्यय,Vectored interrupt
विक्रीयंत्र,Vending machine
वायुवीजन,Ventilation
व्हर्नियर कॅल्क्युलेटर,Vernier counter
व्हर्नियर इंटरपोलेशन,Vernier interpolation
व्हर्नियर पोटेंशियोमीटर,Vernier potentiometer
अनुलंब अँटेना,Vertical antenna
अनुलंब वगळणे,Vertical blanking
चमकदार रंगीत पट्टी,Vertical colour strip
अनुलंब वारंवारता,Vertical frequency
अत्यंत फायदा,Vertical gain
अनुलंब नियंत्रक,Vertical hold control
होरायझन कंट्रोलर,Vertical horizontal hold control
क्षैतिज ट्रेस,Vertical horizontal trace
अनुलंब अंतर,Vertical interval
पुढे अंतराल सूचना,Vertical interval reference signal (VIRS)
अनुलंब मध्यांतर चाचणी सिग्नल,Vertical interval test signal (VITS)
अनुलंब ध्रुवीकरण,Vertical polarisation
अनुलंब प्रोग्रामिंग,Vertical programming
अनुलंब प्रोग्रामिंग,Vertical programming
तीक्ष्ण रिझोल्यूशन,Vertical resolution
अनुलंब ट्रेस,Vertical retrace
अनुलंब चित्र सिलेंडर,Vertical roll of picture
जलद स्कॅनिंग,Vertical scanning
अनुलंब सिंक्रोनाइझेशन,Vertical synchronization
अनुलंब ट्रेस,Vertical trace
अनुलंब ट्रान्झिस्टर,Vertical transistor
क्षैतिज स्कॅनिंग,Vertical-horizontal scanning
अल्ट्रा उच्च घनता स्वरूप,Very high density format
खूप उच्च घनता शरीर,Very high density system (VHD)
खूप उच्च वारंवारता (VHF),Very high frequency (VHF)
अल्ट्रा हाय स्पीड इंटिग्रेटेड सर्किट (VHSIC),Very high speed integrated circuit (VHSIC)
लार्ज इंटिग्रेशन (VLSI),Very large scale integration (VLSI)
खूप कमी वारंवारता (VLF),Very low frequency (VLF)
खूप कमी वारंवारता प्रेषण,Very low frequency propagation
अवशिष्ट बाजू बँड,Vestigial side band
VHDL,VHDL
सुसंवाद VHF,VHF tuner
कंपन गॅल्व्हानोमीटर (VHS),Vibration galvanometer (VHS)
स्तब्ध गॅल्व्हानोमीटर,Vibrational galvanometer
व्हिडिओ एडीसी,Video ADC
"व्हिडिओ अॅम्प्लीफायर, व्हिज्युअल अॅम्प्लीफायर",Video amplifier
व्हिडिओ गुणवत्ता,Video attribute
व्हिडिओ पुरवठादार,Video back up
व्हिडिओ बँड-रुंदी,Video bandwidth
"व्हिडिओ कॅसेट, व्हिज्युअल कॅसेट",Video cassette
