English,Tamil
Video game,வீடியோ கேம்
Video graphics adapter (VGA),வீடியோ கிராஃபிக் ஆப்டிமைசர் (VGA)
Video interactive,வீடியோ தொடர்பு நிறுவனம்
Video memory,வீடியோ நினைவகம்
Video page,வீடியோ பக்கம்
Video phone,வீடியோ தொலைபேசி
Video pre-amplifier,வீடியோ முன்பெருக்கி
Video RAM,வீடியோ ரேம்
Video random access memory (VRAM),VRAM
Video tape,வீடியோ டேப்
Video tape recording,வீடியோ டேப் பதிவு
Video tape recorder,வீடியோ டேப் பதிவு செய்யப்பட்டது
Video terminal,வீடியோ முனையம்
Video test signal,வீடியோ சோதனை சமிக்ஞை
Video text,வீடியோ உரை
Video text data terminal,வீடியோ உரை தரவு முனையம்
Video track,வீடியோ பாதை
Vidicon tube,வீடியோகான் குழாய்
View data,காட்சி தரவு
View finder,வ்யூஃபைண்டர்
Viewing distance,கண்காணிப்பு தூரம்
Virilog,வெரிலோக்
Virtual channel,மெய்நிகர் சேனல்
Virtual ground,மெய்நிகர் அடிப்படையிலானது
Virtual height,மெய்நிகர் உயரம்
Virtual memory,மெய்நிகர் நினைவகம்
Virtual memory system,மெய்நிகர் நினைவக அமைப்பு
Visible light spectrum,காணக்கூடிய ஒளி நிறமாலை
Visual captions,காட்சி தலைப்பு
VME,VME
VMOS,v-பாசி
V-MOSFET,V-MOSFET
Voice message,குரல் செய்தி
Voice operated switch,தொனியில் இயங்கும் சுவிட்ச்
Voice synthesizer,குரல் சின்தசைசர்
Volatile,"ஆவியாகும், ஆவியாகும்"
Volatile memory,நினைவகம் இல்லை
Volt,மின்னழுத்தம்
Voltage buffer,மின்னழுத்த பெருக்கி / தாங்கல்
Voltage comparator,மின்னழுத்த ஒப்பீட்டாளர்
Voltage control oscillator (VCO),மின்னழுத்தக் கட்டுப்படுத்தி ஆஸிலேட்டர் (VCO)
Voltage controlled crystal oscillation (VCXO),மின்னழுத்த கட்டுப்பாட்டு மின்னோட்டம் (VCCS)
Voltage controlled current source (VCCS),மின்னழுத்த கட்டுப்பாட்டு மின்னோட்டம் (VCCS)
Voltage controlled device,மின்னழுத்த கட்டுப்பாட்டு சாதனம்
Voltage controlled resistance,மின்னழுத்த கட்டுப்பாட்டு எதிர்ப்பு
Voltage controlled voltage source (VCVS),மின்னழுத்தக் கட்டுப்படுத்தப்பட்ட மின்னழுத்த ஆதாரம் (VCVS)
Voltage divider,மின்னழுத்த பிரிவு
Voltage doubler,மின்னழுத்த இரட்டிப்பாக்கி
Voltage doubling,மின்னழுத்த இரட்டிப்பாக்கி
Voltage feedback,மின்னழுத்த மீட்டமைப்பு
Voltage follower,மின்னழுத்த பின்னடைவு
Voltage inverter,மின்னழுத்த சின்னம்
Voltage magnification factor,மின்னழுத்த உருப்பெருக்கி
Voltage multiplier circuit,மின்னழுத்த பெருக்கி சுற்று
Voltage quadruler,மின்னழுத்த இருபடி
Voltage rating,மின்னழுத்த மதிப்பீடு
Voltage reference,மின்னழுத்த அறிவுறுத்தல்
Voltage regulation,மின்னழுத்த ஒழுங்குமுறை
Voltage source,மின்னழுத்த ஆதாரம்
Voltage spike,மின்னழுத்த ஸ்பைக்/குலுக்கல்
Voltage stabilizer,மின்னழுத்த நிலைப்படுத்தி
Voltage standing wave,மின்னழுத்த முன்னேற்ற அலை
Voltage standing wave ratio (VSWR),மின்னழுத்த முன்னேற்ற அலை விகிதம் (VSWR)
Voltage substractor,மின்னழுத்த சரிசெய்தல்
Voltage to current converter,மின்னழுத்த-தற்போதைய மாற்றி
Voltage to frequency converter,மின்னழுத்த-அதிர்வெண் மாற்றி
Voltage transfer function,மின்னழுத்த பரிமாற்ற செயல்பாடு
Voltage transfer ratio,மின்னழுத்த பரிமாற்ற விகிதம்
Voltage transformer,மின்னழுத்த மின்மாற்றி / மின்மாற்றி
Voltage tripler,மின்னழுத்தம் மும்மடங்கு
Volt-digital video disk (DVD),டிஜிட்டல் வீடியோ வட்டு
Volt-equivalent temperature,வெப்ப சமமான வோல்ட்
Volume control,"ஒலி கட்டுப்படுத்தி, ஒலி கட்டுப்படுத்தி"
VOM,VOS
VR tube,விஆர் குழாய்
VSWR meter,வி.எஸ்.டபிள்யூ.ஆர் அளவிடப்பட்டது
Wafer,"தகடு, கருவுறாத"
Wait state,காத்திருக்கும் நிலை
