Hindi,English
सिन्क्रो,Synchro
सिन्क्रो नियंत्रण प्रेषित्र,Synchro control transmitter
"तुल्यकालिक मोचन, सिंक्रोनी मोचन",Synchro release
सिंक्रो प्रेषित्र,Synchro transmitter
सिन्क्रोसाइक्लोट्रॉन,Synchrocyclotron
सिन्क्रोडायन मिश्रक,Synchrodyne mixer
तुल्यकालन,Synchronisation
तुल्यकालन ह्रास,Synchronisation compression
समकालिक होना,Synchronise
"समक्रमण, समकालन",Synchronised
तुल्यकालक,Synchroniser
तुल्यकालन,Synchronising
तुल्यकालक स्पंद जनित्र,Synchronising generator
तुल्यकालक स्तर,Synchronising level
तुल्यकालक स्पंद,"Synchronising pulse (TV, Radar)"
तुल्यकालक स्पंद पृथक्करण,Synchronising pulse separation
तुल्यकालक संकेत,Synchronising signal
तुल्यकालक संकेत आयाम,Synchronising signal amplitude
तुल्यकालत्व,Synchronism
तुल्यकालमापी,Synchronometer
"तुल्यकालिक, तुल्यकाली",Synchronous
तुल्यकालिक कलापरिवर्तित्र,Synchronous capacitor
तुल्यकालिक अभिकलित्र,Synchronous computor
तुल्यकाली संसूचक,Synchronous detector
तुल्यकालिक दीप्ति,Synchronous flashing
तुल्यकालिक गति,Synchronous motion
तुल्यकालिक मोटर,Synchronous motor
तुल्यकालिक मोटर बारी-सूचक,Synchronous motor timer
तुल्यकालिक कलाकोण,Synchronous phase angle
तुल्यकाली स्फुरदीप्तिदर्शी,Synchronous phosphoroscope
तुल्यकाली क्रमवीक्षण,Synchronous scaning
समकालिक काल-मापन,Synchronous timing
समकालिक कंपन,Synchronous vibrations
"तुल्यकालिकतः, तुल्यकाल में",Synchronously
"तुल्यकालदर्शी, सिंक्रोस्कोप",Synchroscope
सिंक्रोट्रॉन,Synchrotron
"कृत्रिम रंग, संश्लिष्ट रंग",Synthetic colour
"निकाय, पद्धति, समूह, समुदाय, तंत्र",System
तंत्र विश्लेषक,System analyst
संरक्षी बल निकाय,System of conservative forces
"निर्देशांक पद्धति, निर्देश तंत्र",System of coordinates
क्रिस्टल समुदाय,System of crystal
समीकरण निकाय,System of equations
बल-निकाय,System of forces
रेखा-निकाय,System of lines
माप-पद्धति,System of measurements
कण-निकाय,System of particles
घिरनी तंत्र,System of pulleys
निर्देश-पद्धति,System of reference
"मात्रक पद्धति, मात्रक प्रणाली",System of units
"क्रमबद्ध, वर्गीकरणी, वर्गीकरण",Systematic
"नियमित अनुपस्थिति, नियमित विलोप",Systematic absense (=systematic extinction)
क्रमबद्ध वितरण,Systematic distribution
क्रमबद्ध त्रुटि,Systematic error
व्यवस्थित बल,Systematic force
क्रमबद्ध पद,Systematic term
"सर्वांगी, दैहिक",Systemic
दैहिक परिपथ,Systemic circuit
"तंत्र विश्लेषण, प्रणाली विश्लेषण",Sytem analysis
"जिलार्ड चामर्स प्रभाव, जिलार्ड चामर्स निष्पत्ति",Szillard-Chalmers effect
जिलार्ड चामर्स प्रक्रम,Szillard-Chalmers process
T नियम,T Law
T-ऐन्टेना,T-antenna
टी-बंटन,T-distribution
प्रतिबिम्ब,T-image (transformation image)
T सुमेलित एन्टेना,T-matched antenna (T-matched aerial)
T- जाल,T-network
प्रेष ग्रहण बक्स,T.R. (transmit receive) boxes
"प्रेष ग्रहण बक्स, T.R. बक्स",T.R. box
टैब,Tab
"सारणी, टेबल, पठार, मंच, पटल, मेज",Table
स्पेक्ट्रममापी का मंच,Table of spectrometer
त्रिकोणमितीय चांदा बिन्दु-सारणी,Table of trigonometrical station and point
मेजी टेलिविजन सेट,Table set
मेज स्पेक्ट्रमीदर्शी,Table spectroscope
सारणी यंत्र,Tabulating equipment
"सारणित्र, सारणी यंत्र, सारणीयक",Tabulator
