Kannada,Assamese
"1. ಸಂಕ್ರಮಣ, 2. ಸಂಕ್ರಾಂತಿ","১. পৰিৱৰ্তন, ২. অনন্তকাল"
ಅಂಟುರೋಗ,সংক্ৰামক
ಸೋಂಕಿತ,সংক্ৰমিত
"1.ಅನುವಾದ, 2.ಅನುವಾದ, 3.ವ್ಯಾಖ್ಯಾನ","১.অনুবাদ, ২.অনুবাদ, ৩.বাখ্যা"
"1. ಪ್ರಸರಣ, ಪ್ರಸರಣ, 2. ಪ್ರಸಾರ","১.সংক্ৰমণ, প্ৰেৰণ, ২.সংক্ৰমণ"
ಸಂವಹನ ನಿಯಂತ್ರಣ ಪ್ರೋಟೋಕಾಲ್ (TCP),যোগাযোগ নিয়ন্ত্ৰণ প্ৰটোকল (TCP)
"1.ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್, 2. ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್","১.সংবহন লাইন, ২.সংবহন লাইন"
ಟ್ರಾನ್ಸ್ಮಿಟರ್,ট্ৰেন্সমিটাৰ
ಪಾರದರ್ಶಕತೆ,স্বচ্ছতা
ಟ್ರಾನ್ಸ್ಪಾಂಡರ್,ট্ৰেন্সপণ্ডাৰ
"1.ಸಾರಿಗೆ, 2. ಹಿಂಜರಿಕೆ","১.পৰিবহণ, ২.ৰিগ্ৰেছন"
ಸ್ಥಳಾಂತರ,ট্ৰেন্সপজিচন
ಟ್ರಾನ್ಸ್‌ಪ್ಯೂಟರ್,ট্ৰেন্সপিউটাৰ
"1.ಟ್ರಾನ್ಸ್ಮಿಷನ್ ರಿಸೀವರ್, 2.ಟ್ರಾನ್ಸ್ ರಿಸೀವರ್","1.ট্ৰেন্সমিট ৰিচিভাৰ, 2.ট্ৰেন্স ৰিচিভাৰ"
"1. ಬಲೆ, 2. ಬಲೆ, 3. ಹಿಡಿಯು","১.ফান্দ, ২.ফান্দ, ৩. ধৰা"
ಸುತ್ತುವುದು,ঘূৰ্ণন
ಮರ (ಪರಿವರ್ತನೆ),গছ (পৰিৱৰ্তন)
ಮರದ ಜಾಲ,গছৰ নেটৱৰ্ক
ಸಹಾಯಕ ಸರ್ಕ್ಯೂಟ್,সহায়ক বৰ্তনী
ಕ್ಷುಲ್ಲಕ ರೇಖಾಚಿತ್ರ,তুচ্ছ ডায়েগ্ৰাম
ದೋಷನಿವಾರಣೆ,সমস্যা সমাধান কৰা
ಸುಲಿಯಲ್ಪಟ್ಟಿದೆ,ৰিপড অফ
ಸತ್ಯ ಟೇಬಲ್,সত্য টেবুল
"1. ಟ್ಯೂನರ್, 2. ಟ್ಯೂನರ್, 3. ಟ್ಯೂನರ್","১.টিউনাৰ, ২.টিউনাৰ, ৩.টিউনাৰ"
"1.ಸುರಂಗ, 2.ಸುರಂಗ","১.টানেলিং, ২.টানেলিং"
"1. ಹೊಂದಾಣಿಕೆ, 2. ಶ್ರುತಿ, 3. ಶ್ರುತಿ","১.সামঞ্জস্য, ২.টিউনিং, ৩.টিউনিং"
tuple,tuple
ಟರ್ಬೊ ಪ್ಯಾಸ್ಕಲ್,টাৰ্বো পাস্কেল
ಟ್ಯೂರಿಂಗ್ ಯಂತ್ರ,টুৰিং মেচিন
ತಿರುವು ಸಮಯ,টাৰ্ণআউট সময়
ತಿರುವು ದಾಖಲೆ,টাৰ্ণআউট নথিপত্ৰ
ತಿರುವು ಅನುಕ್ರಮ,turn sequence
ಒಂದೆರಡು ಕೇಬಲ್,দম্পতী কেবল
"1. ವಿಲೋಮ ಜೋಡಿ, 2. ವಿಲೋಮ ಜೋಡಿ","1. ওলোটা যোৰ, 2. ওলোটা যোৰ"
ಡಬಲ್ ಪಾಸ್ ಜ್ಞಾಪನೆ,ডাবল পাছ সোঁৱৰাই দিয়া
ಎರಡು ಪೂರಕ,দুটাৰ পৰিপূৰক
ಮಾದರಿ,প্ৰকাৰ
"1.ಪ್ರಕಾರ ಮುಖ, 2.ಪಾತ್ರ","1.টাইপ মুখ, 2.চৰিত্ৰ"
ಮುದ್ರಣದ ಮೇಲ್ಭಾಗ,টাইপোগ্ৰাফিক শীৰ্ষ
ಮುದ್ರಕ ಚಕ್ರ,প্ৰিন্টাৰ চকা
ಟೈಪಿಂಗ್,টাইপিং কৰা
ತಡೆರಹಿತ ವಿದ್ಯುತ್ ಮೂಲ,অবিৰত শক্তিৰ উৎস
"1. ಏಕ ಕಾರ್ಯಾಚರಣೆ, 2. ಒಂದು ಭಾಗದ ವ್ಯವಸ್ಥೆ","১/ একক কাৰ্য্য, ২) এক অংশৰ ব্যৱস্থা"
ಒಂದೇ ಕಾರ್ಯಾಚರಣೆ,একক অপাৰেচন
"1.ಏಕ ನಿರ್ವಾಹಕ, 2.ಏಕ ನಿರ್ವಾಹಕ","1.একক অপাৰেটৰ, 2.একক অপাৰেটৰ"
ಅನಿಶ್ಚಿತತೆ,অনিশ্চয়তা
ಅನಿರ್ಬಂಧಿತ ಹೇಳಿಕೆ,নিষিদ্ধ বিবৃতি
ಎಣಿಸಲಾಗದ,অগণনযোগ্য
ಅನಾವರಣ,উন্মোচন কৰা
ಅನಿರ್ದಿಷ್ಟ,অনিৰ্ণায়ক
ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿಲ್ಲ,অসংজ্ঞায়িত
ವ್ಯಾಖ್ಯಾನಿಸದ ದಾಖಲೆ,অসংজ্ঞায়িত ৰেকৰ্ড
ಸರ್ವನಾಶ,বিলুপ্তি
"1. ಬಲವಂತ, 2. ಸಂಯೋಜಕ, 3, ಸಂಯೋಜಕ","1. জোৰ-জবৰদস্তি, 2. সমন্বয়ক, 3, সমন্বয়ক"
ಅನಿರ್ದಿಷ್ಟ,অনিৰ্দিষ্ট কৰা হৈছে
"1.ಅನಿರ್ದಿಷ್ಟ ಗ್ರಾಫ್, 2.ಅನಿರ್ದಿಷ್ಟ ಗ್ರಾಫ್","১.অনিৰ্দিষ্ট গ্ৰাফ, ২.অনিৰ্দিষ্ট গ্ৰাফ"
ಅದೇ ದಿಕ್ಕಿನಲ್ಲಿ ಸೇವೆ ಸಮಯ,একে দিশৰ সেৱাৰ সময়
ರದ್ದುಪಡಿಸಿ,বাতিল কৰক
"1.ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್, 2.ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್","1.অফৰ্মেট কৰা ডিস্ক, 2.অফৰ্মেট কৰা ডিস্ক"
ಮ್ಯಾಪಿಂಗ್,মেপিং
"1.ಯುನಿಕೋಡ್, 2.ಏಕ ಸಂಕೇತ","১.ইউনিকোড, ২.একক ক&#39;ড"
ಅನಿರ್ದಿಷ್ಟ ಮರ,অনিৰ্দিষ্ট গছ
ಸಮಾನ ಸಂಪನ್ಮೂಲ ಸ್ಥಳ ಮೌಲ್ಯಮಾಪಕ (YRL),সমান সম্পদ অৱস্থান মূল্যায়ক (YRL)
ಒಂದು ಸಂಸ್ಕರಣೆ,এটা প্ৰচেছিং
ಅನನ್ಯ,অনন্য
ರಕ್ಷಣೆಯಿಲ್ಲದ ಟ್ವಿಸ್ಟೆಡ್ ಡಬಲ್ಸ್ (UTP),অৰক্ষাহীন টুইষ্টেড ডাবলছ (UTP)
"1.ಘಟಕ, 2. ಘಟಕ","১.ইউনিট, ২. সত্তা"
ಘಟಕ ವಿಳಾಸ,ইউনিটৰ ঠিকনা
ಘಟಕ ಮಧ್ಯಂತರ,একক ব্যৱধান
ಘಟಕ ಪರೀಕ್ಷೆ,ইউনিট পৰীক্ষা
ಘಟಕ ಕೋಡ್,ইউনিট ক&#39;ড
ಒಂದು ಪೋಸ್ಟ್,এটা পোষ্ট
ಯುನಿವರ್ಸಲ್ ಅಸಿಂಕ್ರೊನಸ್ ರಿಸೀವರ್/ಕಳುಹಿಸುವವರು (UART),ইউনিভাৰ্চেল এছিংক্ৰ&#39;নাছ ৰিচিভাৰ/প্ৰেৰক (UART)
ಸಾರ್ವತ್ರಿಕ ಫ್ಲಿಪ್-ಫ್ಲಾಪ್,ইউনিভাৰ্চেল ফ্লিপ-ফ্লপ
ಸಾಮಾನ್ಯ ಸೆಟ್,সাধাৰণ গোট
ಸಾರ್ವತ್ರಿಕ ಅಕ್ಷರ ಸೆಟ್,সাৰ্বজনীন চৰিত্ৰৰ গোট
ಯುನಿಕ್ಸ್,ইউনিক্স
ವಿಪಾಶಾ,বিপাশা
ಕಾಯ್ದಿರಿಸದ ಪ್ರದೇಶ,অসংৰক্ষিত অঞ্চল
ಕಾಯ್ದಿರಿಸದ ಫೈಲ್ (ಫೈಲ್),অসংৰক্ষিত ফাইল (ফাইল)
ತಲುಪಲಾಗದ,অপ্ৰৱেশযোগ্য
ಅನಪೇಕ್ಷಿತ,অনাদৃত
ಕಾಯ್ದಿರಿಸಲಾಗಿಲ್ಲ,অসংৰক্ষিত
ವಿಫಲವಾದ ಕರೆ,বিফল কল
untar,untar
ಅಸಂಗತತೆಯನ್ನು ನವೀಕರಿಸಿ,অসামঞ্জস্যতাসমূহ আপডেট কৰক
ನವೀಕರಿಸಿದ ಫೈಲ್,আপডেট কৰা ফাইল
ನವೀಕರಿಸಿ,নবীকৰণ
ಅಪ್ಗ್ರೇಡ್,বিকশিত কৰা
ಅಪ್ಗ್ರೇಡ್,বিকশিত কৰা
ಅಪ್ಲಿಂಕ್,আপলিংক
ಹೆಚ್ಚಿನ ಹೊರೆ,উচ্চ বোজা
ಓವರ್ಹೆಡ್ ಮೆಮೊರಿ ಪ್ರದೇಶ,ওভাৰহেড মেমৰি এৰিয়া
"1. ಪ್ರತಿ ಹರಿವು, 2. ಪ್ರತಿಕೂಲ","1. প্ৰতি প্ৰবাহত, 2. বিৰূপ"
ಹೆಚ್ಚುವರಿ ಸಮಯ,অভাৰটাইম
"1.ಮೇಲಿನ, 2.ಮೇಲಿನ, 3.ಮೇಲಿನ","১.উপৰ, ২.উপৰ, ৩.উপৰলৈ"
"1.ಯುಸೆನೆಟ್, 2.ಬಳಕೆ","১.ইউজনেট, ২.ব্যৱহাৰ"
"1.ನೆಟ್ ಬಳಕೆದಾರ, 2.ಬಳಕೆದಾರ","১.নেট ব্যৱহাৰকাৰী, ২.ব্যৱহাৰকাৰী"
ಬಳಕೆದಾರ ಏಜೆಂಟ್,ব্যৱহাৰকাৰী এজেন্ট
ಬಳಕೆದಾರ ದೃಢೀಕರಣ,ব্যৱহাৰকাৰী প্ৰমাণীকৰণ
ಬಳಕೆದಾರರ ಡೇಟಾ ಮಾನಿಟರಿಂಗ್ ಪ್ರೋಟೋಕಾಲ್ (UDP),ব্যৱহাৰকাৰী তথ্য পৰ্যবেক্ষণ প্ৰটোকল (UDP)
ಬಳಕೆದಾರ ಸ್ನೇಹಿ,ব্যৱহাৰকাৰী অনুকূল
ಬಳಕೆದಾರ ಗುರುತು,ব্যৱহাৰকাৰী পৰিচয়
ಬಳಕೆದಾರ ಗುರುತು (UID),ব্যৱহাৰকাৰী পৰিচয় (UID)
ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್,ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ
ಬಳಕೆದಾರ ಹೆಸರು,ব্যৱহাৰকাৰীৰ নাম
"1. ಬಳಕೆದಾರರ ಪ್ರೊಫೈಲ್, 2. ಬಳಕೆದಾರರ ಪ್ರೊಫೈಲ್","1. ব্যৱহাৰকাৰী আলেখ্যন, 2. ব্যৱহাৰকাৰী আলেখ্যন"
ಉಪಯುಕ್ತತೆ,কামৰ বস্তু
ಉಪಯುಕ್ತತೆ ಸಾಫ್ಟ್ವೇರ್,ইউটিলিটি চফ্টৱেৰ
"1. ಮಾನ್ಯ, 2. ಮಾನ್ಯ","১.বৈধ, ২.বৈধ"
"1ಮೌಲ್ಯಮಾಪನ, 2.ಮೌಲ್ಯಮಾಪನ","১বৈধকৰণ, ২.বৈধকৰণ"
ಮೌಲ್ಯೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,বৈধকৰণ প্ৰটোকল
ಮೌಲ್ಯಮಾಪನ ಪರೀಕ್ಷೆ,বৈধকৰণ পৰীক্ষা
"1.ವ್ಯಾಲಿಡಿಟಿ ಚೆಕ್, 2.ವ್ಯಾಲಿಡಿಟಿ ಚೆಕ್","১.বৈধতা পৰীক্ষা, ২.বৈধতা পৰীক্ষা"
ಮೌಲ್ಯಯುತ ನೆಟ್‌ವರ್ಕ್ (VAN),মূল্যৱান নেটৱাৰ্ক (VAN)
ಮೌಲ್ಯಯುತ ಮರುಮಾರಾಟಗಾರ (VAR),মূল্যৱান পুনৰ বিক্ৰেতা (VAR)
ಕಾಣೆಯಾದ ಬಿಂದು,মিছিং পইণ্ট
"1. ವೇಪರ್‌ವೇರ್, 2. ಉಗಿ ಪಾತ್ರೆ","১.বাষ্পৰ সামগ্ৰী, ২. ভাপ পাত্ৰ"
ವ್ಯತ್ಯಾಸ,ভ্যাৰিয়েন্স
ವೇರಿಯಬಲ್ ವಿಳಾಸ,ভেৰিয়েবল ঠিকনা
ವೇರಿಯಬಲ್ ಬಿಟ್ ದರ,ভেৰিয়েবল বিট হাৰ
ವೇರಿಯಬಲ್ ಕ್ಷೇತ್ರದ ಉದ್ದ,ভেৰিয়েবল ক্ষেত্ৰৰ দৈৰ্ঘ্য
"1.ವೇರಿಯಬಲ್ ಲೆಂಗ್ತ್ ಕೋಡ್, 2.ವೇರಿಯಬಲ್ ಲೆಂತ್ ಕೋಡ್","1.ভেৰিয়েবল লেংথ ক&#39;ড, 2.ভেৰিয়েবল লেংথ ক&#39;ড"
"1.ವೇರಿಯಬಲ್ ಹೆಸರು, 2.ವೇರಿಯಬಲ್ ಹೆಸರು, 3.ವೇರಿಯಬಲ್ ಹೆಸರು","১.চলকৰ নাম, ২.চলকৰ নাম, ৩.চলকৰ নাম"
"1. ವೇರಿಯಬಲ್, 2. ವೇರಿಯಬಲ್","1. চলক, 2. লৰৃ - চৰ হৈ থকা"
ವೆಕ್ಟರ್,ভেক্টৰ
"1.ವೆಕ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್, 2.ವೆಕ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್","1.ভেক্টৰ গ্রাফিক্স, 2.ভেক্টৰ গ্রাফিক্স"
ವೆಕ್ಟರ್ ಸಂಸ್ಕರಣೆ,ভেক্টৰ প্ৰচেছিং
ವೆಕ್ಟರೈಸ್ಡ್ ಅಡಚಣೆ,ভেক্টৰাইজড ইন্টাৰপ্ৰট
ವೆನ್ ಚಿತ್ರ,ভেন ডায়াগ্ৰাম
ಪರಿಶೀಲನೆ ಮತ್ತು ಮೌಲ್ಯೀಕರಣ (V&amp;V),পৰীক্ষণ আৰু বৈধকৰণ (V&amp;V)
ಪರಿವರ್ತನೆ ನಿಯಂತ್ರಣ,ৰূপান্তৰ নিয়ন্ত্ৰণ
"1.ಪರಿವರ್ತನೆ ಸಂಖ್ಯೆ, 2.ಪರಿವರ್ತನೆ ಸಂಖ್ಯೆ","1.ৰূপান্তৰ সংখ্যা, 2.ৰূপান্তৰ সংখ্যা"
ಟಾಪ್,শীৰ্ষ
ಲಂಬ ಪ್ರೊಸೆಸರ್,উলম্ব প্ৰচেছৰ
ಎಕ್ಸ್ಟ್ರೀಮ್ ಇಂಟಿಗ್ರೇಷನ್ (VLSI),চৰম সংহতি (VLSI)
ಬಹಳ ಉದ್ದವಾದ ಸೂಚನಾ ಪದಗಳು (VLIW),অতি দীঘল নিৰ্দেশনা শব্দ (VLIW)
ವಿ ಎಚ್ ಡಿ ಎಲ್,ভি এইচ ডি এল
ವೀಡಿಯೊ ಕ್ಯಾಮೆರಾ,ভিডিঅ&#39; কেমেৰা
ವೀಡಿಯೊ ದೂರಸಂಪರ್ಕ,ভিডিঅ&#39; টেলিকনফাৰেন্স
ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಟರ್ಮಿನಲ್,ভিডিঅ&#39; প্ৰদৰ্শন টাৰ্মিনেল
"1.ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಘಟಕ, 2.ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಘಟಕ","1.ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট, 2.ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট"
ವೀಡಿಯೊ ಆಟಗಳು,ভিডিঅ&#39; গেম
ವೀಡಿಯೊ ಗ್ರಾಫಿಕ್ ಅರೇ (VGA),ভিডিঅ&#39; গ্রাফিক এৰে (VGA)
ವೀಡಿಯೊ ಗ್ರಾಫಿಕ್ಸ್ ಅರೇ (VGA),ভিডিঅ&#39; গ্রাফিক্স এৰে (VGA)
ವೀಡಿಯೊ ಸರ್ವರ್,ভিডিঅ&#39; চাৰ্ভাৰ
ದೃಷ್ಟಿ,দৃষ্টি
ದೃಶ್ಯ ದ್ಯುತಿರಂಧ್ರ,ভিজুৱেল এপাৰচাৰ
ಗೋಚರಿಸುವ ಬಾಗಿಲು,দৃশ্যমান দুৱাৰ
ವರ್ಚುವಲ್ ಸರ್ಕ್ಯೂಟ್,ভাৰ্চুৱেল চাৰ্কিট
ವರ್ಚುವಲ್ ಕಾರ್ಯ,ভাৰ্চুৱেল ফাংচন
ವರ್ಚುವಲ್ ಮೆಮೊರಿ,ভাৰ্চুৱেল মেমৰি
ವರ್ಚುವಲ್ ಖಾಸಗಿ ನೆಟ್‌ವರ್ಕ್,ভাৰ্চুৱেল ব্যক্তিগত নে&#39;টৱৰ্ক
ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ,ভাৰ্চুৱেল ৰিয়েলিটি
"1.ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ, 2.ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ","১.ভাৰ্চুৱেল ৰিয়েলিটি, ২.ভাৰ্চুৱেল ৰিয়েলিটি"
ವರ್ಚುವಲ್ ಮಾರ್ಕರ್ ನೈಜ ಭಾಷೆ,ভাৰ্চুৱেল মাৰ্কাৰ বাস্তৱ ভাষা
ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ ಮಾರ್ಕಪ್ ಲಾಂಗ್ವೇಜ್ (VRML),ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা (VRML)
ವರ್ಚುವಲ್ ಶೇಖರಣಾ ಪ್ರವೇಶ ವಿಧಾನ,ভাৰ্চুৱেল সংৰক্ষণ অভিগম পদ্ধতি
ವರ್ಚುವಲ್ ಶೇಖರಣಾ ನಿರ್ವಹಣೆ,ভাৰ্চুৱেল সংৰক্ষণ ব্যৱস্থাপনা
"1.ವೈರಸ್, 2.ವೈರಸ್","১.ভাইৰাছ, ২.ভাইৰাছ"
ವೈರಸ್ ಪತ್ತೆ,ভাইৰাছ ধৰা পেলোৱা
"1.ವೈರಸ್ ಪ್ರೋಗ್ರಾಂ, 2.ವೈರಸ್ ಪ್ರೋಗ್ರಾಂ","১.ভাইৰাছ প্ৰগ্ৰেম, ২.ভাইৰাছ প্ৰগ্ৰেম"
ಗೋಚರತೆ,দৃশ্যমানতা
ದೃಷ್ಟಿ,দৃষ্টি
ದೃಶ್ಯ ಮೂಲ,ভিজুৱেল বেচিক
ಗೋಚರಿಸುತ್ತದೆ C++,দৃশ্যমান C++
"1. ದೃಶ್ಯ ಪ್ರದರ್ಶನ ಘಟಕ, 2. ದೃಶ್ಯ ಪ್ರದರ್ಶನ ಘಟಕ","1.ভিজুৱেল ডিছপ্লে ইউনিট, 2.ভিজুৱেল ডিছপ্লে ইউনিট"
ವರ್ಚುವಲ್,অপাৰ্থিৱ
ವರ್ಚುವಲ್ ವಿಳಾಸ,ভাৰ্চুৱেল ঠিকনা
ವರ್ಚುವಲ್ ಮೆಷಿನ್ (VM),ভাৰ্চুৱেল মেচিন (VM)
"1. ಮಾತು, 2. ಮಾತು","১.বাক্য, ২.বাক্য"
"1.ಸ್ಪೀಚ್ ಮೇಲ್, 2.ವಾಯ್ಸ್ ಮೇಲ್","১.স্পীচ মেইল, ২.ভইচ মেইল"
ಭಾಷಣ ಮೇಲ್ ಸರ್ವರ್,স্পিচ মেইল চাৰ্ভাৰ
ಭಾಷಣ ಗುರುತಿಸುವಿಕೆ,বাক্য চিনাক্তকৰণ
"1.ಸ್ಪೀಚ್ ನೆಟ್, 2.ಸ್ಪೀಚ್ ನೆಟ್","১.স্পীচ নেট, ২.স্পীচ নেট"
ಸ್ಮೃತಿ ಕಳೆದುಕೊಂಡರು,স্মৃতিশক্তি হেৰুৱাই পেলোৱা
ವೇಫರ್,ৱেফাৰ
"1.ವಾಯ್ಸ್ ಮ್ಯಾನೇಜರ್, 2.WAIS ಮ್ಯಾನೇಜರ್","১.ভইচ মেনেজাৰ, ২.ৱাইছ মেনেজাৰ"
ಕೊನೆಯಲ್ಲಿ ನಿರೀಕ್ಷಿಸಿ,wait end
ಕಾಯುವ ಸುರುಳಿ,ৱেইটিং কইল
"1. ತೂಕದ ಕೋಡ್, 2. ತೂಕದ ಕೋಡ್","১/ ওজনযুক্ত সংহিতা, ২) ওজনযুক্ত সংহিতা"
ತೂಕದ ಸರಾಸರಿ,ওজনযুক্ত গড়
ಕಾಯುವ ಸಮಯ,অপেক্ষাৰ সময়
ಅಲೆಯ ದಿಕ್ಕು,তৰংগ দিশ
ಮರು ಜಾರಿ,পুনৰ বলবৎ কৰা
"1. ಬ್ಯಾರೆನ್ ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾರೆನ್ ಬ್ಯಾಂಡ್ ಸಾಮರ್ಥ್ಯ/ಅಗಲ","1. বন্যাৰ্ত বেণ্ডৰ প্ৰস্থ, 2. বন্যাৰ্ত বেণ্ডৰ ক্ষমতা/প্ৰস্থ"
ಜಲಪಾತ ಮಾದರಿ,জলপ্ৰপাতৰ আৰ্হি
ತರಂಗ,wavelet
ವೇವ್ಲೆಟ್ ಇಮೇಜ್ ಕಂಪ್ರೆಷನ್,ৱেভলেট ইমেজ কম্প্ৰেছন
ತರಂಗ ರೂಪಾಂತರ,ৱেভলেট ৰূপান্তৰ
"1. ದುರ್ಬಲ ಅಸ್ತಿತ್ವ, 2. ದುರ್ಬಲ ಶಕ್ತಿ","১/ দুৰ্বল অস্তিত্ব, ২। দুৰ্বল শক্তি"
ವೆಬ್,ৱেব
ಜಾಲತಾಣದ ವಿಳಾಸ,ৱেব ঠিকনা
ವೆಬ್ ಬರವಣಿಗೆ,ৱেব লিখা
"1. ವೆಬ್ ಬ್ರೌಸರ್, 2. ವೆಬ್ ಬ್ರೌಸರ್","১.ৱেব ব্ৰাউজাৰ, ২.ৱেব ব্ৰাউজাৰ"
ಅಂತರ್ಜಾಲ ಪುಟ,ৱেব পৃষ্ঠা
ವೆಬ್ ಸರ್ವರ್,ৱেব চাৰ্ভাৰ
ಜಾಲತಾಣ,ৱেবছাইট
ವೆಬ್ ಬೆಂಬಲಿತ ಅಪ್ಲಿಕೇಶನ್‌ಗಳು,ৱেব সমৰ্থিত এপ্লিকেচনসমূহ
ವೆಬ್ ಬೆಂಬಲಿತವಾಗಿದೆ,ৱেব সমৰ্থিত
"1. ತೂಕದ ಗ್ರಾಫ್, 2. ತೂಕದ ಗ್ರಾಫ್","1.ওজনযুক্ত গ্ৰাফ, 2. ওজনযুক্ত গ্ৰাফ"
ಸಂಪರ್ಕಿಸಲಾಗಿದೆ,সংযুক্ত
ಚೆನ್ನಾಗಿ ಮಾಡಿದ ಸೂತ್ರ,ভালদৰে বনোৱা সূত্ৰ
ಆದೇಶ ಸೆಟ್,অৰ্ডাৰ কৰা ছেট
"ಆರ್ದ್ರಕ, ಆರ್ದ್ರಕ","humidor, ৱেটৱেৰ"
"1. ವೀಟ್‌ಸ್ಟೋನ್ ಇಂಡಿಕೇಟಿವ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್, 2. ವೀಟ್‌ಸ್ಟೋನ್ ಬೆಂಚ್‌ಮಾರ್ಕ್","1. হুইটষ্টোন ইণ্ডিকেটিভ ষ্টেণ্ডাৰ্ড, 2. হুইটষ্টোন বেঞ্চমাৰ্ক"
"1. ಚಕ್ರ, 2. ಚಕ್ರ","১.চকা, ২.চকা"
ಲೂಪ್ ಮಾಡುವಾಗ,while লুপ
