Bengali,Marathi
ভয়েস মেল,व्हॉईस मेल
আইপি ওভার ভয়েস,व्हॉईस ओव्हर आयपी
ভয়েস ওভার রেকর্ডিং (ভিওআর),व्हॉईस ओव्हर रेकॉर्डिंग (व्हीओआर)
উদ্বায়ী তরল,अस्थिर द्रव
উদ্বায়ী স্মৃতি,अस्थिर मेमरी
ভোল্ট,व्होल्ट
"ভোল্টেজ, বৈদ্যুতিক একক বিশেষ",विद्युतदाब
ভোল্টেজ নিয়ন্ত্রিত দোলক (ভিসিও),व्होल्टेज नियंत्रित ऑसीलेटर (व्हीसीओ)
ভোল্টেজ ফ্ল্যাকটুয়েশন,व्होल्टेज फ्लॅकेट्युएशन
ভোল্টেজ প্রবিধান,व्होल्टेज नियमन
ভোল্টেজ সাগ,व्होल्टेज सॅग
ভোল্টেজ স্পাইক,व्होल्टेज स्पाइक
ভোল্টেজ স্ট্যাবিলাইজার,व्होल्टेज स्टेबलायझर
ভোল্টেজ স্থায়ী তরঙ্গ অনুপাত,व्होल्टेज स्टँडिंग वेव्ह रेशो
ভোল্টমিটার,व्होल्टमीटर
ভলিউম,खंड
ভলিউম নিয়ন্ত্রণ,ध्वनि नियंत्रण
অপেক্ষা করার সময়,वेळ वाट
ওয়াটারমার্কিং,वॉटरमार्किंग
ওয়াট (ডাব্লু),वॅट (डब्ल्यू)
ওয়াট আওয়ার,वॅट तास
ওয়াটলেস উপাদান,वॅटलेस घटक
তরঙ্গ,वेव्ह
তরঙ্গ গতি,वेव्ह मोशन
তরঙ্গরূপ,वेव्हफॉर्म
ওয়েভফ্রন্ট,वेव्हफ्रंट
ওয়েভগাইড,वेव्हगुइड
তরঙ্গদৈর্ঘ্য,तरंगलांबी
ওয়েভলেট,वेव्हलेट
ওয়েব,वेब
ওয়েব ব্রাউজার,अंतर्जाल शोधक
ওয়েব পৃষ্ঠা,वेब पृष्ठ
ওয়েব পোর্টাল,वेब पोर्टल
ওয়েব সার্ভার,वेब सर्व्हर
ওয়েবকাস্টিং,वेबकास्टिंग
ওয়েবোপিডিয়া,वेबोपीडिया
ওয়েবসাইট,संकेतस्थळ
ওজনযুক্ত ফিল্টার,भारित फिल्टर
ভেজা বাল্ব তাপমাত্রা,ओले बल्ब तापमान
সাদা গোলমাল,पांढरा आवाज
ওয়াইড এঙ্গেল লেন্স,वाइड एंगल लेन्स
প্রশস্ত অঞ্চল নেটওয়ার্ক,वाइड एरिया नेटवर्क
ওয়াইডব্যান্ড,वाइडबँड
উইকিমিডিয়া,विकिमीडिया
উইকিপিডিয়া,विकिपीडिया
উইনচেস্টার ডিস্ক,विंचेस्टर डिस्क
উইন্ডোজ,विंडोज
উইন্ডোজ মিডিয়া প্লেয়ার,विंडोज मीडिया प्लेयर
উইন্ডশীল্ড,विंडशील्ड
তার,वायर
ওয়্যারলেস,वायरलेस
ওয়্যারলেস ট্রান্সমিশন,वायरलेस ट्रान्समिशन
তারের,वायरिंग
ওফার,वूफर
শব্দ প্রক্রিয়াকরণ,शब्द प्रक्रिया
ওয়ার্ড প্রসেসর,शब्द प्रक्रिया करणारा
কার্য পদ্ধতি,कार्य प्रक्रिया
কাজের জায়গা,कामाची जागा
ওয়ার্কগ্রুপ,वर्क ग्रुप
কাজের চাপ,वर्कलोड
কর্মশালা,कार्यशाळा
ওয়ার্কস্টেশন,वर्कस्टेशन
বিশ্বব্যাপী ওয়েব (www),जगभरातील वेब (www)
ক্ষত রটার,जखमेच्या रोटर
বাহ এবং ঝাপটায়,व्वा आणि फडफड
আপনি টিউব,YouTube
জেনিথ,झेनिथ
জিগজ্যাগ,झिगझॅग
জিপ,झिप
জিপ ফাইল,झिप फायली
জিপড,झिप
মণ্ডল,झोन
জুম,झूम
প্রসারিত করো,प्रतिमेचे दृष्य रूप मोठे करा
জুম মাইক্রোফোন,झूम मायक्रोफोन
