Marathi,Gujarati
पुन्हा प्रवेश,ફરી પ્રવેશદ્વાર
पुनर्वापर कोड,પૂર્વવર્તી કોડ
पुन्हा प्रवेश  कार्यक्रम,ફરી પ્રવેશદ્વાર  કાર્યક્રમ
पुनर्निर्देशित दिनचर्या,પૂર્વનિર્ધારિત નિત્યક્રમ
पुनर्वसन  सबरूटिन,ફરીથી મોકલવું  Subલટ
रेंट्री पॉईंट,પુનર્વિચારણા બિંદુ
रेंट्री सिस्टम,પુન reપ્રધાન પદ્ધતિ
संदर्भ,સંદર્ભ
संदर्भ पत्ता,સંદર્ભ સરનામું
संदर्भ घड्याळ,સંદર્ભ ઘડિયાળ
संदर्भ धार,સંદર્ભ
संदर्भ फाइल,સંદર્ભ ફાઈલ
संदर्भ इनपुट  सिग्नल,સંદર્ભ  સંકેત
संदर्भ  सूचना,સંદર્ભ  સૂચના
संदर्भ  इंग्रजी,સંદર્ભ  ભાષા
संदर्भ स्तर,સંદર્ભ સ્તર
संदर्भ यादी,સંદર્ભ -યાદી
संदर्भ आवाज,સંદર્ભ અવાજ
संदर्भ रेकॉर्ड,સંદર્ભ
संदर्भ वेळ,સંદર્ભ સમય
संदर्भ खंड,સંદર્ભ
रीफिल,ફેરબદલ કરવી
प्रतिबिंब,પરાવર્તક
प्रतिबिंब प्रमाण,પરાવર્તક
प्रतिबिंबित बायनरी  कोड,દ્વિસંગી પ્રતિબિંબ  સંહિતા
प्रतिबिंबित स्कॅन,પ્રતિબિંબીત સ્કેન
रिफ्लेक्सिव्ह क्लोजर,પ્રતિસ્પંદિત બંધ
रिफ्लेक्सिव्ह रिलेशन,પ્રતિલપણ સંબંધ
रीफॉर्मेट,સુધારા
रीफ्रेश,તાજું કરવું
पुनर्जन्म  अभिप्राय,પુનર્વિચારક  પ્રતિસાદ
पुनर्जन्म  मेमरी,પુનર્વિચારક  યાદ
पुनरुत्पादक वाचन,પુનર્જીવિત વાંચન
पुनर्जन्म  वाचन,પુનર્વિચારક  પ્રયોગ
पुनर्जन्म  रीपिटर,પુનર્વિચારક  ફરી વળવું
पुनरुत्पादक ट्रॅक,પુનર્નિર્દેશક ટ્રેક
रीजनरेटर  विभाग,સમાધાનો કરનાર  વિભાગ
पुनर्जन्म,પુનર્જનન
प्रादेशिक पत्ता,પ્રાદેશિક સંબોધન
प्रादेशिक केंद्र,પ્રાદેશિક કેન્દ્ર
प्रादेशिक संगणक  नेटवर्क,પ્રાદેશિક કમ્પ્યુટર  નેટવર્ક
नोंदणी करा,નોંધણી કરવી
पत्ता नोंदवा  फील्ड,નોંધણી કરો  ક્ષેત્ર
नोंदणी क्षमता,રજિસ્ટર
फाइल नोंदणी करा,રજીસ્ટર ફાઇલ
इनपुट नोंदणी करा  बफर,ઇનપુટ  બફર
लांबी नोंदवा,રજિસ્ટર
नोंदणी करा  सर्वोत्तमीकरण,નોંધણી કરવી  Optimપ્ટિમાઇઝેશન
पॉईंटर नोंदणी करा,રજીસ્ટર નિર્દેશક
नोंदणी करा निवडा,રજીસ્ટર પસંદ કરો
नोंदणी नोंदणी करा  इंग्रजी,નોંધણી  ભાષા
नोंदणी  कार्यक्रम,નોંધણી  કાર્યક્રમ
नियमित कार्यक्रम  (= नियमित  इंग्रजी),નિયમિત ઘટના  (= નિયમિત  ભાષા)
नियमित अभिव्यक्ती,નિયમિત સમીકરણ
नियमित व्याकरण,નિયમિત વ્યાકરણ
नियमित भाषा,નિયમિત ભાષા
नियमित ऑपरेशन,નિયમિત કામગીરી
नियमित ऑपरेटर,નિયમિત operatorપરેટર
रिलेशनल डेटा  पाया,સંબંધી આંકડા  પાયો
संबंधीत  अभिव्यक्ती,સંબંધી  અભિમાન
रिलेशनल ऑपरेटर,સંબંધી ઓપરેટર
संबंध वर्ण,સંબંધ -પાત્ર
संबंध स्थिती,સંબંધ
सापेक्ष पत्ता,સંબંધી સંબોધન
सापेक्ष पत्ता,સંબંધી
सापेक्ष ब्लॉक  क्रमांक,સંબંધી  નંબર
सापेक्ष कोड,સંબંધી સંહિતા
सापेक्ष कोडिंग,સન્યાસી
सापेक्ष आज्ञा,સંબંધી આદેશ
तुलनेने प्राइम,પ્રમાણમાં
सापेक्ष उत्पादन,સંબંધી ઉત્પાદન
रिले,રિલે
सोडणे,મુલતવી
विश्वसनीयता,વિશ્વસનીયતા
पुनर्स्थित करण्यायोग्य  कार्यक्रम,સ્થળાંતર કરી શકાય એવું  કાર્યક્રમ
लोडर पुनर्स्थित करीत आहे,સ્થળાંતર કરનાર લોડર
