Gujarati,Odiya
બિન-અવરોધ સંભાવના,ଅଣ-ପ୍ରତିବନ୍ଧକ ସମ୍ଭାବନା |
વિક્ષેપિત સંબંધિત મહત્તમ,ବାଧାପ୍ରାପ୍ତ ଆପେକ୍ଷିକ ସର୍ବାଧିକ |
અગણિત,ଅଗଣିତ
અગણિત સબસેટ,ଅଗଣିତ ଉପସେଟ |
અનિશ્ચિત,ନିର୍ଦ୍ଦିଷ୍ଟ |
અનિર્ધારિત ગુણાંક,ନିର୍ଦ୍ଦିଷ୍ଟ କୋଏଫିସିଏଣ୍ଟ୍ |
અસમાન,ଅସମାନ
અવર્ગીકૃત,ଅଣ ଶ୍ରେଣୀଭୁକ୍ତ |
અવર્ગીકૃત ટ્રસ્ટ,ଅଣସଂଗଠିତ ବିଶ୍ୱାସ |
યુનિફોર્મ,ୟୁନିଫର୍ମ
"સમાન પ્રવેગક, સતત પ્રવેગક","ସମାନ ତ୍ୱରଣ, କ୍ରମାଗତ ତ୍ୱରଣ |"
સમાન બંધાયેલ,ୟୁନିଫର୍ମ ବନ୍ଧା |
સમાન સંકલન,ସମାନ ସମ୍ମିଶ୍ରଣ |
સમાન અભિગમ,ସମାନ ଆଭିମୁଖ୍ୟ
સમાન ઘનતા,ସମାନ ଘନତା |
સમાન વિતરણ,ସମାନ ବଣ୍ଟନ |
સમાન ગુરુત્વાકર્ષણ ક્ષેત્ર,ସମାନ ମାଧ୍ୟାକର୍ଷଣ କ୍ଷେତ୍ର |
"સમાનતા, આજુબાજુ, આસપાસનું-કુટુંબ","ସମାନତା, ପରିବେଶ, ପରିବେଶ-ପରିବାର |"
શ્રેષ્ઠ ગણવેશ,ୟୁନିଫର୍ମ ସର୍ବୋତ୍ତମ
સમાન સતત વિસ્તરણ,ସମାନ କ୍ରମାଗତ ବିସ୍ତାର |
સમાન સંકલન,ସମାନ ସମ୍ମିଶ୍ରଣ |
સમાન શક્તિ પરીક્ષણ,ସମାନ ଶକ୍ତି ପରୀକ୍ଷା |
સમાન ગતિ,ସମାନ ଗତି
સમાન સંભાવના વિતરણ,ସମାନ ସମ୍ଭାବନା ବଣ୍ଟନ |
સમાન ચાલ,ସମାନ ପଦକ୍ଷେପ
સમાન સ્થિતિ,ସମାନ ସ୍ଥିତି
એકાધિકાર,ଏକଚାଟିଆ
મોનોમીટર,ମୋନୋମିଟର |
મોનોમીટર મેટ્રિક્સ,ମୋନୋମିଟର ମ୍ୟାଟ୍ରିକ୍ସ |
મોનોમીટર મિલકત,ମୋନୋମିଟର ଗୁଣ |
"સંઘ, સંઘ, સંયોગ","ୟୁନିଅନ୍, ୟୁନିଅନ୍, ସମକକ୍ଷ |"
ઉપગણોનું કુટુંબ સંઘ,ସବ୍ସେଟର ପରିବାର ସଂଘ |
સમૂહોનું સંયોજન,ସେଟ୍ ର ମିଶ୍ରଣ |
અનન્ય ગણતરી પ્રાંત,ଅନନ୍ୟ ଗଣନା ପ୍ରଦେଶ |
અનન્ય ફેક્ટરાઇઝેશન પ્રમેય,ଅନନ୍ୟ ଫ୍ୟାକ୍ଟ୍ରାଇଜେସନ୍ ଥିଓରେମ୍ |
અનન્ય રીતે નિર્ધારિત,ଅନନ୍ୟ ଭାବରେ ସ୍ଥିର ହୋଇଛି |
વિશિષ્ટતા,ଅନନ୍ୟତା
ઉકેલની વિશિષ્ટતા,ସମାଧାନର ସ୍ୱତନ୍ତ୍ରତା |
વિશિષ્ટતાની સમસ્યા,ସ୍ୱତନ୍ତ୍ରତା ସମସ୍ୟା |
વિશિષ્ટતા પ્રમેય,ସ୍ iqu ତନ୍ତ୍ରତା ତତ୍ତ୍। |
અનન્ય ઉકેલ,ଅନନ୍ୟ ସମାଧାନ |
અનન્ય વેક્ટર,ଅନନ୍ୟ ଭେକ୍ଟର |
"એકમ, એકમ, એકમ, એકમ, એકમ, એકમ, એકમ, , વ્યસ્ત","ୟୁନିଟ୍, ୟୁନିଟ୍, ୟୁନିଟ୍, ୟୁନିଟ୍, ୟୁନିଟ୍, ଏକକ, ୟୁନିଟ୍, ଓଲଟା |"
એકલુ,ଏକକ
એક જૂથ,ଏକକ ଗୋଷ୍ଠୀ
સિંગલ મેટ્રિક્સ,ଏକକ ମ୍ୟାଟ୍ରିକ୍ସ |
એક પદ્ધતિ,ଏକକ ପଦ୍ଧତି |
એકમ બોલ,ୟୁନିଟ୍ ବଲ୍ |
"એકમ કોષ, એકમ કોષ, એકમ કોષ","ୟୁନିଟ୍ ସେଲ୍, ୟୁନିଟ୍ ସେଲ୍, ୟୁନିଟ୍ ସେଲ୍ |"
એકમ વર્તુળ,ୟୁନିଟ୍ ସର୍କଲ୍ |
અનુરૂપ તત્વ,ଅନୁରୂପ ଉପାଦାନ |
એકમ કાર્ય,ଏକକ କାର୍ଯ୍ୟ
એકમ સમૂહ,ୟୁନିଟ୍ ମାସ
"એકમ મેટ્રિક્સ, સમાન મેટ્રિક્સ","ୟୁନିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ, ସମାନ ମ୍ୟାଟ୍ରିକ୍ସ |"
પ્રમાણિત સામાન્ય વિચલન,ମାନକ ସାଧାରଣ ଭିନ୍ନତା |
એકમ બોલ,ୟୁନିଟ୍ ବଲ୍ |
એકમ પગલું કાર્ય,ୟୁନିଟ୍ ଷ୍ଟେପ୍ ଫଙ୍କସନ୍
એકમ વેક્ટર,ୟୁନିଟ୍ ଭେକ୍ଟର୍ |
એકમ વોલ્યુમ,ଏକକ ଭଲ୍ୟୁମ୍
"એક, સમાન","ଗୋଟିଏ, ସମାନ"
અનુરૂપ તત્વ,ଅନୁରୂପ ଉପାଦାନ |
એકવિચર,ଇକ୍ୱିଚର୍ |
અવિભાજ્ય સામાન્ય વિતરણ,ଅଲଗା ସାଧାରଣ ବଣ୍ଟନ |
સાર્વત્રિક,ସର୍ବଭାରତୀୟ |
સાર્વત્રિક સ્થિર,ସର୍ବଭାରତୀୟ ସ୍ଥିର |
સાર્વત્રિક ગુરુત્વાકર્ષણ,ସର୍ବଭାରତୀୟ ମାଧ୍ୟାକର୍ଷଣ |
વસ્તી સમૂહ,ଜନସଂଖ୍ୟା ସେଟ୍ |
"વિશ્વ, વસ્તી","ବିଶ୍ୱ, ଜନସଂଖ୍ୟା"
અજ્ઞાત,ଅଜ୍ଞାତ
અજ્ઞાત રકમ,ଅଜ୍ଞାତ ପରିମାଣ
"વિરુદ્ધ, વિજાતીય","ବିପରୀତ, ଭେଦଭାବ"
વિજાતીય શબ્દ,ଭେଦଭାବ ଶବ୍ଦ |
અમર્યાદિત,ଅସୀମିତ |
કામચલાઉ,ଅସ୍ଥାୟୀ
અસમપ્રમાણ,ଅସୀମିତ |
અસમપ્રમાણ દ્વૈત સમસ્યા,ଅସୀମିତ ଦ୍ୱ ual ତ ସମସ୍ୟା |
હેડલાઇન,ହେଡ୍ ଲାଇନ୍ |
મહત્તમ મર્યાદા,ଉପର ସୀମା |
ઉચ્ચ વ્યુત્પન્ન,ଉଚ୍ଚ ଡେରିଭେଟିଭ୍ |
ઉચ્ચ અભિન્ન,ଉଚ୍ଚ ଅବିଚ୍ଛେଦ୍ୟ |
એકીકરણની થ્રેશોલ્ડ,ଏକୀକରଣର ସୀମା
ગુરુચતુર્થક,ଗୁରୁ ଚ att ତନ୍ୟ |
ઓવરહેડ રીમેન એકીકરણ,ଓଭରହେଡ୍ ରିମାନ୍ ଏକୀକରଣ |
ઓવરહેડ સાતત્ય,ଓଭରହେଡ୍ ନିରନ୍ତରତା |
ઓવરહેડ રકમ,ଓଭରହେଡ୍ ରାଶି
ઓવરહેડ ત્રિકોણ મેટ્રિક્સ,ଓଭରହେଡ୍ ତ୍ରିରଙ୍ଗା ମ୍ୟାଟ୍ରିକ୍ସ |
વર્ટિકલ પ્રવેગક,ଭୂଲମ୍ବ ତ୍ୱରଣ |
ઉપરની ગતિ,ଉପର ଗତି
યુરિઝોન લેમ્મા,ୟୁରିଜୋନ୍ ଲେମ୍ମା |
યુ-ફોર્મ વળાંક,U- ଫର୍ମ ବକ୍ର
સરળ અંતર,ସରଳ ଦୂରତା |
સરળ સ્થિતિ,ସରଳ ଅବସ୍ଥା
"ઉપયોગિતા, ઉપયોગ","ଉପଯୋଗିତା, ବ୍ୟବହାର"
ઉપયોગિતા કાર્ય,ଉପଯୋଗୀ କାର୍ଯ୍ୟ
ઉપયોગિતા મહત્તમતા,ଉପଯୋଗିତା ସର୍ବାଧିକ
યુવી-પદ્ધતિ,uv- ପଦ୍ଧତି |
ખાલી સેટ,ଖାଲି ସେଟ୍ |
"માન્યતા, માન્યતા","ବ valid ଧତା, ସ୍ୱୀକୃତି"
પરીક્ષણ માન્યતા,ପରୀକ୍ଷା ବ valid ଧତା
કિંમત કિંમત,ମୂଲ୍ୟ ମୂଲ୍ୟ
મૂલ્ય કાર્ય,ଭାଲ୍ୟୁ ଫଙ୍କସନ୍
રમતનું મૂલ્ય,ଖେଳର ମୂଲ୍ୟ
"ચલ, ચલ, ચલ","ଭେରିଏବଲ୍, ଭେରିଏବଲ୍, ଭେରିଏବଲ୍"
ચલ ક્ષેત્ર,ଭେରିଏବଲ୍ ଫିଲ୍ଡ
એકીકરણ ચલ,ଏକୀକରଣ ଭେରିଏବଲ୍ |
ચલ પરિમાણ,ଭେରିଏବଲ୍ ପାରାମିଟର
તફાવત,ଭିନ୍ନତା
variance-covariance મેટ્રિક્સ,ଭାରିଏନ୍ସ-କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
તફાવત અંદાજ,ଭିନ୍ନତା ଆକଳନ |
વિચલનો મેટ્રિક્સ,ଭିନ୍ନତାର ମ୍ୟାଟ୍ରିକ୍ସ |
જાદુગર,ଗୁଣିଆ
પરિમાણ તફાવત,ପାରାମିଟର ଭିନ୍ନତା |
સાથે સુસંગત રહો,ସହିତ ଧାଡିରେ ରୁହ |
પરોક્ષ રીતે પ્રમાણસર બનો,ପରୋକ୍ଷରେ ଆନୁପାତିକ ହୁଅନ୍ତୁ |
ચલ,ଭେରିଏବଲ୍
વેક્ટર વેક્ટર,ଭେକ୍ଟର ଭେକ୍ଟର |
વેક્ટર સરવાળો,ଭେକ୍ଟର ରାଶି
વેક્ટર બીજગણિત,ଭେକ୍ଟର ବୀଜ ବର୍ଣ୍ଣିତ |
વેક્ટર વિશ્લેષણ,ଭେକ୍ଟର ବିଶ୍ଳେଷଣ |
વેક્ટર કેલ્ક્યુલસ,ଭେକ୍ଟର କାଲକୁଲସ୍ |
વેક્ટર ઘટક,ଭେକ୍ଟର ଉପାଦାନ |
વેક્ટર સંયોજન,ଭେକ୍ଟର ମିଶ୍ରଣ |
વેક્ટર વ્યુત્પન્ન,ଭେକ୍ଟର ଡେରିଭେଟିଭ୍ |
વેક્ટર ડાયાગ્રામ,ଭେକ୍ଟର ଚିତ୍ର
વેક્ટર ક્ષેત્ર,ଭେକ୍ଟର କ୍ଷେତ୍ର
વેક્ટર કાર્ય,ଭେକ୍ଟର କାର୍ଯ୍ୟ
વેક્ટર એકીકરણ,ଭେକ୍ଟର ଏକୀକରଣ
વેક્ટર ગુણાકાર,ଭେକ୍ଟର ଗୁଣନ
"વેક્ટર ઓપરેટર, વેક્ટર ઓપરેટર","ଭେକ୍ଟର ଅପରେଟର, ଭେକ୍ଟର ଅପରେଟର |"
વેક્ટર જગ્યા,ଭେକ୍ଟର ସ୍ପେସ୍ |
વેક્ટર સરવાળો,ଭେକ୍ଟର ରାଶି
બેઝ એન્ટ્રી વેક્ટર,ଆଧାର ପ୍ରବେଶ ଭେକ୍ଟର |
બેઝ સોલિટેર વેક્ટર,ବେସ୍ ସଲିଟାୟର୍ ଭେକ୍ଟର୍ |
વેક્ટર ત્રિકોણ,ଭେକ୍ଟର ତ୍ରିରଙ୍ଗା |
વેક્ટર મૂલ્ય ફોર્મ,ଭେକ୍ଟର ମୂଲ୍ୟ ଫର୍ମ |
વેગ,ପରିବେଗ
વેગ ઘટક,ବେଗ ଉପାଦାନ |
ગતિ સ્થિર,ବେଗ ସ୍ଥିର
વેગ વળાંક,ବେଗ ବକ୍ର
વેગ સમીકરણ,ବେଗ ସମୀକରଣ
વેગ પ્રોફાઇલ,ବେଗ ପ୍ରୋଫାଇଲ୍ |
વેગ વેક્ટર,ବେଗ ଭେକ୍ଟର
વેગ ડાયાગ્રામ,ବେଗ ଚିତ୍ର
ચકાસી શકાય તેવું,ଯାଞ୍ଚଯୋଗ୍ୟ
વેર્નિયર કેલિપર્સ,ଭର୍ନିଅର୍ କାଲିପର୍ |
ટોપ,ଶୀର୍ଷ
ટોચનો ખૂણો,ଉପର କୋଣ
ઊભી અક્ષ ઊભી અક્ષ,ଭୂଲମ୍ବ ଅକ୍ଷ ଭୂଲମ୍ବ ଅକ୍ଷ |
ઊભી વિરુદ્ધ કોણ,ଭୂଲମ୍ବ ବିପରୀତ କୋଣ |
ખૂબ નજીકની બેઠક,ଅତି ଘନିଷ୍ଠ ସଭା |
આત્યંતિક ઝડપ,ଅତ୍ୟଧିକ ଗତି
કંપન,କମ୍ପନ
"આસપાસ, નિકટતા, પડોશી","ଆଖପାଖ, ନିକଟବର୍ତ୍ତୀ, ପଡ଼ୋଶୀ |"
"કાલ્પનિક, વર્ચ્યુઅલ","କଳ୍ପନା, ଭର୍ଚୁଆଲ୍ |"
ધાર્યું વિસ્થાપન,ବିସ୍ଥାପନ ଅନୁମାନ କରାଯାଇଛି |
ધારેલ વેગ,ଅନୁମାନିତ ବେଗ
કલ્પના કરેલ કામ,କଳ୍ପିତ କାର୍ଯ୍ୟ
સ્નિગ્ધતા,ସାନ୍ଦ୍ରତା |
દ્રશ્ય પ્રદર્શન,ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ
દ્રશ્ય પ્રદર્શન એકમ,ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ |
જન્મ અને મૃત્યુના આંકડા,ଜନ୍ମ ଏବଂ ମୃତ୍ୟୁ ପରିସଂଖ୍ୟାନ |
"શૂન્ય, રદબાતલ, જગ્યા","ଶୂନ୍ୟ, ଶୂନ୍ୟ, ସ୍ଥାନ |"
શૂન્ય આંતરછેદ,ଶୂନ୍ୟ ଛକ
શૂન્ય સમૂહ,ଶୂନ୍ୟ ସେଟ୍ |
અવકાશ પ્રતીક,ସ୍ପେସ୍ ସଙ୍କେତ
"વોલ્યુમ, તાકાત, વોલ્યુમ","ଭଲ୍ୟୁମ୍, ଶକ୍ତି, ଭଲ୍ୟୁମ୍"
વોલ્યુમ અભિન્ન,ଭଲ୍ୟୁମ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |
એકીકરણ વોલ્યુમ,ଏକୀକରଣ ଭଲ୍ୟୁମ୍
રાહ જોવી,ଅପେକ୍ଷା ରେଖା |
રાહ લાઇન સિસ્ટમ,ଅପେକ୍ଷା ଲାଇନ୍ ସିଷ୍ଟମ୍ |
રાહ સમય,ଅପେକ୍ଷା ସମୟ
તરંગ,ତରଙ୍ଗ
તરંગ સમીકરણ,ତରଙ୍ଗ ସମୀକରଣ |
તરંગ સ્વરૂપ,ତରଙ୍ଗ ଫର୍ମ |
"વેવ ફંક્શન, વેવ ફંક્શન","ତରଙ୍ଗ କାର୍ଯ୍ୟ, ତରଙ୍ଗ କାର୍ଯ୍ୟ |"
તરંગ,ତରଙ୍ଗ
તરંગ ઝડપ,ତରଙ୍ଗ ଗତି
તરંગ ટ્રાન્સમિશન,ତରଙ୍ଗ ସଂକ୍ରମଣ
નબળા સંકલન,ଦୁର୍ବଳ ସମ୍ମିଶ୍ରଣ |
વેઇબુલ-વિતરણ,ୱାଇବୁଲ୍-ବଣ୍ଟନ |
વજન,ଓଜନ
"વજન, વજન, વજન, વજન, ગૌરવ","ଓଜନ, ଓଜନ, ଓଜନ, ଓଜନ, ସମ୍ମାନ |"
ભારિત વસ્તી,ଓଜନିଆ ଜନସଂଖ୍ୟା |
ભારિત અંકગણિત સરેરાશ,ଓଜନିଆ ଗାଣିତିକ ଅର୍ଥ |
"ભારિત સરેરાશ, ભારિત સરેરાશ","ଓଜନ ହାରାହାରି, ଓଜନ ହାରାହାରି |"
"ભારિત સરેરાશ, ભારિત સરેરાશ","ଓଜନ ହାରାହାରି, ଓଜନ ହାରାହାରି |"
ભારિત રીગ્રેસન ગુણાંક,ଓଜନିଆ ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
"વજન, વજન","ଓଜନ, ଓଜନ"
લોડ પરિબળ,ଲୋଡ୍ ଫ୍ୟାକ୍ଟର୍ |
લોડ કાર્ય,ଲୋଡ୍ ଫଙ୍କସନ୍
સાંકળો સમૂહ,ଶୃଙ୍ଖଳିତ ସେଟ୍ |
સુક્રમ,ସୁକ୍ରାମ |
છટણી કરેલ,ସର୍ଟ ହୋଇଛି |
ઓર્ડર કરેલ સેટ,ଅର୍ଡର ସେଟ୍ |
ગ્રેડેશન સિદ્ધાંત,ଗ୍ରେଡେସନ୍ ନୀତି
"સંપૂર્ણ સંખ્યા, પૂર્ણાંક","ପୁରା ସଂଖ୍ୟା, ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା"
પૂર્ણાંક પ્રક્ષેપ,ପୂର୍ଣ୍ଣ ଇଣ୍ଟରପୋଲେସନ୍ |
પહોળાઈ,ମୋଟେଇ
વિનર પ્રક્રિયા,ଭିଏନର୍ ପ୍ରକ୍ରିୟା |
શબ્દ,ଶବ୍ଦ
શબ્દ લંબાઈ,ଶବ୍ଦ ଦ length ର୍ଘ୍ୟ |
કામ,କାମ କର |
વર્કિંગ થ્રેડ,କାର୍ଯ୍ୟ ସୂତ୍ର
કામ કરવાની સરેરાશ,କାର୍ଯ୍ୟର ଅର୍ଥ
કાર્યકારી મોડેલ,କାର୍ଯ୍ୟ ମଡେଲ୍ |
રેન્સકિયન નિર્ણાયક,ରାନସ୍କିଆନ୍ ନିର୍ଣ୍ଣୟକାରୀ |
એક્સ-અક્ષ,X-axis
Y-અક્ષ,Y-axis
વર્ષ,ବର୍ଷ
"ઉત્પાદન, લાભ, નફો, ઉપજ, નફો","ଉତ୍ପାଦ, ଲାଭ, ଲାଭ, ଅମଳ, ଲାଭ |"
"આઉટપુટ મૂલ્ય, નફા મૂલ્ય, વળતર મૂલ્ય","ଆଉଟପୁଟ୍ ମୂଲ୍ୟ, ଲାଭ ମୂଲ୍ୟ, ଫେରସ୍ତ ମୂଲ୍ୟ"
યંગનો ગુણાંક,ଯୁବକଙ୍କର ଗୁଣବତ୍ତା
Z-વિતરણ,Z- ବଣ୍ଟନ |
"શૂન્ય, સાઇફર, શૂન્ય, શૂન્ય","ଶୂନ, ସାଇଫର୍, ଶୂନ, ଶୂନ |"
શૂન્ય સહસંબંધ,ଶୂନ୍ୟ ସମ୍ପର୍କ
શૂન્યનો છેદ,ଶୂନ୍ୟର ନାମ
શૂન્ય ભૂલ,ଶୂନ୍ୟ ତ୍ରୁଟି
શૂન્ય સ્ટ્રોક,ଶୂନ୍ୟ ଷ୍ଟ୍ରୋକ |
શૂન્ય ગુરુત્વાકર્ષણ,ଶୂନ୍ୟ ମାଧ୍ୟାକର୍ଷଣ |
નલ ટેબલ,ନଲ୍ ଟେବୁଲ୍ |
શૂન્ય મેપિંગ,ଶୂନ ମ୍ୟାପିଂ
શૂન્ય મેટ્રિક્સ,ଶୂନ୍ୟ ମ୍ୟାଟ୍ରିକ୍ସ
કાર્યનું શૂન્ય,କାର୍ଯ୍ୟର ଶୂନ
બહુપદીનું શૂન્ય,ବହୁଜନର ଶୂନ |
શૂન્ય ક્રમ,ଶୂନ କ୍ରମ |
શૂન્ય ઓર્ડર મૂળભૂત કાર્ય,ଶୂନ କ୍ରମ ବେସାଲ୍ ଫଙ୍କସନ୍ |
શૂન્ય સંખ્યા ક્રમ,ଶୂନ କ୍ରମ |
શૂન્ય સમૂહ,ଶୂନ୍ୟ ସେଟ୍ |
શૂન્ય યોગી રમત,ଶୂନ୍ୟ ଯୋଗ ଖେଳ |
શૂન્ય યોગી એન-પર્સન ગેમ,ଜିରୋ ଯୋଗୀ N- ବ୍ୟକ୍ତି ଖେଳ |
શૂન્ય યોગી બે વ્યક્તિની રમત,ଜିରୋ ଯୋଗୀ ଦୁଇ-ବ୍ୟକ୍ତି ଖେଳ |
