Tamil,Assamese
"1.Printer Thin Film Memory, 2.Thin Film Memory","১.প্ৰিণ্টাৰ পাতল চলচ্চিত্ৰ স্মৃতি, ২.পাতল চলচ্চিত্ৰ স্মৃতি"
(TFT) மெல்லிய பட டிரான்சிஸ்டர் (TFT),(TFT) পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ (TFT)
"1.ஜெமிங், 2.ஹேஷிங்","১.ৰত্ন, ২.হেচিং"
நூல் வளையல்,থ্ৰেড বেংগল
த்ரெடிங்,থ্ৰেডিং
"1.முக்கோண வலையமைப்பு, 2.முக்கோண வலையமைப்பு","১.ত্ৰিভুজ নেটৱৰ্ক, ২.ত্ৰিভুজ নেটৱৰ্ক"
ஓட்டம் திறன்,প্ৰবাহ ক্ষমতা
நேரம் சிக்கலானது,সময়ৰ জটিলতা
நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
கால அளவு,সময়সীমা
அதே நேரத்தில்,একে সময়তে
"1. கால் மெஷின், 2. கால் மெஷின், 3. டைம் மெஷின்","1. কল মেচিন, 2. কল মেচিন, 3. টাইম মেচিন"
நேரம் முடிந்தது,টাইম আপ
"1.அழைப்பு, 2.கால் அளவீடு","1.Callocation, 2.Cal কোৱাণ্টাইজেচন"
நேரத் தொடர்,সময় শৃংখলা
"1. நேரப் பிரிவு, 2. நேரம் பகிர்வு","১/ সময় বিভাজন, ২। সময় ভাগ-বতৰা কৰা"
நேர பகிர்வு அமைப்பு,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
அழைப்பு படி,কল ষ্টেপ
நேர வரைபடம்,সময়ৰ ডায়েগ্ৰাম
பாத்திரம்,চৰিত্ৰ
மாற்று,টগল কৰক
மாற்று நகர்வு,toggle move
"1. சின்னம், 2. சின்னம்","১.চিহ্ন, ২.টোকেন"
டோக்கன் பஸ்,টোকেন বাছ
டோக்கன் பஸ்,টোকেন বাছ
டோக்கன் பஸ் நெட்வொர்க்,টোকেন বাছ নেটৱাৰ্ক
"1.சின்ன வளையம், 2.சின்ன வளையம்","১.চিহ্ন আঙঠি, ২.চিহ্ন আঙঠি"
டோக்கன் பேச்சுவார்த்தை,টোকেন আলোচনা
"1.கருவிகள், 2.கருவிகள்","১.সঁজুলি, ২.সঁজুলি"
மேல்-கால்,টপ-ফুট
மேல் கால் வடிவமைப்பு,টপ ফুট ডিজাইন
"1. ஆணி முகடு கட்டமைப்பு, 2. கீழே இழுக்கவும்","1. নখ ৰিজ কনফিগাৰেচন, 2. তললৈ টানি"
"1. இடம், 2. இருப்பிட அறிவியல்","১.অৱস্থান, ২.অৱস্থান বিজ্ঞান"
தொடு பட்டைகள்,টাচ পেড
தொடு திரை,টাচ্ছ স্ক্ৰীন
"1.குறி, 2.குறி, 3.தேடுதல்","১.চিহ্ন, ২.চিহ্ন, ৩.ট্ৰেচিং"
தடமறிதல்,ট্ৰেচিং
"1.வழி, 2.பாதை, 3.கசிவு","১.পথ, ২.পথ, ৩.লিক"
"1.டிராக் டிஸ்க், 2.பாத் டிஸ்க்","1.ট্ৰেক ডিস্ক, 2.পথ ডিস্ক"
பாதை நாடா,পথ টেপ
"1.பின்தொடர், 2.பின்தொடர்","১.ফ&#39;ল&#39; কৰক, ২.ফ&#39;ল&#39; কৰক"
"1. பின்பற்றவும், 2. பின்பற்றவும்","১/ অনুসৰণ কৰক, ২. অনুসৰণ কৰক"
பாதை,ট্ৰেজেক্টৰী
"1. பரிவர்த்தனை, 2. ஒப்பந்தம், 3. பரிவர்த்தனை, 4. பரிமாற்றம்","১.লেনদেন, ২.চুক্তি, ৩.লেনদেন, ৪.বিনিময়"
"1. ஒப்பந்தக் கோப்பு, 2. செயல்பாட்டுக் கோப்பு","1. ডিল ফাইল, 2. কাৰ্য্যকলাপ ফাইল"
"1.பரிவர்த்தனை ஆவணம், 2.பரிவர்த்தனை பதிவு","1.লেনদেনৰ নথিপত্ৰ, 2.লেনদেনৰ লগ"
"1. ஒலிபெயர்ப்பு, 2. ஒலிபெயர்ப்பு","1. লিপিবদ্ধ কৰা, 2. লিপিবদ্ধ কৰা"
மின்மாற்றி,ট্ৰেন্সডুচাৰ
பரிமாற்ற விகிதம்,স্থানান্তৰ হাৰ
பரிமாற்ற நேரம்,স্থানান্তৰ সময়
மாற்றம்,ৰূপান্তৰ
தற்காலிக பிழை,ক্ষণিকৰ ভুল
நிலைமாற்ற காலம்,ট্ৰেঞ্জিচন পিৰিয়ড
"1. மாற்றம், 2. சங்கிராந்தி","১. পৰিৱৰ্তন, ২. অনন্তকাল"
தொற்றும் தன்மை கொண்டது,সংক্ৰামক
நோய்த்தொற்றுக்கு உள்ளானவர்,সংক্ৰমিত
"1.மொழிபெயர்ப்பு, 2.மொழிபெயர்ப்பு, 3.விளக்கம்","১.অনুবাদ, ২.অনুবাদ, ৩.বাখ্যা"
"1. பரிமாற்றம், கடத்துதல், 2. கடத்துதல்","১.সংক্ৰমণ, প্ৰেৰণ, ২.সংক্ৰমণ"
டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால் (TCP),যোগাযোগ নিয়ন্ত্ৰণ প্ৰটোকল (TCP)
"1. டிரான்ஸ்மிஷன் லைன், 2. டிரான்ஸ்மிஷன் லைன்","১.সংবহন লাইন, ২.সংবহন লাইন"
டிரான்ஸ்மிட்டர்,ট্ৰেন্সমিটাৰ
வெளிப்படைத்தன்மை,স্বচ্ছতা
டிரான்ஸ்பாண்டர்,ট্ৰেন্সপণ্ডাৰ
"1.போக்குவரத்து, 2. பின்னடைவு","১.পৰিবহণ, ২.ৰিগ্ৰেছন"
இடமாற்றம்,ট্ৰেন্সপজিচন
டிரான்ஸ்பியூட்டர்,ট্ৰেন্সপিউটাৰ
"1.டிரான்ஸ்மிட் ரிசீவர், 2.டிரான்ஸ் ரிசீவர்","1.ট্ৰেন্সমিট ৰিচিভাৰ, 2.ট্ৰেন্স ৰিচিভাৰ"
"1. பொறி, 2. பொறி, 3. பிடி","১.ফান্দ, ২.ফান্দ, ৩. ধৰা"
சுழற்சி,ঘূৰ্ণন
மரம் (மாற்றம்),গছ (পৰিৱৰ্তন)
மரம் நெட்வொர்க்,গছৰ নেটৱৰ্ক
துணை சுற்று,সহায়ক বৰ্তনী
அற்பமான வரைபடம்,তুচ্ছ ডায়েগ্ৰাম
பழுது நீக்கும்,সমস্যা সমাধান কৰা
அகற்றி,ৰিপড অফ
உண்மை அட்டவணை,সত্য টেবুল
"1. ட்யூனர், 2. ட்யூனர், 3. ட்யூனர்","১.টিউনাৰ, ২.টিউনাৰ, ৩.টিউনাৰ"
"1. சுரங்கப்பாதை, 2. சுரங்கப்பாதை","১.টানেলিং, ২.টানেলিং"
"1. சரிசெய்தல், 2. ட்யூனிங், 3. டியூனிங்","১.সামঞ্জস্য, ২.টিউনিং, ৩.টিউনিং"
tuple,tuple
டர்போ பாஸ்கல்,টাৰ্বো পাস্কেল
டூரிங் இயந்திரம்,টুৰিং মেচিন
திரும்பும் நேரம்,টাৰ্ণআউট সময়
திருப்பு ஆவணம்,টাৰ্ণআউট নথিপত্ৰ
திருப்பு வரிசை,turn sequence
ஜோடி கேபிள்,দম্পতী কেবল
"1. தலைகீழ் ஜோடி, 2. தலைகீழ் ஜோடி","1. ওলোটা যোৰ, 2. ওলোটা যোৰ"
இரட்டை பாஸ் நினைவூட்டல்,ডাবল পাছ সোঁৱৰাই দিয়া
இரண்டின் நிரப்பு,দুটাৰ পৰিপূৰক
வகை,প্ৰকাৰ
"1.வகை முகம், 2. பாத்திரம்","1.টাইপ মুখ, 2.চৰিত্ৰ"
அச்சுக்கலை மேல்,টাইপোগ্ৰাফিক শীৰ্ষ
அச்சுப்பொறி சக்கரம்,প্ৰিন্টাৰ চকা
தட்டச்சு,টাইপিং কৰা
தடையில்லா சக்தி ஆதாரம்,অবিৰত শক্তিৰ উৎস
"1. ஒற்றை செயல்பாடு, 2. ஒரு பகுதி அமைப்பு","১/ একক কাৰ্য্য, ২) এক অংশৰ ব্যৱস্থা"
ஒற்றை செயல்பாடு,একক অপাৰেচন
"1.ஒற்றை இயக்குபவர், 2.ஒற்றை இயக்குபவர்","1.একক অপাৰেটৰ, 2.একক অপাৰেটৰ"
நிச்சயமற்ற தன்மை,অনিশ্চয়তা
