Bengali,Hindi
চূড়ান্ত মান,अंतिम मान
নিরপেক্ষ মূল্যায়ন,अनभिनत आकल
জনসংখ্যা বৈচিত্র্যের নিরপেক্ষ অনুমান,समष्टि प्रसरण का अनभिनत आकल
নিরপেক্ষ রৈখিক অনুমান,अनभिनत रैखिक आकल
নিরপেক্ষ বিন্দু অনুমান,अनभिनत बिंदु आकल
নিরপেক্ষ পরীক্ষা,अनभिनत परीक्षण
সীমাহীন অঞ্চল,अपरिबद्‌ध प्रदेश
সীমাহীন সেট,अपरिबद्‌ध समुच्चय
সীমাহীন সমাধান,अपरिबद्‌ध हल
অনিশ্চয়তা নীতি,अनिश्चितता-सिद्‌धांत
অ-সীমাবদ্ধ সম্ভাবনা,अप्रतिबंध प्रायिकता
বিঘ্নিত আপেক্ষিক সর্বোচ্চ,अव्यवरोधित आपेक्षिक अधिकतम
অগণিত,अगणनीय
অগণিত উপসেট,अगणनीय उपसमुच्चय
অনির্ধারিত,अनिर्धारित
অনির্ধারিত সহগ,अनिर्धारित गुणांक
অসম,असमान
অশ্রেণীবদ্ধ,अवर्गीकृत
অশ্রেণীবদ্ধ বিশ্বাস,अवर्गीकृत न्यास
ইউনিফর্ম,एकसमान
"অভিন্ন ত্বরণ, ধ্রুবক ত্বরণ","एकसमान त्वरण, अचर त्वरण"
ইউনিফর্ম আবদ্ধ,एकसमान परिबद्‌धता
অভিন্ন অভিসরণ,एकसमान अभिसरण
অভিন্ন অভিযোজন,एकसमान अवमुखता
অভিন্ন ঘনত্ব,एकसमान घनत्व
সমবন্টন,एकसमान बंटन
অভিন্ন মহাকর্ষীয় ক্ষেত্র,एकसमान गुरुत्वाकर्षण क्षेत्र
"মিল, পরিবেষ্টিত, পারিপার্শ্বিক-পরিবার","एकसमानता, परिवेशक, परिवेश-परिवार"
ইউনিফর্ম সেরা,एकसमान सुष्ठुतम
অভিন্ন ক্রমাগত সম্প্রসারণ,एकसमान संतत विस्तार
অভিন্ন অভিসরণ,एकसमान अभिसारी
অভিন্ন শক্তি পরীক্ষা,एकसमान शक्ततम परीक्षण
অভিন্ন গতি,एकसमान गति
অভিন্ন সম্ভাব্যতা বন্টন,एकसमान प्रायिकता बंटन
অভিন্ন নড়াচড়া,एकसमान चाल
অভিন্ন অবস্থান,एकसमान संस्थिति
একচেটিয়া,एकबहुलकी
মনোমিটার,एकमापांकी
মনোমিটার ম্যাট্রিক্স,एकमापांकी आव्यूह
মনোমিটার সম্পত্তি,एकमापांकी गुणधर्म
"ইউনিয়ন, ইউনিয়ন, কাকতালীয়","संघ, सम्मिलन, संयोग"
উপসেটের পারিবারিক মিলন,उपसमुच्चयों के परिवार का सम्मिलन
সেটের সংমিশ্রণ,समुच्चयों का सम्मिलन
অনন্য গণনা প্রদেশ,अद्वितीय गणनखंडन प्रांत
অনন্য ফ্যাক্টরাইজেশন তত্ত্ব,अद्वितीय गुणनखंडन प्रमेय
স্বতন্ত্রভাবে নির্ধারিত,अद्वितीयतः निर्धारित
অনন্যতা,अद्वितीयता
সমাধানের স্বতন্ত্রতা,हल की अद्वितीयता
স্বতন্ত্রতা সমস্যা,अद्वितीयता-समस्या
স্বতন্ত্রতা উপপাদ্য,अद्वितीयता-प्रमेय
