abatement,অবসান
time limit,"সময়সীমা, কালসীমা"
time off,স্বল্পাবকাশ
time overrun,সময়লঙ্ঘন
time rate (time work),"কালানুপাতিদর, কালানুপাতিকার্য"
time recording machine,কালনিবেশনযন্ত্র
time scale,সময়ক্রম
time schedule,সময়সূচি
time stamp,সময়সিলমোহর
time study equipment,সময়অধ্যয়নউপকরণ
time table,সময়সারণী
timed programme,সময়বদ্ধঅনুষ্ঠান/কার্যক্রম
timing,সময়
tips,"অগ্রিমসংকেত, বখশিশ্‌"
title,"শীর্ষক, উপাধি, আখ্যা, খেতাব, পদবী"
title holder,অধিকারি
toilet,"প্রসাধন, শৌচালয়"
token,প্রতীক
token member,প্রতীকীসদস্য
token pay,প্রতীকীবেতন
token strike,প্রতীকধর্মঘট
tone,"স্বর, সুর"
tone down,"সুরনামানো, পরিমিতকরা, কোমল/লঘুকরা"
tone up,"সবলতর, প্রগাঢ়তর, উজ্জ্বলতর-করাবাহওয়া"
tool,"যন্ত্র, সাধন, উপকরণ"
tool down strike,যন্ত্রধর্মঘট
top,"শিখর, শীর্ষ, উচ্চ, পরম"
top level discussion,উচ্চস্তরীয়নির্ণয়
top management,শীর্ষকর্তৃপক্ষ
top official,শীর্ষআধিকারিক
top priority,সর্বোচ্চঅগ্রাধিকার
top ranking,প্রথমসারিরপদ
top secret,অতিগোপনীয়
topic,"প্রকরণ, বিষয়, প্রসঙ্গ"
topmost,সর্বোচ্চ
topography,"ভূ-সংস্থান, স্থানবিবরণ"
torture,নির্যাতন
total,মোট
total service,সর্বমোটসেবা/পরিষেবা
tough,"কড়া, কঠোর, কঠিন"
tour,"ভ্রমণ, সফর"
tour programme,"ভ্রমণসূচি, সফরসূচি"
tour report,ভ্রমণপ্রতিবেদন/রিপোর্ট
tout,দালাল
town (city),"নগর, শহর"
township,শহরেরএলাকা
trace,"সন্ধানকরা, সূত্র"
tract,ভূভাগ
traction,কর্ষণ
trade agreement,বানিজ্যচুক্তি
trade union,শ্রমিকসঙ্ঘ
tradition,ঐতিহ্য
train,রেলগাড়ি
trainee,"প্রশিক্ষার্থী, শিক্ষানবীশ"
traineeship,শিক্ষানবীশী
trainer,প্রশিক্ষক
training,প্রশিক্ষণ
training centre,প্রশিক্ষণকেন্দ্র
training college,প্রশিক্ষণকলেজ/মহাবিদ্যালয়
training division,প্রশিক্ষণবিভাগ
training institute,প্রশিক্ষণসংস্থা
training period,প্রশিক্ষণপর্ব
training programme,প্রশিক্ষণকার্যক্রম
training unit,প্রশিক্ষণএকক
trait,"প্রলক্ষণ, বৈশিষ্ট্য"
traitor,"দেশদ্রোহী, রাষ্ট্রদ্রোহী, বিশ্বাসঘাতক"
tranquility,প্রশান্তি
transaction,"লেনদেন, সঞ্চালন"
transaction of business,ব্যবসায়িকলেনদেন
transcription,"প্রতিলেখন, অনুলেখন"
transfer,"বদলি, স্থানান্তরণ"
transfer entry,স্থানান্তরণপ্রবিষ্টি
transfer fee,হস্তান্তরণশুল্ক
transfer memorandum,স্থানান্তরণজ্ঞাপন
transfer on deputation,স্থানান্তরণেপ্রতিনিয়োগ
transfer order,স্থানান্তরণআদেশ
transferable goods,স্থানান্তরণযোগ্যবস্তু/সামগ্রী
transformation,রূপান্তরণ
transit,"চলাকালীন, স্থানান্তরণ, স্থানান্তর-প্রেরণ"
transit duty,স্থানান্তরণদ্বায়িত্ব
transit pass,স্থানান্তরণছাড়পত্র
transit visa,স্থানান্তরণভিসা
transit workshop,স্থানান্তরণকর্মশালা
transitional,অন্তর্বর্তীকালীন
translation,অনুবাদ
transliteration,প্রতিবর্ণীকরণ
transmission,প্রেরণ
transmit,"প্রেরণকরা, হস্তান্তরিতকরা"
transport,পরিবহণ
transport allowance,পরিবহণভাতা
transportation,"দ্বীপান্তর, পরিবহণ"
transposition,"স্থানবিনিময়, পক্ষান্তরণ"
trap,"ফাঁদ, জাল, পাশ"
travel,যাত্রা
travel expenses,যাত্রাব্যয়/খরচ
traveller’s cheque,যাত্রী/ভ্রমণকারীরচেক
travelling allowance,"ভ্রমণভাতা, রাহাখরচ"
travelling allowance bill,"ভ্রমণভাতাবিল, রাহাখরচবিল"
travelling concession,ভ্রমণছাড়
treachery,বিশ্বাসঘাতকতা
treason,রাজদ্রোহ
treasury,কোষাগার
treasury bench,কোষাগারপক্ষ/বেঞ্চ
treasury deposit recipt (T.D.R.),কোষাগারজমারসিদ
treasury receipt,কোষাগারপ্রাপ্তিরসিদ
treasury voucher,কোষাগারপ্রমাণক
treat,"মানা, ব্যবহারকরা, ব্যবস্থাকরা, পরিচালনকরা"
treaty,সন্ধি
treaty of extradition,প্রত্যার্পণসন্ধি
trek,দূর্গমপদযাত্রা
trend,"প্রবৃত্তি, প্রবণতা, ঝোঁক"
trespass,অনধিকারপ্রবেশ
trial,বিচার
trial balance,রেওয়ামিল
trial period,পরখকাল
tribal area development,আদিবাসীঅঞ্চলউন্নয়ন
tribal welfare,আদিবাসীকল্যাণ
tribe,"আদিবাসী, জনজাতি"
tribunal,ন্যায়পীঠ
tribute,"শ্রদ্ধাঞ্জলি, সম্মান"
trim,কাট-ছাঁটকরা
trip,ভ্রমণ
tripartite,ত্রিদলীয়
triple,"ত্রয়ী, ত্রিগুণ"
triplicate,তিনপ্রস্থ
true copy,অবিকলপ্রতিলিপি/নকল
trunk call,ট্রাঙ্ককল(বহুদূরথেকেদূরভাষেকথোপকথন)
trust,"অছি, ন্যাসপাল, বিশ্বাস"
trustee,"অছি, ন্যাসরক্ষক"
trustworthy,"বিশ্বাসভাজন, বিশ্বাসযোগ্য"
turn down,"হতাশকরা, অস্বীকারকরা"
turnkey basis,ঠিকাচুক্তিভিত্তিতে
turnout,"উপস্থিতি, প্রতিপাদিতহওয়া"
turnover,"মোটব্যবসামূল্য, মোটউৎপাদন"
turpitude,"অধমতা, নীচতা, অসচ্চরিত্রতা"
tutelage,অভিভাবকত্ব
twin city,যমজশহর
twin sharing basis,দ্বিভাগীআধারে/প্রেক্ষিতে
type,"মুদ্রাক্ষর, টাইপ, আদর্শ, নমুনা"
typescript,টাইপরাইটারেমুদ্রিত
typewriter,"মুদ্রলিখ, টাইপরাইটার"
typewriting,মুদ্রাক্ষরলিখন
typical,প্রতীকস্বরূপ
typing,টাইপরাইটারেটাইপকরণ
typing machine,"মুদ্রলিখযন্ত্র, টাইপরাইটার"
typing pool,টাইপকরারপুল
typographical error,"মুদ্রণপ্রমাদ, মুদ্রণত্রুটি"
ulterior motive,গুপ্ত/গূঢ়অভিপ্রায়
ultimate,"অন্তিম, চরম"
ultimate consignee,অন্তিমপ্রাপক
ultimate cost,চূড়ান্তব্যয়
ultimate goal,চরমলক্ষ্য
ultimate objective,চরমউদ্দেশ্য
ultimately,অন্তত
ultimatum,অন্তিমসতর্কবাণী
ultimo,গতমাসের
ultravires,অধিকারাতীত
umpire,অধীনির্ণায়ক
unacceptable,অস্বীকার্য
unaccompanied baggage,অসঙ্গীআসবাব/সামগ্রী
