English,Malayalam
Shrinkage,ചുരുങ്ങൽ
Shroud,ആവരണം
Shrunk fit,ചുരുങ്ങി ഫിറ്റ്
Shrunk joint,ചുരുങ്ങിയ ജോയിന്റ്
Shut down,ഷട്ട് ഡൗൺ
Sieve,അരിപ്പ
Simple engine,ലളിതമായ എഞ്ചിൻ
Single acting engine,സിംഗിൾ ആക്ടിംഗ് എഞ്ചിൻ
Single cover butt joint,സിംഗിൾ കവർ ബട്ട് ജോയിന്റ്
Single cylinder gas engine,സിംഗിൾ സിലിണ്ടർ ഗ്യാസ് എഞ്ചിൻ
Single strat thread,ഒറ്റ സ്ട്രാറ്റ് ത്രെഡ്
Sinter,സിന്റർ
Sintered carbide tool,സിന്റർ ചെയ്ത കാർബൈഡ് ഉപകരണം
Sintering,സിന്ററിംഗ്
Sinusoidally distributed,സിനുസോയ്ഡായി വിതരണം ചെയ്തു
Six canted file,ആറ് കാൻഡ് ഫയൽ
Sizing,വലിപ്പം
Skew gear,സ്ക്യൂ ഗിയർ
Skin effect,ത്വക്ക് പ്രഭാവം
Skip welding,വെൽഡിംഗ് ഒഴിവാക്കുക
Slab milling,സ്ലാബ് മില്ലിങ്
Slag,സ്ലാഗ്
Slag wool,സ്ലാഗ് കമ്പിളി
Slagging,സ്ലാഗിംഗ്
Sledge hammer,സ്ലെഡ്ജ് ചുറ്റിക
Sleeve,സ്ലീവ്
Slide bar,സ്ലൈഡ് ബാർ
Slide rails,സ്ലൈഡ് റെയിലുകൾ
Sliding,സ്ലൈഡിംഗ്
Sliding anvil,സ്ലൈഡിംഗ് ആൻവിൽ
Sliding bearing,സ്ലൈഡിംഗ് ബെയറിംഗ്
Sliding contact,സ്ലൈഡിംഗ് കോൺടാക്റ്റ്
Sliding gear,സ്ലൈഡിംഗ് ഗിയർ
Slip joint,സ്ലിപ്പ് ജോയിന്റ്
Slitting saw,സ്ലിറ്റിംഗ് സോ
Slotted nut,സ്ലോട്ട് നട്ട്
Slotting,സ്ലോട്ടിംഗ്
Slotting machine,സ്ലോട്ടിംഗ് മെഷീൻ
Slow speed engine,വേഗത കുറഞ്ഞ എഞ്ചിൻ
Slowing,മന്ദഗതിയിലാക്കുന്നു
Sluice,സ്ലൂയിസ്
Smelting,ഉരുകുന്നു
Smithy,സ്മിത്തി
Smoke tube boiler,സ്മോക്ക് ട്യൂബ് ബോയിലർ
Smooth file,സുഗമമായ ഫയൽ
Smooth fit,സുഗമമായ ഫിറ്റ്
Smoothing,സുഗമമാക്കുന്നു
Snap gauge,സ്നാപ്പ് ഗേജ്
Soft abrasive,മൃദുവായ ഉരച്ചിലുകൾ
Soft flame,മൃദുവായ തീജ്വാല
Soft metal,മൃദുവായ ലോഹം
Solar radiation,സൗരവികിരണം
Solder,സോൾഡർ
Soldered joint,സോൾഡർഡ് ജോയിന്റ്
Soldering flux,സോൾഡറിംഗ് ഫ്ലക്സ്
Soldering iron,സോൾഡറിംഗ് ഇരുമ്പ്
Solenoid brake,സോളിനോയിഡ് ബ്രേക്ക്
Solid bearing,സോളിഡ് ബെയറിംഗ്
Solid mechanics,സോളിഡ് മെക്കാനിക്സ്
Soot blower,സോട്ട് ബ്ലോവർ
Sounding test,ശബ്ദ പരിശോധന
Spacer,സ്പേസർ
Spanner,സ്പാനർ
Spark ignition engine,സ്പാർക്ക് ഇഗ്നിഷൻ എഞ്ചിൻ
Spark plug,സ്പാർക്ക് പ്ലഗ്
Sparking,സ്പാർക്കിംഗ്
Specific enthalpy,പ്രത്യേക എൻതാൽപ്പി
Specific flow,പ്രത്യേക ഒഴുക്ക്
Specific fuel,പ്രത്യേക ഇന്ധനം
Specific heat,ആപേക്ഷിക താപം
Specific humidity,പ്രത്യേക ഈർപ്പം
Specification,സ്പെസിഫിക്കേഷൻ
Speed,വേഗത
Speed chart,സ്പീഡ് ചാർട്ട്
Speed control,വേഗത നിയന്ത്രണം
Speed lathe,സ്പീഡ് ലാത്ത്
Speed ratio,വേഗത അനുപാതം
Speed regulation,വേഗത നിയന്ത്രണം
Speed torque characteristic,സ്പീഡ് ടോർക്ക് സ്വഭാവം
Speedometer,സ്പീഡോമീറ്റർ
Spigot and socket joint,സ്പിഗോട്ട് ആൻഡ് സോക്കറ്റ് ജോയിന്റ്
Spindle,സ്പിൻഡിൽ
Spiral,സർപ്പിളം
Spline clutch,സ്പ്ലൈൻ ക്ലച്ച്
Split bearing,സ്പ്ലിറ്റ് ബെയറിംഗ്
Split rivet,സ്പ്ലിറ്റ് റിവറ്റ്
"Split sheave, eccentric","സ്പ്ലിറ്റ് ഷീവ്, എക്സെൻട്രിക്"
Spring,സ്പ്രിംഗ്
Spring balance,സ്പ്രിംഗ് ബാലൻസ്
Spring constant,സ്പ്രിംഗ് സ്ഥിരം
Spring force,സ്പ്രിംഗ് ഫോഴ്സ്
Spring index,സ്പ്രിംഗ് സൂചിക
Spring washer,സ്പ്രിംഗ് വാഷർ
Sprocket,സ്പ്രോക്കറ്റ്
Sprue cutter,സ്പ്രൂ കട്ടർ
Square file,ചതുരാകൃതിയിലുള്ള ഫയൽ
Square headed bolt,ചതുരാകൃതിയിലുള്ള തലയുള്ള ബോൾട്ട്
Square nut,ചതുരാകൃതിയിലുള്ള നട്ട്
Squeezer,ഞെരുക്കുന്നവൻ
Stability limit,സ്ഥിരത പരിധി
Stack effluent,മലിനജലം അടുക്കി വയ്ക്കുക
Staggered joint,സ്തംഭനാവസ്ഥയിലുള്ള സംയുക്തം
Stalling load,സ്റ്റാളിംഗ് ലോഡ്
Standard shank twist drill,സ്റ്റാൻഡേർഡ് ഷാങ്ക് ട്വിസ്റ്റ് ഡ്രിൽ
Static balancing,സ്റ്റാറ്റിക് ബാലൻസിങ്
Static draft,സ്റ്റാറ്റിക് ഡ്രാഫ്റ്റ്
Station,സ്റ്റേഷൻ
Station,സ്റ്റേഷൻ
Station,സ്റ്റേഷൻ
Stationary engine,സ്റ്റേഷണറി എഞ്ചിൻ
Statistical mechanics,സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്
Steady speed,സ്ഥിരമായ വേഗത
Steam chest,സ്റ്റീം നെഞ്ച്
Steam engine indicator diagram,സ്റ്റീം എഞ്ചിൻ ഇൻഡിക്കേറ്റർ ഡയഗ്രം
Steam injector,സ്റ്റീം ഇൻജക്ടർ
Steam jet refrigeration,സ്റ്റീം ജെറ്റ് റഫ്രിജറേഷൻ
Steam table,സ്റ്റീം ടേബിൾ
Steel,ഉരുക്ക്
Steel foundry,സ്റ്റീൽ ഫൗണ്ടറി
Steel tape,സ്റ്റീൽ ടേപ്പ്
Steerign gear,സ്റ്റെറിൻ ഗിയർ
Step drilling,സ്റ്റെപ്പ് ഡ്രില്ലിംഗ്
Step-by-step method,ഘട്ടം ഘട്ടമായുള്ള രീതി
Stiffness,കാഠിന്യം
Stoker,സ്റ്റോക്കർ
Straight flute drill,നേരായ ഫ്ലൂട്ട് ഡ്രിൽ
Straight shank drill,നേരായ ഷാങ്ക് ഡ്രിൽ
Strain,ബുദ്ധിമുട്ട്
Strain aging,പ്രായമാകൽ ബുദ്ധിമുട്ട്
Strain analysis,സ്ട്രെയിൻ വിശകലനം
Strain energy,ഊർജം ഞെരുക്കുക
Strain hardening,ബുദ്ധിമുട്ട് കാഠിന്യം
Strap,സ്ട്രാപ്പ്
"Strap, eccentric","സ്ട്രാപ്പ്, എക്സെൻട്രിക്"
Strecher bar,സ്ട്രെച്ചർ ബാർ
Strength weld,ശക്തി വെൽഡ്
Stress,സമ്മർദ്ദം
Stress factor,സമ്മർദ്ദ ഘടകം
Stress field,സ്ട്രെസ് ഫീൽഡ്
Stress relief,സ്ട്രെസ് റിലീഫ്
Stress tensor,സ്ട്രെസ് ടെൻസർ
Stress wave,സ്ട്രെസ് വേവ്
Striking gear,സ്ട്രൈക്കിംഗ് ഗിയർ
Strip welding,സ്ട്രിപ്പ് വെൽഡിംഗ്
Stroke,സ്ട്രോക്ക്
Stroke,സ്ട്രോക്ക്
Structure,ഘടന
Stud,സ്റ്റഡ്
Stud,സ്റ്റഡ്
Stud bolt,സ്റ്റഡ് ബോൾട്ട്
Subcooled boiling,സബ്കൂൾഡ് തിളപ്പിക്കൽ
Submerged arc welding,മുങ്ങിപ്പോയ ആർക്ക് വെൽഡിംഗ്
Suction effect,സക്ഷൻ പ്രഭാവം
Suction pump,സക്ഷൻ പമ്പ്
Suction loading,സക്ഷൻ ലോഡിംഗ്
Suface condenser,ഉപരിതല കണ്ടൻസർ
Sump,സംമ്പ്
Super critical flow,സൂപ്പർ ക്രിട്ടിക്കൽ ഫ്ലോ
Super critical pressure,സൂപ്പർ ക്രിട്ടിക്കൽ മർദ്ദം
Super critical,സൂപ്പർ ക്രിട്ടിക്കൽ
Superficial expension,ഉപരിപ്ലവമായ വിപുലീകരണം
Superficial hardening,ഉപരിപ്ലവമായ കാഠിന്യം
Superheat cycle,സൂപ്പർഹീറ്റ് സൈക്കിൾ
Superheated steam,സൂപ്പർഹീറ്റഡ് ആവി
Superheated vapour,സൂപ്പർഹീറ്റഡ് നീരാവി
Supersaturated steam,സൂപ്പർസാച്ചുറേറ്റഡ് ആവി
Support moment,പിന്തുണ നിമിഷം
Surface,ഉപരിതലം
Surface activity,ഉപരിതല പ്രവർത്തനം
Surface drag,ഉപരിതല വലിച്ചിടൽ
Surface facing,ഉപരിതലം അഭിമുഖീകരിക്കുന്നു
Surface film,ഉപരിതല ഫിലിം
Surface grinder,ഉപരിതല ഗ്രൈൻഡർ
Surface hardening,ഉപരിതല കാഠിന്യം
Suspension bearing,സസ്പെൻഷൻ ബെയറിംഗ്
Suspension clamp,സസ്പെൻഷൻ ക്ലാമ്പ്
Swage,സ്വേജ്
Swaging die,സ്വഗിംഗ് ഡൈ
Swaying,ആടിയുലയുന്നു
Swinging pivot,സ്വിംഗിംഗ് പിവറ്റ്
Swiral,സ്വൈറൽ
Symmetrical component,സമമിതി ഘടകം
Synchronizing clutch,സമന്വയിപ്പിക്കുന്ന ക്ലച്ച്
Synchronous clock,സിൻക്രണസ് ക്ലോക്ക്
Synchronous condenser,സിൻക്രണസ് കണ്ടൻസർ
Synchronous speed,സിൻക്രണസ് വേഗത
System,സിസ്റ്റം
System,സിസ്റ്റം
System,സിസ്റ്റം
System,സിസ്റ്റം
T-joint,ടി-ജോയിന്റ്
T-slot,ടി-സ്ലോട്ട്
Table moulding,ടേബിൾ മോൾഡിംഗ്
Tachometer,ടാക്കോമീറ്റർ
Tack weld,ടാക്ക് വെൽഡ്
Tail pipe,വാൽ പൈപ്പ്
Tail race,വാൽ മത്സരം
Tail stock,വാൽ സ്റ്റോക്ക്
Take off,ഏറ്റെടുക്കുക
Tamping bar,ടാമ്പിംഗ് ബാർ
Tandem axle,ടാൻഡം ആക്സിൽ
Tandem turbine,ടാൻഡം ടർബൈൻ
Tap,ടാപ്പ് ചെയ്യുക
Tap bolt,ബോൾട്ട് ടാപ്പ് ചെയ്യുക
Tape drill,ടേപ്പ് ഡ്രിൽ
Tape hole,ടേപ്പ് ദ്വാരം
Taper,ടാപ്പർ
Taper roller bearing,ടാപ്പർ റോളർ ബെയറിംഗ്
Taper shank drill,ടാപ്പർ ഷങ്ക് ഡ്രിൽ
Taper turning,ടാപ്പർ ടേണിംഗ്
Tapered blade,ചുരുണ്ട ബ്ലേഡ്
Tappet,ടാപ്പെറ്റ്
Tapping drill,ടാപ്പിംഗ് ഡ്രിൽ
Tearing,കീറുന്നു
Tell-tale drill,ടെൽ-ടെയിൽ ഡ്രിൽ
Temper brittleness,കോപം പൊട്ടുന്ന സ്വഭാവം
Temper rolling,ടെമ്പർ റോളിംഗ്
Temperature,താപനില
Temperature,താപനില
Temperature range,താപനില പരിധി
Temperature entropy chart,താപനില എൻട്രോപ്പി ചാർട്ട്
Temperature entropy diagram,താപനില എൻട്രോപ്പി ഡയഗ്രം
Temperature equlibrium,താപനില സന്തുലിതാവസ്ഥ
Tempering,ടെമ്പറിംഗ്
Tempering,ടെമ്പറിംഗ്
Tempering,ടെമ്പറിംഗ്
Template,ടെംപ്ലേറ്റ്
Template,ടെംപ്ലേറ്റ്
Tendem die,ടെൻഡം ഡൈ
Tensile,ടെൻസൈൽ
Tensile load,ടെൻസൈൽ ലോഡ്
Tensile strength,വലിച്ചുനീട്ടാനാവുന്ന ശേഷി
Tensile test,ടെൻസൈൽ ടെസ്റ്റ്
Tensile testing,ടെൻസൈൽ ടെസ്റ്റിംഗ്
Test fixture,ടെസ്റ്റ് ഫിക്ചർ
Test specimen,ടെസ്റ്റ് മാതൃക
Testing machine,ടെസ്റ്റിംഗ് മെഷീൻ
Theory of bending,വളയുന്ന സിദ്ധാന്തം
Thermal diffusion,താപ വ്യാപനം
Thermal effect,താപ പ്രഭാവം
Thermal efficiency,താപ കാര്യക്ഷമത
Thermal engineering,തെർമൽ എഞ്ചിനീയറിംഗ്
Thermal environmental engineering,താപ പരിസ്ഥിതി എഞ്ചിനീയറിംഗ്
Thermal equlibrium,താപ സന്തുലിതാവസ്ഥ
Thermal expansion,താപ വികാസം
Thermal instability,താപ അസ്ഥിരത
Thermal noise,താപ ശബ്ദം
Thermal power station,താപവൈദ്യുത നിലയം
Thermal probe,താപ അന്വേഷണം
Thermal radiation,താപ വികിരണം
Thermal relay,താപ റിലേ
Thermal reservoir,തെർമൽ റിസർവോയർ
Thermal resistance,താപ പ്രതിരോധം
Thermal stress,താപ സമ്മർദ്ദം
Thermit welding,തെർമിറ്റ് വെൽഡിംഗ്
Thermodynamic expansion,തെർമോഡൈനാമിക് വികാസം
