Punjabi,English
ਮੂਰਖ,Stupendous
ਸ਼ੈਲੀ,Style
ਉਪ,Sub
ਸਬ-ਕਮੇਟੀ,Sub-committee
ਸਬ-ਇਕਰਾਰਨਾਮਾ,Sub-contract
ਸਬ ਜ਼ਿਲ੍ਹੇ,Sub-district
ਸਬ-ਡਵੀਜ਼ਨ,Sub-division
ਉਪ-ਦਿਮਾਗ,Sub-head
ਵਿਸ਼ਾ,Subject
ਵਿਅਕਤੀਗਤ,Subjective
ਅਧੀਨ,Subjudice
ਸਿਕਿਆ ਖੇਤਰ,Sublease
Oubleting,Subletting
ਅਧੀਨਗੀ,Submission
ਅਧੀਨਗੀ,Submissive
ਅਧੀਨ ਦਫਤਰ,Subordinate office
ਅਧੀਨ ਸੇਵਾਵਾਂ,Subordinate services
ਅਧੀਨ ਸਟਾਫ,Subordinate staff
ਉਪ -ਰਾਗ੍ਰਾਫ,Subparagraph
ਸਬਜੋਲ,Subrule
ਸਬਸਕ੍ਰਾਈਬ,Subscribe
ਸਬਸਕ੍ਰਾਈਡ ਪੂੰਜੀ,Subscribed capital
ਗਾਹਕ,Subscriber
ਗਾਹਕੀ,Subscription
ਉਪ-ਭਾਗ,Subsection
ਇਸ ਤੋਂ ਬਾਅਦ,Subsequent
ਬਾਅਦ ਦੀ ਕਾਰਵਾਈ,Subsequent action
ਬਾਅਦ ਵਿੱਚ,Subsequently
ਸਹਾਇਕ,Subsidiary
ਸਹਾਇਕ ਸੰਸਥਾਵਾਂ,Subsidiary bodies
ਸਹਾਇਕ ਉਦਯੋਗ,Subsidiary industry
ਸਬਸਿਡੀ ਫਤਵਾ,Subsidiary mandate
ਸਹਾਇਕ ਰਸੀਦ,Subsidiary receipt
ਸਹਾਇਕ ਰਜਿਸਟਰ,Subsidiary register
ਸਬਸਿਡੀ,Subsidise
ਸਬਸਿਡੀਕੇਟਾਈਜ਼ਡ,Subsidised
ਸਬਸਿਡੀ ਵਾਲੀ ਰਿਹਾਇਸ਼,Subsidized accommodation
ਸਬਸਿਡੀ,Subsidy
ਗੁਲਾਬ,Subsistence
ਗੁਲਾਬ ਭੱਤਾ,Subsistence allowance
ਗੁਲਾਬ ਦੇਣ ਦੀ ਗਰਾਂਟ,Subsistence grant
ਘਟੀਆ,Substandard
ਕਾਫ਼ੀ,Substantial
ਕਾਫ਼ੀ,Substantiate
ਠੋਸ,Substantive
ਕਾਫ਼ੀ ਤਨਖਾਹ,Substantive pay
ਠੋਸ ਪੋਸਟ,Substantive post
ਬਦਲ,Substitute
ਬਦਲ,Substitution
ਉਪ ਉਪ-ਪੈਰਾ,Sub sub-paragraph
ਉਪਨਗਰ,Suburban
ਉਪਨੋ.,Subvention
ਅਧੀਨਗੀ,Subversion
ਸਬਵੇਅ,Subway
ਸਫਲ,Succeeding
ਉਤਰਾਧਿਕਾਰੀ,Succession
ਲਗਾਤਾਰ,Successive
ਉਤਰਾਧਿਕਾਰੀ,Successor
ਸੁੱਕ ਜਾਣ ਵਾਲਾ,Succour
ਮੁਕੱਦਮਾ,Sue
ਦੁੱਖ,Suffer
ਦੁੱਖ,Suffering
ਕਾਫ਼ੀ,Sufficient
ਪਿਛੇਤਰ,Suffix
ਦੁੱਖ,Suffrage
ਸੁਝਾਅ,Suggestion
ਸੁਝਾਅ ਬਕਸਾ,Suggestion box
ਸੁਝਾਅ ਕਿਤਾਬ,Suggestions book
ਸੁਝਾਅ,Suggestive
ਖੁਦਕੁਸ਼ੀ,Suicide
ਮੁਕੱਦਮਾ,Suit
ਅਨੁਕੂਲਤਾ,Suitability
ਉਚਿਤ ਕਾਰਵਾਈ,Suitable action
Suited,Suited
ਜੋੜ,Sum
ਸੰਖੇਪ ਵਿੱਚ,Summarily
ਸੰਖੇਪ,Summary
ਸੰਖੇਪ ਅਜ਼ਮਾਇਸ਼,Summary trial
ਦਾ ਸਾਰ,Summing up
ਸੰਮੇਲਨ,Summit
ਸੰਮਨ,Summon
ਸਮਕਾਲੀ ਭੱਤਾ,Sumptuary allowance
ਜੋੜ,Sum up
ਸੰਜੀਦਾ,Sundry
ਸੂਓ ਮੋਟੋ,Suo moto
ਅਨੁਚਿਤ,Superannuation
ਸੁਪਰਨੁਕੇਸ਼ਨ ਪੈਨਸ਼ਨ,Superannuation pension
ਸਤਹੀ,Superficial
ਬੇਲੋੜੀ,Superfluous
ਸੁਪਰਿਮਜ਼,Superimpose
ਉੱਤਮ,Superior
ਉੱਤਮਤਾ,Superiority
ਅਲੌਕਿਕ,Supernumerary
ਅਲੌਕਿਕ ਪੋਸਟ,Supernumerary post
ਸੁਪਰਸੁਰਵਲੀ,Superscribe
ਸੁਪਰ,Superscription
ਸੁਪਰਬੇਡ,Supersede
ਆਪਸੀ,Supersession
ਸੁਪਰਸਟ੍ਰਕਚਰ,Superstructure
ਸੁਪਰਟੈਕਸ,Supertax
ਸੁਪਰ ਟਾਈਮਕੇਲ,Super timescale
ਨਿਗਰਾਨੀ,Supervision
ਸੁਪਰਵਾਈਜ਼ਰ,Supervisor
ਸੁਪਰਵਾਈਜ਼ਰੀ ਸਟਾਫ,Supervisory staff
ਪੂਰਕ,Supplement
ਪੂਰਕ,Supplementary
ਪੂਰਕ ਬਜਟ,Supplementary budget
ਪੂਰਕ ਲਾਗਤ,Supplementary cost
ਪੂਰਕ ਦੀ ਮੰਗ,Supplementary demand
ਪੂਰਕ ਗ੍ਰਾਂਟ,Supplementary grant
ਪੂਰਕ ਸਵਾਲ,Supplementary question
ਪੂਰਕ ਨਿਯਮ,Supplementary rules
ਸਪਲਾਇਰ,Supplier
ਸਪਲਾਈ,Supply
ਸਹਾਇਤਾ,Support
ਸਮਰਥਕ,Supporter
ਸਹਾਇਤਾ ਦਸਤਾਵੇਜ਼,Supporting documents
ਦਬਾਉਣ,Suppress
ਸਰਬੋਤਮਤਾ,Supremacy
ਸਰਵਉੱਚ,Supreme
ਸਰਚਾਰਜ,Surcharge
ਯਕੀਨਨ,Surety
ਯਕੀਨਨ ਬਾਂਡ,Surety bond
ਸਤਹ ਨਿਰੀਖਣ,Surface inspection
ਸਤਹ ਆਵਾਜਾਈ,Surface transport
ਸਰਜਰੀ,Surgery
ਉਪਨਾਮ,Surname
ਸਰਪਲੱਸ,Surplus
ਸਰਪਲੱਸ ਬਜਟ,Surplus budget
ਸਰਪਲੱਸ ਰਿਪੋਰਟ,Surplus report
ਸਰਪਲੱਸ ਸਟਾਫ,Surplus staff
ਹੈਰਾਨੀ ਦੀ ਜਾਂਚ,Surprise check
ਹੈਰਾਨੀ ਵਾਲੀ ਮੁਲਾਕਾਤ,Surprise visit
ਸਮਰਪਣ,Surrender
ਮਾਹੌਲ,Surroundings
Surtax,Surtax
ਨਿਗਰਾਨੀ,Surveillance
ਸਰਵੇਖਣ,Survey
ਸਰਵੇ ਰਿਪੋਰਟ,Survey report
ਬਚਾਅ,Survival
ਬਚਣਾ,Surviving
ਬਚਾਅ,Survivor
ਸੰਵੇਦਨਸ਼ੀਲਤਾ,Susceptibility
ਸ਼ੱਕੀ,Suspect
ਮੁਅੱਤਲ,Suspend
ਸਸਪੈਂਸ,Suspense
ਸਸਪੈਂਸ ਖਾਤਾ,Suspense account
ਮੁਅੱਤਲ,Suspension
ਮੁਅੱਤਲ ਆਰਡਰ,Suspension order
ਸ਼ੱਕ,Suspicion
ਟਿਕਾ.,Sustainable
ਟਿਕਾ able ਵਾਧਾ,Sustainable growth
ਕਾਇਮ,Sustained
ਸਹੁੰ,Swear
ਸਹੁੰ ਚੁੱਕਣੀ,Swearing-in-ceremony
ਸਿਲੇਬਸ,Syllabus
ਚਿੰਨ੍ਹ,Symbol
ਸਮਮਿਤੀ,Symmetry
ਹਮਦਰਦੀ,Sympathy
ਹਮਦਰਦੀ ਹੜਤਾਲ,Sympathy strike
ਸਿੰਪੋਸੀਅਮ,Symposium
ਲੱਛਣ,Symptom
ਸਮਕਾਲੀ,Synchronise
Synopiss,Synopsis
ਸੰਸਲੇਸ਼ਣ,Synthesis
ਸਿੰਥੈਟਿਕ,Synthetic
ਸਿਸਟਮ,System
ਯੋਜਨਾਬੱਧ,Systematic
ਯੋਜਨਾਬੱਧ ਕੰਮ,Systematic work
ਸਿਸਟਮ ਵਿਸ਼ਲੇਸ਼ਣ,Systems analysis
ਟੈਬ ਫੋਲਡਰ,Tab folder
ਟੇਬਲ,Table
ਝਾਂਕੀ,Tableau
ਵਿਸ਼ਾ - ਸੂਚੀ,Table of contents
ਘਰ ਦੀ ਸਾਰਣੀ,Table of the house
ਟੈਬਲਰ,Tabular
ਟੈਬਲੇਟ ਸਟੇਟਮੈਂਟ,Tabulated statement
ਟੈਬਲੇਸ਼ਨ,Tabulation
ਤਾਬੀਕ,Tabulator
ਨਜਿੱਠਦਾ ਹੈ,Tackle
ਚਾਲ,Tact
ਕਠੋਰ,Tactful
ਰਣਨੀਤੀ,Tactic
ਟੈਗ,Tag
ਘਰ ਦੀ ਤਨਖਾਹ ਲਓ,Take home pay
ਕਬਜਾ ਕਰਨਾ,Take over
ਪ੍ਰਤਿਭਾਵਾਨ,Talented
ਪ੍ਰਤਿਭਾ ਖੋਜ,Talent search
ਟੈਲੀ,Tally
Taal ਕਾਰਡ,Tally card
ਛੇੜਛਾੜ,Tampering
ਠੋਸ,Tangible
ਠੋਸ ਸੰਪਤੀ,Tangible asset
ਚੇਪੀ,Tape
ਟੇਪਿੰਗ,Tapping
ਕਠੋਰਤਾ,Tardiness
ਟੀਚਾ,Target
ਟਾਰਗੇਟ ਦੀ ਤਾਰੀਖ,Target date
ਟੈਰਿਫ,Tariff
ਝਰਨੀ,Tarnish
ਕੰਮ,Task
ਟਾਸਕ ਫੋਰਸ,Task force
ਟੈਕਸ,Tax
ਟੈਕਸ ਖਤਮ,Tax abatement
ਟੈਕਸਯੋਗ,Taxable
ਕਰਯੋਗ ਆਮਦਨ,Taxable income
ਟੈਕਸ ਵਿਵਸਥਾ,Tax adjustment
ਟੈਕਸ ਮੁਲਾਂਕਣ,Tax assessment
ਟੈਕਸ,Taxation
ਟੈਕਸ ਬਚਣ,Tax avoidance
ਟੈਕਸ ਸਲਾਹਕਾਰ,Tax consultant
ਟੈਕਸ ਘੋਸ਼ਣਾ,Tax declaration
ਸਰੋਤ 'ਤੇ ਟੈਕਸ ਕਟੌਤੀ,Tax deducted at source
ਟੈਕਸ ਕਟੌਤੀ,Tax deduction
ਟੈਕਸ ਚੋਰੀ,Tax evasion
ਟੈਕਸ ਦੀ ਛੋਟ,Tax exemption
ਟੈਕਸ ਮੁਫਤ,Tax free
ਟੈਕਸ ਅਦਾ ਕਰਨ ਵਾਲਾ,Tax payer
ਟੈਕਸ ਛੂਟ,Tax rebate
ਟੈਕਸ ਰਿਟਰਨ,Tax return
ਟੈਕਸ ਦੀ ਤਹਿ,Tax schedule
ਟੀਮ ਦੀ ਭਾਵਨਾ,Team spirit
ਟੀਮ ਦਾ ਕੰਮ,Team work
ਅੱਥਰੂ ਗੈਸ,Tear gas
ਤਕਨੀਕੀ,Technical
ਤਕਨੀਕੀ ਸਲਾਹ,Technical advice
ਤਕਨੀਕੀ ਕਾਲਜ,Technical college
ਤਕਨੀਕੀ ਡੇਟਾ,Technical data
ਤਕਨੀਕੀ ਪੋਸਟ,Technical post
ਤਕਨੀਕੀ ਯੋਗਤਾ,Technical qualification
ਤਕਨੀਕੀ ਹੁਨਰ,Technical skill
ਤਕਨੀਕੀ ਸ਼ਬਦ,Technical term
ਤਕਨੀਕੀ ਸਿਖਲਾਈ,Technical training
ਟੈਕਨੀਸ਼ੀਅਨ,Technician
ਤਕਨੀਕ,Technique
ਤਕਨੀਕੀ,Technocracy
ਟੈਕਨੋਕਰੇਟ,Technocrat
ਤਕਨੀਕੀ,Technological
ਟੈਕਨੋਲੋਜਿਸਟ,Technologist
ਟੈਕਨੋਲੋਜੀ,Technology
ਟੈਲੀਬਾਨਕਿੰਗ,Telebanking
ਤਾਰ,Telegram
ਟੈਲੀਗ੍ਰਾਫਿਕ ਐਡਰੈਸ,Telegraphic address
ਤਾਰ,Telegraphy
ਟੈਲੀਪ੍ਰਿੰਟਟਰ ਸੁਨੇਹਾ,Teleprinter message
ਟੈਲੀਵੀਜ਼ਨ,Television
ਟੈਲੀਅਮਾਨਿੰਗ,Teleworking
ਟੈਲੀਐਕਸ,Telex
ਟੇਲਰ,Teller
ਗੁੱਸਾ,Temper
ਸੁਭਾਅ,Temperament
ਸੁਭਾਅ,Temperamental
ਤਾਪਮਾਨ,Temperature
ਟੈਂਪੋ,Tempo
ਅਸਥਾਈ,Temporary
ਅਸਥਾਈ ਪੇਸ਼ਗੀ,Temporary advance
ਅਸਥਾਈ ਮੁਲਾਕਾਤ,Temporary appointment
ਅਸਥਾਈ ਅਪਾਹਜਤਾ,Temporary disability
ਅਸਥਾਈ ਪੋਸਟ,Temporary post
ਅਸਥਾਈ ਪਾਬੰਦੀ,Temporary restriction
ਅਸਥਾਈ ਖਾਲੀ,Temporary vacancy
ਪਰਤਾਵੇ,Temptation
ਕਾਰਜਕਾਲ,Tenable
ਤਣਾਅ,Tenacity
ਕਿਰਾਏਦਾਰੀ,Tenancy
ਕਿਰਾਏਦਾਰ,Tenant
ਰੁਝਾਨ,Tendency
ਟੈਂਡਰ,Tender
ਟੈਂਡਰ ਬਾਕਸ,Tender box
ਟੈਂਡਰਕਰਤਾ,Tenderer
ਟੈਂਡਰ ਨੋਟਿਸ,Tender notice
ਟੈਂਟੇਟਿਵ,Tentative
ਕਾਰਜਕਾਲ,Tenure
ਜ਼ਮੀਨ ਦਾ ਕਾਰਜਕਾਲ,Tenure of land
ਦਫਤਰ ਦਾ ਕਾਰਜਕਾਲ,Tenure of office
ਪੋਸਟ ਦਾ ਕਾਰਜਕਾਲ,Tenure of post
ਕੰਮ ਦਾ ਕਾਰਜਕਾਲ,Tenure of work
ਕਾਰਜਕਾਲ ਪੋਸਟ,Tenure post
ਮਿਆਦ,Term
ਖਤਮਯੋਗ,Terminable
ਟਰਮੀਨਲ (ਰਿਪੋਰਟ ਆਦਿ),Terminal (report etc.)
ਟਰਮੀਨਲ ਟੈਕਸ,Terminal tax
ਸਮਾਪਤੀ,Termination
ਸਮਾਪਤੀ ਧਾਰਾ,Termination clause
ਸਮਾਪਤੀ ਨੋਟਿਸ,Termination notice
ਸੇਵਾ ਦੀ ਸਮਾਪਤੀ,Termination of service
ਸ਼ਬਦਾਵਲੀ,Terminology
ਟਰਮ ਲੋਨ,Term loan
ਦਫਤਰ ਦੀ ਮਿਆਦ,Term of office
ਨਿਯਮ,Terms
ਨਿਬੰਧਨ ਅਤੇ ਸ਼ਰਤਾਂ,Terms and conditions
ਸਪੁਰਦਗੀ ਦੀਆਂ ਸ਼ਰਤਾਂ,Terms of delivery
ਹਵਾਲੇ ਦੀਆਂ ਸ਼ਰਤਾਂ,Terms of reference
ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ,Terms of service
ਪ੍ਰਦੇਸ਼,Territory
ਅੱਤਵਾਦ,Terror
ਅੱਤਵਾਦ,Terrorism
ਅੱਤਵਾਦੀ,Terrorist
ਤੀਜੀ ਲਾਭ,Tertiary benefit
ਟੈਸਟ,Test
ਨੇਮ,Testament
ਟੈਸਟ ਚਾਰਜ,Test charge
ਟੈਸਟ ਚੈੱਕ,Test check
ਟੈਸਟਰ,Tester
ਗਵਾਹੀ,Testify
ਪ੍ਰਸੰਸਾ ਪੱਤਰ,Testimonial
ਗਵਾਹੀ,Testimony
ਟੈਸਟਿੰਗ ਰਿਪੋਰਟ,Testing report
ਟੈਕਸਟ,Text
ਸ਼ੁਕਰਗੁਜ਼ਾਰ,Thankful
ਥੀਮ,Theme
ਥੈਰੇਪੀ,Therapy
ਤੀਸਰਾ ਪੱਖ,Third party
ਚੰਗੀ,Thoroughly
ਵਿਚਾਰਵਾਨ,Thoughtful
ਧਮਕੀ,Threat
ਤੌਹਫਾ,Thrift
ਦੁਆਰਾ,Through
ਬਾਹਰ ਸੁਟੋ,Throw out
ਥੰਬ ਇਮ,Thumb impression
ਥੰਪਿੰਗ ਬਹੁਗਿਣਤੀ,Thumping majority
ਟਿਕਟ,Ticket
ਟਾਈ,Tie
ਬੰਨ੍ਹਿਆ ਲੋਨ,Tied loan
ਟੀਅਰ,Tier
ਝੁਕਾਅ,Tilt
ਸਮਾਂ,Time
ਸਮਾਂ ਚਾਹੀਦਾ ਹੈ,Time allowed
ਸਮਾਂ ਬਰਦਾਸ਼ਤ,Time barred
ਸਮਾਂ ਬੱਧ,Time bound
ਟਾਈਮ ਕਾਰਡ,Time card
ਟਾਈਮ ਡਿਪਾਜ਼ਿਟ (= ਫਿਕਸਡ ਡਿਪਾਜ਼ਿਟ),Time deposit (=fixed deposit)
ਸਮਾਂ ਰੱਖਣਾ,Time keeping
ਸਮਾਂ ਸੀਮਾ,Time limit
ਸਮਾਂ ਬੰਦ,Time off
ਸਮਾਂ ਬਰਕਰਾਰ,Time overrun
ਟਾਈਮ ਪ੍ਰੋਗਰਾਮ,Timed programme
ਸਮਾਂ ਦਰ,Time rate
ਟਾਈਮ ਰਿਕਾਰਡਿੰਗ ਮਸ਼ੀਨ,Time recording machine
ਟਾਈਮ ਸਕੇਲ,Time scale
ਸਮਾਂ ਤਹਿ,Time schedule
ਟਾਈਮ ਸਟੈਂਪ,Time stamp
ਅਧਿਐਨ ਉਪਕਰਣ,Time study equipment
ਟਾਈਮ ਟੇਬਲ,Time table
ਸਮਾਂ,Timing
ਸੁਝਾਅ,Tips
ਸਿਰਲੇਖ,Title
ਸਿਰਲੇਖ ਧਾਰਕ,Title holder
ਟਾਇਲਟ,Toilet
ਟੋਕਨ,Token
ਟੋਕਨ ਮੈਂਬਰ,Token member
ਟੋਕਨ ਤਨਖਾਹ,Token pay
ਟੋਕਨ ਹੜਤਾਲ,Token strike
ਟੋਨ,Tone
ਟੋਨ ਡਾਉਨ,Tone down
ਟੋਨ ਅਪ,Tone up
ਟੂਲ,Tool
ਟੂਲ ਘੱਟ ਹੜਤਾਲ,Tool down strike
ਸਿਖਰ,Top
ਵਿਸ਼ਾ,Topic
ਚੋਟੀ ਦੇ ਪੱਧਰ ਦਾ ਫੈਸਲਾ,Top level decision
ਸਿਖਰ ਪ੍ਰਬੰਧਨ,Top management
ਟੌਪਿਮਸਟ,Topmost
ਚੋਟੀ ਦਾ ਅਧਿਕਾਰੀ,Top official
ਟੌਪੋਗ੍ਰਾਫੀ,Topography
ਮੁੱਖ ਤਰਜੀਹ,Top priority
ਸਿਖਰ ਦਰਜਾਬੰਦੀ,Top ranking
ਸਿਖਰ ਗੁਪਤ,Top secret
ਤਸੀਹੇ,Torture
ਕੁੱਲ,Total
ਕੁੱਲ ਸੇਵਾ,Total service
ਸਖ਼ਤ,Tough
ਟੂਰ,Tour
ਟੂਰ ਪ੍ਰੋਗਰਾਮ,Tour programme
ਟੂਰ ਰਿਪੋਰਟ,Tour report
ਟੋਟ,Tout
ਸ਼ਹਿਰ,Town
ਟਾ ship ਨਸ਼ਿਪ,Township
ਟਰੇਸ,Trace
ਟ੍ਰੈਕਟ,Tract
ਟ੍ਰੈਕਸ਼ਨ,Traction
ਵਪਾਰ ਸਮਝੌਤਾ,Trade agreement
ਟਰੇਡ ਯੂਨੀਅਨ,Trade union
ਪਰੰਪਰਾ,Tradition
ਟ੍ਰੇਨ,Train
ਟ੍ਰੇਨੀ,Trainee
ਟ੍ਰੇਨਸ਼ਿਪਸ਼ਿਪ,Traineeship
ਟ੍ਰੇਨਰ,Trainer
ਸਿਖਲਾਈ,Training
ਸਿਖਲਾਈ ਕੇਂਦਰ,Training centre
ਸਿਖਲਾਈ ਕਾਲਜ,Training college
ਸਿਖਲਾਈ ਡਿਵੀਜ਼ਨ,Training division
ਸਿਖਲਾਈ ਸੰਸਥਾ,Training institute
ਸਿਖਲਾਈ ਦੀ ਮਿਆਦ,Training period
ਸਿਖਲਾਈ ਪ੍ਰੋਗਰਾਮ,Training programme
ਸਿਖਲਾਈ ਇਕਾਈ,Training unit
ਗੁਣ,Trait
ਗੱਦਾਰ,Traitor
ਸ਼ਾਂਤੀ,Tranquillity
ਲੈਣ-ਦੇਣ,Transaction
ਕਾਰੋਬਾਰ ਦਾ ਲੈਣ-ਦੇਣ,Transaction of business
ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ,Transcription
ਟ੍ਰਾਂਸਫਰ,Transfer
ਟ੍ਰਾਂਸਫਰਯੋਗ ਚੀਜ਼ਾਂ,Transferable goods
ਪ੍ਰਵੇਸ਼ ਦਾ ਪ੍ਰਬੰਧਨ,Transfer entry
ਤਬਾਦਲਾ ਫੀਸ,Transfer fee
ਮੰਗਲਵਾਰ ਦਾ ਤਬਾਦਲਾ ਕਰੋ,Transfer memorandum
ਡੈਪੂਟੇਸ਼ਨ 'ਤੇ ਟ੍ਰਾਂਸਫਰ,Transfer on deputation
ਟ੍ਰਾਂਸਫਰ ਆਰਡਰ,Transfer order
ਤਬਦੀਲੀ,Transformation
ਆਵਾਜਾਈ,Transit
ਟ੍ਰਾਂਜ਼ਿਟ ਡਿ duty ਟੀ,Transit duty
ਤਬਦੀਲੀ,Transitional
ਟ੍ਰਾਂਜ਼ਿਟ ਪਾਸ,Transit pass
ਪਾਰਗਮਨ ਵੀਜ਼ਾ,Transit visa
ਟ੍ਰਾਂਜ਼ਿਟ ਵਰਕਸ਼ਾਪ,Transit workshop
ਅਨੁਵਾਦ,Translation
ਲਿਪੀ ਅੰਤਰਨ,Transliteration
ਸੰਚਾਰ,Transmission
ਪ੍ਰਸਾਰਿਤ,Transmit
ਆਵਾਜਾਈ,Transport
ਆਵਾਜਾਈ ਭੱਤਾ,Transport allowance
ਆਵਾਜਾਈ,Transportation
ਟ੍ਰਾਂਸਪੋਸੇਸ਼ਨਸ਼ਨ,Transposition
ਜਾਲ,Trap
ਯਾਤਰਾ,Travel
ਯਾਤਰਾ ਦੇ ਖਰਚੇ,Travel expenses
ਯਾਤਰੀ ਦੀ ਜਾਂਚ,Traveller’s cheque
ਯਾਤਰਾ ਭੱਤਾ,Travelling allowance
ਯਾਤਰਾ ਕਰਨ ਵਾਲਾ ਬਿੱਲ,Travelling allowance bill
ਯਾਤਰਾ ਦੀ ਰਿਆਇਤ,Travelling concession
ਧੋਖੇਬਾਜ਼,Treachery
ਦੇਸ਼ਧ੍ਰੋਹ,Treason
ਖਜ਼ਾਨਾ,Treasury
ਖਜ਼ਾਨਾ ਬੈਂਚ,Treasury bench
ਖਜ਼ਾਨਾ ਜਮ੍ਹਾਂ ਰਸੀਦ (ਟੀ.ਡੀ.ਆਰ.),Treasury deposit receipt(T.D.R.)
ਖਜ਼ਾਨਾ ਰਸੀਦ,Treasury receipt
ਖਜ਼ਾਨਾ ਵਾ ou ਚਰ,Treasury voucher
ਇਲਾਜ,Treat
ਸੰਧੀ,Treaty
ਹਵਾਲਗੀ ਦੀ ਸੰਧੀ,Treaty of extradition
ਟ੍ਰੈਕ,Trek
ਰੁਝਾਨ,Trend
ਗਲਤ,Trespass
ਮੁਕੱਦਮਾ,Trial
ਟਰਾਇਲ ਸੰਤੁਲਨ,Trial balance
ਅਜ਼ਮਾਇਸ਼ ਅਵਧੀ,Trial period
ਕਬੀਲੇ ਦਾ ਏਰੀਆ ਵਿਕਾਸ,Tribal area development
ਕਬਾਇਲੀ ਭਲਾਈ,Tribal welfare
ਗੋਤ,Tribe
ਟ੍ਰਿਬਿ al ਨਲ,Tribunal
ਟ੍ਰਿਬਿ .ਟ,Tribute
ਟ੍ਰਿਮ,Trim
ਯਾਤਰਾ,Trip
ਤ੍ਰਿਪਤ,Tripartite
ਟ੍ਰਿਪਲ,Triple
ਟ੍ਰਿਪਟਿਕੇਟ,Triplicate
ਸੱਚੀ ਨਕਲ,True copy
ਟਰੰਕ ਕਾਲ,Trunk call
ਭਰੋਸਾ,Trust
ਟਰੱਸਟੀ,Trustee
ਭਰੋਸੇਯੋਗ,Trustworthy
ਅਪ੍ਰਵਾਨਗ ਕਰ ਦੇਣਾ,Turn down
ਟਰਨਕੀ ​​ਦੇ ਅਧਾਰ,Turnkey basis
ਕੱਢਣਾ,Turn-out
ਟਰਨਓਵਰ,Turnover
ਫਿ .ਰਤਾਂ,Turpitude
ਟੂਟਲੇਜ,Tutelage
ਜੁੜਵਾਂ ਸ਼ਹਿਰ,Twin city
ਟਵਿਨ ਸ਼ੇਅਰਿੰਗ ਆਧਾਰ,Twin sharing basis
ਕਿਸਮ,Type
ਟਾਈਂਸਕ੍ਰਿਪਟ,Typescript
ਟਾਈਪਰਾਇਟਰ,Typewriter
ਟਾਈਪਰਾਇਟਿੰਗ,Typewriting
ਆਮ,Typical
ਟਾਈਪਿੰਗ,Typing
ਟਾਈਪਿੰਗ ਮਸ਼ੀਨ,Typing machine
ਟਾਈਪਿੰਗ ਪੂਲ,Typing pool
ਟਾਈਪੋਗ੍ਰਾਫਿਕਲ ਗਲਤੀ,Typographical error
ਉਲਟੀ ਮਨੋਰਥ,Ulterior motive
ਆਖਰੀ,Ultimate
ਆਖਰੀ ਖਪਤ,Ultimate consignee
ਆਖਰੀ ਲਾਗਤ,Ultimate cost
ਆਖਰੀ ਟੀਚਾ,Ultimate goal
ਆਖਰਕਾਰ,Ultimately
ਆਖਰੀ ਉਦੇਸ਼,Ultimate objective
ਅਲਟੀਮੇਟਮ,Ultimatum
ਅਲਟੀਮੋ,Ultimo
ਅਲਟਰਾਕੀਰ,Ultravires
ਅੰਪਾਇਰ,Umpire
ਅਸਵੀਕਾਰਨਯੋਗ,Unacceptable
ਬੇਲੋੜੀ ਸਮਾਨ,Unaccompanied baggage
ਬਿਨਾਂ ਰੁਕਾਵਟ,Unaided
ਅਸਪਸ਼ਟ,Unambiguous
ਸਰਬਸੰਮਤੀ,Unanimity
ਸਰਬਸੰਮਤੀ ਨਾਲ,Unanimous
ਸਰਬਸੰਮਤੀ ਨਾਲ ਫੈਸਲਾ,Unanimous decision
ਬੇਲੋੜਾ,Unassuming
ਅਣਚਾਹੇ,Unattached
ਅਣਅਧਿਕਾਰਤ,Unauthorized
ਅਟੱਲ,Unavoidable
ਅਟੱਲ ਹਾਲਾਤ,Unavoidable circumstances
ਅਟੱਲ ਦੇਰੀ,Unavoidable delay
ਅਨਮਬਿਤ,Unbecoming
ਬੇਹਿਸਾਬ,Uncashed
ਅਨਿਸ਼ਚਿਤ,Uncertain
ਲਾਵਾਰਿਸ,Unclaimed
ਲਾਵਾਰਿਸ ਸਮਾਨ,Unclaimed baggage
ਗੈਰ ਕਲਾਸੀਫਾਈਡ,Unclassified
ਬੇਕਾਬੂ,Uncommitted
ਅਸਧਾਰਨ,Uncommon
ਬੇਲੋੜੀ,Uncompromising
ਬਿਨਾਂ ਸ਼ਰਤ,Unconditional
ਬੇਕਾਬੂ,Unconfirmed
ਬੇਕਾਬੂ ਰਿਪੋਰਟ,Unconfirmed report
ਗੈਰ-ਸੰਵਿਧਾਨਕ,Unconstitutional
ਬੇਕਾਬੂ,Uncontested
ਬੇਕਾਬੂ,Uncontrolled
ਬੇਕਾਰ,Uncorroborated
ਅਣਜਾਣ ਮੰਗ,Uncovered demand
ਅਣਚਾਹੇ,Undated
ਅਣਵਿਆਹੇ ਪੱਤਰ,Undelivered letter
ਦੇ ਅਧੀਨ,Under
ਘੱਟ ਉਮਰ ਦੇ,Under-age
ਮੁਲਾਂਕਣ ਅਧੀਨ,Under assessment
ਬਿਲਿੰਗ ਦੇ ਅਧੀਨ,Under billing
ਪੋਸਟਿੰਗ ਦੇ ਸਰਟੀਫਿਕੇਟ ਅਧੀਨ,Under certificate of posting
ਵਿਚਾਰ ਅਧੀਨ,Under consideration
