English,Tamil
virtual reality markup language,மெய்நிகர் மார்க்கர் உண்மையான மொழி
virtual reality markup language (VRML),விர்ச்சுவல் ரியாலிட்டி மார்க்அப் லாங்குவேஜ் (விஆர்எம்எல்)
virtual storage access method,மெய்நிகர் சேமிப்பக அணுகல் முறை
virtual storage management,மெய்நிகர் சேமிப்பு மேலாண்மை
Virus,"1.வைரஸ், 2.வைரஸ்"
virus detection,வைரஸ் கண்டறிதல்
virus programme,"1.வைரஸ் புரோகிராம், 2.வைரஸ் புரோகிராம்"
Visibility,தெரிவுநிலை
Vision,பார்வை
visual basic,காட்சி அடிப்படை
visual C++,தெரியும் C++
visual display unit,"1.விஷுவல் டிஸ்பிளே யூனிட், 2.விசுவல் டிஸ்பிளே யூனிட்"
Vitual,மெய்நிகர்
vitual address,மெய்நிகர் முகவரி
vitual machine (VM),மெய்நிகர் இயந்திரம் (VM)
Voice,"1. பேச்சு, 2. பேச்சு"
voice mail,"1. பேச்சு அஞ்சல், 2. குரல் அஞ்சல்"
voice mail server,பேச்சு அஞ்சல் சேவையகம்
voice recognition,பேச்சு அங்கீகாரம்
Voice-net,"1. பேச்சு வலை, 2. பேச்சு வலை"
volatile memory,நினைவாற்றலை இழந்தது
Wafer,வேஃபர்
WAIS manager,"1.குரல் மேலாளர், 2.WAIS மேலாளர்"
wait die,இறுதியில் காத்திருக்கவும்
wait wound,காத்திருக்கும் சுருள்
waited code,"1. எடையுள்ள குறியீடு, 2. எடையுள்ள குறியீடு"
waited mean,எடையுள்ள சராசரி
waiting time,காத்திருக்கும் நேரம்
wall grade,அலை திசை
warm restart,மீண்டும் அமலாக்கம்
waste band width,"1. தரிசு பட்டை அகலம், 2. தரிசு பட்டை திறன்/அகலம்"
waterfall model,நீர்வீழ்ச்சி மாதிரி
Wavelet,அலைவரிசை
wavelet image compression,வேவ்லெட் பட சுருக்கம்
wavelet transform,அலைவரிசை மாற்றம்
weak entity,"1. பலவீனமான இருப்பு, 2. பலவீனமான சக்தி"
Web,இணையம்
web address,இணைய முகவரி
web authoring,இணைய எழுத்து
web browser,"1. இணைய உலாவி, 2. இணைய உலாவி"
web page,இணைய பக்கம்
Web server,இணைய சேவையகம்
web site,இணையதளம்
web-enabld application,இணைய ஆதரவு பயன்பாடுகள்
Web-enabled,இணைய ஆதரவு
weighted graph,"1. எடையுள்ள வரைபடம், 2. எடையுள்ள வரைபடம்"
well connected,இணைக்கப்பட்டுள்ளது
well formed formula,நன்கு செய்யப்பட்ட சூத்திரம்
well ordered set,ஆர்டர் செய்யப்பட்ட தொகுப்பு
Wetware,"ஈரப்பதம், ஈரப் பாத்திரம்"
wheatstone bench mark,"1. வீட்ஸ்டோன் இன்டிகேட்டிவ் ஸ்டாண்டர்ட், 2. வீட்ஸ்டோன் பெஞ்ச்மார்க்"
Wheel,"1. சக்கரம், 2. சக்கரம்"
while loop,லூப் போது
white box testing,வெள்ளை பெட்டி சோதனை
white light,"1.வெள்ளை, 2.வெள்ளை ஒளி"
white noise,வெள்ளை சத்தம்
wide area network (WAN),"பரந்த பகுதி நெட்வொர்க் (WAN, WAN)"
wide area network (WAN),பெரிய பகுதி நெட்வொர்க் (WAN)
wide band,பரந்த இசைக்குழு
wild card,"1.காட்டு அட்டை, 2.அகல அட்டை"
Wimp,WIP
win,டெப்வின் வலை
win zip,zip வெற்றி
Window,"1.ஜன்னல், 2.ஜன்னல், 3.ஜன்னல்"
Windowing,"1.திறத்தல், 2.சாளரம்"
Windows,விண்டோஸ்
windows explorer,விண்டோஸ் எக்ஸ்ப்ளோரர்
windows NT,விண்டோஸ் என்.டி
wire frame model,கம்பி சட்ட மாதிரி
wire printer,"வயர் பிரிண்டர், வயர் பிரிண்டர்"
wired logic,கம்பி வாதம்
wireless fidelity ( wi Fi),நம்பிக்கையான கம்பியில்லா சேவை
wireless LAN,கம்பியில்லா லேன்
wireless transmission,வயர்லெஸ் டிரான்ஸ்மிஷன்
Wizard,மந்திரவாதி
Word,"1. பல, 2. சொல்"
word key,வார்த்தை திறவுகோல்
word length,வார்த்தை நீளம்
word oriented,வார்த்தை சார்ந்த
word processing,சொல் செயலாக்க
word processing,சொல் செயலாக்க
word processor,சொல் செயலி
word underscore character,வார்த்தை அடிக்கோடிட்ட எழுத்து
work flow management,பணிப்பாய்வு மேலாண்மை
work group,பணி குழு
work unit,"1.வொர்க் யூனிட், 2.வேர்க் யூனிட்"
work volume,பணிகள்
working directory,நிர்வாக அடைவு
working set,வேலை தொகுப்பு
working storage,நிர்வாக கடை
Workshop,பணிமனை
Workstation,"1.பணி நிலையம், 2.பணி நிலையம்"
world co-ordinate,உலக ஒருங்கிணைப்புகள்
world wide web (WWW),உலகளாவிய வலை (WWW)
worst case analysis,மோசமான பகுப்பாய்வு
worst fit algorithm,குறைந்தபட்ச தகுதியான அல்காரிதம்
