Marathi,Assamese
"1.व्हेरिएबल लेन्थ कोड, 2.व्हेरिएबल लेन्थ कोड","1.ভেৰিয়েবল লেংথ ক&#39;ড, 2.ভেৰিয়েবল লেংথ ক&#39;ড"
"1.व्हेरिएबल नेम, 2.व्हेरिएबल नेम, 3.व्हेरिएबल नेम","১.চলকৰ নাম, ২.চলকৰ নাম, ৩.চলকৰ নাম"
"1. चल, 2. चल","1. চলক, 2. লৰৃ - চৰ হৈ থকা"
वेक्टर,ভেক্টৰ
"1.वेक्टर ग्राफिक्स, 2.वेक्टर ग्राफिक्स","1.ভেক্টৰ গ্রাফিক্স, 2.ভেক্টৰ গ্রাফিক্স"
वेक्टर प्रक्रिया,ভেক্টৰ প্ৰচেছিং
वेक्टराइज्ड व्यत्यय,ভেক্টৰাইজড ইন্টাৰপ্ৰট
वेन आकृती,ভেন ডায়াগ্ৰাম
पडताळणी आणि प्रमाणीकरण (V&amp;V),পৰীক্ষণ আৰু বৈধকৰণ (V&amp;V)
रूपांतरण नियंत्रण,ৰূপান্তৰ নিয়ন্ত্ৰণ
"1.रूपांतरण क्रमांक, 2.रूपांतरण क्रमांक","1.ৰূপান্তৰ সংখ্যা, 2.ৰূপান্তৰ সংখ্যা"
शीर्षस्थानी,শীৰ্ষ
अनुलंब प्रोसेसर,উলম্ব প্ৰচেছৰ
खूप मोठे एकत्रीकरण (VLSI),চৰম সংহতি (VLSI)
खूप लांब सूचना शब्द (VLIW),অতি দীঘল নিৰ্দেশনা শব্দ (VLIW)
व्ही एच डी एल,ভি এইচ ডি এল
व्हिडिओ कॅमेरा,ভিডিঅ&#39; কেমেৰা
व्हिडिओ टेलिकॉन्फरन्स,ভিডিঅ&#39; টেলিকনফাৰেন্স
व्हिडिओ प्रदर्शन टर्मिनल,ভিডিঅ&#39; প্ৰদৰ্শন টাৰ্মিনেল
"1.व्हिडिओ डिस्प्ले युनिट, 2.व्हिडिओ डिस्प्ले युनिट","1.ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট, 2.ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট"
व्हिडिओ गेम,ভিডিঅ&#39; গেম
व्हिडिओ ग्राफिक अॅरे (VGA),ভিডিঅ&#39; গ্রাফিক এৰে (VGA)
व्हिडिओ ग्राफिक्स अॅरे (VGA),ভিডিঅ&#39; গ্রাফিক্স এৰে (VGA)
व्हिडिओ सर्व्हर,ভিডিঅ&#39; চাৰ্ভাৰ
दृष्टी,দৃষ্টি
व्हिज्युअल छिद्र,ভিজুৱেল এপাৰচাৰ
दृश्यमान दरवाजा,দৃশ্যমান দুৱাৰ
आभासी सर्किट,ভাৰ্চুৱেল চাৰ্কিট
आभासी कार्य,ভাৰ্চুৱেল ফাংচন
आभासी स्मृती,ভাৰ্চুৱেল মেমৰি
आभासी खाजगी नेटवर्क,ভাৰ্চুৱেল ব্যক্তিগত নে&#39;টৱৰ্ক
आभासी वास्तव,ভাৰ্চুৱেল ৰিয়েলিটি
"1.Virtual Reality, 2.Virtual Reality","১.ভাৰ্চুৱেল ৰিয়েলিটি, ২.ভাৰ্চুৱেল ৰিয়েলিটি"
आभासी मार्कर वास्तविक भाषा,ভাৰ্চুৱেল মাৰ্কাৰ বাস্তৱ ভাষা
आभासी वास्तविकता मार्कअप भाषा (VRML),ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা (VRML)
आभासी संचयन प्रवेश पद्धत,ভাৰ্চুৱেল সংৰক্ষণ অভিগম পদ্ধতি
आभासी स्टोरेज व्यवस्थापन,ভাৰ্চুৱেল সংৰক্ষণ ব্যৱস্থাপনা
"1.व्हायरस, 2.व्हायरस","১.ভাইৰাছ, ২.ভাইৰাছ"
व्हायरस शोधणे,ভাইৰাছ ধৰা পেলোৱা
"1.व्हायरस प्रोग्राम, 2.व्हायरस प्रोग्राम","১.ভাইৰাছ প্ৰগ্ৰেম, ২.ভাইৰাছ প্ৰগ্ৰেম"
दृश्यमानता,দৃশ্যমানতা
दृष्टी,দৃষ্টি
व्हिज्युअल बेसिक,ভিজুৱেল বেচিক
दृश्यमान C++,দৃশ্যমান C++
"1. व्हिज्युअल डिस्प्ले युनिट, 2. व्हिज्युअल डिस्प्ले युनिट","1.ভিজুৱেল ডিছপ্লে ইউনিট, 2.ভিজুৱেল ডিছপ্লে ইউনিট"
आभासी,অপাৰ্থিৱ
आभासी पत्ता,ভাৰ্চুৱেল ঠিকনা
आभासी मशीन (VM),ভাৰ্চুৱেল মেচিন (VM)
"1. भाषण, 2. भाषण","১.বাক্য, ২.বাক্য"
"1.स्पीच मेल, 2.व्हॉइस मेल","১.স্পীচ মেইল, ২.ভইচ মেইল"
स्पीच मेल सर्व्हर,স্পিচ মেইল চাৰ্ভাৰ
भाषण ओळख,বাক্য চিনাক্তকৰণ
"1.स्पीच नेट, 2.स्पीच नेट","১.স্পীচ নেট, ২.স্পীচ নেট"
गमावलेली स्मृती,স্মৃতিশক্তি হেৰুৱাই পেলোৱা
वेफर,ৱেফাৰ
"1.व्हॉइस व्यवस्थापक, 2.WAIS व्यवस्थापक","১.ভইচ মেনেজাৰ, ২.ৱাইছ মেনেজাৰ"
प्रतीक्षा समाप्त,wait end
प्रतीक्षा कॉइल,ৱেইটিং কইল
"1. भारित कोड, 2. भारित कोड","১/ ওজনযুক্ত সংহিতা, ২) ওজনযুক্ত সংহিতা"
भारित सरासरी,ওজনযুক্ত গড়
वेळ वाट,অপেক্ষাৰ সময়
लहरी दिशा,তৰংগ দিশ
पुन्हा अंमलबजावणी,পুনৰ বলবৎ কৰা
"1. वांझ बँड रुंदी, 2. वांझ बँड क्षमता/रुंदी","1. বন্যাৰ্ত বেণ্ডৰ প্ৰস্থ, 2. বন্যাৰ্ত বেণ্ডৰ ক্ষমতা/প্ৰস্থ"
धबधबा मॉडेल,জলপ্ৰপাতৰ আৰ্হি
तरंग,wavelet
वेव्हलेट इमेज कॉम्प्रेशन,ৱেভলেট ইমেজ কম্প্ৰেছন
तरंग रूपांतर,ৱেভলেট ৰূপান্তৰ
"1. कमकुवत अस्तित्व, 2. कमकुवत शक्ती","১/ দুৰ্বল অস্তিত্ব, ২। দুৰ্বল শক্তি"
वेब,ৱেব
संकेतस्थळ,ৱেব ঠিকনা
वेब लेखन,ৱেব লিখা
"1.वेब ब्राउझर, 2.वेब ब्राउझर","১.ৱেব ব্ৰাউজাৰ, ২.ৱেব ব্ৰাউজাৰ"
वेब पृष्ठ,ৱেব পৃষ্ঠা
वेब सर्व्हर,ৱেব চাৰ্ভাৰ
संकेतस्थळ,ৱেবছাইট
वेब समर्थित अनुप्रयोग,ৱেব সমৰ্থিত এপ্লিকেচনসমূহ
वेब समर्थित,ৱেব সমৰ্থিত
"1.भारित आलेख, 2. भारित आलेख","1.ওজনযুক্ত গ্ৰাফ, 2. ওজনযুক্ত গ্ৰাফ"
जोडलेले,সংযুক্ত
चांगले तयार केलेले सूत्र,ভালদৰে বনোৱা সূত্ৰ
ऑर्डर केलेला सेट,অৰ্ডাৰ কৰা ছেট
"आर्द्रता, वेटवेअर","humidor, ৱেটৱেৰ"
"1. व्हीटस्टोन सूचक मानक, 2. व्हीटस्टोन बेंचमार्क","1. হুইটষ্টোন ইণ্ডিকেটিভ ষ্টেণ্ডাৰ্ড, 2. হুইটষ্টোন বেঞ্চমাৰ্ক"
"1. चाक, 2. चाक","১.চকা, ২.চকা"
पळवाट असताना,while লুপ
पांढरा बॉक्स चाचणी,বগা বাকচৰ পৰীক্ষা
"1. पांढरा, 2. पांढरा प्रकाश","১.বগা, ২.বগা পোহৰ"
पांढरा आवाज,বগা শব্দ
"वाइड एरिया नेटवर्क (WAN, WAN)","ৱাইড এৰিয়া নেটৱৰ্ক (WAN, WAN)"
लार्ज एरिया नेटवर्क (WAN),বৃহৎ এলেকা নেটৱাৰ্ক (WAN)
रुंद बँड,বহল বেণ্ড
"1.वाइल्ड कार्ड, 2.वाइड कार्ड","1.ৱাইল্ড কাৰ্ড, 2.ৱাইড কাৰ্ড"
WIP,WIP
tebwin वेब,টেবউইন ৱেব
जिप जिंका,জিপ জিপ
"1.विंडो, 2.विंडो, 3.विंडो","১.উইণ্ড’, ২.উইণ্ড’, ৩.উইণ্ড’"
"1.उघडणे,2.खिडक्या","১.খোলা, ২.উইণ্ডো কৰা"
खिडक्या,উইণ্ড’জ
विंडोज एक्सप्लोरर,উইণ্ড&#39;জ এক্সপ্ল&#39;ৰাৰ
windows nt,উইণ্ড&#39;জ nt
वायर फ्रेम मॉडेल,তাঁৰৰ ফ্ৰেমৰ মডেল
"वायर प्रिंटर, वायर प्रिंटर","তাঁৰ প্ৰিন্টাৰ, তাঁৰ প্ৰিন্টাৰ"
