Hindi,Punjabi
द्वितीयक प्रदूषक,ਸੈਕੰਡਰੀ ਪ੍ਰਦੂਸ਼ਿਤ
गौण उत्पादकता,ਸੈਕੰਡਰੀ ਉਤਪਾਦਕਤਾ
"स्रवण, स्राव",Sec્ sec્રાtion
स्रावी,ਗੁਪਤ
शामक,ਸੈਡੇਟਿਵ
प्रतृण,ਸੇਡਜ
"अवसाद, तलछट",ਤਿਲਕ
अवसादी,ਸਟਰਮੈਂਟਰੀ
अवसादी शैल,ਸਵਾਗਤ ਚੱਟਾਨ
अवसादन गुणाक,ਗਠੀਏ
बीजावरण,ਬੀਜ ਕੋਟ
बीजाहारी,ਬੀਜ ਖਾਣ
बीजी फर्न,ਬੀਜ ਫਰਨ
बीज बहुगुणन,ਬੀਜ ਗੁਣਾ
"नवोद्भिद्, पौद, पौध",ਬੀਜ
"विसंयोजन, संपृथकन",ਅਲੱਗ ਹੋਣਾ
सेहीमा,ਸਹਿਮਾ
कंपानुकुंचन,ਸੱਤਵੇਂ
ग्रहविकार,ਸਪੁਰਦਗੀ
सिलैजिनेला,ਸੇਲਾਗਨੀਲਾ
वरणयोग्य चिह्नक,ਚੋਣਯੋਗ ਮਾਰਕਰ
वरण,ਚੋਣ
वरणात्मक प्रजनन,ਚੋਣਵੀਂ ਪ੍ਰਜਨਨ
वरणात्मक पारगम्यता,ਚੋਣਵੇਂ ਪਾਰਬ੍ਰਿਪਤ
वरणतः पारगम्य,ਚੋਣਵੇਂ ਤੌਰ ਤੇ ਪਹੁੰਚਯੋਗ
सेलीनियम,ਸੇਲੇਨੀਅਮ
स्व-उत्तेजन,ਸਵੈ ਜੋਤਾ
स्वनिषेचन,ਸਵੈ ਗਰੱਭਧਾਰਣ
स्वअसंगतता,ਸਵੈ-ਨਿਰਭਰਤਾ
स्वअनिषेच्यता,ਸਵੈ-ਨਿਰਭਰਤਾ
स्वपरागण,ਸਵੈ ਪਰਾਗਸ਼
स्वतः उत्पादक अणु,ਸਵੈ ਉਤਪਾਦਕ ਅਣੂ
स्वतः नियामक,ਸਵੈ ਰੈਗੂਲੇਟਿੰਗ
स्वबंध्यता,ਸਵੈ-ਸਟੀਰਤੀ
स्व-संधारण,ਸਵੈ ਕਾਇਮ
स्व-संधारक,ਸਵੈ ਕਾਇਮ
स्वपरागित फसल,ਸਵੈ-ਪਰਾਗਿਤ ਫਸਲ
अर्धशुष्क प्रक्षेत्र,ਅਰਧ ਸੁੱਕੇ ਖੇਤਰ
अर्धस्वचालित विश्लेषित्र,ਅਰਧ-ਸਵੈਚਾਲਿਤ ਵਿਸ਼ਲੇਸ਼ਕ
अर्ध संरक्षी,ਅਰਧ ਕੰਜ਼ਰਵੇਟਿਵ
अर्धसंरक्षी प्रतिकृतीयन,ਅਰਧ ਰੂੜ੍ਹੀਵਾਦੀ ਪ੍ਰਤੀਕ੍ਰਿਤੀ
अर्धवामन स्वरूप / प्रकृति,ਅਰਧ ਡਵਾਰਫ ਸੁਭਾਅ
अर्धवामन किस्म,ਅਰਧ ਡਵਰਫ ਕਿਸਮ
आंशिक सदाबहार जंगल,ਅਰਧ ਸਦਾਬਹਾਰ ਜੰਗਲ
अर्धप्राकृतिक अवस्था,ਅਰਧ ਕੁਦਰਤੀ ਸਥਿਤੀ
शुक्राशय,ਸੈਮੀਨਲ ਵੇਸਿਕਲ
शुक्रजनक नलिका,ਸੈਮੀਨੀਫਾਇਰਸ ਟਿ ule ਬਲੇ
अर्धपरजीवी,ਅਰਧ-ਪਰਜੀਵੀ
अर्धपारगम्य,ਅਰਧ-ਜ਼ੇਰਾ
जीर्णता,ਸੀਨੇਸੈਂਸ
"जीर्ण, जीर्यमान",ਸੱਚਾ
"संवेदन, संवेदना",ਸਨਸਨੀ
"ज्ञानेंद्रिय, संवेदी अंग",ਭਾਵਨਾ ਅੰਗ
अर्थक आर.एन.ए.,ਭਾਵਨਾ ਆਰ ਐਨ ਏ
संवेदी चार्ट अभिलेखी,ਸੰਵੇਦਨਸ਼ੀਲ ਚਾਰਟ ਰਿਕਾਰਡਰ
संवेदी जीव,ਸੰਵੇਦਨਸ਼ੀਲ ਜੀਵ
संवेदी न्यूरॉन,ਸੰਵੇਦੀ ਨਿ ur ਰਂ
संवेदी अभिग्रहण और अभिप्रवाह,ਸੰਵੇਦੀ ਰਿਸੈਪਸ਼ਨ ਅਤੇ ਪ੍ਰੋਸੈਸਿੰਗ
संवेदी स्पर्शक,ਸੰਵੇਦੀ ਤੰਬੂ
संवेदी पैपिला,ਸੰਵੇਦੀ ਪੈਪੀਲਾ
बाह्यदल,ਸੇਪਲ
बाह्यदलाभ,ਸੀਪਾਲੂਇਡ
पृथकन,ਵੱਖ ਹੋਣਾ
पृथकन भित्ति,ਵੱਖ ਕਰਨ ਦੀ ਕੰਧ
सीपिया,ਸੇਪੀਆ
पटीय वृक्कक,ਸੈਪਲ ਨਫ੍ਰਿਡਿਆ
पटीय वृक्कक,ਸੈਪਟਲ ਨੇਫ੍ਰਿਡਿਅਮ
पट,ਸੇਪਟਮ
अनुक्रम अंकन,ਕ੍ਰਮ ਵਿਆਖਿਆ
क्रमिक समुदाय,ਸਰਲ ਕਮਿ Community ਨਿਟੀ
क्रमिक अवस्था,ਵਾਰਲ ਪੜਾਅ
क्रमक,Seare
"रेशमकीट पालन, रेशम संवर्धन",ਸੀਕਲਚਰ
सीरम विज्ञान,ਸੰੋਲਨੋਲੋਜੀ
सीरम श्लेष्मिक ग्रंथि,ਸਰਾਪ-ਲੇਸ ਵਾਲੀ ਗਲੈਂਡ
"लसीकला, सिरोसा",ਸੇਰੋਸਸਾ
आराकार,ਸੀਰੇਟ
सर्टोली कोशिका (आधारी कोशिका),ਸੇਰਤੀ ਸੈੱਲ (ਸਹਾਇਤਾ ਵਾਲਾ ਸੈੱਲ)
सीरम,ਸੀਰਮ
सेस्बेनिया,ਸੇਸਾਨੀਆ
"अवृंत (वन.), स्थानबद्ध (प्राणि.)",ਸਿਖਾਉਣਾ
स्फोटिकावृंत,ਸੇਟਾ
शूक,ਸੇਟਾ
"स्फोटिकावृंत (वन.), शूकसीटा (प्राणि)",Seete
गंभीर संयुक्त प्रतिरक्षा न्यूनता,ਗੰਭੀਰ ਮਿਸ਼ਰਿਤ ਇਮਿ u ਨੋ ਦੀ ਘਾਟ
वाहितमल उपचार,ਸੀਵਰੇਜ ਦਾ ਇਲਾਜ
लिंग,ਲਿੰਗ
"लैंगिक व्यवहार, यौन व्यवहार",ਜਿਨਸੀ ਵਿਵਹਾਰ
"लिंग गुणसूत्र, लिंग क्रोमोसोम",ਸੈਕਸ ਕ੍ਰੋਮੋਸੋਮ
लिंग हॉर्मोन,ਸੈਕਸ ਹਾਰਮੋਨ
लैंगिक कपट,ਜਿਨਸੀ ਧੋਖਾ
लैंगिक विकास,ਜਿਨਸੀ ਵਿਕਾਸ
लैंगिक द्विरूपता,ਜਿਨਸੀ ਡਾਈਮੋਰਫਿਜ਼ਮ
"लैंगिक परिपक्वता, यौन परिपक्वता",ਜਿਨਸੀ ਪਰਿਪੱਕਤਾ
लैंगिक जनन,ਜਿਨਸੀ ਪ੍ਰਜਨਨ
संचारित रोग,ਜਿਨਸੀ ਸੰਚਾਰਿਤ ਬਿਮਾਰੀ (ਐਸਟੀਡੀ)
"शैफ्ट, कांड",ਸ਼ਾਫਟ
उथली मृदा,ਘੱਟ ਮਿੱਟੀ
कवचहीन अंडा,ਸ਼ੈੱਲ-ਘੱਟ ਅੰਡਾ
कवचयुक्त अंडा,ਸ਼ੈਲਡ ਅੰਡਾ
कवच मत्स्य,ਸ਼ੈੱਲ-ਮੱਛੀ
शेफर्ड पर्स,ਚਰਵਾਹੇ ਦਾ ਪਰਸ
शेटलैंड टट्टू,ਸ਼ਟਲੈਂਡ ਟੋਨੀ
"नौ कृमि, शिप वर्म",ਸਮੁੰਦਰੀ ਕੀੜੇ
घात प्रोटीन,ਸਦਮਾ ਪ੍ਰੋਟਿ .ਨ
प्ररोह अक्ष,ਸ਼ੂਟ ਐਕਸਿਸ
प्ररोह बेधक,ਸ਼ੂਟ ਬੋਰ
शोरिया रोबस्टा,ਸ਼ੋਰੀਆ ਰੋਬਸਟਾ
अल्प प्रदीप्तिकाली पादप,ਛੋਟਾ ਦਿਨ ਦਾ ਪੌਦਾ
छोटा कद,ਛੋਟਾ ਕੱਦ
लघु अनुबद्ध पुनरावर्तक,ਛੋਟਾ ਟੈਂਡਮ ਦੁਹਰਾਓ
लघु तंरग विकिरण,ਛੋਟਾ ਵੇਵ ਰੇਡੀਏਸ਼ਨ
बंदूक छर्रा,ਸ਼ਾਟਗਨ ਪਾਈਲੇਟ
"क्षुप, झाड़ी",ਝਾੜੀ
क्षुप स्तर,ਝਾੜੀ
सहोदर जाति,ਭੈਣ-ਭਰਾ ਸਪੀਸੀਜ਼
दात्र कोशिका अरक्तता,ਦਾਤਰੀ ਸੈੱਲ ਅਨੀਮੀਆ
दात्र कोशिका जीन,ਦਾਤਰੀ ਸੈੱਲ ਜੀਨ
चालनी नलिका,ਸਿਈਵੀ ਟਿ .ਬ
चालनी-जैसा,ਸਿਈਵੀ ਵਰਗਾ
सिग्मा कारक,ਸਿਗਮਾ ਫੈਕਟਰ
सिग्माभ वृद्धि,ਸਿਗੋਮਾਈਡ ਵਾਧਾ
"संदेशवाहक आर, एन. ए. का प्रशमन",ਐਮਆਰਐਨਏ ਦੀ ਚੁੱਪ
"नीरव प्रदेश, ध्वनिहीन प्रदेश",ਚੁੱਪ ਜ਼ੋਨ
सिलिकामय कंटिका,ਸਿਲੀਸੀਸ ਸਪਿਕੂਲ
सिलिकन डाइऑक्साइड,ਸਿਲੀਕਾਨ ਡਾਈਆਕਸਾਈਡ
सिलिकामयता,ਸਿਲਕੋਸਿਸ
सिलिक्वा,ਸਿਲੀਕ
सेमल वृक्ष,ਰੇਸ਼ਮ ਕਪਾਹ ਦਾ ਰੁੱਖ
गादन,ਗਠਿਤ
सिल्यूरियन कल्प,ਸਿਲੂਰੀਅਨ ਪੀਰੀਅਡ
सिल्वर फर (एबीज पिन्ड्रो),ਸਿਲਵਰ ਐਫ.ਆਈ.ਆਰ. (ਪਿੰਡਰ)
सरल द्विखंडन,ਸਧਾਰਣ ਬਾਈਨਰੀ ਫੌਰਪੋਸ਼ਨ
"एकस्तरी उपकला, सरल एपिथीलियम",ਸਧਾਰਨ ਉਪਰਾਧਨ
सरल पर्ण,ਸਧਾਰਨ ਪੱਤਾ
सरल सूक्ष्मदर्शी,ਸਧਾਰਣ ਮਾਈਕਰੋਸਕੋਪ
सरल नलिकाकार तंत्र,ਸਧਾਰਨ ਟਿ ular ਬੂਲਰ ਸਿਸਟਮ
सरलतम नलिकाकार उत्सर्जन तंत्र,ਸਧਾਰਣ ਟਿ ular ਬੂਲਰ ਐਕਸਰੇਟਰੀ ਪ੍ਰਣਾਲੀ
"अनुकरण, अनुकार",ਸਿਮੂਲੇਸ਼ਨ
एकल आबंध,ਸਿੰਗਲ ਬਾਂਡ
एक कोशिकीय,ਸਿੰਗਲ ਕੁਚਲਿਆ ਹੋਇਆ
एकल दूत आर.एन.ए.,ਸਿੰਗਲ ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ
एकल न्यूक्लियोटाइड की बहुरूपता,ਸਿੰਗਲ ਨਿ ne ਕਲੀਓਟਾਈਡ ਪੌਲੀਮੋਰਫਿਜ਼ਮ
एकल रज्जुकी,ਸਿੰਗਲ ਫਸੇ
"कोटर, शिरानाल",ਸਾਈਨਸ
शिरा कोटर,ਸਾਈਨਸ ਵੇਸਸਸ
सह-अर्धसूत्र,ਭੈਣ ਕ੍ਰੋਮੈਟਿਡ
समष्टि आमाप,ਆਬਾਦੀ ਦਾ ਆਕਾਰ
कंकालीय फलुओरोसिस,ਪਿੰਜਰ ਫਲੋਰੋਸਿਸ
कंकाल पेशी,ਪਿੰਜਰ ਮਾਸਪੇਸ਼ੀ
कंकाल तंत्र,ਪਿੰਜਰ ਸਿਸਟਮ
"त्वक कैन्सर, त्वचा कैन्सर",ਚਮੜੀ ਦਾ ਕਸਰ
करोटि,ਖੋਪੜੀ
काटो-जलाओ कृषि,ਸਲੈਸ਼ ਕਰੋ ਅਤੇ ਖੇਤੀਬਾੜੀ ਸਾੜੋ
बूचड़खाना अपशिष्ट,ਕਤਲੇਆਮ ਘਰ ਰਹਿੰਦ-ਖੂੰਹਦ
निद्रालु रोग,ਨੀਂਦ ਦੀ ਬਿਮਾਰੀ
स्लाइडिंग फिलामेंट सिद्धांत,ਸਲਾਈਡਿੰਗ ਥਲਮੈਂਟ ਥਿ .ਲ
अल्प गतिशील,ਥੋੜ੍ਹਾ ਚੱਲ
श्लेष्माभ स्तर,ਸਲਾਈਮ ਪਰਤ
अवपंक फँफूदी,ਸਲਾਈਮ ਉੱਲੀ
अवपंकी पिंड,ਪਤਲੇ ਪੁੰਜ
समाश्रयण प्रवणता,ਪ੍ਰਤੀਨਿਧੀ ਦਾ ope ਲਾਨ
आपंक,ਸਲੱਜ
कर्दम,ਘੁਰਕੀ
स्मैक,ਸਮੈਕ
चेचक,ਛੋਟਾ ਕੱਚਾ
स्माइलेक्स,ਸਮਿਲੈਕਸ
"धूम, कुहरा",ਧੁੰਦ
धूम्र स्तंभ,ਧੂੰਆਂ ਦੇ ਦਰਵਾਜ਼ੇ
चिकनी अंतर्द्रव्यी जालिका,ਨਿਰਵਿਘਨ ER
चिकनी पेशी,ਨਿਰਵਿਘਨ ਮਾਸਪੇਸ਼ੀ
कंड,ਸਮੂਟ
स्नैपड्रैगन पुष्प,ਸਨੈਪਡ੍ਰੈਗਨ ਫਲਾਵਰ
कश खींचना,ਸਨੌਰਟਿੰਗ
हिमांधता,ਬਰਫ ਦੇ ਅੰਨ੍ਹੇਪਨ
हिम मुक्त,ਬਰਫ ਮੁਫ਼ਤ
हिमपात,ਬਰਫਬਾਰੀ
सामाजिक वानिकी,ਸੋਸ਼ਲ ਫੌਰੈਸਟਰੀ
"गर्तिका, सॉकेट",ਸਾਕਟ
सोडियम,ਸੋਡੀਅਮ
सोडियम ऐजाइड,ਸੋਡੀਅਮ ਅਜ਼ਾਦ
मृदा,ਮਿੱਟੀ
मृदा प्रदूषण,ਮਿੱਟੀ ਪ੍ਰਦੂਸ਼ਣ
मृदापरिच्छेदिका,ਮਿੱਟੀ ਪ੍ਰੋਫ਼ਾਇਜ਼
मृदागठन,ਮਿੱਟੀ ਦਾ ਬਣਤਰ
सोलेनेसी,ਸੋਲਨਾਸੀਆ
सोलेनम,Solanlum
सोलेनम ट्यूबरोसम,ਸੋਲਨਮ ਟੂਰੋਸਮ
"सौर ऊष्मांक, सौर नियतांक",ਸੋਲਰ ਸਥਿਰ
सौर ऊर्जा,ਸੂਰਜੀ ਊਰਜਾ
सौर नीहारिका,ਸੋਲਰ ਨੇਬੁਲਾ
सौर विकिरण,ਸੋਲਰ ਰੇਡੀਏਸ਼ਨ
सौर स्पेक्ट्रम,ਸੋਲਰ ਸਪੈਕਟ੍ਰਮ
सौर परिवार,ਸੂਰਜੀ ਸਿਸਟਮ
नलकाभ,ਸੋਲਨੋਇਡ
सॉलिडेगो,ਸਿਆਲਾਗੋ
एकल कक्षीय,ਇਕੱਲੇ ਐਕਸੀਲਰੀ
"विलेय, घुलनशील",ਘੁਲਣਸ਼ੀਲ
घुलनशील जैव पदार्थ,ਘੁਲਣਸ਼ੀਲ ਜੈਵਿਕ ਪਦਾਰਥ
घुलनशील कार्बनिक पदार्थ,ਘੁਲਣਸ਼ੀਲ ਜੈਵਿਕ ਪਦਾਰਥ
विलेय,ਘੋਲ
विलेय सांद्रता,ਘੋਲ ਇਕਾਗਰਤਾ
"विलेयन, घोल",ਦਾ ਹੱਲ
विलयन विभव,ਹੱਲ ਸੰਭਾਵਨਾ
विलायक,ਘੋਲਨ ਵਾਲਾ
कायक्लोनी संग्रह,ਸੋਮਕਲੋਨਲ ਸੰਗ੍ਰਹਿ
"कायक्लोन, कायएकपूर्वजक",ਸੋਮੈਕਲੋਨ
"कायिक, दैहिक",ਸੋਮੈਟਿਕ
कायिक भ्रूण,ਸੋਮੈਟਿਕ ਭਰੂਣ
कायिक संकर,ਸੋਮੈਟਿਕ ਹਾਈਬ੍ਰਿਡ
कायिक संकरण,ਸੋਮੈਟਿਕ ਹਾਈਬ੍ਰੇਸ਼ਨ
कायद्रव्य,ਸੋਮਾਡੋਪਲਾਜ਼ਮ
कायिक-संवेदी क्षेत्र,ਸੋਮਟੋਸੈਸਰੀ ਖੇਤਰ
कायिक संवेदी वल्कुट,ਸੋਮਟੋਸੈਸਰੀ ਕਾਰਟੈਕਸ
सोमैटोस्टैटिन,ਸੋਮਾਡੋਸਟੇਟਿਨ
कायपोषी,ਸੋਮੈਟ੍ਰੋਪ
श्रव्यलेखन,ਸੋਨੋਗ੍ਰਾਫੀ
कज्जल,ਸੂਟ
सोरोसिस,ਸੋਗ
बीजाणुधानी पुंज,ਸਰੇਸ
ध्वनि स्तर,ਆਵਾਜ਼ ਦਾ ਪੱਧਰ
ध्वनिरोधी जैकेट,ਸਾ ound ਸਪ੍ਰਾਇਓਫ ਇਨਸੂਲੇਟ ਜੈਕਟ
"सदर्न शोषण, सदर्न ब्लॉटिंग",ਦੱਖਣੀ ਧੁੰਦਲਾ
अंतरिक्ष अन्वेषण प्रौद्योगिकी,ਪੁਲਾੜ ਦੀ ਖੋਜ ਟੈਕਨੋਲੋਜੀ
"आकाश, अंतरिक्ष",ਸਪੇਸ
"अवकाश, अंतराल",ਸਪੇਸ
स्पैडिक्स,ਸਪੈਡਿਕਸ
स्थानिक वितरण,ਸਥਾਨਿਕ ਡਿਸਟ੍ਰੀਬਿ .ਸ਼ਨ
स्थानिक मापक्रम,ਸਥਾਨਿਕ ਸਕੇਲ
स्पैचुलाकार,ਛੁਪਣ
"अंडजनन, समांडन",ਸਪਾਅਿੰਗ
"जलांडक, समांड",ਸਪਾਅਿੰਗ
भालाकार घास,ਬਰਛੀ ਘਾਹ
जाति उद्भवन,ਸ਼ਬਦ
विशेष सृष्टि,ਵਿਸ਼ੇਸ਼ ਰਚਨਾ
"जाति, स्पीशीज",ਸਪੀਸੀਜ਼
जाति संघटन,ਸਪੀਸੀਜ਼ ਰਚਨਾ
जाति-विविधरूपण,ਸਪੀਸੀਜ਼ ਵਿਭਿੰਨਤਾ
जाति विविधता,ਸਪੀਸੀਜ਼ ਵਿਭਿੰਨਤਾ
जातियों की पारस्परिक क्रिया,ਸਪੀਸੀਜ਼ ਗੱਲਬਾਤ
जाति की पारस्परिक निर्भरता,ਸਪੀਸੀਜ਼ ਇੰਟਰਡੇਪਮੈਂਟਸ
जाति तालिका,ਸਪੀਸੀਜ਼ ਵਸਤੂ
जाति समृद्धता,ਸਪੀਸੀਜ਼
विशिष्ट रूधिर वाहिनी,ਖਾਸ ਲਹੂ ਭਾਂਡੇ
विशिष्ट एंडोन्यूक्लिएज,ਖਾਸ ਐਂਡਸਨੁਕ
विशिष्ट एंजाइम,ਖਾਸ ਪਾਚਕ
विशिष्ट ऊष्मा,ਖਾਸ ਗਰਮੀ
विशिष्ट प्रतिरक्षा,ਖਾਸ ਛੋਟ
विशिष्ट अणु,ਖਾਸ ਅਣੂ
विशिष्ट नाम,ਖਾਸ ਨਾਮ
विशिष्ट ग्राही,ਖਾਸ ਰੀਸੈਪਟਰ
विशिष्ट अभिज्ञान अनुक्रम,ਖਾਸ ਮਾਨਤਾ ਕ੍ਰਮ
विशिष्ट अभिज्ञान स्थल,ਖਾਸ ਮਾਨਤਾ ਵਾਲੀ ਸਾਈਟ
"प्रतिदर्श, नमूना",ਨਮੂਨਾ
स्पेक्ट्रिन,ਸਪੈਕਟ੍ਰਿਨ
वाक् प्रेरक क्षेत्र,ਸਪੀਚ ਮੋਟਰ ਖੇਤਰ
शुक्राणु लाइसिन,ਸ਼ੁਕਰਾਣੂ ਲਿੰਸਿਨ
शुक्राणु,ਸ਼ੁਕਰਾਣੂ
शुक्रग्राहिका,ਸ਼ੁਕਰਾਣੂ
वृषण रज्जु,ਸ਼ੁਭਕਾਮਨਾਵਾਂ
प्रशुक्राणु,ਸ਼ੁਕਰਾਣੂ (ਆਈਏ)
प्रशुक्राणुजन,ਸ਼ੁਕਰਾਣਾਸ਼ਾ
प्रशुक्राणुजनन,ਸ਼ੁਕਰਾਣੂ
शुक्राणुजनन,ਸ਼ੁਕਰਾਣੂ
