Gujarati,Punjabi
"1. નેઇલ રિજ કન્ફિગરેશન, 2. નીચે ખેંચો","1. ਨੇਲ ਰਿਜ ਕੌਂਫਿਗਰੇਸ਼ਨ, 2. ਹੇਠਾਂ ਖਿੱਚੋ"
"1. સ્થાન, 2. સ્થાન વિજ્ઞાન","1. ਸਥਾਨ, 2. ਸਥਾਨ ਵਿਗਿਆਨ"
ટચ પેડ્સ,ਟੱਚ ਪੈਡ
ટચ સ્ક્રીન,ਟਚ ਸਕਰੀਨ
"1.માર્ક, 2.માર્ક, 3.ટ્રેસિંગ","1.ਨਿਸ਼ਾਨ, 2.ਨਿਸ਼ਾਨ, 3.ਟਰੇਸਿੰਗ"
ટ્રેસીંગ,ਟਰੇਸਿੰਗ
"1.વે, 2.પાથ, 3.લીક","1.ਰਾਹ, 2.ਪਾਥ, 3.ਲੀਕ"
"1.ટ્રેક ડિસ્ક, 2.પાથ ડિસ્ક","1.ਟਰੈਕ ਡਿਸਕ, 2.ਪਾਥ ਡਿਸਕ"
પાથ ટેપ,ਮਾਰਗ ਟੇਪ
"1.અનુસરો, 2.અનુસરો","1. ਅਨੁਸਰਣ ਕਰੋ, 2. ਅਨੁਸਰਣ ਕਰੋ"
"1. અનુસરો, 2. અનુસરો","1. ਪਾਲਣਾ ਕਰੋ, 2. ਪਾਲਣਾ ਕਰੋ"
માર્ગ,ਟ੍ਰੈਜੈਕਟਰੀ
"1.ટ્રાન્ઝેક્શન, 2.ડીલ, 3.ટ્રાન્ઝેક્શન, 4.એક્સચેન્જ","1. ਟ੍ਰਾਂਜੈਕਸ਼ਨ, 2. ਡੀਲ, 3. ਟ੍ਰਾਂਜੈਕਸ਼ਨ, 4. ਐਕਸਚੇਂਜ"
"1. ડીલ ફાઇલ, 2. એક્ટિવિટી ફાઇલ","1. ਡੀਲ ਫਾਈਲ, 2. ਐਕਟੀਵਿਟੀ ਫਾਈਲ"
"1.ટ્રાન્ઝેક્શન ડોક્યુમેન્ટ, 2.ટ્રાન્ઝેક્શન લોગ","1. ਟ੍ਰਾਂਜੈਕਸ਼ਨ ਦਸਤਾਵੇਜ਼, 2. ਟ੍ਰਾਂਜੈਕਸ਼ਨ ਲੌਗ"
"1. ટ્રાંસ્ક્રાઇબ કરો, 2. લિવ્યંતરણ કરો","1. ਲਿਪੀਅੰਤਰਿਤ ਕਰੋ, 2. ਲਿਪੀਅੰਤਰਿਤ ਕਰੋ"
ટ્રાન્સડ્યુસર,ਟ੍ਰਾਂਸਡਿਊਸਰ
ટ્રાન્સફર દર,ਤਬਾਦਲਾ ਦਰ
ટ્રાન્સફર સમય,ਟ੍ਰਾਂਸਫਰ ਦਾ ਸਮਾਂ
રૂપાંતર,ਤਬਦੀਲੀ
ક્ષણિક ભૂલ,ਪਲ ਦੀ ਗਲਤੀ
સંક્રમણ સમયગાળો,ਤਬਦੀਲੀ ਦੀ ਮਿਆਦ
"1. સંક્રમણ, 2. અયનકાળ","1. ਪਰਿਵਰਤਨ, 2. ਸੰਕ੍ਰਮਣ"
સાંસર્ગિક,ਛੂਤਕਾਰੀ
સંક્રમિત,ਸੰਕਰਮਿਤ
"1.અનુવાદ, 2.અનુવાદ, 3.અર્થઘટન","1. ਅਨੁਵਾਦ, 2. ਅਨੁਵਾਦ, 3. ਵਿਆਖਿਆ"
"1. ટ્રાન્સમિશન, ટ્રાન્સમિટ, 2. ટ્રાન્સમિટ","1. ਪ੍ਰਸਾਰਣ, ਸੰਚਾਰਿਤ, 2. ਸੰਚਾਰਿਤ"
કોમ્યુનિકેશન કંટ્રોલ પ્રોટોકોલ (TCP),ਸੰਚਾਰ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ (TCP)
"1.ટ્રાન્સમિશન લાઇન, 2.ટ્રાન્સમિશન લાઇન","1. ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ, 2. ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ"
ટ્રાન્સમીટર,ਟ੍ਰਾਂਸਮੀਟਰ
પારદર્શિતા,ਪਾਰਦਰਸ਼ਤਾ
ટ્રાન્સપોન્ડર,ਟ੍ਰਾਂਸਪੋਂਡਰ
"1.પરિવહન, 2.રીગ્રેશન","1.ਟਰਾਂਸਪੋਰਟ, 2.ਰਿਗਰੈਸ਼ਨ"
સ્થાનાંતરણ,ਤਬਦੀਲੀ
ટ્રાન્સપ્યુટર,ਟ੍ਰਾਂਸਪਿਊਟਰ
"1.ટ્રાન્સમિશન રીસીવર, 2.ટ્રાન્સ રીસીવર","1.ਟ੍ਰਾਂਸਮਿਟ ਰੀਸੀਵਰ, 2.ਟ੍ਰਾਂਸ ਰਿਸੀਵਰ"
"1. ટ્રેપ, 2. ટ્રેપ, 3. પકડો","1. ਜਾਲ, 2. ਜਾਲ, 3. ਫੜਨਾ"
પરિભ્રમણ,ਰੋਟੇਸ਼ਨ
વૃક્ષ (સંક્રમણ),ਰੁੱਖ (ਪਰਿਵਰਤਨ)
વૃક્ષ નેટવર્ક,ਰੁੱਖ ਨੈੱਟਵਰਕ
સહાયક સર્કિટ,ਸਹਾਇਕ ਸਰਕਟ
તુચ્છ આકૃતિ,ਮਾਮੂਲੀ ਚਿੱਤਰ
મુશ્કેલીનિવારણ,ਸਮੱਸਿਆ ਨਿਪਟਾਰਾ
ફાડી નાખ્યું,ਬੰਦ ਕਰ ਦਿੱਤਾ
સત્ય ટેબલ,ਸੱਚਾਈ ਸਾਰਣੀ
"1. ટ્યુનર, 2. ટ્યુનર, 3. ટ્યુનર","1. ਟਿਊਨਰ, 2. ਟਿਊਨਰ, 3. ਟਿਊਨਰ"
"1.ટનલિંગ, 2.ટનલિંગ","1. ਸੁਰੰਗ, 2. ਸੁਰੰਗ"
"1. ગોઠવણ, 2. ટ્યુનિંગ, 3. ટ્યુનિંગ","1. ਐਡਜਸਟਮੈਂਟ, 2. ਟਿਊਨਿੰਗ, 3. ਟਿਊਨਿੰਗ"
ટપલ,tuple
ટર્બો પાસ્કલ,ਟਰਬੋ ਪਾਸਕਲ
ટ્યુરિંગ મશીન,ਟਿਊਰਿੰਗ ਮਸ਼ੀਨ
કાર્ય પૂર્ણ કરવાનો સમય,ਬਦਲਣ ਦਾ ਸਮਾਂ
ટર્નઅરાઉન્ડ દસ્તાવેજ,ਤਬਦੀਲੀ ਦਸਤਾਵੇਜ਼
વળાંકનો ક્રમ,ਵਾਰੀ ਕ੍ਰਮ
કપલ કેબલ,ਜੋੜੇ ਦੀ ਕੇਬਲ
"1. ઊંધી જોડી, 2. ઊંધી જોડી","1. ਉਲਟਾ ਜੋੜਾ, 2. ਉਲਟਾ ਜੋੜਾ"
ડબલ પાસ રીમાઇન્ડર,ਡਬਲ ਪਾਸ ਰੀਮਾਈਂਡਰ
બે પૂરક,ਦੋ ਦੇ ਪੂਰਕ
પ્રકાર,ਕਿਸਮ
"1. પ્રકાર ચહેરો, 2. અક્ષર","1. ਚਿਹਰਾ ਕਿਸਮ, 2. ਅੱਖਰ"
ટાઇપોગ્રાફિકલ ટોચ,ਟਾਈਪੋਗ੍ਰਾਫਿਕਲ ਸਿਖਰ
પ્રિન્ટર વ્હીલ,ਪ੍ਰਿੰਟਰ ਵ੍ਹੀਲ
ટાઇપિંગ,ਟਾਈਪਿੰਗ
અવિરત પાવર સ્ત્રોત,ਨਿਰਵਿਘਨ ਸ਼ਕਤੀ ਸਰੋਤ
"1. સિંગલ ઓપરેશન, 2. વન-પાર્ટ સિસ્ટમ","1. ਸਿੰਗਲ ਓਪਰੇਸ਼ਨ, 2. ਇੱਕ-ਭਾਗ ਸਿਸਟਮ"
એકલ કામગીરી,ਸਿੰਗਲ ਓਪਰੇਸ਼ਨ
"1.સિંગલ ઓપરેટર, 2.સિંગલ ઓપરેટર","1. ਸਿੰਗਲ ਓਪਰੇਟਰ, 2. ਸਿੰਗਲ ਓਪਰੇਟਰ"
અનિશ્ચિતતા,ਅਨਿਸ਼ਚਿਤਤਾ
અપ્રતિબંધિત નિવેદન,ਬੇਰੋਕ ਬਿਆਨ
અગણિત,ਅਣਗਿਣਤ
અનાવરણ,ਉਦਘਾਟਨ
અનિર્ણાયક,ਨਿਰਣਾਇਕ
અવ્યાખ્યાયિત,ਪਰਿਭਾਸ਼ਿਤ
અવ્યાખ્યાયિત રેકોર્ડ,ਪਰਿਭਾਸ਼ਿਤ ਰਿਕਾਰਡ
વિનાશ,ਵਿਨਾਸ਼
"1. બળજબરી, 2. સંયોજક, 3, સંયોજક","1. ਜ਼ਬਰਦਸਤੀ, 2. ਕੋਆਰਡੀਨੇਟਰ, 3, ਕੋਆਰਡੀਨੇਟਰ"
અસ્પષ્ટ,ਅਣ-ਨਿਰਧਾਰਤ
"1.અનિર્દિષ્ટ ગ્રાફ, 2.અનિર્દિષ્ટ ગ્રાફ","1.ਅਨਿਰਧਾਰਿਤ ਗ੍ਰਾਫ਼, 2.ਅਨਿਰਧਾਰਿਤ ਗ੍ਰਾਫ਼"
સમાન દિશામાં સેવાનો સમય,ਉਸੇ ਦਿਸ਼ਾ ਸੇਵਾ ਦਾ ਸਮਾਂ
રદ કરો,ਰੱਦ ਕਰੋ
"1.અનફોર્મેટેડ ડિસ્ક, 2.અનફોર્મેટેડ ડિસ્ક","1.ਅਨਫਾਰਮੈਟਿਡ ਡਿਸਕ, 2.ਅਨਫਾਰਮੈਟਿਡ ਡਿਸਕ"
મેપિંગ,ਮੈਪਿੰਗ
"1.યુનિકોડ, 2.સિંગલ કોડ","1. ਯੂਨੀਕੋਡ, 2. ਸਿੰਗਲ ਕੋਡ"
અસ્પષ્ટ વૃક્ષ,ਅਣ-ਨਿਰਧਾਰਤ ਰੁੱਖ
સમાન રિસોર્સ લોકેશન એસેસર (YRL),ਯੂਨੀਫਾਰਮ ਰਿਸੋਰਸ ਲੋਕੇਸ਼ਨ ਅਸੈਸਰ (YRL)
એક પ્રક્રિયા,ਇੱਕ ਪ੍ਰੋਸੈਸਿੰਗ
અનન્ય,ਵਿਲੱਖਣ
અનશિલ્ડેડ ટ્વિસ્ટેડ ડબલ્સ (UTP),ਅਨਸ਼ੀਲਡ ਟਵਿਸਟਡ ਡਬਲਜ਼ (UTP)
"1.એકમ, 2. એકમ","1. ਯੂਨਿਟ, 2. ਯੂਨਿਟ"
એકમ સરનામું,ਯੂਨਿਟ ਦਾ ਪਤਾ
એકમ અંતરાલ,ਯੂਨਿਟ ਅੰਤਰਾਲ
એકમ પરીક્ષણ,ਯੂਨਿਟ ਟੈਸਟ
એકમ કોડ,ਯੂਨਿਟ ਕੋਡ
એક પોસ્ટ,ਇੱਕ ਪੋਸਟ
યુનિવર્સલ અસિંક્રોનસ રીસીવર/સેન્ડર (UART),ਯੂਨੀਵਰਸਲ ਅਸਿੰਕ੍ਰੋਨਸ ਰਿਸੀਵਰ/ਪ੍ਰੇਸ਼ਕ (UART)
સાર્વત્રિક ફ્લિપ-ફ્લોપ,ਯੂਨੀਵਰਸਲ ਫਲਿੱਪ-ਫਲਾਪ
સામાન્ય સમૂહ,ਆਮ ਸੈੱਟ
સાર્વત્રિક પાત્ર સમૂહ,ਯੂਨੀਵਰਸਲ ਅੱਖਰ ਸੈੱਟ
યુનિક્સ,ਯੂਨਿਕਸ
વિપાશા,ਵਿਪਾਸ਼ਾ
અસુરક્ષિત વિસ્તાર,ਅਣਰਾਖਵਾਂ ਖੇਤਰ
બિનઆરક્ષિત ફાઇલ (ફાઇલ),ਅਣਰਿਜ਼ਰਵਡ ਫਾਈਲ (ਫਾਇਲ)
અગમ્ય,ਪਹੁੰਚ ਤੋਂ ਬਾਹਰ
અણગમતું,ਅਣਚਾਹੇ
અસુરક્ષિત,ਅਣਰੱਖਿਅਤ
નિષ્ફળ કોલ,ਅਸਫਲ ਕਾਲ
untar,untar
અસંગતતાઓને અપડેટ કરો,ਅਸੰਗਤਤਾਵਾਂ ਨੂੰ ਅਪਡੇਟ ਕਰੋ
અપડેટ કરેલી ફાઇલ,ਅੱਪਡੇਟ ਕੀਤੀ ਫਾਇਲ
અપડેટ,ਅੱਪਡੇਟ
અપગ્રેડ,ਅੱਪਗਰੇਡ
અપગ્રેડ,ਅੱਪਗਰੇਡ
અપલિંક,ਅੱਪਲਿੰਕ
ઉચ્ચ ભાર,ਉੱਚ ਲੋਡ
ઓવરહેડ મેમરી વિસ્તાર,ਓਵਰਹੈੱਡ ਮੈਮੋਰੀ ਖੇਤਰ
"1. પ્રવાહ દીઠ, 2. પ્રતિકૂળ","1. ਪ੍ਰਤੀ ਵਹਾਅ, 2. ਪ੍ਰਤੀਕੂਲ"
ઓવરટાઇમ,afikun asiko
"1.ઉપર, 2.ઉપર, 3.ઉપર","1.ਉੱਪਰ, 2.ਉੱਪਰ, 3.ਉੱਪਰ ਵੱਲ"
"1.Usenet, 2.Use","1.Usenet, 2.Use"
"1.નેટ વપરાશકર્તા, 2.વપરાશકર્તા","1.ਨੈੱਟ ਉਪਭੋਗਤਾ, 2.ਉਪਭੋਗਤਾ"
વપરાશકર્તા એજન્ટ,ਉਪਭੋਗਤਾ ਏਜੰਟ
વપરાશકર્તા પ્રમાણીકરણ,ਉਪਭੋਗਤਾ ਪ੍ਰਮਾਣਿਕਤਾ
વપરાશકર્તા ડેટા મોનિટરિંગ પ્રોટોકોલ (UDP),ਯੂਜ਼ਰ ਡਾਟਾ ਮਾਨੀਟਰਿੰਗ ਪ੍ਰੋਟੋਕੋਲ (UDP)
મૈત્રીપૂર્ણ વપરાશકર્તા,ਉਪਭੋਗਤਾ ਨਾਲ ਅਨੁਕੂਲ
વપરાશકર્તા ઓળખ,ਉਪਭੋਗਤਾ ਦੀ ਪਛਾਣ
વપરાશકર્તા ઓળખ (UID),ਉਪਭੋਗਤਾ ਪਛਾਣ (UID)
વપરાશકર્તા ઈન્ટરફેસ,ਯੂਜ਼ਰ ਇੰਟਰਫੇਸ
વપરાશકર્તા નામ,ਉਪਭੋਗਤਾ ਨਾਮ
"1. વપરાશકર્તા પ્રોફાઇલ, 2. વપરાશકર્તા પ્રોફાઇલ","1. ਯੂਜ਼ਰ ਪ੍ਰੋਫ਼ਾਈਲ, 2. ਯੂਜ਼ਰ ਪ੍ਰੋਫ਼ਾਈਲ"
ઉપયોગિતા,ਉਪਯੋਗਤਾ
ઉપયોગિતા સોફ્ટવેર,ਉਪਯੋਗਤਾ ਸਾਫਟਵੇਅਰ
"1. માન્ય, 2. માન્ય","1.ਵੈਧ, 2.ਵੈਧ"
"1 માન્યતા, 2. માન્યતા","1 ਪ੍ਰਮਾਣਿਕਤਾ, 2. ਪ੍ਰਮਾਣਿਕਤਾ"
માન્યતા પ્રોટોકોલ,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
માન્યતા પરીક્ષણ,ਪ੍ਰਮਾਣਿਕਤਾ ਟੈਸਟ
"1.વેલિડિટી ચેક, 2.વેલિડિટી ચેક","1. ਵੈਧਤਾ ਜਾਂਚ, 2. ਵੈਧਤਾ ਜਾਂਚ"
મૂલ્યવાન નેટવર્ક (VAN),ਕੀਮਤੀ ਨੈੱਟਵਰਕ (VAN)
મૂલ્યવાન પુનર્વિક્રેતા (VAR),ਕੀਮਤੀ ਮੁੜ ਵਿਕਰੇਤਾ (VAR)
ખૂટે છે,ਗੁੰਮ ਬਿੰਦੂ
"1. વેપરવેર, 2. વરાળ જહાજ","1. ਭਾਫ਼ ਦਾ ਸਮਾਨ, 2. ਭਾਫ਼ ਵਾਲਾ ਭਾਂਡਾ"
તફાવત,ਪਰਿਵਰਤਨ
ચલ સરનામું,ਵੇਰੀਏਬਲ ਪਤਾ
ચલ બીટ દર,ਵੇਰੀਏਬਲ ਬਿੱਟ ਰੇਟ
ચલ ક્ષેત્ર લંબાઈ,ਵੇਰੀਏਬਲ ਫੀਲਡ ਦੀ ਲੰਬਾਈ
"1.વેરિયેબલ લેન્થ કોડ, 2.વેરિયેબલ લેન્થ કોડ","1. ਵੇਰੀਏਬਲ ਲੈਂਥ ਕੋਡ, 2. ਵੇਰੀਏਬਲ ਲੈਂਥ ਕੋਡ"
"1.ચલ નામ, 2.ચલ નામ, 3.ચલ નામ","1. ਵੇਰੀਏਬਲ ਨਾਮ, 2. ਵੇਰੀਏਬਲ ਨਾਮ, 3. ਵੇਰੀਏਬਲ ਨਾਮ"
"1. ચલ, 2. ચલ","1. ਵੇਰੀਏਬਲ, 2. ਵੇਰੀਏਬਲ"
વેક્ટર,ਵੈਕਟਰ
"1.વેક્ટર ગ્રાફિક્સ, 2.વેક્ટર ગ્રાફિક્સ","1. ਵੈਕਟਰ ਗ੍ਰਾਫਿਕਸ, 2. ਵੈਕਟਰ ਗ੍ਰਾਫਿਕਸ"
વેક્ટર પ્રોસેસિંગ,ਵੈਕਟਰ ਪ੍ਰੋਸੈਸਿੰਗ
વેક્ટરાઇઝ્ડ વિક્ષેપ,ਵੈਕਟਰਾਈਜ਼ਡ ਰੁਕਾਵਟ
વેન ડાયાગ્રામ,ਵੇਨ ਚਿੱਤਰ
ચકાસણી અને માન્યતા (V&amp;V),ਤਸਦੀਕ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ (V&amp;V)
રૂપાંતર નિયંત્રણ,ਪਰਿਵਰਤਨ ਨਿਯੰਤਰਣ
"1.રૂપાંતરણ નંબર, 2.રૂપાંતરણ નંબર","1. ਪਰਿਵਰਤਨ ਨੰਬਰ, 2. ਪਰਿਵਰਤਨ ਨੰਬਰ"
ટોપ,ਸਿਖਰ
વર્ટિકલ પ્રોસેસર,ਲੰਬਕਾਰੀ ਪ੍ਰੋਸੈਸਰ
એક્સ્ટ્રીમ ઇન્ટિગ્રેશન (VLSI),ਬਹੁਤ ਵੱਡਾ ਏਕੀਕਰਣ (VLSI)
ખૂબ લાંબા સૂચના શબ્દો (VLIW),ਬਹੁਤ ਲੰਬੇ ਨਿਰਦੇਸ਼ ਸ਼ਬਦ (VLIW)
વી એચ ડી એલ,ਵੀ ਐੱਚ ਡੀ ਐੱਲ
વિડિયો કેમેરા,ਵੀਡੀਓ ਕੈਮਰਾ
વિડિયો ટેલિકોન્ફરન્સ,ਵੀਡੀਓ ਟੈਲੀਕਾਨਫਰੰਸ
વિડિઓ પ્રદર્શન ટર્મિનલ,ਵੀਡੀਓ ਡਿਸਪਲੇਅ ਟਰਮੀਨਲ
"1.વિડિયો ડિસ્પ્લે યુનિટ, 2.વિડિયો ડિસ્પ્લે યુનિટ","1.ਵੀਡੀਓ ਡਿਸਪਲੇ ਯੂਨਿਟ, 2.ਵੀਡੀਓ ਡਿਸਪਲੇ ਯੂਨਿਟ"
વિડિયો ગેમ્સ,ਵੀਡੀਓ ਖੇਡ
વિડિયો ગ્રાફિક એરે (VGA),ਵੀਡੀਓ ਗ੍ਰਾਫਿਕ ਐਰੇ (VGA)
વિડિયો ગ્રાફિક્સ એરે (VGA),ਵੀਡੀਓ ਗ੍ਰਾਫਿਕਸ ਐਰੇ (VGA)
વિડિઓ સર્વર,ਵੀਡੀਓ ਸਰਵਰ
દૃષ્ટિ,ਨਜ਼ਰ
દ્રશ્ય છિદ્ર,ਦਿੱਖ ਅਪਰਚਰ
દૃશ્યમાન દરવાજો,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਦਰਵਾਜ਼ਾ
વર્ચ્યુઅલ સર્કિટ,ਵਰਚੁਅਲ ਸਰਕਟ
વર્ચ્યુઅલ કાર્ય,ਵਰਚੁਅਲ ਫੰਕਸ਼ਨ
વર્ચ્યુઅલ મેમરી,ਵਰਚੁਅਲ ਮੈਮੋਰੀ
વર્ચ્યુઅલ ખાનગી નેટવર્ક,ਵਰਚੁਅਲ ਪ੍ਰਾਈਵੇਟ ਨੈੱਟਵਰਕ
વર્ચ્યુઅલ વાસ્તવિકતા,ਵਰਚੁਅਲ ਅਸਲੀਅਤ
"1.વર્ચ્યુઅલ રિયાલિટી, 2.વર્ચ્યુઅલ રિયાલિટી","1.ਵਰਚੁਅਲ ਰਿਐਲਿਟੀ, 2.ਵਰਚੁਅਲ ਰਿਐਲਿਟੀ"
વર્ચ્યુઅલ માર્કર વાસ્તવિક ભાષા,ਵਰਚੁਅਲ ਮਾਰਕਰ ਅਸਲ ਭਾਸ਼ਾ
વર્ચ્યુઅલ રિયાલિટી માર્કઅપ લેંગ્વેજ (VRML),ਵਰਚੁਅਲ ਰਿਐਲਿਟੀ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (VRML)
વર્ચ્યુઅલ સ્ટોરેજ એક્સેસ પદ્ધતિ,ਵਰਚੁਅਲ ਸਟੋਰੇਜ ਪਹੁੰਚ ਵਿਧੀ
વર્ચ્યુઅલ સ્ટોરેજ મેનેજમેન્ટ,ਵਰਚੁਅਲ ਸਟੋਰੇਜ਼ ਪ੍ਰਬੰਧਨ
"1.વાઈરસ, 2.વાઈરસ","1.ਵਾਇਰਸ, 2.ਵਾਇਰਸ"
વાયરસ શોધ,ਵਾਇਰਸ ਦੀ ਖੋਜ
"1.વાયરસ પ્રોગ્રામ, 2.વાયરસ પ્રોગ્રામ","1.ਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ, 2.ਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ"
દૃશ્યતા,ਦਿੱਖ
દ્રષ્ટિ,ਦ੍ਰਿਸ਼ਟੀ
મૂળભુત દ્રશ્ય,ਵਿਜ਼ੂਅਲ ਬੁਨਿਆਦੀ
દૃશ્યમાન C++,ਦਿਖਣਯੋਗ C++
"1.વિઝ્યુઅલ ડિસ્પ્લે યુનિટ, 2.વિઝ્યુઅલ ડિસ્પ્લે યુનિટ","1. ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇ ਯੂਨਿਟ, 2. ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇ ਯੂਨਿਟ"
વર્ચ્યુઅલ,ਵਰਚੁਅਲ
વર્ચ્યુઅલ સરનામું,ਵਰਚੁਅਲ ਪਤਾ
વર્ચ્યુઅલ મશીન (VM),ਵਰਚੁਅਲ ਮਸ਼ੀਨ (VM)
"1. ભાષણ, 2. ભાષણ","1. ਭਾਸ਼ਣ, 2. ਭਾਸ਼ਣ"
"1.સ્પીચ મેઇલ, 2.વોઇસ મેઇલ","1.ਸਪੀਚ ਮੇਲ, 2.ਵੌਇਸ ਮੇਲ"
સ્પીચ મેઇલ સર્વર,ਸਪੀਚ ਮੇਲ ਸਰਵਰ
વાણી ઓળખ,ਬੋਲੀ ਮਾਨਤਾ
"1.સ્પીચ નેટ, 2.સ્પીચ નેટ","1.ਸਪੀਚ ਨੈੱਟ, 2.ਸਪੀਚ ਨੈੱਟ"
યાદશક્તિ ગુમાવવી,ਯਾਦਦਾਸ਼ਤ ਗੁਆ
વેફર,ਵੇਫਰ
"1.વોઇસ મેનેજર, 2.WAIS મેનેજર","1. ਵੌਇਸ ਮੈਨੇਜਰ, 2. WAIS ਮੈਨੇਜਰ"
રાહ અંત,ਉਡੀਕ ਅੰਤ
પ્રતીક્ષા કોઇલ,ਉਡੀਕ ਕੋਇਲ
"1. વેઇટેડ કોડ, 2. વેઇટેડ કોડ","1. ਵਜ਼ਨ ਵਾਲਾ ਕੋਡ, 2. ਵਜ਼ਨ ਵਾਲਾ ਕੋਡ"
ભારિત સરેરાશ,ਭਾਰ ਵਾਲਾ ਮਤਲਬ
રાહ સમય,ਉਡੀਕ ਸਮਾਂ
તરંગ દિશા,ਲਹਿਰ ਦੀ ਦਿਸ਼ਾ
પુનઃ અમલીકરણ,ਮੁੜ-ਲਾਗੂ ਕਰਨਾ
"1. બેરન બેન્ડ પહોળાઈ, 2. બેરન બેન્ડ ક્ષમતા/પહોળાઈ","1. ਬੰਜਰ ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੰਜਰ ਬੈਂਡ ਸਮਰੱਥਾ/ਚੌੜਾਈ"
વોટરફોલ મોડેલ,ਵਾਟਰਫਾਲ ਮਾਡਲ
તરંગ,ਵੇਵਲੇਟ
વેવલેટ ઇમેજ કમ્પ્રેશન,ਵੇਵਲੇਟ ਚਿੱਤਰ ਸੰਕੁਚਨ
વેવલેટ ટ્રાન્સફોર્મ,ਵੇਵਲੇਟ ਪਰਿਵਰਤਨ
"1. નબળું અસ્તિત્વ, 2. નબળી શક્તિ","1. ਕਮਜ਼ੋਰ ਹੋਂਦ, 2. ਕਮਜ਼ੋਰ ਸ਼ਕਤੀ"
વેબ,ਵੈੱਬ
વેબ સરનામું,ਵੈੱਬ ਪਤਾ
વેબ લેખન,ਵੈੱਬ ਲਿਖਤ
"1.વેબ બ્રાઉઝર, 2.વેબ બ્રાઉઝર","1. ਵੈੱਬ ਬ੍ਰਾਊਜ਼ਰ, 2. ਵੈੱਬ ਬ੍ਰਾਊਜ਼ਰ"
વેબ પેજ,ਵੇਬ ਪੇਜ
વેબ સર્વર,ਵੈੱਬ ਸਰਵਰ
વેબસાઇટ,ਵੈੱਬਸਾਈਟ
વેબ સપોર્ટેડ એપ્લિકેશન્સ,ਵੈੱਬ ਸਮਰਥਿਤ ਐਪਲੀਕੇਸ਼ਨ
વેબ સપોર્ટેડ,ਵੈੱਬ ਸਹਿਯੋਗੀ
"1.ભારિત ગ્રાફ, 2. ભારિત ગ્રાફ","1.ਵੇਟਿਡ ਗ੍ਰਾਫ਼, 2. ਭਾਰ ਵਾਲਾ ਗ੍ਰਾਫ"
જોડાયેલ,ਜੁੜਿਆ
સારી રીતે બનાવેલ ફોર્મ્યુલા,ਚੰਗੀ ਤਰ੍ਹਾਂ ਬਣਾਇਆ ਫਾਰਮੂਲਾ
ઓર્ડર કરેલ સેટ,ਆਰਡਰ ਕੀਤਾ ਸੈੱਟ
"હ્યુમિડર, વેટવેર","humidor, wetware"
"1. વ્હીટસ્ટોન સૂચક ધોરણ, 2. વ્હીટસ્ટોન બેન્ચમાર્ક","1. ਵ੍ਹੀਟਸਟੋਨ ਇੰਡੀਕੇਟਿਵ ਸਟੈਂਡਰਡ, 2. ਵੀਟਸਟੋਨ ਬੈਂਚਮਾਰਕ"
"1. વ્હીલ, 2. વ્હીલ","1. ਪਹੀਆ, 2. ਪਹੀਆ"
જ્યારે લૂપ,ਜਦਕਿ ਲੂਪ
સફેદ બોક્સ ટેસ્ટ,ਚਿੱਟੇ ਬਾਕਸ ਟੈਸਟ
"1.સફેદ,2.સફેદ પ્રકાશ","1. ਚਿੱਟਾ, 2. ਚਿੱਟਾ ਰੋਸ਼ਨੀ"
સફેદ અવાજ,ਚਿੱਟਾ ਸ਼ੋਰ
"વાઈડ એરિયા નેટવર્ક (WAN, WAN)","ਵਾਈਡ ਏਰੀਆ ਨੈੱਟਵਰਕ (WAN, WAN)"
લાર્જ એરિયા નેટવર્ક (WAN),ਲਾਰਜ ਏਰੀਆ ਨੈੱਟਵਰਕ (WAN)
વિશાળ બેન્ડ,ਚੌੜਾ ਬੈਂਡ
"1.વાઇલ્ડ કાર્ડ, 2.વાઇડ કાર્ડ","1.ਵਾਈਲਡ ਕਾਰਡ, 2.ਵਾਈਡ ਕਾਰਡ"
