Marathi,Bengali
"1. व्हिज्युअल डिस्प्ले युनिट, 2. व्हिज्युअल डिस्प्ले युनिट","1. ভিজ্যুয়াল ডিসপ্লে ইউনিট, 2. ভিজ্যুয়াল ডিসপ্লে ইউনিট"
आभासी,অপার্থিব
आभासी पत्ता,ভার্চুয়াল ঠিকানা
आभासी मशीन (VM),ভার্চুয়াল মেশিন (VM)
"1. भाषण, 2. भाषण","1. বক্তৃতা, 2. বক্তৃতা"
"1.स्पीच मेल, 2.व्हॉइस मेल","1.স্পিচ মেল, 2.ভয়েস মেল"
स्पीच मेल सर्व्हर,স্পিচ মেইল সার্ভার
भाषण ओळख,কন্ঠ সনান্তকরণ
"1.स्पीच नेट, 2.स्पीच नेट","1.স্পিচ নেট, 2.স্পিচ নেট"
गमावलेली स्मृती,হারিয়ে যাওয়া স্মৃতি
वेफर,ওয়েফার
"1.व्हॉइस व्यवस्थापक, 2.WAIS व्यवस्थापक","1.ভয়েস ম্যানেজার, 2.WAIS ম্যানেজার"
प्रतीक्षा समाप्त,অপেক্ষা শেষ
प्रतीक्षा कॉइल,অপেক্ষা কুণ্ডলী
"1. भारित कोड, 2. भारित कोड","1. ওয়েটেড কোড, 2. ওয়েটেড কোড"
भारित सरासरी,ভরযুক্ত গড়
वेळ वाट,অপেক্ষার সময়
लहरी दिशा,তরঙ্গ দিক
पुन्हा अंमलबजावणी,পুনরায় প্রয়োগ
"1. वांझ बँड रुंदी, 2. वांझ बँड क्षमता/रुंदी","1. অনুর্বর ব্যান্ড প্রস্থ, 2. অনুর্বর ব্যান্ড ক্ষমতা/প্রস্থ"
धबधबा मॉडेल,জলপ্রপাত মডেল
तरंग,তরঙ্গ
वेव्हलेट इमेज कॉम्प्रेशन,ওয়েভলেট ইমেজ কম্প্রেশন
तरंग रूपांतर,তরঙ্গায়িত রূপান্তর
"1. कमकुवत अस्तित्व, 2. कमकुवत शक्ती","1. দুর্বল অস্তিত্ব, 2. দুর্বল শক্তি"
वेब,ওয়েব
संकेतस्थळ,ওয়েব ঠিকানা
वेब लेखन,ওয়েব লেখা
"1.वेब ब्राउझर, 2.वेब ब्राउझर","1. ওয়েব ব্রাউজার, 2. ওয়েব ব্রাউজার"
वेब पृष्ठ,ওয়েব পেজ
वेब सर्व्हर,ওয়েব সার্ভার
संकेतस्थळ,ওয়েবসাইট
वेब समर्थित अनुप्रयोग,ওয়েব সমর্থিত অ্যাপ্লিকেশন
वेब समर्थित,ওয়েব সমর্থিত
"1.भारित आलेख, 2. भारित आलेख","1.ভারিত গ্রাফ, 2. ওজনযুক্ত গ্রাফ"
जोडलेले,সংযুক্ত
चांगले तयार केलेले सूत्र,ভাল তৈরি সূত্র
ऑर्डर केलेला सेट,অর্ডার করা সেট
"आर्द्रता, वेटवेअर","হিউমিডিফায়ার, ওয়েটওয়্যার"
"1. व्हीटस्टोन सूचक मानक, 2. व्हीटस्टोन बेंचमार्क","1. Wheatstone নির্দেশক স্ট্যান্ডার্ড, 2. Wheatstone বেঞ্চমার্ক"
"1. चाक, 2. चाक","1. চাকা, 2. চাকা"
पळवाट असताना,যখন লুপ
पांढरा बॉक्स चाचणी,সাদা বক্স পরীক্ষা
"1. पांढरा, 2. पांढरा प्रकाश","1.সাদা, 2.সাদা আলো"
पांढरा आवाज,সাদা গোলমাল
"वाइड एरिया नेटवर्क (WAN, WAN)","ওয়াইড এরিয়া নেটওয়ার্ক (WAN, WAN)"
लार्ज एरिया नेटवर्क (WAN),লার্জ এরিয়া নেটওয়ার্ক (WAN)
रुंद बँड,প্রশস্ত ব্যান্ড
"1.वाइल्ड कार्ड, 2.वाइड कार्ड","1.ওয়াইল্ড কার্ড, 2.ওয়াইড কার্ড"
WIP,WIP
tebwin वेब,tebwin ওয়েব
जिप जिंका,জিপ জয়
"1.विंडो, 2.विंडो, 3.विंडो","1.উইন্ডো, 2.উইন্ডো, 3.উইন্ডো"
"1.उघडणे,2.खिडक्या","1. খোলা, 2. জানালা"
खिडक्या,উইন্ডোজ
विंडोज एक्सप्लोरर,উইন্ডোজ এক্সপ্লোরার
windows nt,উইন্ডোজ nt
वायर फ्रेम मॉडेल,তারের ফ্রেম মডেল
"वायर प्रिंटर, वायर प्रिंटर","ওয়্যার প্রিন্টার, ওয়্যার প্রিন্টার"
वायर्ड युक्तिवाद,তারযুক্ত যুক্তি
वायरलेस निष्ठा,বেতার বিশ্বস্ততা
वायरलेस लॅन,বেতার ল্যান
वायरलेस ट्रांसमिशन,বেতার সংক্রমণ
विझार्ड,জাদুকর
"1.एकाधिक, 2. शब्द","1. একাধিক, 2. শব্দ"
शब्द की,শব্দ কী
शब्द लांबी,শব্দের দৈর্ঘ্য
शब्दाभिमुख,শব্দ ভিত্তিক
शब्द प्रक्रिया,শব্দ প্রক্রিয়াকরণ
शब्द प्रक्रिया,শব্দ প্রক্রিয়াকরণ
शब्द प्रक्रिया करणारा,শব্দ প্রসেসর
शब्द अधोरेखित वर्ण,শব্দ আন্ডারলাইন অক্ষর
कार्यप्रवाह व्यवस्थापन,কর্মপ্রবাহ ব্যবস্থাপনা
कार्य गट,টাস্ক গ্রুপ
"1.वर्क युनिट, 2.वर्क युनिट","1.ওয়ার্ক ইউনিট, 2.ওয়ার্ক ইউনিট"
असाइनमेंट,অ্যাসাইনমেন্ট
कार्यकारी निर्देशिका,নির্বাহী ডিরেক্টরি
