Gujarati,Assamese
વિડિઓ ડેટા ટર્મિનલ,ভিডিঅ&#39; ডাটা টাৰ্মিনেল
વિડિઓ ડિટેક્ટર,ভিডিঅ&#39; ডিটেক্টৰ
વિડિઓ ડિસ્ક,ভিডিঅ&#39; ডিস্ক
વિડિઓ ડિસ્ક સિસ્ટમ,ভিডিঅ&#39; ডিস্ক ব্যৱস্থা
વિડિઓ પ્રદર્શન,ভিডিঅ&#39; প্ৰদৰ্শন
વિડિયો ડિસ્પ્લે યુનિટ (VDU),ভিডিঅ&#39; প্ৰদৰ্শন একক (VDU)
વિડિયો ઈલેક્ટ્રોનિક સ્ટાન્ડર્ડ એસોસિએશન (VESA),ভিডিঅ&#39; ইলেক্ট্ৰনিক ষ্টেণ্ডাৰ্ড এছ&#39;চিয়েচন (VESA)
વિડિઓ આવર્તન,ভিডিঅ&#39; ফ্ৰিকুৱেন্সি
વીડિયો ગેમ,ভিডিঅ&#39; গেম
વિડિઓ ગ્રાફિક ઑપ્ટિમાઇઝર (VGA),ভিডিঅ&#39; গ্রাফিক অপ্টিমাইজাৰ (VGA)
વિડિઓ ક્રિયાપ્રતિક્રિયા એન્ટિટી,ভিডিঅ&#39; পাৰস্পৰিক ক্ৰিয়া সত্তা
વિડિઓ મેમરી,ভিডিঅ&#39; মেমৰি
વિડિઓ પૃષ્ઠ,ভিডিঅ&#39; পেজ
વિડિઓ ફોન,ভিডিঅ&#39; ফোন
વિડિઓ પ્રીમ્પ્લિફાયર,ভিডিঅ&#39; প্ৰিএম্প্লিফায়াৰ
વિડિઓ રેમ,ভিডিঅ&#39; ৰাম
v.ram,v.ram
વિડિઓ ટેપ,ভিডিঅ&#39; টেপ
વિડિઓ ટેપ રેકોર્ડિંગ,ভিডিঅ&#39; টেপ ৰেকৰ্ডিং
વિડિયો ટેપ રેકોર્ડ કરી,ভিডিঅ&#39;টেপ ৰেকৰ্ড কৰা হৈছে
વિડિઓ ટર્મિનલ,ভিডিঅ&#39; টাৰ্মিনেল
વિડિઓ પરીક્ષણ સંકેત,ভিডিঅ&#39; পৰীক্ষা সংকেত
વિડિઓ ટેક્સ્ટ,ভিডিঅ&#39; টেক্সট
વિડિઓ ટેક્સ્ટ ડેટા ટર્મિનલ,ভিডিঅ&#39; টেক্সট ডাটা টাৰ্মিনেল
વિડિઓ પાથ,ভিডিঅ&#39; পথ
વિડિયોકોન ટ્યુબ,ভিডিঅ&#39;কন টিউব
દ્રશ્ય માહિતી,দৃশ্যমান তথ্য
વ્યુફાઈન્ડર,ভিউফাইণ্ডাৰ
અવલોકન અંતર,পৰ্যবেক্ষণৰ দূৰত্ব
વેરીલોગ,ভেৰিলগ
વર્ચ્યુઅલ ચેનલ,ভাৰ্চুৱেল চেনেল
વર્ચ્યુઅલ ગ્રાઉન્ડેડ,ভাৰ্চুৱেল গ্ৰাউণ্ড কৰা
વર્ચ્યુઅલ ઊંચાઈ,ভাৰ্চুৱেল উচ্চতা
વર્ચ્યુઅલ મેમરી,ভাৰ্চুৱেল মেমৰি
વર્ચ્યુઅલ મેમરી સિસ્ટમ,ভাৰ্চুৱেল মেমৰি চিস্টেম
દૃશ્યમાન પ્રકાશ સ્પેક્ટ્રમ,দৃশ্যমান পোহৰৰ বৰ্ণালী
દ્રશ્ય શીર્ષક,দৃশ্যৰ শিৰোনাম
VME,ভিএমই
v-મોસ,v-মছ
વી-મોસ્ફેટ,V-MOSFET
અવાજ સંદેશ,ভয়েচ মেছেজ
ટોન સંચાલિત સ્વીચ,টোন অপাৰেটেড চুইচ
વૉઇસ સિન્થેસાઇઝર,ভইচ চিন্থেচাইজাৰ
"અસ્થિર, અસ્થિર","অস্থিৰ, অস্থিৰ"
યાદશક્તિ ખૂટે છે,স্মৃতিশক্তি নোহোৱা হৈছে
વિદ્યુત્સ્થીતિમાન,ভোল্টেজ
વોલ્ટેજ એમ્પ્લીફાયર / બફર,ভোল্টেজ এম্প্লিফায়াৰ / বাফাৰ
વોલ્ટેજ તુલનાત્મક,ভল্টেজ তুলনাকাৰী
વોલ્ટેજ કંટ્રોલર ઓસિલેટર (VCO),ভোল্টেজ নিয়ন্ত্ৰক দোলক (VCO)
વોલ્ટેજ નિયંત્રિત વર્તમાન સ્ત્રોત (VCCS),ভোল্টেজ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (VCCS)
વોલ્ટેજ નિયંત્રિત વર્તમાન સ્ત્રોત (VCCS),ভোল্টেজ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (VCCS)
વોલ્ટેજ નિયંત્રણ ઉપકરણ,ভল্টেজ নিয়ন্ত্ৰণ যন্ত্ৰ
વોલ્ટેજ નિયંત્રિત પ્રતિકાર,ভল্টেজ নিয়ন্ত্ৰিত ৰেজিষ্টেন্স
વોલ્ટેજ નિયંત્રિત વોલ્ટેજ સ્ત્રોત (VCVS),ভোল্টেজ নিয়ন্ত্ৰিত ভোল্টেজ উৎস (VCVS)
વોલ્ટેજ વિભાજન,ভল্টেজ বিভাজন
વોલ્ટેજ ડબલ,ভল্টেজ ডাবলাৰ
વોલ્ટેજ ડબલ,ভল্টেজ ডাবলাৰ
વોલ્ટેજ રીસેટ,ভল্টেজ ৰিছেট
વોલ્ટેજ પાછળ,ভল্টেজ ট্ৰেইলিং
વોલ્ટેજ પ્રતીક,ভল্টেজ চিহ্ন
વોલ્ટેજ મેગ્નિફિકેશન ગુણક,ভল্টেজ বৃদ্ধি বহুগুণক
વોલ્ટેજ ગુણક સર્કિટ,ভল্টেজ বহুগুণক বৰ্তনী
વોલ્ટેજ ચતુર્થાંશ,ভল্টেজ কোৱাড্ৰেচাৰ
વોલ્ટેજ રેટિંગ,ভল্টেজ ৰেটিং
વોલ્ટેજ સૂચના,ভল্টেজৰ নিৰ্দেশনা
વોલ્ટેજ નિયમન,ভল্টেজ নিয়ন্ত্ৰণ
વોલ્ટેજ સ્ત્રોત,ভল্টেজৰ উৎস
વોલ્ટેજ સ્પાઇક/શૂક,ভোল্টেজ স্পাইক/শ্বুক
વોલ્ટેજ સ્ટેબિલાઇઝર,ভল্টেজ ষ্টেবিলাইজাৰ
વોલ્ટેજ પ્રોગ્રેસીંગ વેવ,ভোল্টেজ প্ৰগ্ৰেছিং তৰংগ
વોલ્ટેજ પ્રોગ્રેસીંગ વેવ રેશિયો (VSWR),ভোল্টেজ প্ৰগ্ৰেছিং তৰংগ অনুপাত (VSWR)
વોલ્ટેજ એડજસ્ટર,ভল্টেজ এডজাষ্টাৰ
વોલ્ટેજ-કરન્ટ કન્વર્ટર,ভল্টেজ-কাৰেণ্ট কনভাৰ্টাৰ
વોલ્ટેજ-ફ્રિકવન્સી કન્વર્ટર,ভল্টেজ-ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ
વોલ્ટેજ ટ્રાન્સફર કાર્ય,ভল্টেজ স্থানান্তৰ কাৰ্য্য
વોલ્ટેજ ટ્રાન્સફર રેશિયો,ভল্টেজ স্থানান্তৰ অনুপাত
વોલ્ટેજ ટ્રાન્સફોર્મર/ટ્રાન્સફોર્મર,ভল্টেজ ট্ৰেন্সফৰ্মাৰ/ট্ৰেন্সফৰ্মাৰ
વોલ્ટેજ ટ્રિપલર,ভল্টেজ ট্ৰিপল
ડિજિટલ વિડિયો ડિસ્ક,ডিজিটেল ভিডিঅ&#39; ডিস্ক
ગરમી સમકક્ષ વોલ્ટ,তাপৰ সমতুল্য ভল্ট
"લાઉડનેસ કંટ્રોલર, ધ્વનિ નિયંત્રક","উচ্চতা নিয়ন্ত্ৰক, শব্দ নিয়ন্ত্ৰক"
VOS,VOS
વીઆર ટ્યુબ,ভি আৰ টিউব
VSWR માપેલ,ভি এছ ডব্লিউ আৰ জুখিব পৰা
"તકતી, બિનફળદ્રુપ","প্লেক, নিষিক্ত নোহোৱা"
રાહ જોવાની સ્થિતિ,অপেক্ষাৰ অৱস্থা
દિવાલ તકતી,দেৱালৰ ফলক
વોટ,ৱাট
વોટ કલાક / વોટ કલાક,ৱাট ঘণ্টা / ৱাট ঘণ্টা
"વોટમીટર, વોટમીટર","ৱাটমিটাৰ, ৱাটমিটাৰ"
વોટેજ રેટિંગ,ৱাটেজ ৰেটিং
તરંગ વિશ્લેષક,তৰংগ বিশ্লেষক
તરંગ સ્વરૂપ,তৰংগ ৰূপ
વેવફોર્મ વિકૃતિ,তৰংগ আকৃতিৰ বিকৃতি
વેવફોર્મ જનરેટર,তৰংগ আকৃতিৰ উৎপাদক
વેવફોર્મ સંશ્લેષણ,তৰংগ আকৃতি সংশ্লেষণ
મોજું આગળ,wave front
તરંગનો માર્ગ,তৰংগ পথ
વેવ પાથ સમાપ્તિ,তৰংগ পথৰ সমাপ্তি
તરંગ અવબાધ,তৰংগ প্ৰতিৰোধ ক্ষমতা
તરંગલંબાઇ,তৰংগদৈৰ্ঘ্য
વેવેલન્થ ડિવિઝન મલ્ટિપ્લેક્સિંગ (WDM),তৰংগদৈৰ্ঘ্য বিভাজন মাল্টিপ্লেক্সিং (WDM)
વેવ મીટર,তৰংগ মিটাৰ
તરંગ ટ્રાન્સમિશન,তৰংগ সংবহন
તરંગ પ્રતિબિંબ,তৰংগ প্ৰতিফলন
તરંગ રૂપરેખાંકન,তৰংগ সংৰূপ
"વેવ લૂપ, વેવ ટ્રેપ","তৰংগ লুপ, তৰংগ ফান্দ"
તરંગ માર્ગ વિક્ષેપ,তৰংগ পথ বিক্ষিপ্ততা
વેબર,ৱেবাৰ
વેબસાઈટ,ৱেবছাইট
ભારિત કોડ,ওজনযুক্ত ক&#39;ড
ભીનું કોષ,ভিজা-কোষ
ઘઉંના પથ્થરનો પુલ,ঘেঁহুৰ শিলৰ দলং
સીટીનો અવાજ,হুইচেলৰ শব্দ
સફેદ અવાજ,বগা শব্দ
વાઈડ એરિયા નેટવર્ક (WAN),ৱাইড এৰিয়া নেটৱাৰ্ক (WAN)
વિશાળ બેન્ડ,বহল বেণ্ড
વાઈડ-બેન્ડ એમ્પ્લીફાયર,ৱাইড-বেণ্ড এম্প্লিফায়াৰ
વિશાળ બેન્ડ ફિલ્ટર,ৱাইড বেণ্ড ফিল্টাৰ
વિશાળ બેન્ડ ઉચ્ચ સ્પષ્ટતા ટેલિવિઝન,ৱাইড বেণ্ড হাই ক্লেৰিটি টেলিভিছন
વિડલર ઇલેક્ટ્રિક કરંટ મિરર,ৱাইডলাৰ ইলেক্ট্ৰিক কাৰেণ্ট মিৰ&#39;ৰ
પુલ ઓસિલેટર,দলং দোলক
વિલ્સન ઇલેક્ટ્રિક કરંટ મિરર,wilson বৈদ্যুতিক কাৰেণ্ট মিৰ&#39;ৰ
વિન્ચેસ્ટર હાર્ડ ડિસ્ક,ৱিনচেষ্টাৰ হাৰ্ড ডিস্ক
કોઇલ,কইলিং
કોઇલ ગુણક,কইল বহুগুণক
વિન્ડોઝ,উইণ্ড’জ
"વાઇપર, પંખો","ৱাইপাৰ, ফেন"
વાયર,তাঁৰ
વાયર ગેજ / વાયર ગેજ,তাঁৰৰ গেজ / তাঁৰৰ গেজ
