Marathi,English
ट्रान्समिशन इलेक्ट्रॉन मायक्रोस्कोप,Transmission electron microscope
मज्जातंतूंचा प्रसारण प्रसारण,Transmission of nerve impluse
संक्रमण,Transpiration
ट्रान्सपीरेशनल पुल,Transpirational pull
वाहतूक,Transport
प्रत्यारोपण,Transplantation
ट्रान्सपोजॉन,Transposon
ट्रान्सव्हर्स बायनरी विखंडन,Transverse binary fission
ट्रान्सव्हर्स कोलन,Transverse colon
अडकलेला कीटक,Trapped insect
सापळा,Trapping
आघात,Trauma
ट्री फर्न,Tree fern
वृक्ष सरडे,Tree lizard
थरथरणे,Trembling
ट्रेपोनेमा पॅलिडियम,Treponema pallidium
त्रिकोणी,Triandria
ट्रायसिक कालावधी,Triassic period
ट्रायबुलस,Tribulus
ट्रायकार्बॉक्झिलिक acid सिड सायकल,Tricarboxylic acid cycle
ट्रायकार्बॉक्झिलिक acid सिड,Tricarboxylic acid
ट्रायकरपेलरी,Tricarpellary
ट्रायसेल्युलर,Tricellular
ट्रायकोमोनस योनिलिस,Trichomonas vaginalis
ट्रायकोडर्मा,Trichoderma
ट्रायकोम,Trichome
ट्रायकोमोनियासिस,Trichomoniasis
ट्रायकोफिटन,Trichophyton
ट्रायकोडर्मा पॉलिस्पोरम,Tricoderma polysporum
ट्रिकसपिड वाल्व,Tricuspid valve
ट्रायडॅक्स,Tridax
ट्रायफोलिएट,Trifoliate
ट्रायफोलियम,Trifolium
Trifurcate,Trifurcate
ट्रायजेमिनल मज्जातंतू,Trigeminal nerve
ट्रिगर झोन,Trigger zone
ट्रायग्लिसेराइड,Triglyceride
ट्रायग्लिसेराइड चयापचय,Triglyceride metabolism
ट्रिग्नोमेट्रिक रेशो,Trignometric ratio
ट्रायहायब्रिड,Trihybrid
ट्रायहायब्रिड क्रॉस,Trihybrid cross
ट्रायओडोथिरोनिन,Triiodothyronine
ट्रायलोट्रिटन,Trilototriton
ट्रायमर,Trimer
ट्रिमरस,Trimerous
ट्रायमेथिलामाइन ऑक्साईड,Trimethylamine oxide
त्रिनोमियल नामक,Trinomial nomenclature
ट्रायॉनिक्स,Trionyx
ट्रायोस्फॉस्फेट,Triosphosphate
ट्रिपलमिटिन,Tripalmitin
ट्रिपेप्टाइड,Tripeptide
ट्रिपिनेट लीफ,Tripinnate leaf
ट्रिपलेट,Triplet
ट्रिपलोब्लास्टिक,Triploblastic
ट्रायसोमिक,Trisomic
Tritical,Triticale
व्यासपीठ,Triticum aestivum (Wheat)
ट्रिटिकम सॅटिव्हम,Triticum sativum
ट्रिटिकम टर्गिडम,Triticum turgidum
ट्रोचॅन्टर,Trochanter
ट्रोकोफोर लार्वा,Trochophore larva
ट्रॉफिक फॅक्टर,Trophic factor
ट्रॉफिक पातळी,Trophic level
ट्रॉफिक पातळीची कार्यक्षमता,Trophic level efficiency
ट्रॉफोब्लास्ट,Trophoblast
उष्णकटिबंधीय हवामान,Tropical climate
उष्णकटिबंधीय समुदाय,Tropical communities
उष्णकटिबंधीय पाने गळणारा वन बायोम,Tropical deciduous forest biome
उष्णकटिबंधीय इकोसिस्टम,Tropical ecosystem
उष्णकटिबंधीय वन,Tropical forest
उष्णकटिबंधीय पावसाचे वन बायोम,Tropical rain forest biome
उष्णकटिबंधीय पावसाचे वन,Tropical rain forest
ट्रोपोमायोसिन,Tropomyosin
ट्रोपोनिन,Troponin
ट्रोपोपॉज (ट्रॉपोस्फीयरच्या शीर्षस्थानी),Tropopause (top of troposphere)
खरे प्रजनन विविधता,True breeding variety
खरा कर्करोग,True cancer
खरे फळ,True fruit
खरे न्यूक्लियस,True nucleus
ट्रंक प्रदेश,Trunk region
ट्रंक प्रदेश,Trunk region
खोड,Trunk
खोड,Trunk
खोड,Trunk
ट्रायगॉन,Trygon
ट्रायपॅनोसोमा,Trypanosoma
ट्रिप्सिन,Trypsin
ट्रायप्टोफेन ऑपेरॉन,Tryptophan operon
ट्रायप्टोफेन,Tryptophan
ट्यूब संस्कृती,Tube culture
ट्यूब संस्कृती,Tube culture
कंद निर्मिती,Tuber formation
क्षयरोग मूळ,Tubercular root
क्षयरोग,Tuberculosis
ट्यूबरो-इन्फंडिब्युलर न्यूरॉन,Tubero-infundibular neuron
कंदयुक्त,Tuberous
कंदयुक्त प्रकार,Tuberous type
ट्यूबिफेक्स,Tubifex
ट्यूबलर अवयव,Tubular organ
ट्यूबलर रीबॉर्शन,Tubular reabsorption
ट्यूबलर स्राव,Tubular secretion
ट्यूब्यूल,Tubule
ट्यूबुली रेक्टि,Tubuli recti
ट्यूबुलिन,Tubulin
सिलियाचा टुफ्ट,Tuft of cilia
ट्यूमर,Tumor
ट्यूमरमुळे व्हायरस होतो,Tumor causing virus
ट्यूमर तयार करणारे जनुक,Tumor forming gene
ट्यूमर सप्रेसर जनुक,Tumor suppressor gene
ट्यूमर प्रमोटर,Tumour promoter
ट्यूमर विषाणू,Tumour virus
टूना फिश,Tuna fish
टंगस्टन,Tungsten
ट्यूनिका,Tunica
ट्यूनिका अल्बुगिनिया,Tunica albuginea
ट्यूनिका बाह्य,Tunica externa
ट्यूनिका इंटीमा,Tunica intima
ट्यूनिका मीडिया,Tunica media
ट्यूनिकाटा,Tunicata
ट्यूनिकेट,Tunicate
ट्यूनिकेट ग्रुप,Tunicate group
अशांतता,Turbidity
टर्गिड,Turgid
टर्गर प्रेशर,Turgor pressure
टर्नर सिंड्रोम,Turner's syndrome
सलगम मोझॅक,Turnip mosaic
ट्विस्टेड एस्टिवेशन,Twisted aestivation
मुरडले,Twisted
दोन आयामी इलेक्ट्रोफोरेसीस,Two dimensional electrophoresis
दोन राज्य वर्गीकरण,Two kingdom classification
टायम्पेनिक पडदा,Tympanic membrane
टायम्पॅनम,Tympanum
टायफासी,Typhaceae
टायफ्लोसोल,Typhlosole
टायफाइड,Typhoid
ठराविक,Typical
ठराविक स्टोमॅटल छिद्र,Typical stomatal pore
युबिकिनॉल,Ubiquinol
Ubiquinonone,Ubiquinone
उलना,Ulna
अल्ट्रासेन्ट्रिफ्यूज,Ultracentrifuge
अल्ट्रासाऊंड,Ultrasound
अल्ट्रासाऊंड काम,Ultrasound work
अल्ट्रास्ट्रक्चर,Ultrastructure
अल्ट्राव्हायोलेट,Ultraviolet
अल्ट्राव्हायोलेट किरण,Ultraviolet ray
उंबेल,Umbel
नाळ,Umbilical cord
न बदललेली ऊर्जा,Unassimilated energy
अनकॉइल,Uncoiled
पोषण अंतर्गत,Under nutrition
झुडूप अंतर्गत,Under shrub
भूमिगत स्टेम,Underground stem
भूमिगत कंद मुळ,Underground tuberous root
अवांछित लाट,Undeviated wave
अविभाजित सेल,Undifferentiated cell
अबाधित इकोसिस्टम,Undisturbed ecosystem
Undulating,Undulating
अयोग्य चळवळ,Undulatory movement
युनिकोस्टेट,Unicostate
युनिडायरेक्शनल फ्लो,Unidirectional flow
Unilocular,Unilocular
अनकुलिएट,Uninucleate
युनिपरस,Uniparous
