Punjabi,Marathi
ਟ੍ਰਾਂਸਫਰ ਦਾ ਸਮਾਂ,हस्तांतरण वेळ
ਪਰਿਵਰਤਨ,परिवर्तन
ਅਸਥਾਈ ਗਲਤੀ,क्षणिक त्रुटी
ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ,संक्रमण वेळ
ਤਬਦੀਲੀ,संक्रमण
ਪਰਿਵਰਤਨਸ਼ੀਲ,सकर्मक
ਪਰਿਵਰਤਨਸ਼ੀਲਤਾ,संक्रमणशीलता
ਅਨੁਵਾਦ,भाषांतर
ਸੰਚਾਰ,संसर्ग
ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ (TCP),ट्रान्समिशन कंट्रोल प्रोटोकॉल (TCP)
ਸੰਚਾਰ ਲਾਈਨ,ट्रान्समिशन लाइन
ਟ੍ਰਾਂਸਮੀਟਰ,ट्रान्समीटर
ਪਾਰਦਰਸ਼ਤਾ,पारदर्शकता
ਟ੍ਰਾਂਸਪੌਂਡਰ,ट्रान्सपॉन्डर
ਆਵਾਜਾਈ,वाहतूक
ਤਬਦੀਲੀ,स्थानांतर
ਟ੍ਰਾਂਸਪਿਊਟਰ,ट्रान्सपुटर
ਟ੍ਰਾਂਸਰੀਵਰ,ट्रान्सरिसीव्हर
ਫਸਾਉਣਾ,सापळा
ਟ੍ਰੈਵਰਸ,ट्रॅव्हर्स
ਰੁੱਖ (ਟਰੈਵਰਸਲ),झाड (ट्राव्हर्सल)
ਰੁੱਖ ਨੈੱਟਵਰਕ,वृक्ष नेटवर्क
ਸਹਾਇਕ ਨਦੀ ਸਰਕਟ,उपनदी सर्किट
ਮਾਮੂਲੀ ਗ੍ਰਾਫ਼,क्षुल्लक आलेख
ਸਮੱਸਿਆ ਸ਼ੂਟ,समस्या शूट
ਕੱਟੋ,छाटणे
ਸੱਚਾਈ ਸਾਰਣੀ,सत्य सारणी
ਟਿਊਨਰ,ट्यूनर
ਟਨਲਿੰਗ,बोगदा
ਟਨਿੰਗ,ट्युनिंग
ਟੂਪਲ,तुपल
ਟਰਬੋ ਪਾਸਕਲ,टर्बो पास्कल
ਟਿਊਰਿੰਗ ਮਸ਼ੀਨ,ट्युरिंग मशीन
ਵਾਰ ਵਾਰੀ,वेळ फिरवा
ਦਸਤਾਵੇਜ਼ ਨੂੰ ਮੋੜੋ,दस्तऐवज फिरवा
ਤਬਦੀਲੀ ਕ੍ਰਮ,टर्नअराउंड क्रम
ਜੁੜਵਾਂ ਕੇਬਲ,ट्विन केबल
ਮਰੋੜਿਆ ਜੋੜਾ,वळलेली जोडी
ਦੋ ਭਾਗ ਅਸੈਂਬਲਰ,दोन भाग असेंबलर
ਦੋ ਦੇ ਪੂਰਕ,दोन पूरक
ਕਿਸਮ,प्रकार
ਚਿਹਰਾ ਟਾਈਪ ਕਰੋ,चेहरा टाइप करा
ਸਿਰ ਦੀ ਕਿਸਮ,डोके टाइप करा
ਕਿਸਮ ਦਾ ਚੱਕਰ,चाक टाइप करा
ਟਾਈਪਿੰਗ,टायपिंग
ਅਨ ਇੰਟਰਪਟੇਬਲ ਪਾਵਰ ਸੋਰਸ (UPS),अन इंटरप्टेबल पॉवर सोर्स (यूपीएस)
unary ਕਾਰਵਾਈ,unary ऑपरेशन
unary ਕਾਰਵਾਈ,unary ऑपरेशन
unary ਆਪਰੇਟਰ,unary ऑपरेटर
ਅਨਿਸ਼ਚਿਤਤਾ,अनिश्चितता
ਬਿਨਾਂ ਸ਼ਰਤ ਬਿਆਨ,बिनशर्त विधान
ਅਣਗਿਣਤ,अगणित
ਬੇਨਕਾਬ,उघडा
ਨਿਰਣਾਇਕ,अनिर्णित
ਪਰਿਭਾਸ਼ਿਤ,अपरिभाषित
ਪਰਿਭਾਸ਼ਿਤ ਰਿਕਾਰਡ,अपरिभाषित रेकॉर्ड
ਅਣਡਿਲੀਟ ਕਰੋ,हटवणे रद्द करा
ਅੰਡਰਸਕੋਰ,अंडरस्कोर
ਨਿਰਦੇਸਿਤ,दिशाहीन
ਨਿਰਦੇਸ਼ਿਤ ਗ੍ਰਾਫ਼,अनिर्देशित आलेख
ਦਿਸ਼ਾਹੀਣ ਸੇਵਾ ਸਮਾਂ,दिशाहीन सेवा वेळ
ਵਾਪਿਸ,पूर्ववत करा
ਗੈਰ-ਫਾਰਮੈਟਿਡ ਡਿਸਕ,अनफॉर्मेट डिस्क
ਯੂਨੀਕਾਸਟਿੰਗ,युनिकास्टिंग
ਯੂਨੀਕੋਡ,युनिकोड
ਨਿਰਦੇਸਿਤ ਰੁੱਖ,दिशाहीन झाड
ਯੂਨੀਫਾਰਮ ਰਿਸੋਰਸ ਲੋਕੇਟਰ (URL),युनिफॉर्म रिसोर्स लोकेटर (URL)
ਯੂਨੀਪ੍ਰੋਸੈਸਿੰਗ,युनिप्रोसेसिंग
ਵਿਲੱਖਣ,अद्वितीय
ਅਨਿਸ਼ਿਲਡ ਟਵਿਸਟਡ ਪੇਅਰ (UTP),अनशिल्डेड ट्विस्टेड जोडी (UTP)
ਯੂਨਿਟ,युनिट
ਯੂਨਿਟ ਦਾ ਪਤਾ,युनिट पत्ता
ਯੂਨਿਟ ਅੰਤਰਾਲ,युनिट अंतराल
ਯੂਨਿਟ ਟੈਸਟਿੰਗ,युनिट चाचणी
ਇਕਸਾਰ ਕੋਡ,एकात्मक कोड
ਯੂਨੀਟਰਮ,युनिटर्म
ਯੂਨੀਵਰਸਲ ਅਸਿੰਕ੍ਰੋਨਸ ਰਿਸੀਵਰ/ਟ੍ਰਾਂਸਮੀਟਰ (UART),युनिव्हर्सल एसिंक्रोनस रिसीव्हर/ट्रांसमीटर (UART)
ਯੂਨੀਵਰਸਲ ਫਲਿੱਪ ਫਲਾਪ,सार्वत्रिक फ्लिप फ्लॉप
ਯੂਨੀਵਰਸਲ ਸੈੱਟ,सार्वत्रिक संच
ਯੂਨੀਵਰਸਟਲ ਅੱਖਰ ਸੈੱਟ,सार्वत्रिक वर्ण संच
ਯੂਨਿਕਸ,युनिक्स
ਅਨਲੌਕ ਕਰੋ,अनलॉक करा
ਅਸੁਰੱਖਿਅਤ ਖੇਤਰ,असुरक्षित क्षेत्र
ਅਸੁਰੱਖਿਅਤ ਫਾਇਲ,असुरक्षित फाइल
ਪਹੁੰਚ ਤੋਂ ਬਾਹਰ,अगम्य
ਅਣਛਾਇਆ,छाया सोडा
ਅਸੁਰੱਖਿਅਤ,असुरक्षित
ਅਸਫਲ ਕਾਲ,अयशस्वी कॉल
ਅਨਤਾਰ,उंटार
ਅਸੰਗਤੀਆਂ ਨੂੰ ਅੱਪਡੇਟ ਕਰੋ,विसंगती अद्यतनित करा
ਅੱਪਡੇਟ ਕੀਤੀ ਫਾਇਲ,अद्यतनित फाइल
ਅੱਪਡੇਟ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ,अपडेट करत आहे
ਅੱਪਗ੍ਰੇਡ ਕਰੋ,श्रेणीसुधारित करा
ਅੱਪਗ੍ਰੇਡ ਕਰੋ,श्रेणीसुधारित करा
ਅੱਪਲਿੰਕ,अपलिंक
ਅੱਪਲੋਡ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ,अपलोड करत आहे
ਉੱਪਰੀ ਮੈਮੋਰੀ ਖੇਤਰ,वरच्या मेमरी क्षेत्र
ਅੱਪਸਟਰੀਮ,अपस्ट्रीम
ਅਪਟਾਈਮ,अपटाइम
ਉੱਪਰ ਵੱਲ,ऊर्ध्वगामी
ਯੂਜ਼ਨੈੱਟ,युजनेट
ਉਪਭੋਗਤਾ,वापरकर्ता
ਉਪਭੋਗਤਾ ਏਜੰਟ,वापरकर्ता एजंट
ਉਪਭੋਗਤਾ ਪ੍ਰਮਾਣਿਕਤਾ,वापरकर्ता प्रमाणीकरण
ਉਪਭੋਗਤਾ ਡੇਟਾਗ੍ਰਾਮ ਪ੍ਰੋਟੋਕੋਲ (UDP),वापरकर्ता डेटाग्राम प्रोटोकॉल (UDP)
ਉਪਭੋਗਤਾ ਨਾਲ ਅਨੁਕੂਲ,वापरकर्ता अनुकूल
ਉਪਭੋਗਤਾ ਦੀ ਪਛਾਣ,वापरकर्ता ओळख
ਉਪਭੋਗਤਾ ਪਛਾਣ (UID),वापरकर्ता ओळख (UID)
ਯੂਜ਼ਰ ਇੰਟਰਫੇਸ,वापरकर्ता इंटरफेस
ਉਪਭੋਗਤਾ ਨਾਮ,वापरकर्ता नाव
ਉਪਭੋਗਤਾ ਪ੍ਰੋਫਾਈਲ,वापरकर्ता प्रोफाइल
ਉਪਯੋਗਤਾ,उपयुक्तता
ਉਪਯੋਗਤਾ ਸਾਫਟਵੇਅਰ,उपयुक्तता सॉफ्टवेअर
ਵੈਧ,वैध
ਪ੍ਰਮਾਣਿਕਤਾ,प्रमाणीकरण
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,प्रमाणीकरण प्रोटोकॉल
ਪ੍ਰਮਾਣਿਕਤਾ ਟੈਸਟਿੰਗ,प्रमाणीकरण चाचणी
ਵੈਧਤਾ ਦੀ ਜਾਂਚ,वैधता तपासणी
ਮੁੱਲ ਜੋੜਿਆ ਨੈੱਟਵਰਕ (VAN),मूल्यवर्धित नेटवर्क (VAN)
ਮੁੱਲ ਜੋੜਿਆ ਮੁੜ ਵਿਕਰੇਤਾ (VAR),मूल्यवर्धित पुनर्विक्रेता (VAR)
ਅਲੋਪ ਹੋਣ ਦਾ ਬਿੰਦੂ,लुप्त होणारा बिंदू
ਭਾਫ਼ ਦਾ ਸਮਾਨ,वाफेची भांडी
ਵੇਰੀਏਬਲ,चल
ਵੇਰੀਏਬਲ ਪਤਾ,व्हेरिएबल पत्ता
ਵੇਰੀਏਬਲ ਬਿੱਟ ਰੇਟ,व्हेरिएबल बिट दर
ਵੇਰੀਏਬਲ ਫੀਲਡ ਦੀ ਲੰਬਾਈ,व्हेरिएबल फील्ड लांबी
ਵੇਰੀਏਬਲ ਲੰਬਾਈ ਕੋਡ,व्हेरिएबल लांबी कोड
ਵੇਰੀਏਬਲ ਨਾਮ,व्हेरिएबल नाव
ਵੇਰੀਏਲ,व्हेरिएल
ਵੈਕਟਰ,वेक्टर
ਵੈਕਟਰ ਗਰਾਫਿਕਸ,वेक्टर ग्राफिक
ਵੈਕਟਰ ਪ੍ਰੀਸੈਸਿੰਗ,वेक्टर प्रीसेसिंग
vectored interrupts,वेक्टर केलेले व्यत्यय
venn ਚਿੱਤਰ,वेन आकृती
ਤਸਦੀਕ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ (V&amp;V),पडताळणी आणि प्रमाणीकरण (V&amp;V)
ਵਰਜਨ ਕੰਟਰੋਲ,आवृत्ती नियंत्रण
ਵਰਜਨ ਨੰਬਰ,आवृत्ती क्रमांक
ਵਰਟੇਕਸ,शिरोबिंदू
ਲੰਬਕਾਰੀ ਪ੍ਰੋਸੈਸਰ,अनुलंब प्रोसेसर
ਬਹੁਤ ਵੱਡੇ ਪੱਧਰ ਦਾ ਏਕੀਕਰਣ (VLSI),खूप मोठ्या प्रमाणात एकत्रीकरण (VLSI)
ਬਹੁਤ ਲੰਮਾ ਹਦਾਇਤ ਸ਼ਬਦ (VLIW),खूप लांब सूचना शब्द (VLIW)
VHDL,VHDL
ਵੀਡੀਓ ਕੈਮਰਾ,व्हिडिओ कॅमेरा
ਵੀਡੀਓ ਕਾਨਫਰੰਸਿੰਗ,व्हिडिओ कॉन्फरन्सिंग
ਵੀਡੀਓ ਡਿਸਪਲੇਅ ਟਰਮੀਨਲ,व्हिडिओ प्रदर्शन टर्मिनल
ਵੀਡੀਓ ਡਿਸਪਲੇ ਯੂਨਿਟ,व्हिडिओ प्रदर्शन युनिट
ਵੀਡੀਓ ਗੇਮ,व्हिडिओ गेम
ਵੀਡੀਓ ਗ੍ਰਾਫਿਕ ਅਡਾਪਟਰ (VGA),व्हिडिओ ग्राफिक अडॅप्टर (VGA)
ਵੀਡੀਓ ਗ੍ਰਾਫਿਕਸ ਅਡਾਪਟਰ (VGA),व्हिडिओ ग्राफिक्स अडॅप्टर (VGA)
ਵੀਡੀਓ ਸਰਵਰ,व्हिडिओ सर्व्हर
ਦੇਖੋ,पहा
ਪੋਰਟ ਵੇਖੋ,पोर्ट पहा
ਵਿਊਪੋਰਟ,व्ह्यूपोर्ट
ਵਰਚੁਅਲ ਸਰਕਟ,आभासी सर्किट
ਵਰਚੁਅਲ ਫੰਕਸ਼ਨ,आभासी कार्य
ਵਰਚੁਅਲ ਮੈਮੋਰੀ,आभासी स्मृती
ਵਰਚੁਅਲ ਪ੍ਰਾਈਵੇਟ ਨੈੱਟਵਰਕ,आभासी खाजगी नेटवर्क
ਵਰਚੁਅਲ ਅਸਲੀਅਤ,आभासी वास्तव
ਵਰਚੁਅਲ ਅਸਲੀਅਤ,आभासी वास्तव
ਵਰਚੁਅਲ ਰਿਐਲਿਟੀ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ,आभासी वास्तव मार्कअप भाषा
ਵਰਚੁਅਲ ਰਿਐਲਿਟੀ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (VRML),आभासी वास्तविकता मार्कअप भाषा (VRML)
ਵਰਚੁਅਲ ਸਟੋਰੇਜ ਪਹੁੰਚ ਵਿਧੀ,आभासी संचयन प्रवेश पद्धत
ਵਰਚੁਅਲ ਸਟੋਰੇਜ਼ ਪ੍ਰਬੰਧਨ,आभासी स्टोरेज व्यवस्थापन
ਵਾਇਰਸ,विषाणू
ਵਾਇਰਸ ਦੀ ਖੋਜ,व्हायरस शोधणे
ਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ,व्हायरस प्रोग्राम
ਦਿੱਖ,दृश्यमानता
ਦ੍ਰਿਸ਼ਟੀ,दृष्टी
ਦਿੱਖ ਬੁਨਿਆਦੀ,व्हिज्युअल बेसिक
ਵਿਜ਼ੂਅਲ C++,व्हिज्युअल C++
ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇ ਯੂਨਿਟ,व्हिज्युअल डिस्प्ले युनिट
ਵਿਚੁਅਲ,विचुअल
ਵਿਚੁਅਲ ਪਤਾ,आभासी पत्ता
ਵਿਚੁਅਲ ਮਸ਼ੀਨ (VM),व्हिज्युअल मशीन (VM)
ਆਵਾਜ਼,आवाज
ਵੌਇਸ ਮੇਲ,व्हॉइस मेल
ਵੌਇਸ ਮੇਲ ਸਰਵਰ,व्हॉइस मेल सर्व्हर
ਆਵਾਜ਼ ਦੀ ਪਛਾਣ,आवाज ओळख
ਵਾਇਸ-ਨੈੱਟ,व्हॉइस-नेट
ਅਸਥਿਰ ਮੈਮੋਰੀ,अस्थिर स्मृती
ਵੇਫਰ,वेफर
WAIS ਮੈਨੇਜਰ,WAIS व्यवस्थापक
ਮਰਨ ਦੀ ਉਡੀਕ ਕਰੋ,मरणाची वाट पहा
ਜ਼ਖ਼ਮ ਦੀ ਉਡੀਕ ਕਰੋ,जखमेची प्रतीक्षा करा
ਉਡੀਕ ਕੋਡ,प्रतीक्षा केलेला कोड
ਉਡੀਕ ਦਾ ਮਤਲਬ,वाट पाहिली
ਉਡੀਕ ਸਮਾਂ,वेळ वाट
ਕੰਧ ਗ੍ਰੇਡ,भिंत ग्रेड
ਗਰਮ ਮੁੜ ਚਾਲੂ ਕਰੋ,उबदार रीस्टार्ट
ਰਹਿੰਦ ਬੈਂਡ ਚੌੜਾਈ,कचरा बँड रुंदी
ਵਾਟਰਫਾਲ ਮਾਡਲ,धबधबा मॉडेल
ਵੇਵਲੇਟ,वेव्हलेट
ਵੇਵਲੇਟ ਚਿੱਤਰ ਸੰਕੁਚਨ,तरंग प्रतिमा संक्षेप
ਵੇਵਲੇਟ ਪਰਿਵਰਤਨ,तरंग रूपांतर
ਕਮਜ਼ੋਰ ਹਸਤੀ,कमकुवत अस्तित्व
ਵੈੱਬ,वेब
ਵੈੱਬ ਪਤਾ,संकेतस्थळ
ਵੈੱਬ ਆਥਰਿੰਗ,वेब ऑथरिंग
ਵੈੱਬ ਬਰਾਊਜ਼ਰ,अंतर्जाल शोधक
ਵੇਬ ਪੇਜ,वेब पृष्ठ
ਵੈੱਬ ਸਰਵਰ,वेब सर्व्हर
ਵੈੱਬ ਸਾਈਟ,संकेतस्थळ
ਵੈੱਬ-ਸਮਰੱਥ ਐਪਲੀਕੇਸ਼ਨ,वेब-सक्षम अनुप्रयोग
ਵੈੱਬ-ਸਮਰੱਥ,वेब-सक्षम
ਭਾਰ ਵਾਲਾ ਗ੍ਰਾਫ,भारित आलेख
ਚੰਗੀ ਤਰ੍ਹਾਂ ਜੁੜਿਆ ਹੋਇਆ ਹੈ,चांगले जोडलेले
ਚੰਗੀ ਤਰ੍ਹਾਂ ਬਣਾਇਆ ਫਾਰਮੂਲਾ,चांगले तयार केलेले सूत्र
ਚੰਗੀ ਤਰ੍ਹਾਂ ਆਰਡਰ ਕੀਤਾ ਸੈੱਟ,व्यवस्थित ऑर्डर केलेला सेट
ਵੇਟਵੇਅਰ,वेटवेअर
wheatstone ਬੈਂਚ ਮਾਰਕ,व्हीटस्टोन बेंच मार्क
ਵ੍ਹੀਲ,चाक
ਜਦਕਿ ਲੂਪ,पळवाट असताना
ਚਿੱਟੇ ਬਾਕਸ ਟੈਸਟਿੰਗ,पांढरा बॉक्स चाचणी
ਚਿੱਟੀ ਰੋਸ਼ਨੀ,पांढरा प्रकाश
ਚਿੱਟਾ ਸ਼ੋਰ,पांढरा आवाज
ਵਿਆਪਕ ਖੇਤਰ ਨੈੱਟਵਰਕ (WAN),विस्तृत क्षेत्र नेटवर्क (WAN)
ਵਿਆਪਕ ਖੇਤਰ ਨੈੱਟਵਰਕ (WAN),विस्तृत क्षेत्र नेटवर्क (WAN)
ਚੌੜਾ ਬੈਂਡ,रुंद बँड
ਵਾਈਲਡ ਕਾਰਡ,वाइल्ड कार्ड
ਵਿੰਪ,विंप
ਜਿੱਤ,जिंकणे
ਜ਼ਿਪ ਜਿੱਤੋ,जिप जिंका
ਵਿੰਡੋ,खिडकी
ਵਿੰਡੋਿੰਗ,खिडक्या
ਵਿੰਡੋਜ਼,खिडक्या
ਵਿੰਡੋਜ਼ ਐਕਸਪਲੋਰਰ,विंडोज एक्सप्लोरर
ਵਿੰਡੋਜ਼ NT,विंडोज एनटी
ਤਾਰ ਫਰੇਮ ਮਾਡਲ,वायर फ्रेम मॉडेल
ਤਾਰ ਪ੍ਰਿੰਟਰ,वायर प्रिंटर
ਵਾਇਰਡ ਤਰਕ,वायर्ड लॉजिक
ਵਾਇਰਲੈੱਸ ਵਫ਼ਾਦਾਰੀ (ਵਾਈ ਫਾਈ),वायरलेस फिडेलिटी (wiFi)
ਵਾਇਰਲੈੱਸ LAN,वायरलेस लॅन
ਬੇਤਾਰ ਸੰਚਾਰ,वायरलेस ट्रान्समिशन
ਵਿਜ਼ਾਰਡ,विझार्ड
ਸ਼ਬਦ,शब्द
ਸ਼ਬਦ ਕੁੰਜੀ,शब्द की
ਸ਼ਬਦ ਦੀ ਲੰਬਾਈ,शब्द लांबी
ਸ਼ਬਦ ਅਧਾਰਿਤ,शब्दाभिमुख
ਵਰਡ ਪ੍ਰੋਸੈਸਿੰਗ,शब्द प्रक्रिया
ਵਰਡ ਪ੍ਰੋਸੈਸਿੰਗ,शब्द प्रक्रिया
ਵਰਡ ਪ੍ਰੋਸੈਸਰ,शब्द प्रक्रिया करणारा
ਸ਼ਬਦ ਅੰਡਰਸਕੋਰ ਅੱਖਰ,शब्द अंडरस्कोर वर्ण
ਕੰਮ ਦੇ ਪ੍ਰਵਾਹ ਪ੍ਰਬੰਧਨ,कार्य प्रवाह व्यवस्थापन
ਕੰਮ ਗਰੁੱਪ,कार्य गट
ਕੰਮ ਯੂਨਿਟ,कार्य युनिट
ਕੰਮ ਦੀ ਮਾਤਰਾ,कामाचे प्रमाण
ਵਰਕਿੰਗ ਡਾਇਰੈਕਟਰੀ,कार्यरत निर्देशिका
ਵਰਕਿੰਗ ਸੈੱਟ,कार्यरत संच
ਵਰਕਿੰਗ ਸਟੋਰੇਜ਼,कार्यरत स्टोरेज
ਵਰਕਸ਼ਾਪ,कार्यशाळा
ਵਰਕਸਟੇਸ਼ਨ,वर्कस्टेशन
ਵਿਸ਼ਵ ਤਾਲਮੇਲ,जागतिक समन्वय
ਵਰਲਡ ਵਾਈਡ ਵੈੱਬ (WWW),वर्ल्ड वाइड वेब (WWW)
ਸਭ ਤੋਂ ਮਾੜਾ ਕੇਸ ਵਿਸ਼ਲੇਸ਼ਣ,सर्वात वाईट केस विश्लेषण
ਸਭ ਤੋਂ ਖਰਾਬ ਫਿੱਟ ਐਲਗੋਰਿਦਮ,सर्वात वाईट फिट अल्गोरिदम
ਆਲੇ - ਦੁਆਲੇ ਦੇ ਸਮੇਟਣਾ,भोवती गुंडाळा
ਗੁੱਟ ਕੰਪਿਊਟਿੰਗ,मनगट संगणन
ਲਿਖਣਯੋਗ,लिहिण्यायोग्य
ਲਿਖੋ,लिहा
ਕੈਸ਼ ਲਿਖੋ,कॅशे लिहा
ਲਿਖਣ ਦਾ ਚੱਕਰ,सायकल लिहा
ਕੁੰਜੀ ਲਿਖੋ,की लिहा
"ਇੱਕ ਵਾਰ ਲਿਖੋ, ਹੋਰ ਪੜ੍ਹੋ (WORM)","एकदा लिहा, अधिक वाचा (WORM)"
ਸੁਰੱਖਿਆ ਲਿਖੋ,संरक्षण लिहा
ਪੜ੍ਹਿਆ ਸਿਰ ਲਿਖੋ,वाचा डोके लिहा
X ਜਾਂ,X किंवा
X-12,X-12
XBM X ਬਿੱਟਮੈਪ,XBM X बिटमॅप
ਜ਼ੈਨਿਕਸ,झेनिक्स
Xmodem,Xmodem
ਐਕਸ-ਆਨ/ਐਕਸ-ਆਫ,एक्स-ऑन/एक्स-ऑफ
ਐਕਸ-ਟਰਮੀਨਲ,एक्स-टर्मिनल
Xtext,एक्सटेक्स्ट
ਐਕਸ-ਵਿੰਡੋ,एक्स-विंडो
YACC,YACC
ਯਾਹੂ,याहू
