Tamil,Hindi
ஆவணத்தைத் திருப்புங்கள்,प्रतिवर्तन दस्तावेज
திருப்பு வரிசை,प्रतिवर्तन अनुक्रम
இரட்டை கேபிள்,युगल केबल
முறுக்கப்பட்ட ஜோடி,"1.ऐंठित युगल, 2.व्यावर्तित युग्म"
இரண்டு பகுதி அசெம்பிளர்,द्वि-पारक स्मरांतरक
இரண்டின் நிரப்பு,दो का पूरक
வகை,प्रकार
வகை முகம்,"1.टाइप फेस, 2.अक्षराकृति"
வகை தலை,टंकन शीर्ष
வகை சக்கரம்,मुद्रक चक्र
தட்டச்சு,टंकण
தடையில்லா ஆற்றல் மூலங்கள் (யுபிஎஸ்),अबाधित शक्ति स्रोत
unary செயல்பாடு,"1.एकल संक्रिया, 2.एक-अंगी प्रणाली"
unary செயல்பாடு,एकल संक्रिया
unary ஆபரேட்டர்,"1.एकल संकारक, 2.एक अंगी संकारक"
நிச்சயமற்ற தன்மை,अनिश्चितता
நிபந்தனையற்ற அறிக்கை,अप्रतिबंधी कथन
கணக்கிட முடியாதது,अगणनीय
வெளிக்கொணரும்,अनावरण
தீர்மானிக்க முடியாதது,अनिर्णीय
வரையறுக்கப்படாத,ङ्केअपरिभाषित
வரையறுக்கப்படாத பதிவு,अपरिभाषित अभिलेख
நீக்குதல்,अविलोप
அடிக்கோடிட்டு,"1.अधोडैश, 2.अधोरेक, 3,अधोयोजक"
திசைதிருப்பப்படவில்லை,अनिर्दिष्ट
திசைதிருப்பப்படாத வரைபடம்,"1.अनिर्दिष्ट ग्राफ, 2.अनिर्दिष्ट आलेख"
திசையற்ற சேவை நேரம்,एकसमान दिशा सेवाकाल
செயல்தவிர்,निरस्त करना
வடிவமைக்கப்படாத வட்டு,"1.असंरुपित चक्रिका, 2.असंरुपित डिस्क"
யூனிகாஸ்டிங்,समचित्रण
யூனிகோட்,"1.यूनीकोड, 2.एकल कूट"
ஒருமுகப்படுத்தப்படாத மரம்,अनिर्दिष्ट वृक्ष
சீரான ஆதார இருப்பிடம் (URL),समान संसाधन स्थान निर्धारक (य आर एल)
செயலாக்கம் நீக்குகிறது,एक प्रक्रमण
தனித்துவமான,अद्वितीय
பாதுகாக்கப்படாத முறுக்கப்பட்ட ஜோடி (UTP),अपरिरक्षित व्यावर्तित युगल (यू टी पी)
அலகு,"1.एकक,2. इकाई"
அலகு முகவரி,एकक पता
அலகு இடைவெளி,एकक अंतराल
அலகு சோதனை,एकक परीक्षण
ஒற்றையாட்சி குறியீடு,ऐकिक कूट
யூனிடெர்ம்,एक पद
உலகளாவிய ஒத்திசைவற்ற ரிசீவர்/டிரான்ஸ்மிட்டர் (UART),सार्वत्रिक अतुल्यकालिक अभिग्राही/प्रेषित्र (यू ए आर टी)
உலகளாவிய ஃபிளிப் ஃப்ளாப்,सार्व फ्लिप-फ्लाप
உலகளாவிய தொகுப்பு,सार्व समुच्चय
உலகளாவிய எழுத்துத் தொகுப்பு,सार्वत्रिक संप्रतीक समुच्चय
யுனிக்ஸ்,यूनिक्स
திறக்கவும்,विपाश
பாதுகாப்பற்ற களம்,अनारक्षित क्षेत्र
பாதுகாப்பற்ற கோப்பு,अनारक्षित फाइल (संचिका)
அணுக முடியாதது,अगम्य
நிழலாடுதல்,अनाच्छ
கவசமின்றி,अनारक्षित
தோல்வியுற்ற அழைப்பு,असफल आह्वान
