Hindi,Kannada
अभिलेख अंतराल,ದಾಖಲೆಯ ಅಂತರ
अभिलेख समूह,ರೆಕಾರ್ಡ್ ಗುಂಪು
अभिलेखी शीर्ष,ದಾಖಲೆ
अभिलेखन क्षेत्र,ರೆಕಾರ್ಡಿಂಗ್ ಪ್ರದೇಶ
अभिलेखन घनत्व,ರೆಕಾರ್ಡಿಂಗ್ ಸಾಂದ್ರತೆ
अभिलेखी शीर्ष,ರೆಕಾರ್ಡಿಂಗ್ ತಲೆ
अभिलेखन माध्यम,ರೆಕಾರ್ಡಿಂಗ್ ಮಾಧ್ಯಮ
अभिलेखन विधा,ರೆಕಾರ್ಡಿಂಗ್ ಮೋಡ್
अभिलेखन ट्रंक,ರೆಕಾರ್ಡಿಂಗ್ ಟ್ರಂಕ್
अभिलेखन कुंजी,ರೆಕಾರ್ಡ್ ಕೀ
अभिलेख विन्यास,ದಾಖಲೆ ವಿನ್ಯಾಸ
अभिलेख लंबाई,ದಾಖಲೆಯ ಉದ್ದ
अभिलेख चिह्‍नक,ದಾಖಲೆ ಗುರುತು
अभिलेख माध्यम,ದಾಖಲೆ ಮಾಧ್ಯಮ
अभिलेख नाम,ದಾಖಲೆಯ ಹೆಸರು
अभिलेख संख्या,ದಾಖಲೆ ಸಂಖ್ಯೆ
अभिलेख तैयार स्थिति,ರೆಕಾರ್ಡ್ ಸಿದ್ಧವಾಗಿದೆ
अभिलेख पृथक्करण संप्रतीक,"ದಾಖಲೆ ವಿಭಜಕ
 ಪಾತ್ರ"
अभिलेख पर्ण,ದಾಖಲೆ ಹಾಳೆ
अभिलेख शाटन,ರೆಕಾರ್ಡ್ ವಿಂಗಡಣೆ
अभिलेख भंडारण चिह्‍नक,"ದಾಖಲೆ ಸಂಗ್ರಹಣೆ
 ಗುರುತು"
अभिलेख पट्टी,ರೆಕಾರ್ಡ್ ಸ್ಟ್ರಿಪ್
अभिलेख प्रकार,ದಾಖಲೆ ಪ್ರಕಾರ
पुनःप्राप्य त्रुटि,ಮರುಪಡೆಯಬಹುದಾದ ದೋಷ
पुनः प्राप्ति-प्रबंध आलंब,"ಚೇತರಿಕೆ
 ನಿರ್ವಹಣೆ
 ಬೆಂಬಲ"
पुनः प्राप्ति-प्रक्रिया,ಚೇತರಿಕೆ ಉತ್ಪಾದನೆ
पुनः प्राप्ति नेमका,ಚೇತರಿಕೆ ದಿನಚರಿ
पुनः प्राप्ति तंत्र,ಮರುಕಳಿಸುವಿಕೆ
पुनरावृत्ति,ಮರುಕಳಿಸುವಿಕೆ
पुनरावर्तन,ಪುನರಾವರ್ತನೆ
पुनरावर्तन प्रमेय,ಪುನರಾವರ್ತನ ಪ್ರಮೇಯ
प्रनरावर्तन अवरोही पद परिचय,"ಪುನರಾವರ್ತನೆಗೆ ಬಾರದ
 ಕಟುಕ"
पुनरावर्तन फलन,ಪುನರಾವರ್ತನ ಕಾರ್ಯ
पुनरावर्तन सूची,ಪುನರಾವರ್ತಕ ಪಟ್ಟಿ
पुनरावर्ततः परिभाषित अनुक्रम,"ಪುನರಾವರ್ತಿತವಾಗಿ ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿದೆ
 ಅನುಕ್ರಮ"
पुनरावर्ततः गणनीय समुच्चय,"ಪುನರಾವರ್ತನೆಯಾಗಿ
 ಅಸಾಮಾನ್ಯ ಸೆಟ್"
पुनरावर्तन प्रक्रम,ಪುನರಾವರ್ತನೀಯ ಪ್ರಕ್ರಿಯೆ
पुनरावर्तन संबंध,ಪುನರಾವರ್ತನ ಸಂಬಂಧ
पुनरावर्तन नेमका,ಪುನರಾವರ್ತನ ದಿನಚರಿ
पुनरावर्तन समुच्चय,ಪುನರಾವರ್ತನ
निवेश संपादन,ಪುನರ್ರಚಿಸು
संशोधित निवेश संस्करण,ಪುನಸ್ಸಂಯೋಜನೆ
समानयन यंत्र,ಕಡಿತ ಯಂತ್ರ
अतिरिक्तता,ಪುನರುಕ್ತಿ
अतिरिक्तता जाँच,ಪುನರುಕ್ತಿ ಪರಿಶೀಲನೆ
अतिरिक्तिता जाँच द्वंयक,"ಪುನರುಕ್ತಿ ಪರಿಶೀಲನೆ
 ಸ್ವಲ್ಪ"
अतिरिक्तता जाँच संप्रतीक,"ಪುನರುಕ್ತಿ ಪರಿಶೀಲನೆ
 ಪಾತ್ರ"
आँकड़ा अतिरिक्तता,"ನ ಪುನರುಕ್ತಿ
 ದತ್ತ"
अतिरिक्त संप्रतीक,"ಅನಗತ್ಯ
 ಪಾತ್ರ"
अतिरिक्त कूट,ಅನಗತ್ಯ ಸಂಕೇತ
पुनर्वर्धन,ಪುನರ್ಲಂಗ
पुनःप्रवेश्य भार प्रतिरूपक,"ಪುನರುಜ್ಜೀವಿತ ಹೊರೆ
 ಘಟಕ"
पुनःप्रवेश्य क्रमादेश,"ಮತ್ತೆ ಕಾಯಬಹುದಾದ
 ಕಾರ್ಯಕ್ರಮ"
पुनःप्रवेश्य नेमका,"ಮತ್ತೆ ಕಾಯಬಹುದಾದ
 ವಾಡಿಕೆಯ"
पुनःप्रवेश्य उपनेमका,"ಮತ್ತೆ ಕಾಯಬಹುದಾದ
 ಪ್ರವಾಹದ"
पुनः प्रवेश्य,ಮತ್ತೆ ಪ್ರವೇಶಿಸುವ
पुनः प्रवेश्य कूट,ಪುನರ್ನಿರ್ಮಾಣ ಕೋಡ್
पुनः प्रवेश्य क्रमादेश,"ಮತ್ತೆ ಪ್ರವೇಶಿಸುವ
 ಕಾರ್ಯಕ್ರಮ"
पुनः प्रवेश्य नेमका,ಪುನರ್ನಿರ್ಮಾಣದ ದಿನಚರಿ
पुनः प्रवेश्य उपनेमका,"ಪುನರ್ರಚನೆಯ
 ಪ್ರವಾಹದ"
पुनः प्रवेश बिन्दु,ಪುನಃಪ್ರಸಾಧನೆ
पुनःप्रवेश्य प्रणाली,ಪುನಃಮುದ್ರಣ
"निर्देश, संदर्भ",ಉಲ್ಲೇಖ
निर्देश पता,ಉಲ್ಲೇಖ ವಿಳಾಸ
निर्देश घड़ी,ಉಲ್ಲೇಖ ಗಡಿಯಾರ
निर्देश कोर,ಉಲ್ಲೇಖದ ಅಂಚು
संदर्भ संचिका,ಉಲ್ಲೇಖಕ
निर्देश निवेश संकेत,"ಉಲ್ಲೇಖ ಇನ್ಪುಟ್
 ಸಂಕೇತ"
निर्देश अनुदेश,"ಉಲ್ಲೇಖ
 ಸೂಚನಾ"
संदर्भ भाषा,"ಉಲ್ಲೇಖ
 ಭಾಷೆ"
निर्देश स्तर,ಉಲ್ಲೇಖ ಮಟ್ಟ
निर्देश सूची,ಉಲ್ಲೇಖದ ಪಟ್ಟಿ
निर्देश रव,ಉಲ್ಲೇಖ ಶಬ್ದ
संदर्भ अभिलेख,ಉಲ್ಲೇಖದ ದಾಖಲೆ
निर्देश समय,ಉಲ್ಲೇಖ ಸಮಯ
निर्देश प्रबलता,ಉಲ್ಲೇಖದ ಪ್ರಮಾಣ
पुनस्संचिकायन,ಮರುನಾಮಯಿ
परावर्तकता,ಪ್ರತಿಫಲನ
परावर्तकता अनुपात,ಪ್ರತಿಫಲನ ಅನುಪಾತ
परावर्तित द्विआधारी कूट,"ಪ್ರತಿಫಲಿತ ಬೈನರಿ
 ಸಂಹಿತೆ"
परावर्तनी क्रमवीक्षण,ಪ್ರತಿಫಲಿತ ಸ್ಕ್ಯಾನ್
स्वतुल्य संवरक,ಪ್ರತಿಫಲಿತ ಮುಚ್ಚುವಿಕೆ
स्वतुल्य संबंध,ಪ್ರತಿಫಲಿತ ಸಂಬಂಧ
पुनः संरूपण,ಪುನರುಜ್ಜೀವನಗೊಳಿಸು
"पुनश्चर्या, पुनर्जनन",ಬಿಚ್ಚು
पुनर्योजी पुनर्भरण,"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ಪ್ರತಿಕ್ರಿಯೆ"
पुनर्योजी स्मृति,"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ನೆನಪು"
पुनर्योजी पठन,ಪುನರುತ್ಪಾದಕ ಓದುವಿಕೆ
पुनर्योजी पठन,"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ಓದುವಿಕೆ"
पुनर्योजी पुनरावर्तक,"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ಪುನರಾವರ್ತಕ"
पुनर्योजी पथ,ಪುನರುತ್ಪಾದಕ ಟ್ರ್ಯಾಕ್
पुनर्योजक अनुभाग,"ಪುನರ್ಜನ್ಮ
 ವಿಭಾಗ"
"पुनर्जनन, पुनर्योजन",ಪುನರುತ್ಪಾದನೆ
प्रदेश पता,ಪ್ರಾದೇಶಿಕ ವಿಳಾಸ
प्रदेशी केन्द्र,ಪ್ರಾದೇಶಿಕ ಕೇಂದ್ರ
प्रदेशी अभिकलित्र जालक्रम,"ಪ್ರಾದೇಶಿಕ ಕಂಪ್ಯೂಟರ್
 ಜಾಲ"
पंजी,ನೋಂದಣಿ
पंजी पता क्षेत्र,"ನೋಂದಣಿ ವಿಳಾಸ
 ಹೊಲತು"
पंजी क्षमता,ನೋಂದಣಿ ಸಾಮರ್ಥ್ಯ
पंजी संचिका,ನೋಂದಣಿ ಫೈಲ್
पंजी निवेश चयक,"ಇನ್ಪುಟ್ ನೋಂದಾಯಿಸಿ
 ಬಫಲು"
पंजी लंबाई,ನೋಂದಣಿ ಉದ್ದ
पंजी इष्टतमीकरण,"ನೋಂದಣಿ
 ಉತ್ತಮೀಕರಣ"
पंजी-सूचक,ಪಾಯಿಂಟರ್ ಅನ್ನು ನೋಂದಾಯಿಸಿ
पंजी वरण,ಆಯ್ಕೆ ಆಯ್ಕೆ
पंजी अंतरण भाषा,"ನೋಂದಣಿ ವರ್ಗಾವಣೆ
 ಭಾಷೆ"
पंजीकरण क्रमादेश,"ನೋಂದಣಿ
 ಕಾರ್ಯಕ್ರಮ"
नियमित भाषा,"ನಿಯಮಿತ ಘಟನೆ
 (= ನಿಯಮಿತ
 ಭಾಷೆ)"
नियमित व्यंजक,ನಿಯಮಿತ ಅಭಿವ್ಯಕ್ತಿ
नियमित व्याकरण,ನಿಯಮಿತ ವ್ಯಾಕರಣ
नियमित भाषा,ನಿಯಮಿತ ಭಾಷೆ
नियमित संक्रिया,ನಿಯಮಿತ ಕಾರ್ಯಾಚರಣೆ
नियमित संकारक,ನಿಯಮಿತ ಆಪರೇಟರ್
संबंधपरक आँकड़ा संचय,"ಸಂಬಂಧಿತ ದತ್ತ
 ಬೇನೆ"
संबंधपरक व्यंजक,"ಸಂಬಂಧದ
 ಅಭಿವ್ಯಕ್ತಿ"
संबंधपरक संकारक,ಸಂಬಂಧಿತ ನಿರ್ವಾಹಕ
संबंध संप्रतीक,ಸಂಬಂಧ
संबंध प्रतिबंध,ಸಂಬಂಧದ ಸ್ಥಿತಿ
सापेक्ष पता,ಸಾಪೇಕ್ಷ ವಿಳಾಸ
सापेक्ष पताभिगमन,ಸಾಪೇಕ್ಷ ವಿಳಾಸ
सापेक्ष खंडक संख्या,"ಸಾಪೇಕ್ಷ ಬ್ಲಾಕ್
 ಸಂಖ್ಯೆ"
सापेक्ष कूट,ಸಾಪೇಕ್ಷ ಕೋಡ್
सापेक्ष कूटलेखन,ಸಾಪೇಕ್ಷ ಕೋಡಿಂಗ್
सापेक्ष समादेश,ಸಾಪೇಕ್ಷ ಆಜ್ಞೆ
सापेक्षतः अभाज्य,ತುಲನಾತ್ಮಕವಾಗಿ ಅವಿಭಾಜ್ಯ
सापेक्ष गुणनफल,ಸಾಪೇಕ್ಷ ಉತ್ಪನ್ನ
"रिले, प्रतिसारण",ಪದಚ್ಯುತ
मोचन,ಬಿಡುಗಡೆ
विश्वसनीयता,ವಿಶ್ವಾಸಾರ್ಹತೆ
पुनरवस्थापन क्रमादेश,"ಸ್ಥಳಾಂತರಗೊಳ್ಳುವ
 ಕಾರ್ಯಕ್ರಮ"
पुनरवस्थापन भारक,ಲೋಡರ್ ಸ್ಥಳಾಂತರಿಸಲಾಗುತ್ತಿದೆ
प्रत्युपाय अनुरक्षण,"ಪರಿಹಾರ
 ನಿರ್ವಹಣೆ"
सुदूर,ದೂರವಾದ
सुदूर अभिगम,ದೂರಸ್ಥ ಪ್ರವೇಶ
सुदूर अभिगम आँकड़ा संसाधन,"ರಿಮೋಟ್ ಆಕ್ಸೆಸ್ ಡೇಟಾ
 ಸಂಸ್ಕರಣೆ"
सुदूर प्रचय,ದೂರಸ್ಥ ಬ್ಯಾಚ್
सुदूर प्रचय प्रवेश,"ದೂರಸ್ಥ ಬ್ಯಾಚ್
 ಪ್ರವೇಶ"
सुदूर प्रचय संसाधन,"ದೂರಸ್ಥ ಬ್ಯಾಚ್
 ಸಂಸ್ಕರಣೆ"
सुदूर प्रचय अंतक,"ದೂರಸ್ಥ ಬ್ಯಾಚ್
 ಅಂತಿಮ"
सुदूर आह्‍वान अग्रेषण,"ದೂರಸ್ಥ ಕರೆ
 ಕಡಿವಾಣ ಹಾಕುವುದು"
सुदूर सांद्रित,"ದೂರವಾದ
 ಸಾಂದ್ರೀಕರಣಕಾರ"
सुदुर कन्सोल,ದೂರಸ್ಥ ಕನ್ಸೋಲ್
सुदूर नियंत्रण,ದೂರ ನಿಯಂತ್ರಕ
सुदूर आँकड़ा सांद्रण,"ದೂರಸ್ಥ ಡೇಟಾ
 ಏಕಾಗ್ರತೆ"
सुदूर संरूप मद,"ದೂರಸ್ಥ ಸ್ವರೂಪ
 ಕಲೆ"
सुदूर आतिथेय,ದೂರಸ್ಥ ಹೋಸ್ಟ್
सुदूर कार्य निविष्टि,ರಿಮೋಟ್ ಜಾಬ್ ಎಂಟ್ರಿ
सुदूर पाश अनुकूलक,"ದೂರಸ್ಥ ಲೂಪ್
 ಅಳವಡಗಾರ"
सुदूर संदेश संसाधन,"ದೂರಸ್ಥ ಸಂದೇಶ
 ಸಂಸ್ಕರಣೆ"
सुदूर आदेश परिपथ,ರಿಮೋಟ್ ಆರ್ಡರ್ ತಂತಿ
सुदूर शक्ति बंद,ರಿಮೋಟ್ ಪವರ್ ಆಫ್
सुदूर मुद्रण,ದೂರ -ಮುದ್ರಣ
सुदुर क्रमादेश भारक,"ದೂರಸ್ಥ ಕಾರ್ಯಕ್ರಮ
 ತುಂಬುವವನು"
सुदूर संवेदन,ದೂರ ಸಂವೇದಿ
सुदूर केन्द्र,ದೂರ ನಿಲ್ದಾಣ
सुदूर उपसमुच्चय,ದೂರಸ್ಥ ಉಪವಿಭಾಗ
सुदूर स्विच,ದೂರಸ್ಥ ಸ್ವಿಚ್
सुदूर अंतक,ದೂರಸ್ಥ ಟರ್ಮಿನಲ್
सुदूर ट्रंक व्यवस्था,"ದೂರದ ಕಾಂಡ
 ಜೋಡಣೆ"
पुनरादेश,ಪುನಸ್ಸಂಪರ್ಕ
पुनरादेशी टोन,ಪುನರ್ಜನ್ಮದ ಸ್ವರ
पुनःपृष्ठीकरण,ಪ್ರತಿಪವಾಗುವಿಕೆ
मरम्मत-काल,ದುರಸ್ತಿ ಸಮಯ
पुनरावर्तन माप,"ಪುನರಾವರ್ತನೀಯತೆ
 ಅಳತೆ"
पुनरावर्तन क्रिया कुंजी,ಆಕ್ಷನ್ ಕೀಲಿಯನ್ನು ಪುನರಾವರ್ತಿಸಿ
अपेक्षित हाइफन संप्रतीक,"ಹೈಫನ್ ಅಗತ್ಯವಿದೆ
 ಪಾತ್ರ"
अपेक्षित निम्नग संप्रतीक,"ಅಗತ್ಯವಿರುವ ಸ್ಥಳ
 ಪಾತ್ರ"
आवश्यकता-विश्‍लेषण,"ಅವಶ್ಯಕತೆಗಳು
 ವಿಶ್ಲೇಷಣೆ"
पुनर्धाव,ಮತ್ತೆ ತಿಳಿಸು
पुनर्धाव विधा,ಮರು ಚಾಲನೆ
पुनर्धाव बिन्दु,ಪಾಯಿಂಟ್
पुनर्धाव क्रमादेश,ಮರು ಚಾಲನೆ
आरक्षित शब्द,ಕಾಯ್ದಿರಿಸಿದ ಪದ
पुन: आरंभन,ಮರುಹೊಂದಿಸು
पुन: आरंभन चक्र,ಮರುಹೊಂದಿಸಿ ಚಕ್ರ
पुन: आरंभन विधा,ಮರುಹೊಂದಿಸಿ ಮೋಡ್
पुन: आरंभन स्पंद,ನಾಡಿ ಮರುಹೊಂದಿಸಿ
पुन: आरंभन दर,ಮರುಹೊಂದಿಸಿ ದರ
शून्य पुन: आरंभन,ಶೂನ್ಯಕ್ಕೆ ಮರುಹೊಂದಿಸಿ
स्मृतिवासी,ನಿವಾಸಿ
स्मृतिवासी नियंत्रण क्रमादेश,"ನಿವಾಸಿ ನಿಯಂತ್ರಣ
 ಕಾರ್ಯಕ್ರಮ"
स्मृतिवासी स्थूल कोडांतरक,"ನಿವಾಸಿ
 ಸಣ್ಣಕಾಯಿ"
स्मृतिवासी क्रमादेश वरण सूची,"ನಿವಾಸಿ ಕಾರ್ಯಕ್ರಮ
 ಪಟ್ಟಿ ಆಯ್ಕೆಮಾಡಿ"
स्मृतिवासी क्रमादेश,ನಿವಾಸಿ ಕಾರ್ಯಕ್ರಮ
अवशिष्‍ट त्रुटि,ಉಳಿದ ದೋಷ
अवशिष्‍ट अंकगणित,ಶೇಷ ಅಂಕಗಣಿತ
अवशिष्‍ट जाँच,ಶೇಷ ಪರಿಶೀಲನೆ
स्मृतिवासी प्रतिरुपक,ರಯಿಸ್ಟೆಂಟ್ ಮಾಡ್ಯೂಲ್
प्रतिरोधक ट्राजिस्टर तर्क,"ಪ್ರತಿರೋಧಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್
 ತರ್ಕ"
मात्रक त्रुटि,ರೆಸಲ್ಯೂಶನ್ ದೋಷ
वियोजक,ಪರಿಹರಿಸುವವನು
साधन अभिगम नियंत्रण सुविधा,"ಸಂಪನ್ಮೂಲ ಪ್ರವೇಶ
 ನಿಯಂತ್ರಣ ಸೌಲಭ್ಯ"
साधन-नियतन,"ಸಂಪುಟ
 ಮನವಸಿಕೆ"
साधन निरुपक,"ಸಂಪುಟ
 ವಿವರಣಕಾರ"
साधन प्रबंध,"ಸಂಪುಟ
 ನಿರ್ವಹಣೆ"
