Malayalam,Assamese
അപ്രത്യക്ഷമാകുന്ന പോയിന്റ്,ভেনিচিং পইণ্ট
നീരാവി പാത്രങ്ങൾ,ভেপাৰৱেৰ
വേരിയബിൾ,লৰৃ - চৰ হৈ থকা
വേരിയബിൾ വിലാസം,ভেৰিয়েবল ঠিকনা
വേരിയബിൾ ബിറ്റ് നിരക്ക്,ভেৰিয়েবল বিট হাৰ
വേരിയബിൾ ഫീൽഡ് നീളം,ভেৰিয়েবল ক্ষেত্ৰৰ দৈৰ্ঘ্য
വേരിയബിൾ നീളം കോഡ്,ভেৰিয়েবল লেংথ ক&#39;ড
വേരിയബിൾ നാമം,চলকৰ নাম
വാരിയാലെ,ভেৰিয়েল
വെക്റ്റർ,ভেক্টৰ
വെക്റ്റർ ഗ്രാപ്ഡിക്സ്,ভেক্টৰ grapdhics
വെക്റ്റർ പ്രെസെസിംഗ്,ভেক্টৰ প্ৰেচেছিং
വെക്റ്റർ ചെയ്ത തടസ്സങ്ങൾ,ভেক্টৰযুক্ত বাধাসমূহ
വെൻ &#39;രേഖാചിത്രം,venn ডায়েগ্ৰাম
സ്ഥിരീകരണവും മൂല്യനിർണ്ണയവും (V&amp;V),পৰীক্ষণ আৰু বৈধকৰণ (V&amp;V)
പതിപ്പ് നിയന്ത്രണം,সংস্কৰণ নিয়ন্ত্ৰণ
പതിപ്പ് നമ്പർ,সংস্কৰণ নম্বৰ
വെർട്ടക്സ്,শিখৰ
ലംബ പ്രോസസ്സർ,উলম্ব প্ৰচেছৰ
വളരെ വലിയ തോതിലുള്ള ഏകീകരണം (VLSI),অতি বৃহৎ পৰিসৰৰ সংহতি (VLSI )
വളരെ നീണ്ട നിർദ്ദേശ വാക്ക് (VLIW),অতি দীঘল নিৰ্দেশনা শব্দ (VLIW)
വി.എച്ച്.ഡി.എൽ,ভিএইচডিএল
വീഡിയോ ക്യാമറ,ভিডিঅ&#39; কেমেৰা
ദശൃാഭിമുഖം,ভিডিঅ&#39; কনফাৰেন্সিং
വീഡിയോ ഡിസ്പ്ലേ ടെർമിനൽ,ভিডিঅ&#39; প্ৰদৰ্শন টাৰ্মিনেল
വീഡിയോ ഡിസ്പ്ലേ യൂണിറ്റ്,ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট
വീഡിയോ ഗെയിം,ভিডিঅ&#39; গেম
വീഡിയോ ഗ്രാഫിക് അഡാപ്റ്റർ (VGA),ভিডিঅ&#39; গ্রাফিক এডাপ্টাৰ (VGA)
വീഡിയോ ഗ്രാഫിക്സ് അഡാപ്റ്റർ (VGA),ভিডিঅ&#39; গ্রাফিক্স এডাপ্টাৰ (VGA)
വീഡിയോ സെർവർ,ভিডিঅ&#39; চাৰ্ভাৰ
കാണുക,দৰ্শন
പോർട്ട് കാണുക,দৰ্শন পৰ্ট
വ്യൂപോർട്ട്,ভিউপৰ্ট
വെർച്വൽ സർക്യൂട്ട്,ভাৰ্চুৱেল চাৰ্কিট
വെർച്വൽ പ്രവർത്തനം,ভাৰ্চুৱেল ফাংচন
വെർച്വൽ മെമ്മറി,ভাৰ্চুৱেল মেমৰি
വെർച്വൽ സ്വകാര്യ നെറ്റ്‌വർക്ക്,ভাৰ্চুৱেল ব্যক্তিগত নেটৱাৰ্ক
വെർച്വൽ റിയാലിറ്റി,ভাৰ্চুৱেল ৰিয়েলিটি
വെർച്വൽ റിയാലിറ്റി,ভাৰ্চুৱেল ৰিয়েলিটি
വെർച്വൽ റിയാലിറ്റി മാർക്ക്അപ്പ് ഭാഷ,ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা
വെർച്വൽ റിയാലിറ്റി മാർക്ക്അപ്പ് ഭാഷ (VRML),ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা (VRML)
വെർച്വൽ സ്റ്റോറേജ് ആക്സസ് രീതി,ভাৰ্চুৱেল সংৰক্ষণ অভিগম পদ্ধতি
വെർച്വൽ സ്റ്റോറേജ് മാനേജ്മെന്റ്,ভাৰ্চুৱেল সংৰক্ষণ ব্যৱস্থাপনা
വൈറസ്,ভাইৰাছ
വൈറസ് കണ്ടെത്തൽ,ভাইৰাছ ধৰা পেলোৱা
വൈറസ് പ്രോഗ്രാം,ভাইৰাছ প্ৰগ্ৰেম
ദൃശ്യപരത,দৃশ্যমানতা
ദർശനം,দৃষ্টি
വിഷ്വൽ അടിസ്ഥാന,ভিজুৱেল বেচিক
വിഷ്വൽ സി++,ভিজুৱেল C++
വിഷ്വൽ ഡിസ്പ്ലേ യൂണിറ്റ്,ভিজুৱেল ডিছপ্লে ইউনিট
വിച്വൽ,ভিচুৱেল
വിച്വൽ വിലാസം,ভিচুৱেল ঠিকনা
വിച്വൽ മെഷീൻ (VM),ভিচুৱেল মেচিন (VM)
ശബ്ദം,কণ্ঠ
വോയ്സ് മെയിൽ,ভইচ মেইল
വോയ്സ് മെയിൽ സെർവർ,ভইচ মেইল চাৰ্ভাৰ
ശബ്ദം തിരിച്ചറിയൽ,কণ্ঠস্বৰ চিনাক্তকৰণ
വോയ്സ്-നെറ്റ്,ভইচ-নেট
അസ്ഥിരമായ മെമ്മറി,অস্বাভাৱিক স্মৃতিশক্তি
വേഫർ,ৱেফাৰ
WAIS മാനേജർ,WAIS মেনেজাৰ
കാത്തിരിക്കുക മരിക്കുക,অপেক্ষা কৰক মৰি যাওক
മുറിവ് കാത്തിരിക്കുക,wait ঘাঁ
കാത്തിരുന്ന കോഡ്,অপেক্ষা কৰা ক&#39;ড
ശരാശരി കാത്തിരുന്നു,অপেক্ষা কৰিছিল mean
കാത്തിരിപ്പ് സമയം,অপেক্ষাৰ সময়
മതിൽ ഗ്രേഡ്,ৱাল গ্ৰেড
ഊഷ്മള പുനരാരംഭിക്കുക,উষ্ণ পুনৰাৰম্ভ
മാലിന്യ ബാൻഡ് വീതി,আৱৰ্জনা বেণ্ডৰ প্ৰস্থ
വെള്ളച്ചാട്ട മാതൃക,জলপ্ৰপাতৰ আৰ্হি
വേവ്ലെറ്റ്,ৱেভলেট
വേവ്ലെറ്റ് ഇമേജ് കംപ്രഷൻ,wavelet ছবি সংকোচন
തരംഗ രൂപാന്തരം,ৱেভলেট ৰূপান্তৰ
ദുർബലമായ സ്ഥാപനം,দুৰ্বল সত্তা
വെബ്,ৱেব
വെബ് വിലാസം,ৱেব ঠিকনা
വെബ് എഴുത്ത്,ৱেব ৰচনা
വെബ് ബ്രൌസർ,ৱেব ব্ৰাউজাৰ
വെബ് പേജ്,ৱেব পৃষ্ঠা
വെബ് സെർവർ,ৱেব চাৰ্ভাৰ
വെബ് സൈറ്റ്,ৱেব চাইট
web-enabld ആപ്ലിക്കേഷൻ,web-enabld এপ্লিকেচন
വെബ് പ്രവർത്തനക്ഷമമാക്കി,ৱেব-সামৰ্থবান
തൂക്കമുള്ള ഗ്രാഫ്,ওজনযুক্ত গ্ৰাফ
നന്നായി ബന്ധിപ്പിച്ചിരിക്കുന്നു,ভালদৰে সংযুক্ত
നന്നായി രൂപപ്പെടുത്തിയ ഫോർമുല,সুগঠিত সূত্ৰ
നന്നായി ക്രമീകരിച്ച സെറ്റ്,ভালদৰে অৰ্ডাৰ কৰা চেট
വെറ്റ്വെയർ,ৱেটৱেৰ
വീറ്റ്‌സ്റ്റോൺ ബെഞ്ച് മാർക്ക്,ঘেঁহুৰ শিলৰ বেঞ্চ চিহ্ন
ചക്രം,চকা
ലൂപ്പ് സമയത്ത്,while লুপ
വൈറ്റ് ബോക്സ് ടെസ്റ്റിംഗ്,বগা বাকচ পৰীক্ষণ
വെള്ളവെളിച്ചം,বগা পোহৰ
വെളുത്ത ശബ്ദം,বগা শব্দ
വൈഡ് ഏരിയ നെറ്റ്‌വർക്ക് (WAN),ৱাইড এৰিয়া নেটৱাৰ্ক (WAN)
വൈഡ് ഏരിയ നെറ്റ്‌വർക്ക് (WAN),ৱাইড এৰিয়া নেটৱাৰ্ক (WAN)
വിശാലമായ ബാൻഡ്,বহল বেণ্ড
വൈൽഡ് കാർഡ്,ৱাইল্ড কাৰ্ড
വിമ്പ്,উইম্প
ജയിക്കുക,জয়
zip വിജയിക്കുക,জিপ জিপ
ജാലകം,খিৰিকী
വിൻഡോ,উইণ্ড&#39;ইং
വിൻഡോസ്,উইণ্ড’জ
വിൻഡോസ് എക്സ്പ്ലോറർ,উইণ্ড&#39;জ এক্সপ্ল&#39;ৰাৰ
വിൻഡോസ് NT,উইণ্ড&#39;জ NT
വയർ ഫ്രെയിം മോഡൽ,তাঁৰৰ ফ্ৰেমৰ মডেল
വയർ പ്രിന്റർ,তাঁৰ প্ৰিন্টাৰ
വയർഡ് ലോജിക്,তাঁৰযুক্ত যুক্তি
വയർലെസ് വിശ്വസ്തത (വൈ ഫൈ),বেতাঁৰ নিষ্ঠা ( wi Fi)
വയർലെസ് ലാൻ,বেতাঁৰ LAN
വയർലെസ്സ് ട്രാൻസ്മിഷൻ,বেতাঁৰ সংক্ৰমণ
മാന്ത്രികൻ,উইজাৰ্ড
വാക്ക്,শব্দ
വാക്ക് കീ,শব্দৰ চাবি
പദ ദൈർഘ്യം,শব্দৰ দৈৰ্ঘ্য
വാക്ക് ഓറിയന്റഡ്,শব্দমুখী
വേഡ് പ്രോസസ്സിംഗ്,ৱৰ্ড প্ৰচেছিং
വേഡ് പ്രോസസ്സിംഗ്,ৱৰ্ড প্ৰচেছিং
വേഡ് പ്രോസസർ,ৱৰ্ড প্ৰচেছৰ
വാക്ക് അടിവരയിടുന്ന പ്രതീകം,শব্দ আণ্ডাৰস্কোৰ চৰিত্ৰ
വർക്ക് ഫ്ലോ മാനേജ്മെന്റ്,কৰ্ম প্ৰবাহ ব্যৱস্থাপনা
വർക്ക് ഗ്രൂപ്പ്,কৰ্মগোট
ജോലി യൂണിറ്റ്,ৱৰ্ক ইউনিট
ജോലിയുടെ അളവ്,ৱৰ্ক ভলিউম
പ്രവർത്തന ഡയറക്ടറി,কাৰ্য্যকৰী ডাইৰেকটৰি
ജോലി സെറ്റ്,কাৰ্য্যকৰী ছেট
പ്രവർത്തിക്കുന്ന സംഭരണം,কাৰ্য্যকৰী সংৰক্ষণ
ശിൽപശാല,কৰ্মশালা
വർക്ക്സ്റ്റേഷൻ,ৱৰ্কষ্টেচন
ലോക കോ-ഓർഡിനേറ്റ്,বিশ্বৰ সমন্বয়
വേൾഡ് വൈഡ് വെബ് (WWW),ৱৰ্ল্ড ৱাইড ৱেব (WWW)
ഏറ്റവും മോശം അവസ്ഥ വിശകലനം,আটাইতকৈ বেয়া ক্ষেত্ৰৰ বিশ্লেষণ
ഏറ്റവും മോശം ഫിറ്റ് അൽഗോരിതം,worst fit এলগৰিদম
പൊതിയുക,ৰেপাৰআউট
റിസ്റ്റ് കമ്പ്യൂട്ടിംഗ്,ৰিষ্ট কম্পিউটিং
എഴുതാവുന്നത്,লিখিব পৰা
എഴുതുക,লিখা
കാഷെ എഴുതുക,কেশ্ব লিখা
എഴുത്ത് ചക്രം,লিখাৰ চক্ৰ
കീ എഴുതുക,লিখা চাবি
"ഒരിക്കൽ എഴുതുക, കൂടുതൽ വായിക്കുക (WORM)","এবাৰ লিখক, অধিক পঢ়ক (WORM)"
സംരക്ഷണം എഴുതുക,লিখাৰ সুৰক্ষা
വായിക്കുക തല എഴുതുക,লিখা read head
X OR,X বা
X-12,এক্স-১২
XBM X ബിറ്റ്മാപ്പ്,XBM X বিটমেপ
സെനിക്സ്,জেনিক্স
എക്സ്മോഡം,Xmodem
എക്സ്-ഓൺ/എക്സ്-ഓഫ്,এক্স-অন/এক্স-অফ
എക്സ്-ടെർമിനൽ,X-টাৰ্মিনেল
എക്സ്ടെക്സ്റ്റ്,Xtext
എക്സ്-വിൻഡോ,এক্স-উইণ্ডো
YACC,YACC
യാഹൂ,Yahoo
നുകം,যোক
Z-ബഫർ,জেড-বাফাৰ
പൂജ്യം വിലാസ നിർദ്ദേശം,শূন্য ঠিকনা নিৰ্দেশনা
പൂജ്യം പ്രവർത്തനം,শূন্য ফলন
പൂജ്യം ലെവൽ വിലാസം,শূন্য স্তৰৰ ঠিকনা
പൂജ്യം മാട്രിക്സ്,শূন্য মেট্ৰিক্স
പൂജ്യം അടിച്ചമർത്തൽ,শূন্য দমন
പൂജ്യം കാത്തിരിപ്പ് അവസ്ഥ,শূন্য অপেক্ষা অৱস্থা
