Bengali,Hindi
অশান্তি তত্ত্ব,प्रक्षोभ सिद्धांत
সন্ধিক্ষণ,वर्तन बिंदु
মোচড়,"ऐंठन, मरोड़, व्यावर्तन , ट्विस्ट"
পাকানো বক্ররেখা,"व्यावर्तित वक्र, असमतली वक्र"
দ্বিমাত্রিক,द्विविम
দ্বিমাত্রিক ক্রমাগত বিতরণ,द्विविम संतत बंटन
দ্বিমাত্রিক ভেক্টর,द्विविम सदिश
দ্বিগুণ শ্রেণীবিভাগ,द्विवर्गीकरण
দুই পরামিতি পরিবার,द्विप्राचन परिवार
দুই ব্যক্তির খেলা,द्विव्यक्तीय खेल
দুই ফেজ পদ্ধতি,द्विचरण विधि
দুই ফেজ স্যাম্পলিং,द्वि-प्रावस्था प्रतिचयन
দুই পয়েন্ট বাউন্ডারি শর্ত,द्विबिंदु परिसीमा प्रतिबंध
দুই পার্শ্বযুক্ত এফ-টেস্ট,द्वि-पुच्छी F-परीक्षण
দুই পক্ষের স্বাভাবিক পরীক্ষা,द्वि-पुच्छी प्रसामान्य परीक्षण
দুই পার্শ্বযুক্ত এক্স-পরীক্ষা,द्वि-पुच्छी X-परीक्षण
চূড়ান্ত মান,अंतिम मान
নিরপেক্ষ অনুমান,अनभिनत आकल
জনসংখ্যার বৈচিত্র্যের নিরপেক্ষ অনুমান,समष्टि प्रसरण का अनभिनत आकल
নিরপেক্ষ রৈখিক অনুমান,अनभिनत रैखिक आकल
নিরপেক্ষ বিন্দু অনুমান,अनभिनत बिंदु आकल
নিরপেক্ষ পরীক্ষা,अनभिनत परीक्षण
সীমাহীন অঞ্চল,अपरिबद्‌ध प्रदेश
সীমাহীন সেট,अपरिबद्‌ध समुच्चय
সীমাহীন সমাধান,अपरिबद्‌ध हल
অনিশ্চয়তার নীতি,अनिश्चितता-सिद्‌धांत
শর্তহীন সম্ভাবনা,अप्रतिबंध प्रायिकता
অনিয়ন্ত্রিত আপেক্ষিক সর্বোচ্চ,अव्यवरोधित आपेक्षिक अधिकतम
অগণিত,अगणनीय
অগণিত উপসেট,अगणनीय उपसमुच्चय
অনির্ধারিত,अनिर्धारित
অনির্ধারিত সহগ,अनिर्धारित गुणांक
অসম,असमान
দলহীন,अवर्गीकृत
গোষ্ঠীভুক্ত ডেটা,अवर्गीकृत न्यास
ইউনিফর্ম,एकसमान
অভিন্ন ত্বরণ,"एकसमान त्वरण, अचर त्वरण"
অভিন্ন সীমাবদ্ধতা,एकसमान परिबद्‌धता
অভিন্ন অভিসরণ,एकसमान अभिसरण
অভিন্ন উত্তল,एकसमान अवमुखता
অভিন্ন ঘনত্ব,एकसमान घनत्व
সমবন্টন,एकसमान बंटन
অভিন্ন মহাকর্ষীয় ক্ষেত্র,एकसमान गुरुत्वाकर्षण क्षेत्र
অভিন্নতা," एकसमानता , परिवेशक, परिवेश-परिवार"
অভিন্নভাবে সেরা,एकसमान सुष्ठुतम
অভিন্নভাবে ক্রমাগত এক্সটেনশন,एकसमान संतत विस्तार
অভিন্নভাবে অভিসারী,एकसमान अभिसारी
