Marathi,Odiya
नख,ପୁରା
विचारवंत,ଭାବପ୍ରବଣ
धोका,ଧମକ
काटेकोर,ଥ୍ରିଫ୍ଟ |
माध्यमातून,ମାଧ୍ୟମରେ
बाहेर फेकून,ବାହାରକୁ ଫୋପାଡ
अंगठा छाप,ଆଙ୍ଗୁଠି ଭାବନା |
थंपिंग बहुसंख्य,ସଂଖ୍ୟାଗରିଷ୍ଠତା
तिकिट,ଟିକେଟ୍
टाय,ବାନ୍ଧ |
बांधलेले कर्ज,ବନ୍ଧା loan ଣ
स्तरीय,ଶିରୋନାମା
टिल्ट,ଟିଲ୍ଟ
वेळ,ସମୟ
वेळ परवानगी,ସମୟ ଅନୁମତିପ୍ରାପ୍ତ |
वेळ प्रतिबंधित,ସମୟ ବାରଣ କରାଯାଇଛି |
वेळेच बंधन,ସମୟ ସୀମା
वेळ कार्ड,ସମୟ କାର୍ଡ
वेळ ठेव (= निश्चित ठेव),ସମୟ ଜମା (= ସ୍ଥିର ଜମା)
वेळ ठेवणे,ସମୟ ରଖେ |
वेळेची मर्यादा,ସମୟ ସୀମା
वेळ बंद,ସମୟ ସରିଲା
वेळ ओलांडून,ସମୟ ଅତିକ୍ରମ କରନ୍ତୁ |
कालबाह्य कार्यक्रम,ଟାଇମେଡ୍ ପ୍ରୋଗ୍ରାମ୍ |
वेळ दर,ସମୟ ହାର
वेळ रेकॉर्डिंग मशीन,ସମୟ ରେକର୍ଡିଂ ମେସିନ୍ |
वेळ स्केल,ସମୟ ସ୍କେଲ
वेळा पत्रक,ସମୟ ନିରନ୍ତର |
वेळ मुद्रांक,ସମୟ ଷ୍ଟାମ୍ପ୍ |
वेळ अभ्यास उपकरणे,ସମୟ ଅଧ୍ୟୟନ ଉପକରଣ |
वेळापत्रक,ସମୟ ସାରଣୀ |
वेळ,ସମୟ
टिपा,ଟିପ୍ସ
शीर्षक,ଆଖ୍ୟା
शीर्षक धारक,ଆଖ୍ୟା ଧାରକ |
टॉयलेट,ଶୌଚାଳୟ
टोकन,ଟୋକେନ୍
टोकन सदस्य,ଟୋକେନ୍ ସଦସ୍ୟ |
टोकन वेतन,ଟୋକେନ୍ ଦରମା |
टोकन स्ट्राइक,ଟୋକେନ୍ ଷ୍ଟ୍ରାଇକ୍ |
टोन,ସ୍ୱର
खाली टोन,ସ୍ୱର ତଳକୁ
सुरात जुळविणे,ସ୍ୱର
साधन,ସାଧନ
टूल डाउन स्ट्राइक,ଟୁଲ୍ ଡାଉନ୍ ଷ୍ଟ୍ରାଇକ୍ |
शीर्ष,ଶୀର୍ଷ
विषय,ବିଷୟ
उच्च स्तरीय निर्णय,ଶୀର୍ଷ ସ୍ତରର ନିଷ୍ପତ୍ତି |
वरिष्ठ व्यवस्थापन,ଶୀର୍ଷିକ ପରିଚାଳନା
सर्वात वर,ଶୀର୍ଷ
शीर्ष अधिकारी,ଶୀର୍ଷିକୀ
टोपोग्राफी,ଟପୋଗ୍ରାଫି |
सर्वोच्च प्राधान्य,ଶୀର୍ଷ ପ୍ରାଥମିକତା
अव्वल रँकिंग,ଶୀର୍ଷା ର୍ୟାଙ୍କିଙ୍ଗ୍ |
अत्यंत गुप्त,ପରମ ଗୁପ୍ତ କଥା
छळ,ନିର୍ଯାତନା
एकूण,ସମୁଦାୟ
एकूण सेवा,ମୋଟ ସେବା
कठीण,କଠିନ
टूर,ଭ୍ରମଣ
टूर प्रोग्राम,ଟୁର୍ ପ୍ରୋଗ୍ରାମ୍
टूर रिपोर्ट,ଟୁର୍ ରିପୋର୍ଟ
टाउट,ଟାଉଟ୍
शहर,ସହର
टाउनशिप,ଟାଉନସିପ୍
ट्रेस,ଟ୍ରାସ
ट्रॅक्ट,ଟ୍ରାକ୍ଟ |
कर्षण,ଟ୍ରାକସନ
व्यापार करार,ବାଣିଜ୍ୟ ଚୁକ୍ତି |
व्यापारी संघ,ବାଣିଜ୍ୟ ଶିକ୍ଷା
परंपरा,ପରମ୍ପରା |
ट्रेन,ଟ୍ରେନ୍
प्रशिक्षणार्थी,ପ୍ରଶିକ୍ଷାର୍ଥୀ
प्रशिक्षणार्थी,ପ୍ରଶିକ୍ଷନ
ट्रेनर,ପ୍ରଶିକ୍ଷକ
प्रशिक्षण,ତାଲିମ
प्रशिक्षण केंद्र,ତାଲିମ କେନ୍ଦ୍ର
प्रशिक्षण महाविद्यालय,ସହମୂଳକ ରହସ୍ୟ
प्रशिक्षण विभाग,ତାଲିମ ବିଭାଗ
प्रशिक्षण संस्था,ତାଲିମ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ |
प्रशिक्षण कालावधी,ତାଲିମ ଅବଧି
प्रशिक्षण कार्यक्रम,ତାଲିମ କାର୍ଯ୍ୟକ୍ରମ
प्रशिक्षण युनिट,ତାଲିମ ୟୁନିଟ୍ |
वैशिष्ट्य,ଗୁଣ
देशद्रोही,ଦେଶଦ୍ରୋହୀ
शांतता,ଶାନ୍ତି |
व्यवहार,କାରବାର
व्यवसायाचा व्यवहार,ବ୍ୟବସାୟର କାରବାର
लिप्यंतरण,ଟ୍ରାନ୍ସକ୍ରିପସନ୍
हस्तांतरण,ସ୍ଥାନାନ୍ତର
हस्तांतरणीय वस्तू,ସ୍ଥାନାନ୍ତରଯୋଗ୍ୟ ସାମଗ୍ରୀ |
हस्तांतरण प्रवेश,ସ୍ଥାନାନ୍ତର ପ୍ରବେଶ
हस्तांतरण फी,ସ୍ଥାନାନ୍ତର ଦେୟ
हस्तांतरण निवेदन,ସ୍ମାରକପତ୍ର ସ୍ଥାନାନ୍ତର କରନ୍ତୁ |
प्रतिनियुक्तीवर हस्तांतरण,ଡେପୁଟେସନ୍ କୁ ସ୍ଥାନାନ୍ତର |
हस्तांतरण ऑर्डर,ସ୍ଥାନାନ୍ତର ଆଦେଶ
परिवर्तन,ସଂକ୍ରମଣ
संक्रमण,ଗମନାଗମନ
संक्रमण शुल्क,ଗମନାଗମନ ଡ୍ୟୁଟି |
संक्रमणकालीन,କ୍ରାନ୍ତିକାରୀ
ट्रान्झिट पास,ଗମନାଗମନ ପାସ୍ |
ट्रान्झिट व्हिसा,ଗମନାଗମନ ଭିସା |
संक्रमण कार्यशाळा,ଗମନାଗମନ କର୍ମଶାଳା |
अनुवाद,ଅନୁବାଦ
लिप्यंतरण,ଅନୁବାଦକ
संसर्ग,ସଂକ୍ରମଣ
प्रसारण,ପ୍ରସାରଣ
वाहतूक,ପରିବହନ
वाहतूक भत्ता,ପରିବହନ ଭତ୍ତା
वाहतूक,ପରିବହନ
ट्रान्सपोजिशन,ସ୍ଥାନାନ୍ତର
सापळा,ଜାଲ
प्रवास,ଭ୍ରମଣ
प्रवास खर्च,ଭ୍ରମଣ ଖର୍ଚ୍ଚ
प्रवासी धनादेश,ଭ୍ରମଣକାରୀଙ୍କ ଚେକ୍ |
प्रवास भत्ता,ଭ୍ରମଣ ଭତ୍ତା
प्रवास भत्ता बिल,ଭ୍ରମଣ ଭତ୍ତା ବିଲ୍ |
प्रवास सवलत,ଭ୍ରମଣ ବନ୍ଦ
विश्वासघात,ବିଶ୍ୱାସଘାତକତା
देशद्रोह,ଦେଶଦ୍ରୋହ
कोषागार,ଭଣ୍ଡାର
ट्रेझरी बेंच,ଭଣ୍ଡାର ବେଞ୍ଚ |
ट्रेझरी ठेव पावती (टी.डी.आर.),ଟ୍ରେଜେରୀ ଜମା ରସିଦ (T.D.R।)
ट्रेझरी पावती,ଭଣ୍ଡାର ରସିଦ |
ट्रेझरी व्हाउचर,ଭଣ୍ଡାର ଭାଉଚର |
उपचार,ଚିକିତ୍ସା କର |
करार,ଚୁକ୍ତି
प्रत्यार्पणाचा करार,ପ୍ରତ୍ୟର୍ପଣର ଚିକିତ୍ସା |
ट्रेक,ଟ୍ରେକ୍
ट्रेंड,ଟ୍ରେଣ୍ଡ
अनावश्यक,ଅପରାଧ
चाचणी,ପରୀକ୍ଷା
चाचणी शिल्लक,ପରୀକ୍ଷା ବାଲାନ୍ସ
चाचणी कालावधी,ପରୀକ୍ଷା ସମୟ
आदिवासी क्षेत्र विकास,ଆଦିବାସୀ କ୍ଷେତ୍ର ବିକାଶ |
आदिवासी कल्याण,ଆଦିବାସୀ କଲ୍ୟାଣ |
जमाती,ଜନଜାତି
न्यायाधिकरण,ଟ୍ରାର୍କନାଲ |
श्रद्धांजली,ଶ୍ରଦ୍ଧାଞ୍ଜଳି
ट्रिम,ଟ୍ରିମ୍
सहल,ଯାତ୍ରା
त्रिपक्षीय,ତ୍ରିପାକ୍ଷିତା
तिहेरी,ଟ୍ରିପଲ୍
तिप्पट,ତ୍ରିପାଠୀ
खरी प्रत,ପ୍ରକୃତ କପି |
ट्रंक कॉल,ଟ୍ରଙ୍କ୍ କଲ୍ |
विश्वास,ବିଶ୍ୱାସ
विश्वस्त,ଟ୍ରଷ୍ଟି
विश्वासार्ह,ବିଶ୍ୱାସଯୋଗ୍ୟ
खाली वळा,ମନା କରିବା
टर्नकी आधार,ଟର୍କି
टर्न-आउट,ପ ରି ଣ ତ ହେ ବା
उलाढाल,କାରବାର
Trpitute,ନିରର୍ଥକ
TORTELAGE,ପରୀହାଜ
ट्विन सिटी,ଯାଆଁଳା ସହର |
दुहेरी सामायिकरण आधार,ଯାଆଁଳା ଅଂଶୀଦାର ଆଧାର |
प्रकार,ଟାଇପ୍ କରନ୍ତୁ |
टाइपस्क्रिप्ट,ପ୍ରଶ୍ନଗୁଡିକ
टाइपराइटर,ଟାଇପ୍ ରାଇଟର୍ |
टाइपराइटिंग,Sypletiting
ठराविक,ସାଧାରଣ
टायपिंग,ଟାଇପ୍ କରିବା
टायपिंग मशीन,ଟାଇପିଂ ମେସିନ୍ |
टाइपिंग पूल,ଟାଇପ୍ କରିବା
टायपोग्राफिकल त्रुटी,ଟାଇପୋଗ୍ରାଫିକ୍ ତ୍ରୁଟି |
Ulderative हेतू,ଅଲଟର ଉଦ୍ଦେଶ୍ୟ |
अंतिम,ଚରମ
अल्टिमेट कंझिग्नी,ଚରମ ପରିବହନକାରୀ |
अंतिम किंमत,ଚରମ ମୂଲ୍ୟ
अंतिम ध्येय,ଚରମ ଲକ୍ଷ୍ୟ |
शेवटी,ପରିଶେଷରେ
अंतिम उद्दीष्ट,ଚରମ ଉଦ୍ଦେଶ୍ୟ |
अल्टिमेटम,ଅଲ୍ଟିମାଟମ୍ |
अल्टिमो,ଅଲ୍ଟିମୋୋ |
अल्ट्राव्हियर्स,ଅତିବାହୀର
पंच,ଅମ୍ପାୟାର
अस्वीकार्य,ଗ୍ରହଣୀୟ ନୁହେଁ |
बिनधास्त सामान,ଅସଂଗଠିତ ବ୍ୟାଗେଜ୍ |
विनाअनुदानित,ଅଜ୍ଞାତ
अस्पष्ट,ଅସ୍ପଷ୍ଟ |
एकमत,ଉପସ୍ଥାପନା |
एकमत,ବାଧ୍ୟତାମୂଳକ |
एकमताने निर्णय,ବାଧ୍ୟତାମୂଳକ ନିଷ୍ପତ୍ତି
नम्र,ଅସମ୍ମାନ
अन्टॅच केलेले,ସଂଲଗ୍ନ ହୋଇନାହିଁ |
अनधिकृत,ଅନଧିକୃତ |
अटळ,ଏଡିବାଯୋଗ୍ୟ |
अपरिहार्य परिस्थिती,ଏଡିବାଯୋଗ୍ୟ ପରିସ୍ଥିତି |
अपरिहार्य विलंब,ଅନାବଶ୍ୟକ ବିଳମ୍ବ |
नापसंत,ଅଗ୍ରଗାମୀ
अनावश्यक,ଅଯଥା
अनिश्चित,ଅନିଶ୍ଚିତତା |
निरोधक,ଅଶିକ୍ଷିତ |
दावा न केलेले सामान,ଅଶିକ୍ଷିତ ବ୍ୟାଗେଜ୍ |
अवर्गीकृत,ଅନାବଶ୍ୟକ |
बिनधास्त,ଅସାଧାରଣ
असामान्य,ଅସାଧାରଣ
बिनधास्त,ଆପୋଷ ବୁ .ାମଣା |
बिनशर्त,ସର୍ତ୍ତମୂଳକ |
अपुष्ट,ଅବିଭକ୍ତ |
अपुष्ट अहवाल,ଅବିଶ୍ୱାସନୀୟ ରିପୋର୍ଟ |
असंवैधानिक,ଅସାମ୍ବିଧାନିକ |
बिनधास्त,ଅବିଭକ୍ତ
अनियंत्रित,ଅନିୟନ୍ତ୍ରିତ |
अनियंत्रित,ଅବିଭକ୍ତ
उघडलेली मागणी,ଅଣସଂରକ୍ଷିତ ଚାହିଦା |
अनावश्यक,ଅବାଞ୍ଛିତ
अविभाजित पत्र,ଅବିଭକ୍ତ ଅକ୍ଷର |
खाली,ତଳେ |
अंडर-वय,ତଳେ |
मूल्यांकन अंतर्गत,ମୂଲ୍ୟାଙ୍କନ ଅଧୀନରେ |
बिलिंग अंतर्गत,ବିଲିଂ ଅଧୀନରେ |
पोस्टिंगचे प्रमाणपत्र,ପୋଷ୍ଟିଂ ସାର୍ଟିଫିକେଟ୍ ଅଧୀନରେ |
विचाराधीन,ବିଚାରରେ
अधोरेखित,ଅଣ୍ଡରକ୍ରମ୍ପେସନ୍ |
अविकसित,ଆଚ୍ଛାଦିତ |
नोकरी अंतर्गत,ନିୟୋଜିତ ନିୟୋଜିତ |
रोजगार अंतर्गत,ରୋଜଗାର ଅଧୀନରେ
अंडर-अंदाज,ଅଣ୍ଡର ଆକଳନ
परीक्षा अंतर्गत,ପରୀକ୍ଷା ଅଧୀନରେ
पदवीधर,ସ୍ନାତକୋତ୍ତର
भूमिगत,ଭୂତଳ
अंतर्गत व्यवहार,ଅଣ୍ଡର-ହାତ ଡିଲ୍ |
बीजक अंतर्गत,ଇନଭଏସିଂ ଅଧୀନରେ |
अधोरेखित,ଅଣ୍ଡରଲାଇନ୍ |
अंडर-मॅन,ଅଣ୍ଡର-ମାନେଡ୍ |
अंडर-पेड,ତଳେ ଦିଆଯାଇଥିବା ଦେୟ |
अंडर-लोकसंख्या,ଅଣ୍ଡର ଜନସଂଖ୍ୟା
अंडर-प्रॉडक्शन,ଉତ୍ପାଦନରେ |
संदर्भात,ରେଫରେନ୍ସ ଅଧୀନରେ |
अधोरेखित,ଅଣ୍ଡରଟେଡ୍ |
समजूतदारपणा,ବୁ understanding ିବା
हाती घ्या,ଦାୟିତ୍
हमी,ଦାୟିତ୍
अंडरस्ट्रियल,ପ୍ରାଥମିକ |
अंडर-उपयोग,ଅଣ୍ଡର-ବ୍ୟବହାର
अंडर-व्हॅल्युएशन,ଅଣ୍ଡରଲାଇନ୍ |
अवांछनीय,ଅବାଞ୍ଛିତ |
असंबंधित,ଅବ୍ୟବହୃତ |
अबाधित कर्ज,ଅବିଭକ୍ତ loan ଣ |
निर्विवाद,ଅବିଭକ୍ତ
अविभाजित,ଅବିଭାଜିତ |
निःसंशयपणे,ନିଷ୍ଠୁର ଭାବରେ |
अयोग्य,ଅଯଥା
अयोग्य विलंब,ଅଯଥା ବିଳମ୍ବ |
अयोग्य प्रभाव,ଅଯଥା ପ୍ରଭାବ
अनिश्चित उत्पन्न,ଅଯଥା ଆୟ
Uneth,ଅନିଷ୍ଟର୍ଥ
अनियमित,ଅବିଭକ୍ତ
बेरोजगारी,ବେକାରୀ
असमान जमीन,ଅସମାନ ଭୂମି
अनपेक्षित विलंब,ଅପ୍ରତ୍ୟାଶିତ ବିଳମ୍ବ |
अनपेक्षित,ଅପ୍ରତ୍ୟାଶିତ |
अन्याय,ଅନ୍ୟାୟ
अन्यायकारक डिसमिसल,ଅନ୍ୟାୟ ବହିଷ୍କାର
अन्यायकारक कामगार पद्धती,ଅନ୍ୟାୟ ଶ୍ରମ ଅଭ୍ୟାସ |
अन्यायकारक म्हणजे,ଅନ୍ୟାୟ ଅର୍ଥ |
प्रतिकूल,ଅନୁତାପ
अयोग्य,ଅନୁପଯୁକ୍ତ
पदोन्नतीसाठी अयोग्य,ପଦୋନ୍ନତି ପାଇଁ ଅନୁପଯୁକ୍ତ |
अप्रत्याशित,ଅସମ୍ମାନ |
अप्रत्याशित शुल्क,ଅସୁରକ୍ଷିତ ଦେୟ |
अकल्पित परिस्थिती,ଅସୁରକ୍ଷିତ ପରିସ୍ଥିତି |
युनिकेमरल,ସହୀୟମାନ
युनिकेमेरल विधिमंडळ,ୟୁନିକିଆରାଲ୍ ବିଧାନସଭା |
एकीकरण,ଏକୀକରଣ
युनिफाइड स्केल,ୟୁନିଫାଏଡ୍ ସ୍କେଲ୍ |
एकसमान,ୟୁନିଫର୍ମ
एकसमान वाढ,ୟୁନିଫର୍ମ ବୃଦ୍ଧି |
एकसारखेपणा,ସମାନତା
एकतर्फी,ଅବିଭକ୍ତ |
