Bengali,Kannada
ঘূর্ণায়মান,ತಿರುಗುವ
ঘূর্ণায়মান attenuator,ತಿರುಗುವ ಅಟೆನ್ಯೂಯೇಟರ್
ঘূর্ণন নির্দেশ,ತಿರುಗುವಿಕೆಯ ಸೂಚನೆ
ঘূর্ণনশীল ভেক্টর,ತಿರುಗುವ ವೆಕ್ಟರ್
কাছাকাছি ত্রুটি,ಸಮೀಪದ ದೋಷ
রাউটার,ರೂಟರ್
রুথ পরীক্ষা,ರೂತ್ ಪರೀಕ್ಷೆ
ruth-harwijs অ্যারে,ರುತ್-ಹಾರ್ವಿಸ್ ಅರೇ
নোমি পরীক্ষা,ನೋಮಿ ಪರೀಕ್ಷೆ
r- প্যারামিটার,ಆರ್-ಪ್ಯಾರಾಮೀಟರ್
rs-complement (র্যাডিক্স কমপ্লিমেন্ট),ಆರ್ಎಸ್-ಪೂರಕ (ರಾಡಿಕ್ಸ್ ಪೂರಕ)
আর এস. ফ্লিপ-ফ্লপ,ಆರ್ ಎಸ್. ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
আরটিডি (রেজিস্ট্যান্স হিট ডিটেক্টর),RTD (ರೆಸಿಸ್ಟೆನ್ಸ್ ಹೀಟ್ ಡಿಟೆಕ್ಟರ್)
রুবি লেজার,ಮಾಣಿಕ್ಯ ಲೇಸರ್
rod-stream,ರಾಡ್-ಸ್ಟ್ರೀಮ್
চলে যাও,ಹೊರಹೋಗು
রাডবার্গের ধ্রুবক,ರಾಡ್‌ಬರ್ಗ್‌ನ ಸ್ಥಿರ
rz-কোড,rz-ಕೋಡ್
নিরাপদ অঞ্চল,ಸುರಕ್ಷಿತ ವಲಯ
"নিরাপদ গুণক, নিরাপত্তা সূচক","ಸುರಕ್ಷಿತ ಗುಣಕ, ಸುರಕ್ಷತೆ ಸೂಚ್ಯಂಕ"
সেলিনের ফিল্টার,ಸೆಲೀನ್ಸ್ ಫಿಲ್ಟರ್
নমুনা এবং ধরে রাখুন,ಮಾದರಿ ಮತ್ತು ಹಿಡಿದುಕೊಳ್ಳಿ
নমুনা এবং হোল্ড সার্কিট,ಮಾದರಿ ಮತ್ತು ಹೋಲ್ಡ್ ಸರ್ಕ್ಯೂಟ್
নমুনা তথ্য,ಮಾದರಿ ಡೇಟಾ
নমুনা সিআরও,ಮಾದರಿ CRO
স্যাম্পলিং ফাংশন,ಮಾದರಿ ಕಾರ್ಯ
নমুনা অসিলোস্কোপ,ಮಾದರಿ ಆಸಿಲ್ಲೋಸ್ಕೋಪ್
নমুনা উপপাদ্য,ಮಾದರಿ ಪ್ರಮೇಯ
নমুনা ভোল্টমিটার,ಮಾದರಿ ವೋಲ್ಟ್ಮೀಟರ್
স্যাটেলাইট,ಉಪಗ್ರಹ
স্যাটেলাইট সম্প্রচার,ಉಪಗ್ರಹ ಪ್ರಸಾರ
স্যাটেলাইট যোগাযোগ,ಉಪಗ್ರಹ ಸಂವಹನ
স্যাটেলাইট ট্রান্সমিশন উইন্ডো,ಉಪಗ್ರಹ ಪ್ರಸರಣ ವಿಂಡೋ
স্যাটেলাইট স্টেশন,ಉಪಗ್ರಹ ಕೇಂದ್ರ
স্যাটেলাইট টিভি,ಉಪಗ್ರಹ ಟಿವಿ
স্যাচুরেটেড যুক্তি,ಸ್ಯಾಚುರೇಟೆಡ್ ತರ್ಕ
স্যাচুরেশন,ಶುದ್ಧತ್ವ
স্যাচুরেশন বিলম্ব,ಶುದ್ಧತ್ವ ವಿಳಂಬ
স্যাচুরেশন ফ্লাক্স ঘনত্ব,ಸ್ಯಾಚುರೇಶನ್ ಫ್ಲಕ್ಸ್ ಸಾಂದ್ರತೆ
সম্পৃক্তি বিন্দু,ಶುದ್ಧತ್ವ ಬಿಂದು
স্যাচুরেশন ভোল্টেজ,ಶುದ್ಧತ್ವ ವೋಲ್ಟೇಜ್
অ্যারিড্যান্ট ফিল্টার,ಶುಷ್ಕ ಫಿಲ್ಟರ್
ডেন্ট জেনারেটর দেখেছি,ಕಂಡಿತು ಡೆಂಟ್ ಜನರೇಟರ್
aridanti তরঙ্গ ফর্ম,ಅರಿದಂತಿ ತರಂಗ ರೂಪ
স্কেলার,ಸ್ಕೇಲಾರ್
স্কেল গুণক,ಪ್ರಮಾಣದ ಗುಣಕ
স্ক্যানিং পথ,ಸ್ಕ್ಯಾನಿಂಗ್ ಮಾರ್ಗ
স্ক্যানার,ಸ್ಕ್ಯಾನರ್
স্ক্যানিং,ಸ್ಕ್ಯಾನಿಂಗ್
বিক্ষিপ্ত সংক্রমণ,ಚದುರಿದ ಪ್ರಸರಣ
বিচ্ছুরণকারী,ಚದುರಿಸುವವನು
পদ্ধতিগত ক্যাপচার,ವ್ಯವಸ್ಥಿತ ಸೆರೆಹಿಡಿಯುವಿಕೆ
স্মিথ ট্রিগার,ಸ್ಮಿತ್ ಪ್ರಚೋದಕ
স্কটকি ডায়োড,ಶಾಟ್ಕಿ ಡಯೋಡ್
প্রশমন প্রতিক্রিয়া,ತಗ್ಗಿಸುವಿಕೆ ಪ್ರತಿಕ್ರಿಯೆ
ফোলা চেম্বার,ಊತ ಚೇಂಬರ್
scintillating,ಮಿನುಗುವ
শ্বাসরোধ,ಉಸಿರುಗಟ್ಟಿದ
পর্দা প্রদর্শন,ಪರದೆಯ ಪ್ರದರ್ಶನ
আবরণ,ಹೊದಿಕೆ
সিঙ্ক্রোনাস ডায়নামিক RAM (SDRAM),ಸಿಂಕ್ರೊನಸ್ ಡೈನಾಮಿಕ್ RAM (SDRAM)
সিকাম কোডাক,ಸಿಕಮ್ ಕೊಡಾಕ್
সেক্যান্ট নিয়ম,ಸೆಕೆಂಟ್ ನಿಯಮ
দ্বিতীয় অনুমান,ಎರಡನೇ ಅಂದಾಜು
দ্বিতীয় ফাটল,ಎರಡನೇ ಬಿರುಕು
দ্বিতীয় সুরেলা,ಎರಡನೇ ಹಾರ್ಮೋನಿಕ್
দ্বিতীয় অর্ডার লুপ,ಎರಡನೇ ಆರ್ಡರ್ ಲೂಪ್
সেকেন্ডারি সেল,ಸೆಕೆಂಡರಿ ಸೆಲ್ (ಸೆಕೆಂಡರಿ ಸೆಲ್)
গৌণ নির্গমন,ದ್ವಿತೀಯ ಹೊರಸೂಸುವಿಕೆ
সেকেন্ডারি কয়েল,ದ್ವಿತೀಯ ಸುರುಳಿ
রেডিয়াল হর্ন,ರೇಡಿಯಲ್ ಹಾರ್ನ್
বিভাজন ফ্যাক্টর,ವಿಭಜನೆಯ ಅಂಶ
অন্বেষণ সময়কাল,ಪರಿಶೋಧನೆಯ ಅವಧಿ
ব্লক রেজিস্টার,ಬ್ಲಾಕ್ ರಿಜಿಸ್ಟರ್
নির্বাচন প্রক্রিয়া,ಆಯ್ಕೆ ಪ್ರಕ್ರಿಯೆ
নির্বাচনী উচ্চারণ,ಆಯ್ದ ಉಚ್ಚಾರಣೆ
নির্বাচনী অক্সিডেশন,ಆಯ್ದ ಆಕ್ಸಿಡೀಕರಣ
"সিলেক্টিভিটি, সিলেক্টিভিটি","ಆಯ್ಕೆ, ಆಯ್ಕೆ"
ফ্রিকোয়েন্সি নির্বাচনীতা,ಆವರ್ತನ ಆಯ್ಕೆ
সেলেনিয়াম রেকটিফায়ার,ಸೆಲೆನಿಯಮ್ ರೆಕ್ಟಿಫೈಯರ್
স্ব সারিবদ্ধ গেট,ಸ್ವಯಂ ಜೋಡಿಸುವ ಗೇಟ್
স্ব আরোপ,ಸ್ವಯಂ ಗುಣಲಕ್ಷಣ
স্বয়ংচালিত,ವಾಹನ
আত্ম নিমজ্জন,ಸ್ವಯಂ ಮುಳುಗುವಿಕೆ
স্ব-উপবৃত্তাকার কোড,ಸ್ವಯಂ ದೀರ್ಘವೃತ್ತದ ಸಂಕೇತ
আধা লগারিদমিক স্কেল,ಅರೆ ಲಾಗರಿಥಮಿಕ್ ಸ್ಕೇಲ್
অর্ধপরিবাহী,ಅರೆವಾಹಕ
সেমিকন্ডাক্টর লেজার ডায়োড,ಅರೆವಾಹಕ ಲೇಸರ್ ಡಯೋಡ್
সেন্সিং টার্মিনাল,ಸಂವೇದನಾ ಟರ್ಮಿನಲ್
সেন্সর,ಸಂವೇದಕ
সংবেদনশীলতা,ಸೂಕ್ಷ್ಮತೆ
সেন্সর,ಸಂವೇದಕ
অনুক্রমিক অ্যাক্সেস,ಅನುಕ್ರಮ ಪ್ರವೇಶ
অনুক্রমিক সার্কিট,ಅನುಕ್ರಮ ಸರ್ಕ್ಯೂಟ್
অনুক্রমিক এনকোডিং,ಅನುಕ್ರಮ ಎನ್ಕೋಡಿಂಗ್
ইন্ডেক্সড মেমরি,ಸೂಚ್ಯಂಕ ಮೆಮೊರಿ
ক্লাস অ্যাক্সেস,ವರ್ಗ ಪ್ರವೇಶ
বর্গ যোগকারী,ವರ್ಗ ಸೇರಿಸುವವನು
সিকোয়েন্স ডেটা পোর্ট,ಅನುಕ್ರಮ ಡೇಟಾ ಪೋರ್ಟ್
ক্লাস পোর্ট,ವರ್ಗ ಬಂದರು
ক্যাটাগরি প্রিন্টার,ವರ್ಗ ಮುದ್ರಕ
অনুক্রমিক স্থানান্তর,ಕ್ರಮಾನುಗತ ವರ್ಗಾವಣೆ
পরিসীমা সেল,ವ್ಯಾಪ್ತಿಯ ಕೋಶ
গ্রেড অবক্ষয় রেজিস্টার,ದರ್ಜೆಯ ಅವನತಿ ನೋಂದಣಿ
বিভাগ রিচার্জ,ವರ್ಗ ರೀಚಾರ್ಜ್
পরিসীমা ওহমিটার,ವ್ಯಾಪ್ತಿಯ ಓಮ್ಮೀಟರ್
সিরিজ সমান্তরাল সার্কিট,ಸರಣಿ ಸಮಾನಾಂತರ ಸರ್ಕ್ಯೂಟ್
শ্রেণী নিয়ন্ত্রক,ವರ್ಗ ನಿಯಂತ್ರಕ
পরিসীমা অনুরণন,ಶ್ರೇಣಿಯ ಅನುರಣನ
সিরিজ টিউনড সার্কিট,ಸರಣಿ ಟ್ಯೂನ್ಡ್ ಸರ್ಕ್ಯೂಟ್
পরিসীমা ভোল্টেজ নিয়ন্ত্রক,ವ್ಯಾಪ್ತಿಯ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ
"সার্ভার, সার্ভার","ಸರ್ವರ್, ಸರ್ವರ್"
servo পরিবর্ধক,ಸರ್ವೋ ಆಂಪ್ಲಿಫಯರ್
সার্ভো যান্ত্রিক পদ্ধতি,ಸರ್ವೋ ಯಾಂತ್ರಿಕ ವಿಧಾನ
servo recoder,ಸರ್ವೋ ರೆಕೋಡರ್
সজ্জা সময়,ಅಲಂಕಾರ ಸಮಯ
সমন্বয় সময়কাল,ಹೊಂದಾಣಿಕೆ ಅವಧಿ
অক্টাল ডিকোডার,ಆಕ್ಟಲ್ ಡಿಕೋಡರ್
সপ্তখণ্ড প্রদর্শন,ಸಪ್ತಖಂಡ ಪ್ರದರ್ಶನ
ছায়া আবরণ; ছায়া মুখোশ,ನೆರಳು ಕವರ್; ನೆರಳು ಮುಖವಾಡ
ছায়া স্মৃতি,ನೆರಳು ನೆನಪು
শ্যাননের উপপাদ্য,ಶಾನನ್ ಪ್ರಮೇಯ
স্টোরেজ বয়স,ಶೆಲ್ಫ್ ಜೀವನ
সংরক্ষণকারী,ಸಂರಕ್ಷಕ
স্থানান্তর কাউন্টার,ವರ್ಗಾವಣೆ ಕೌಂಟರ್
স্থানচ্যুতি নিবন্ধন,ಸ್ಥಳಾಂತರ ನೋಂದಣಿ
শক উদ্দীপনা,ಆಘಾತ ಪ್ರಚೋದನೆ
শক সংকট,ಆಘಾತ ಬಿಕ್ಕಟ್ಟು
সংক্ষিপ্ত পথ বর্তমান,ಸಣ್ಣ ಮಾರ್ಗ ಪ್ರಸ್ತುತ
শর্ট সার্কিট সুরক্ষা,ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್ ರಕ್ಷಣೆ
সংক্ষিপ্ত প্রভাব,ಸಣ್ಣ ಪರಿಣಾಮ
"হট্টগোল, গুলির শব্দ","ಗಲಾಟೆ, ಗುಂಡು ಶಬ್ದ"
সংক্ষিপ্ত বিলম্ব লাইন,ಸಂಕ್ಷಿಪ್ತ ವಿಳಂಬ ರೇಖೆ
শট শব্দ,ಗುಂಡು ಶಬ್ದ
পাশের পথ,ಅಡ್ಡ ಮಾರ್ಗ
ফুটপাথ স্রোত,ಕಾಲುದಾರಿಯ ಪ್ರಸ್ತುತ
শান্ট ডিভাইস,ಷಂಟ್ ಸಾಧನ
শান্ট রিচার্জ,ಷಂಟ್ ರೀಚಾರ್ಜ್
শান্ট মিটার,ಷಂಟ್ ಮೀಟರ್
সাইড সার্কিট,ಅಡ್ಡ ಸರ್ಕ್ಯೂಟ್
শান্ট ক্লাস দম্পতি,ಷಂಟ್ ವರ್ಗ ದಂಪತಿಗಳು
পার্শ্ব ব্যান্ড,ಸೈಡ್ ಬ್ಯಾಂಡ್
সাইড ব্যান্ডের আওয়াজ,ಸೈಡ್ ಬ್ಯಾಂಡ್ ಶಬ್ದ
পার্শ্বীয় ক্যারিয়ার ফ্রিকোয়েন্সি,ಲ್ಯಾಟರಲ್ ಕ್ಯಾರಿಯರ್ ಆವರ್ತನ
"পার্শ্বীয় স্থানান্তর, পার্শ্বীয় ল্যাভ","ಲ್ಯಾಟರಲ್ ಶಿಫ್ಟ್, ಲ್ಯಾಟರಲ್ ಲ್ಯಾವ್"
কণ্ঠ্য স্বর,ಧ್ವನಿ ತಂತುಗಳು
সিমেন্স,ಸೀಮೆನ್ಸ್
প্রতীক বক্স,ಚಿಹ್ನೆ ಬಾಕ್ಸ್
চিহ্ন আকার,ಗುರುತು ಗಾತ್ರ
ভলিউম নম্বর চিহ্নিত করুন,ಪರಿಮಾಣ ಸಂಖ್ಯೆಯನ್ನು ಗುರುತಿಸಿ
সংকেত বিশ্লেষণ,ಸಿಗ್ನಲ್ ವಿಶ್ಲೇಷಣೆ
সংকেত সনাক্তকারী,ಸಿಗ್ನಲ್ ಡಿಟೆಕ್ಟರ್
সংকেত উৎপাদক,ಸಿಗ್ನಲ್ ಜನರೇಟರ್
সিগন্যাল পোলার আইসোলেটর,ಸಿಗ್ನಲ್ ಪೋಲಾರ್ ಐಸೊಲೇಟರ್
সংকেত পরিমাপ,ಸಿಗ್ನಲ್ ಪ್ರಮಾಣೀಕರಣ
সংকেত তীব্রতা,ಸಿಗ್ನಲ್ ತೀವ್ರತೆ
সংকেত-টু-বেয়ার অনুপাত,ಸಿಗ್ನಲ್-ಟು-ಬೇರ್ ಅನುಪಾತ
সিলিকন নিয়ন্ত্রিত সংশোধনকারী,ಸಿಲಿಕಾನ್ ನಿಯಂತ್ರಿತ ರಿಕ್ಟಿಫೈಯರ್
সিলিকন নিয়ন্ত্রিত সুইচ,ಸಿಲಿಕಾನ್ ನಿಯಂತ್ರಿತ ಸ್ವಿಚ್
সিলিকন ডাই অক্সাইড,ಸಿಲಿಕಾನ್ ಡೈಆಕ್ಸೈಡ್
সিলিকন গেট,ಸಿಲಿಕಾನ್ ಗೇಟ್
সিলিকন নাইট্রাইড,ಸಿಲಿಕಾನ್ ನೈಟ್ರೈಡ್
সিলিকন-অক্সাইড পদ্ধতি,ಸಿಲಿಕಾನ್-ಆಕ್ಸೈಡ್ ವಿಧಾನ
সিলিকন ট্রানজিস্টর,ಸಿಲಿಕಾನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
সিলিকন বাফার,ಸಿಲಿಕಾನ್ ಬಫರ್
রেশম আবরণ,ರೇಷ್ಮೆ ಹೊದಿಕೆ
সিমপ্লেক্স কোড,ಸಿಂಪ್ಲೆಕ್ಸ್ ಕೋಡ್
একক লিঙ্ক,ಒಂದೇ ಲಿಂಕ್
অনুকরণ inducer,ಅನುಕರಿಸಿದ ಪ್ರೇರಕ
সিমুলেশন পদ্ধতি,ಸಿಮ್ಯುಲೇಶನ್ ವಿಧಾನ
এমুলেটর,ಎಮ್ಯುಲೇಟರ್
সাইন ফলন জেনারেটর,ಸೈನ್ ಫಲಾನ್ ಜನರೇಟರ್
sine অবিচ্ছেদ্য,ಸೈನ್ ಅವಿಭಾಜ್ಯ
সাইন বর্গ তরঙ্গ রূপান্তরকারী,ಸೈನ್ ಚದರ ತರಂಗ ಪರಿವರ್ತಕ
সাইন ওয়েভ সংশ্লেষণ,ಸೈನ್ ತರಂಗ ಸಂಶ್ಲೇಷಣೆ
সাইন-স্কয়ার ওয়েভ জেনারেটর,ಸೈನ್-ಸ್ಕ್ವೇರ್ ತರಂಗ ಜನರೇಟರ್
একক বোর্ড কম্পিউটার,ಸಿಂಗಲ್ ಬೋರ್ಡ್ ಕಂಪ್ಯೂಟರ್
একক ক্ষমতা ক্ষতিপূরণ,ಏಕ ಧಾರಣ ಪರಿಹಾರ
একক চিপ মাইক্রোপ্রসেসর,ಏಕ ಚಿಪ್ ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್
একক ঘনত্ব ডিস্ক,ಏಕ ಸಾಂದ್ರತೆಯ ಡಿಸ್ಕ್
একক শিরা আউটপুট,ಏಕ ಅಭಿಧಮನಿ ಔಟ್ಪುಟ್
একক-মেরু দ্বিপ্রকল্প সুইচ,ಏಕ-ಪೋಲ್ ಬೈಪ್ರೊಜೆಕ್ಟ್ ಸ್ವಿಚ್
একক প্লেব্যাক ব্যান্ড (SSB),ಸೋಲೋ ಪ್ಲೇಬ್ಯಾಕ್ ಬ್ಯಾಂಡ್ (SSB)
একক সাইড ডিস্ক,ಒಂದೇ ಬದಿಯ ಡಿಸ್ಕ್
একক প্রবণ ADC,ಏಕ ಪೀಡಿತ adc
একক পর্যায় নির্বাহ,ಏಕ ಹಂತದ ಮರಣದಂಡನೆ
একক সরবরাহ কর্মক্ষম পরিবর্ধক,ಏಕ ಪೂರೈಕೆ ಕಾರ್ಯಾಚರಣಾ ಆಂಪ್ಲಿಫಯರ್
একক সরবরাহ অপারেশন,ಏಕ ಪೂರೈಕೆ ಕಾರ್ಯಾಚರಣೆ
নিমজ্জন,ಮುಳುಗುವಿಕೆ
সাইনুসয়েডাল প্রতিক্রিয়া,ಸೈನುಸೈಡಲ್ ಪ್ರತಿಕ್ರಿಯೆ
সাইনুসয়েডাল তরঙ্গ,ಸೈನುಸೈಡಲ್ ತರಂಗ
স্কু ক্লক,ಓರೆ ಗಡಿಯಾರ
পৃষ্ঠ প্রভাব,ಮೇಲ್ಮೈ ಪರಿಣಾಮ
ভলিউম তরঙ্গ,ಪರಿಮಾಣ ತರಂಗ
আকাশ তরঙ্গ সংক্রমণ,ಆಕಾಶ ತರಂಗ ಪ್ರಸರಣ
অধীনস্থ,ಅಧೀನ
সুপ্ত মোড,ಸುಪ್ತ ಮೋಡ್
ধাপ মোটর,ಹಂತದ ಮೋಟಾರ್
স্লুইস হার,ಸ್ಲೂಸ್ ದರ
প্রবণ সনাক্তকারী,ಪೀಡಿತ ಡಿಟೆಕ್ಟರ್
স্লটেড লাইন,ಸ್ಲಾಟ್ ಮಾಡಿದ ಸಾಲು
আবছা ফিউজ,ಮಂದ ಫ್ಯೂಸ್
ধীরগতির স্ক্যানিং টেলিভিশন,ನಿಧಾನ ಸ್ಕ್ಯಾನಿಂಗ್ ದೂರದರ್ಶನ
