English,Telugu
Submandibular ganglion,సబ్‌మాండిబ్యులర్ గ్యాంగ్లియన్
Submandibular salivary gland,సబ్‌మాండిబ్యులర్ లాలాజల గ్రంథి
Submerged,మునిగిపోయింది
Submerged leaf,మునిగిపోయిన ఆకు
Submergence,మునిగిపోవడం
Submetacentric,సబ్‌మెటసెంట్రిక్
Submucosa,సబ్‌ముకోసా
Submucosa,సబ్‌ముకోసా
Subneural vessel,సబ్న్యూరల్ పాత్ర
Suboesophageal ganglion,సబ్‌యోసోఫాగియల్ గ్యాంగ్లియన్
Subpopulation,ఉప జనాభా
Subspecies,ఉపజాతులు
Substage condenser,సబ్‌స్టేజ్ కండెన్సర్
Substitution,ప్రత్యామ్నాయం
Substomatal chamber,సబ్‌స్టోమాటల్ చాంబర్
Substrate-binding site,సబ్‌స్ట్రేట్-బైండింగ్ సైట్
Substrate,ఉపరితలం
Substrate,ఉపరితలం
Substratum,సబ్‌స్ట్రాటమ్
Subtropical,ఉపఉష్ణమండల
Subtubule,సబ్‌టూబ్యూల్
Successive higher trophic level,వరుస అధిక ట్రోఫిక్ స్థాయి
Succinate dehydrogenase,సక్సినేట్ డీహైడ్రోజినేస్
Succinic dehydrogenase,సుక్సినిక్ డీహైడ్రోజినేస్
Succinyl coenzyme,సుక్సినైల్ కోఎంజైమ్
Succulence,సక్యూలెన్స్
Succulent,రసంతో
Sucker,సక్కర్
Sucker,సక్కర్
Sucker fish,సక్కర్ ఫిష్
Sucking root,రూట్ పీల్చటం
Sucrose,సుక్రోజ్
Sugar,చక్కెర
Sulcus (small groove),(చిన్న గ్రోవ్)
Sulphur,సల్ఫర్
Sulphur granule,సల్ఫర్ కణిక
Sunhemp,సన్‌హెంప్
Sundew,సుందే
Sunken stomata,మునిగిపోయిన స్టోమాటా
Sunshine,సూర్యరశ్మి
Superclass,సూపర్ క్లాస్
Super coiling,సూపర్ కాయిలింగ్
Superior and inferior palea,ఉన్నతమైన మరియు నాసిరకం
Superior cerebellar peduncle,సుపీరియర్ సెరెబెల్లార్ పెడన్కిల్
Superior colliculus,సుపీరియర్ కోలిక్యులస్
Superior female,ఉన్నతమైన ఆడ
Superior male,ఉన్నతమైన మగ
Superior mesenteric ganglion,సుపీరియర్ మెసెంటెరిక్ గ్యాంగ్లియన్
Superior ovary,ఉన్నతమైన అండాశయం
Supernatant,సూపర్నాటెంట్
Superposed,సూపర్పోస్డ్
Superscript,సూపర్‌స్క్రిప్ట్
Superscript,సూపర్‌స్క్రిప్ట్
Supraoesophageal ganglion,సుప్రోసోఫాగియల్ గ్యాంగ్లియన్
Suprascapula,సుప్రాస్కపులా
Surface antigen,ఉపరితల యాంటిజెన్
Surface area,ఉపరితలం
Surface dweller,ఉపరితల నివాసి
Surface sterilization,ఉపరితల స్టెరిలైజేషన్
Surgery,శస్త్రచికిత్స
Surgical intervention,శస్త్రచికిత్స జోక్యం
Surrogate mother,సర్రోగేట్ తల్లి
Survival,మనుగడ
Susceptibility,ససెప్టబిలిటీ
Suspension culture,సస్పెన్షన్ సంస్కృతి
Suspensory ligament,సస్పెన్సరీ లిగమెంట్
Sustainable agriculture,స్థిరమైన వ్యవసాయం
Sustainable development,స్థిరమైన అభివృద్ధి
Suture,కుట్టు
Svedberg unit,SVEDBERG యూనిట్
Swallow tailed butterfly,మింగడం తోక సీతాకోకచిలుక
Swallowing,మింగడం
Swamp,చిత్తడి
Swarm,సమూహ
Sweat,చెమట
Sweat gland,చెమట గ్రంథి
Sweating,చెమట
Sweating,చెమట
Sweet clover,తీపి క్లోవర్
Swiss cheese,స్విస్ చీజ్
Sword fish,కత్తి చేప
Swordtail fish,స్వోర్డ్‌టైల్ చేప
Sycon,సైకాన్
Syconus,సైకోనస్
Symbiont,సింబియోంట్
Symbiotic,సహజీవనం
Symbiosis,సహజీవనం
Symbiotic nitrogen fixer,సహజీవన నత్రజని ఫిక్సర్
Symbiotic nitrogen fixation,సహజీవన నత్రజని స్థిరీకరణ
Symbol,చిహ్నం
Symbolic,సింబాలిక్
Symmetrical,సుష్ట
Sympathetic,సానుభూతి
Sympathetic ganglion chain,సానుభూతి గ్యాంగ్లియన్ గొలుసు
Sympatric speciation,సానుభూతి స్పెసియేషన్
Symphysis,సింఫిసిస్
Symplasm,సింప్లాస్మ్
Symplastic path,సింప్లాస్టిక్ మార్గం
Symport,సింపోర్ట్
Synapse,సినాప్సే
Synapsid,సినాప్సిడ్
Synapsis,సినాప్సిస్
Synapsis,సినాప్సిస్
Synaptic cleft,సినాప్టిక్ చీలిక
Synaptic knob (knot),నాన్ జానళ్ళు
Synaptic vesicle,సినాప్టిక్ వెసికిల్
Synaptonemal complex,సినాప్టోనెమల్ కాంప్లెక్స్
Syncarpous,సింకర్పస్
Syncytium,సిన్సిటియం
Syncytium,సిన్సిటియం
Syndrome,సిండ్రోమ్
Synecology,సినెకాలజీ
Synergid,సినర్గిడ్
Synergistic,సినర్జిస్టిక్
Syngamy,సింగామి
Synovial cavity,సైనోవియల్ కుహరం
Synovial fluid,సినోవియల్ ద్రవం
Synthesis,సంశ్లేషణ
Synthetic,సింథటిక్
Synthetic character,సింథటిక్ పాత్ర
Syphilis,సిఫిలిస్
Systematics,సిస్టమాటిక్స్
Systemic circulation,దైహిక ప్రసరణ
Systemic disorder,దైహిక రుగ్మత
Systole,సిస్టోల్
T-cytotoxic cell,టి-సైటోటాక్సిక్ సెల్
T-helper cell,టి-హెల్పర్ సెల్
Tactic movement,వ్యూహాత్మక ఉద్యమం
Tactile stimulus,స్పర్శ ఉద్దీపన
Tadpole,టాడ్‌పోల్
Taenia,టైనియా
Tagetes petula,టాగెట్స్ పెటులా
Taichung native I,తైచుంగ్ నేటివ్ i
Tamarind,చింతపండు
Tamarix,తమరిక్స్
Tandom repeat,టాండమ్ రిపీట్
Tandu,తాండు
Tannin,టానిన్
Tap root system,రూట్ సిస్టమ్‌ను నొక్కండి
Tape worm,టేప్ పురుగు
Tapetum,టేపెటమ్
Tapioca,టాపియోకా
Taratogen,టరాటోజెన్
Taraxacum,తారాక్సాకం
Tarsal,టార్సల్
Tarsier simians,టార్సియర్ సిమియన్స్
Tarsus,టార్సస్
Taste bud,రుచి మొగ్గ
Taste pore,రుచి రంధ్రం
Taste receptor,రుచి గ్రాహకం
Tautomerism,టాటోమెరిజం
Taxol,టాక్సోల్
Taxon,టాక్సన్
Taxonomic group,వర్గీకరణ సమూహం
Taxonomic hierarchy,వర్గీకరణ సోపానక్రమం
Taxonomist,వర్గీకరణ శాస్త్రవేత్త
Taxonomy,వర్గీకరణ
T-DNA,T-DNA
Technology,సాంకేతికం
Tectorial membrane,టెక్టోరియల్ పొర
Tegmen,టెగ్మెన్
Tegument,Tegument
Teichoic acid,టీచోయిక్ ఆమ్లం
Telegraphic signal transmission,టెలిగ్రాఫిక్ సిగ్నల్ ట్రాన్స్మిషన్
Telencephalon,టెలెన్సెఫలాన్
Telocentric,టెలోసెంట్రిక్
Telomere,టెలోమెర్
Telophase,టెలోఫేస్
Telophase,టెలోఫేస్
Temperate,సమశీతోష్ణ
Temperate broad leaf forest biome,సమశీతోష్ణ బ్రాడ్ లీఫ్ ఫారెస్ట్ బయోమ్
Temperate coniferous forest,సమశీతోష్ణ శంఖాకార అడవి
Temperate grassland,సమశీతోష్ణ గడ్డి భూములు
Temperate needle leaf forest biome,సూదిమందు
Temperature,ఉష్ణోగ్రత
Template,టెంప్లేట్
Template DNA,టెంప్లేట్ DNA
Temporal,తాత్కాలిక
Temporal,తాత్కాలిక
Temporal,తాత్కాలిక
Temporal bone,తాత్కాలిక ఎముక
Temporal lobe,తాత్కాలిక లోబ్
Tendon,స్నాయువు
Tendril,టెండ్రిల్
Tentacle,టెన్టకిల్
Terebella,టెరెబెల్లా
Teredo,టెరెడో
Terminal bud,టెర్మినల్ బడ్
Termination,ముగింపు
Termination codon,ముగింపు కోడాన్
Terpene,టెర్పెన్
Terrestrial,భూసంబంధమైన
Terrestrial community,భూగోళ సంఘం
Terrestrial plant,భూగోళ మొక్క
Terrestrial vertebrates,భూగోళ సకశేరుకాలు
Terror of bengal,బెంగాల్ భీభత్సం
Tertiary,తృతీయ
Tertiary cell wall,తృతీయ సెల్ గోడ
Tertiary period,తృతీయ కాలం
Test cross,టెస్ట్ క్రాస్
Testa,టెస్టా
Testosterone,టెస్టోస్టెరాన్
Testicular lobule,వృషణ లోబుల్
