Marathi,Punjabi
संभाव्य गुणोत्तर पद्धत,ਸੰਭਾਵੀ ਅਨੁਪਾਤ ਵਿਧੀ
संभाव्य ऊर्जा नकाशा,ਸੰਭਾਵੀ ਊਰਜਾ ਦਾ ਨਕਸ਼ਾ
"पोटेंशियोमीटर, पोटेंशियोमीर","potentiometer, potentiomir"
पोटेंशियोमीटर रेकॉर्डर,potentiometer ਰਿਕਾਰਡਰ
संभाव्य वेळेचे विश्लेषण,ਸੰਭਾਵੀ ਸਮਕਾਲੀ ਵਿਸ਼ਲੇਸ਼ਣ
संभाव्य अंतिम बिंदू,ਸੰਭਾਵੀ ਅੰਤ ਬਿੰਦੂ
संभाव्य देणारी पद्धत,ਸੰਭਾਵੀ ਅਧਾਰਤ ਢੰਗ
पॉटियर आकृती,ਪੋਟੀਅਰ ਚਿੱਤਰ
कमी मुद्रित सर्किट,ਘੱਟ ਪ੍ਰਿੰਟਿਡ ਸਰਕਟ
मुद्रित ओळ कमी करा,ਪ੍ਰਿੰਟ ਲਾਈਨ ਘਟਾਓ
"उपचार, व्यक्तिचित्रण","ਇਲਾਜ, ਵਿਸ਼ੇਸ਼ਤਾ"
"पाउंड, पाउंड, पाउंड","ਪੌਂਡ, ਪੌਂਡ, ਪੌਂਡ"
पाउंड ऑसिलेटर,ਪੌਂਡ ਔਸਿਲੇਟਰ
पौंडल,ਪੌਂਡਲ
"पावडर, पावडर","ਪਾਊਡਰ, ਪਾਊਡਰ"
पावडर पद्धत,ਪਾਊਡਰ ਢੰਗ
"पावडर नमुना, कण आकृती","ਪਾਊਡਰ ਪੈਟਰਨ, ਕਣ ਚਿੱਤਰ"
पावडर फोटो,ਪਾਊਡਰ ਫੋਟੋ
pulverizing,pulverizing
"सामर्थ्य, क्षमता, सामर्थ्य, सामर्थ्य","ਤਾਕਤ, ਯੋਗਤਾ, ਸ਼ਕਤੀ, ਸ਼ਕਤੀ"
शक्ती प्रवर्धन,ਪਾਵਰ ਵਧਾਉਣਾ
पॉवर अॅम्प्लीफायर,ਪਾਵਰ ਐਂਪਲੀਫਾਇਰ
अयास बहू,ਅਯਾਸ ਬਾਹੂ
पॉवर ब्रीडर,ਪਾਵਰ ਬਰੀਡਰ
पॉवर ब्रीडर अणुभट्टी,ਪਾਵਰ ਬਰੀਡਰ ਰਿਐਕਟਰ
शक्ती घटक,ਪਾਵਰ ਕਾਰਕ
शक्ती घटक,ਪਾਵਰ ਕਾਰਕ
पॉवर कंट्रोल रॉड,ਪਾਵਰ ਕੰਟਰੋਲ ਡੰਡੇ
शक्ती घनता,ਪਾਵਰ ਘਣਤਾ
पॉवर सेपरेटर,ਪਾਵਰ ਵੱਖ ਕਰਨ ਵਾਲਾ
शक्ती वाढ,ਸ਼ਕਤੀ ਸੁਧਾਰ
शक्ती घटक,ਪਾਵਰ ਕਾਰਕ
पॉवर फॅक्टर गेज,ਪਾਵਰ ਫੈਕਟਰ ਗੇਜ
शक्ती प्रवाह,ਪਾਵਰ ਵਹਾਅ
शक्ती वारंवारता,ਪਾਵਰ ਬਾਰੰਬਾਰਤਾ
शक्ती मिळवणे,ਸ਼ਕਤੀ ਲਾਭ
पॉवर जनरेटर,ਪਾਵਰ ਜਨਰੇਟਰ
विद्युत घर,ਬਿਜਲੀ ਘਰ
शक्ती नियम,ਸ਼ਕਤੀ ਨਿਯਮ
घातांक नियम पद्धत,ਵਿਆਖਿਆ ਨਿਯਮ ਵਿਧੀ
व्हिस्कोसिटीचा शक्ती कायदा,ਲੇਸ ਦਾ ਸ਼ਕਤੀ ਕਾਨੂੰਨ
शक्ती पातळी,ਪਾਵਰ ਪੱਧਰ
"पवित्र रेषा, पॉवर ट्रान्समिशन लाइन","ਪਵਿੱਤਰ ਲਾਈਨ, ਪਾਵਰ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ"
वीज भार,ਪਾਵਰ ਲੋਡ
उर्जा मापक,ਬਿਜਲੀ ਮੀਟਰ
समायोजन क्षमता,ਵਿਵਸਥਾ ਦੀ ਸਮਰੱਥਾ
अपव्यय शक्ती,ਭੰਗ ਦੀ ਸ਼ਕਤੀ
लेन्स शक्ती,ਲੈਂਸ ਦੀ ਸ਼ਕਤੀ
पॉवर पॅकेजेस,ਪਾਵਰ ਪੈਕੇਜ
प्रवाह रिव्हेट,ਸਟਰੀਮ rivet
"पॉवर प्लांट, पॉवर प्लांट","ਪਾਵਰ ਪਲਾਂਟ, ਪਾਵਰ ਪਲਾਂਟ"
शक्ती श्रेणी,ਪਾਵਰ ਸੀਮਾ
शक्ती मर्यादा,ਪਾਵਰ ਸੀਮਾ
शक्ती प्रमाण,ਪਾਵਰ ਅਨੁਪਾਤ
पॉवर अणुभट्टी,ਪਾਵਰ ਰਿਐਕਟਰ
पॉवर रेक्टिफायर,ਪਾਵਰ ਸੁਧਾਰਕ
पॉवर रिले,ਪਾਵਰ ਰੀਲੇਅ
वीज आवश्यकता,ਬਿਜਲੀ ਦੀ ਲੋੜ
पॉवर रेझिस्टर,ਪਾਵਰ ਰੋਧਕ
वीज अपयश,ਪਾਵਰ ਅਸਫਲਤਾ
पॉवर स्पेक्ट्रल घनता,ਪਾਵਰ ਸਪੈਕਟ੍ਰਲ ਘਣਤਾ
मानवी कार्य,ਮਨੁੱਖੀ ਫੰਕਸ਼ਨ
पॉवर स्पेक्ट्रल पातळी,ਪਾਵਰ ਸਪੈਕਟ੍ਰਲ ਪੱਧਰ
आवाज दाबाचा पॉवर स्पेक्ट्रम,ਸ਼ੋਰ ਦਬਾਅ ਦਾ ਪਾਵਰ ਸਪੈਕਟ੍ਰਮ
वीज पुरवठा,ਬਿਜਲੀ ਦੀ ਸਪਲਾਈ
वीज पुरवठा सर्किट,ਬਿਜਲੀ ਸਪਲਾਈ ਸਰਕਟ
उर्जा कळ,ਪਾਵਰ ਸਵਿੱਚ
शक्ती प्रक्षेपण,ਪਾਵਰ ਟ੍ਰੈਜੈਕਟਰੀ
शक्ती हस्तांतरण प्रमेय,ਪਾਵਰ ਟ੍ਰਾਂਸਫਰ ਸਿਧਾਂਤ
"पॉवर ट्रान्सफॉर्मर, पॉवर ट्रान्सफॉर्मर","ਪਾਵਰ ਟ੍ਰਾਂਸਫਾਰਮਰ, ਪਾਵਰ ਟ੍ਰਾਂਸਫਾਰਮਰ"
(विद्युत) पॉवर ट्रान्समिशन,(ਬਿਜਲੀ) ਪਾਵਰ ਟ੍ਰਾਂਸਮਿਸ਼ਨ
पॉवर ट्यूब,ਪਾਵਰ ਟਿਊਬ
पॉवर कॉइल,ਪਾਵਰ ਕੋਇਲ
पॉइंटिंग फ्लक्स,ਪੁਆਇੰਟਿੰਗ ਫਲੈਕਸ
पॉइंटिंग रॉबर्टसन प्रभाव,ਇਸ਼ਾਰਾ ਰੌਬਰਟਸਨ ਪ੍ਰਭਾਵ
"पॉइंटिंग वेक्टर, पॉइंटिंग वेक्टर","ਪੁਆਇੰਟਿੰਗ ਵੈਕਟਰ, ਪੁਆਇੰਟਿੰਗ ਵੈਕਟਰ"
पॉइंटिंग प्रमेय,ਪੁਆਇੰਟਿੰਗ ਥਿਊਰਮ
संक्रमण बिंदू,ਤਬਦੀਲੀ ਬਿੰਦੂ
ध्रुवीय सूक्ष्म इलेक्ट्रोड,ਪੋਲਰ ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰੋਡ
ध्रुवीकरण ऊर्जा,ਧਰੁਵੀਕਰਨ ਊਰਜਾ
ध्रुवीकृत पॉइंटर इलेक्ट्रोड,ਪੋਲਰਾਈਜ਼ਡ ਪੁਆਇੰਟਰ ਇਲੈਕਟ੍ਰੋਡ
"व्यावहारिक, व्यावहारिक, व्यावहारिक","ਵਿਹਾਰਕ, ਵਿਹਾਰਕ, ਵਿਹਾਰਕ"
व्यवहारीक उपयोग,ਵਿਹਾਰਕ ਐਪਲੀਕੇਸ਼ਨ
व्यावहारिक एन्ट्रॉपी,ਵਿਹਾਰਕ ਐਨਟ੍ਰੋਪੀ
व्यावहारिक चाचणी,ਵਿਹਾਰਕ ਜਾਂਚ
व्यावहारिक पद्धत,ਵਿਹਾਰਕ ਢੰਗ
प्रयोग नोट बुक,ਪ੍ਰਯੋਗ ਨੋਟ ਬੁੱਕ
प्रायोगिक भौतिकशास्त्र,ਪ੍ਰਯੋਗਾਤਮਕ ਭੌਤਿਕ ਵਿਗਿਆਨ
व्यावहारिक युनिट्स,ਵਿਹਾਰਕ ਇਕਾਈਆਂ
प्रयोगाचे काम,ਪ੍ਰਯੋਗ ਦਾ ਕੰਮ
रॉकेटचा सराव करा,ਅਭਿਆਸ ਰਾਕੇਟ
प्री एम्पलीफायर,ਪ੍ਰੀ ਐਂਪਲੀਫਾਇਰ
प्री-कूल्ड,ਪ੍ਰੀ-ਕੂਲਡ
पूर्व मजबुतीकरण,ਪ੍ਰੀ-ਮਜਬੂਤੀ
अंदाज जाळी,ਭਵਿੱਖਬਾਣੀ ਜਾਲ
लवकर प्रकाश,ਸ਼ੁਰੂਆਤੀ ਰੋਸ਼ਨੀ
क्वांटम पूर्व,ਕੁਆਂਟਮ ਈਸਟ
preconvulsive स्लिप,preconvulsive ਸਲਿੱਪ
पूर्वावलोकन सूचक,ਝਲਕ ਸੂਚਕ
बाहेर पडलेला लंबवर्तुळाकार,ਫੈਲੇ ਹੋਏ ਅੰਡਾਕਾਰ
"ayan, precession","ਅਯਾਨ, ਅਯਾਨ"
आयन स्थिरांक,ਆਇਨ ਸਥਿਰ
Precession फोटोग्राफी,ਪ੍ਰੀਸੈਸ਼ਨ ਫੋਟੋਗ੍ਰਾਫੀ
precession कोन,ਪ੍ਰੀਸੈਕਸ਼ਨ ਕੋਣ
प्रवेग गती,ਪ੍ਰਵੇਗ ਦੀ ਗਤੀ
पर्जन्य क्षीणता,ਵਰਖਾ ਦਾ ਧਿਆਨ
"अचूक, अचूक","ਸਟੀਕ, ਸਟੀਕ"
"अचूकता, अचूकता","ਸ਼ੁੱਧਤਾ, ਸ਼ੁੱਧਤਾ"
अचूक विश्लेषक,ਸ਼ੁੱਧਤਾ ਵਿਸ਼ਲੇਸ਼ਕ
अचूकता दृष्टीकोन रडार,ਸ਼ੁੱਧਤਾ ਪਹੁੰਚ ਰਾਡਾਰ
उपलब्ध अचूकता,ਉਪਲਬਧ ਸ਼ੁੱਧਤਾ
अचूकता स्थिर,ਸ਼ੁੱਧਤਾ ਸਥਿਰ
प्रतिमीटर साधन,ਐਂਟੀਮੀਟਰ ਯੰਤਰ
अचूकता सापळा,ਸ਼ੁੱਧਤਾ ਜਾਲ
चाचणीची अचूकता,ਟੈਸਟ ਦੀ ਸ਼ੁੱਧਤਾ
अचूक मापदंड,ਸ਼ੁੱਧਤਾ ਪੈਰਾਮੀਟਰ
"अचूक प्रतिकार, वास्तविक प्रतिकार","ਸ਼ੁੱਧਤਾ ਪ੍ਰਤੀਰੋਧ, ਅਸਲ ਵਿਰੋਧ"
आधीच अस्तित्वात असलेले कलम,ਪਹਿਲਾਂ ਤੋਂ ਮੌਜੂਦ ਧਾਰਾ
"पूर्ववर्ती, पूर्ववर्ती","ਪੂਰਵਜ, ਪੂਰਵਗਾਮੀ"
पूर्वनिर्धारित मापन पूर्वनिर्धारित शासक,ਪੂਰਵ ਪਰਿਭਾਸ਼ਿਤ ਮਾਪ ਪੂਰਵ ਪਰਿਭਾਸ਼ਿਤ ਸ਼ਾਸਕ
पूर्वनिर्धारित चल,ਪੂਰਵ ਪਰਿਭਾਸ਼ਿਤ ਵੇਰੀਏਬਲ
लपलेले मूल्य,ਲੁਕਿਆ ਮੁੱਲ
अंदाज,ਭਵਿੱਖਬਾਣੀ
पूर्व पृथक्करण,ਪੂਰਵ ਵਿਛੋੜਾ
किंमत (युनिट),ਕੀਮਤ (ਯੂਨਿਟ)
निवडक शोषण,ਚੋਣਵੇਂ ਸੋਸ਼ਣ
निवडक,ਚੋਣਵੇਂ
निवडक ज्वलन,ਚੋਣਵੇਂ ਬਲਨ
निवडक दिशा,ਚੋਣਵੀਂ ਦਿਸ਼ਾ
"प्राधान्य, प्राधान्य","ਤਰਜੀਹੀ, ਤਰਜੀਹੀ"
"अधिमान्य अक्ष, अधिमान्य अक्ष","ਤਰਜੀਹੀ ਧੁਰਾ, ਤਰਜੀਹੀ ਧੁਰਾ"
पूर्वउत्पादन,ਪੂਰਵ-ਉਤਪਾਦਨ
पूर्वउत्पादन,ਪੂਰਵ-ਉਤਪਾਦਨ
निहित केंद्रक,ਅਪ੍ਰਤੱਖ ਨਿਊਕਲੀਅਸ
preheated,ਪਹਿਲਾਂ ਤੋਂ ਗਰਮ ਕੀਤਾ
प्रीहीटर,ਪ੍ਰੀਹੀਟਰ
प्रीहीटर स्टोव्ह,ਪ੍ਰੀਹੀਟਰ ਸਟੋਵ
preheating,ਪ੍ਰੀਹੀਟਿੰਗ
प्रज्वलनपूर्व,ਪ੍ਰੀ ਇਗਨੀਸ਼ਨ
पूर्व ionization,ਪ੍ਰੀ ionization
आरंभिक,ਸ਼ੁਰੂਆਤੀ
प्रारंभिक क्षीणन,ਸ਼ੁਰੂਆਤੀ ਧਿਆਨ
प्राथमिक गणना,ਸ਼ੁਰੂਆਤੀ ਗਣਨਾ
प्रारंभिक ऑपरेशन,ਸ਼ੁਰੂਆਤੀ ਕਾਰਵਾਈ
प्रारंभिक लहर,ਸ਼ੁਰੂਆਤੀ ਲਹਿਰ
प्रारंभिक समायोजन,ਸ਼ੁਰੂਆਤੀ ਵਿਵਸਥਾ
प्रारंभिक गणना,ਸ਼ੁਰੂਆਤੀ ਗਣਨਾ
"प्राथमिक आकडेवारी, प्राथमिक डेटा","ਸ਼ੁਰੂਆਤੀ ਅੰਕੜੇ, ਸ਼ੁਰੂਆਤੀ ਅੰਕੜੇ"
"अकाली अंत, अकाली अंत","ਅਚਨਚੇਤੀ ਅੰਤ, ਸਮੇਂ ਤੋਂ ਪਹਿਲਾਂ ਅੰਤ"
पूर्वनिर्धारित प्रणाली,ਪੂਰਵ-ਨਿਰਧਾਰਤ ਸਿਸਟਮ
"प्री-क्वांटम प्रक्रिया, प्री-क्वांटम प्रक्रिया","ਪ੍ਰੀ-ਕੁਆਂਟਮ ਪ੍ਰੋਸੈਸਿੰਗ, ਪ੍ਰੀ-ਕੁਆਂਟਮ ਪ੍ਰੋਸੈਸਿੰਗ"
acclimatization पद्धत,ਅਨੁਕੂਲਤਾ ਢੰਗ
सापेक्ष भौतिकशास्त्र,ਸਾਪੇਖਿਕ ਭੌਤਿਕ ਵਿਗਿਆਨ
थोडी दूरदृष्टी,ਥੋੜੀ ਦੂਰਦਰਸ਼ੀ
उदाहरण,ਪੂਰਵ
पूर्वनिर्धारित दिशा,ਪੂਰਵ-ਨਿਰਧਾਰਤ ਦਿਸ਼ਾ
सादर केलेले लक्ष्य क्षेत्र,ਪੇਸ਼ ਕੀਤਾ ਟੀਚਾ ਖੇਤਰ
पूर्वनिर्धारित सूचना,ਪ੍ਰੀ-ਸੈੱਟ ਨਿਰਦੇਸ਼
बटण दाबा व्यवस्था,ਬਟਨ-ਪ੍ਰੈਸ ਪ੍ਰਬੰਧ
चर्चा दबाव ऑपरेशन,ਗੱਲ ਦਬਾਅ ਕਾਰਵਾਈ
दबाव विसंगतता,ਦਬਾਅ ਦੀ ਅਸੰਗਤਤਾ
"दबाव विस्तार, दाब विस्तार","ਦਬਾਅ ਫੈਲਾਉਣਾ, ਦਬਾਅ ਦਾ ਵਿਸਥਾਰ"
दबाव केबल,ਦਬਾਅ ਕੇਬਲ
दबाव गुणांक,ਦਬਾਅ ਗੁਣਾਂਕ
दबाव संयोजन,ਦਬਾਅ ਸੁਮੇਲ
दबाव कमी करणे,ਦਬਾਅ ਵਿੱਚ ਕਮੀ
दबाव प्रसार,ਦਬਾਅ ਫੈਲਾਅ
दबाव प्रसार पद्धत,ਦਬਾਅ ਫੈਲਾਉਣ ਦਾ ਤਰੀਕਾ
"दबाव वितरण, दबाव वितरण","ਦਬਾਅ ਵੰਡ, ਦਬਾਅ ਵੰਡ"
दाब कर्षण,ਦਬਾਅ ਟ੍ਰੈਕਸ਼ਨ
दाब कर्षण गुणांक,ਦਬਾਅ ਟ੍ਰੈਕਸ਼ਨ ਗੁਣਾਂਕ
दबाव कमी होणे,ਦਬਾਅ ਦਾ ਨੁਕਸਾਨ
दबाव प्रभाव,ਦਬਾਅ ਪ੍ਰਭਾਵ
"प्रेशर-एंथॅल्पी चार्ट, प्रेशर अॅब्सोल्युट चार्ट","ਦਬਾਅ-ਐਂਥਾਲਪੀ ਚਾਰਟ, ਦਬਾਅ ਦਾ ਸੰਪੂਰਨ ਚਾਰਟ"
दबाव समीकरण,ਦਬਾਅ ਸਮੀਕਰਨ
प्रेशर फीड सिस्टम,ਦਬਾਅ ਫੀਡ ਸਿਸਟਮ
दबाव प्रवाह,ਦਬਾਅ ਦਾ ਵਹਾਅ
दबाव प्रवाह,ਦਬਾਅ ਦਾ ਵਹਾਅ
दाब मोजण्याचे यंत्र,ਦਬਾਅ ਗੇਜ
दबाव ग्रेडियंट,ਦਬਾਅ ਗਰੇਡੀਐਂਟ
दबाव ग्रेडियंट मायक्रोफोन,ਦਬਾਅ ਗਰੇਡੀਐਂਟ ਮਾਈਕ੍ਰੋਫ਼ੋਨ
दबाव शीर्ष,ਦਬਾਅ ਸਿਖਰ
दबाव वितळणे,ਦਬਾਅ ਪਿਘਲਣਾ
दबाव मायक्रोफोन,ਦਬਾਅ ਮਾਈਕ੍ਰੋਫੋਨ
दबाव चालवलेला,ਦਬਾਅ ਸੰਚਾਲਿਤ
"दबाव ऑपरेशन, दबाव ऑपरेशन","ਦਬਾਅ ਕਾਰਵਾਈ, ਦਬਾਅ ਕਾਰਵਾਈ"
दबाव उड्डाण,ਦਬਾਅ ਵਾਲੀ ਉਡਾਣ
दबाव प्रतिकार,ਦਬਾਅ ਪ੍ਰਤੀਰੋਧ
दबाव संवेदनशीलता,ਦਬਾਅ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
दबाव विस्थापन,ਦਬਾਅ ਵਿਸਥਾਪਨ
दाब वर्णक्रमीय पातळी,ਦਬਾਅ ਸਪੈਕਟ੍ਰਲ ਪੱਧਰ
दबाव ढाल,ਦਬਾਅ ਢਾਲ
दबाव दडपशाही,ਦਬਾਅ ਦਮਨ
दबाव पृष्ठ,ਦਬਾਅ ਪੰਨਾ
दबाव स्विच,ਦਬਾਅ ਸਵਿੱਚ
"Niped तंत्र, Nipeed तंत्र","ਨਿਪਡ ਤਕਨੀਕ, ਨਿਪਡ ਤਕਨੀਕ"
दबाव प्रवृत्ती,ਦਬਾਅ ਦਾ ਰੁਝਾਨ
दबाव क्षेत्र,ਦਬਾਅ ਖੇਤਰ
दबाव जोर,ਦਬਾਅ ਜ਼ੋਰ
दबाव नळी,ਦਬਾਅ ਨਲੀ
दबाव प्रकार कॅपेसिटर,ਦਬਾਅ ਦੀ ਕਿਸਮ ਕੈਪਸੀਟਰ
दबाव मूल्य,ਦਬਾਅ ਮੁੱਲ
दाब चिकटपणा,ਦਬਾਅ ਲੇਸ
दबाव लहर,ਦਬਾਅ ਦੀ ਲਹਿਰ
दाब-वाहिनी अणुभट्टी,ਦਬਾਅ-ਨਿਕਾ ਰਿਐਕਟਰ
संक्षेप,ਕੰਪਰੈਸ਼ਨ
"प्रेशराइज्ड वॉटर रिअॅक्टर, प्रेशराइज्ड वॉटर रिअॅक्टर","ਪ੍ਰੈਸ਼ਰਾਈਜ਼ਡ ਵਾਟਰ ਰਿਐਕਟਰ, ਪ੍ਰੈਸ਼ਰਾਈਜ਼ਡ ਵਾਟਰ ਰਿਐਕਟਰ"
गर्भधारणा,ਗਰਭ-ਅਵਸਥਾ
सूचना पत्ता,ਹਦਾਇਤ ਦਾ ਪਤਾ
पूर्व सादरीकरण मॉनिटर,ਪੂਰਵ ਪੇਸ਼ਕਾਰੀ ਮਾਨੀਟਰ
पूर्व प्रमेय,ਪੂਰਵ ਪ੍ਰਮੇਯ
छिद्र संवेदना,perforation ਸੈਂਸਿੰਗ
स्फोटक दोर,ਵਿਸਫੋਟਕ ਤਾਰ
"प्राथमिक, प्राथमिक, प्रथम, मुख्य, मुख्य, मूळ","ਮੁੱਢਲਾ, ਪ੍ਰਾਇਮਰੀ, ਪਹਿਲਾ, ਮੁੱਖ, ਮੁੱਖ, ਮੂਲ"
प्राथमिक अक्ष मुख्य अक्ष,ਪ੍ਰਾਇਮਰੀ ਧੁਰਾ ਮੁੱਖ ਧੁਰਾ
प्राथमिक आच्छादित क्षेत्र,ਪ੍ਰਾਇਮਰੀ ਕਵਰ ਕੀਤਾ ਖੇਤਰ
प्राथमिक बॅटरी,ਪ੍ਰਾਇਮਰੀ ਬੈਟਰੀ
प्राथमिक सेल,ਪ੍ਰਾਇਮਰੀ ਸੈੱਲ
प्राथमिक सर्किट,ਪ੍ਰਾਇਮਰੀ ਸਰਕਟ
प्राथमिक पत्रिका,ਪ੍ਰਾਇਮਰੀ ਕੁੰਡਲੀ
प्राथमिक रंग प्राथमिक रंग,ਪ੍ਰਾਇਮਰੀ ਰੰਗ ਪ੍ਰਾਇਮਰੀ ਰੰਗ
प्राथमिक स्पेस बीम,ਪ੍ਰਾਇਮਰੀ ਸਪੇਸ ਬੀਮ
प्राथमिक रांगणे,ਪ੍ਰਾਇਮਰੀ ਕ੍ਰੀਪ
प्राथमिक प्रवाह,ਪ੍ਰਾਇਮਰੀ ਸਟਰੀਮ
