Bengali,Gujarati
ভিউপোর্ট,વ્યુપોર્ટ
ভার্চুয়াল সার্কিট,વર્ચ્યુઅલ સર્કિટ
ভার্চুয়াল ফাংশন,વર્ચ્યુઅલ કાર્ય
ভার্চুয়াল মেমরি,વર્ચ્યુઅલ મેમરી
ভার্চুয়াল প্রাইভেট নেটওয়ার্ক,વર્ચ્યુઅલ ખાનગી નેટવર્ક
ভার্চুয়াল বাস্তবতা,વર્ચ્યુઅલ વાસ્તવિકતા
ভার্চুয়াল বাস্তবতা,વર્ચ્યુઅલ વાસ્તવિકતા
ভার্চুয়াল বাস্তবতা মার্কআপ ভাষা,વર્ચ્યુઅલ રિયાલિટી માર્કઅપ લેંગ્વેજ
ভার্চুয়াল রিয়েলিটি মার্কআপ ভাষা (VRML),વર્ચ્યુઅલ રિયાલિટી માર્કઅપ લેંગ્વેજ (VRML)
ভার্চুয়াল স্টোরেজ অ্যাক্সেস পদ্ধতি,વર્ચ્યુઅલ સ્ટોરેજ એક્સેસ પદ્ધતિ
ভার্চুয়াল স্টোরেজ ব্যবস্থাপনা,વર્ચ્યુઅલ સ્ટોરેજ મેનેજમેન્ટ
ভাইরাস,વાઇરસ
ভাইরাস সনাক্তকরণ,વાયરસ શોધ
ভাইরাস প্রোগ্রাম,વાયરસ પ્રોગ્રામ
দৃশ্যমানতা,દૃશ્યતા
দৃষ্টি,દ્રષ્ટિ
ভিজ্যুয়াল বেসিক,મૂળભુત દ્રશ્ય
ভিজ্যুয়াল C++,વિઝ્યુઅલ C++
চাক্ষুষ প্রদর্শন ইউনিট,દ્રશ્ય પ્રદર્શન એકમ
ভিচুয়াল,વિચ્યુઅલ
ভিচুয়াল ঠিকানা,વિચ્યુઅલ સરનામું
ভিচুয়াল মেশিন (ভিএম),વિચ્યુઅલ મશીન (VM)
ভয়েস,અવાજ
ভয়েস মেইল,વૉઇસ મેઇલ
ভয়েস মেইল সার্ভার,વૉઇસ મેઇલ સર્વર
ভয়েস স্বীকৃতি,અવાજ ઓળખ
ভয়েস-নেট,વૉઇસ-નેટ
উদ্বায়ী মেমরি,અસ્થિર મેમરી
ওয়েফার,વેફર
WAIS ম্যানেজার,WAIS મેનેજર
মরার অপেক্ষা করুন,મરવાની રાહ જુઓ
ক্ষত অপেক্ষা করুন,ઘા રાહ જુઓ
অপেক্ষা করা কোড,રાહ જોવાતો કોડ
অপেক্ষা করা মানে,રાહ જોઈ હતી સરેરાશ
অপেক্ষার সময়,રાહ સમય
প্রাচীর গ্রেড,દિવાલ ગ્રેડ
উষ্ণ পুনঃসূচনা,ગરમ પુનઃપ્રારંભ
বর্জ্য ব্যান্ড প্রস্থ,વેસ્ટ બેન્ડ પહોળાઈ
জলপ্রপাত মডেল,વોટરફોલ મોડેલ
ওয়েভলেট,વેવલેટ
তরঙ্গায়িত ইমেজ কম্প্রেশন,વેવલેટ ઇમેજ કમ્પ્રેશન
তরঙ্গায়িত রূপান্তর,વેવલેટ ટ્રાન્સફોર્મ
দুর্বল সত্তা,નબળી સંસ્થા
ওয়েব,વેબ
ওয়েব ঠিকানা,વેબ સરનામું
ওয়েব অথরিং,વેબ ઓથરિંગ
ওয়েব ব্রাউজার,વેબ બ્રાઉઝર
ওয়েব পেজ,વેબ પેજ
ওয়েব সার্ভার,વેબ સર્વર
ওয়েব সাইট,વેબ સાઇટ
ওয়েব-সক্ষম অ্যাপ্লিকেশন,વેબ-સક્ષમ એપ્લિકેશન
ওয়েব-সক্ষম,વેબ સક્ષમ
ওজনযুক্ত গ্রাফ,ભારિત ગ્રાફ
ভালভাবে সংযুক্ত,સારી રીતે જોડાયેલ છે
সুগঠিত সূত্র,સારી રીતે રચાયેલ સૂત્ર
ভাল অর্ডার সেট,સારી રીતે ઓર્ડર કરેલ સેટ
ওয়েটওয়্যার,વેટવેર
wheatstone বেঞ্চ চিহ্ন,વ્હીટસ્ટોન બેન્ચ માર્ક
চাকা,વ્હીલ
যখন লুপ,જ્યારે લૂપ
সাদা বক্স পরীক্ষা,સફેદ બોક્સ પરીક્ષણ
সাদা আলো,સફેદ પ્રકાશ
সাদা গোলমাল,સફેદ અવાજ
ওয়াইড এরিয়া নেটওয়ার্ক (WAN),વિશાળ વિસ્તાર નેટવર્ક (WAN)
ওয়াইড এরিয়া নেটওয়ার্ক (WAN),વિશાળ વિસ્તાર નેટવર્ક (WAN)
প্রশস্ত ব্যান্ড,વિશાળ બેન્ડ
ওয়াইল্ড কার্ড,વાઇલ્ડ કાર્ડ
উইম্প,વિમ્પ
জয়,જીત
জিপ জয়,ઝિપ જીતો
জানলা,બારી
জানালা,વિન્ડોવિંગ
উইন্ডোজ,વિન્ડોઝ
উইন্ডোজ এক্সপ্লোরার,વિન્ડોઝ એક્સપ્લોરર
উইন্ডোজ এনটি,વિન્ડોઝ એનટી
তারের ফ্রেম মডেল,વાયર ફ્રેમ મોડેલ
তারের প্রিন্টার,વાયર પ્રિન્ટર
তারযুক্ত যুক্তি,વાયર્ડ તર્ક
বেতার বিশ্বস্ততা (wi Fi),વાયરલેસ વફાદારી (wi Fi)
বেতার ল্যান,વાયરલેસ લેન
বেতার ট্রান্সমিশন,વાયરલેસ ટ્રાન્સમિશન
উইজার্ড,વિઝાર્ડ
শব্দ,શબ્દ
শব্দ কী,શબ્દ કી
শব্দের দৈর্ঘ্য,શબ્દ લંબાઈ
শব্দ ভিত্তিক,શબ્દ લક્ષી
শব্দ প্রক্রিয়াকরণ,શબ્દ પ્રસંસ્કરણ
শব্দ প্রক্রিয়াকরণ,શબ્દ પ્રસંસ્કરણ
শব্দ প্রসেসর,વર્ડ પ્રોસેસર
শব্দ আন্ডারস্কোর অক্ষর,શબ્દ અન્ડરસ્કોર અક્ષર
কাজের প্রবাহ ব্যবস্থাপনা,વર્ક ફ્લો મેનેજમેન્ટ
কাজের গ্রুপ,કાર્ય જૂથ
কাজের একক,કાર્ય એકમ
কাজের পরিমাণ,કામ વોલ્યુમ
কাজের ডিরেক্টরি,કાર્યકારી નિર્દેશિકા
কাজের সেট,વર્કિંગ સેટ
কাজ স্টোরেজ,કાર્યકારી સંગ્રહ
কর্মশালা,વર્કશોપ
ওয়ার্কস্টেশন,વર્કસ્ટેશન
বিশ্বের সমন্বয়,વિશ્વ સંકલન
ওয়ার্ল্ড ওয়াইড ওয়েব (WWW),વર્લ્ડ વાઈડ વેબ (WWW)
সবচেয়ে খারাপ ক্ষেত্রে বিশ্লেষণ,સૌથી ખરાબ કેસ વિશ્લેષણ
সবচেয়ে খারাপ ফিট অ্যালগরিদম,સૌથી ખરાબ ફિટ અલ્ગોરિધમ
চারপাশে মোড়ানো,આજુબાજુ વીંટાળો
কব্জি কম্পিউটিং,કાંડા કમ્પ્યુટિંગ
লেখার যোগ্য,લખવા યોગ્ય
লিখুন,લખો
ক্যাশে লিখুন,કેશ લખો
চক্র লিখুন,ચક્ર લખો
কী লিখুন,કી લખો
"একবার লিখুন, আরও পড়ুন (ওয়ার্ম)","એકવાર લખો, વધુ વાંચો (WORM)"
সুরক্ষা লিখুন,રક્ષણ લખો
পড়া মাথা লিখুন,વાંચો હેડ લખો
X বা,X અથવા
X-12,એક્સ-12
XBM X বিটম্যাপ,XBM X બીટમેપ
জেনিক্স,ઝેનીક્સ
এক্সমোডেম,એક્સમોડેમ
এক্স-অন/এক্স-অফ,એક્સ-ઓન/એક્સ-ઓફ
