English,Kannada
Ruling,"ಗ್ರಾಫ್ಗಳು, ಸಾಲುಗಳು"
Run,"ಓಟ, ಸಂಪ್ರದಾಯ"
Running,ಓಟಗಾರ
Rupture,"ಒಪ್ಪಂದ, ಒಪ್ಪಂದ, ಸಿಡಿ"
Rutherford scattering,ರುದರ್ಫೋರ್ಡ್ ಸ್ಕ್ಯಾಟರಿಂಗ್
rutherford (unit),ರುದರ್ಫೋರ್ಡ್
rydberg (unit of energy),ರೈಡ್ಬರ್ಗ್
safe load,ಸುರಕ್ಷಿತ ಲೋಡ್
safety,"ಸುರಕ್ಷಿತ, ಸುರಕ್ಷಿತ"
safety fuse (=Bickford fuse),"ಸೇಫ್ಟಿ ಫ್ಯೂಸ್, ಬಿಕ್ಫೋರ್ಡ್ ಫ್ಯೂಸ್"
safety valve,ಸುರಕ್ಷತಾ ಕವಾಟ
sample,"ಮಾದರಿ, ಮಾದರಿ"
Sampling,"ಮಾದರಿ (ವಿ.), ಮಾದರಿ (ಎನ್.)"
Sandwich,ಸ್ಯಾಂಡ್ವಿಚ್
Satellite,"ಉಪಗ್ರಹ, ಅಂಗಸಂಸ್ಥೆ, ಟ್ರೇಲಿಂಗ್"
satellite line,ಉಪನದಿ ರೇಖೆ
Saturate,ತೃಪ್ತಿಪಡಿಸಲು
saturn's ring,ಶನಿಯ ಉಂಗುರ
savart (unit),ಸವರ್ಟ್
scalar,ಸ್ಕೇಲಾರ್
scaling factor,ಹಂತ ಗುಣಕ
Scatter,"ಚದುರಿಸು, ಚದುರಿಸು"
scattering process,ಪ್ರಸರಣ ಪ್ರಕ್ರಿಯೆ
Scene,ದೃಷ್ಟಿ
Scintillation,ಪ್ರಸರಣ
Scratch,"ಸ್ಕ್ರಾಚ್ (ಧ್ವನಿ), ಸ್ಕ್ರಾಚ್"
Screen,"ಜರಡಿ, ಜರಡಿ (ed.), ಡ್ರೈವ್"
screw gauge,sku ನೋಟ
Seal,"ಮುಚ್ಚಲು, ಮುಚ್ಚಲು, ಮುದ್ರೆ ಮಾಡಲು (ver.)"
seasonal fluctuation,"ಋತುಮಾನದ ವ್ಯತ್ಯಾಸ, ಋತುಮಾನದ ಏರಿಳಿತಗಳು"
secant law,ಸೆಕೆಂಟ್ ನಿಯಮ
second,"ಎರಡನೇ (ed.), ಎರಡನೇ (v.)"
secondary,"ದ್ವಿತೀಯ, ದ್ವಿತೀಯ"
Section,"1 ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ"
Sector,"ವಲಯ, ವಲಯ, ವಲಯ"
secular,ದೀರ್ಘಕಾಲದ
seeding,ಬಿತ್ತನೆ
seismography,ಭೂಕಂಪಶಾಸ್ತ್ರ
seismology,ಭೂಕಂಪಶಾಸ್ತ್ರ
seismometry,ಭೂಕಂಪಶಾಸ್ತ್ರ
Selectivity,ಆಯ್ಕೆ
Self,"ಸ್ವಯಂ, ಸ್ವಯಂ"
Self-energy,ಆಂತರಿಕ ಶಕ್ತಿ
self excited oscillation,ಸ್ವಾಭಾವಿಕ ಆಂದೋಲನ
semiconductor,ಅರೆವಾಹಕ
Semi-empirical,ಅರೆ ಪ್ರಾಯೋಗಿಕ
Semi-infinite,ಅರೆ ಅನಂತ
semi-log paper,ಅರೆ-ಲಾಗ್ ಗ್ರಾಫ್ ಶೀಟ್
semi-solid angle,ಗೋಳಾಕಾರದ ಜೊತೆಗೆ ಕೋನ
Sense,ಅರ್ಥದಲ್ಲಿ
Sensitised,ಸಂವೇದನಾಶೀಲನಾದ
sensitive,"ಸೂಕ್ಷ್ಮ, ಸೂಕ್ಷ್ಮ, ಸೂಕ್ಷ್ಮ, ಸೂಕ್ಷ್ಮ"
sensitive flame,"ಧ್ವನಿ ರಿಸೀವರ್ ಲ್ಯಾಂಪ್ ಕ್ರೆಸ್ಟ್, ಸೌಂಡ್ ರಿಸೀವರ್ ಜ್ವಾಲೆ"
sensitiveness,"ಸೂಕ್ಷ್ಮತೆ, ಸೂಕ್ಷ್ಮತೆ, ಸೂಕ್ಷ್ಮತೆ"
Sensitization,"ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ, ಸಂವೇದನೆ"
Sensor,ಸಂವೇದಕ
Separable,ಬೇರ್ಪಡಿಸಬಹುದಾದ
Separation,"ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ, ಅಂತರ"
Septet,ಅಷ್ಟಮ
septode,ಸೆಪ್ಟೋಡ್
sequencing,ಇಂಡೆಕ್ಸಿಂಗ್
Series,ಸರಣಿ ಸರಣಿ (ನಕ್ಷೆ)
Servo-motor,ಸರ್ವೋ ಮೋಟಾರ್
Setting,"ಹೊಂದಿಸಿ, ಹೊಂದಿಸಿ, ಹೊಂದಿಸಿ, ಹೊಂದಿಸಿ"
Shaded,"ಕ್ಷೀಣಿಸಿದ, ಮಬ್ಬಾದ"
Shadow,ನೆರಳು
Shape,ಆಕೃತಿ
sharp cut off,ತೀಕ್ಷ್ಣವಾದ ಅಂತ್ಯ
sharp series,ಸ್ಪೌಟ್ ಶ್ರೇಣಿ
shearing force,"ಕತ್ತರಿ ಬಲ, ಕತ್ತರಿ"
shielded nuclide,ರಕ್ಷಿತ ನ್ಯೂಕ್ಲೈಡ್
Shift,"ಸೃಷ್ಟಿ, ಸ್ಥಳಾಂತರ, ವರ್ಗಾವಣೆ"
shock velocity,ಆಘಾತ ವೇಗ
shock wave,ಆಘಾತ ತರಂಗ
Short,"ಚಿಕ್ಕದಾದ, ಶಿಥಿಲವಾದ, ಅಸಂಗತ"
shrill note,ದೊಡ್ಡ ಧ್ವನಿ
Shunt,"ಪಾರ್ಶ್ವ ಮಾರ್ಗ, ಷಂಟ್ (ಸಂ), ಅಡ್ಡ ಮಾರ್ಗ, ಷಂಟ್ (ವಿ.)"
side,"ಬದಿ, ಬದಿ, ಬದಿ"
sidereal,ಪಾರ್ಶ್ವವಾಯು
Sight,"ದೃಷ್ಟಿ, ಗುರಿ, ದೃಷ್ಟಿ, ಗುರಿ, ಗುರಿ, ಪತ್ತೆ"
sign,ರಾಶಿ ಚಿಹ್ನೆ
Signal,"ಸಂಕೇತ, ಸಂಕೇತ"
silent period,ಮೂಕ ಅವಧಿ
silicon diode,ಸಿಲಿಕಾನ್ ಡಯೋಡ್
silicones (a family of compounds with silicones),ಸಿಲಿಕಾನ್
silicon wafer,"ಸಿಲಿಕಾನ್ ಪ್ಲೇಕ್, ಸಿಲಿಕಾನ್ ವೇಫರ್"
similarity,"ಸಾದೃಶ್ಯ, ಸಾದೃಶ್ಯ"
Simulator,ಅನುಕರಿಸುವವನು
simultaneously,ಏಕಕಾಲದಲ್ಲಿ
Sine,"ಚಿಹ್ನೆ, ಸೈನ್"
single ionization,ಏಕ ಅಯಾನೀಕರಣ
single line,ಒಂದೇ ಸಾಲು ಏಕ ಸಾಲು
Single-stage,ಒಂದೇ ಹೆಜ್ಜೆ
Sink,"ಪ್ರವೇಶ, ಮುಳುಗುವಿಕೆ, ಇಮ್ಮರ್ಶನ್, ವಿಲೀನ ತೊಟ್ಟಿ, ಸಿಂಕ್, ಸಿಸ್ಟರ್ನ್"
Sinusoidal,ಸೈನುಸೈಡಲ್
Siphon,ಸೈಫನ್
Siren,ಮೋಹಿನಿ
Size,"ಗಾತ್ರ, ಗಾತ್ರ (ಎನ್.), ಗಾತ್ರ, ಕೆತ್ತನೆ (ವಿ.)"
Skew,"ಅಸಮವಾದ, ಓರೆ"
skin effect,"ಎಪಿಡರ್ಮಿಸ್ ಪರಿಣಾಮ, ಚರ್ಮದ ಪರಿಣಾಮ"
sky blue,ಆಕಾಶ ನೀಲಿ
slant range,ಓರೆ ಶ್ರೇಣಿ
Sliding,ಹಾವು
Slip,"ಸ್ಲಿಪ್, ಸ್ಲಿಪ್, ಸ್ಲಿಪ್, ಸ್ಲಿಪ್, ಪರಿಹಾರ"
slip ring,ಸಿ ರಿಂಗ್
Slit,"ಸೀಳು, ಸೀಳು, ಸೀಳು"
Slope,"ಇಳಿಜಾರು, ಇಳಿಜಾರು, ಇಳಿಜಾರು"
slotted line,ಸ್ಲಾಟ್ ಮಾಡಿದ ಸಾಲು
slow reactor,ನಿಧಾನ ರಿಯಾಕ್ಟರ್
Smoked,ಧೂಮಪಾನ ಮಾಡಿದರು
smoothing condenser,ಅನುಗಮನದ ಕೆಪಾಸಿಟರ್
smoothing of curve,"ವಕ್ರರೇಖೆಯ ಸಂವಹನ, ವಕ್ರರೇಖೆಯ ವಿಲೀನ"
sodar (sound detecting and ranging),ಸೋಡಾರ್
Soft,"ಮೃದುವಾದ, ಮೃದುವಾದ, ಮೃದುವಾದ"
soft component (of cosmic rays),ಅಲ್ಪಾವಧಿಯ ಘಟಕ
soft superconductor,ಸೂಪರ್ ಕಂಡಕ್ಟರ್
soft target,ಅಸುರಕ್ಷಿತ ಗುರಿ
soft valve,ಕಡಿಮೆ ಡಿಸ್ಚಾರ್ಜ್ ಟ್ಯೂಬ್
Solar,ಸೌರ
Solder,"ಬೆಸುಗೆಗೆ, ಬೆಸುಗೆಗೆ (ed.), ಬೆಸುಗೆಗೆ, ಬೆಸುಗೆಗೆ (n.)"
solenoidal element,ಸೊಲೆನಾಯ್ಡ್ ಅಂಶ
Solid,"ಘನ, ದ್ರವ್ಯರಾಶಿ, ಘನ"
Solution,"ಪರಿಹಾರ, ಅರ್ಥ, ಪರಿಹಾರ, ಪರಿಹಾರ"
sonic boom,ಸೋನಿಕ್ ಬೂಮ್
Sonometer,"ಫೋನೋಮೀಟರ್, ಸೋನೋಮೀಟರ್"
Sonorous,ಅಕೌಸ್ಟಿಕ್
sorting,"ವಿಂಗಡಣೆ, ಆಯ್ಕೆ, ಪ್ರತ್ಯೇಕತೆ"
Space,"ಆಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ"
space cabin,ಆಕಾಶ ಕ್ಯಾಬಿನ್
Spacer,ಮಧ್ಯಂತರ
Spacial,ಆಕಾಶಿ
Spacing,ವರ್ಗಾವಣೆ ಮಧ್ಯಂತರ
spark,ಹೊಳೆಯುವ
spatial,"ಆಕಾಶ, ಪ್ರಾದೇಶಿಕ"
special relativity,"ನಿರ್ದಿಷ್ಟ ಸಾಪೇಕ್ಷತೆ, ನಿರ್ದಿಷ್ಟ ಸಾಪೇಕ್ಷತೆ"
Specific,"ಸಂಬಂಧಿ, ನಿರ್ದಿಷ್ಟ, ವಿಶೇಷ"
specification,ನಿರ್ದಿಷ್ಟತೆ
Specified,ನಿರ್ದಿಷ್ಟಪಡಿಸಲಾಗಿದೆ
Spectral,ಸ್ಪೆಕ್ಟ್ರಲ್
spectrometry,ಸ್ಪೆಕ್ಟ್ರೋಮೆಟ್ರಿ
spectroscope,"ಸ್ಪೆಕ್ಟ್ರೋಸ್ಕೋಪ್, ರೋಹಿತದರ್ಶಕ"
spectroscopist,"ರೋಹಿತಶಾಸ್ತ್ರಜ್ಞ, ವರ್ಣಪಟಲ ವಿಜ್ಞಾನಿ"
Specular,ನಿಯಮಿತ
speech,ಭಾಷಣ
speedometer,ಸ್ಪೀಡೋಮೀಟರ್
sphere,ಸುತ್ತಿನ ಚೆಂಡು
Spherical,"ಗೋಳಾಕಾರದ, ಗೋಳಾಕಾರದ"
spherometer,"ಗೋಳಮಾಪಕ, ಗೋಳಮಾಪಕ"
spin flipping,ಸ್ಪಿನ್ ರಿಬೌಂಡ್
spinning top,ತಿರುಗುವ ಮೇಲ್ಭಾಗ
Spin,ಸ್ಪಿನ್
spiral motion,ಸುರುಳಿಯಾಕಾರದ ಚಲನೆ
Split,"ವಿಭಜಿತ, ವಿಭಜಿತ (ವಿ.) ವಿಭಜನೆ, ವಿಭಜಿತ (ಎನ್.)"
spontaneous,ಸ್ವಯಂಚಾಲಿತವಾಗಿ
spool,"ಸ್ಪೂಲ್, ವಿಂಚ್, ರೀಲ್, ವಾಲಿ"
sporadic phenomenon,ಯಾದೃಚ್ಛಿಕ ಘಟನೆ
Spot,"ಪಾಯಿಂಟ್, ಸ್ಪಾಟ್ (ಸಂ.), ಸ್ಪಾಟ್, ಸ್ಪಾಟ್, ಗುರುತಿಸಿ, ಹುಡುಕಿ (ವರ್.)"
spread (of energy),ಶಕ್ತಿ ಸಂಕೀರ್ಣ
spring,"ವಸಂತ, ವಸಂತ, ವಸಂತ, ಜಲಪಾತ, ವಸಂತ"
spurious charge,ಸುಳ್ಳು ಉತ್ಸಾಹ
spurious echoes,ಹೆಚ್ಚುವರಿ ಪ್ರತಿಧ್ವನಿ
sputnik,ಸ್ಪುಟ್ನಿಕ್
Square,"ಚೌಕ, ಚೌಕ, ಚೌಕ"
Stability,ಬಾಳಿಕೆ
Stabilizer,ಸ್ಥಿರಗೊಳಿಸುವುದು
Stacking,ಪೇರಿಸಿ
Stage,"ಹಂತ, ಹಂತ, ಶ್ರೇಣಿ, ಸಮುದಾಯ, ಹಂತ"
staggering,ಸಮಾನಾಂತರ ವಿತರಣೆ
standard,"ಪ್ರಮಾಣಿತ, ಪ್ರಮಾಣೀಕೃತ, ಧ್ವಜ (ಸಂ.), ಪ್ರಮಾಣಿತ"
standardised,ಪ್ರಮಾಣೀಕರಿಸಲಾಗಿದೆ
Standardization,ಪ್ರಮಾಣೀಕರಣ
Star,"ನಕ್ಷತ್ರ, ನಕ್ಷತ್ರ"
Stark effect,ತೀವ್ರ ಪರಿಣಾಮ
Starter,"ಮೂಲ, ಸ್ಟಾರ್ಟರ್, ಸ್ಫೋಟಕ"
Statampere,ಸ್ಟ್ಯಾಂಪಿಯರ್
State,"ಸ್ಥಾನ, ರಾಜ್ಯ, ರಾಜ್ಯ"
Statement,ಹೇಳಿಕೆ
Static,ಸ್ಥಿರ ಸ್ಥಿರ ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಶಬ್ದ
Statical,ಸ್ಥಿರ
Station,"ವೀಕ್ಷಣಾ ಕೇಂದ್ರ, ನಿಲ್ದಾಣ, ಚಂದ್ರ"
stationary,ಪ್ರಗತಿಪರ
stationary charge,ದಿಗ್ಭ್ರಮೆಗೊಂಡ
stationary condition,ಮರಗಟ್ಟುವಿಕೆ ಹಂತ
stationary field,ಸ್ಥಿರ ಪ್ರದೇಶ
stationary particle,ಪ್ರಗತಿಪರ ಕಣ
stationary phase,ದಿಗ್ಭ್ರಮೆಗೊಂಡ ವರ್ತನೆ
statistic,ಮಾದರಿ
statistical,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ
Statistician,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ತೂಕ
Stator,ಸ್ಟೇಟರ್
Steady,"ಬದಲಾಗದ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಶಾಶ್ವತ"
Steam,ಉಗಿ ಆವಿ
steam turbine,ಉಗಿ ಟರ್ಬೈನ್
Steel,ಉಕ್ಕು
Steeringbox,ಸ್ಟೀರಿಂಗ್ ಬಾಕ್ಸ್
Stellar,ನಾಕ್ಷತ್ರಿಕ
Step,"ಹೆಜ್ಜೆ, ಹೆಜ್ಜೆ, ಹೆಜ್ಜೆ, ಹೆಜ್ಜೆ"
step by step,ಹಂತ ಹಂತವಾಗಿ
step function,ಹಂತದ ಕಾರ್ಯ
Steradian,ಸ್ಟೆರಾಡಿಯನ್
Stereographic,ಸ್ಟೀರಿಯೋಸ್ಕೋಪಿಕ್
stereophonic,ಸ್ಟೀರಿಯೋಸ್ಕೋಪಿಕ್ ಧ್ವನಿ
sticky collision,ಬಾಂಧವ್ಯ ಘರ್ಷಣೆ
sticky nucleus (=opaque nucleus =black nucleus),"ಅಪರ್ಯಾ ನ್ಯೂಕ್ಲಿಯಸ್, ಕೃಷ್ಣ ನ್ಯೂಕ್ಲಿಯಸ್"
Stiff,"ಕಠಿಣ, ಕಠಿಣ, ದೃಢ, ದೃಢ"
Stiffness,ಮೃದುತ್ವ
Stigmatic,"ಚುಕ್ಕೆ, ಕಳಂಕ"
Stigmatism,ಪಾಯಿಂಟಿನೆಸ್
Still,"ಭಾಭಾಕ, ಅಸೋತ್ರ (ಸಂ), ಅಚಲ (ವಿ.), ಅಚಲ ನೋಟ"
stimulate,ಪ್ರಚೋದಿಸಲು
stimulation,ಪ್ರಚೋದಕ
stirrer,ಕಲಕುವವನು
stoke (unit of viscosity),ಸ್ಟೋಕ್
stop clock,"ಬ್ರೇಕ್-ವಾಚ್, ಸ್ಟಾಕ್-ಕ್ಲಾಕ್"
stop cock,ನಿರೋಧಕ
stop (optics),"ಮಿತಿ, ನಿಲ್ಲಿಸು"
stopping potential,ಸಂಭಾವ್ಯತೆಯನ್ನು ನಿಲ್ಲಿಸುವುದು
stop watch,"jb ಬ್ರೇಕ್ ವಾಚ್, ಸ್ಟಾಪ್ ವಾಚ್"
Storage,"ಸಂಗ್ರಹಣೆ, ಸಂಗ್ರಹಣೆ"
Stove,ಒಲೆ
Straight,"ನೇರ, ನೇರ, ಸರಳ"
Strain,"ವಿತರಣೆ, ಒತ್ತಡ, ಅಸ್ಪಷ್ಟತೆ, ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ, ಫಿಲ್ಟರಿಂಗ್ (ver.)"
Strained,ವಿಕೃತ
strain gauge,ಸ್ಪಿಗ್ಮೋಮಾನೋಮೀಟರ್
Stratosphere,"ವಾಯುಮಂಡಲ, 2 ವಾಯುಮಂಡಲ"
stray,ಅನಗತ್ಯ
streak lighting,"ಮಿಂಚಿನ ಗೆರೆ, ಮಿಂಚು"
Stream,"ನದಿ, ಹೊಳೆ, ಚರಂಡಿ"
streaming,"ಪರ್ಕೋಲೇಷನ್, ಸ್ಟ್ರೀಮ್ ರನ್, ಎಫ್ಲುಯೆಂಟ್"
streamlined,ಗೆರೆ ಹಾಕಲಾಗಿದೆ
Strength,"ಶಕ್ತಿ, ಶಕ್ತಿ, ತೀವ್ರತೆ, ಏಕಾಗ್ರತೆ, ಚಟುವಟಿಕೆ"
Stress,ಒತ್ತಡ
striking potential,ಆರ್ಕ್-ಆಕ್ಟಿಂಗ್ ಸಾಮರ್ಥ್ಯ
striking voltage,"ಆರ್ಕ್ ಸ್ಟಾರ್ಟಿಂಗ್ ವೋಲ್ಟೇಜ್, ವಾಲ್ವ್ ಸ್ಟಾರ್ಟಿಂಗ್ ವೋಲ್ಟೇಜ್"
String,"ದಾರ, ದಾರ, ದಾರ, ತಂತು, ಬಳ್ಳಿ, ದಾರ, ಲ್ಯಾನ್ಯಾರ್ಡ್, 8. ಬಳ್ಳಿಯ ದೋಷ"
Strip,"ಸ್ಟ್ರಿಪ್, ಸ್ಟ್ರಿಪ್, ಸ್ಟ್ರಿಪ್ಪಿಂಗ್, ಸ್ಟ್ರಿಪ್ಪಿಂಗ್, ನಗ್ನ"
Stripping,"ಸಿಪ್ಪೆಸುಲಿಯುವ, ವಿಟ್ಟನ್, ಸಿಪ್ಪೆಗಳು, ಬೆತ್ತಲೆ"
stripping reaction,ಹೊರತೆಗೆಯುವ ಪ್ರತಿಕ್ರಿಯೆ
stroboscope,ಸ್ಟ್ರೋಬೋಸ್ಕೋಪ್
stroke (of engine),ಸ್ಟ್ರೋಕ್
Strong,"ಬಲವಾದ, ಆಳವಾದ, ತೀಕ್ಷ್ಣವಾದ, ಕೇಂದ್ರೀಕೃತ"
strong transition,ಬಲವಾದ ಸೋಂಕು
Structural,ರಚನಾತ್ಮಕ
Structure,"ರಚನೆ, ರಚನೆ"
stylus (of gramophone),ಸೂಜಿ
subgroup,"ಉಪವರ್ಗ, ಉಪಗುಂಪು, ಉಪಗುಂಪು"
Submicroscopic,"ಸೂಕ್ಷ್ಮದರ್ಶಕ, ಅತಿಸೂಕ್ಷ್ಮದರ್ಶಕ, ಸಬ್ಮೈಕ್ರೋಸ್ಕೋಪಿಕ್"
subnuclear physics,ಪರಮಾಣು ಅಲ್ಲದ ಭೌತಶಾಸ್ತ್ರ
Subscript,ಅಡಿಟಿಪ್ಪಣಿ
Subsidiary,"ಪರಿಕರ, ಸಹಾಯಕ"
Substrate,"ಕೆಲಸ ಮಾಡುವ ದ್ರವ, ಸಬ್ ಸ್ಟೇಟ್"
sub unit,ಉಪ ಘಟಕ
Successive,ಕ್ರಮೇಣ
Sucking,ಹೀರುವಿಕೆ
Suction,ಹೀರುವಿಕೆ
sultry,ವಿಷಯಾಸಕ್ತ
Sum,"ಮೊತ್ತ, ಮೊತ್ತ, ಮೊತ್ತದ ಫಲಿತಾಂಶ, ಮೊತ್ತ"
Sun,ಸೂರ್ಯ
sun dial,ಸೂರ್ಯನ ಗಡಿಯಾರ
sun spot,"ಸೂರ್ಯನ ಮಸುಕು, ಸೂರ್ಯನ ತಾಣ"
sun star,ಸೂರ್ಯ ನಕ್ಷತ್ರ
Super,ವಿಪರೀತ
superconducting metal,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಲೋಹ
superconductivity,ಸೂಪರ್ ಕಂಡಕ್ಟಿವಿಟಿ
superconductor,ಸೂಪರ್ ಚಾಲಕ
Supergigantic,ದೈತ್ಯ
Superimposed,ಆರೋಪಿಸಲಾಗಿದೆ
superimposition,ಇಂಪ್ಲಾಂಟೇಶನ್
Supermalloy,ಸೂಪರ್ಮಲೇ
supernormal dispersion (=hypernormal dispersion),ಅತಿಸಾಮಾನ್ಯ ವಿಚಲನ
superpose,ವಿಧಿಸುವುದು
Superposition,ಇಂಪ್ಲಾಂಟೇಶನ್
supersaturation,ಹೈಪರ್ಸಾಚುರೇಶನ್
supersenstive,ಅತಿಸೂಕ್ಷ್ಮ
supersonic,ಅಲ್ಟ್ರಾಸಾನಿಕ್ಸ್
Supersonics,ಸೂಪರ್ಸಾನಿಕ್ಸ್
Super-structure,ಸೂಪರ್ಸ್ಟ್ರಕ್ಚರ್
Supplementary,ಪೂರಕ
supply,ಆಹಾರ ಪೂರೈಕೆ
support,"ತಂತ್ರಜ್ಞಾನ, ಬೇಸ್"
suppressor grid,ತಡೆಯುವ ಗ್ರಿಡ್
superconductivity,ಸೂಪರ್ ಕಂಡಕ್ಟಿವಿಟಿ
Surface,ಪುಟ
Surge,ಉಲ್ಬಣವು
Surveillance,ಗಮನಿಸುವಿಕೆ
susceptance,"ಒಳಹೊಕ್ಕು, ಸ್ಪಂದಿಸುವಿಕೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ"
Susceptibility,"ಒಳಗಾಗುವಿಕೆ, ಕಾಂತೀಯ ಪ್ರವೃತ್ತಿ, ಗ್ರಹಿಕೆ"
suspend,"ಅಮಾನತು, ನೇತಾಡುವಿಕೆ"
sustained,ಅಂಟಿಕೊಂಡಿದ್ದರು
sweep,"ಹರಡುವಿಕೆ, ಅಂಚು"
Swelling,"ಊತ, ಊತ, ಊತ"
swing,"ಪ್ರದೋಲ್, ಡೋಲ್"
swirling motion,"ಸುತ್ತುವ ವೇಗ, ಸುತ್ತುವ ವೇಗ"
switch board,ಸ್ವಿಚ್ ಬೋರ್ಡ್
syllable,ಪತ್ರ
Symmetric,ಸಮ್ಮಿತೀಯ
symmetrical,ಸಮ್ಮಿತೀಯ
Symmetrically,ಸಮ್ಮಿತೀಯವಾಗಿ
Symmetrization,ಸಮ್ಮಿತಿ
Symmetry,ಸಮ್ಮಿತಿ
Synchrocyclotron,ಸಿಂಕ್ರೊಸೈಕ್ಲೋಟ್ರಾನ್
Synchronisation,ಸಿಂಕ್ರೊನೈಸೇಶನ್
synchronise,ಸಿಂಕ್ರೊನಸ್ ಆಗಿರಬೇಕು
synchroniser,ಸಿಂಕ್ರೊನೈಸರ್
Synchronising,ಸಿಂಕ್ರೊನೈಸೇಶನ್
synchronously,"ಸಿಂಕ್ರೊನಸ್ ಆಗಿ, ಸಿಂಕ್ರೊನಸ್ ಆಗಿ"
synchrotron,ಸಿಂಕ್ರೊಟ್ರಾನ್
Synthetic,ಸಂಶ್ಲೇಷಿತ
system,"ದೇಹ, ವ್ಯವಸ್ಥೆ, ಗುಂಪು, ಸಮುದಾಯ, ವ್ಯವಸ್ಥೆ"
Systematic,"ವಿಂಗಡಿಸಿ, ವರ್ಗೀಕರಿಸಿ, ವರ್ಗೀಕರಿಸಿ-"
systemic,"ಸಾರ್ವತ್ರಿಕ, ದೇಹ"
Tabulator,"ಕೋಷ್ಟಕ, ಕೋಷ್ಟಕ ಯಂತ್ರ, ಕೋಷ್ಟಕ"
Tagged,"ಗುರುತಿಸಲಾಗಿದೆ, ಗುರುತಿಸಲಾಗಿದೆ, ಗುರುತಿಸಲಾಗಿದೆ"
tail,ಬಾಲ ಬಾಲ
tailing off,ಕ್ರಮೇಣ ಅವನತಿ
take-off,"ಅವರೋಹಣ, ನಿರ್ಗಮನ"
Tangential,"ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ"
Tap,"ಸ್ಪೌಟ್ (ಸಂ.), ಸ್ಪೌಟ್, ಫ್ರಾಕ್ಷನ್, ಎಕ್ಸ್‌ಟ್ರೂಶನ್ ಡೈವರ್ಶನ್, ಟ್ಯಾಪೋನ್ (ವಿ.)"
Taper,"ಆರ್ಡಿನಲ್, ಟೇಪರ್"
Tapering,"ಮೊನಚಾದ, ಮೊನಚಾದ (ವಿ.), ಪೆರಿಯಾಂತ್, ಟ್ಯಾಪೆರಾನ್ (ಸಂ.)"
tapping key,"ನಾಕ್-ಕೀ, ಒತ್ತಿ-ಕೀ"
tap switch,"ಭಾಗ ತೆಗೆಯುವ ಸ್ವಿಚ್, ಸ್ಪೌಟ್ ಸ್ವಿಚ್"
Target,ಗುರಿ
technique,"ತಂತ್ರಜ್ಞಾನ, ತಂತ್ರ"
technology,ತಂತ್ರಜ್ಞಾನ
Telecasting,ದೂರದರ್ಶನ ಪ್ರಸಾರ
Telegraphy,"ಟೆಲಿಗ್ರಾಫಿ, ಟೆಲಿಗ್ರಾಫಿ"
Telemeter,ದೂರಮಾಪಕ
telemetry,ದೂರಮಾಪನ
Telephone,ದೂರವಾಣಿ
Telescope,"ದೂರದರ್ಶಕ, ದೂರದರ್ಶಕ, ದೂರದರ್ಶಕ"
Television,"ದೂರದರ್ಶನ, ದೂರದರ್ಶನ"
Temperature,ಶಾಖ
temporal,ಕಲಿಕ್
Temporary,"ಅಲ್ಪಾವಧಿ, ತಾತ್ಕಾಲಿಕ, ತಾತ್ಕಾಲಿಕ"
tendency,ಪ್ರವೃತ್ತಿ
tensile,ಕರ್ಷಕ
Tensility,ಕರ್ಷಕ
Tension,ಒತ್ತಡ
Tensor,ಸಾಮ್ರಾಜ್ಯ
Tera,ಟೆರ್ರಾ
terminal,"ಅಂತ್ಯ, ಟರ್ಮಿನಲ್, ಅಂತ್ಯ, ಅಂತ್ಯ"
Terrain,"ಭೂಪ್ರದೇಶ, ಕಲ್ಲಿನ ಪ್ರದೇಶ"
Terrestrial,"ಭೂಮಂಡಲದ, ಭೂಮಂಡಲದ, ಭೂಮಂಡಲದ"
Tesla,ಟೆಸ್ಲಾ
test chart (=definition chart =resolution pattern),ಸ್ಪಷ್ಟತೆ ಪರೀಕ್ಷಾ ಚಾರ್ಟ್
Tetrad,ಕ್ವಾಟರ್ನರಿ
Tetragonal,ಡಬಲ್ ಟ್ರೆಪೆಜಾಯಿಡ್
tetrode,ಟೆಟ್ರೋಡ್
Theodolite,ಥಿಯೋಡೋಲೈಟ್
Theoretical,ಸೈದ್ಧಾಂತಿಕ
thermal,"ಶಾಖ, ಶಾಖ, ಶಾಖ"
Thermalisation,ಬಿಸಿ
Thermion,ಬಿಸಿ
Thermionic,ತಪಯ್ನಿ
