Kannada,Bengali
ರಾಸ್ಟರ್ ಸ್ಕ್ಯಾನ್,রাস্টার স্ক্যান
ರಾಸ್ಟರ್ ಘಟಕ,রাস্টার ইউনিট
"ದರ ಮತ್ತು ಮಾರ್ಗ
 ನಿರ್ವಾಹಕ","রেট এবং রুট
 অপারেটর"
ದರದ ಕೇಂದ್ರ,রেট সেন্টার
ದರದ ನಾಡಿ,রেট ডাল
ಅನುಪಾತ ನಿಯಂತ್ರಣ,অনুপাত নিয়ন্ত্রণ
ತರ್ಕಬದ್ಧ ಭಾಷೆ,যুক্তিযুক্ত ভাষা
ಕಚ್ಚಾ ಮಾಹಿತಿ,মূল তথ্য
ತಲುಪಬಲ್ಲಿಕೆ,পুনঃস্থাপনযোগ্যতা
ರೀಚಬಿಲಿಟಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್,পুনঃব্যবহারযোগ্য ম্যাট্রিক্স
ಓದು,পড়ুন
ಆಂಪ್ಲಿಫೈಯರ್ ಓದಿ,পরিবর্ধক পড়ুন
"ಓದಿ ಮತ್ತು ಮರುಸ್ಥಾಪಿಸಿ
 ಚಕ್ರ","পড়ুন এবং পুনরুদ্ধার করুন
 সাইকেল"
ಮತ್ತೆ ಓದಿ ಮತ್ತು ಮುದ್ರಿಸಿ,ফিরে পড়ুন এবং মুদ্রণ আউট
ಮತ್ತೆ ಚೆಕ್ ಓದಿ,ফিরে চেক পড়ুন
ನಿಯಂತ್ರಣ ರೇಖೆಯನ್ನು ಓದಿ,নিয়ন্ত্রণ লাইন পড়ুন
ಸೈಕಲ್ ಸಮಯವನ್ನು ಓದಿ,চক্র সময় পড়ুন
ಓದುಗ,পাঠক
ಓದುಗ,পাঠক-কপিয়ার
ಓದುಗ,পাঠক দোভাষী
ಓದುಗ ಮುದ್ರಕ,পাঠক প্রিন্টার
ದೋಷವನ್ನು ಓದಿ,ত্রুটি পড়া
ರೀಡರ್ ಸಾರ್ಟರ್,পাঠক সোর্টার
ತಲೆ ಓದಿ,মাথা পড়ুন
ಓದುವಿಕೆ,পড়া
"ಪ್ರವೇಶವನ್ನು ಓದುವುದು
 ಕಾಲ","অ্যাক্সেস পড়া
 সময়"
"ಓದುವ ತಲೆ
 (= ತಲೆ)","মাথা পড়া
 (= মাথা)"
ಸೂಚನೆಗಳನ್ನು ಓದಿ,নির্দেশ পড়ুন
ಓದಲು ಮಾತ್ರ,শুধুমাত্র পাঠযোগ্য
"ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ
 (ರಾಮ್)","শুধুমাত্র স্মৃতি পড়া
 (রোম)"
ಸಂಗ್ರಹಣೆಯನ್ನು ಮಾತ್ರ ಓದಿ,শুধুমাত্র স্টোরেজ পড়ুন
ಓದಿ,উচ্চারণ করা
ಓದುವ ಸಾಧನ,রিডআউট ডিভাইস
ಮಾರ್ಗವನ್ನು ಓದಿ,পথ পড়ুন
ಪ್ರಕ್ರಿಯೆ-ಬರೆಯುವಿಕೆಯನ್ನು ಓದಿ,প্রক্রিয়া-লেখা পড়ুন
ರಕ್ಷಣೆ ಓದಿ,সুরক্ষা পড়ুন
ದರವನ್ನು ಓದಿ,হার পড়ুন
ಬಿಡುಗಡೆ ಓದಿ,রিলিজ পড়ুন
ಹಿಮ್ಮುಖವಾಗಿ ಓದಿ,বিপরীত পড়ুন
ಸ್ಕ್ಯಾಟರ್ ಓದಿ,স্ক্র্যাটার পড়ুন
ಪರದೆಯನ್ನು ಓದಿ,স্ক্রিন পড়ুন
ನಿಲ್ದಾಣವನ್ನು ಓದಿ,স্টেশন পড়ুন
ಸಮಯವನ್ನು ಓದಿ,সময় পড়ুন
ಸಮಯ ಗಡಿಯಾರವನ್ನು ಓದಿ,সময় ঘড়ি পড়ুন
"ಸಮಯವನ್ನು ಓದಿ
 ಭಾಷೆ","সময় পড়ুন
 ভাষা"
ಬರೆಯುವಾಗ ಓದಿ,লেখার সময় পড়ুন
"ಓದು ಬರೆ
 ಚಾನಲ್","পড়ুন/লিখুন
 চ্যানেল"
"ಚೆಕ್ ಓದಿ/ಬರೆಯಿರಿ
 ಸೂಚಕ","চেক পড়ুন/লিখুন
 সূচক"
ಚಕ್ರವನ್ನು ಓದಿ/ಬರೆಯಿರಿ,চক্রটি পড়ুন/লিখুন
ಲೈನ್ ಓದಿ/ಬರೆಯಿರಿ,লাইন পড়ুন/লিখুন
ಸಂಗ್ರಹಣೆ/ಬರೆಯಿರಿ,স্টোরেজ পড়ুন/লিখুন
"ಸಿದ್ಧ ಪ್ರವೇಶ
 ಅಂತಿಮ","প্রস্তুত অ্যাক্সেস
 টার্মিনাল"
ಸಿದ್ಧ ಸ್ಥಿತಿ,প্রস্তুত শর্ত
ಸಿದ್ಧ ಬೆಳಕು,প্রস্তুত আলো
ಸಿದ್ಧ ರಾಜ್ಯ,প্রস্তুত রাষ্ট্র
ಸಿದ್ಧ ಸ್ಥಿತಿ ಪದ,প্রস্তুত স্থিতি শব্দ
ನಿಜವಾದ ವಿಳಾಸ,বাস্তব ঠিকানা
ನಿಜವಾದ ಸ್ಥಿರ,বাস্তব ধ্রুবক
ಜಮೀನು,রাজত্ব
ನಿಜವಾದ ಸಂಗ್ರಹಣೆ,রিয়েল স্টোরেজ
"ನಿಜವಾದ ಸಂಗ್ರಹಣೆ
 ನಿರ್ವಹಣೆ","রিয়েল স্টোরেজ
 পরিচালনা"
ನೈಜ ಸಮಯ,প্রকৃত সময়
ನೈಜ ಸಮಯದ ಚಾನೆಲ್,রিয়েল টাইম চ্যানেল
"ನೈಜ ಸಮಯದ ಗಡಿಯಾರ
 ಘಟಕ","রিয়েল টাইম ক্লক
 মডিউল"
ನೈಜ ಸಮಯ ನಿಯಂತ್ರಣ,রিয়েল টাইম কন্ট্রোল
ನೈಜ ಸಮಯದ ಇನ್ಪುಟ್,রিয়েল টাইম ইনপুট
"ನೈಜ ಸಮಯ
 ಕಾರ್ಯಾಚರಣೆ","প্রকৃত সময়
 অপারেশন"
ನೈಜ ಸಮಯದ ಉತ್ಪಾದನೆ,রিয়েল টাইম আউটপুট
"ನೈಜ ಸಮಯ
 ಸಂಸ್ಕರಣೆ","প্রকৃত সময়
 প্রক্রিয়াজাতকরণ"
"ನೈಜ ಸಮಯದ ಉಪಗ್ರಹ
 ಕಂಪ್ಯೂಟರ್","রিয়েল টাইম স্যাটেলাইট
 কম্পিউটার"
"ನೈಜ ಸಮಯ
 ವೇಷಭೂಷಣ","প্রকৃত সময়
 সিমুলেশন"
ನೈಜ ಸಮಯ ಕೆಲಸ,রিয়েল টাইম ওয়ার্কিং
ಅನುಪಾತವನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳಿ,রিক্যাল অনুপাত
ಸಿಗ್ನಲ್ ಅನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳಿ,পুনরুদ্ধার সংকেত
"ಸ್ವೀಕರಿಸು
 ಅಡಚಣೆ","গ্রহণ
 বাধা"
ಕಾಲು ಸ್ವೀಕರಿಸಿ,পা গ্রহণ
ಮಾತ್ರ ಸ್ವೀಕರಿಸಿ,শুধুমাত্র গ্রহণ
ರವಾನೆಗಾರ,রিসিভার
ರಿಸೀವರ್ ಪ್ರತ್ಯೇಕತೆ,রিসিভার বিচ্ছিন্নতা
ರಿಸೀವರ್ ಸಂಕೇತ,রিসিভার সিগন্যাল
ಸ್ವೀಕರಿಸುವ ಅಂಚು,মার্জিন গ্রহণ
"ಸ್ವೀಕರಿಸಲಾಗುವುದು
 ರಂಧ್ರ ಮಾಡುವವನು","প্রাপ্তি
 ছিদ্রকারী"
ಮರುಬಳಕೆ ಮಾಡುವ ಲೂಪ್,রিসার্কুলেটিং লুপ
"ಗುರುತಿಸುವಿಕೆ
 ನಿಖರತೆ","স্বীকৃতি
 সঠিকতা"
"ಗುರುತಿಸುವಿಕೆ
 ಪಾತ್ರ","স্বীকৃতি
 চরিত্র"
ಗುರುತಿಸುವಿಕೆ ಸಾಧನ,স্বীকৃতি ডিভাইস
ಮಾನ್ಯತೆ ತರ್ಕ,স্বীকৃতি যুক্তি
ಪುನಸ್ಸಂಯೋಜನೆ,পুনঃসংযোগ
ಮರುಪಾವತಿಸುವಿಕೆ,পুনর্বিবেচনা
ಸಮರಸೋಹನ,পুনর্মিলন
ಪುನಾರೋಪಾಯಿಸುವಿಕೆ,পুনর্গঠন
ಪುನರ್ನಿರ್ಮಾಣ,পুনর্গঠন
ಪುನರ್ನಿರ್ಮಾಣ,পুনর্গঠন
ರೆಕಾರ್ಡ್ ನಿರ್ಬಂಧಿಸುವುದು,রেকর্ড ব্লকিং
ರೆಕಾರ್ಡ್ ಚೆಕ್ ಸಮಯ,রেকর্ড চেক সময়
"ದಾಖಲೆ ನಿಯಂತ್ರಣ
 ವೇಳೆ","রেকর্ড নিয়ন্ত্রণ
 সময়সূচী"
ದಾಖಲೆ ಎಣಿಕೆ,রেকর্ড গণনা
ರೆಕಾರ್ಡ್ ವಿವರಣೆ,রেকর্ড বিবরণ
ರೆಕಾರ್ಡ್ ಮಾಡಿದ ಪಠ್ಯ,রেকর্ড পাঠ্য
ದಾಖಲೆ ಸ್ವರೂಪ,রেকর্ড ফর্ম্যাট
"ದಾಖಲೆ ಸ್ವರೂಪ
 ವಿವರಣಕಾರ","রেকর্ড ফর্ম্যাট
 বর্ণনাকারী"
ದಾಖಲೆಯ ಅಂತರ,রেকর্ড ফাঁক
ರೆಕಾರ್ಡ್ ಗುಂಪು,রেকর্ড গ্রুপ
ದಾಖಲೆ,রেকর্ড মাথা
ರೆಕಾರ್ಡಿಂಗ್ ಪ್ರದೇಶ,রেকর্ডিং অঞ্চল
ರೆಕಾರ್ಡಿಂಗ್ ಸಾಂದ್ರತೆ,রেকর্ডিং ঘনত্ব
ರೆಕಾರ್ಡಿಂಗ್ ತಲೆ,রেকর্ডিং মাথা
ರೆಕಾರ್ಡಿಂಗ್ ಮಾಧ್ಯಮ,রেকর্ডিং মাধ্যম
ರೆಕಾರ್ಡಿಂಗ್ ಮೋಡ್,রেকর্ডিং মোড
ರೆಕಾರ್ಡಿಂಗ್ ಟ್ರಂಕ್,রেকর্ডিং ট্রাঙ্ক
ರೆಕಾರ್ಡ್ ಕೀ,রেকর্ড কী
ದಾಖಲೆ ವಿನ್ಯಾಸ,রেকর্ড লেআউট
ದಾಖಲೆಯ ಉದ್ದ,রেকর্ড দৈর্ঘ্য
ದಾಖಲೆ ಗುರುತು,রেকর্ড চিহ্ন
ದಾಖಲೆ ಮಾಧ್ಯಮ,রেকর্ড মাধ্যম
ದಾಖಲೆಯ ಹೆಸರು,রেকর্ড নাম
ದಾಖಲೆ ಸಂಖ್ಯೆ,রেকর্ড সংখ্যা
ರೆಕಾರ್ಡ್ ಸಿದ್ಧವಾಗಿದೆ,রেকর্ড প্রস্তুত
"ದಾಖಲೆ ವಿಭಜಕ
 ಪಾತ್ರ","রেকর্ড বিভাজক
 চরিত্র"
ದಾಖಲೆ ಹಾಳೆ,রেকর্ড শীট
ರೆಕಾರ್ಡ್ ವಿಂಗಡಣೆ,রেকর্ড বাছাই
"ದಾಖಲೆ ಸಂಗ್ರಹಣೆ
 ಗುರುತು","রেকর্ড স্টোরেজ
 চিহ্ন"
ರೆಕಾರ್ಡ್ ಸ್ಟ್ರಿಪ್,রেকর্ড স্ট্রিপ
ದಾಖಲೆ ಪ್ರಕಾರ,রেকর্ড টাইপ
ಮರುಪಡೆಯಬಹುದಾದ ದೋಷ,পুনরুদ্ধারযোগ্য ত্রুটি
"ಚೇತರಿಕೆ
 ನಿರ್ವಹಣೆ
 ಬೆಂಬಲ","পুনরুদ্ধার
 পরিচালনা
 সমর্থন"
ಚೇತರಿಕೆ ಉತ್ಪಾದನೆ,পুনরুদ্ধার প্রোডার
ಚೇತರಿಕೆ ದಿನಚರಿ,পুনরুদ্ধার রুটিন
ಮರುಕಳಿಸುವಿಕೆ,পুনরুদ্ধার সিস্টেম
ಮರುಕಳಿಸುವಿಕೆ,পুনরাবৃত্তি
ಪುನರಾವರ್ತನೆ,পুনরাবৃত্তি
ಪುನರಾವರ್ತನ ಪ್ರಮೇಯ,পুনরাবৃত্তি উপপাদ্য
"ಪುನರಾವರ್ತನೆಗೆ ಬಾರದ
 ಕಟುಕ","পুনরাবৃত্ত বংশোদ্ভূত
 পার্সিং"
ಪುನರಾವರ್ತನ ಕಾರ್ಯ,পুনরাবৃত্ত ফাংশন
ಪುನರಾವರ್ತಕ ಪಟ್ಟಿ,পুনরাবৃত্ত তালিকা
"ಪುನರಾವರ್ತಿತವಾಗಿ ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿದೆ
 ಅನುಕ್ರಮ","পুনরাবৃত্তভাবে সংজ্ঞায়িত
 ক্রম"
"ಪುನರಾವರ್ತನೆಯಾಗಿ
 ಅಸಾಮಾನ್ಯ ಸೆಟ್","পুনরাবৃত্তভাবে
 গণনীয় সেট"
ಪುನರಾವರ್ತನೀಯ ಪ್ರಕ್ರಿಯೆ,পুনরাবৃত্ত প্রক্রিয়া
ಪುನರಾವರ್ತನ ಸಂಬಂಧ,পুনরাবৃত্ত সম্পর্ক
ಪುನರಾವರ್ತನ ದಿನಚರಿ,পুনরাবৃত্ত রুটিন
ಪುನರಾವರ್ತನ,পুনরাবৃত্ত সেট
ಪುನರ್ರಚಿಸು,Redact
ಪುನಸ್ಸಂಯೋಜನೆ,Redaction
ಕಡಿತ ಯಂತ್ರ,হ্রাস মেশিন
ಪುನರುಕ್ತಿ,অপ্রয়োজনীয়তা
ಪುನರುಕ್ತಿ ಪರಿಶೀಲನೆ,অপ্রয়োজনীয় চেক
"ಪುನರುಕ್ತಿ ಪರಿಶೀಲನೆ
 ಸ್ವಲ್ಪ","অপ্রয়োজনীয় চেক
 বিট"
"ಪುನರುಕ್ತಿ ಪರಿಶೀಲನೆ
 ಪಾತ್ರ","অপ্রয়োজনীয় চেক
 চরিত্র"
"ನ ಪುನರುಕ್ತಿ
 ದತ್ತ","অপ্রয়োজনীয়তা
 ডেটা"
"ಅನಗತ್ಯ
 ಪಾತ್ರ","অপ্রয়োজনীয়
 চরিত্র"
ಅನಗತ್ಯ ಸಂಕೇತ,অপ্রয়োজনীয় কোড
ಪುನರ್ಲಂಗ,পুনর্নির্মাণ
"ಪುನರುಜ್ಜೀವಿತ ಹೊರೆ
 ಘಟಕ","ভাড়াযোগ্য লোড
 মডিউল"
"ಮತ್ತೆ ಕಾಯಬಹುದಾದ
 ಕಾರ್ಯಕ್ರಮ","ফেরতযোগ্য
 কার্যক্রম"
"ಮತ್ತೆ ಕಾಯಬಹುದಾದ
 ವಾಡಿಕೆಯ","ফেরতযোগ্য
 রুটিন"
"ಮತ್ತೆ ಕಾಯಬಹುದಾದ
 ಪ್ರವಾಹದ","ফেরতযোগ্য
 Subroutine"
ಮತ್ತೆ ಪ್ರವೇಶಿಸುವ,পুনরায় প্রবেশ
ಪುನರ್ನಿರ್ಮಾಣ ಕೋಡ್,রেন্ট্র্যান্ট কোড
"ಮತ್ತೆ ಪ್ರವೇಶಿಸುವ
 ಕಾರ್ಯಕ್ರಮ","পুনরায় প্রবেশ
 কার্যক্রম"
ಪುನರ್ನಿರ್ಮಾಣದ ದಿನಚರಿ,রুটিন রুটিন
"ಪುನರ್ರಚನೆಯ
 ಪ್ರವಾಹದ","পুনর্নির্মাণ
 Subroutine"
ಪುನಃಪ್ರಸಾಧನೆ,পুনরায় পয়েন্ট
ಪುನಃಮುದ್ರಣ,রেন্ট্রি সিস্টেম
ಉಲ್ಲೇಖ,রেফারেন্স
ಉಲ್ಲೇಖ ವಿಳಾಸ,রেফারেন্স ঠিকানা
ಉಲ್ಲೇಖ ಗಡಿಯಾರ,রেফারেন্স ক্লক
ಉಲ್ಲೇಖದ ಅಂಚು,রেফারেন্স প্রান্ত
ಉಲ್ಲೇಖಕ,রেফারেন্স ফাইল
"ಉಲ್ಲೇಖ ಇನ್ಪುಟ್
 ಸಂಕೇತ","রেফারেন্স ইনপুট
 সংকেত"
"ಉಲ್ಲೇಖ
 ಸೂಚನಾ","রেফারেন্স
 নির্দেশ"
"ಉಲ್ಲೇಖ
 ಭಾಷೆ","রেফারেন্স
 ভাষা"
ಉಲ್ಲೇಖ ಮಟ್ಟ,রেফারেন্স স্তর
ಉಲ್ಲೇಖದ ಪಟ್ಟಿ,পরিচিতির তালিকা
ಉಲ್ಲೇಖ ಶಬ್ದ,রেফারেন্স শব্দ
ಉಲ್ಲೇಖದ ದಾಖಲೆ,রেফারেন্স রেকর্ড
ಉಲ್ಲೇಖ ಸಮಯ,রেফারেন্স সময়
ಉಲ್ಲೇಖದ ಪ್ರಮಾಣ,রেফারেন্স ভলিউম
ಮರುನಾಮಯಿ,রিফিল
ಪ್ರತಿಫಲನ,প্রতিবিম্ব
ಪ್ರತಿಫಲನ ಅನುಪಾತ,প্রতিবিম্ব অনুপাত
"ಪ್ರತಿಫಲಿತ ಬೈನರಿ
 ಸಂಹಿತೆ","বাইনারি প্রতিফলিত
 কোড"
ಪ್ರತಿಫಲಿತ ಸ್ಕ್ಯಾನ್,প্রতিফলিত স্ক্যান
ಪ್ರತಿಫಲಿತ ಮುಚ್ಚುವಿಕೆ,রিফ্লেক্সিভ ক্লোজার
ಪ್ರತಿಫಲಿತ ಸಂಬಂಧ,প্রতিচ্ছবি সম্পর্ক
ಪುನರುಜ್ಜೀವನಗೊಳಿಸು,পুনরায় ফর্ম্যাট
ಬಿಚ್ಚು,রিফ্রেশ
"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ಪ್ರತಿಕ್ರಿಯೆ","পুনর্জন্মমূলক
 প্রতিক্রিয়া"
"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ನೆನಪು","পুনর্জন্মমূলক
 স্মৃতি"
ಪುನರುತ್ಪಾದಕ ಓದುವಿಕೆ,পুনর্জন্মমূলক পড়া
"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ಓದುವಿಕೆ","পুনর্জন্মমূলক
 পড়া"
"ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
 ಪುನರಾವರ್ತಕ","পুনর্জন্মমূলক
 রিপিটার"
ಪುನರುತ್ಪಾದಕ ಟ್ರ್ಯಾಕ್,পুনর্জন্ম ট্র্যাক
"ಪುನರ್ಜನ್ಮ
 ವಿಭಾಗ","পুনর্জন্মক
 অধ্যায়"
ಪುನರುತ್ಪಾದನೆ,পুনর্জন্ম
ಪ್ರಾದೇಶಿಕ ವಿಳಾಸ,আঞ্চলিক ঠিকানা
ಪ್ರಾದೇಶಿಕ ಕೇಂದ್ರ,আঞ্চলিক কেন্দ্র
"ಪ್ರಾದೇಶಿಕ ಕಂಪ್ಯೂಟರ್
 ಜಾಲ","আঞ্চলিক কম্পিউটার
 অন্তর্জাল"
ನೋಂದಣಿ,নিবন্ধন
"ನೋಂದಣಿ ವಿಳಾಸ
 ಹೊಲತು","ঠিকানা নিবন্ধ
 ক্ষেত্র"
ನೋಂದಣಿ ಸಾಮರ್ಥ್ಯ,ক্ষমতা নিবন্ধন
ನೋಂದಣಿ ಫೈಲ್,ফাইল নিবন্ধন করুন
"ಇನ್ಪುಟ್ ನೋಂದಾಯಿಸಿ
 ಬಫಲು","ইনপুট নিবন্ধন করুন
 বাফার"
ನೋಂದಣಿ ಉದ್ದ,দৈর্ঘ্য নিবন্ধ
"ನೋಂದಣಿ
 ಉತ್ತಮೀಕರಣ","নিবন্ধন
 অপ্টিমাইজেশন"
ಪಾಯಿಂಟರ್ ಅನ್ನು ನೋಂದಾಯಿಸಿ,পয়েন্টার নিবন্ধন করুন
ಆಯ್ಕೆ ಆಯ್ಕೆ,নিবন্ধন করুন
"ನೋಂದಣಿ ವರ್ಗಾವಣೆ
 ಭಾಷೆ","রেজিস্টার ট্রান্সফার
 ভাষা"
"ನೋಂದಣಿ
 ಕಾರ್ಯಕ್ರಮ","নিবন্ধকরণ
 কার্যক্রম"
"ನಿಯಮಿತ ಘಟನೆ
 (= ನಿಯಮಿತ
 ಭಾಷೆ)","নিয়মিত ইভেন্ট
 (= নিয়মিত
 ভাষা)"
