Kannada,Assamese
ಟೆಲಿಕಾನ್ಫರೆನ್ಸಿಂಗ್,টেলিকনফাৰেন্সিং
ಟೆಲಿಗ್ರಾಫಿ,টেলিগ্ৰাফী
ಟೆಲಿಮೆಟ್ರಿ,টেলিমেট্ৰি
ದೂರವಾಣಿ,টেলিফোন
ಟೆಲಿಫೋನಿ,টেলিফোনি
ಟೆಲಿಪ್ರಿಂಟರ್,টেলিপ্ৰিণ্টাৰ
ಟೆಲಿಪ್ರೊಸೆಸಿಂಗ್,টেলিপ্ৰচেছিং
ದೂರದರ್ಶನ,টেলিভিছন
ಟೆಲೆಕ್ಸ್,টেলেক্স
ಟೆಲ್ನೆಟ್,টেলনেট
ತಾಪಮಾನ,তাপমান
ಟೆಂಪ್ಲೇಟ್,সাঁচ
ಹತ್ತರ ಪೂರಕ,দহৰ পৰিপূৰক
ಟೆರಾ ಬೈಟ್,টেৰা বাইট
ಟೆರಾ ಫ್ಲಾಪ್ಸ್,টেৰা ফ্লপ
ಟರ್ಮಿನಲ್ ಕರ್ಸರ್,টাৰ্মিনেল কাৰ্চাৰ
ಟರ್ಮಿನಲ್ ನೋಡ್,টাৰ্মিনেল ন&#39;ড
ಟರ್ಮಿನಲ್ ವಿಂಡೋ,টাৰ্মিনেল উইন্ডো
ಮುಕ್ತಾಯ,টাৰ্মিনেচন
ತ್ರಯಾತ್ಮಕ,তৰ্নাৰী
ತ್ರಯಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ,তৰ্নাৰী অপাৰেচন
ಪರೀಕ್ಷೆ,পৰীক্ষা
ಪರೀಕ್ಷಾ ವ್ಯಾಪ್ತಿ,পৰীক্ষাৰ কভাৰেজ
ಪರೀಕ್ಷಾ ಓಟ,পৰীক্ষা চলোৱা
ಪರೀಕ್ಷಾ ಡೇಟಾ,পৰীক্ষা-তথ্য
ಪಠ್ಯ,পাঠ্য
ಪಠ್ಯ ಪೆಟ್ಟಿಗೆ,লিখনী বাকচ
ಪಠ್ಯ ಕರ್ಸರ್,লিখনী কাৰ্চাৰ
ಪಠ್ಯ ಸಂಪಾದಕ,টেক্সট সম্পাদক
ಪಠ್ಯ ಫೈಲ್,লিখনী নথিপত্ৰ
ಪಠ್ಯ ಮೋಡ್,লিখনী ধৰণ
ಪಠ್ಯ ಪ್ರಕ್ರಿಯೆ,টেক্সট প্ৰচেছিং
ಪಠ್ಯದಿಂದ ಭಾಷಣಕ್ಕೆ (TTS),টেক্সট টু স্পীচ (TTS)
ವಿನ್ಯಾಸ ಮ್ಯಾಪಿಂಗ್,টেক্সচাৰ মেপিং
ಟಿ-ಫ್ಲಿಪ್-ಫ್ಲಾಪ್,টি-ফ্লিপ-ফ্লপ
ಉಷ್ಣ ಮುದ್ರಕ,তাপীয় প্ৰিন্টাৰ
ತೆಳುವಾದ ಫಿಲ್ಮ್ ಮೆಮೊರಿ,পাতল ফিল্মৰ স্মৃতি
ತೆಳುವಾದ ಫಿಲ್ಮ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ
ಥಳಿಸುವುದು,থ্ৰেচিং
ಎಳೆ,সূতা
ಥ್ರೆಡಿಂಗ್,থ্ৰেডিং
ಮೂರು ಹಂತದ ಜಾಲ,ত্ৰিস্তৰীয় নেটৱৰ্ক
ಥ್ರೋಪುಟ್,থ্ৰুপুট
ಸಮಯದ ಸಂಕೀರ್ಣತೆ,সময়ৰ জটিলতা
ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (TDM),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
ಕಾಲಮಿತಿಯೊಳಗೆ,সময়সীমা
ಕಾಲಮಿತಿಯೊಳಗೆ,সময়সীমা
ಸಮಯ ಯಂತ್ರ,টাইম মেচিন
ಸಮಯ ಮೀರಿದೆ,টাইম আউট
ಸಮಯದ ಪ್ರಮಾಣೀಕರಣ,সময় কোৱাণ্টাইজেচন
ಸಮಯ ಸರಣಿ,সময় শৃংখলা
ಸಮಯ ಹಂಚಿಕೆ,সময় ভাগ-বতৰা কৰা
ಸಮಯ ಹಂಚಿಕೆ ವ್ಯವಸ್ಥೆ,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
ಸಮಯದ ಮುದ್ರೆ,সময় ডাকটিকট
ಸಮಯ ರೇಖಾಚಿತ್ರ,টাইমিং ডায়াগ্ৰাম
ಟಿಂಟ್,টিন্ট
ಟಾಗಲ್ ಮಾಡಿ,টগল কৰক
ಟಾಗಲ್ ವೇಗ,টগলিং গতি
ಟೋಕನ್,টোকেন
ಟೋಕನ್ ಬಸ್,টোকেন বাছ
ಟೋಕನ್ ಬಸ್,টোকেন বাছ
ಟೋಕನ್ ಬಸ್ ನೆಟ್ವರ್ಕ್,টোকেন বাছ নেটৱাৰ্ক
ಟೋಕನ್ ರಿಂಗ್,টোকেন ৰিং
ಟೋಕನ್ ಚರ್ಚೆ,টোকেন টক
ಉಪಕರಣ,সঁজুলি
ಮೇಲಿನಿಂದ ಕೆಳಗೆ,ওপৰলৈ তললৈ
ಮೇಲಿನಿಂದ ಕೆಳಗೆ ವಿನ್ಯಾಸ,টপ ডাউন ডিজাইন
ಮೇಲಿನಿಂದ ಕೆಳಗೆ ಪಾರ್ಸಿಂಗ್,টপ ডাউন পাৰ্চিং
ಸ್ಥಳಶಾಸ್ತ್ರ,টপোলজি
ಟಚ್ ಪ್ಯಾಡ್,টাচ পেড
ಟಚ್ ಸ್ಕ್ರೀನ್,টাচ্ছ স্ক্ৰীন
ಜಾಡಿನ,দাগ
ಟ್ರೇಸಿಂಗ್,ট্ৰেচিং
ಟ್ರ್ಯಾಕ್,ট্ৰেক
ಟ್ರ್ಯಾಕ್ ಡಿಸ್ಕ್,ট্ৰেক ডিস্ক
ಟ್ರ್ಯಾಕ್ ಟೇಪ್,ট্ৰেক টেপ
ಟ್ರ್ಯಾಕಿಂಗ್,ট্ৰেকিং
ಟ್ರೈಲರ್,ট্ৰেইলাৰ
ಪಥ,ট্ৰেজেক্টৰী
ವ್ಯವಹಾರ,লেনদেন
ವಹಿವಾಟು ಫೈಲ್,লেনদেন ফাইল
ವಹಿವಾಟು ಲಾಗ್,লেনদেনৰ লগ
ಲಿಪ್ಯಂತರ,লিপিবদ্ধ কৰক
ಪರಿವರ್ತಕ,ট্ৰেন্সডুচাৰ
ವರ್ಗಾವಣೆ ಪ್ರಮಾಣ,স্থানান্তৰ হাৰ
ವರ್ಗಾವಣೆ ಸಮಯ,স্থানান্তৰ সময়
ರೂಪಾಂತರ,ৰূপান্তৰ
ಕ್ಷಣಿಕ ದೋಷ,ক্ষণস্থায়ী ভুল
ಸಾರಿಗೆ ಸಮಯ,ট্ৰেনজিট সময়
ಪರಿವರ್ತನೆ,স্থানান্তৰ
ಟ್ರಾನ್ಸಿಟಿವ್,ট্ৰেন্সিটিভ
ಟ್ರಾನ್ಸಿಟಿವಿಟಿ,ট্ৰেন্সিটিভিটি
ಅನುವಾದ,অনুবাদ
ರೋಗ ಪ್ರಸಾರ,সংক্ৰমণ
ಪ್ರಸರಣ ನಿಯಂತ್ರಣ ಪ್ರೋಟೋಕಾಲ್ (TCP),সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল (TCP)
ಪ್ರಸರಣ ಮಾರ್ಗ,ট্ৰেন্সমিছন লাইন
ಟ್ರಾನ್ಸ್ಮಿಟರ್,ট্ৰেন্সমিটাৰ
ಪಾರದರ್ಶಕತೆ,স্বচ্ছতা
ಟ್ರಾನ್ಸ್ಪಾಂಡರ್,ট্ৰেন্সপণ্ডাৰ
ಸಾರಿಗೆ,পৰিবহন
ಸ್ಥಳಾಂತರ,ট্ৰেন্সপজিচন
ಟ್ರಾನ್ಸ್‌ಪ್ಯೂಟರ್,ট্ৰেন্সপিউটাৰ
ಟ್ರಾನ್ಸ್ಸಿವರ್,ট্ৰেন্সৰিচিভাৰ
ಟ್ರ್ಯಾಪಿಂಗ್,ট্ৰেপিং
ಸಂಚರಿಸು,ট্ৰেভাৰ্ছ
ಮರ (ಪ್ರಯಾಣ),গছ (traversal)
ಮರದ ಜಾಲ,গছৰ নেটৱৰ্ক
ಉಪನದಿ ಸರ್ಕ್ಯೂಟ್,ট্ৰিবিউটেৰী চাৰ্কিট
ಟ್ರಿವಲ್ ಗ್ರಾಫ್,ট্ৰাইভাল গ্ৰাফ
ತೊಂದರೆ ಶೂಟ್,trouble shoot
ಮೊಟಕುಗೊಳಿಸಿ,ছেদ কৰক
ಸತ್ಯ ಕೋಷ್ಟಕ,সত্য টেবুল
ಟ್ಯೂನರ್,টিউনাৰ
ಸುರಂಗ ಮಾರ್ಗ,সুৰংগ নিৰ্মাণ
ಟ್ಯೂನಿಂಗ್,টিউনিং
ಟುಪಲ್,টিউপল
ಟರ್ಬೊ ಪ್ಯಾಸ್ಕಲ್,টাৰ্বো পাস্কেল
ಟ್ಯೂರಿಂಗ್ ಯಂತ್ರ,টুৰিং মেচিন
ತಿರುಗುವ ಸಮಯ,turn aroud সময়
ಡಾಕ್ಯುಮೆಂಟ್ ಅನ್ನು ತಿರುಗಿಸಿ,নথিপত্ৰ ঘূৰাই ঘূৰাই দিয়ক
ತಿರುವು ಅನುಕ್ರಮ,টাৰ্ণআউট ক্ৰম
ಅವಳಿ ಕೇಬಲ್,টুইন কেবল
ತಿರುಚಿದ ಜೋಡಿ,টুইষ্টেড পেয়াৰ
ಎರಡು ಭಾಗಗಳ ಜೋಡಣೆ,টু পাৰ্ট এছেম্বলাৰ
ಎರಡು ಪೂರಕ,দুটাৰ পৰিপূৰক
ಮಾದರಿ,প্ৰকাৰ
ರೀತಿಯ ಮುಖ,মুখ টাইপ কৰক
ಟೈಪ್ ಹೆಡ್,টাইপ হেড
ರೀತಿಯ ಚಕ್ರ,টাইপ চকা
ಟೈಪಿಂಗ್,টাইপিং কৰা
ತಡೆರಹಿತ ವಿದ್ಯುತ್ ಮೂಲ (ಯುಪಿಎಸ್),un interruptable শক্তি উৎস (UPS)
ಏಕೀಕೃತ ಕಾರ್ಯಾಚರಣೆ,ইউনাৰী অপাৰেচন
ಏಕೀಕೃತ ಕಾರ್ಯಾಚರಣೆ,ইউনাৰী অপাৰেচন
ಏಕೀಕೃತ ಆಪರೇಟರ್,unary অপাৰেটৰ
ಅನಿಶ್ಚಿತತೆ,অনিশ্চয়তা
ಬೇಷರತ್ತಾದ ಹೇಳಿಕೆ,নিঃচৰ্ত বিবৃতি
ಎಣಿಸಲಾಗದು,অগণিত
ಬಹಿರಂಗಪಡಿಸಲು,উন্মোচন কৰক
ನಿರ್ಧರಿಸಲಾಗದ,অনিৰ্ণয়যোগ্য
ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿಲ್ಲ,অসংজ্ঞায়িত
ವ್ಯಾಖ್ಯಾನಿಸದ ದಾಖಲೆ,অসংজ্ঞায়িত ৰেকৰ্ড
ಅಳಿಸಿಹಾಕು,আনডিলিট কৰক
ಅಂಡರ್ಸ್ಕೋರ್,আণ্ডাৰস্কোৰ কৰক
ನಿರ್ದೇಶಿತ,অনিৰ্দেশিত
ನಿರ್ದೇಶನವಿಲ್ಲದ ಗ್ರಾಫ್,অনিৰ্দেশিত গ্ৰাফ
ದಿಕ್ಕಿನ ಸೇವೆಯ ಸಮಯ,অদিশীয় সেৱাৰ সময়
ರದ್ದುಮಾಡು,পূৰ্বৱৰ্তী অৱস্থালৈ ঘূৰাই আনিব
ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್,অফৰ্মেট কৰা ডিষ্ক
ಯುನಿಕಾಸ್ಟಿಂಗ್,ইউনিকাস্টিং
ಯುನಿಕೋಡ್,ইউনিকোড
ಏಕಮುಖ ಮರ,একনিৰ্দেশিত গছ
ಏಕರೂಪದ ಸಂಪನ್ಮೂಲ ಪತ್ತೆಕಾರಕ (URL),একেধৰণৰ সম্পদ স্থানক (URL)
ಅನ್ಪ್ರೊಸೆಸಿಂಗ್,ইউনিপ্ৰচেছিং
ಅನನ್ಯ,অনন্য
ರಕ್ಷಣೆಯಿಲ್ಲದ ತಿರುಚಿದ ಜೋಡಿ (UTP),unishielded টুইষ্টেড পেয়াৰ (UTP)
ಘಟಕ,একক
ಘಟಕ ವಿಳಾಸ,ইউনিটৰ ঠিকনা
ಘಟಕ ಮಧ್ಯಂತರ,একক ব্যৱধান
ಘಟಕ ಪರೀಕ್ಷೆ,ইউনিট পৰীক্ষণ
ಏಕೀಕೃತ ಕೋಡ್,একক ক&#39;ড
ಯುನಿಟರ್ಮ್,এককীয়তা
ಸಾರ್ವತ್ರಿಕ ಅಸಮಕಾಲಿಕ ರಿಸೀವರ್/ಟ್ರಾನ್ಸ್ಮಿಟರ್ (UART),ইউনিভাৰ্চেল এচিনক্ৰ&#39;নাছ ৰিচিভাৰ/ট্ৰেন্সমিটাৰ (UART)
ಸಾರ್ವತ್ರಿಕ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್,ইউনিভাৰ্চেল ফ্লিপ ফ্লপ
ಸಾರ್ವತ್ರಿಕ ಸೆಟ್,ইউনিভাৰ্চেল ছেট
ಸಾರ್ವತ್ರಿಕ ಅಕ್ಷರ ಸೆಟ್,সাৰ্বজনীন চৰিত্ৰৰ গোট
ಯುನಿಕ್ಸ್,ইউনিক্স
ಅನ್ಲಾಕ್ ಮಾಡಿ,আনলক কৰক
ಅಸುರಕ್ಷಿತ ಕ್ಷೇತ್ರ,অসুৰক্ষিত ক্ষেত্ৰ
ಅಸುರಕ್ಷಿತ ಫೈಲ್,অসুৰক্ষিত ফাইল
ತಲುಪಲು ಸಾಧ್ಯವಿಲ್ಲ,অপ্ৰৱেশযোগ্য
ನೆರಳು ತೆಗೆಯಿರಿ,আনশ্বেড কৰক
ರಕ್ಷಣೆಯಿಲ್ಲದ,অনাবৃত
ವಿಫಲ ಕರೆ,অসফল কল
ಉಂಟಾರ್,উন্টাৰ
ವೈಪರೀತ್ಯಗಳನ್ನು ನವೀಕರಿಸಿ,বিজুতিসমূহ আপডেট কৰক
ನವೀಕರಿಸಿದ ಫೈಲ್,আপডেট কৰা ফাইল
ನವೀಕರಿಸಲಾಗುತ್ತಿದೆ,আপডেট কৰা হৈছে
ನವೀಕರಿಸಿ,বিকশিত কৰা
ನವೀಕರಿಸಿ,বিকশিত কৰা
ಅಪ್ಲಿಂಕ್,আপলিংক
ಅಪ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,আপলোড কৰা হৈছে
ಮೇಲಿನ ಮೆಮೊರಿ ಪ್ರದೇಶ,ওপৰৰ মেমৰি এৰিয়া
ಅಪ್ಸ್ಟ್ರೀಮ್,আপষ্ট্ৰিম
ಅಪ್ಟೈಮ್,আপটাইম
ಮೇಲ್ಮುಖವಾಗಿ,ওপৰলৈ
ಯೂಸ್ನೆಟ್,ইউজেনেট
ಬಳಕೆದಾರ,ব্যৱহাৰকাৰী
ಬಳಕೆದಾರ ಏಜೆಂಟ್,ব্যৱহাৰকাৰী এজেন্ট
ಬಳಕೆದಾರ ದೃಢೀಕರಣ,ব্যৱহাৰকাৰী প্ৰমাণীকৰণ
ಬಳಕೆದಾರರ ಡೇಟಾಗ್ರಾಮ್ ಪ್ರೋಟೋಕಾಲ್ (UDP),ব্যৱহাৰকাৰী ডাটাগ্ৰাম প্ৰটোকল (UDP)
ಬಳಕೆದಾರ ಸ್ನೇಹಿ,ব্যৱহাৰকাৰী অনুকূল
ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ,ব্যৱহাৰকাৰী চিনাক্তকৰণ
ಬಳಕೆದಾರ ಗುರುತು (UID),ব্যৱহাৰকাৰী পৰিচয় (UID)
ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್,ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ
ಬಳಕೆದಾರ ಹೆಸರು,ব্যৱহাৰকাৰীৰ নাম
ಬಳಕೆದಾರ ಪ್ರೊಫೈಲ್,ব্যৱহাৰকাৰী প্ৰ&#39;ফাইল
ಉಪಯುಕ್ತತೆ,কামৰ বস্তু
ಉಪಯುಕ್ತತೆ ಸಾಫ್ಟ್ವೇರ್,ইউটিলিটি চফ্টৱেৰ
ಮಾನ್ಯವಾಗಿದೆ,মান্য
ಮೌಲ್ಯೀಕರಣ,বৈধকৰণ
ಮೌಲ್ಯೀಕರಣ ಪ್ರೋಟೋಕಾಲ್ಗಳು,বৈধকৰণ প্ৰটোকলসমূহ
ಮೌಲ್ಯಮಾಪನ ಪರೀಕ್ಷೆ,বৈধকৰণ পৰীক্ষণ
ಮಾನ್ಯತೆ ಪರಿಶೀಲನೆ,বৈধতা পৰীক্ষা
ಮೌಲ್ಯವರ್ಧಿತ ನೆಟ್‌ವರ್ಕ್ (VAN),মূল্য সংযোজিত নেটৱাৰ্ক (VAN)
ಮೌಲ್ಯವರ್ಧಿತ ಮರುಮಾರಾಟಗಾರ (VAR),মূল্য সংযোজিত পুনৰ বিক্ৰেতা (VAR)
ಮಾಯವಾಗುವ ಬಿಂದು,ভেনিচিং পইণ্ট
ಆವಿ ಪಾತ್ರೆಗಳು,ভেপাৰৱেৰ
ವೇರಿಯಬಲ್,লৰৃ - চৰ হৈ থকা
ವೇರಿಯಬಲ್ ವಿಳಾಸ,ভেৰিয়েবল ঠিকনা
ವೇರಿಯಬಲ್ ಬಿಟ್ ದರ,ভেৰিয়েবল বিট হাৰ
ವೇರಿಯಬಲ್ ಕ್ಷೇತ್ರದ ಉದ್ದ,ভেৰিয়েবল ক্ষেত্ৰৰ দৈৰ্ঘ্য
ವೇರಿಯಬಲ್ ಉದ್ದದ ಕೋಡ್,ভেৰিয়েবল লেংথ ক&#39;ড
ವೇರಿಯಬಲ್ ಹೆಸರು,চলকৰ নাম
ವರಿಯಾಲ್,ভেৰিয়েল
ವೆಕ್ಟರ್,ভেক্টৰ
ವೆಕ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್,ভেক্টৰ grapdhics
ವೆಕ್ಟರ್ ಪೂರ್ವಭಾವಿ,ভেক্টৰ প্ৰেচেছিং
ವೆಕ್ಟರ್ ಅಡಚಣೆಗಳು,ভেক্টৰযুক্ত বাধাসমূহ
ವೆನ್ ಚಿತ್ರ,venn ডায়েগ্ৰাম
ಪರಿಶೀಲನೆ ಮತ್ತು ಮೌಲ್ಯೀಕರಣ (V&amp;V),পৰীক্ষণ আৰু বৈধকৰণ (V&amp;V)
ಆವೃತ್ತಿ ನಿಯಂತ್ರಣ,সংস্কৰণ নিয়ন্ত্ৰণ
ಆವೃತ್ತಿ ಸಂಖ್ಯೆ,সংস্কৰণ নম্বৰ
ಶೃಂಗ,শিখৰ
ಲಂಬ ಪ್ರೊಸೆಸರ್,উলম্ব প্ৰচেছৰ
ಬಹಳ ದೊಡ್ಡ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (VLSI),অতি বৃহৎ পৰিসৰৰ সংহতি (VLSI )
ಬಹಳ ಉದ್ದವಾದ ಸೂಚನಾ ಪದ (VLIW),অতি দীঘল নিৰ্দেশনা শব্দ (VLIW)
VHDL,ভিএইচডিএল
ವೀಡಿಯೊ ಕ್ಯಾಮೆರಾ,ভিডিঅ&#39; কেমেৰা
ವೀಡಿಯೊ ಕಾನ್ಫರೆನ್ಸಿಂಗ್,ভিডিঅ&#39; কনফাৰেন্সিং
ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಟರ್ಮಿನಲ್,ভিডিঅ&#39; প্ৰদৰ্শন টাৰ্মিনেল
ವೀಡಿಯೊ ಪ್ರದರ್ಶನ ಘಟಕ,ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট
ವಿಡಿಯೋ ಗೇಮ್,ভিডিঅ&#39; গেম
ವೀಡಿಯೊ ಗ್ರಾಫಿಕ್ ಅಡಾಪ್ಟರ್ (VGA),ভিডিঅ&#39; গ্রাফিক এডাপ্টাৰ (VGA)
ವೀಡಿಯೊ ಗ್ರಾಫಿಕ್ಸ್ ಅಡಾಪ್ಟರ್ (VGA),ভিডিঅ&#39; গ্রাফিক্স এডাপ্টাৰ (VGA)
ವೀಡಿಯೊ ಸರ್ವರ್,ভিডিঅ&#39; চাৰ্ভাৰ
ನೋಟ,দৰ্শন
ಪೋರ್ಟ್ ವೀಕ್ಷಿಸಿ,দৰ্শন পৰ্ট
ವ್ಯೂಪೋರ್ಟ್,ভিউপৰ্ট
ವರ್ಚುವಲ್ ಸರ್ಕ್ಯೂಟ್,ভাৰ্চুৱেল চাৰ্কিট
ವರ್ಚುವಲ್ ಕಾರ್ಯ,ভাৰ্চুৱেল ফাংচন
ವರ್ಚುವಲ್ ಮೆಮೊರಿ,ভাৰ্চুৱেল মেমৰি
ವರ್ಚುವಲ್ ಖಾಸಗಿ ನೆಟ್ವರ್ಕ್,ভাৰ্চুৱেল ব্যক্তিগত নেটৱাৰ্ক
ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ,ভাৰ্চুৱেল ৰিয়েলিটি
ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ,ভাৰ্চুৱেল ৰিয়েলিটি
ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ,ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা
ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ (VRML),ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা (VRML)
ವರ್ಚುವಲ್ ಶೇಖರಣಾ ಪ್ರವೇಶ ವಿಧಾನ,ভাৰ্চুৱেল সংৰক্ষণ অভিগম পদ্ধতি
ವರ್ಚುವಲ್ ಶೇಖರಣಾ ನಿರ್ವಹಣೆ,ভাৰ্চুৱেল সংৰক্ষণ ব্যৱস্থাপনা
ವೈರಸ್,ভাইৰাছ
ವೈರಸ್ ಪತ್ತೆ,ভাইৰাছ ধৰা পেলোৱা
ವೈರಸ್ ಪ್ರೋಗ್ರಾಂ,ভাইৰাছ প্ৰগ্ৰেম
ಗೋಚರತೆ,দৃশ্যমানতা
ದೃಷ್ಟಿ,দৃষ্টি
ದೃಶ್ಯ ಮೂಲ,ভিজুৱেল বেচিক
ದೃಶ್ಯ C++,ভিজুৱেল C++
ದೃಶ್ಯ ಪ್ರದರ್ಶನ ಘಟಕ,ভিজুৱেল ডিছপ্লে ইউনিট
ವಾಸ್ತವಿಕ,ভিচুৱেল
ವಾಸ್ತವಿಕ ವಿಳಾಸ,ভিচুৱেল ঠিকনা
ವಸ್ತು ಯಂತ್ರ (VM),ভিচুৱেল মেচিন (VM)
ಧ್ವನಿ,কণ্ঠ
ಧ್ವನಿ ಮೇಲ್,ভইচ মেইল
ಧ್ವನಿ ಮೇಲ್ ಸರ್ವರ್,ভইচ মেইল চাৰ্ভাৰ
ಧ್ವನಿ ಗುರುತಿಸುವಿಕೆ,কণ্ঠস্বৰ চিনাক্তকৰণ
ವಾಯ್ಸ್-ನೆಟ್,ভইচ-নেট
ಬಾಷ್ಪಶೀಲ ಸ್ಮರಣೆ,অস্বাভাৱিক স্মৃতিশক্তি
ವೇಫರ್,ৱেফাৰ
WAIS ಮ್ಯಾನೇಜರ್,WAIS মেনেজাৰ
ನಿರೀಕ್ಷಿಸಿ ಸಾಯಿರಿ,অপেক্ষা কৰক মৰি যাওক
ಕಾಯಿರಿ ಗಾಯ,wait ঘাঁ
ಕಾಯುವ ಕೋಡ್,অপেক্ষা কৰা ক&#39;ড
ಸರಾಸರಿ ಕಾಯುತ್ತಿದ್ದರು,অপেক্ষা কৰিছিল mean
