Odiya,Hindi
ଡାହାଣ ଆଟ୍ରିଅମ୍ |,दायाँ अलिंद
ଡାହାଣ କାର୍ସିଆକ୍ ଧମନାରୀ |,दायीं हृद् धमनी
R ଦେୟ,पशु महामारी
ରିଙ୍ଗ୍ |,वलय
ରିଙ୍ଗୱର୍ମ |,दाद
ନଦୀ,नदीय
ରିଭେଟ୍ ପପର୍ ହାଇପୋଥେସିସ୍ |,रिवेट निकालने की परिकल्पना
Rna ହସ୍ତକ୍ଷେପ,आर.एन.ए. व्यतिकरण
RNA ମଧ୍ୟବର୍ତ୍ତୀ |,आर.एन.ए. मध्यम
Rna ପ୍ରାଥମିକ ପ୍ରାଥମିକତା |,आर.एन.ए. प्रारंभक पूरक
Rna splicing |,आर.एन.ए. संबंधन
Rna warrt,आर.एन.ए. जगत
Rna ase,आर.एन.ए. एज
Rna i,आर.एन.ए. आई
Rad ଆକୃତିର ଜୀବାଣୁ |,दंड रूप जीवाणु
ବାଡ଼ି,शलाका
ଗୋଲହୁ,रोहू
ମୂଳ କ୍ୟାପ୍,मूल गोप
ମୂଳ ଡିଟ୍ରାଇଟସ୍ |,मूल अपरद
ମୂଳ ଗଲ୍ |,मूल पिटिका
ମୂଳ କେଶ,मूल रोम
ମୂଳ ପରିବର୍ତ୍ତନ,मूल रूपांतरण
ମୂଳ ପକେଟ,मूल कोटरिका
ମୂଳ ପ୍ରଣାଳୀ |,"जड़ तंत्र, मूल तंत्र"
ରୋକ୍ଫୋଫି ପନିର |,रॉकफर्ट पनीर
ଗୋଲସ୍କୋସର,रोजैसियसीय
ଗୋଲସ୍କୋସର,गुलाबी
ରୋଏଲ୍ସ,रोजेलीज
Rotifer,"चक्रधर, रॉटिफर"
ରୋଟର୍,घूर्णक (रोटर)
ରୁଗ୍ ଏଣ୍ଡୋପ୍ଲାଜ୍ୟ ଲଟିକୁଲମ୍ |,रूक्ष अंतर्द्रव्यी जालिका
ରାଉଣ୍ଡ ୱିଣ୍ଡୋ |,वर्तुल गवाक्ष
ଗୋଲାକାର ଲାବରିନ୍ଥ |,"गोलाकार भ्रमिका, गोलाकार गहन"
ଗୋଲାକାର ପ୍ରୋଟ୍ୟୁବେରାନ୍ସ |,गोलाकार प्रोद्वर्ध
ରୁବାଇଲ୍ସ |,रूबिएलीज
ରୁବିସ୍କୋ |,रूबिस्को
ରାଉଡିମେଣ୍ଟ |,आद्यंग
ରାଉଡିମେଣ୍ଟ |,आद्य अवशेष
ରାଉଡିମେଣ୍ଟାରୀ ଟନ୍ତଗ୍ନ |,आद्यांगिक स्पर्शक
ରାଉଡିମେଣ୍ଟାରୀ ଭେଷ୍ଟିଜ୍ |,अल्पवर्धित अवशेष
ରୁଡର୍ ଶରୀରର କେଶ |,देह के अल्पवर्धित रोम
ଶାସନ,रूमेन
ରନର୍,उपरिभूस्तारी
ବିଦ୍ୟାଲ,रसकस
କଳଙ୍କ |,किट्ट
କଳଙ୍କ |,जंग
S- ଜୀବାଣୁ |,एस-जीवाणु
Sacchromys serevisiee |,सैकैरोमाइसीज सेरेविसी
ସାକରଣ,सैकैरम
ସାକାରମ୍ ବେରାରୀ |,सैकैरम बरबेरिस
ସାକରଣାହିମ୍ ଅଫିସିଆନ୍ |,सैकैरम ऑफिसिनेरम
ସାକୋଗ୍ଲୋସସ୍ |,सैकोग्लॉसस
ସାକଲ୍ |,"कोषक, थैलिका"
ସାକ-ପରି ସିଷ୍ଟରନା |,कोष रूपी सिस्टर्नी
ପୃଥିବୀ ହାଡ,"सैक्रमी अस्थि, त्रिक अस्थि"
ପବିତ୍ର ଜଙ୍ଗଲ,पवित्र वन
ପବିତ୍ର ଗ୍ରୋଭ |,पवित्र उपवन
ପବିତ୍ର ହ୍ରଦ,पवित्र झील
Sarcoplasm,"पेशीद्रव्य, सार्कोप्लाज्म"
ସାକ୍ରୁମ୍,"त्रिक, सैक्रम"
ସୁରକ୍ଷିତ ନିଷ୍କାସନ |,सुरक्षित निपटान
ସାଫ୍ରନ୍ |,केसर
ବଗିଟାରିଆ |,सैजिटेरिया
ସାଲ,साल
ସଲାମାଣ୍ଡ୍ରା |,सैलामैन्ड्रा
ସାଲଚେସିୟା |,सैलीकेसी
ସାଲାଇନ୍ ମାଟି |,लवण-मृदा
ଲୁଣିଆନ,"लवणता, खारापन"
ଲାଳ,लार
ସଲମୋନେଲା ଟାଇଟ୍ |,सैल्मोनेला टाइफी
ସଲମୋନେଲା ଟାଇଫିମୁରିୟମ୍ |,सैल्मोनेला टाइफीम्यूरियम
ସାଲପା,सैल्पा
ଲୁଣିଆ,"वल्गन, उत्परिवर्तन"
ସାଲାଟୋରୀ କଣ୍ଡକ୍ସନ୍ |,वल्गी चालन
ସାଲଭିଆ,सैल्विया
ସାଲଭିନିଆ |,सैल्वीनिया
ସମାରା |,समारा
ନମୁନା,"नमूना, प्रतिदर्श"
ନମୁନା ୟୁନିଟ୍ |,प्रतिचयन इकाई
ସାଙ୍ଗୁଇନ୍ସୋରୋରିଅର୍ |,रूधिराहारी
ସାନିଟାରୀ ଲ୍ୟାଣ୍ଡଫିଲ୍ |,स्वच्छता भूभरण
ତ park ପାଜିିଆ |,सैन्सिवीरिया
ସାନ୍ତା,सैन्टेलेसी
ସାଣ୍ଟୋନିନ |,सैन्टोनिन
Sap ଶୂନ୍ୟସ୍ଥାନ |,रसधानी
ସାପିଣ୍ଡଲେସ୍ |,सेपिंडेलीज
Sropfhyte,मृतजीवी
ସପ୍ରବୋଟିଓଟିକ୍ ମୋଡ୍ |,मृतजीवी विधा
ସାଡେପାଇଟିକ୍ |,मृतजीवी
Sapratroph,मृतपोषी
Sprozoic,मृतजीवी
Sprozoic,पूतिजीवी (प्राणी)
ସାପଉଡ୍ |,रसकाष्ठ
ସାରକା |,सैरैका
ସାର୍କୋଡିନା |,सार्कोडिना प्राणी
ସାର୍କୋଲୋମାମା,"पेशीचोल, सार्कोलेमा"
ସାର୍କୋମା,"पिशितार्बुद, सार्कोमा"
ସ army ନ୍ୟବାହିନୀ,पिशितांश
Sarcoplasm,पेशीद्रव्य
Sarcoplastmic rediculum |,पेशीद्रव्यी जालक
ସ ar ରସମ୍ପୋମେଜ୍,सार्कोसोम
ସର୍ଦ୍ଦିନ୍,सार्डीन
ଖୁଗାସ କ୍ଷୟ,सार्गेसम
ଉପଗ୍ରହ,अनुषंगी
ଉପଗ୍ରହ,उपग्रह
ସାଟେଲାଇଟ୍ କ୍ରୋମୋଜୋମ୍ |,अनुषंगी गुणसूत्र
ଉପଗ୍ରହ DNA,अनुषंगी डी.एन.ए.
ପରିପୂର୍ଣ୍ଣ,संतृप्त
ପରିପୂର୍ଣ୍ଣ ଯ ound ଗିକ |,संतृप्त यौगिक
ପରିପୂର୍ଣ୍ଣ ଫ୍ୟାଟି ଏସିଡ୍ |,संतृप्त वसा अम्ल
ପରିପୂର୍ଣ୍ଣ ହାଇଡ୍ରିଡ୍ |,संतृप्त हाइड्राइड
Saurpsid,सौरॉप्सिड
ସାଭାନା,सवाना
ମାଛ ଦେଖିଲେ |,"आरामीन, बीण"
ତ୍ୱଚା |,शिरोवल्क
ଇଲେକ୍ଟ୍ରନ୍ ମାଇକ୍ରୋସ୍କୋପ୍ ସ୍କାନ କରିବା |,क्रमवीक्षी इलेक्ट्रॉन सूक्ष्मदर्शी
ଫ୍ୟାକିଡ୍ ମାଇକ୍ରୋସ୍କୋପ୍ ସ୍କାନ କରିବା |,क्रमवीक्षी फनलन सूक्ष्मदर्शी
ଯାଞ୍ଚ ମାଇକ୍ରୋସ୍କୋପ୍ ସ୍କାନିଂ |,क्रमवीक्षी संमपरीक्षक सूक्ष्मदर्शी
ଶ୍ୟାପ୍,"प्रवृंत, स्केप"
Scaphoid,नौकाकार
ସ୍କାପୁଲା,"अंसफलक, स्कैपुला"
ବିହନ,अपमार्जक
Scovening,अपमार्जन
S-clils,एस-कोशिका
ସ୍କିଷ୍ଟୋସୋମା,शिस्टोसोमा
ସ୍କିଜୋକାରପିକ୍ ଫଳ |,भिदुर फल
ସ୍କିଜୋଫ୍ରେନିଆ |,विखंडित-मनस्कता
Schwannel,श्वान्न कोशिका
ଜେନେଟିକ୍ସର ବିଜ୍ଞାନ |,आनुवंशिकी विज्ञान
ବ scientific ଜ୍ଞାନିକ ମନୋଭାବ,वैज्ञानिक अभिवृत्ति
ବ scientific ଜ୍ଞାନିକ ଶ୍ରେଣୀଭୁକ୍ତ |,वैज्ञानिक वर्गीकरण
ବ Scientific ଜ୍ଞାନିକ ଅଧ୍ୟୟନ |,वैज्ञानिक अध्ययन
Scla,सिला
ଚମ୍ପନ୍,कलम
Scioffyte,"छायोद्भिद पादप, छायारागी पादप"
Sclera,श्वेतपटल
Sclereid,दृढ़कोशिका
ସ୍କେଲର୍ାଇଟ୍ |,कठक
ସ୍କ୍ଲେରୋଟିକ୍ |,श्वेत पटल (नेत्र)
ସ୍କ୍ଲେରୋଟିକ୍ |,दृढ़पटलीय
ପତ୍ର ଟିପ୍,झुलसा पर्णाग्र
ସ୍କଟୋପ୍ଟପ୍,तिमिरानुकूलित
Splewewine,केतकी
ସ୍କ୍ରୋଟମ୍ |,वृषणकोश
ସ୍କ୍ରବ୍ ପର୍ଯ୍ୟାୟ |,"कुंज अवस्था, स्क्रब अवस्था"
ସ୍କ୍ରବର୍,मार्जक
ଆକାଶଲିମ୍,स्कुटेलम
Scyha,साइफा
ସାଗର ଆନିମୋନ୍ |,समुद्री ऐनीमोन
ସାଗର କାକୁଡି |,"समुद्री ककड़ी, समुद्र कर्कटी"
ସମୁଦ୍ର ଘୋଡା,"अश्व मीन, समुद्री घोड़ा"
ସମୁଦ୍ର ଲିଲି,समुद्री लिली
ସାଗର ମାଉସ୍,समुद्री मूषक
ସମୁଦ୍ର କଲମ,समुद्री पिच्छक
ସମୁଦ୍ର ଶେଲ୍ |,समुद्री कवच प्राणी
ସମୁଦ୍ରର ଉର୍ଚିନ୍ |,समुद्री अर्चिन
ସମୁଦ୍ର ଆଲୁଅଟ୍ |,समुद्री वालनट
ସମୁଦ୍ର ତୃଣ,समुद्री खरपतवार
ସମୁଦ୍ର-ପ୍ରଶଂସକ,समुद्री पंखा
ସେବାସିୟସ୍ ଗ୍ରନ୍ଥି |,"वसा ग्रंथि, तेल ग्रंथि"
ସେବମ୍ |,"सीबम, त्वक्वसा"
ସେକେଲେ ସେରେଲ |,सिकेली सीरियली
ଦ୍ୱିତୀୟ ଆଣ୍ଟେନା |,द्वितीय शृंगिका
ଥର୍ମୋଡାଇନାମିକ୍ସର ଦ୍ୱିତୀୟ ନିୟମ |,ऊष्मागतिकी का दूसरा नियम
ଦ୍ secondary ିତୀୟ,"द्वितीयक, गौण"
ମାଧ୍ୟମିକ କର୍ଟେକ୍ସ,द्वितीयक वल्कुट
ମାଧ୍ୟମିକ ଲାଇସୋମ୍ |,द्वितीयक लयनकाय
ଦ୍ଗତ ମାଧ୍ୟମୀ,द्वितीयक विभज्योतक
ମାଧ୍ୟମିକ ପୋଲଟାଣ୍ଟ |,द्वितीयक प्रदूषक
ମାଧ୍ୟମିକ ଉତ୍ପାଦକତା |,गौण उत्पादकता
ଗୁପ୍ତ,"स्रवण, स्राव"
ସିକ୍ୱାଟୋରୀ,स्रावी
Sedative,शामक
ସେଜ୍,प्रतृण
ପଙ୍କ,"अवसाद, तलछट"
ପେଲିମେଣ୍ଟାରୀ,अवसादी
ପେଲିମେଣ୍ଟାରୀ ପଥର |,अवसादी शैल
ଅବତରଣ କରଦ୍ଧ,अवसादन गुणाक
ମଞ୍ଜି କୋଟ |,बीजावरण
ବିହନ ଖାଇବା,बीजाहारी
ମଞ୍ଜି ଫର୍ନ |,बीजी फर्न
ମଞ୍ଜି କଳ୍ପନା |,बीज बहुगुणन
ବିହନ,"नवोद्भिद्, पौद, पौध"
ପୃଥକତା,"विसंयोजन, संपृथकन"
ସିମ୍,सेहीमा
ଜୀବାଣୁ,कंपानुकुंचन
SeiZdiS,ग्रहविकार
Selaginella,सिलैजिनेला
ସିଲେକ୍ଟଯୋଗ୍ୟ ମାର୍କର |,वरणयोग्य चिह्नक
ଚୟନ,वरण
ସିଲେକ୍ଟିଭ୍ ପ୍ରଜନନ |,वरणात्मक प्रजनन
ସିଲେକ୍ଟିଭ୍ ପ୍ରିମି,वरणात्मक पारगम्यता
ମନୋନୀତ ଭାବରେ ଅନୁମତିପ୍ରାପ୍ତ |,वरणतः पारगम्य
ସେଲେନିୟମ୍ |,सेलीनियम
ଆତ୍ମ ପ୍ରବାହ,स्व-उत्तेजन
ସେଲ୍ଫ ଫର୍ଟିଲାଇଜେସନ୍,स्वनिषेचन
ଆତ୍ମ ଅସଙ୍ଗତତା |,स्वअसंगतता
ଆତ୍ମ ଅସଙ୍ଗତତା |,स्वअनिषेच्यता
ସେଲୁସେନା,स्वपरागण
ଆତ୍ମ ଉତ୍ପାଦନ ଅଣସଂରକ୍ଷିତ |,स्वतः उत्पादक अणु
ଆତ୍ମ ତାଲିକା,स्वतः नियामक
ଆତ୍ମ ନିରନ୍ତର |,स्वबंध्यता
ଆତ୍ମ ନିରନ୍ତର |,स्व-संधारण
ଆତ୍ମ ନିରନ୍ତର |,स्व-संधारक
ଆତ୍ମ-ପ୍ରଦୂଷିତ ଫସଲ |,स्वपरागित फसल
ସେମି ଏଡ୍ ଅଞ୍ଚଳ |,अर्धशुष्क प्रक्षेत्र
ସେମି-ସ୍ୱୟଂଚାଳିତ ଆନାଲିଜେଜର୍ |,अर्धस्वचालित विश्लेषित्र
ସେମି ରକ୍ଷଣଶୀଳ |,अर्ध संरक्षी
ସେମି ରକ୍ଷଣଶୀଳ ନକଲ |,अर्धसंरक्षी प्रतिकृतीयन
ସେମି ଡାର୍ଫ ପ୍ରକୃତି |,अर्धवामन स्वरूप / प्रकृति
ସେମି ବଧୂ ବିଭିନ୍ନତା |,अर्धवामन किस्म
ସେମି ଏରୋଗ୍ରେନ୍ ଜଙ୍ଗଲ |,आंशिक सदाबहार जंगल
ସେମି ପ୍ରାକୃତିକ ଅବସ୍ଥା |,अर्धप्राकृतिक अवस्था
ସେମିନାଲ୍ ଭେସିକଲ୍ |,शुक्राशय
ସେମିନାଇଜ୍ ଟୁବୁଲ୍ |,शुक्रजनक नलिका
ସେମି-ପରଜୀବୀ |,अर्धपरजीवी
ଅର୍ଦ୍ଧ-ବିସ୍ତାରଯୋଗ୍ୟ |,अर्धपारगम्य
ବାଲେଖା,जीर्णता
ବାଲେତା,"जीर्ण, जीर्यमान"
ସମ୍ବେଦନଶୀଳତା |,"संवेदन, संवेदना"
ସେନ୍ସ ଅଙ୍ଗ |,"ज्ञानेंद्रिय, संवेदी अंग"
ସେନ୍ସ rna,अर्थक आर.एन.ए.
ସମ୍ବେଦନଶୀଳ ଚାର୍ଟ ରେକର୍ଡର୍ |,संवेदी चार्ट अभिलेखी
ସମ୍ବେଦନଶୀଳ ସଂସ୍ଥା |,संवेदी जीव
ସେନ୍ଟୋରୀ ନ୍ୟାରେନ୍ |,संवेदी न्यूरॉन
ସମ୍ବେଦନଶୀଳ ରିସେପ୍ସନ୍ ଏବଂ ପ୍ରକ୍ରିୟାକରଣ |,संवेदी अभिग्रहण और अभिप्रवाह
ସମ୍ବେଦନଶୀଳ ଟେଣ୍ଟାକଲ୍ |,संवेदी स्पर्शक
