ab initio,அடி முதலே
unofficial letter,அலுவல்முறை சாராக் கடிதம்
unofficial note,அலுவல் முறை சாராக் குறிப்பு
unofficial strike,அலுவல் முறை சாரா வேலை நிறுத்தம்
unopposed,"எதிர்ப்பின்றி, போட்டியின்றி"
unpaid wages,கொடுபடா கூலி
unparliamentary,"சட்டமன்ற மரபிற்கு ஒவ்வாத, நாடாளுமன்ற மரபிற்கு ஒவ்வாத"
unpopular,"மக்கள் விரும்பாத, செல்வாக்கற்ற"
unprecedented,முன்நிகழ்ந்திராத
unpredictable,முன்னறிந்து கூறமுடியாத
unproductive,ஆக்க வளமற்ற
unproductive labour,நேரிடை ஆதாயமில்லாத தொழிலாளர்
unprofitable,லாபமில்லாத
unpunctual,நேரந்தவறிய
unqualified,தகுதியில்லாத
unqualified apology,நிபந்தனையின்றி மன்னிப்புக் கோரல்
unquestionable,"மறுக்கப்படத்தகாத, கேள்விக்கு இடமற்ற"
unrealizable sum,கைவரப்பெறாத தொகை
unreasonable,"காரணமற்ற, அறிவுக்கு ஒவ்வாத"
unrecorded,பதிவு செய்யப்படாத
unregistered document,பதிவில்லா ஆவணம்
unregistered firm,பதிவில்லா நிறுவனம்
unreserved vacancy,ஒதுக்கப்படாத காலியிடம்
unsafe,பாதுகாப்பில்லாத
unsatisfactory,மனநிறைவற்ற
unsecured,"பிணையமற்ற, உத்தரவாதமற்ற"
unsecured loan,பிணையமற்ற கடன்
unserviceable,"பயன்படாத, பணிசெய்ய இயலாத"
unskilled,திறனற்ற
unskilled labour,பயிற்சித்திறன் வேண்டா உழைப்பு
unsound mind,பித்துநிலை
unspecified,குறிப்பிடப்படாத
unstable,நிலையற்ற
unstable government,நிலையற்ற அரசு
unstarred,உடுக்குறியிடாத
unsuitable,பொருத்தமற்ற
untenable,ஒப்புக்கொள்ளத்தகாத
untouchability,தீண்டாமை
untrained,பயிற்சி பெறாத
untrustworthy,நம்பிக்கைக்கு இடமற்ற
unused,பயன்படுத்தப் பெறாத
unusual delay,வழக்கிலில்லா தாமதம்
unutilized grant,பயன்படுத்தப்படாத மானியம்
unwarranted,"வாத ஆதாரமற்ற, சட்டப்படி உரிமை பெறாத"
unwilling,"விருப்பமற்ற, நாட்டமில்லாத"
unworthy,தகுதியற்ற
up to date,நாளது வரை
updation,நாளது வரை
upgrade,"நிலை உயர்த்து, பதவி உயர்த்து"
upgrading,நிலை உயர்த்துதல்
upgrading of post,பதவி நிலை உயர்த்தல்
uphold,"ஆதரி, உறுதி செய், நிலை நிறுத்து"
upkeep,"பேணுகை, பராமரிப்பு"
uplift,"1. மேம்படுத்து 2. மேம்பாடு, முன்னேற்றம்"
upper,மேல்
upper age limit,வயது உச்சவரம்பு
uppermost,முகட்டுச்சி
upright,"1. நேர்மையான, நிலையான 2. செங்குத்தான"
upset,1. மன அமைதி குலைந்த 2. குளறுபடி
upward communication,மேனோக்கிய தகவல்தொடர்பு
upward trend,ஏறுமுகம்
urban,நகர
urbanization,நகரமயமாக்கல்
urgency,"விரைவு, உடனடித்தேவை"
