Assamese,English
ট্ৰেন্সভাৰ্চেলিটি অৱস্থা,transversality condition
অনুপ্ৰস্থ,transverse
অনুপ্ৰস্থ গতি,transverse motion
ট্ৰেপেজিয়াম,trapezium
ট্ৰেপেজ&#39;ইড,trapezoid
ট্ৰেপেজ&#39;ইডাল প্ৰিজম,trapezoidal prism
উপচাৰ,treatment
গছৰ ডায়েগ্ৰাম,tree diagram
প্ৰচলিত এক নতুন ধাৰা,trend
ট্ৰেণ্ড লাইন,trend line
ট্ৰেণ্ড মূল্য,trend value
triadic,triadic
পৰীক্ষণ,trial
ট্ৰাইল ফাংচন,trial function
ত্ৰিভুজ,triangle
ত্ৰিভুজ বৈষম্য,triangle inequality
বেগৰ ত্ৰিভুজ,triangle of velocity
ত্ৰিভুজ চিহ্ন,triangle symbol
ত্ৰিভুজ ব্যৱস্থা,triangle system
ত্ৰিকোণীয়তা,triangulability
ত্ৰিকোণীয়,triangular
ত্ৰিকোণীয় মেট্ৰিক্স,triangular matrix
ত্ৰিকোণীয়কৰণ,triangulation
ট্ৰাইকটমী,trichotomy
ত্ৰিভুজ,tridiagonal
ত্ৰিকোণমিতিক,trigonometric
ত্ৰিকোণমিতিক বক্ৰ,trigonometric curve
ত্ৰিকোণমিতিক সমীকৰণ,trigonometric equation
ত্ৰিকোণমিতিক ফলন,trigonometric function
ত্ৰিকোণমিতিক পৰিচয়,trigonometric identity
ত্ৰিকোণমিতিক শৃংখলা,trigonometric series
ত্ৰিকোণমিতিক সমাধান,trigonometric solution
ত্ৰিকোণমিতিক ৰূপান্তৰ,trigonometric transformation
ত্ৰিকোণমিতি,trigonometry
ট্ৰিপল,triple
ট্ৰিপল ইন্টিগ্ৰেচন,triple integration
ট্ৰিপলেট,triplet
trisect,trisect
ট্ৰাইছেকচন,trisection
এটা কোণৰ ট্ৰাইছেকচন,trisection of an angle
তুচ্ছ ৰূপ,trivial form
তুচ্ছ টপোলজি,trivial topology
কৰ্কট ৰোগৰ ট্ৰপিক,tropic of Cancer
মকৰ ৰাশিৰ ট্ৰপিক,tropic of Capricorn
ট্ৰপ&#39;স্ফিয়াৰ,troposphere
সঁচা অৰ্থ,true mean
true মোড,true mode
ছেদ কৰা,truncated
ছেদ কৰা শঙ্কু,truncated cone
ছেদ কৰা বিতৰণ,truncated distribution
ছেদ কৰা কম্পাঙ্ক বিতৰণ,truncated frequency distribution
ট্ৰাংকেচন,truncation
ট্ৰাংকেচন ত্ৰুটি,truncation error
সত্য,truth
সত্য কাৰ্য্য,truth function
সত্য টেবুল,truth table
সত্য মূল্য,truth value
t-পৰিসংখ্যা,t-statistic
t-টেষ্ট,t-test
টাৰ্বুলেন্স তত্ত্ব,turbulence theory
টাৰ্নিং পইণ্ট,turning point
পাক,twist
টুইষ্টেড কাৰ্ভ,twisted curve
দ্বিমাত্ৰিক,two dimensional
দ্বিমাত্ৰিক অবিৰত বিতৰণ,two dimensional continuous distribution
দ্বিমাত্ৰিক ভেক্টৰ,two dimensional vector
দুগুণ শ্ৰেণীবিভাজন,two fold classification
দুটা প্ৰাচল পৰিয়াল,two parameter family
দুজন ব্যক্তিৰ খেল,two person game
দুটা পৰ্যায়ৰ পদ্ধতি,two phase method
দুটা পৰ্যায়ৰ নমুনা সংগ্ৰহ কৰা,two phase sampling
দুটা বিন্দুৰ সীমা অৱস্থা,two point boundary condition
দুপক্ষীয় এফ-টেষ্ট,two sided F-test
দুপক্ষীয় স্বাভাৱিক পৰীক্ষা,two sided normal test
দুপক্ষীয় এক্স-টেষ্ট,two sided X-test
চূড়ান্ত মূল্য,ultimate value
নিৰপেক্ষ অনুমান,unbiased estimate
জনসংখ্যাৰ ভ্যাৰিয়েন্সৰ নিৰপেক্ষ অনুমান,unbiased estimate of population variance
নিৰপেক্ষ ৰৈখিক অনুমান,unbiased linear estimate
নিৰপেক্ষ বিন্দু অনুমান,unbiased point estimate
নিৰপেক্ষ পৰীক্ষা,unbiased test
সীমাহীন অঞ্চল,unbounded region
সীমাহীন ছেট,unbounded set
সীমাহীন সমাধান,unbounded solution
অনিশ্চয়তা নীতি,uncertainity principle
নিঃচৰ্ত সম্ভাৱনা,unconditional probability
অবাধ্য আপেক্ষিক সৰ্বোচ্চ,unconstrained relative maximum
অগণনযোগ্য,uncountable
অগণনযোগ্য উপগোট,uncountable subset
অনিৰ্দিষ্ট,undetermined
অনিৰ্দিষ্ট সহগ,undetermined coefficient
অসমান,unequal
ungrouped,ungrouped
অগোষ্ঠীকৃত তথ্য,ungrouped data
আনুষ্ঠানিক পোছাক,uniform
একেধৰণৰ ত্বৰণ,uniform acceleration
একেধৰণৰ সীমাবদ্ধতা,uniform boundedness
একেধৰণৰ অভিসৰণ,uniform convergence
একেধৰণৰ উত্তলতা,uniform convexity
একে ঘনত্ব,uniform density
একেধৰণৰ বিতৰণ,uniform distribution
একেধৰণৰ মহাকৰ্ষণ ক্ষেত্ৰ,uniform gravitational field
একাকাৰীতা,uniformity
একেদৰে শ্ৰেষ্ঠ,uniformly best
একেদৰে অবিৰত সম্প্ৰসাৰণ,uniformly continuous extension
একেদৰে অভিসৰণকাৰী,uniformly convergent
একেদৰে আটাইতকৈ শক্তিশালী পৰীক্ষা,uniformly most powerful test
একেধৰণৰ গতি,uniform motion
একেধৰণৰ সম্ভাৱনা বিতৰণ,uniform probability distribution
একেধৰণৰ গতি,uniform speed
ইউনিফৰ্ম টপোলজি,uniform topology
ইউনিমোডাল,unimodal
ইউনিমডুলাৰ,unimodular
ইউনিমডুলাৰ মেট্ৰিক্স,unimodular matrix
ইউনিমডুলাৰ বৈশিষ্ট্য,unimodular property
ইউনিয়ন,union
উপগোটৰ পৰিয়ালৰ সংঘ,union of family of subsets
union of sets,union of sets
একক ফ্যাক্টৰাইজেচন ডমেইন,unique factorization domain
একক গুণনীয়ক উপপাদ্য,unique factorization theorem
এককভাৱে সংজ্ঞায়িত(=অনন্যভাৱে নিৰ্ধাৰিত),uniquely defined(=uniquely determined)
স্বকীয়তা,uniqueness
সমাধানৰ স্বকীয়তা,uniqueness of the solution
স্বকীয়তা সমস্যা,uniqueness problem
স্বকীয়তা উপপাদ্য,uniqueness theorem
অনন্য সমাধান,unique solution
একক ভেক্টৰ,unique vector
একক,unit
unitary,unitary
একক গোট,unitary group
একক মেট্ৰিক্স,unitary matrix
একক পদ্ধতি,unitary method
ইউনিট বল,unit ball
একক কোষ,unit cell
একক বৃত্ত,unit circle
একক উপাদান,unit element
একক কাৰ্য্য,unit function
একক ভৰ,unit mass
একক মেট্ৰিক্স,unit matrix
unit normal variate(=মানক স্বাভাৱিক ভেৰিয়েট),unit normal variate(=standard normal variate)
একক গোলক,unit sphere
ইউনিট ষ্টেপ ফাংচন,unit step function
একক ভেক্টৰ,unit vector
একক আয়তন,unit volume
ঐক্য,unity
unity element(=পৰিচয় উপাদান =একক উপাদান),unity element(=identity element =unit element)
একচলকীয়,univariate
একচলকীয় স্বাভাৱিক বিতৰণ,univariate normal distribution
সাৰ্বজনীন,universal
সাৰ্বজনীন ধ্ৰুৱক,universal constant
সাৰ্বজনীন মহাকৰ্ষণ,universal gravitation
ইউনিভাৰ্চেল ছেট,universal set
বিশ্বব্ৰহ্মাণ্ড,universe
অজ্ঞাত,unknown
অজ্ঞাত পৰিমাণ,unknown quantity
বিপৰীতমুখী,unlike
চৰ্তৰ দৰে নহয়,unlike terms
সীমাহীন,unlimited
অস্হিৰ,unstable
অসমতাপূৰ্ণ,unsymmetrical
অসমতাপূৰ্ণ দ্বৈত সমস্যা,unsymmetric dual problem
ওপৰৰ বাৰ,upper bar
ওপৰৰ সীমা,upper bound
ওপৰৰ ব্যুৎপত্তি,upper derivative
ওপৰৰ অখণ্ড,upper integral
সংহতিৰ উচ্চ সীমা,upper limit of integration
ওপৰৰ চতুৰ্থাংশ,upper quartile
ওপৰৰ Rieman অবিচ্ছেদ্য,upper Rieman integral
ওপৰৰ অৰ্ধনিৰন্তৰতা,upper semicontinuity
ওপৰৰ যোগফল,upper sum
ওপৰৰ ত্ৰিভুজ মেট্ৰিক্স,upper triangle matrices
ওপৰলৈ ত্বৰণ,upward acceleration
ওপৰলৈ গতি,upward motion
উৰিছনৰ লেমা,Urysohn's lemma
U আকৃতিৰ বক্ৰ,U-shaped curve
সাধাৰণ মেট্ৰিক,usual metric
সাধাৰণ টপোলজি,usual topology
কামৰ বস্তু,utility
ইউটিলিটি ফাংচন,utility function
উপযোগিতা সৰ্বাধিককৰণ,utility maximization
uv-পদ্ধতি,uv-method
শূন্য ছেট,vacuous set
বৈধতা,validity
পৰীক্ষাৰ বৈধতা,validity of test
মান,value
মান ফলন,value function
এটা খেলৰ মূল্য,value of a game
লৰৃ - চৰ হৈ থকা,variable
ভেৰিয়েবল ফিল্ড,variable field
সংহতিৰ চলক,variable of integration
ভেৰিয়েবল পেৰামিটাৰ,variable parameter
ভ্যাৰিয়েন্স,variance
ভ্যাৰিয়েন্স-সহভেৰিয়েন্স মেট্ৰিক্স,variance-covariance matrix
ভ্যাৰিয়েন্স অনুমান,variance estimate
