Telugu,Marathi
ట్రాన్స్పాండర్,ट्रान्सपॉन्डर
ట్రాపాట్ డయోడ్,ट्रॅपॅट डायोड
ట్రావెలింగ్ వేవ్,प्रवासी लाट
ట్రెల్లిస్ డీకోడింగ్,ट्रेलिस डिकोडिंग
కందకం మరియు కండ్యూట్,खंदक आणि नाली
ట్రిగ్గర్ సర్క్యూట్,ट्रिगर सर्किट
ట్రిమ్,ट्रिम
ట్రిమ్మింగ్,ट्रिमिंग
త్రిపాద,ट्रायपॉड
ట్రోపోస్పియర్,ट्रॉपोस्फीअर
కత్తిరించడం,काटेकोर
ట్రూత్ టేబుల్,सत्य टेबल
ట్యూన్ చేయబడింది,ट्यून केलेले
ట్యూనర్,ट्यूनर
ట్యూనింగ్,ट्यूनिंग
సొరంగం డయోడ్,बोगदा डायोड
టన్నెలింగ్,बोगदा
నిర్వహణ చుట్టూ తిరగండి,व्यवस्थापनाकडे वळा
టర్న్ టేబుల్,टर्न टेबल
ట్వీటర్,ट्वीटर
వక్రీకృత,मुरडले
వక్రీకృత జత కేబుల్,ट्विस्ट जोडी केबल
అసమతుల్య ఆడియో లైన్,असंतुलित ऑडिओ लाइन
వోల్టేజ్ కింద,व्होल्टेज अंतर्गत
యునికాస్టింగ్,युनिकास्टिंग
యూనివర్సల్ గేట్,युनिव्हर्सल गेट
యూనివర్సల్ నెట్‌వర్క్,युनिव्हर्सल नेटवर्क
విడదీయని వడపోత,अन्वाटेड फिल्टर
అప్ కన్వర్టర్,कन्व्हर्टर अप
అప్లింక్,अपलिंक
అప్‌లోడ్,अपलोड
ఉపయోగపడే క్షేత్ర బలం,वापरण्यायोग्य फील्ड सामर्थ्य
విలువ జోడించిన సేవలు,मूल्यवर्धित सेवा
వరయాక్టర్ డయోడ్,व्हेरॅक्टर डायोड
వేరియబుల్,चल
వేరియబుల్ ఏరియా సౌండ్ ట్రాక్,चल क्षेत्र ध्वनी ट्रॅक
వేరియబుల్ డేటా రేట్ కుదింపు,चल डेटा रेट कॉम्प्रेशन
వేరియబుల్ డెన్సిటీ సౌండ్ ట్రాక్,चल घनता ध्वनी ट्रॅक
వేరియబుల్ అవుట్పుట్ డేటా రేటు,चल आउटपुट डेटा दर
వెక్టర్,वेक्टर
వెక్టర్ ఇంపెడెన్స్ మీటర్,वेक्टर प्रतिबाधा मीटर
వెక్టర్ నెట్‌వర్క్ ఎనలైజర్,वेक्टर नेटवर्क विश्लेषक
కాంతి వేగం,प्रकाशाचा वेग
వెంటెడ్ బాక్స్,वेंटेड बॉक्स
బహుముఖ ప్రజ్ఞ,अष्टपैलुत्व
సంస్కరణ: Telugu,आवृत्ती
నిలువు విమానం,अनुलंब विमान
నిలువుగా ధ్రువణ,अनुलंब ध्रुवीकरण
వెలిజ్రాలక బృందం,वेस्टिगियल साइड बँड (व्हीएसबी)
వైబ్రేషన్,कंप
వైబ్రేటర్,व्हायब्रेटर
వీడియో,व्हिडिओ
వీడియో యాంప్లిఫైయర్,व्हिडिओ एम्पलीफायर
వీడియో గొలుసు,व्हिडिओ साखळी
వీడియో లక్షణాలు,व्हिडिओ वैशिष्ट्ये
వీడియో కోడ్,व्हिडिओ कोड
వీడియో కుదింపు,व्हिडिओ कॉम्प्रेशन
వీడియో కాన్ఫరెన్సింగ్,व्हिडिओ कॉन्फरन्सिंग
వీడియో గ్రాఫిక్స్ అడాప్టర్,व्हिडिओ ग्राफिक्स अ‍ॅडॉप्टर
వీడియో స్ట్రీమింగ్,व्हिडिओ प्रवाह
వీడియో స్విచ్చర్,व्हिडिओ स्विचर
వీడియోగ్రఫీ,व्हिडिओग्राफी
చూడండి,दृश्य
దూరం చూస్తున్నారు,अंतर पहात आहे
వర్చువల్,आभासी
వర్చువల్ చిరునామా,आभासी पत्ता
