Hindi,Malayalam
द्विप्राचन परिवार,രണ്ട് പാരാമീറ്റർ കുടുംബം
द्विव्यक्तीय खेल,രണ്ട് ആളുകളുടെ ഗെയിം
द्विचरण विधि,രണ്ട് ഘട്ട രീതി
द्वि-प्रावस्था प्रतिचयन,രണ്ട് ഘട്ട സാമ്പിൾ
द्विबिंदु परिसीमा प्रतिबंध,രണ്ട് പോയിന്റ് അതിർത്തി അവസ്ഥ
द्वि-पुच्छी F-परीक्षण,രണ്ട് വശങ്ങളുള്ള എഫ്-ടെസ്റ്റ്
द्वि-पुच्छी प्रसामान्य परीक्षण,രണ്ട് വശങ്ങളുള്ള സാധാരണ പരിശോധന
द्वि-पुच्छी X-परीक्षण,രണ്ട് വശങ്ങളുള്ള X-ടെസ്റ്റ്
अंतिम मान,ആത്യന്തിക മൂല്യം
अनभिनत आकल,നിഷ്പക്ഷമായ കണക്ക്
समष्टि प्रसरण का अनभिनत आकल,ജനസംഖ്യാ വ്യതിയാനത്തിന്റെ നിഷ്പക്ഷമായ കണക്ക്
अनभिनत रैखिक आकल,നിഷ്പക്ഷ രേഖീയ എസ്റ്റിമേറ്റ്
अनभिनत बिंदु आकल,നിഷ്പക്ഷ പോയിന്റ് എസ്റ്റിമേറ്റ്
अनभिनत परीक्षण,നിഷ്പക്ഷമായ പരിശോധന
अपरिबद्‌ध प्रदेश,പരിധിയില്ലാത്ത പ്രദേശം
अपरिबद्‌ध समुच्चय,പരിധിയില്ലാത്ത സെറ്റ്
अपरिबद्‌ध हल,പരിധിയില്ലാത്ത പരിഹാരം
अनिश्चितता-सिद्‌धांत,അനിശ്ചിതത്വ തത്വം
अप्रतिबंध प्रायिकता,നിരുപാധികമായ സംഭാവ്യത
अव्यवरोधित आपेक्षिक अधिकतम,അനിയന്ത്രിതമായ ആപേക്ഷിക പരമാവധി
अगणनीय,എണ്ണമറ്റ
अगणनीय उपसमुच्चय,കണക്കാക്കാനാവാത്ത ഉപവിഭാഗം
अनिर्धारित,അനിശ്ചിതമായ
अनिर्धारित गुणांक,നിർണ്ണയിക്കപ്പെടാത്ത ഗുണകം
असमान,അസമമായ
अवर्गीकृत,ഗ്രൂപ്പില്ലാത്തത്
अवर्गीकृत न्यास,ഗ്രൂപ്പ് ചെയ്യാത്ത ഡാറ്റ
एकसमान,ഒരേപോലെ
"एकसमान त्वरण, अचर त्वरण",യൂണിഫോം ത്വരണം
एकसमान परिबद्‌धता,ഏകീകൃത പരിധി
एकसमान अभिसरण,ഏകീകൃത ഒത്തുചേരൽ
एकसमान अवमुखता,യൂണിഫോം കോൺവെക്സിറ്റി
एकसमान घनत्व,ഏകീകൃത സാന്ദ്രത
एकसमान बंटन,യൂണിഫോം വിതരണം
एकसमान गुरुत्वाकर्षण क्षेत्र,ഏകീകൃത ഗുരുത്വാകർഷണ മണ്ഡലം
" एकसमानता , परिवेशक, परिवेश-परिवार",ഏകരൂപം
एकसमान सुष्ठुतम,ഒരേപോലെ മികച്ചത്
एकसमान संतत विस्तार,ഒരേപോലെ തുടർച്ചയായ വിപുലീകരണം
एकसमान अभिसारी,ഒരേപോലെ ഒത്തുചേരുന്നു
एकसमान शक्ततम परीक्षण,ഒരേപോലെ ഏറ്റവും ശക്തമായ പരീക്ഷണം
एकसमान गति,ഏകീകൃത ചലനം
एकसमान प्रायिकता बंटन,ഏകീകൃത സംഭാവ്യത വിതരണം
एकसमान चाल,ഏകീകൃത വേഗത
एकसमान संस्थिति,ഏകീകൃത ടോപ്പോളജി
एकबहुलकी,ഏകീകൃതമായ
एकमापांकी,ഏകമാതൃക
एकमापांकी आव्यूह,യൂണിമോഡുലാർ മാട്രിക്സ്
एकमापांकी गुणधर्म,ഏകീകൃത സ്വത്ത്
" संघ , सम्मिलन , संयोग",യൂണിയൻ
उपसमुच्चयों के परिवार का सम्मिलन,ഉപവിഭാഗങ്ങളുടെ കുടുംബത്തിന്റെ യൂണിയൻ
समुच्चयों का सम्मिलन,സെറ്റുകളുടെ യൂണിയൻ
अद्वितीय गणनखंडन प्रांत,അദ്വിതീയ ഫാക്‌ടറൈസേഷൻ ഡൊമെയ്‌ൻ
अद्वितीय गुणनखंडन प्रमेय,അദ്വിതീയ ഘടകീകരണ സിദ്ധാന്തം
अद्वितीयतः निर्धारित,അദ്വിതീയമായി നിർവചിക്കപ്പെട്ടത് (=അതുല്യമായി നിർവചിക്കപ്പെട്ടത്)
अद्वितीयता,അതുല്യത
हल की अद्वितीयता,പരിഹാരത്തിന്റെ പ്രത്യേകത
अद्वितीयता-समस्या,അദ്വിതീയ പ്രശ്നം
अद्वितीयता-प्रमेय,അദ്വിതീയ സിദ്ധാന്തം
अद्वितीय हल,അതുല്യമായ പരിഹാരം
अद्वितीय सदिश,അതുല്യമായ വെക്റ്റർ
" मात्रक, इकाई, एकक,यूनिट, एकांक, एकल,ऐकिक, , व्युत्क्रमणीय",യൂണിറ്റ്
ऐकिक,ഏകീകൃത
ऐकिक समूह,ഏകീകൃത സംഘം
ऐकिक आव्यूह,ഏകീകൃത മാട്രിക്സ്
ऐकिक विधि,ഏകീകൃത രീതി
एकक गोलक,യൂണിറ്റ് പന്ത്
"एकक सेल, एकक कोष्ठिका, मात्रक कोष्ठिका",യൂണിറ്റ് സെൽ
एकांक वृत्त,യൂണിറ്റ് സർക്കിൾ
तत्समक अवयव,യൂണിറ്റ് ഘടകം
एकक फलन,യൂണിറ്റ് പ്രവർത്തനം
एकांक द्रव्यमान,യൂണിറ്റ് പിണ്ഡം
"एकांक मैट्रिक्स, तत्समकारी आव्यूह",യൂണിറ്റ് മാട്രിക്സ്
मानकीकृत प्रसामान्य विचर,യൂണിറ്റ് നോർമൽ വേരിയേറ്റ് (=സ്റ്റാൻഡേർഡ് നോർമൽ വേരിയേറ്റ്)
एकक गोलक,യൂണിറ്റ് ഗോളം
एकक पग फलन,യൂണിറ്റ് സ്റ്റെപ്പ് ഫംഗ്ഷൻ
इकाई सदिश,യൂണിറ്റ് വെക്റ്റർ
एकांक आयतन,യൂണിറ്റ് വോള്യം
