Tamil,Odiya
சுவடு,ଟ୍ରେସ
தடமறிதல்,ଅନୁସନ୍ଧାନ
தடம்,ଟ୍ରାକ୍ କରନ୍ତୁ |
தட வட்டு,ଡିସ୍କ ଟ୍ରାକ୍ କରନ୍ତୁ |
டிராக் டேப்,ଟ୍ରାକ୍ ଟେପ୍ |
கண்காணிப்பு,ଟ୍ରାକିଂ
டிரெய்லர்,ଟ୍ରେଲର
பாதை,ବ ject ଶିଷ୍ଟ୍ୟ
பரிவர்த்தனை,କାରବାର
பரிவர்த்தனை கோப்பு,କାରବାର ଫାଇଲ
பரிவர்த்தனை பதிவு,କାରବାର ଲଗ୍
படியெடுக்கவும்,ଟ୍ରାନ୍ସକ୍ରିପସନ୍ କରନ୍ତୁ |
மின்மாற்றி,ଟ୍ରାନ୍ସଡ୍ୟୁସର
பரிமாற்ற விகிதம்,ସ୍ଥାନାନ୍ତର ହାର
பரிமாற்ற நேரம்,ସ୍ଥାନାନ୍ତର ସମୟ
உருமாற்றம்,ପରିବର୍ତ୍ତନ
நிலையற்ற பிழை,କ୍ଷଣସ୍ଥାୟୀ ତ୍ରୁଟି |
பயண நேரம்,ଗମନାଗମନ ସମୟ |
மாற்றம்,ସ୍ଥାନାନ୍ତରଣ
இடைநிலை,ଗତିଶୀଳ
டிரான்சிட்டிவிட்டி,ଗମନାଗମନ
மொழிபெயர்ப்பு,ଅନୁବାଦ
பரவும் முறை,ପ୍ରସାରଣ
பரிமாற்ற கட்டுப்பாட்டு நெறிமுறை (TCP),ଟ୍ରାନ୍ସମିସନ୍ କଣ୍ଟ୍ରୋଲ୍ ପ୍ରୋଟୋକଲ୍ (TCP)
ஒலிபரப்பு வரி,ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |
டிரான்ஸ்மிட்டர்,ଟ୍ରାନ୍ସମିଟର
வெளிப்படைத்தன்மை,ସ୍ୱଚ୍ଛତା
டிரான்ஸ்பாண்டர்,ଟ୍ରାନ୍ସପଣ୍ଡର |
போக்குவரத்து,ପରିବହନ
இடமாற்றம்,ସ୍ଥାନାନ୍ତରଣ
டிரான்ஸ்பியூட்டர்,ଟ୍ରାନ୍ସପ୍ୟୁଟର
பரிமாற்றி,ଟ୍ରାନ୍ସସିଭର୍ |
பொறி,ଟ୍ରାପିଙ୍ଗ୍ |
தொடரவேண்டும்,ଟ୍ରାଭର୍
மரம் (கடந்து செல்லும்),ଗଛ (ଟ୍ରାଭର୍ସାଲ୍)
மரம் நெட்வொர்க்,ବୃକ୍ଷ ନେଟୱାର୍କ |
கிளை சுற்று,ଉପନଦୀ ସର୍କିଟ |
அற்ப வரைபடம்,ତ୍ରୁଟି ଗ୍ରାଫ୍
பிரச்சனை படப்பிடிப்பு,ଅସୁବିଧା ସୁଟ୍
துண்டிக்கவும்,କାଟିବା |
உண்மை அட்டவணை,ସତ୍ୟ ସାରଣୀ
ட்யூனர்,ଟ୍ୟୁନର୍ |
சுரங்கப்பாதை,ଟନେଲିଂ
ட்யூனிங்,ଚାଲୁଛି |
டூபிள்,ଟୁପଲ୍ |
டர்போ பாஸ்கல்,ଟର୍ବୋ ପାସ୍କାଲ୍ |
டூரிங் இயந்திரம்,ଟୁରିଂ ମେସିନ୍ |
நேரம் திரும்பவும்,ଜୋରରେ ସମୟ ବୁଲାନ୍ତୁ |
ஆவணத்தைத் திருப்புங்கள்,ଡକ୍ୟୁମେଣ୍ଟ୍ ବୁଲାନ୍ତୁ |
திருப்பு வரிசை,ଟର୍ନାରାଉଣ୍ଡ କ୍ରମ |
இரட்டை கேபிள்,ଯାଆଁଳା କେବୁଲ୍ |
முறுக்கப்பட்ட ஜோடி,ମୋଡ଼ାଯାଇଥିବା ଯୋଡି |
இரண்டு பகுதி அசெம்பிளர்,ଦୁଇଟି ଅଂଶ ଏକତ୍ରକାରୀ |
இரண்டின் நிரப்பு,ଦୁଇଟିର ସଂପନ୍ନ |
வகை,ଟାଇପ୍ କରନ୍ତୁ |
வகை முகம்,ଚେହେରା ଟାଇପ୍ କରନ୍ତୁ |
வகை தலை,ମୁଣ୍ଡ ଟାଇପ୍ କରନ୍ତୁ |
வகை சக்கரம்,ଚକ ଟାଇପ୍ କରନ୍ତୁ |
தட்டச்சு,ଟାଇପିଂ
தடையில்லா ஆற்றல் மூலங்கள் (யுபிஎஸ்),un interruptable power source (UPS)
unary செயல்பாடு,unary ଅପରେସନ୍ |
unary செயல்பாடு,unary ଅପରେସନ୍ |
unary ஆபரேட்டர்,unary ଅପରେଟର୍ |
நிச்சயமற்ற தன்மை,ଅନିଶ୍ଚିତତା |
நிபந்தனையற்ற அறிக்கை,ସର୍ତ୍ତମୂଳକ ବିବୃତ୍ତି |
கணக்கிட முடியாதது,ଅଗଣିତ
வெளிக்கொணரும்,ଖୋଲନ୍ତୁ |
தீர்மானிக்க முடியாதது,ଅଜ୍ଞାତ
வரையறுக்கப்படாத,ଅଜ୍ଞାତ |
வரையறுக்கப்படாத பதிவு,ଅଜ୍ଞାତ ରେକର୍ଡ |
நீக்குதல்,ବିଲୋପ କରନ୍ତୁ |
அடிக்கோடிட்டு,ଅଣ୍ଡରସ୍କୋର |
திசைதிருப்பப்படவில்லை,ନିର୍ଦ୍ଦେଶିତ
திசைதிருப்பப்படாத வரைபடம்,ନିର୍ଦ୍ଦେଶିତ ଗ୍ରାଫ୍ |
திசையற்ற சேவை நேரம்,ଅନିର୍ଦ୍ଦିଷ୍ଟ ସେବା ସମୟ |
செயல்தவிர்,ପୂର୍ବବତ୍ କରନ୍ତୁ |
வடிவமைக்கப்படாத வட்டு,ଅସଂଯୁକ୍ତ ଡିସ୍କ |
யூனிகாஸ்டிங்,ୟୁନିକାଷ୍ଟିଂ |
யூனிகோட்,ୟୁନିକୋଡ୍
ஒருமுகப்படுத்தப்படாத மரம்,ଅବିଭକ୍ତ ଗଛ |
சீரான ஆதார இருப்பிடம் (URL),ସମାନ ଉତ୍ସ ଲୋକେଟର (URL)
செயலாக்கம் நீக்குகிறது,ଅଣ ପ୍ରକ୍ରିୟାକରଣ |
தனித்துவமான,ଅନନ୍ୟ |
பாதுகாக்கப்படாத முறுக்கப்பட்ட ஜோடி (UTP),ଅବିଭକ୍ତ ମୋଡ଼ାଯାଇଥିବା ଯୋଡି (UTP)
அலகு,ୟୁନିଟ୍
அலகு முகவரி,ଏକକ ଠିକଣା
அலகு இடைவெளி,ଏକକ ବ୍ୟବଧାନ
அலகு சோதனை,ଏକକ ପରୀକ୍ଷା
ஒற்றையாட்சி குறியீடு,ୟୁନିଟାରୀ କୋଡ୍
யூனிடெர்ம்,ୟୁନିଟର୍ମ |
உலகளாவிய ஒத்திசைவற்ற ரிசீவர்/டிரான்ஸ்மிட்டர் (UART),ସର୍ବଭାରତୀୟ ଅସନ୍ତୁଳିତ ରିସିଭର୍ / ଟ୍ରାନ୍ସମିଟର (UART)
உலகளாவிய ஃபிளிப் ஃப்ளாப்,ୟୁନିଭର୍ସାଲ୍ ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
உலகளாவிய தொகுப்பு,ସର୍ବଭାରତୀୟ ସେଟ୍ |
உலகளாவிய எழுத்துத் தொகுப்பு,ୟୁନିଭର୍ଷ୍ଟଲ୍ ବର୍ଣ୍ଣ ସେଟ୍ |
யுனிக்ஸ்,ୟୁନିକ୍ସ |
திறக்கவும்,ଅନଲକ୍ କରନ୍ତୁ |
பாதுகாப்பற்ற களம்,ଅସୁରକ୍ଷିତ କ୍ଷେତ୍ର |
பாதுகாப்பற்ற கோப்பு,ଅସୁରକ୍ଷିତ ଫାଇଲ୍ |
அணுக முடியாதது,ଅପହଞ୍ଚ |
நிழலாடுதல்,ଅନ୍ଶେଡ୍ |
கவசமின்றி,ଅଣସଂରକ୍ଷିତ |
தோல்வியுற்ற அழைப்பு,ଅସଫଳ କଲ୍
உந்தார்,ଅଣ୍ଟାର |
புதுப்பிப்பு முரண்பாடுகள்,ଅସ୍ପୃଶ୍ୟତା ଅଦ୍ୟତନ କରନ୍ତୁ |
புதுப்பிக்கப்பட்ட கோப்பு,ଅଦ୍ୟତନ ଫାଇଲ୍ |
புதுப்பிக்கிறது,ଅଦ୍ୟତନ
மேம்படுத்தல்,ନବୀକରଣ କରନ୍ତୁ |
மேம்படுத்தல்,ନବୀକରଣ କରନ୍ତୁ |
இணைப்பு,ଅପଲିଙ୍କ୍ |
பதிவேற்றுகிறது,ଅପଲୋଡ୍ କରୁଛି |
மேல் நினைவக பகுதி,ଉପର ସ୍ମୃତି କ୍ଷେତ୍ର
அப்ஸ்ட்ரீம்,ଅପଷ୍ଟ୍ରିମ୍ |
முடிந்தநேரம்,ଅପଟାଇମ୍ |
மேல்நோக்கி,ଉପରକୁ
யூஸ்நெட்,ୟୁଜେନେଟ୍ |
பயனர்,ଉପଯୋଗକର୍ତ୍ତା |
பயனர் முகவர்,ବ୍ୟବହାରକାରୀ ଏଜେଣ୍ଟ
பயனர் அங்கீகாரம்,ଉପଯୋଗକର୍ତ୍ତା ପ୍ରାମାଣିକିକରଣ |
பயனர் டேட்டாகிராம் நெறிமுறை (யுடிபி),ବ୍ୟବହାରକାରୀ ଡାଟାଗ୍ରାମ୍ ପ୍ରୋଟୋକଲ୍ (UDP)
பயனர் நட்பு,ଉପଭୋକ୍ତା ଅନୁକୁଳ
பயனர் அடையாளம்,ବ୍ୟବହାରକାରୀ ପରିଚୟ
பயனர் அடையாளம் (UID),ବ୍ୟବହାରକାରୀ ପରିଚୟ (UID)
பயனர் இடைமுகம்,ବ୍ୟବହାରକାରୀ ଇଣ୍ଟରଫେସ୍
பயனர் பெயர்,ବ୍ୟବହାରକାରୀ ନାମ
பயனர் சுயவிவரம்,ଉପଯୋଗକର୍ତ୍ତା ପ୍ରୋଫାଇଲ୍ |
பயன்பாடு,ଉପଯୋଗିତା
பயன்பாட்டு மென்பொருள்,ଉପଯୋଗୀ ସଫ୍ଟୱେର୍ |
செல்லுபடியாகும்,ବ id ଧ |
சரிபார்த்தல்,ବ id ଧତା
சரிபார்ப்பு நெறிமுறைகள்,ବ valid ଧତା ପ୍ରୋଟୋକଲ୍ |
சரிபார்ப்பு சோதனை,ବ valid ଧତା ପରୀକ୍ଷା
செல்லுபடியாகும் சோதனை,ବ valid ଧତା ଯାଞ୍ଚ |
மதிப்பு கூட்டப்பட்ட நெட்வொர்க் (VAN),ମୂଲ୍ୟ ଯୋଗ ନେଟୱାର୍କ (VAN)
மதிப்பு கூட்டப்பட்ட மறுவிற்பனையாளர் (VAR),ମୂଲ୍ୟ ଯୋଗ ବିକ୍ରେତା (VAR)
மறைந்து போகும் புள்ளி,ଅଦୃଶ୍ୟ ବିନ୍ଦୁ |
வேப்பர்வேர்,ବାଷ୍ପ ସଫ୍ଟୱେର୍ |
மாறி,ଭେରିଏବଲ୍
மாறி முகவரி,ଭେରିଏବଲ୍ ଠିକଣା
மாறி பிட் விகிதம்,ଭେରିଏବଲ୍ ବିଟ୍ ରେଟ୍
மாறி புல நீளம்,ଭେରିଏବଲ୍ ଫିଲ୍ଡ ଲମ୍ବ |
மாறி நீளக் குறியீடு,ଭେରିଏବଲ୍ ଲମ୍ବ କୋଡ୍
மாறி பெயர்,ଭେରିଏବଲ୍ ନାମ
வேரியலே,ବିଭିନ୍ନ
திசையன்,ଭେକ୍ଟର
திசையன் வரைகலை,ଭେକ୍ଟର ଗ୍ରାଫଡିକ୍ସ |
வெக்டார் முன்னோடி,ଭେକ୍ଟର ପୂର୍ବ
திசையன் குறுக்கீடுகள்,ଭେକ୍ଟର ବାଧା
வென் வரைபடம்,ଭେନ ଚିତ୍ର
சரிபார்ப்பு மற்றும் சரிபார்ப்பு (V&amp;V),ଯାଞ୍ଚ ଏବଂ ବ valid ଧତା (V&amp;V)
பதிப்பு கட்டுப்பாடு,ସଂସ୍କରଣ ନିୟନ୍ତ୍ରଣ
பதிப்பு எண்,ସଂସ୍କରଣ ସଂଖ୍ୟା
உச்சி,ଭର୍ଟେକ୍ସ |
செங்குத்து செயலி,ଭୂଲମ୍ବ ସଞ୍ଚାଳକ |
மிகப் பெரிய அளவிலான ஒருங்கிணைப்பு (VLSI),ବହୁତ ବଡ ମାପର ଏକୀକରଣ (VLSI)
மிக நீண்ட அறிவுறுத்தல் வார்த்தை (VLIW),ବହୁତ ଲମ୍ବା ନିର୍ଦ୍ଦେଶ ଶବ୍ଦ (VLIW)
வி.எச்.டி.எல்,VHDL
நிகழ்பதிவி,ଭିଡିଓ କ୍ୟାମେରା |
வீடியோ கான்பரன்சிங்,ଭିଡିଓ କନଫରେନ୍ସିଂ |
வீடியோ காட்சி முனையம்,ଭିଡିଓ ପ୍ରଦର୍ଶନ ଟର୍ମିନାଲ୍ |
வீடியோ காட்சி அலகு,ଭିଡିଓ ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ |
வீடியோ கேம்,ଭିଡିଓ ଗେମ୍
வீடியோ கிராஃபிக் அடாப்டர் (VGA),ଭିଡିଓ ଗ୍ରାଫିକ୍ ଆଡାପ୍ଟର (VGA)
வீடியோ கிராபிக்ஸ் அடாப்டர் (VGA),ଭିଡିଓ ଗ୍ରାଫିକ୍ସ ଆଡାପ୍ଟର (VGA)
வீடியோ சர்வர்,ଭିଡିଓ ସର୍ଭର |
காண்க,ଦର୍ଶନ କରନ୍ତୁ |
காட்சி துறைமுகம்,ପୋର୍ଟ ଦର୍ଶନ କରନ୍ତୁ |
வியூபோர்ட்,ଭ୍ୟୁପୋର୍ଟ |
மெய்நிகர் சுற்று,ଭର୍ଚୁଆଲ୍ ସର୍କିଟ୍ |
மெய்நிகர் செயல்பாடு,ଭର୍ଚୁଆଲ୍ ଫଙ୍କସନ୍
மெய்நிகர் நினைவகம்,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ |
மெய்நிகர் தனியார் நெட்வொர்க்,ଭର୍ଚୁଆଲ୍ ବ୍ୟକ୍ତିଗତ ନେଟୱାର୍କ |
மெய்நிகர் உண்மை,ଭର୍ଚୁଆଲ୍ ବାସ୍ତବତା |
மெய்நிகர் உண்மை,ଭର୍ଚୁଆଲ୍ ବାସ୍ତବତା |
மெய்நிகர் ரியாலிட்டி மார்க்அப் மொழி,ଭର୍ଚୁଆଲ୍ ରିଅଲିଟି ମାର୍କଅପ୍ ଭାଷା |
மெய்நிகர் ரியாலிட்டி மார்க்அப் மொழி (VRML),ଭର୍ଚୁଆଲ୍ ରିଅଲିଟି ମାର୍କଅପ୍ ଭାଷା (VRML)
மெய்நிகர் சேமிப்பக அணுகல் முறை,ଭର୍ଚୁଆଲ୍ ଷ୍ଟୋରେଜ୍ ଆକ୍ସେସ୍ ପଦ୍ଧତି |
மெய்நிகர் சேமிப்பு மேலாண்மை,ଭର୍ଚୁଆଲ୍ ଷ୍ଟୋରେଜ୍ ପରିଚାଳନା
வைரஸ்,ଭାଇରସ୍
வைரஸ் கண்டறிதல்,ଜୀବାଣୁ ଚିହ୍ନଟ
வைரஸ் நிரல்,ଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |
தெரிவுநிலை,ଦୃଶ୍ୟମାନତା |
பார்வை,ଦର୍ଶନ
காட்சி அடிப்படை,ଭିଜୁଆଲ୍ ମ basic ଳିକ |
காட்சி C++,ଭିଜୁଆଲ୍ C ++
காட்சி காட்சி அலகு,ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ |
விச்சுவல்,ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ |
உண்மையான முகவரி,ଭିଜୁଆଲ୍ ଠିକଣା
காட்சி இயந்திரம் (VM),ଭିଟୁଆଲ୍ ମେସିନ୍ (VM)
குரல்,ସ୍ୱର
குரல் அஞ்சல்,ଭଏସ୍ ମେଲ୍ |
குரல் அஞ்சல் சேவையகம்,ଭଏସ୍ ମେଲ୍ ସର୍ଭର |
