Malayalam,Bengali
"സമമിതി ഓർഡർ
 സഞ്ചാര്യ","প্রতিসম আদেশ
 ট্র্যাভারসাল"
"സമമിതി
 പ്രോസസ്സര്","প্রতিসম
 প্রসেসর"
സമമിതി ബന്ധം,প্রতিসম সম্পর্ক
സമമിതി ഗ്രൂപ്പ്,প্রতিসম গ্রুপ
സമന്വയ ബിറ്റ്,সিঙ্ক বিট
പ്രതീക സമന്വയ,সিঙ্ক চরিত্র
സമന്വയം,সিঙ্ক
സമന്വയം,সিঙ্ক্রোনাইজেশন
"സമന്വയം
 ഹൃദയത്തുടിപ്പ്","সিঙ্ক্রোনাইজেশন
 স্পন্দন"
സമന്വയം,সিঙ্ক্রোনাইজার
പൈലറ്റിനെ സമന്വയിപ്പിക്കുന്നു,সিঙ্ক্রোনাইজিং পাইলট
"സമന്വയിപ്പിക്കുന്നു
 അടയാളം","সিঙ্ক্রোনাইজিং
 সংকেত"
സമന്വയം,সিঙ্ক্রোনাস
"സമന്വയം
 സഞ്ചാരം","সিঙ্ক্রোনাস
 সার্কিট"
"സമന്വയം
 വാര്ത്താവിനിമയം","সিঙ্ক্রোনাস
 যোগাযোগ"
"സമന്വയം
 കന്വൂട്ടര്","সিঙ্ক্রোনাস
 কম্পিউটার"
"സമന്വയ ഡാറ്റ
 ബന്ധം","সিঙ্ক্রোনাস ডেটা
 লিঙ্ক"
"സമന്വയ ഡാറ്റ
 ലിങ്ക് നിയന്ത്രണം","সিঙ্ক্রোনাস ডেটা
 লিঙ্ক নিয়ন্ত্রণ"
"സമന്വയ ഡാറ്റ
 നെറ്റ്വർക്ക്","সিঙ্ক্রোনাস ডেটা
 অন্তর্জাল"
"സമന്വയ ഡാറ്റ
 സ്ഥലംമാറ്റുക","সিঙ্ক্রোনাস ডেটা
 স্থানান্তর"
"സമന്വയ ഡാറ്റ
 പകർച്ച","সিঙ্ক্রোনাস ডেটা
 সংক্রমণ"
"സമന്വയ ഫ്ലിപ്പ്
 ഫ്ലോപ്പ് സർക്യൂട്ട്","সিঙ্ক্রোনাস ফ্লিপ
 ফ্লপ সার্কিট"
"സമന്വയ ലൈൻ
 ഭരണം","সিঙ্ক্রোনাস লাইন
 নিয়ন্ত্রণ"
"സമന്വയം
 ശസ്തകിയ","সিঙ্ক্রোনাস
 অপারেশন"
"സമന്വയം
 ഉപഗഹം","সিঙ্ক্রোনাস
 স্যাটেলাইট"
"സമന്വയ സീരിയൽ
 ഐ / ഒ കൈമാറ്റം","সিঙ্ক্রোনাস সিরিয়াল
 আই/ও ট্রান্সফার"
"സമന്വയം
 സ്ഥലംമാറ്റുക","সিঙ্ক্রোনাস
 স্থানান্তর"
"സമന്വയം
 പകർച്ച","সিঙ্ক্রোনাস
 সংক্রমণ"
"സമന്വയം
 ജോലി","সিঙ্ক্রোনাস
 কাজ"
പരകോഷ്ടമായ,সিন্ডেটিক
സിനെഴ്സിക്,সিনারজেটিক
സയ്നേജിക്,সিনারজিক
വാക്യഘടന പിശക്,সিনট্যাকটিক ত্রুটি
വാക്യഘടന മോണോയിഡ്,সিনট্যাকটিক মনোইড
സ്നാനക്സ്,বাক্য গঠন
വാക്യഘടന വിശകലനം,সিনট্যাক্স বিশ্লেষণ
വാക്യഘടന വിശകലനം,সিনট্যাক্স বিশ্লেষক
സിന്റാക്സ് ചെക്കർ,সিনট্যাক্স চেকার
സിന്റാക്സ് ഡയഗ്രം,সিনট্যাক্স ডায়াগ্রাম
"വാക്യഘടന സംവിധാനം
 കംപൈലർ","সিনট্যাক্স নির্দেশিত
 সংকলক"
വാക്യഘടന പിശക്,বাক্যগঠন ত্রুটি
വാക്യഘടന ഭാഷ,সিনট্যাক্স ভাষা
സിന്റാക്സ് ട്രീ,সিনট্যাক্স ট্রি
സിന്തറ്റിക് വിലാസം (= ജനറേറ്റുചെയ്ത വിലാസം),সিন্থেটিক ঠিকানা (= উত্পন্ন ঠিকানা)
സിന്തറ്റിക് ഭാഷ (= ഉറവിട ഭാഷ),সিন্থেটিক ভাষা (= উত্স ভাষা)
"Sysgen (= സിസ്റ്റം
 തലമുറ)","সিসজেন (= সিস্টেম
 প্রজন্ম)"
സിസ്റ്റം അക്ക ing ണ്ടിംഗ്,সিস্টেম অ্যাকাউন্টিং
സിസ്റ്റം വിശകലനം,ধারা বিশ্লেষণ
സിസ്റ്റം അനലൈസർ,সিস্টেম বিশ্লেষক
സിസ്റ്റം അനലിസ്റ്റ്,সিস্টেম বিশ্লেষক
ചിട്ടയായ കോഡ്,পদ্ধতিগত কোড
സിസ്റ്റം ശേഷി,সিস্টেম ক্ষমতা
സിസ്റ്റം ചാർട്ട്,সিস্টেম চার্ট
സിസ്റ്റം പരിശോധന,সিস্টেম চেক
"സിസ്റ്റം പരിശോധന
 മൊഡ്യൂൾ","সিস্টেম চেক
 মডিউল"
സിസ്റ്റം കമാൻഡ്,সিস্টেম কমান্ড
"ഏര്പ്പാട്
 വാര്ത്താവിനിമയം
 നടപടി","পদ্ধতি
 যোগাযোগ
 প্রক্রিয়াজাতকরণ"
സിസ്റ്റം സ്ഥിരാങ്കം,সিস্টেম ধ্রুবক
"സിസ്റ്റം നിയന്ത്രണം
 ഭാഷ","সিস্টেম নিয়ন্ত্রণ
 ভাষা"
സിസ്റ്റം കൺട്രോളർ,সিস্টেম নিয়ামক
സിസ്റ്റം തകർച്ച,সিস্টেম ক্র্যাশ
സിസ്റ്റം നിർവചനം,সিস্টেম সংজ্ঞা
സിസ്റ്റം ഡിസൈൻ,ব্যবস্থা পরিকল্পনা
സിസ്റ്റം ഡിസൈനർ,সিস্টেম ডিজাইনার
"ഏര്പ്പാട്
 പ്രമാണീകരണം","পদ্ধতি
 ডকুমেন্টেশন"
"ഏര്പ്പാട്
 എഞ്ചിനീയറിംഗ്","পদ্ধতি
 প্রকৌশল"
സിസ്റ്റം പിശക്,সিস্টেম ত্রুটি
സിസ്റ്റം തലമുറ,সিস্টেম জেনারেশন
സിസ്റ്റം ഹാക്കർ,সিস্টেম হ্যাকার
സിസ്റ്റം ഹാൻഡ്ബുക്ക്,সিস্টেম হ্যান্ডবুক
"സിസ്റ്റം ഇൻപുട്ട്
 ഉപായം","সিস্টেম ইনপুট
 যন্ত্র"
സിസ്റ്റം നിർദ്ദേശം,সিস্টেমের নির্দেশনা
സിസ്റ്റം ഇന്റർഫേസ്,সিস্টেম ইন্টারফেস
"സിസ്റ്റം ഇന്റർഫേസ്
 ചിതണം","সিস্টেম ইন্টারফেস
 নকশা"
സിസ്റ്റം തടസ്സമിടുക,সিস্টেম বাধা
സിസ്റ്റം കീ,সিস্টেম কী
സിസ്റ്റം ഭാഷ,সিস্টেম ভাষা
"സിസ്റ്റം നില
 പ്രോഗ്രാമിംഗ്","সিস্টেম স্তর
 প্রোগ্রামিং"
സിസ്റ്റം ലൈബ്രറി,সিস্টেম লাইব্রেরি
സിസ്റ്റം ലൈഫ് സൈക്കിൾ,সিস্টেম লাইফ সাইকেল
സിസ്റ്റം ലോഡർ,সিস্টেম লোডার
സിസ്റ്റം ലോഗ്,সিস্টেম লগ
"ഏര്പ്പാട്
 നിര്വഹണം","পদ্ধতি
 পরিচালনা"
സിസ്റ്റം മോഡലാരിറ്റി,সিস্টেম মডুলারিটি
"സിസ്റ്റം നെറ്റ്വർക്ക്
 വാസ്തുവിദ","সিস্টেম নেটওয়ার্ক
 আর্কিটেকচার"
സിസ്റ്റം ഓപ്പറേറ്റർ,সিস্টেম অপারেটর
"സിസ്റ്റം .ട്ട്പുട്ട്
 ഉപായം","সিস্টেম আউটপুট
 যন্ত্র"
"സിസ്റ്റം .ട്ട്പുട്ട്
 എഴുത്തുകാരി","সিস্টেম আউটপুট
 লেখক"
"ഏര്പ്പാട്
 ഉത്പാദനക്ഷമത","পদ্ধতি
 প্রমোদ"
സിസ്റ്റം പ്രോഗ്രാം,সিস্টেম প্রোগ্রাম
"ഏര്പ്പാട്
 പ്രോഗ്രാമർ","পদ্ধতি
 প্রোগ্রামার"
"ഏര്പ്പാട്
 പ്രോഗ്രാമിംഗ്
 ഭാഷ","পদ্ধতি
 প্রোগ্রামিং
 ভাষা"
സിസ്റ്റം ക്വിസ്സെ,সিস্টেম কুইসেস
സിസ്റ്റം വിശ്വാസ്യത,সিস্টেম নির্ভরযোগ্যতা
"സിസ്റ്റം റെസിഡൻസ്
 വ്യാപ്തം","সিস্টেমের বাসস্থান
 ভলিউম"
സിസ്റ്റം താമസക്കാരൻ,সিস্টেমের বাসিন্দা
"സിസ്റ്റം താമസക്കാരൻ
 സോഫ്റ്റ്വെയർ","সিস্টেমের বাসিন্দা
 সফটওয়্যার"
സിസ്റ്റം പ്രതിരോധം,সিস্টেমের স্থিতিস্থাপকতা
സിസ്റ്റം റിസോഴ്സ്,সিস্টেম রিসোর্স
"സിസ്റ്റം ഉറവിടം
 നിര്വാഹകന്","সিস্টেম রিসোর্স
 ম্যানেজার"
സിസ്റ്റം പ്രതികരണം,সিস্টেম প্রতিক্রিয়া
"സിസ്റ്റം പ്രതികരണം
 വയല്","সিস্টেম প্রতিক্রিয়া
 ক্ষেত্র"
സിസ്റ്റം പുനരാരംഭിക്കുക,সিস্টেম পুনঃসূচনা
