English,Kannada
Temporal,ತಾತ್ಕಾಲಿಕ
Temporal bone,ತಾತ್ಕಾಲಿಕ ಮೂಳೆ
Temporal lobe,ತಾತ್ಕಾಲಿಕ ಹಾಲೆ
Tendon,ಸ್ನಾಯುರಜ್ಜು
Tendril,ಉರುಳಿಸು
Tentacle,ಗ್ರಹಣಾಂಗಗಳ
Terebella,ಕಟಾವು
Teredo,ತಿರಸ್ಕಾರದ
Terminal bud,ಟರ್ಮಿನಲ್ ಮೊಗ್ಗು
Termination,ಮುಕ್ತಾಯ
Termination codon,ಮುಕ್ತಾಯ ಕೋಡಾನ್
Terpene,ಹಿಗ್ಲುಬೀಜ
Terrestrial,ಭೂಮಂಡಲದ
Terrestrial community,ಭೂಮಿಯ ಸಮುದಾಯ
Terrestrial plant,ಭೂಮಿಯ ಸಸ್ಯ
Terrestrial vertebrates,ಭೂಮಿಯ ಕಶೇರುಕಗಳು
Terror of bengal,ಬಂಗಾಳದ ಭಯೋತ್ಪಾದನೆ
Tertiary,ತೃತೀಯ
Tertiary cell wall,ತಾತ್ಕಾಲಿಕ ಕೋಶ ಗೋಡೆ
Tertiary period,ತೃತಾನದ ಅವಧಿ
Test cross,ಪರೀಕ್ಷೆ
Testa,ಪರೀಕ್ಷಾ
Testosterone,ಟೆಸ್ಟೋಸ್ಟರಿ
Testicular lobule,ವೃಕ್ಷ
Testis,ವೃಷಣ
Testudo,ಪರೀಕ್ಷಾ
Tetanus toxin,ಟೀಟನಸ್ ಟಾಕ್ಸಿನ್
Tetany,ಗಾಬಲ್ಯದ
Tetracyclin,ಕೋಷ್ಟಕ
Tetrad,ಕಸಚೂರಿ
Tetramer,ಚಾಣಾಕ್ಷ
Tetramerous,ಕಸುಕರ
Thalamiflorae,ಥಾಲಾಮಿಫ್ಲೋರೇ
Thalamus,ಗಾಡಿ
Thalloid body,ಥಾಲಾಯ್ಡ್ ದೇಹ
Thallophyta,ಹಾಳತ
Thallus,ಹರಿವು
Thatching material,ಕಜ್ಜಿ
Thecal cell,ಥೆಕಲ್ ಕೋಶ
Thecodont,ಥೆಕೋಡಾಂಟ್
Theory of germplasm,ಜರ್ಮ್‌ಪ್ಲಾಸಂನ ಸಿದ್ಧಾಂತ
Theory of inheritance,ಆನುವಂಶಿಕ ಸಿದ್ಧಾಂತ
Theory of natural selection,ನೈಸರ್ಗಿಕ ಆಯ್ಕೆಯ ಸಿದ್ಧಾಂತ
Theory of pangenesis,ಪ್ಯಾಂಜೆನೆಸಿಸ್ ಸಿದ್ಧಾಂತ
Theory of use and disuse of organ,ಅಂಗಗಳ ಬಳಕೆಯ ಸಿದ್ಧಾಂತ ಮತ್ತು ಅಂಗದ ಬಳಕೆಯ
Therapeutic gene,ಚಿಕಿತ್ಸಕ ಜೀನ್
Therapeutically,ಚಿಕಿತ್ಸಾಲಯದಂತೆ
Thermal pollution,ಉಷ್ಣ ಮಾಲಿನ್ಯ
Thermal regulation,ಉಷ್ಣ ನಿಯಂತ್ರಣ
Thermal stratification,ಉಷ್ಣ ಶ್ರೇಣೀಕರಣ
Thermoacidophile,ಥರ್ಮಾಕೈಡೋಫೈಲ್
Thermocline,ಥರ್ಮೋಕ್ಲಿನ್
Thermocline,ಥರ್ಮೋಕ್ಲಿನ್
Thermodynamic,ಉಷ್ಣಬಲತೆ
Thermonasty,ಥರ್ಮೋನ್ಯಾಸ್ಟಿ
Thermonuclear explosion,ಥರ್ಮೋನ್ಯೂಕ್ಲಿಯರ್ ಸ್ಫೋಟ
Thermoperiodism,ಥರ್ಮೆಪ್ರೆಸಿಸಂ
Thermoreceptor,ಥರ್ಮೋರೆಸೆಪ್ಟರ್
Thermoregulation,ಥರ್ಮೋರ್ಗ್ಯುಲೇಷನ್
Thermostabe,ಥರ್ಮೋಸ್ಟೇಬಲ್
Thermostate,ಥರ್ಮಸ್ಟೇಟ್
Thermotaxis,ಥರ್ಮೋಟಾಕ್ಸನ
Thermus aquaticus,ಥರ್ಮಸ್ ಅಕ್ವಾಟಿಕಸ್
Thin segment,ತೆಳುವಾದ ಭಾಗ
Thiobacillus,ಥಿಯೋಬಾಸಿಲಸ್
Thoracic aorta,ಎಬ್ಬಗಳ ಮಹಾಪಧಮನಿಯ
Thoracic cavity,ಥರಾಸಿಕ್ ಕುಹರ
Thoracic ganglia,ಥರಾಸಿಕ್ ಗ್ಯಾಂಗ್ಲಿಯಾ
Thoracic segment,ಥ್ರಾಸಿಕ್ ವಿಭಾಗ
Thoracic vertebra,ಥರಾಸಿಕ್ ಕಶೇರು
Thoracolumbar outflow,ಥೊರಾಕೊಲಂಬರ್ ಹೊರಹರಿವು
Thoracolumbar region,ಥೊರಾಕೊಲಂಬರ್ ಪ್ರದೇಶ
Thorax,ಥರಾಕ್ಸ್
Thorn,ಮುಳ್ಳು
Three dimensional structure,ಮೂರು ಆಯಾಮದ ರಚನೆ
Threshold stimulus,ಮಿತಿ
Thrombocyte,ಗದ್ದನ
Thromboplastin,ಗದ್ದಲದ
Thrombosis,ಗದ್ದಲ
Thylacinus,ಥೈಲಾಸಸ್
Thylakoid,ಥೈಲಾಕಾಯು
Thylakoid membrane,ಥೈಲಾಕಾಯಿಡ್ ಪೊರೆಯ
Thymine,ಥೈಮ್ನೆ
Thymosin,ಥೈಮೋಸಿನ್
Thymus,ಥೈಮಸ್
Thyrocalcitonin,ಥೈರೊಕಾಲ್ಸಿಟೋನಿನ್
Thyroid follicle,ಥೈರಾಯ್ಡ್
Thyroid gland,ಥೈರಾಯ್ಡ್ ಗ್ರಂಥಿ
Thyroid gland harmone,ಥೈರಾಯ್ಡ್ ಗ್ರಂಥಿ ಹಾರ್ಮೋನ್
Thyroid hormone,ಥೈರಾಯ್ಡ್ ಹಾರ್ಮೋನ್
Thyroid stimulating hormone (TSH),ಥೈರಾಯ್ಡ್ ಉತ್ತೇಜಕ ಹಾರ್ಮೋನ್ (ಟಿಎಸ್ಹೆಚ್)
Thyrotroph,ಥೈರೊಟ್ರೋಫ್
Thyrotropin releasing hormone (TRH),ಥೈರೊಟ್ರೊಪಿನ್ ಬಿಡುಗಡೆ ಮಾಡುವ ಹಾರ್ಮೋನ್ (ಟಿಆರ್ಹೆಚ್)
Ti (tumor inducing) plasmid,ಟಿಐ (ಟ್ಯೂಮರ್ ಪ್ರಚೋದಕ) ಪ್ಲಾಸ್ಮಿಡ್
Tibia,ಟಿಬಿಯ
Tick,ಹಾಯಿಸು
Tick fever,ಕಾಚಾಗೆ
Tidal marsh,ಭರತದ ಜವುಗು
Tidal volume,ಭರತದ ಪ್ರಮಾಣ
Tigellum,ಗಲಾಟೆ
Tiger cat,ಹುಲಿ ಬೆಕ್ಕು
Tinospora,ತರಿ
Tinsel type flagellum,ಥಿನ್ಸೆಲ್ ಪ್ರಕಾರದ ಫ್ಲ್ಯಾಗೆಲ್ಲಮ್
Tiny polar molecule,ಸಣ್ಣ ಧ್ರುವೀಯ ಅಣು
Tissue level,ಅಂಗಾಂಶ ಮಟ್ಟ
Tissue plasminogen activator,ಅಂಗಾಂಶ ಪ್ಲಾಸ್ಮಿನೋಜೆನ್ ಆಕ್ಟಿವೇಟರ್
Tissue typing,ಅಂಗಾಂಶ ಟೈಪಿಂಗ್
T-killer cell,ಟಿ-ಕೊಲೆ ಕೋಶ
Toad,ಕವಣೆ
Toadstool,ಗಲಾಟೆ
Tobacco budworm,ತಂಬಾಕು ಬಡ್ವರ್ಮ್
Tobacco mosaic,ತಂಬಾಕು ಮೊಸಾಯ
Tobacco mosaic virus (TMV),ತಂಬಾಕು ಮೊಸಾಯಿಕ್ ವೈರಸ್ (ಟಿಎಂವಿ)
Toddy,ದಾಳದ
toe,ಕಾಲ್ಬೆರಳು
Tolerant species,ಸಹಿಷ್ಣು ಪ್ರಭೇದಗಳು
Tomato mosaic virus,ಟೊಮೆಟೊ ಮೊಸಾಯಿಕ್ ವೈರಸ್
Tongue,ನಾಲಿಗೆ
Tongue grafting,ನಾಲಿಗೆ ಕಸಿ
Tonoplast,ನೂಕು
Tonsils,ಗಲನ
Tooth,ಹಲ್ಲು
Toothed biopsy forcep,ಹಲ್ಲಿನ ಬಯಾಪ್ಸಿ ಫೋರ್ಸ್
Top carnivore,ಅತಿ ಮಾಂಸಾಹಾರಿ
Top soil,ಮೇಲಿನ ಮಣ್ಣು
Topography,ಸ್ಥಳಾಕೃತಿ
Topoisomerase,ಟೋಪೊಯೋಸೋಮರಸ್
Torpedo (electric ray),ಟಾರ್ಪಿಡೊ (ವಿದ್ಯುತ್ ರೇ)
Total fertility rate,ಒಟ್ಟು ಫಲವತ್ತತೆ ದರ
Totipotency,ತತ್ತ್ವ
Toxic,ವಿಷದ
Toxic biological product,ವಿಷಕಾರಿ ಜೈವಿಕ ಉತ್ಪನ್ನ
Toxic metabolic waste,ವಿಷಕಾರಿ ಚಯಾಪಚಯ ತ್ಯಾಜ್ಯ
Toxicity,ವಿಷತ್ವ
Toxin,ಗಂಟು
Toxoplasma,ಒಂದು ತತ್ತ್ವ
Trace element,ಜಾಡಿನ ಅಂಶ
Trachea,ಶ್ವಾಸನಾಳ
Tracheal system,ಶ್ವಾಸನಾಳದ ವ್ಯವಸ್ಥೆ
Tracheal tube,ಶ್ವಾಸನಾಳದ ಕೊಳವೆ
Tracheid,ಟ್ರಾಚಿದ್
Tracheophyte,ಶೃಂಗಸಭೆ
Tracheophyte ancestors,ಟ್ರಾಕಿಯೋಫೈಟ್ ಪೂರ್ವಜರು
Traditional agroforestry system,ಸಾಂಪ್ರದಾಯಿಕ ಕೃಷಿ ಅರಣ್ಯ ವ್ಯವಸ್ಥೆ
Trajectory separator,ಪಥವನ್ನು ವಿಭಜಕ
Tranquiliser,ನೆಮ್ಮದಿ
Transaminase,ವರ್ಗಾವಣೆ
Trans membrane pump,ಟ್ರಾನ್ಸ್ ಮೆಂಬರೇನ್ ಪಂಪ್
Transamination,ಸಾಗಣೆ
Transcription,ಪ್ರತಿಲೇಖನ
Transfer RNA,ಆರ್ಎನ್ಎ ವರ್ಗಾವಣೆ
Transferrin,ವರ್ಗಾವಣೆ
Transformant,ಪರಿವರ್ತಕ
Transforming principle,ಪರಿವರ್ತಿಸುವ ತತ್ವ
Transgenic,ಜೀವಾಂತರ
Transgenic crop,ಜೀವಾಂತರ
Transgenic organism,ಜೀವಾಂತರ ಜೀವಿ
Transgenic plant,ಜೀವಾಂತರ ಸಸ್ಯ
Transition zone,ಪರಿವರ್ತನೆ ವಲಯ
Transitional epithelium,ಪರಿವರ್ತನೆಯ ಎಪಿಥೀಲಿಯಂ
Translation,ಭಾಷಾಂತರ
Translocation of solute,ದ್ರಾವಕದ ಸ್ಥಳಾಂತರ
Transmembrane pathway,ಟ್ರಾನ್ಸ್‌ಮೆಂಬ್ರೇನ್ ಮಾರ್ಗ
Transmembrane protein,ಟ್ರಾನ್ಸ್‌ಮೆಂಬ್ರೇನ್ ಪ್ರೋಟೀನ್
Transmission,ರೋಗ ಪ್ರಸಾರ
Transmission,ರೋಗ ಪ್ರಸಾರ
Transmission electron microscope,ಪ್ರಸರಣ ಎಲೆಕ್ಟ್ರಾನ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ
Transmission of nerve impluse,ನರ ಅಳವಡಿಕೆಯ ಪ್ರಸರಣ
Transpiration,ಪಾರದರ್ಶಕತೆ
Transpirational pull,ಪಾರದರ್ಶಕ ಎಳೆಯುವ
Transport,ಸಾಗಿಸು
Transplantation,ಕಸಿ
Transposon,ಸ್ಥಳಾಂತರ
Transverse binary fission,ಟ್ರಾನ್ಸ್ವರ್ಸ್ ಬೈನರಿ ವಿದಳನ
Transverse colon,ಅಡ್ಡ -ಕೊಲೊನ್
Trapped insect,ಸಿಕ್ಕಿಬಿದ್ದ ಕೀಟ
Trapping,ಎಸೆತ
Trauma,ಆಘಾತ
Tree fern,ಮರದ ಜರೀಗಿಡ
Tree lizard,ಮರದ ಹಲ್ಲಿ
Trembling,ನಡುಗಲು
Treponema pallidium,ಟ್ರೆಪೊನೆಮಾ ಪಲ್ಲಿಡಿಯಮ್
Triandria,ತ್ರಿಕೋನ
Triassic period,ಟ್ರಯಾಸಿಕ್ ಅವಧಿ
Tribulus,ಬುಡಕಟ್ಟು
Tricarboxylic acid cycle,ಟ್ರೈಕಾರ್ಬಾಕ್ಸಿಲಿಕ್ ಆಸಿಡ್ ಚಕ್ರ
Tricarboxylic acid,ಟ್ರೈಕಾರ್ಬಾಕ್ಸಿಲಿಕ್ ಆಮ್ಲ
Tricarpellary,ಸಣ್ಣಮೂಟಗಳ
Tricellular,ತ್ರಿಶಕ್ತಿ ಜೀವಕೋಶದ
Trichomonas vaginalis,ಟ್ರೈಕೊಮೊನಾಸ್ ಯೋನಿ
Trichoderma,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Trichome,ಮಣ್ಣಿನ
Trichomoniasis,ತ್ರಿಾಲಿಕೆಯ
Trichophyton,ಮಣ್ಣಿನ ತತ್ತ್ವ
Tricoderma polysporum,ಟ್ರೈಕೋಡರ್ಮಾ ಪಾಲಿಸ್ಪೊರಮ್
Tricuspid valve,ಮೊಳಕೆ ಕವಾಟ
Tridax,ತಳಹದ
Trifoliate,ಸಂಧಿಸು
Trifolium,ಉಗುಳು
Trifurcate,ಬಲವಂತದ
Trigeminal nerve,ಬಿಡಿಭಾಗ ನರ
Trigger zone,ಪ್ರಚೋದಕ ವಲಯ
Triglyceride,ಗಡಿಯಾರ
Triglyceride metabolism,ಟ್ರೈಗ್ಲಿಸರೈಡ್ ಚಯಾಪಚಯ
Trignometric ratio,ಬಲಾತ್ಕಾರದ ಅನುಪಾತ
Trihybrid,ಅಂಗಡಿಮರ
Trihybrid cross,ಟ್ರೈಹೈಬ್ರಿಡ್ ಅಡ್ಡ
Triiodothyronine,ಟ್ರಯೋಥೈರೋನಿನ್
Trilototriton,ಒಂದು ಬಗೆಯ ಶವ
Trimer,ಸಂಚಾರಿ
Trimerous,ಸೃಜನಶೀಲ
Trimethylamine oxide,ಟ್ರಿಮೆಥೈಲಮೈನ್ ಆಕ್ಸೈಡ್
Trinomial nomenclature,ಉಷ್ಣವಲಯದ ನಾಮಕರಣ
Trionyx,ಹರ್ಷಚಿತ್ತದ
Triosphosphate,ತ್ರಿಕೋನ
Tripalmitin,ಯಾತ್ರೆ
Tripeptide,ಶೃಂಗಾರ
Tripinnate leaf,ಟ್ರಿಪ್‌ನೇಟ್ ಎಲೆ
Triplet,ತ್ರಿಪದಣಿ
Triploblastic,ಬಲಿಪಶದ
Trisomic,ತೋಪದ
Triticale,ತ್ರಯಾತ್ಮಕತೆ
Triticum aestivum (Wheat),ಟ್ರಿಟಿಕಮ್ ಎಸ್ಟೆಸ್ಟಮ್ (ಗೋಧಿ)
Triticum sativum,ತ್ರಿಚಕಣಿ ಸ್ಯಾಟಿವಮ್
Triticum turgidum,ತ್ರಿಚಕಣಿ
Trochanter,ಟ್ರೊಕಾಂಟರ್
Trochophore larva,ಟ್ರಾಪೆಫೂರ್ ಲಾರ್ವಾಗಳು
Trophic factor,ಟ್ರೋಫಿ ಅಂಶ
Trophic level,ಟ್ರೋಫ ಮಟ್ಟ
Trophic level efficiency,ಟ್ರೋಫಿಕ್ ಮಟ್ಟದ ದಕ್ಷತೆ
Trophoblast,ಟ್ರೋಫೋಬ್ಲಾಸ್ಟ್
Tropical climate,ಉಷ್ಣವಲಯದ ಹವಾಮಾನ
Tropical communities,ಉಷ್ಣವಲಯದ ಸಮುದಾಯಗಳು
Tropical deciduous forest biome,ಉಷ್ಣವಲಯದ ಪತನಶೀಲ ಅರಣ್ಯ ಬಯೋಮ್
Tropical ecosystem,ಉಷ್ಣವಲಯದ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
Tropical forest,ಉಷ್ಣವಲಯದ ಕಾಡು
Tropical rain forest biome,ಉಷ್ಣವಲಯದ ಮಳೆಕಾಡು ಬಯೋಮ್
Tropical rain forest,ಉಷ್ಣವಲಯದ ಮಳೆಕಾಡು
Tropomyosin,ಉಷ್ಣವಲಯ
Troponin,ಉಷ್ಣವಲಯ
Tropopause (top of troposphere),ಟ್ರೋಪೋಪಾಸ್ (ಟ್ರೋಪೋಸ್ಪಿಯರ್‌ನ ಮೇಲ್ಭಾಗ)
True breeding variety,ನಿಜವಾದ ಸಂತಾನೋತ್ಪತ್ತಿ ವೈವಿಧ್ಯತೆ
True cancer,ನಿಜವಾದ ಕ್ಯಾನ್ಸರ್
True fruit,ನಿಜವಾದ ಹಣ್ಣು
True nucleus,ನಿಜವಾದ ನ್ಯೂಕ್ಲಿಯಸ್
Trunk region,ಕಾಂಡದ ಪ್ರದೇಶ
Trunk region,ಕಾಂಡದ ಪ್ರದೇಶ
Trunk,ಕಾಂಡ
Trunk,ಕಾಂಡ
Trunk,ಕಾಂಡ
Trygon,ಪ್ರಯತ್ನ
Trypanosoma,ಮಂತ್ರವಾದ
Trypsin,ಸಕಲ
Tryptophan operon,ಟ್ರಿಪ್ಟೊಫಾನ್ ಒಪೆರಾನ್
Tryptophan,ಟ್ರಿಪ್ಟೊಫಾನ್
Tube culture,ಟ್ಯೂಬ್ ಸಂಸ್ಕೃತಿ
Tube culture,ಟ್ಯೂಬ್ ಸಂಸ್ಕೃತಿ
Tuber formation,ಗೆಣ್ಣದ ರಚನೆ
Tubercular root,ಕ್ಷಯರೋಗದ ಮೂಲ
Tuberculosis,ಕ್ಷಯರೋಗ
Tubero-infundibular neuron,ಟ್ಯೂಬೆರೊ-ಇನ್ಫುಂಡಿಬುಲರ್ ನರಕೋಶ
Tuberous,ಗೊಣಗಾಟದ
Tuberous type,ಗೆಬೆರಸ್ ಪ್ರಕಾರ
Tubifex,ಹುಲ್ಲುಗಾವಲು
Tubular organ,ಕೊಳವೆಯಾಕಾರದ ಅಂಗ
Tubular reabsorption,ಕೊಳವರೆ ಮರುಹೀರಿಕೆ
Tubular secretion,ಕೊಳಲು ಸ್ರವಿಸುವಿಕೆ
Tubule,ಕೊಳವೆ
Tubuli recti,ಹುಲ್ಲುಗಾವಲು
Tubulin,ಹುಲ್ಲುಗಾವಲು
Tuft of cilia,ಸಿಲಿಯಾದ ಟಫ್ಟ್
Tumor,ಗೆಡ್ಡೆ
Tumor causing virus,ಗೆಡ್ಡೆ ವೈರಸ್ ಉಂಟುಮಾಡುತ್ತದೆ
Tumor forming gene,ಗೆಡ್ಡೆ ರೂಪಿಸುವ ಜೀನ್
Tumor suppressor gene,ಗೆಡ್ಡೆಯ ನಿಗ್ರಹ ಜೀನ್
Tumour promoter,ಗೆಡ್ಡೆಯ ಪ್ರವರ್ತಕ
Tumour virus,ಗೆಡ್ಡೆಯ ವೈರಸ್
Tuna fish,ಟ್ಯೂನ ಮೀನು
Tungsten,ತತ್ತ್ವ
Tunica,ಟ್ಯುನಿಕಾ
Tunica albuginea,ಟ್ಯುನಿಕಾ ಅಲ್ಬುಗಿನಾ
Tunica externa,ಟ್ಯೂನಿಕಾ ಬಾಹ್ಯ
Tunica intima,ಟ್ಯುನಿಕಾ ಇಂಟಲಾ
Tunica media,ಟ್ಯುನಿಕಾ ಮಾಧ್ಯಮ
Tunicata,ಟ್ಯುನಿಕಾಟ
Tunicate,ಟ್ಯೂನಿಕೇಟ್ ಮಾಡು
Tunicate group,ಟ್ಯೂನಿಕೇಟ್ ಗುಂಪು
Turbidity,ಪ್ರಬಲತೆ
Turgid,ಕುಗ್ಗಿಸಿದ
Turgor pressure,ಟರ್ಗರ್ ಒತ್ತಡ
Turner's syndrome,ಟರ್ನರ್ಸ್ ಸಿಂಡ್ರೋಮ್
Turnip mosaic,ಟರ್ಪಿಪ್ ಮೊಸಾಯಿಕ್
Twisted aestivation,ಟ್ವಿಸ್ಟೆಡ್ ಎಸ್ಟಿಸ್ಟಿಡೇಶನ್
Twisted,ತಿರುಚಿದ
Two dimensional electrophoresis,ಎರಡು ಆಯಾಮದ ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
Two kingdom classification,ಎರಡು ರಾಜ್ಯ ವರ್ಗೀಕರಣ
Tympanic membrane,ಟೈಂಪನಿಕ್ ಪೊರೆಯ
Tympanum,ಹುರುಪು
Typhaceae,ಟೈಫೇಸಿ
Typhlosole,ಹುಲ್ಲುಗಾವಲು
Typhoid,ಅಂಚು
Typical,ವಿಶಿಷ್ಟವಾದ
Typical stomatal pore,ವಿಶಿಷ್ಟ ಸ್ಟೊಮಾಟಲ್ ರಂಧ್ರ
Ubiquinol,ಸರ್ವತ್ರ
Ubiquinone,ಸರ್ವತ್ರ
Ulna,ಉಲ್ಮ
Ultracentrifuge,ಅತಿಶಯಂತ
Ultrasound,ಶ್ರವಣ
Ultrasound work,ಅಲ್ಟ್ರಾಸೌಂಡ್ ಕೆಲಸ
Ultrastructure,ವಿಧವೀನತೆ
Ultraviolet,ನೇರಳಾತೀತ
Ultraviolet ray,ನೇರಳಾತೀತ ಕಿರಣ
Umbel,ಕೊಂಬಿನ
Umbilical cord,ಕರುಳು ಬಳ್ಳಿ
Unassimilated energy,ಅಸ್ತವ್ಯಸ್ತಗೊಳಿಸದ ಶಕ್ತಿ
Uncoiled,ಪಳಗಿಸದ
Under nutrition,ಪೌಷ್ಠಿಕಾಂಶದ ಅಡಿಯಲ್ಲಿ
Under shrub,ಪೊದೆಸಸ್ಯದ ಅಡಿಯಲ್ಲಿ
Underground stem,ಒಳಸಂಚಿನ ಕಾಂಡ
Underground tuberous root,ಭೂಗತ ಟ್ಯೂಬರಸ್ ರೂಟ್
Undeviated wave,ವಿಘಟಿತ ತರಂಗ
Undifferentiated cell,ವಿವರಿಸಲಾಗದ ಕೋಶ
Undisturbed ecosystem,ಅಘೋಷಿತ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
Undulating,ತಗ್ಗಿಸದ
Undulatory movement,ವಾಗ್ಮಿತ ಚಲನೆ
Unicostate,ಯುನಿಕಾಸ್ಟೇಟ್
Unidirectional flow,ಏಕ ದಿಕ್ಕಿನ ಹರಿವು
Unilocular,ಏಕಪಕ್ಷದ
Uninucleate,Uninಾಯಾಚಿತ್ರ ಮಾಡು
Uniparous,ಏಕಮಾತ್ರ
Uniparous,ಏಕಮಾತ್ರ
Unipinnate,ಏಕೀಕರಿಸು
Unipolar neuron,ಏಕ ಧ್ರುವ ನರಕೋಶ
Uniport,ಏಕಪತ್ನಿ
Unisexual,ಏಕಲಿಂಗೀಯ
Unisexual flower,ಏಕಲಿಂಗೀಯ ಹೂವು
Universe,ಬ್ರಹ್ಮಾಂಡ
Unpollinated,ಅನಾಲಾಣಿಕೆ ಮಾಡದ
Unqualified quack,ಅನರ್ಹವಾದ
Unsaturated,ಅಪರ್ಯಾಪ್ತ
Untranslated region,ಅನುವಾದಿಸದ ಪ್ರದೇಶ
Upper arm,ಮೇಲಿನ
Upstream processing,ಅಪ್ಸ್ಟ್ರೀಮ್ ಸಂಸ್ಕರಣೆ
Uptake,ಉರುಳಿಸು
Uracil,ಯುರಾಸಿಲ್
Uranite,ಯುರಾನಿ
Uranium,ಯುರೇನಿಯಂ
Uranus,ಯುರೇನಸ್
Urea cycle,ಯೂರಿಯ ಚಕ್ರ
Uremia,ಮೂತ್ರನಾಳ
Uremic patient,ಯುರುಮಿಯ ರೋಗ
Uricotelic,ಯೂರಿಕೊಟೆಲಿಕ್
Ureter,ಮೂತ್ರನಾಳ
Urethra,ಮೂತ್ರನಾಳದ
Urethral meatus,ಮೂತ್ರನಾಳದ ಮಾಂಸ
Urginea,ಭರ್ಜರಿ
Uric acid,ಯೂರಿಕ್ ಆಮ್ಲ
Uricose gland,ಯುರಿಕೊಸ್ ಗ್ರಂಥಿ
Uricotelic,ಯೂರಿಕೊಟೆಲಿಕ್
Uricotelism,ಯುರಿಕೊಟೆಲಿಸಂ
Urine,ಮೂತ್ರ
Uriniferous tubule,ಮೂತ್ರನಾಳದ ಕೊಳವೆಯ
Urinogenital duct,ಮೂತ್ರಜನಕಾಂಗದ ನಾಳ
Urino-genital passage,ಮೂತ್ರಮಾಪಕ ಮಾರ್ಗ
Urochordata,ಯುರೊಕಾರ್ಡಾಟ
Urtica diatica,ಉರ್ಟಿಕಾ ಡಯಾಟಿಕಾ
Ustilago,ಉಸ್ಟಿಲಾಗೊ
Uterine gland,ಗರ್ಭಾಶಯದ ಗ್ರಂಥಿ
Uterine wall,ಗರ್ಭಾಶಯದ ಗೋಡೆ
Uterus,ಗರ್ಭಾಶಯ
Utricle,ಸಂಚಾರಿ
Utricularia,ಉಟ್ರಿಕ್ಯುಲಾರಿಯಾ
Utrine serosa,ಉಟ್ರಿನ್ ಸಿರೊಸಾ
Vaccination,ಹಸಿಕೆ
Vaccine,ಲಸಿಕೆ
Vaccine,ಲಸಿಕೆ
Vacoule,ಕಸಾಯಿಖಾನೆ
Vacuum,ನಿರ್ವಾತ
Vagus nerve,ಪಂಜಸ್ ನರ
Valence electron,ವೇಲೆನ್ಸ್ ಎಲೆಕ್ಟ್ರಾನ್
Valence level,ವೇಲೆನ್ಸ್ ಮಟ್ಟ
Valine,ಏರಿಕೆ
Valvate,ಕಾಲ್ಬೆರಳು
Valvate aestivation,ಕವಾಟ
Valve,ಕವಾಟ
Vanda,ವಂಡ
Vaporisation,ಆವಿಯಾಗುವಿಕೆ
Varanus,ವರಹದ
Variable number tandem repeat,ವೇರಿಯಬಲ್ ಸಂಖ್ಯೆ ಪುನರಾವರ್ತನೆ ಪುನರಾವರ್ತಿಸಿ
Variation,ಬದಲಾವಣೆ
Variation,ಬದಲಾವಣೆ
Vas deferens,ವಾಸ್ ಡಿಫೆರೆನ್ಸ್
Vas efferens,ವಾಸ್ ಎಫೆರೆನ್ಸ್
Vasa efferentia,ವಾಸನಾಶಕ
Vasa recta,ವಾಸ
Vasa rectae,ವಾಸ
Vascular bundle,ನಾಳದ ಗಟ್ಟಿ
Vascular graft,ನಾಳೀಯ ನಾಟಿ
Vascular plant,ನಾಳೀಯ ಸಸ್ಯ
Vasculum,ಆಭರಣ
Vasodilation,ರಕ್ತನಾಳದ
Vault,ಗಲ್ಲ
Vaxillary aestivation,ವ್ಯಾಕ್ಸಿಲರಿ ಅಸ್ಟೆಸ್ಟೇಷನ್
Vector,ಸಕಲ
Vegetable seed oil,ತರಕಾರಿ ಬೀಜದ ಎಣ್ಣೆ
Vegetation,ಸಸ್ಯಗಳು
Vegetative and sexual development,ಸಸ್ಯಕ ಮತ್ತು ಲೈಂಗಿಕ ಬೆಳವಣಿಗೆ
Vegetative propagation,ಸಸ್ಯಕ ಪ್ರಸರಣ
Vegetative reproduction,ಸಸ್ಯಕ ಸಂತಾನೋತ್ಪತ್ತಿ
Vein,ಧ್ವಂಸ
Veinlet,ರಕ್ತಪಾತ
Vellela,ಬೆಳ್ಳೆ
Vena cava,ವೇಶ್ಯೆ
Venom,ವಿಷ
Venomous,ವಿಷದ
Vent,ತೊಟ್ಟಿ
Ventral nerve cord,ಕುಹರದ ನರ ಬಂಡಿ
Ventral surface,ಕುಹರದ ಮೇಲ್ಮೈ
Ventricle,ಕುಶಲಕರ್ಮಿ
Ventricular diastole,ಕುಹರದ ಡಯಾಸ್ಟೋಲ್
Ventricular filling,ಕುಹರದ ಭರ್ತಿ
Ventricular systole,ಕುಹರದ ಸಿಸ್ಟೋಲ್
Venus flower basket,ಶುಕ್ರ ಹೂವಿನ ಬುಟ್ಟಿ
Venus fly trap,ಶುಕ್ರ ನೊಣ ಬಲೆ
Verbascum,ಸ್ವರೂಪದರ್ಶಿ
Vermi composting,ವರ್ಮಿ ಮಿಶ್ರಗೊಬ್ಬರ
Vermifuge,ಕ್ರಿಮೀಜ
Vernacular name,ದೇಶೀಯ ಹೆಸರು
Vernalisation,ವರ್ತನೀಕರಣ
