Assamese,Marathi
ভইচ চিন্থেচাইজাৰ,व्हॉइस सिंथेसायझर
"অস্থিৰ, অস্থিৰ","अस्थिर, अस्थिर"
স্মৃতিশক্তি নোহোৱা হৈছে,गहाळ मेमरी
ভোল্টেজ,विद्युतदाब
ভোল্টেজ এম্প্লিফায়াৰ / বাফাৰ,व्होल्टेज अॅम्प्लीफायर / बफर
ভল্টেজ তুলনাকাৰী,व्होल्टेज तुलना करणारा
ভোল্টেজ নিয়ন্ত্ৰক দোলক (VCO),व्होल्टेज कंट्रोलर ऑसिलेटर (VCO)
ভোল্টেজ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (VCCS),व्होल्टेज नियंत्रित वर्तमान स्रोत (VCCS)
ভোল্টেজ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (VCCS),व्होल्टेज नियंत्रित वर्तमान स्रोत (VCCS)
ভল্টেজ নিয়ন্ত্ৰণ যন্ত্ৰ,व्होल्टेज कंट्रोल डिव्हाइस
ভল্টেজ নিয়ন্ত্ৰিত ৰেজিষ্টেন্স,व्होल्टेज नियंत्रित प्रतिकार
ভোল্টেজ নিয়ন্ত্ৰিত ভোল্টেজ উৎস (VCVS),व्होल्टेज नियंत्रित व्होल्टेज स्रोत (VCVS)
ভল্টেজ বিভাজন,व्होल्टेज विभागणी
ভল্টেজ ডাবলাৰ,व्होल्टेज दुप्पट
ভল্টেজ ডাবলাৰ,व्होल्टेज दुप्पट
ভল্টেজ ৰিছেট,व्होल्टेज रीसेट
ভল্টেজ ট্ৰেইলিং,व्होल्टेज ट्रेलिंग
ভল্টেজ চিহ্ন,व्होल्टेज चिन्ह
ভল্টেজ বৃদ্ধি বহুগুণক,व्होल्टेज मॅग्निफिकेशन गुणक
ভল্টেজ বহুগুণক বৰ্তনী,व्होल्टेज गुणक सर्किट
ভল্টেজ কোৱাড্ৰেচাৰ,व्होल्टेज क्वाड्रॅचर
ভল্টেজ ৰেটিং,व्होल्टेज रेटिंग
ভল্টেজৰ নিৰ্দেশনা,व्होल्टेज सूचना
ভল্টেজ নিয়ন্ত্ৰণ,व्होल्टेज नियमन
ভল্টেজৰ উৎস,व्होल्टेज स्रोत
ভোল্টেজ স্পাইক/শ্বুক,व्होल्टेज स्पाइक/शॉक
ভল্টেজ ষ্টেবিলাইজাৰ,व्होल्टेज स्टॅबिलायझर
ভোল্টেজ প্ৰগ্ৰেছিং তৰংগ,व्होल्टेज प्रोग्रेसिंग वेव्ह
ভোল্টেজ প্ৰগ্ৰেছিং তৰংগ অনুপাত (VSWR),व्होल्टेज प्रोग्रेसिंग वेव्ह रेशो (VSWR)
ভল্টেজ এডজাষ্টাৰ,व्होल्टेज समायोजक
ভল্টেজ-কাৰেণ্ট কনভাৰ্টাৰ,व्होल्टेज-करंट कनवर्टर
ভল্টেজ-ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ,व्होल्टेज-फ्रिक्वेंसी कनवर्टर
ভল্টেজ স্থানান্তৰ কাৰ্য্য,व्होल्टेज हस्तांतरण कार्य
ভল্টেজ স্থানান্তৰ অনুপাত,व्होल्टेज हस्तांतरण प्रमाण
ভল্টেজ ট্ৰেন্সফৰ্মাৰ/ট্ৰেন্সফৰ্মাৰ,व्होल्टेज ट्रान्सफॉर्मर/ट्रान्सफॉर्मर
ভল্টেজ ট্ৰিপল,व्होल्टेज ट्रिपलर
ডিজিটেল ভিডিঅ&#39; ডিস্ক,डिजिटल व्हिडिओ डिस्क
তাপৰ সমতুল্য ভল্ট,उष्णता समतुल्य व्होल्ट
"উচ্চতা নিয়ন্ত্ৰক, শব্দ নিয়ন্ত্ৰক","लाउडनेस कंट्रोलर, ध्वनी नियंत्रक"
VOS,VOS
ভি আৰ টিউব,व्हीआर ट्यूब
ভি এছ ডব্লিউ আৰ জুখিব পৰা,VSWR मोजमाप
"প্লেক, নিষিক্ত নোহোৱা","फलक, unfertilized"
অপেক্ষাৰ অৱস্থা,प्रतीक्षा स्थिती
দেৱালৰ ফলক,भिंत फलक
ৱাট,वॅट
ৱাট ঘণ্টা / ৱাট ঘণ্টা,वॅट तास / वॅट तास
"ৱাটমিটাৰ, ৱাটমিটাৰ","वॅटमीटर, वॅटमीटर"
ৱাটেজ ৰেটিং,वॅटेज रेटिंग
তৰংগ বিশ্লেষক,लहर विश्लेषक
তৰংগ ৰূপ,लहरी स्वरूप
তৰংগ আকৃতিৰ বিকৃতি,तरंग विकृती
তৰংগ আকৃতিৰ উৎপাদক,वेव्हफॉर्म जनरेटर
তৰংগ আকৃতি সংশ্লেষণ,तरंग संश्लेषण
wave front,तरंग समोर
তৰংগ পথ,लहरी मार्ग
তৰংগ পথৰ সমাপ্তি,तरंग मार्ग समाप्ती
তৰংগ প্ৰতিৰোধ ক্ষমতা,लहर प्रतिबाधा
তৰংগদৈৰ্ঘ্য,तरंगलांबी
তৰংগদৈৰ্ঘ্য বিভাজন মাল্টিপ্লেক্সিং (WDM),तरंगलांबी विभाग मल्टिप्लेक्सिंग (WDM)
তৰংগ মিটাৰ,तरंग मीटर
তৰংগ সংবহন,लहरी प्रेषण
তৰংগ প্ৰতিফলন,लहरी प्रतिबिंब
তৰংগ সংৰূপ,लहर कॉन्फिगरेशन
"তৰংগ লুপ, তৰংগ ফান্দ","वेव्ह लूप, वेव्ह ट्रॅप"
তৰংগ পথ বিক্ষিপ্ততা,तरंग मार्ग फैलाव
ৱেবাৰ,वेबर
ৱেবছাইট,संकेतस्थळ
ওজনযুক্ত ক&#39;ড,भारित कोड
ভিজা-কোষ,wet-cell
ঘেঁহুৰ শিলৰ দলং,गव्हाचा दगडी पूल
হুইচেলৰ শব্দ,शिट्टीचा आवाज
বগা শব্দ,पांढरा आवाज
ৱাইড এৰিয়া নেটৱাৰ্ক (WAN),विस्तृत क्षेत्र नेटवर्क (WAN)
বহল বেণ্ড,रुंद बँड
ৱাইড-বেণ্ড এম্প্লিফায়াৰ,वाइड-बँड अॅम्प्लिफायर
ৱাইড বেণ্ড ফিল্টাৰ,रुंद बँड फिल्टर
ৱাইড বেণ্ড হাই ক্লেৰিটি টেলিভিছন,विस्तृत बँड उच्च स्पष्टता दूरदर्शन
ৱাইডলাৰ ইলেক্ট্ৰিক কাৰেণ্ট মিৰ&#39;ৰ,विडलर इलेक्ट्रिक करंट मिरर
দলং দোলক,ब्रिज ऑसिलेटर
wilson বৈদ্যুতিক কাৰেণ্ট মিৰ&#39;ৰ,विल्सन इलेक्ट्रिक करंट मिरर
ৱিনচেষ্টাৰ হাৰ্ড ডিস্ক,विंचेस्टर हार्ड डिस्क
কইলিং,कॉइलिंग
কইল বহুগুণক,कॉइल गुणक
উইণ্ড’জ,खिडक्या
"ৱাইপাৰ, ফেন","वाइपर, पंखा"
তাঁৰ,तार
তাঁৰৰ গেজ / তাঁৰৰ গেজ,वायर गेज / वायर गेज
তাঁৰযুক্ত শেষ যুক্তি,वायर्ड एंड लॉजिक
তাঁৰযুক্ত যুক্তি,वायर्ड युक्तिवाद
তাঁৰযুক্ত বা যুক্তিযুক্ত,वायर्ड किंवा तर्क
বেতাঁৰ অভিগম প্ৰটোকল/বাৰ্তা প্ৰেৰণ (WAP),वायरलेस ऍक्सेस प्रोटोकॉल/मेसेजिंग (WAP)
বেতাঁৰ যোগাযোগ,वायरलेस संप्रेषण
তাঁৰৰ কইল ৰেজিষ্টৰ,वायर कॉइल रेझिस्टर
তাঁৰৰ ধাৰণক্ষমতা,वायर कॅपेसिटन्स
